"year","age_gr","bildungsniveau","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2005","17-29","(Fach-)Abitur","5.43","5.5","893","4","4.67","6","6.67","7","5.37","5.49","1.67","7","5.33333349227905","5.66666650772095"
"2005","17-29","(noch) kein Abschluss","5.03","4.83","676","3.67","4","6","6.67","7","4.95","5.11","1","7","5","5.33333349227905"
"2005","17-29","AkademikerIn","5.69","5.5","207","4.67","5","6.33","7","7","5.57","5.81","2.67","7","5.66666650772095","6"
"2005","17-29","Hauptschule","5.64","5.5","651","4.33","5","6.67","7","7","5.56","5.72","1.33","7","5.66666650772095","6"
"2005","17-29","Realschule","5.74","5.83","1079","4.67","5","6.33","7","7","5.69","5.79","2.67","7","5.66666650772095","6"
"2005","30-45","(Fach-)Abitur","5.88","5.83","797","4.67","5.33","6.67","7","7","5.82","5.94","2.67","7","6","6"
"2005","30-45","(noch) kein Abschluss","5.82","5.83","62","4.67","5.33","6.67","7","7","5.58","6.06","3","7","5.66666650772095","6.5"
"2005","30-45","AkademikerIn","5.87","5.83","1381","4.67","5.33","6.67","7","7","5.82","5.92","1.33","7","6","6"
"2005","30-45","Hauptschule","5.99","6.17","1628","4.67","5.33","6.67","7","7","5.94","6.04","1","7","6","6.33333349227905"
"2005","30-45","Realschule","6.02","5.83","2171","4.67","5.67","6.67","7","7","5.99","6.05","2.67","7","6.33333349227905","6.33333349227905"
"2005","46-65","(Fach-)Abitur","5.88","5.83","438","4.67","5","6.67","7","7","5.79","5.97","3.33","7","6","6"
"2005","46-65","(noch) kein Abschluss","5.86","5.83","97","4.5","5.33","6.67","7","7","5.65","6.07","1.33","7","5.66666650772095","6.33333349227905"
"2005","46-65","AkademikerIn","5.96","5.83","1913","4.67","5.33","6.67","7","7","5.92","6","2.33","7","6","6"
"2005","46-65","Hauptschule","6.05","6.17","2848","4.67","5.67","7","7","7","6.02","6.08","1","7","6.33333349227905","6.33333349227905"
"2005","46-65","Realschule","6.08","6.17","1685","5","5.67","6.67","7","7","6.04","6.12","1","7","6.33333349227905","6.33333349227905"
"2005","66","(Fach-)Abitur","5.8","5.83","162","4.33","5.33","6.67","7","7","5.65","5.95","3","7","5.66666650772095","6.33333349227905"
"2005","66","(noch) kein Abschluss","5.7","5.83","65","4","5","6.67","7","7","5.39","6.01","2","7","5.33333349227905","6.33333349227905"
"2005","66","AkademikerIn","6.02","6.17","660","4.67","5.33","7","7","7","5.95","6.09","2.67","7","6","6.33333349227905"
