year,age_gr,quintil_oecd,overyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1988,46-65 y.,5th Quintile,No,0.49017,369,551,0.44839,0.53195
1989,17-29 y.,1st Quintile,Yes,0.11008,68,294,0.07424,0.14592
1989,17-29 y.,1st Quintile,No,0.35373,226,294,0.29898,0.40847
1989,17-29 y.,2nd Quintile,Yes,0.21751,108,355,0.17453,0.26048
1989,17-29 y.,2nd Quintile,No,0.39638,247,355,0.34543,0.44734
1989,17-29 y.,3rd Quintile,Yes,0.24661,125,360,0.20203,0.29120
1989,17-29 y.,3rd Quintile,No,0.43638,235,360,0.38508,0.48768
1989,17-29 y.,4th Quintile,Yes,0.32654,188,470,0.28410,0.36898
1989,17-29 y.,4th Quintile,No,0.41670,282,470,0.37208,0.46132
1989,17-29 y.,5th Quintile,Yes,0.33453,126,322,0.28291,0.38614
1989,17-29 y.,5th Quintile,No,0.41475,196,322,0.36085,0.46865
1989,30-45 y.,1st Quintile,Yes,0.17838,82,283,0.13370,0.22307
1989,30-45 y.,1st Quintile,No,0.37136,201,283,0.31497,0.42776
1989,30-45 y.,2nd Quintile,Yes,0.22061,133,428,0.18128,0.25994
1989,30-45 y.,2nd Quintile,No,0.47191,295,428,0.42456,0.51926
1989,30-45 y.,3rd Quintile,Yes,0.33121,186,467,0.28847,0.37394
1989,30-45 y.,3rd Quintile,No,0.45107,281,467,0.40589,0.49624
1989,30-45 y.,4th Quintile,Yes,0.33003,158,445,0.28629,0.37377
1989,30-45 y.,4th Quintile,No,0.51162,287,445,0.46513,0.55812
1989,30-45 y.,5th Quintile,Yes,0.37256,205,525,0.33116,0.41396
1989,30-45 y.,5th Quintile,No,0.52346,320,525,0.48070,0.56623
1989,46-65 y.,1st Quintile,Yes,0.06259,38,160,0.02494,0.10024
1989,46-65 y.,1st Quintile,No,0.19170,122,160,0.13051,0.25289
1989,46-65 y.,2nd Quintile,Yes,0.10901,65,264,0.07134,0.14667
1989,46-65 y.,2nd Quintile,No,0.33282,199,264,0.27587,0.38977
1989,46-65 y.,3rd Quintile,Yes,0.17639,103,360,0.13696,0.21582
1989,46-65 y.,3rd Quintile,No,0.40586,257,360,0.35507,0.45666
1989,46-65 y.,4th Quintile,Yes,0.21709,146,477,0.18005,0.25413
1989,46-65 y.,4th Quintile,No,0.41576,331,477,0.37148,0.46003
1989,46-65 y.,5th Quintile,Yes,0.26771,176,504,0.22901,0.30640
1989,46-65 y.,5th Quintile,No,0.47397,328,504,0.43033,0.51760
1990,17-29 y.,1st Quintile,Yes,0.13131,65,270,0.09095,0.17167
1990,17-29 y.,1st Quintile,No,0.35137,205,270,0.29432,0.40842
1990,17-29 y.,2nd Quintile,Yes,0.21128,106,327,0.16697,0.25560
1990,17-29 y.,2nd Quintile,No,0.37374,221,327,0.32122,0.42626
1990,17-29 y.,3rd Quintile,Yes,0.22333,117,377,0.18124,0.26543
1990,17-29 y.,3rd Quintile,No,0.46241,260,377,0.41201,0.51280
1990,17-29 y.,4th Quintile,Yes,0.34343,190,468,0.30036,0.38649
1990,17-29 y.,4th Quintile,No,0.43105,278,468,0.38613,0.47596
1990,17-29 y.,5th Quintile,Yes,0.31047,124,294,0.25750,0.36345
1990,17-29 y.,5th Quintile,No,0.38723,170,294,0.33146,0.44301
1990,30-45 y.,1st Quintile,Yes,0.18577,94,303,0.14190,0.22963
1990,30-45 y.,1st Quintile,No,0.40724,209,303,0.35183,0.46266
1990,30-45 y.,2nd Quintile,Yes,0.25955,151,453,0.21914,0.29997
1990,30-45 y.,2nd Quintile,No,0.46498,302,453,0.41900,0.51096
1990,30-45 y.,3rd Quintile,Yes,0.30992,160,464,0.26780,0.35205
1990,30-45 y.,3rd Quintile,No,0.48141,304,464,0.43590,0.52692
1990,30-45 y.,4th Quintile,Yes,0.33085,147,412,0.28536,0.37634
1990,30-45 y.,4th Quintile,No,0.53317,265,412,0.48494,0.58140
1990,30-45 y.,5th Quintile,Yes,0.41882,236,535,0.37697,0.46067
1990,30-45 y.,5th Quintile,No,0.48519,299,535,0.44280,0.52758
1990,46-65 y.,1st Quintile,Yes,0.06650,37,164,0.02825,0.10475
1990,46-65 y.,1st Quintile,No,0.21215,127,164,0.14939,0.27491
1990,46-65 y.,2nd Quintile,Yes,0.15688,69,238,0.11058,0.20319
1990,46-65 y.,2nd Quintile,No,0.30833,169,238,0.24953,0.36712
1990,46-65 y.,3rd Quintile,Yes,0.18449,110,352,0.14391,0.22507
1990,46-65 y.,3rd Quintile,No,0.38420,242,352,0.33331,0.43508
1990,46-65 y.,4th Quintile,Yes,0.23595,146,467,0.19740,0.27450
1990,46-65 y.,4th Quintile,No,0.44337,321,467,0.39826,0.48847
1990,46-65 y.,5th Quintile,Yes,0.30573,198,498,0.26523,0.34624
1990,46-65 y.,5th Quintile,No,0.42641,300,498,0.38293,0.46989
1991,17-29 y.,1st Quintile,Yes,0.14781,79,312,0.10836,0.18726
1991,17-29 y.,1st Quintile,No,0.37776,233,312,0.32388,0.43165
1991,17-29 y.,2nd Quintile,Yes,0.24936,125,331,0.20268,0.29604
1991,17-29 y.,2nd Quintile,No,0.37438,206,331,0.32216,0.42659
1991,17-29 y.,3rd Quintile,Yes,0.27120,130,371,0.22590,0.31650
1991,17-29 y.,3rd Quintile,No,0.41765,241,371,0.36740,0.46790
1991,17-29 y.,4th Quintile,Yes,0.35043,172,420,0.30474,0.39611
1991,17-29 y.,4th Quintile,No,0.38694,248,420,0.34030,0.43358
1991,17-29 y.,5th Quintile,Yes,0.36058,147,322,0.30805,0.41311
1991,17-29 y.,5th Quintile,No,0.40181,175,322,0.34818,0.45545
1991,30-45 y.,1st Quintile,Yes,0.16543,74,262,0.12035,0.21051
1991,30-45 y.,1st Quintile,No,0.38283,188,262,0.32386,0.44180
1991,30-45 y.,2nd Quintile,Yes,0.27786,161,478,0.23766,0.31806
1991,30-45 y.,2nd Quintile,No,0.47568,317,478,0.43086,0.52050
1991,30-45 y.,3rd Quintile,Yes,0.32783,193,474,0.28553,0.37014
1991,30-45 y.,3rd Quintile,No,0.44424,281,474,0.39946,0.48902
1991,30-45 y.,4th Quintile,Yes,0.38471,177,451,0.33976,0.42966
1991,30-45 y.,4th Quintile,No,0.49091,274,451,0.44472,0.53710
1991,30-45 y.,5th Quintile,Yes,0.43278,245,549,0.39130,0.47426
1991,30-45 y.,5th Quintile,No,0.46946,304,549,0.42767,0.51124
1991,46-65 y.,1st Quintile,Yes,0.07635,37,166,0.03583,0.11687
1991,46-65 y.,1st Quintile,No,0.23198,129,166,0.16757,0.29638
1991,46-65 y.,2nd Quintile,Yes,0.13897,64,244,0.09548,0.18246
1991,46-65 y.,2nd Quintile,No,0.34004,180,244,0.28048,0.39960
1991,46-65 y.,3rd Quintile,Yes,0.19163,109,343,0.14991,0.23334
1991,46-65 y.,3rd Quintile,No,0.38201,234,343,0.33051,0.43350
1991,46-65 y.,4th Quintile,Yes,0.24783,154,476,0.20900,0.28666
1991,46-65 y.,4th Quintile,No,0.43155,322,476,0.38701,0.47610
1991,46-65 y.,5th Quintile,Yes,0.30820,200,501,0.26773,0.34867
1991,46-65 y.,5th Quintile,No,0.44857,301,501,0.40498,0.49217
1992,17-29 y.,1st Quintile,Yes,0.19114,119,338,0.14916,0.23313
1992,17-29 y.,1st Quintile,No,0.28289,219,338,0.23480,0.33098
1992,17-29 y.,2nd Quintile,Yes,0.23850,166,478,0.20025,0.27674
1992,17-29 y.,2nd Quintile,No,0.37264,312,478,0.32925,0.41603
1992,17-29 y.,3rd Quintile,Yes,0.27425,182,498,0.23502,0.31347
1992,17-29 y.,3rd Quintile,No,0.37938,316,498,0.33672,0.42205
1992,17-29 y.,4th Quintile,Yes,0.33335,220,548,0.29384,0.37285
1992,17-29 y.,4th Quintile,No,0.40727,328,548,0.36609,0.44844
1992,17-29 y.,5th Quintile,Yes,0.36518,198,432,0.31972,0.41063
1992,17-29 y.,5th Quintile,No,0.38750,234,432,0.34151,0.43350
1992,30-45 y.,1st Quintile,Yes,0.20340,184,534,0.16923,0.23758
1992,30-45 y.,1st Quintile,No,0.41794,350,534,0.37607,0.45981
1992,30-45 y.,2nd Quintile,Yes,0.28979,289,792,0.25818,0.32141
1992,30-45 y.,2nd Quintile,No,0.45806,503,792,0.42334,0.49279
1992,30-45 y.,3rd Quintile,Yes,0.32875,294,722,0.29446,0.36304
1992,30-45 y.,3rd Quintile,No,0.46011,428,722,0.42373,0.49649
1992,30-45 y.,4th Quintile,Yes,0.38615,274,649,0.34867,0.42364
1992,30-45 y.,4th Quintile,No,0.45681,375,649,0.41845,0.49516
1992,30-45 y.,5th Quintile,Yes,0.40756,290,657,0.36996,0.44517
1992,30-45 y.,5th Quintile,No,0.48586,367,657,0.44762,0.52411
1992,46-65 y.,1st Quintile,Yes,0.05819,52,210,0.02645,0.08993
1992,46-65 y.,1st Quintile,No,0.18103,158,210,0.12883,0.23323
1992,46-65 y.,2nd Quintile,Yes,0.14994,117,378,0.11390,0.18598
1992,46-65 y.,2nd Quintile,No,0.31663,261,378,0.26967,0.36358
1992,46-65 y.,3rd Quintile,Yes,0.17779,142,459,0.14278,0.21281
1992,46-65 y.,3rd Quintile,No,0.38146,317,459,0.33698,0.42595
1992,46-65 y.,4th Quintile,Yes,0.22385,195,602,0.19052,0.25717
1992,46-65 y.,4th Quintile,No,0.42452,407,602,0.38500,0.46404
1992,46-65 y.,5th Quintile,Yes,0.28360,245,668,0.24939,0.31781
1992,46-65 y.,5th Quintile,No,0.47006,423,668,0.43219,0.50794
1993,17-29 y.,1st Quintile,Yes,0.14432,99,336,0.10669,0.18196
1993,17-29 y.,1st Quintile,No,0.31741,237,336,0.26757,0.36726
1993,17-29 y.,2nd Quintile,Yes,0.24231,165,446,0.20250,0.28212
1993,17-29 y.,2nd Quintile,No,0.38094,281,446,0.33582,0.42606
1993,17-29 y.,3rd Quintile,Yes,0.23469,166,492,0.19720,0.27218
1993,17-29 y.,3rd Quintile,No,0.42804,326,492,0.38428,0.47181
1993,17-29 y.,4th Quintile,Yes,0.31509,209,514,0.27489,0.35529
1993,17-29 y.,4th Quintile,No,0.38842,305,514,0.34625,0.43060
1993,17-29 y.,5th Quintile,Yes,0.34806,187,424,0.30266,0.39345
1993,17-29 y.,5th Quintile,No,0.39959,237,424,0.35291,0.44627
1993,30-45 y.,1st Quintile,Yes,0.18259,150,454,0.14701,0.21816
1993,30-45 y.,1st Quintile,No,0.39354,304,454,0.34855,0.43853
1993,30-45 y.,2nd Quintile,Yes,0.25389,262,761,0.22295,0.28483
1993,30-45 y.,2nd Quintile,No,0.49428,499,761,0.45873,0.52982
1993,30-45 y.,3rd Quintile,Yes,0.34971,309,751,0.31558,0.38384
1993,30-45 y.,3rd Quintile,No,0.45017,442,751,0.41457,0.48578
1993,30-45 y.,4th Quintile,Yes,0.35805,269,674,0.32183,0.39427
1993,30-45 y.,4th Quintile,No,0.50708,405,674,0.46930,0.54485
1993,30-45 y.,5th Quintile,Yes,0.35101,274,673,0.31493,0.38710
1993,30-45 y.,5th Quintile,No,0.55149,399,673,0.51389,0.58909
1993,46-65 y.,1st Quintile,Yes,0.03935,31,155,0.00864,0.07006
1993,46-65 y.,1st Quintile,No,0.16577,124,155,0.10703,0.22450
1993,46-65 y.,2nd Quintile,Yes,0.12005,99,320,0.08438,0.15572
1993,46-65 y.,2nd Quintile,No,0.29827,221,320,0.24807,0.34848
1993,46-65 y.,3rd Quintile,Yes,0.19972,155,449,0.16270,0.23674
1993,46-65 y.,3rd Quintile,No,0.36079,294,449,0.31632,0.40526
1993,46-65 y.,4th Quintile,Yes,0.20768,199,607,0.17538,0.23998
1993,46-65 y.,4th Quintile,No,0.43603,408,607,0.39655,0.47551
1993,46-65 y.,5th Quintile,Yes,0.28052,242,677,0.24666,0.31439
1993,46-65 y.,5th Quintile,No,0.48016,435,677,0.44249,0.51782
1994,17-29 y.,1st Quintile,Yes,0.17790,101,309,0.13519,0.22061
1994,17-29 y.,1st Quintile,No,0.27745,208,309,0.22744,0.32745
1994,17-29 y.,2nd Quintile,Yes,0.19078,137,397,0.15208,0.22948
1994,17-29 y.,2nd Quintile,No,0.37526,260,397,0.32757,0.42295
1994,17-29 y.,3rd Quintile,Yes,0.25899,177,456,0.21873,0.29924
1994,17-29 y.,3rd Quintile,No,0.37133,279,456,0.32694,0.41573
1994,17-29 y.,4th Quintile,Yes,0.31553,223,508,0.27507,0.35598
1994,17-29 y.,4th Quintile,No,0.37100,285,508,0.32895,0.41305
1994,17-29 y.,5th Quintile,Yes,0.35754,180,386,0.30966,0.40541
1994,17-29 y.,5th Quintile,No,0.37541,206,386,0.32704,0.42378
1994,30-45 y.,1st Quintile,Yes,0.17295,132,399,0.13580,0.21011
1994,30-45 y.,1st Quintile,No,0.36318,267,399,0.31593,0.41043
1994,30-45 y.,2nd Quintile,Yes,0.28179,273,697,0.24837,0.31522
1994,30-45 y.,2nd Quintile,No,0.43962,424,697,0.40275,0.47650
1994,30-45 y.,3rd Quintile,Yes,0.33667,328,790,0.30370,0.36965
1994,30-45 y.,3rd Quintile,No,0.49623,462,790,0.46134,0.53112
1994,30-45 y.,4th Quintile,Yes,0.40024,296,660,0.36283,0.43765
1994,30-45 y.,4th Quintile,No,0.45800,364,660,0.41996,0.49604
1994,30-45 y.,5th Quintile,Yes,0.38773,290,684,0.35119,0.42427
1994,30-45 y.,5th Quintile,No,0.50909,394,684,0.47160,0.54658
1994,46-65 y.,1st Quintile,Yes,0.04469,37,171,0.01363,0.07575
1994,46-65 y.,1st Quintile,No,0.17944,134,171,0.12175,0.23712
1994,46-65 y.,2nd Quintile,Yes,0.14305,100,302,0.10350,0.18261
1994,46-65 y.,2nd Quintile,No,0.27530,202,302,0.22484,0.32576
1994,46-65 y.,3rd Quintile,Yes,0.17804,142,451,0.14269,0.21338
1994,46-65 y.,3rd Quintile,No,0.35290,309,451,0.30875,0.39706
1994,46-65 y.,4th Quintile,Yes,0.22117,203,554,0.18658,0.25576
1994,46-65 y.,4th Quintile,No,0.42109,351,554,0.37994,0.46224
1994,46-65 y.,5th Quintile,Yes,0.29064,262,679,0.25646,0.32482
1994,46-65 y.,5th Quintile,No,0.45644,417,679,0.41894,0.49393
1995,17-29 y.,1st Quintile,Yes,0.18429,135,338,0.14289,0.22569
1995,17-29 y.,1st Quintile,No,0.27001,203,338,0.22261,0.31741
1995,17-29 y.,2nd Quintile,Yes,0.16959,127,401,0.13282,0.20637
1995,17-29 y.,2nd Quintile,No,0.38161,274,401,0.33400,0.42921
1995,17-29 y.,3rd Quintile,Yes,0.29338,189,461,0.25177,0.33499
1995,17-29 y.,3rd Quintile,No,0.38726,272,461,0.34274,0.43177
1995,17-29 y.,4th Quintile,Yes,0.31732,222,502,0.27657,0.35808
1995,17-29 y.,4th Quintile,No,0.39057,280,502,0.34784,0.43329
1995,17-29 y.,5th Quintile,Yes,0.39285,190,349,0.34154,0.44416
1995,17-29 y.,5th Quintile,No,0.29869,159,349,0.25060,0.34678
1995,30-45 y.,1st Quintile,Yes,0.17932,147,463,0.14434,0.21430
1995,30-45 y.,1st Quintile,No,0.36842,316,463,0.32443,0.41240
1995,30-45 y.,2nd Quintile,Yes,0.28690,309,756,0.25463,0.31916
1995,30-45 y.,2nd Quintile,No,0.42712,447,756,0.39184,0.46241
1995,30-45 y.,3rd Quintile,Yes,0.36823,350,801,0.33481,0.40165
1995,30-45 y.,3rd Quintile,No,0.44793,451,801,0.41347,0.48239
1995,30-45 y.,4th Quintile,Yes,0.45693,371,716,0.42041,0.49344
1995,30-45 y.,4th Quintile,No,0.40682,345,716,0.37082,0.44283
1995,30-45 y.,5th Quintile,Yes,0.45448,353,715,0.41795,0.49100
1995,30-45 y.,5th Quintile,No,0.44567,362,715,0.40922,0.48213
1995,46-65 y.,1st Quintile,Yes,0.03537,32,148,0.00551,0.06523
1995,46-65 y.,1st Quintile,No,0.17091,116,148,0.11006,0.23176
1995,46-65 y.,2nd Quintile,Yes,0.11277,95,309,0.07745,0.14810
1995,46-65 y.,2nd Quintile,No,0.26103,214,309,0.21198,0.31008
1995,46-65 y.,3rd Quintile,Yes,0.18836,155,441,0.15183,0.22489
1995,46-65 y.,3rd Quintile,No,0.34322,286,441,0.29886,0.38759
1995,46-65 y.,4th Quintile,Yes,0.24062,218,618,0.20689,0.27435
1995,46-65 y.,4th Quintile,No,0.42866,400,618,0.38961,0.46771
1995,46-65 y.,5th Quintile,Yes,0.31275,289,714,0.27871,0.34678
1995,46-65 y.,5th Quintile,No,0.41971,425,714,0.38349,0.45594
1996,17-29 y.,1st Quintile,Yes,0.16106,114,349,0.12244,0.19968
1996,17-29 y.,1st Quintile,No,0.30068,235,349,0.25250,0.34886
1996,17-29 y.,2nd Quintile,Yes,0.22850,142,386,0.18656,0.27044
1996,17-29 y.,2nd Quintile,No,0.32265,244,386,0.27595,0.36935
1996,17-29 y.,3rd Quintile,Yes,0.28138,167,378,0.23599,0.32677
1996,17-29 y.,3rd Quintile,No,0.33856,211,378,0.29079,0.38632
1996,17-29 y.,4th Quintile,Yes,0.34215,220,500,0.30052,0.38378
1996,17-29 y.,4th Quintile,No,0.42179,280,500,0.37846,0.46512
1996,17-29 y.,5th Quintile,Yes,0.29190,145,294,0.23984,0.34396
1996,17-29 y.,5th Quintile,No,0.33026,149,294,0.27640,0.38411
1996,30-45 y.,1st Quintile,Yes,0.19155,153,461,0.15559,0.22751
1996,30-45 y.,1st Quintile,No,0.36679,308,461,0.32275,0.41083
1996,30-45 y.,2nd Quintile,Yes,0.30461,301,759,0.27184,0.33737
1996,30-45 y.,2nd Quintile,No,0.43136,458,759,0.39611,0.46662
1996,30-45 y.,3rd Quintile,Yes,0.37014,353,790,0.33644,0.40383
1996,30-45 y.,3rd Quintile,No,0.46164,437,790,0.42685,0.49642
1996,30-45 y.,4th Quintile,Yes,0.43555,381,752,0.40009,0.47102
1996,30-45 y.,4th Quintile,No,0.40572,371,752,0.37060,0.44084
1996,30-45 y.,5th Quintile,Yes,0.46333,350,696,0.42625,0.50040
1996,30-45 y.,5th Quintile,No,0.44195,346,696,0.40503,0.47887
1996,46-65 y.,1st Quintile,Yes,0.04196,36,158,0.01060,0.07332
1996,46-65 y.,1st Quintile,No,0.20864,122,158,0.14508,0.27220
1996,46-65 y.,2nd Quintile,Yes,0.12991,94,285,0.09081,0.16902
1996,46-65 y.,2nd Quintile,No,0.25722,191,285,0.20638,0.30805
1996,46-65 y.,3rd Quintile,Yes,0.17895,160,446,0.14334,0.21457
1996,46-65 y.,3rd Quintile,No,0.33080,286,446,0.28708,0.37451
1996,46-65 y.,4th Quintile,Yes,0.25003,210,563,0.21423,0.28584
1996,46-65 y.,4th Quintile,No,0.37392,353,563,0.33392,0.41392
1996,46-65 y.,5th Quintile,Yes,0.29982,289,710,0.26610,0.33355
1996,46-65 y.,5th Quintile,No,0.42213,421,710,0.38578,0.45849
1997,17-29 y.,1st Quintile,Yes,0.14685,90,153,0.09058,0.20312
1997,17-29 y.,1st Quintile,No,0.09446,63,153,0.04797,0.14096
1997,17-29 y.,2nd Quintile,Yes,0.23593,141,218,0.17944,0.29243
1997,17-29 y.,2nd Quintile,No,0.09856,77,218,0.05890,0.13822
1997,17-29 y.,3rd Quintile,Yes,0.26076,156,242,0.20532,0.31619
1997,17-29 y.,3rd Quintile,No,0.15150,86,242,0.10623,0.19676
1997,17-29 y.,4th Quintile,Yes,0.36626,218,329,0.31412,0.41840
1997,17-29 y.,4th Quintile,No,0.16515,111,329,0.12497,0.20534
1997,17-29 y.,5th Quintile,Yes,0.32606,148,204,0.26157,0.39054
1997,17-29 y.,5th Quintile,No,0.12009,56,204,0.07538,0.16481
1997,30-45 y.,1st Quintile,Yes,0.19587,140,229,0.14436,0.24739
1997,30-45 y.,1st Quintile,No,0.11978,89,229,0.07763,0.16193
1997,30-45 y.,2nd Quintile,Yes,0.30728,301,461,0.26512,0.34944
1997,30-45 y.,2nd Quintile,No,0.15240,160,461,0.11956,0.18525
1997,30-45 y.,3rd Quintile,Yes,0.40247,366,518,0.36020,0.44474
1997,30-45 y.,3rd Quintile,No,0.15763,152,518,0.12622,0.18904
1997,30-45 y.,4th Quintile,Yes,0.43606,364,521,0.39343,0.47868
1997,30-45 y.,4th Quintile,No,0.16718,157,521,0.13511,0.19925
1997,30-45 y.,5th Quintile,Yes,0.45116,364,467,0.40598,0.49635
1997,30-45 y.,5th Quintile,No,0.14058,103,467,0.10902,0.17214
1997,46-65 y.,1st Quintile,No,0.04823,31,31,-0.02844,0.12489
1997,46-65 y.,2nd Quintile,Yes,0.12243,96,155,0.07066,0.17419
1997,46-65 y.,2nd Quintile,No,0.08684,59,155,0.04237,0.13132
1997,46-65 y.,3rd Quintile,Yes,0.18586,151,227,0.13514,0.23657
1997,46-65 y.,3rd Quintile,No,0.09820,76,227,0.05940,0.13700
1997,46-65 y.,4th Quintile,Yes,0.30032,267,378,0.25405,0.34660
1997,46-65 y.,4th Quintile,No,0.11513,111,378,0.08291,0.14735
1997,46-65 y.,5th Quintile,Yes,0.31503,296,390,0.26886,0.36119
1997,46-65 y.,5th Quintile,No,0.08832,94,390,0.06012,0.11652
1998,17-29 y.,1st Quintile,Yes,0.16281,103,160,0.10542,0.22019
1998,17-29 y.,1st Quintile,No,0.09004,57,160,0.04555,0.13453
1998,17-29 y.,2nd Quintile,Yes,0.21342,133,209,0.15774,0.26911
1998,17-29 y.,2nd Quintile,No,0.12340,76,209,0.07871,0.16810
1998,17-29 y.,3rd Quintile,Yes,0.28901,151,229,0.23017,0.34785
1998,17-29 y.,3rd Quintile,No,0.12651,78,229,0.08336,0.16966
1998,17-29 y.,4th Quintile,Yes,0.35460,217,294,0.29983,0.40938
1998,17-29 y.,4th Quintile,No,0.13270,77,294,0.09385,0.17154
1998,17-29 y.,5th Quintile,Yes,0.32961,132,178,0.26036,0.39886
1998,17-29 y.,5th Quintile,No,0.11171,46,178,0.06530,0.15812
1998,30-45 y.,1st Quintile,Yes,0.19948,145,228,0.14750,0.25147
1998,30-45 y.,1st Quintile,No,0.12170,83,228,0.07916,0.16423
1998,30-45 y.,2nd Quintile,Yes,0.34362,335,483,0.30122,0.38602
1998,30-45 y.,2nd Quintile,No,0.16213,148,483,0.12922,0.19503
1998,30-45 y.,3rd Quintile,Yes,0.39816,349,510,0.35563,0.44068
1998,30-45 y.,3rd Quintile,No,0.17450,161,510,0.14153,0.20748
1998,30-45 y.,4th Quintile,Yes,0.46870,389,531,0.42621,0.51118
1998,30-45 y.,4th Quintile,No,0.15993,142,531,0.12872,0.19113
1998,30-45 y.,5th Quintile,Yes,0.46208,337,425,0.41462,0.50954
1998,30-45 y.,5th Quintile,No,0.10790,88,425,0.07837,0.13744
1998,46-65 y.,1st Quintile,Yes,0.06413,38,38,-0.01481,0.14307
1998,46-65 y.,2nd Quintile,Yes,0.13671,100,158,0.08298,0.19045
1998,46-65 y.,2nd Quintile,No,0.08338,58,158,0.04014,0.12663
