year,age_gr,bula_h,overyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,17-29 y.,Schleswig-Holstein,No,0.43710,36,36,0.27277,0.60144
1986,17-29 y.,Lower Saxony,Yes,0.23524,67,181,0.17328,0.29720
1986,17-29 y.,Lower Saxony,No,0.33803,114,181,0.26892,0.40713
1986,17-29 y.,North Rhine-Westphalia,Yes,0.16194,114,456,0.12809,0.19580
1986,17-29 y.,North Rhine-Westphalia,No,0.40700,342,456,0.36186,0.45214
1986,17-29 y.,Hesse,Yes,0.21800,57,191,0.15929,0.27671
1986,17-29 y.,Hesse,No,0.44880,134,191,0.37807,0.51952
1986,17-29 y.,"Rhineland-Palatinate, Saarland",Yes,0.21606,48,157,0.15147,0.28064
1986,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.46371,109,157,0.38546,0.54197
1986,17-29 y.,Baden-Wuerttemberg,Yes,0.23191,126,408,0.19090,0.27291
1986,17-29 y.,Baden-Wuerttemberg,No,0.44468,282,408,0.39640,0.49296
1986,17-29 y.,Bavaria,Yes,0.21450,95,327,0.16994,0.25906
1986,17-29 y.,Bavaria,No,0.46930,232,327,0.41512,0.52347
1986,17-29 y.,Berlin,No,0.54142,50,50,0.40190,0.68094
1986,30-45 y.,Schleswig-Holstein,No,0.40740,48,48,0.26693,0.54788
1986,30-45 y.,Hamburg,No,0.42439,45,45,0.27835,0.57043
1986,30-45 y.,Lower Saxony,Yes,0.27942,84,237,0.22218,0.33667
1986,30-45 y.,Lower Saxony,No,0.47232,153,237,0.40863,0.53602
1986,30-45 y.,North Rhine-Westphalia,Yes,0.23137,195,631,0.19844,0.26430
1986,30-45 y.,North Rhine-Westphalia,No,0.46030,436,631,0.42138,0.49922
1986,30-45 y.,Hesse,Yes,0.30440,75,235,0.24544,0.36336
1986,30-45 y.,Hesse,No,0.45026,160,235,0.38651,0.51401
1986,30-45 y.,"Rhineland-Palatinate, Saarland",Yes,0.20132,36,123,0.13016,0.27247
1986,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.48198,87,123,0.39331,0.57065
1986,30-45 y.,Baden-Wuerttemberg,Yes,0.27965,143,443,0.23780,0.32149
1986,30-45 y.,Baden-Wuerttemberg,No,0.44256,300,443,0.39625,0.48886
1986,30-45 y.,Bavaria,Yes,0.28035,144,434,0.23804,0.32266
1986,30-45 y.,Bavaria,No,0.49236,290,434,0.44527,0.53945
1986,30-45 y.,Berlin,No,0.57884,58,58,0.45066,0.70702
1986,46-65 y.,Schleswig-Holstein,No,0.39072,38,38,0.23351,0.54794
1986,46-65 y.,Lower Saxony,Yes,0.14140,49,178,0.09007,0.19273
1986,46-65 y.,Lower Saxony,No,0.35750,129,178,0.28689,0.42810
1986,46-65 y.,North Rhine-Westphalia,Yes,0.14354,125,473,0.11190,0.17517
1986,46-65 y.,North Rhine-Westphalia,No,0.35004,348,473,0.30701,0.39307
1986,46-65 y.,Hesse,Yes,0.19903,63,192,0.14240,0.25565
1986,46-65 y.,Hesse,No,0.34174,129,192,0.27448,0.40901
1986,46-65 y.,"Rhineland-Palatinate, Saarland",Yes,0.12989,36,136,0.07318,0.18660
1986,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.37126,100,136,0.28976,0.45276
1986,46-65 y.,Baden-Wuerttemberg,Yes,0.21972,125,415,0.17983,0.25961
1986,46-65 y.,Baden-Wuerttemberg,No,0.44211,290,415,0.39427,0.48995
1986,46-65 y.,Bavaria,Yes,0.14118,80,311,0.10241,0.17994
1986,46-65 y.,Bavaria,No,0.39626,231,311,0.34181,0.45071
1986,46-65 y.,Berlin,No,0.38315,51,51,0.24840,0.51791
1988,17-29 y.,Lower Saxony,Yes,0.22665,67,188,0.16664,0.28666
1988,17-29 y.,Lower Saxony,No,0.40080,121,188,0.33056,0.47104
1988,17-29 y.,North Rhine-Westphalia,Yes,0.18879,137,439,0.15214,0.22544
