year,bula_h,plh0107,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Schleswig-Holstein,Very important,0.14512,55,212,0.09760,0.19265
1990,Schleswig-Holstein,Important,0.36247,115,212,0.29761,0.42734
1990,Schleswig-Holstein,Less important,0.13860,42,212,0.09197,0.18522
1990,Hamburg,Important,0.43378,64,64,0.31140,0.55616
1990,Lower Saxony,Very important,0.16593,185,818,0.14042,0.19144
1990,Lower Saxony,Important,0.36410,386,818,0.33110,0.39709
1990,Lower Saxony,Less important,0.11584,124,818,0.09390,0.13779
1990,Lower Saxony,Unimportant,0.14756,123,818,0.12324,0.17188
1990,Bremen,Important,0.28139,32,32,0.12309,0.43969
1990,North Rhine-Westphalia,Very important,0.15102,396,1833,0.13462,0.16741
1990,North Rhine-Westphalia,Important,0.38600,993,1833,0.36371,0.40829
1990,North Rhine-Westphalia,Less important,0.10105,256,1833,0.08725,0.11485
1990,North Rhine-Westphalia,Unimportant,0.09310,188,1833,0.07980,0.10641
1990,Hesse,Very important,0.13688,120,642,0.11027,0.16349
1990,Hesse,Important,0.32988,311,642,0.29348,0.36628
1990,Hesse,Less important,0.13833,116,642,0.11160,0.16506
1990,Hesse,Unimportant,0.12886,95,642,0.10292,0.15480
1990,"Rhineland-Palatinate, Saarland",Very important,0.16330,118,538,0.13204,0.19457
1990,"Rhineland-Palatinate, Saarland",Important,0.32497,230,538,0.28536,0.36459
1990,"Rhineland-Palatinate, Saarland",Less important,0.14786,105,538,0.11783,0.17788
1990,"Rhineland-Palatinate, Saarland",Unimportant,0.14390,85,538,0.11421,0.17359
1990,Baden-Wuerttemberg,Very important,0.17316,282,1100,0.15079,0.19553
1990,Baden-Wuerttemberg,Important,0.34260,539,1100,0.31454,0.37066
1990,Baden-Wuerttemberg,Less important,0.10268,165,1100,0.08474,0.12063
1990,Baden-Wuerttemberg,Unimportant,0.08802,114,1100,0.07127,0.10477
1990,Bavaria,Very important,0.16829,288,1214,0.14724,0.18934
1990,Bavaria,Important,0.34478,592,1214,0.31804,0.37153
1990,Bavaria,Less important,0.12921,205,1214,0.11033,0.14809
1990,Bavaria,Unimportant,0.10201,129,1214,0.08498,0.11904
1990,Berlin,Very important,0.08859,46,193,0.04840,0.12879
1990,Berlin,Important,0.21838,110,193,0.15994,0.27682
1990,Berlin,Less important,0.08371,37,193,0.04453,0.12288
1992,Schleswig-Holstein,Very important,0.19522,66,234,0.14432,0.24611
1992,Schleswig-Holstein,Important,0.30291,102,234,0.24391,0.36192
1992,Schleswig-Holstein,Less important,0.10388,34,234,0.06470,0.14306
1992,Schleswig-Holstein,Unimportant,0.11128,32,234,0.07090,0.15166
1992,Hamburg,Important,0.36120,53,53,0.23064,0.49176
1992,Lower Saxony,Very important,0.15372,171,816,0.12896,0.17848
1992,Lower Saxony,Important,0.37429,409,816,0.34107,0.40752
1992,Lower Saxony,Less important,0.10569,123,816,0.08459,0.12680
1992,Lower Saxony,Unimportant,0.14059,113,816,0.11672,0.16445
1992,Bremen,Important,0.26056,33,33,0.10847,0.41264
1992,North Rhine-Westphalia,Very important,0.15721,410,1835,0.14055,0.17387
1992,North Rhine-Westphalia,Important,0.35091,922,1835,0.32907,0.37275
1992,North Rhine-Westphalia,Less important,0.10620,277,1835,0.09210,0.12031
1992,North Rhine-Westphalia,Unimportant,0.10707,226,1835,0.09292,0.12122
1992,Hesse,Very important,0.11089,110,638,0.08651,0.13528
1992,Hesse,Important,0.35845,322,638,0.32121,0.39570
1992,Hesse,Less important,0.10612,94,638,0.08220,0.13004
1992,Hesse,Unimportant,0.16418,112,638,0.13541,0.19295
1992,"Rhineland-Palatinate, Saarland",Very important,0.17392,133,535,0.14177,0.20607
1992,"Rhineland-Palatinate, Saarland",Important,0.36389,247,535,0.32308,0.40470
1992,"Rhineland-Palatinate, Saarland",Less important,0.13217,92,535,0.10344,0.16089
1992,"Rhineland-Palatinate, Saarland",Unimportant,0.10295,63,535,0.07717,0.12872
1992,Baden-Wuerttemberg,Very important,0.16133,268,1062,0.13920,0.18347
1992,Baden-Wuerttemberg,Important,0.30599,494,1062,0.27826,0.33372
1992,Baden-Wuerttemberg,Less important,0.10640,165,1062,0.08784,0.12495
1992,Baden-Wuerttemberg,Unimportant,0.10401,135,1062,0.08564,0.12238
1992,Bavaria,Very important,0.15375,292,1286,0.13403,0.17348
1992,Bavaria,Important,0.34610,616,1286,0.32009,0.37211
1992,Bavaria,Less important,0.13899,230,1286,0.12008,0.15791
1992,Bavaria,Unimportant,0.10887,148,1286,0.09184,0.12591
1992,Berlin,Very important,0.20125,144,477,0.16523,0.23726
1992,Berlin,Important,0.34389,232,477,0.30121,0.38656
1992,Berlin,Less important,0.10331,58,477,0.07597,0.13065
1992,Berlin,Unimportant,0.09512,43,477,0.06877,0.12148
1992,Brandenburg,Very important,0.28232,246,633,0.24723,0.31742
1992,Brandenburg,Important,0.30050,268,633,0.26475,0.33624
1992,Brandenburg,Less important,0.04146,33,633,0.02592,0.05700
1992,Brandenburg,Unimportant,0.14836,86,633,0.12065,0.17608
1992,Mecklenburg-Western Pomerania,Very important,0.29392,165,359,0.24673,0.34112
1992,Mecklenburg-Western Pomerania,Important,0.28378,162,359,0.23708,0.33048
1992,Mecklenburg-Western Pomerania,Unimportant,0.07936,32,359,0.05136,0.10736
1992,Saxony,Very important,0.25049,402,1121,0.22511,0.27587
1992,Saxony,Important,0.31323,475,1121,0.28606,0.34039
1992,Saxony,Less important,0.06098,91,1121,0.04696,0.07499
1992,Saxony,Unimportant,0.15311,153,1121,0.13202,0.17420
1992,Saxony-Anhalt,Very important,0.25615,253,756,0.22502,0.28729
1992,Saxony-Anhalt,Important,0.32766,336,756,0.29418,0.36114
1992,Saxony-Anhalt,Less important,0.07988,67,756,0.06054,0.09922
1992,Saxony-Anhalt,Unimportant,0.15883,100,756,0.13276,0.18491
1992,Thuringa,Very important,0.25559,244,646,0.22192,0.28925
1992,Thuringa,Important,0.30205,281,646,0.26661,0.33748
1992,Thuringa,Less important,0.06165,52,646,0.04308,0.08021
