year,quintil_oecd,plh0107,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,1st Quintile,Very important,0.09709,187,1041,0.07909,0.11508
1990,1st Quintile,Important,0.23771,416,1041,0.21184,0.26358
1990,1st Quintile,Less important,0.12852,202,1041,0.10818,0.14886
1990,1st Quintile,Unimportant,0.17388,236,1041,0.15085,0.19692
1990,2nd Quintile,Very important,0.12329,239,1272,0.10521,0.14136
1990,2nd Quintile,Important,0.31480,610,1272,0.28927,0.34034
1990,2nd Quintile,Less important,0.11926,231,1272,0.10144,0.13708
1990,2nd Quintile,Unimportant,0.12990,192,1272,0.11141,0.14838
1990,3rd Quintile,Very important,0.15177,304,1353,0.13265,0.17090
1990,3rd Quintile,Important,0.35398,669,1353,0.32849,0.37947
1990,3rd Quintile,Less important,0.10946,204,1353,0.09281,0.12610
1990,3rd Quintile,Unimportant,0.11325,176,1353,0.09636,0.13014
1990,4th Quintile,Very important,0.20320,387,1529,0.18302,0.22337
1990,4th Quintile,Important,0.42994,811,1529,0.40512,0.45476
1990,4th Quintile,Less important,0.11375,222,1529,0.09783,0.12966
1990,4th Quintile,Unimportant,0.06578,109,1529,0.05335,0.07821
1990,5th Quintile,Very important,0.21466,414,1612,0.19461,0.23471
1990,5th Quintile,Important,0.44989,864,1612,0.42559,0.47418
1990,5th Quintile,Less important,0.12243,227,1612,0.10642,0.13843
1990,5th Quintile,Unimportant,0.06286,107,1612,0.05101,0.07471
1992,1st Quintile,Very important,0.14254,586,2152,0.12777,0.15732
1992,1st Quintile,Important,0.22971,806,2152,0.21193,0.24748
1992,1st Quintile,Less important,0.09377,261,2152,0.08145,0.10609
1992,1st Quintile,Unimportant,0.20545,499,2152,0.18837,0.22252
1992,2nd Quintile,Very important,0.16938,677,2225,0.15379,0.18497
1992,2nd Quintile,Important,0.28477,997,2225,0.26602,0.30353
1992,2nd Quintile,Less important,0.09099,260,2225,0.07903,0.10294
1992,2nd Quintile,Unimportant,0.13335,291,2225,0.11922,0.14748
1992,3rd Quintile,Very important,0.18486,611,2029,0.16797,0.20176
1992,3rd Quintile,Important,0.32108,939,2029,0.30076,0.34140
1992,3rd Quintile,Less important,0.10157,265,2029,0.08842,0.11472
1992,3rd Quintile,Unimportant,0.10650,214,2029,0.09307,0.11992
1992,4th Quintile,Very important,0.17180,498,2062,0.15552,0.18809
1992,4th Quintile,Important,0.39485,1056,2062,0.37374,0.41595
1992,4th Quintile,Less important,0.11960,307,2062,0.10559,0.13361
1992,4th Quintile,Unimportant,0.09549,201,2062,0.08280,0.10818
1992,5th Quintile,Very important,0.21980,569,2147,0.20228,0.23732
1992,5th Quintile,Important,0.45431,1153,2147,0.43324,0.47537
1992,5th Quintile,Less important,0.11225,277,2147,0.09890,0.12561
1992,5th Quintile,Unimportant,0.06527,148,2147,0.05482,0.07572
1995,1st Quintile,Very important,0.15634,518,1827,0.13968,0.17300
1995,1st Quintile,Important,0.25924,813,1827,0.23914,0.27934
1995,1st Quintile,Less important,0.08459,225,1827,0.07183,0.09736
