year,sampreg,plh0107,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,West,Very important,0.15794,1531,6810,0.14928,0.16660
1990,West,Important,0.35728,3372,6810,0.34590,0.36866
1990,West,Less important,0.11865,1086,6810,0.11097,0.12633
1990,West,Unimportant,0.10916,821,6810,0.10175,0.11657
1992,West,Very important,0.15503,1528,6812,0.14644,0.16363
1992,West,Important,0.34421,3309,6812,0.33293,0.35550
1992,West,Less important,0.11488,1082,6812,0.10730,0.12245
1992,West,Unimportant,0.11849,893,6812,0.11081,0.12616
1992,East,Very important,0.26597,1413,3804,0.25192,0.28001
1992,East,Important,0.30852,1643,3804,0.29384,0.32320
1992,East,Less important,0.05976,288,3804,0.05223,0.06730
1992,East,Unimportant,0.13182,460,3804,0.12107,0.14258
1995,West,Very important,0.16287,1751,7261,0.15437,0.17136
1995,West,Important,0.34612,3608,7261,0.33518,0.35706
1995,West,Less important,0.11625,1155,7261,0.10888,0.12362
1995,West,Unimportant,0.09670,747,7261,0.08990,0.10350
1995,East,Very important,0.22258,1123,3483,0.20877,0.23640
1995,East,Important,0.35871,1725,3483,0.34278,0.37464
1995,East,Less important,0.05767,258,3483,0.04993,0.06541
1995,East,Unimportant,0.12208,377,3483,0.11120,0.13295
2004,West,Very important,0.16011,3388,15527,0.15435,0.16588
2004,West,Important,0.38903,7993,15527,0.38136,0.39670
2004,West,Less important,0.13684,2697,15527,0.13143,0.14225
2004,West,Unimportant,0.08830,1449,15527,0.08384,0.09276
2004,East,Very important,0.18484,1195,4927,0.17400,0.19568
2004,East,Important,0.42025,2640,4927,0.40647,0.43404
2004,East,Less important,0.08984,545,4927,0.08185,0.09782
2004,East,Unimportant,0.11256,547,4927,0.10373,0.12139
2008,West,Very important,0.14900,2650,13812,0.14306,0.15494
2008,West,Important,0.39725,7069,13812,0.38909,0.40541
2008,West,Less important,0.13468,2410,13812,0.12899,0.14038
2008,West,Unimportant,0.10307,1683,13812,0.09799,0.10814
2008,East,Very important,0.17316,949,4458,0.16205,0.18427
2008,East,Important,0.43025,2398,4458,0.41571,0.44478
2008,East,Less important,0.09615,552,4458,0.08750,0.10481
2008,East,Unimportant,0.10855,559,4458,0.09941,0.11768
2012,West,Very important,0.15510,4062,20163,0.15010,0.16010
2012,West,Important,0.39272,10555,20163,0.38598,0.39946
2012,West,Less important,0.13574,3734,20163,0.13101,0.14047
2012,West,Unimportant,0.08440,1812,20163,0.08056,0.08824
2012,East,Very important,0.16034,1231,5730,0.15084,0.16984
2012,East,Important,0.41134,3052,5730,0.39860,0.42408
2012,East,Less important,0.10717,785,5730,0.09916,0.11518
2012,East,Unimportant,0.10570,662,5730,0.09774,0.11366
2016,West,Very important,0.13902,3509,18252,0.13400,0.14403
2016,West,Important,0.39369,9378,18252,0.38660,0.40077
2016,West,Less important,0.15824,3682,18252,0.15295,0.16354
2016,West,Unimportant,0.08829,1683,18252,0.08417,0.09240
2016,East,Very important,0.14529,888,4638,0.13514,0.15543
2016,East,Important,0.39854,2436,4638,0.38445,0.41263
2016,East,Less important,0.15012,838,4638,0.13984,0.16040
2016,East,Unimportant,0.08554,476,4638,0.07749,0.09359
2021,West,Very important,0.11345,2149,12752,0.10794,0.11895
2021,West,Important,0.38287,6617,12752,0.37443,0.39131
2021,West,Less important,0.18184,2926,12752,0.17515,0.18854
2021,West,Unimportant,0.07832,1060,12752,0.07366,0.08299
2021,East,Very important,0.11367,544,3329,0.10289,0.12445
2021,East,Important,0.39912,1802,3329,0.38248,0.41576
2021,East,Less important,0.15604,643,3329,0.14371,0.16837
2021,East,Unimportant,0.08018,340,3329,0.07095,0.08941
