year,sex,plh0107,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,male,Very important,0.16672,983,3312,0.15402,0.17942
1990,male,Important,0.30039,1715,3312,0.28478,0.31601
1990,male,Less important,0.06724,366,3312,0.05871,0.07577
1990,male,Unimportant,0.05149,248,3312,0.04396,0.05902
1990,female,Very important,0.08631,548,3498,0.07700,0.09561
1990,female,Important,0.26723,1657,3498,0.25257,0.28190
1990,female,Less important,0.11925,720,3498,0.10851,0.12999
1990,female,Unimportant,0.11945,573,3498,0.10870,0.13020
1992,male,Very important,0.22442,1728,5082,0.21295,0.23589
1992,male,Important,0.35388,2454,5082,0.34073,0.36703
1992,male,Less important,0.07343,451,5082,0.06626,0.08060
1992,male,Unimportant,0.07925,449,5082,0.07182,0.08668
1992,female,Very important,0.13353,1213,5534,0.12457,0.14250
1992,female,Important,0.32094,2498,5534,0.30864,0.33324
1992,female,Less important,0.13214,919,5534,0.12321,0.14106
1992,female,Unimportant,0.16081,904,5534,0.15113,0.17049
1995,male,Very important,0.21396,1634,5148,0.20276,0.22517
1995,male,Important,0.36189,2657,5148,0.34876,0.37502
1995,male,Less important,0.08022,491,5148,0.07280,0.08764
1995,male,Unimportant,0.06859,366,5148,0.06168,0.07550
1995,female,Very important,0.13674,1240,5596,0.12774,0.14574
1995,female,Important,0.33586,2676,5596,0.32348,0.34823
1995,female,Less important,0.12846,922,5596,0.11970,0.13723
1995,female,Unimportant,0.13300,758,5596,0.12410,0.14190
2004,male,Very important,0.19924,2661,9925,0.19138,0.20709
2004,male,Important,0.42327,5377,9925,0.41355,0.43300
2004,male,Less important,0.09558,1124,9925,0.08980,0.10137
2004,male,Unimportant,0.06898,763,9925,0.06399,0.07396
2004,female,Very important,0.13113,1922,10529,0.12468,0.13758
2004,female,Important,0.36702,5256,10529,0.35781,0.37623
2004,female,Less important,0.16006,2118,10529,0.15306,0.16706
2004,female,Unimportant,0.11543,1233,10529,0.10932,0.12153
2008,male,Very important,0.18106,1995,8763,0.17300,0.18912
2008,male,Important,0.41843,4693,8763,0.40810,0.42876
2008,male,Less important,0.10871,1187,8763,0.10219,0.11523
2008,male,Unimportant,0.08105,888,8763,0.07533,0.08676
2008,female,Very important,0.12654,1604,9507,0.11986,0.13322
2008,female,Important,0.38839,4774,9507,0.37859,0.39819
2008,female,Less important,0.14623,1775,9507,0.13913,0.15333
2008,female,Unimportant,0.12623,1354,9507,0.11956,0.13291
2012,male,Very important,0.17659,2804,11793,0.16970,0.18347
2012,male,Important,0.41103,6338,11793,0.40214,0.41991
2012,male,Less important,0.11813,1671,11793,0.11230,0.12396
2012,male,Unimportant,0.06915,980,11793,0.06457,0.07373
2012,female,Very important,0.13624,2489,14100,0.13057,0.14190
2012,female,Important,0.38148,7269,14100,0.37346,0.38950
2012,female,Less important,0.14294,2848,14100,0.13716,0.14872
2012,female,Unimportant,0.10631,1494,14100,0.10122,0.11140
2016,male,Very important,0.16035,2307,10527,0.15334,0.16736
2016,male,Important,0.40486,5535,10527,0.39548,0.41423
2016,male,Less important,0.14224,1794,10527,0.13557,0.14892
2016,male,Unimportant,0.07105,891,10527,0.06614,0.07596
2016,female,Very important,0.12035,2090,12363,0.11461,0.12608
2016,female,Important,0.38458,6279,12363,0.37600,0.39315
2016,female,Less important,0.17117,2726,12363,0.16453,0.17781
2016,female,Unimportant,0.10425,1268,12363,0.09886,0.10964
2021,male,Very important,0.12157,1392,7591,0.11422,0.12892
2021,male,Important,0.39785,4065,7591,0.38684,0.40886
2021,male,Less important,0.16976,1517,7591,0.16131,0.17821
2021,male,Unimportant,0.06757,617,7591,0.06192,0.07322
2021,female,Very important,0.10561,1301,8484,0.09907,0.11215
2021,female,Important,0.37365,4352,8484,0.36335,0.38394
2021,female,Less important,0.18506,2049,8484,0.17679,0.19332
2021,female,Unimportant,0.08935,782,8484,0.08328,0.09542
