year,age_gr,bula_h,plh0107,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,Schleswig-Holstein,Important,0.52970,34,34,0.35940,0.69999
1990,17-29 y.,Lower Saxony,Very important,0.34799,84,192,0.28043,0.41554
1990,17-29 y.,Lower Saxony,Important,0.45838,108,192,0.38772,0.52905
1990,17-29 y.,North Rhine-Westphalia,Very important,0.30130,163,483,0.26034,0.34226
1990,17-29 y.,North Rhine-Westphalia,Important,0.48972,270,483,0.44509,0.53435
1990,17-29 y.,North Rhine-Westphalia,Less important,0.08703,50,483,0.06186,0.11219
1990,17-29 y.,Hesse,Very important,0.29172,51,142,0.21669,0.36675
1990,17-29 y.,Hesse,Important,0.47140,91,142,0.38900,0.55380
1990,17-29 y.,"Rhineland-Palatinate, Saarland",Very important,0.36763,52,126,0.28310,0.45216
1990,17-29 y.,"Rhineland-Palatinate, Saarland",Important,0.45144,74,126,0.36420,0.53868
1990,17-29 y.,Baden-Wuerttemberg,Very important,0.29160,106,308,0.24075,0.34244
1990,17-29 y.,Baden-Wuerttemberg,Important,0.46184,159,308,0.40607,0.51761
1990,17-29 y.,Baden-Wuerttemberg,Less important,0.11338,43,308,0.07791,0.14884
1990,17-29 y.,Bavaria,Very important,0.35478,129,353,0.30479,0.40476
1990,17-29 y.,Bavaria,Important,0.46372,186,353,0.41162,0.51581
1990,17-29 y.,Bavaria,Less important,0.10148,38,353,0.06994,0.13303
1990,30-45 y.,Schleswig-Holstein,Important,0.52585,35,35,0.35800,0.69369
1990,30-45 y.,Lower Saxony,Very important,0.23182,54,203,0.17362,0.29001
1990,30-45 y.,Lower Saxony,Important,0.54732,114,203,0.47867,0.61596
1990,30-45 y.,Lower Saxony,Less important,0.14083,35,203,0.09286,0.18880
1990,30-45 y.,North Rhine-Westphalia,Very important,0.22001,146,615,0.18724,0.25278
1990,30-45 y.,North Rhine-Westphalia,Important,0.54777,382,615,0.50840,0.58714
1990,30-45 y.,North Rhine-Westphalia,Less important,0.12050,87,615,0.09475,0.14625
1990,30-45 y.,Hesse,Very important,0.19560,39,146,0.13104,0.26017
1990,30-45 y.,Hesse,Important,0.49505,107,146,0.41367,0.57643
1990,30-45 y.,"Rhineland-Palatinate, Saarland",Important,0.47544,66,101,0.37756,0.57332
1990,30-45 y.,"Rhineland-Palatinate, Saarland",Less important,0.23109,35,101,0.14847,0.31371
1990,30-45 y.,Baden-Wuerttemberg,Very important,0.23602,85,319,0.18935,0.28269
1990,30-45 y.,Baden-Wuerttemberg,Important,0.44227,171,319,0.38768,0.49686
1990,30-45 y.,Baden-Wuerttemberg,Less important,0.17437,63,319,0.13266,0.21607
1990,30-45 y.,Bavaria,Very important,0.22380,87,346,0.17982,0.26778
1990,30-45 y.,Bavaria,Important,0.51938,194,346,0.46666,0.57210
1990,30-45 y.,Bavaria,Less important,0.15327,65,346,0.11525,0.19128
1990,30-45 y.,Berlin,Important,0.34349,44,44,0.20155,0.48543
1990,46-65 y.,Schleswig-Holstein,Important,0.44535,41,41,0.29132,0.59937
1990,46-65 y.,Lower Saxony,Very important,0.14608,42,271,0.10395,0.18821
1990,46-65 y.,Lower Saxony,Important,0.44045,138,271,0.38124,0.49967
1990,46-65 y.,Lower Saxony,Less important,0.14421,47,271,0.10231,0.18612
1990,46-65 y.,Lower Saxony,Unimportant,0.16236,44,271,0.11837,0.20635
1990,46-65 y.,North Rhine-Westphalia,Very important,0.10792,67,507,0.08088,0.13496
1990,46-65 y.,North Rhine-Westphalia,Important,0.47916,280,507,0.43563,0.52268
1990,46-65 y.,North Rhine-Westphalia,Less important,0.15673,93,507,0.12505,0.18840
1990,46-65 y.,North Rhine-Westphalia,Unimportant,0.11953,67,507,0.09126,0.14780
1990,46-65 y.,Hesse,Important,0.40751,95,172,0.33386,0.48116
1990,46-65 y.,Hesse,Less important,0.19489,45,172,0.13552,0.25426
1990,46-65 y.,Hesse,Unimportant,0.14381,32,172,0.09122,0.19640
1990,46-65 y.,"Rhineland-Palatinate, Saarland",Very important,0.15051,31,183,0.09856,0.20246
1990,46-65 y.,"Rhineland-Palatinate, Saarland",Important,0.40921,80,183,0.33777,0.48064
1990,46-65 y.,"Rhineland-Palatinate, Saarland",Less important,0.19013,39,183,0.13312,0.24714
1990,46-65 y.,"Rhineland-Palatinate, Saarland",Unimportant,0.15947,33,183,0.10628,0.21266
1990,46-65 y.,Baden-Wuerttemberg,Very important,0.18968,77,325,0.14699,0.23237
1990,46-65 y.,Baden-Wuerttemberg,Important,0.46301,170,325,0.40871,0.51730
1990,46-65 y.,Baden-Wuerttemberg,Less important,0.09103,38,325,0.05971,0.12235
1990,46-65 y.,Baden-Wuerttemberg,Unimportant,0.11338,40,325,0.07885,0.14790
1990,46-65 y.,Bavaria,Very important,0.14570,59,344,0.10836,0.18303
1990,46-65 y.,Bavaria,Important,0.45098,178,344,0.39832,0.50364
1990,46-65 y.,Bavaria,Less important,0.18450,68,344,0.14345,0.22555
1990,46-65 y.,Bavaria,Unimportant,0.11357,39,344,0.07999,0.14715
1990,46-65 y.,Berlin,Important,0.26465,33,33,0.11180,0.41750
1990,66 and older,Lower Saxony,Unimportant,0.57463,65,65,0.45350,0.69576
1990,66 and older,North Rhine-Westphalia,Important,0.25330,61,154,0.18439,0.32222
1990,66 and older,North Rhine-Westphalia,Unimportant,0.43705,93,154,0.35845,0.51565
1990,66 and older,Hesse,Unimportant,0.46617,52,52,0.32926,0.60308
1990,66 and older,"Rhineland-Palatinate, Saarland",Unimportant,0.55612,46,46,0.41095,0.70128
1990,66 and older,Baden-Wuerttemberg,Important,0.22988,39,101,0.14741,0.31235
1990,66 and older,Baden-Wuerttemberg,Unimportant,0.41584,62,101,0.31924,0.51245
1990,66 and older,Bavaria,Important,0.14771,34,147,0.09016,0.20527
1990,66 and older,Bavaria,Less important,0.17613,34,147,0.11434,0.23792
1990,66 and older,Bavaria,Unimportant,0.41223,79,147,0.33239,0.49208
1992,17-29 y.,Lower Saxony,Very important,0.31046,68,217,0.24876,0.37216
1992,17-29 y.,Lower Saxony,Important,0.48985,118,217,0.42318,0.55651
1992,17-29 y.,Lower Saxony,Less important,0.10808,31,217,0.06667,0.14949
1992,17-29 y.,North Rhine-Westphalia,Very important,0.31167,158,456,0.26911,0.35423
1992,17-29 y.,North Rhine-Westphalia,Important,0.44567,244,456,0.40000,0.49134
1992,17-29 y.,North Rhine-Westphalia,Less important,0.09845,54,456,0.07107,0.12582
1992,17-29 y.,Hesse,Very important,0.25279,50,148,0.18253,0.32304
1992,17-29 y.,Hesse,Important,0.52430,98,148,0.44356,0.60503
1992,17-29 y.,"Rhineland-Palatinate, Saarland",Very important,0.43856,59,107,0.34410,0.53303
1992,17-29 y.,"Rhineland-Palatinate, Saarland",Important,0.34979,48,107,0.25900,0.44058
1992,17-29 y.,Baden-Wuerttemberg,Very important,0.30960,114,295,0.25675,0.36245
1992,17-29 y.,Baden-Wuerttemberg,Important,0.41788,148,295,0.36150,0.47426
1992,17-29 y.,Baden-Wuerttemberg,Less important,0.08892,33,295,0.05638,0.12145
1992,17-29 y.,Bavaria,Very important,0.28503,117,358,0.23820,0.33185
1992,17-29 y.,Bavaria,Important,0.47034,190,358,0.41856,0.52211
1992,17-29 y.,Bavaria,Less important,0.14264,51,358,0.10637,0.17892
1992,17-29 y.,Berlin,Very important,0.33914,44,104,0.24771,0.43057
1992,17-29 y.,Berlin,Important,0.43560,60,104,0.33984,0.53135
1992,17-29 y.,Brandenburg,Very important,0.51557,77,141,0.43278,0.59835
1992,17-29 y.,Brandenburg,Important,0.42162,64,141,0.33982,0.50342
1992,17-29 y.,Mecklenburg-Western Pomerania,Very important,0.49307,49,85,0.38616,0.59999
