year,age_gr,migback,plh0107,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,66 and older,Direct migration background,Unimportant,0.51011,57,57,0.37918,0.64104
1995,17-29 y.,No migration background,Very important,0.38657,902,2249,0.36644,0.40670
1995,17-29 y.,No migration background,Important,0.49167,1142,2249,0.47100,0.51233
1995,17-29 y.,No migration background,Less important,0.09715,205,2249,0.08491,0.10939
1995,17-29 y.,Direct migration background,Very important,0.27605,94,204,0.21456,0.33755
1995,17-29 y.,Direct migration background,Important,0.29369,110,204,0.23103,0.35634
1995,17-29 y.,Indirect migration background,Very important,0.23571,46,92,0.14851,0.32292
1995,17-29 y.,Indirect migration background,Important,0.17852,46,92,0.09984,0.25721
1995,30-45 y.,No migration background,Very important,0.24720,921,3431,0.23276,0.26163
1995,30-45 y.,No migration background,Important,0.56746,1977,3431,0.55088,0.58404
1995,30-45 y.,No migration background,Less important,0.14958,464,3431,0.13765,0.16152
1995,30-45 y.,No migration background,Unimportant,0.01947,69,3431,0.01485,0.02410
1995,30-45 y.,Direct migration background,Very important,0.23504,129,387,0.19274,0.27734
1995,30-45 y.,Direct migration background,Important,0.33139,200,387,0.28443,0.37835
1995,30-45 y.,Direct migration background,Less important,0.09846,58,387,0.06874,0.12818
1995,46-65 y.,No migration background,Very important,0.18440,604,2729,0.16985,0.19896
1995,46-65 y.,No migration background,Important,0.45644,1368,2729,0.43775,0.47513
1995,46-65 y.,No migration background,Less important,0.15155,407,2729,0.13810,0.16501
1995,46-65 y.,No migration background,Unimportant,0.13373,350,2729,0.12095,0.14650
1995,46-65 y.,Direct migration background,Very important,0.12645,66,323,0.09015,0.16276
1995,46-65 y.,Direct migration background,Important,0.27912,150,323,0.23012,0.32811
1995,46-65 y.,Direct migration background,Less important,0.09705,56,323,0.06471,0.12938
1995,46-65 y.,Direct migration background,Unimportant,0.08954,51,323,0.05836,0.12073
1995,66 and older,No migration background,Very important,0.06433,92,1099,0.04982,0.07884
1995,66 and older,No migration background,Important,0.23464,299,1099,0.20957,0.25970
1995,66 and older,No migration background,Less important,0.12488,167,1099,0.10533,0.14444
1995,66 and older,No migration background,Unimportant,0.40704,541,1099,0.37798,0.43610
1995,66 and older,Direct migration background,Unimportant,0.44638,72,72,0.33074,0.56201
2004,17-29 y.,No migration background,Very important,0.37645,1184,3011,0.35914,0.39375
2004,17-29 y.,No migration background,Important,0.52182,1588,3011,0.50398,0.53967
2004,17-29 y.,No migration background,Less important,0.07738,239,3011,0.06784,0.08693
2004,17-29 y.,Direct migration background,Very important,0.36584,130,360,0.31602,0.41567
2004,17-29 y.,Direct migration background,Important,0.47733,190,360,0.42566,0.52900
2004,17-29 y.,Direct migration background,Less important,0.12006,40,360,0.08644,0.15368
2004,17-29 y.,Indirect migration background,Very important,0.46758,225,500,0.42380,0.51136
2004,17-29 y.,Indirect migration background,Important,0.44882,241,500,0.40518,0.49246
2004,17-29 y.,Indirect migration background,Less important,0.06105,34,500,0.04004,0.08206
2004,30-45 y.,No migration background,Very important,0.21964,1232,5422,0.20862,0.23066
2004,30-45 y.,No migration background,Important,0.59951,3246,5422,0.58647,0.61255
2004,30-45 y.,No migration background,Less important,0.15712,861,5422,0.14744,0.16681
2004,30-45 y.,No migration background,Unimportant,0.01545,83,5422,0.01216,0.01873
2004,30-45 y.,Direct migration background,Very important,0.27333,232,811,0.24263,0.30402
2004,30-45 y.,Direct migration background,Important,0.51923,441,811,0.48482,0.55364
2004,30-45 y.,Direct migration background,Less important,0.16227,138,811,0.13688,0.18766
2004,30-45 y.,Indirect migration background,Very important,0.27458,71,217,0.21506,0.33410
2004,30-45 y.,Indirect migration background,Important,0.53955,112,217,0.47308,0.60602
2004,30-45 y.,Indirect migration background,Less important,0.17320,34,217,0.12274,0.22367
2004,46-65 y.,No migration background,Very important,0.15744,1082,6017,0.14824,0.16665
2004,46-65 y.,No migration background,Important,0.51658,3375,6017,0.50395,0.52921
2004,46-65 y.,No migration background,Less important,0.16626,1032,6017,0.15685,0.17566
2004,46-65 y.,No migration background,Unimportant,0.09061,528,6017,0.08336,0.09787
2004,46-65 y.,Direct migration background,Very important,0.14445,121,909,0.12158,0.16732
2004,46-65 y.,Direct migration background,Important,0.41769,412,909,0.38561,0.44977
2004,46-65 y.,Direct migration background,Less important,0.27299,261,909,0.24401,0.30197
2004,46-65 y.,Direct migration background,Unimportant,0.12258,115,909,0.10125,0.14392
2004,66 and older,No migration background,Very important,0.06743,269,2795,0.05813,0.07673
2004,66 and older,No migration background,Important,0.25576,924,2795,0.23959,0.27194
2004,66 and older,No migration background,Less important,0.15636,519,2795,0.14290,0.16983
2004,66 and older,No migration background,Unimportant,0.33337,1083,2795,0.31589,0.35085
2004,66 and older,Direct migration background,Important,0.20054,79,273,0.15296,0.24813
2004,66 and older,Direct migration background,Less important,0.21714,75,273,0.16814,0.26614
2004,66 and older,Direct migration background,Unimportant,0.30796,119,273,0.25309,0.36282
2008,17-29 y.,No migration background,Very important,0.34173,943,2466,0.32301,0.36045
2008,17-29 y.,No migration background,Important,0.50192,1325,2466,0.48218,0.52166
2008,17-29 y.,No migration background,Less important,0.07223,198,2466,0.06202,0.08245
2008,17-29 y.,Direct migration background,Very important,0.40738,80,193,0.33788,0.47688
2008,17-29 y.,Direct migration background,Important,0.45834,113,193,0.38786,0.52882
2008,17-29 y.,Indirect migration background,Very important,0.37261,186,427,0.32669,0.41852
2008,17-29 y.,Indirect migration background,Important,0.42983,205,427,0.38282,0.47684
2008,17-29 y.,Indirect migration background,Less important,0.07193,36,427,0.04740,0.09647
2008,30-45 y.,No migration background,Very important,0.19731,846,4272,0.18537,0.20924
2008,30-45 y.,No migration background,Important,0.60993,2634,4272,0.59530,0.62456
2008,30-45 y.,No migration background,Less important,0.16850,729,4272,0.15727,0.17973
2008,30-45 y.,No migration background,Unimportant,0.01669,63,4272,0.01284,0.02053
2008,30-45 y.,Direct migration background,Very important,0.26560,147,581,0.22965,0.30154
2008,30-45 y.,Direct migration background,Important,0.52099,323,581,0.48033,0.56165
2008,30-45 y.,Direct migration background,Less important,0.17429,111,581,0.14342,0.20516
2008,30-45 y.,Indirect migration background,Very important,0.29553,86,262,0.24018,0.35089
2008,30-45 y.,Indirect migration background,Important,0.53078,134,262,0.47023,0.59132
2008,30-45 y.,Indirect migration background,Less important,0.14984,42,262,0.10654,0.19314
2008,46-65 y.,No migration background,Very important,0.13671,870,5704,0.12780,0.14563
2008,46-65 y.,No migration background,Important,0.54662,3276,5704,0.53370,0.55954
2008,46-65 y.,No migration background,Less important,0.17903,1040,5704,0.16908,0.18898
2008,46-65 y.,No migration background,Unimportant,0.09397,518,5704,0.08640,0.10155
2008,46-65 y.,Direct migration background,Very important,0.15753,117,681,0.13014,0.18491
2008,46-65 y.,Direct migration background,Important,0.44020,307,681,0.40289,0.47751
2008,46-65 y.,Direct migration background,Less important,0.24112,170,681,0.20897,0.27327
2008,46-65 y.,Direct migration background,Unimportant,0.12132,87,681,0.09678,0.14586
2008,66 and older,No migration background,Very important,0.06251,285,3232,0.05416,0.07086
2008,66 and older,No migration background,Important,0.25165,1056,3232,0.23669,0.26662
2008,66 and older,No migration background,Less important,0.13191,534,3232,0.12024,0.14357
2008,66 and older,No migration background,Unimportant,0.35881,1357,3232,0.34227,0.37535
2008,66 and older,Direct migration background,Important,0.21853,73,287,0.17064,0.26642
2008,66 and older,Direct migration background,Less important,0.14969,62,287,0.10835,0.19104
2008,66 and older,Direct migration background,Unimportant,0.40051,152,287,0.34372,0.45730
2012,17-29 y.,No migration background,Very important,0.34936,1177,3045,0.33242,0.36629
2012,17-29 y.,No migration background,Important,0.48866,1584,3045,0.47090,0.50642
2012,17-29 y.,No migration background,Less important,0.07934,284,3045,0.06974,0.08894
2012,17-29 y.,Direct migration background,Very important,0.42780,166,376,0.37772,0.47788
2012,17-29 y.,Direct migration background,Important,0.46695,179,376,0.41645,0.51744
2012,17-29 y.,Direct migration background,Less important,0.06094,31,376,0.03673,0.08515
2012,17-29 y.,Indirect migration background,Very important,0.40434,237,493,0.36097,0.44770
2012,17-29 y.,Indirect migration background,Important,0.39468,216,493,0.35149,0.43787
2012,17-29 y.,Indirect migration background,Less important,0.07206,40,493,0.04921,0.09491
2012,30-45 y.,No migration background,Very important,0.19394,1331,7057,0.18472,0.20317
2012,30-45 y.,No migration background,Important,0.60091,4223,7057,0.58949,0.61234
2012,30-45 y.,No migration background,Less important,0.18151,1376,7057,0.17251,0.19050
2012,30-45 y.,No migration background,Unimportant,0.01581,127,7057,0.01290,0.01872
2012,30-45 y.,Direct migration background,Very important,0.28541,387,1375,0.26153,0.30929
2012,30-45 y.,Direct migration background,Important,0.52292,714,1375,0.49651,0.54933
2012,30-45 y.,Direct migration background,Less important,0.14571,222,1375,0.12705,0.16437
2012,30-45 y.,Direct migration background,Unimportant,0.03304,52,1375,0.02359,0.04249
2012,30-45 y.,Indirect migration background,Very important,0.23988,151,555,0.20432,0.27543
2012,30-45 y.,Indirect migration background,Important,0.61161,311,555,0.57102,0.65219
2012,30-45 y.,Indirect migration background,Less important,0.12341,93,555,0.09603,0.15080
2012,46-65 y.,No migration background,Very important,0.14552,1229,7955,0.13777,0.15327
2012,46-65 y.,No migration background,Important,0.54007,4584,7955,0.52912,0.55103
2012,46-65 y.,No migration background,Less important,0.19497,1561,7955,0.18626,0.20367
2012,46-65 y.,No migration background,Unimportant,0.07322,581,7955,0.06750,0.07895
2012,46-65 y.,Direct migration background,Very important,0.17755,177,896,0.15252,0.20259
2012,46-65 y.,Direct migration background,Important,0.49064,444,896,0.45788,0.52339
2012,46-65 y.,Direct migration background,Less important,0.20447,196,896,0.17805,0.23090
2012,46-65 y.,Direct migration background,Unimportant,0.08379,79,896,0.06564,0.10195
2012,46-65 y.,Indirect migration background,Important,0.53825,75,75,0.42466,0.65184
2012,66 and older,No migration background,Very important,0.07236,386,3637,0.06393,0.08078
2012,66 and older,No migration background,Important,0.23822,1180,3637,0.22437,0.25206
2012,66 and older,No migration background,Less important,0.12745,630,3637,0.11661,0.13829
2012,66 and older,No migration background,Unimportant,0.29790,1441,3637,0.28304,0.31277
2012,66 and older,Direct migration background,Important,0.23293,97,297,0.18477,0.28108
2012,66 and older,Direct migration background,Less important,0.14211,59,297,0.10234,0.18189
2012,66 and older,Direct migration background,Unimportant,0.32798,141,297,0.27450,0.38146
2016,17-29 y.,No migration background,Very important,0.26244,713,2334,0.24459,0.28029
2016,17-29 y.,No migration background,Important,0.50780,1291,2334,0.48752,0.52809
2016,17-29 y.,No migration background,Less important,0.13581,330,2334,0.12191,0.14971
2016,17-29 y.,Direct migration background,Very important,0.37023,337,738,0.33537,0.40509
2016,17-29 y.,Direct migration background,Important,0.41808,338,738,0.38247,0.45369
2016,17-29 y.,Direct migration background,Less important,0.06924,63,738,0.05091,0.08757
2016,17-29 y.,Indirect migration background,Very important,0.42468,351,719,0.38852,0.46083
2016,17-29 y.,Indirect migration background,Important,0.41669,322,719,0.38063,0.45275
2016,17-29 y.,Indirect migration background,Less important,0.06327,46,719,0.04546,0.08108
2016,30-45 y.,No migration background,Very important,0.16927,687,4236,0.15798,0.18056
2016,30-45 y.,No migration background,Important,0.58220,2458,4236,0.56735,0.59706
2016,30-45 y.,No migration background,Less important,0.23391,1002,4236,0.22116,0.24666
2016,30-45 y.,No migration background,Unimportant,0.01239,89,4236,0.00906,0.01572
2016,30-45 y.,Direct migration background,Very important,0.30082,666,2237,0.28181,0.31983
2016,30-45 y.,Direct migration background,Important,0.49140,1186,2237,0.47068,0.51212
2016,30-45 y.,Direct migration background,Less important,0.12550,315,2237,0.11177,0.13923
2016,30-45 y.,Direct migration background,Unimportant,0.03127,70,2237,0.02405,0.03848
2016,30-45 y.,Indirect migration background,Very important,0.26777,142,561,0.23109,0.30444
2016,30-45 y.,Indirect migration background,Important,0.55208,329,561,0.51089,0.59327
2016,30-45 y.,Indirect migration background,Less important,0.17047,90,561,0.13933,0.20162
2016,46-65 y.,No migration background,Very important,0.12499,858,6654,0.11704,0.13293
2016,46-65 y.,No migration background,Important,0.53202,3698,6654,0.52003,0.54401
2016,46-65 y.,No migration background,Less important,0.23705,1650,6654,0.22683,0.24727
2016,46-65 y.,No migration background,Unimportant,0.06984,448,6654,0.06372,0.07597
2016,46-65 y.,Direct migration background,Very important,0.19689,283,1484,0.17665,0.21712
2016,46-65 y.,Direct migration background,Important,0.48105,787,1484,0.45562,0.50648
2016,46-65 y.,Direct migration background,Less important,0.17935,298,1484,0.15983,0.19888
2016,46-65 y.,Direct migration background,Unimportant,0.08828,116,1484,0.07384,0.10272
2016,46-65 y.,Indirect migration background,Important,0.56616,109,145,0.48522,0.64711
2016,46-65 y.,Indirect migration background,Less important,0.25257,36,145,0.18160,0.32353
2016,66 and older,No migration background,Very important,0.06803,316,3351,0.05951,0.07656
2016,66 and older,No migration background,Important,0.26165,1180,3351,0.24677,0.27654
2016,66 and older,No migration background,Less important,0.14131,615,3351,0.12951,0.15311
2016,66 and older,No migration background,Unimportant,0.30026,1240,3351,0.28474,0.31578
2016,66 and older,Direct migration background,Important,0.28137,115,323,0.23226,0.33049
2016,66 and older,Direct migration background,Less important,0.21764,75,323,0.17256,0.26271
2016,66 and older,Direct migration background,Unimportant,0.31963,133,323,0.26869,0.37057
2021,17-29 y.,No migration background,Very important,0.21384,386,1748,0.19462,0.23307
2021,17-29 y.,No migration background,Important,0.54456,1050,1748,0.52121,0.56791
2021,17-29 y.,No migration background,Less important,0.16126,312,1748,0.14402,0.17851
2021,17-29 y.,Direct migration background,Very important,0.31164,266,517,0.27168,0.35161
2021,17-29 y.,Direct migration background,Important,0.32229,207,517,0.28196,0.36262
2021,17-29 y.,Direct migration background,Less important,0.05526,44,517,0.03555,0.07498
2021,17-29 y.,Indirect migration background,Very important,0.28735,120,396,0.24273,0.33198
2021,17-29 y.,Indirect migration background,Important,0.51516,220,396,0.46587,0.56445
2021,17-29 y.,Indirect migration background,Less important,0.12423,56,396,0.09170,0.15676
2021,30-45 y.,No migration background,Very important,0.13974,346,2596,0.12640,0.15308
2021,30-45 y.,No migration background,Important,0.55417,1501,2596,0.53505,0.57330
2021,30-45 y.,No migration background,Less important,0.28258,704,2596,0.26526,0.29991
2021,30-45 y.,No migration background,Unimportant,0.01879,45,2596,0.01357,0.02402
2021,30-45 y.,Direct migration background,Very important,0.24235,392,1179,0.21788,0.26682
2021,30-45 y.,Direct migration background,Important,0.48995,633,1179,0.46140,0.51850
2021,30-45 y.,Direct migration background,Less important,0.13997,154,1179,0.12016,0.15978
2021,30-45 y.,Indirect migration background,Very important,0.16455,53,301,0.12259,0.20651
2021,30-45 y.,Indirect migration background,Important,0.56003,181,301,0.50385,0.61620
2021,30-45 y.,Indirect migration background,Less important,0.25327,67,301,0.20406,0.30249
2021,46-65 y.,No migration background,Very important,0.09710,594,5432,0.08922,0.10497
2021,46-65 y.,No migration background,Important,0.51644,2986,5432,0.50315,0.52973
2021,46-65 y.,No migration background,Less important,0.28274,1531,5432,0.27076,0.29472
2021,46-65 y.,No migration background,Unimportant,0.06569,321,5432,0.05910,0.07228
2021,46-65 y.,Direct migration background,Very important,0.18092,200,956,0.15650,0.20533
2021,46-65 y.,Direct migration background,Important,0.45818,494,956,0.42658,0.48978
2021,46-65 y.,Direct migration background,Less important,0.21604,209,956,0.18994,0.24214
2021,46-65 y.,Direct migration background,Unimportant,0.05992,53,956,0.04487,0.07497
2021,46-65 y.,Indirect migration background,Important,0.52717,107,160,0.44957,0.60478
2021,46-65 y.,Indirect migration background,Less important,0.27017,53,160,0.20115,0.33919
2021,66 and older,No migration background,Very important,0.07297,276,2457,0.06269,0.08326
2021,66 and older,No migration background,Important,0.26825,939,2457,0.25073,0.28577
2021,66 and older,No migration background,Less important,0.11772,386,2457,0.10497,0.13047
2021,66 and older,No migration background,Unimportant,0.27486,856,2457,0.25721,0.29252
2021,66 and older,Direct migration background,Very important,0.06630,31,233,0.03428,0.09831
2021,66 and older,Direct migration background,Important,0.28361,94,233,0.22561,0.34162
2021,66 and older,Direct migration background,Less important,0.25910,48,233,0.20272,0.31548
2021,66 and older,Direct migration background,Unimportant,0.20323,60,233,0.15145,0.25501
