year,sampreg,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Westdeutschland,maennlich,5725,11.31236535237062,11.283844949886443,11.340885754854796,10.730531845821808,17.715744795933944,10.558439810138262,13.0,10.300301756612942,10.5,10.5,10.5
1984,Westdeutschland,weiblich,5980,10.530248894520977,10.506164355528334,10.55433343351362,13.76515180086688,9.958275546857287,10.5,18.6628795021672,5.60227229869968,10.5,10.5,10.5
1985,Westdeutschland,maennlich,5152,11.353962691149926,11.323515034749672,11.38441034755018,10.5,10.5,10.188002480245824,10.967996279631263,9.720006200614561,10.5,10.5,10.5
1985,Westdeutschland,weiblich,5377,10.578394223614563,10.552605623134575,10.60418282409455,12.249207638634886,9.431557029313085,11.52691115868206,13.332652358564125,10.443466438752822,10.5,10.5,10.5
1986,Westdeutschland,maennlich,4964,11.370195848583878,11.338981705412772,11.401409991754983,10.5,11.892131500566009,11.932288686735058,9.0,13.0,10.5,10.5,10.5
1986,Westdeutschland,weiblich,5122,10.625401082749628,10.598794621963371,10.652007543535884,9.203917695076317,10.523695753054959,11.810580010342838,9.0,10.5,10.5,10.5,10.5
1987,Westdeutschland,maennlich,4918,11.385997377312194,11.354703005856877,11.41729174876751,9.437969140305231,10.5,10.03279020907243,10.5,10.92502181222323,10.5,10.5,10.5
1987,Westdeutschland,weiblich,5030,10.670618856148646,10.643204121479958,10.698033590817335,11.45135062906026,17.402236394576313,9.591879111357482,14.240557905614427,6.8026718348033155,10.5,10.5,10.5
1988,Westdeutschland,maennlich,4683,11.4306388601286,11.398438451698219,11.46283926855898,11.870127930133592,12.426021338748473,10.5,13.925319825333979,8.444808104799613,10.5,10.5,10.5
1988,Westdeutschland,weiblich,4810,10.701515624350137,10.67333319176634,10.729698056933934,11.114096468077989,10.490874803214794,15.584466507385702,18.0,11.5,10.5,10.5,10.5
1989,Westdeutschland,maennlich,4542,11.471267560839888,11.43798452113245,11.504550600547326,9.0,10.857781984253887,10.217229951741235,13.0,12.043074879353087,10.5,10.5,10.5
1989,Westdeutschland,weiblich,4666,10.733442097597079,10.704361688594453,10.762522506599705,9.149741639351326,10.930815751400932,15.643769851457854,10.5,10.5,10.5,10.5,10.5
1990,Westdeutschland,maennlich,4427,11.493794243679904,11.45959335040155,11.527995136958259,11.117459421549023,10.059489503797678,10.5,18.0,9.573810867676464,10.5,10.5,10.5
1990,Westdeutschland,weiblich,4574,10.763242690738636,10.733660019275133,10.792825362202139,9.732482095129338,10.797900681367212,11.0,9.0,10.5,10.5,10.5,10.5
1990,Ostdeutschland,maennlich,2063,11.932449242749435,11.886948873648212,11.977949611850658,13.95577348869449,11.5,12.0,16.889433721736225,9.0,11.5,11.5,11.5
1990,Ostdeutschland,weiblich,2277,11.35251966312895,11.311449369949102,11.393589956308798,13.195770875811668,12.222469624113918,11.38979861444045,15.904729267868497,8.680840222383623,10.5,9.5,10.5
1991,Westdeutschland,maennlich,4414,11.540852939106124,11.505886276276419,11.575819601935828,10.206988466081786,9.0,11.5,18.0,13.439517300877322,10.5,10.5,10.5
1991,Westdeutschland,weiblich,4570,10.809664825410298,10.779457764256431,10.839871886564165,14.292115511624576,9.415126340660505,9.150316080441678,22.004814658398924,1.4376169336673312,10.5,10.5,10.5
1991,Ostdeutschland,maennlich,1944,11.94276418226625,11.89529087615123,11.99023748838127,11.588341024776932,11.842214828656598,10.790533602801231,12.785052157740484,9.59382246983768,11.5,11.5,11.5
1991,Ostdeutschland,weiblich,2113,11.372765746913775,11.330486380765803,11.415045113061746,10.38272968946663,11.5,16.700330471418045,10.5,10.5,10.5,9.5,10.5
1992,Westdeutschland,maennlich,4336,11.554907739160686,11.519446179112437,11.590369299208936,14.271130275083454,13.932343640027655,10.556296549664014,19.843380863212616,4.984045961534853,10.5,10.5,10.5
1992,Westdeutschland,weiblich,4534,10.839840769720269,10.80923696111976,10.870444578320777,9.182085415520532,11.720077773704087,12.75741683691486,8.5,10.5,10.5,10.5,10.5
1992,Ostdeutschland,maennlich,1843,11.940877376061906,11.891412348238205,11.990342403885606,12.188661098650728,9.816997976677662,12.781126229105016,11.299963402969297,12.0,11.5,11.5,11.5
1992,Ostdeutschland,weiblich,2033,11.388769633108298,11.344962182609153,11.432577083607443,11.97604239884664,10.252030747181333,10.5,14.190105997116602,8.285936401730039,10.5,9.5,10.5
1993,Westdeutschland,maennlich,4328,11.567107536170521,11.531231878615921,11.602983193725121,11.15720642548746,10.752336529114537,10.593873178174048,15.0,9.74887330720393,10.5,10.5,10.5
1993,Westdeutschland,weiblich,4487,10.863657379558441,10.83259074887744,10.894724010239443,9.808162607537456,9.0,11.054992340161727,10.5,10.5,10.5,10.5,10.5
1993,Ostdeutschland,maennlich,1763,11.976528530406238,11.924853025723445,12.028204035089031,11.393278929494942,13.666073056951,12.399858778562189,11.5,13.90972855216306,11.5,11.5,11.5
1993,Ostdeutschland,weiblich,1953,11.448494855593497,11.403434867866062,11.493554843320931,11.6991890007032,9.3525408833201,13.0,10.5,13.0,11.5,11.5,12.5
1994,Westdeutschland,maennlich,4201,11.592694838675673,11.55616688588777,11.629222791463576,12.108887124767739,14.050033102956329,10.5,14.522217811919347,8.086669312848393,10.5,10.5,10.5
1994,Westdeutschland,weiblich,4418,10.934371392829222,10.902046602666065,10.96669618299238,10.987813840592713,11.201198317598196,8.7089535068539,14.406104341200932,5.290663006245682,10.5,10.5,10.5
1994,Ostdeutschland,maennlich,1745,12.023201026088936,11.971318807857605,12.075083244320266,10.5,11.10966937515328,13.197578507203165,14.5,17.24394626800791,11.5,11.5,11.5
1994,Ostdeutschland,weiblich,1906,11.462601163519412,11.416947102715065,11.50825522432376,11.545554279793658,11.5,14.535818012468571,10.0,13.0,11.5,11.5,12.5
