year,sampreg,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1984,Westdeutschland,10.896987402400368,10.878127701104917,10.91584710369582,9.0,10.5,11.5,7.0,15.25,10.5,10.5,10.5,11705.0
1985,Westdeutschland,10.940717027751885,10.92057453701397,10.960859518489801,9.0,10.5,11.5,7.0,15.25,10.5,10.5,10.5,10529.0
1986,Westdeutschland,10.975421308550775,10.954726594055566,10.996116023045984,9.0,10.5,11.5,7.0,15.25,10.5,10.5,10.5,10086.0
1987,Westdeutschland,11.008433072970158,10.987438712206362,11.029427433733954,10.0,10.5,11.5,7.75,13.75,10.5,10.5,10.5,9948.0
1988,Westdeutschland,11.046583608356329,11.024981504526577,11.06818571218608,10.0,10.5,11.5,7.75,13.75,10.5,10.5,10.5,9493.0
1989,Westdeutschland,11.08315159215077,11.060842176010361,11.10546100829118,10.0,10.5,11.5,7.75,13.75,10.5,10.5,10.5,9208.0
1990,Westdeutschland,11.111252221994242,11.08844283353864,11.134061610449844,10.0,10.5,11.5,7.75,13.75,10.5,10.5,10.5,9001.0
1990,Ostdeutschland,11.625961289701564,11.595153196190548,11.65676938321258,10.5,11.5,12.0,8.25,14.25,11.5,11.5,11.5,4340.0
1991,Westdeutschland,11.15725211316156,11.133961167545685,11.180543058777435,10.0,10.5,11.5,7.75,13.75,10.5,10.5,10.5,8984.0
1991,Ostdeutschland,11.645108410495505,11.61316804716043,11.67704877383058,10.5,11.5,12.0,8.25,14.25,11.5,11.5,11.5,4057.0
1992,Westdeutschland,11.181124746772763,11.157531794506273,11.204717699039254,10.0,10.5,11.5,7.75,13.75,10.5,10.5,10.5,8870.0
1992,Ostdeutschland,11.65204538425167,11.618893015822266,11.685197752681074,10.5,11.5,12.0,8.25,14.25,11.5,11.5,11.5,3876.0
1993,Westdeutschland,11.201935308826322,11.178028061968474,11.225842555684169,10.0,10.5,11.5,7.75,13.75,10.5,10.5,10.5,8815.0
1993,Ostdeutschland,11.700706630188668,11.666363680312136,11.7350495800652,10.5,11.5,12.0,8.25,14.25,11.5,11.5,11.5,3716.0
1994,Westdeutschland,11.249419167358573,11.224886772245492,11.273951562471654,10.0,10.5,11.5,7.75,13.75,10.5,10.5,10.5,8619.0
1994,Ostdeutschland,11.733819930293041,11.699128373183651,11.768511487402431,10.5,11.5,12.0,8.25,14.25,11.5,11.5,11.5,3651.0
1995,Westdeutschland,11.301814994005428,11.277800275400324,11.325829712610531,10.5,10.5,12.0,8.25,14.25,10.5,10.5,10.5,9020.0
1995,Ostdeutschland,11.769158357051158,11.733924613660871,11.804392100441444,10.5,11.5,12.0,8.25,14.25,11.5,11.5,11.5,3550.0
1996,Westdeutschland,11.32397893521005,11.299641984480195,11.348315885939906,10.5,10.5,12.0,8.25,14.25,10.5,10.5,10.5,8783.0
1996,Ostdeutschland,11.794654849734076,11.759513916210432,11.82979578325772,10.5,11.5,12.0,8.25,14.25,11.5,11.5,11.5,3533.0
1997,Westdeutschland,11.331617499658782,11.307030978841253,11.35620402047631,10.5,10.5,12.0,8.25,14.25,10.5,10.5,10.5,8602.0
1997,Ostdeutschland,11.834091099022636,11.798233265400334,11.869948932644938,10.5,11.5,12.0,8.25,14.25,11.5,11.5,11.5,3463.0
1998,Westdeutschland,11.358821929536917,11.335110730077169,11.382533128996666,10.5,10.5,12.0,8.25,14.25,10.5,10.5,10.5,9462.0
1998,Ostdeutschland,11.817916315968803,11.783406156216252,11.852426475721355,10.5,11.5,12.0,8.25,14.25,11.5,11.5,11.5,3624.0
1999,Westdeutschland,11.375091490772183,11.350979392177406,11.39920358936696,10.5,10.5,12.0,8.25,14.25,10.5,10.5,10.5,9281.0
1999,Ostdeutschland,11.835442465915682,11.801106680785145,11.869778251046219,10.5,11.5,12.0,8.25,14.25,11.5,11.5,11.5,3596.0
2000,Westdeutschland,11.639903156667884,11.622303135314112,11.657503178021656,10.5,11.0,12.0,8.25,14.25,11.0,11.0,11.0,17753.0
2000,Ostdeutschland,12.003499321823153,11.975232154066438,12.031766489579867,10.5,11.5,12.0,8.25,14.25,11.5,11.5,11.5,5666.0
2001,Westdeutschland,11.693123057669565,11.674522086326222,11.711724029012908,10.5,11.0,12.0,8.25,14.25,11.0,11.0,11.0,15948.0
2001,Ostdeutschland,12.06767338823348,12.037717162423462,12.097629614043498,10.5,11.5,13.0,7.0,16.75,11.5,11.5,11.5,5234.0
2002,Westdeutschland,11.656672519686046,11.638844797659063,11.674500241713028,10.5,11.0,12.0,8.25,14.25,11.0,11.0,11.0,16920.0
2002,Ostdeutschland,12.050400109241437,12.020644033869251,12.080156184613623,10.5,11.5,13.0,7.0,16.75,11.5,11.5,11.5,5194.0
2003,Westdeutschland,11.702244609612656,11.683692555358254,11.720796663867057,10.5,11.0,12.0,8.25,14.25,11.0,11.0,11.0,16089.0
2003,Ostdeutschland,12.071787590338843,12.04180505488759,12.101770125790097,10.5,11.5,13.0,7.0,16.75,11.5,11.5,11.5,5094.0
2004,Westdeutschland,11.70213529082348,11.683305177061722,11.720965404585236,10.5,11.0,12.0,8.25,14.25,11.0,11.0,11.0,15606.0
2004,Ostdeutschland,12.075409189811852,12.045047412400633,12.105770967223071,10.5,11.5,13.0,7.0,16.75,11.5,11.5,11.5,4963.0
2005,Westdeutschland,11.729685278895213,11.710214981374467,11.749155576415959,10.5,11.0,12.0,8.25,14.25,11.0,11.0,11.0,14801.0
2005,Ostdeutschland,12.144318456631252,12.113047057521781,12.175589855740723,10.5,11.5,13.0,7.0,16.75,11.5,11.5,11.5,4774.0
2006,Westdeutschland,11.80581318249433,11.786683618311628,11.824942746677031,10.5,11.0,12.0,8.25,14.25,11.0,11.0,11.0,15996.0
2006,Ostdeutschland,12.139826141041473,12.108945817656,12.170706464426946,10.5,11.5,13.0,7.0,16.75,11.5,11.5,11.5,5098.0
2007,Westdeutschland,11.875250510969941,11.855183785449457,11.895317236490426,10.5,11.0,13.0,7.0,16.75,11.0,11.0,11.0,14869.0
2007,Ostdeutschland,12.195526915822356,12.163481583057411,12.2275722485873,10.5,11.5,13.0,7.0,16.75,11.5,11.5,11.5,4811.0
2008,Westdeutschland,11.913047233309312,11.892184312742724,11.9339101538759,10.5,11.0,13.0,7.0,16.75,11.0,10.5,11.0,13891.0
2008,Ostdeutschland,12.231630839998155,12.19890170129192,12.264359978704391,10.5,11.5,13.0,7.0,16.75,11.5,11.5,11.5,4560.0
2009,Westdeutschland,11.994245806318878,11.972344132760504,12.016147479877251,10.5,11.5,13.0,7.0,16.75,11.5,11.5,12.0,12845.0
2009,Ostdeutschland,12.314554454975108,12.280694385847033,12.348414524103182,10.5,11.5,13.0,7.0,16.75,11.5,11.5,11.5,4350.0
2010,Westdeutschland,12.001422173489988,11.98270432253195,12.020140024448027,10.5,11.5,13.0,7.0,16.75,11.5,11.5,11.5,17723.0
2010,Ostdeutschland,12.331307582460553,12.300803839195027,12.36181132572608,10.5,11.5,13.0,7.0,16.75,11.5,11.5,11.5,5304.0
2011,Westdeutschland,12.045804779410473,12.028376157100391,12.063233401720554,10.5,11.5,13.0,7.0,16.75,11.5,11.5,11.5,20949.0
2011,Ostdeutschland,12.298257208535425,12.269685571624287,12.326828845446563,10.5,11.5,13.0,7.0,16.75,11.5,11.5,11.5,6100.0
2012,Westdeutschland,12.061729001848867,12.04404049194359,12.079417511754144,10.5,11.5,13.0,7.0,16.75,11.5,11.5,11.5,20472.0
2012,Ostdeutschland,12.332021676835053,12.302729328492198,12.361314025177908,10.5,11.5,13.0,7.0,16.75,11.5,11.5,11.5,5992.0
2013,Westdeutschland,12.072358344493532,12.055590371961419,12.089126317025645,10.5,11.5,13.0,7.0,16.75,11.5,11.5,11.5,23211.0
2013,Ostdeutschland,12.294109431889071,12.264828163500896,12.323390700277246,10.5,11.5,13.0,7.0,16.75,11.5,11.5,11.5,5906.0
2014,Westdeutschland,12.135481966263397,12.11746613596976,12.153497796557033,10.5,11.5,13.5,7.0,18.0,11.5,11.5,11.5,20326.0
2014,Ostdeutschland,12.30897642875657,12.27789111991733,12.340061737595809,10.5,11.5,13.0,7.0,16.75,11.5,11.5,11.5,5371.0
2015,Westdeutschland,12.169710535540123,12.151547018005154,12.187874053075092,10.5,11.5,13.5,7.0,18.0,11.5,11.5,11.5,20236.0
2015,Ostdeutschland,12.324375444587954,12.292526939946791,12.356223949229117,10.5,11.5,13.0,7.0,16.75,11.5,11.5,11.5,5199.0
2016,Westdeutschland,12.170329664952051,12.152250942639718,12.188408387264385,10.5,11.5,14.0,7.0,18.0,11.5,11.5,11.5,20434.0
2016,Ostdeutschland,12.401035141396152,12.369312946495997,12.432757336296307,11.0,11.5,13.0,8.0,16.0,11.5,11.5,11.5,5304.0
2017,Westdeutschland,12.181385586689345,12.164166417566392,12.198604755812298,10.5,11.5,14.0,7.0,18.0,11.5,11.5,11.5,22907.0
2017,Ostdeutschland,12.40425302501767,12.37372421633329,12.43478183370205,11.0,11.5,13.0,8.0,16.0,11.5,11.5,11.5,5899.0
2018,Westdeutschland,12.221495967704083,12.203781131220806,12.23921080418736,10.5,11.5,14.0,7.0,18.0,11.5,11.5,11.5,21788.0
2018,Ostdeutschland,12.448184845822485,12.41782305488515,12.478546636759821,11.0,11.5,13.0,8.0,16.0,11.5,11.5,11.5,5739.0
