year,quintil_oecd,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,1st Quintile,6950,10.416374726048186,10.396256634192424,10.436492817903948,9.0,10.5,11.0,7.0,14.0,10.5,10.5,10.5
1984,2nd Quintile,2946,11.125437224366102,11.088549239930556,11.162325208801649,10.5,10.5,11.5,9.0,13.0,10.5,10.5,10.5
1984,3rd Quintile,1166,11.871922362127323,11.800960418112064,11.942884306142583,10.5,11.0,12.0,8.25,14.25,11.0,10.5,11.0
1984,4th Quintile,467,12.695105426889532,12.570754582204874,12.81945627157419,10.5,11.5,15.0,7.0,18.0,11.5,11.0,11.5
1984,5th Quintile,176,12.906569517292823,12.680834923840527,13.13230411074512,10.5,11.5,15.0,7.0,18.0,11.5,11.0,12.0
1985,1st Quintile,5934,10.402025298150837,10.380617084614114,10.423433511687561,9.0,10.5,11.0,7.0,14.0,10.5,10.5,10.5
1985,2nd Quintile,2757,11.173911948114707,11.134648718989217,11.213175177240197,10.5,10.5,11.5,9.0,13.0,10.5,10.5,10.5
1985,3rd Quintile,1253,11.830945221185987,11.762243104502407,11.899647337869567,10.5,11.0,12.0,8.25,14.25,11.0,10.5,11.0
1985,4th Quintile,431,12.770787472174817,12.639964623308064,12.90161032104157,10.5,11.5,15.0,7.0,18.0,11.5,11.0,11.5
1985,5th Quintile,154,12.68170028874629,12.462213436464443,12.901187141028137,10.5,11.5,14.529638842885452,9.0,18.0,11.5,11.0,11.5
1986,1st Quintile,5335,10.425079953864223,10.402361306269812,10.447798601458635,9.0,10.5,11.0,7.0,14.0,10.5,10.5,10.5
1986,2nd Quintile,2759,11.08807222265444,11.050528844340274,11.125615600968604,10.5,10.5,11.5,9.0,13.0,10.5,10.5,10.5
1986,3rd Quintile,1334,11.753842572979043,11.688787036627287,11.818898109330798,10.5,11.0,12.0,8.25,14.25,11.0,11.0,11.0
1986,4th Quintile,514,12.8339076899536,12.71307994286278,12.95473543704442,10.5,11.5,15.0,7.0,18.0,11.5,11.0,11.5
1986,5th Quintile,144,13.345607094696135,13.095036847461364,13.596177341930906,10.5,12.0,18.0,9.0,18.0,12.0,11.0,12.5
1987,1st Quintile,4747,10.431053851965107,10.407338904417344,10.45476879951287,9.0,10.5,11.0,7.0,14.0,10.5,10.5,10.5
1987,2nd Quintile,2853,11.051510998138726,11.01410706723301,11.088914929044442,10.0,10.5,11.5,7.75,13.75,10.5,10.5,10.5
1987,3rd Quintile,1581,11.578787408441533,11.52135533323178,11.636219483651287,10.5,11.0,12.0,8.25,14.25,11.0,11.0,11.5
1987,4th Quintile,550,12.810291121672075,12.692442450652067,12.928139792692082,10.5,11.5,15.0,7.0,18.0,11.5,11.0,11.5
1987,5th Quintile,217,13.254914927162048,13.055977482619362,13.453852371704734,10.5,12.0,16.0,7.0,18.0,12.0,11.0,12.5
1988,1st Quintile,4192,10.40278121961834,10.377678320522675,10.427884118714006,9.0,10.5,11.0,7.0,14.0,10.5,10.5,10.5
1988,2nd Quintile,2870,10.992229117136086,10.956457138297361,11.02800109597481,10.0,10.5,11.5,7.75,13.75,10.5,10.5,10.5
1988,3rd Quintile,1557,11.644759966735498,11.586806956887825,11.70271297658317,10.5,11.0,12.0,8.25,14.25,11.0,11.0,11.0
1988,4th Quintile,647,12.66355628376372,12.555659761314338,12.771452806213102,10.5,11.5,15.0,7.0,18.0,11.5,11.5,11.5
1988,5th Quintile,227,13.197057412907807,13.011440372893777,13.382674452921837,10.5,12.0,15.0,7.0,18.0,12.0,11.0,12.5
1989,1st Quintile,3678,10.386169748577762,10.358936833682845,10.413402663472679,9.0,10.5,10.52756659405823,7.0,12.818916485145575,10.5,10.5,10.5
1989,2nd Quintile,2807,10.955582129614477,10.919954510690372,10.991209748538582,10.0,10.5,11.5,7.75,13.75,10.5,10.5,10.5
1989,3rd Quintile,1694,11.438927299850725,11.386252221716694,11.491602377984757,10.5,10.5,12.0,8.25,14.25,10.5,10.0,10.5
1989,4th Quintile,762,12.537033225056744,12.438945809176039,12.63512064093745,10.5,11.5,14.5,7.0,18.0,11.5,11.5,11.5
1989,5th Quintile,267,13.660992860230513,13.484533315088067,13.837452405372959,11.0,13.0,18.0,7.0,18.0,13.0,12.5,14.0
1990,1st Quintile,3315,10.35570321279131,10.326315831527918,10.385090594054702,9.0,10.5,10.5,7.0,12.75,10.5,10.5,10.5
1990,2nd Quintile,2710,10.920764832820646,10.88485686815242,10.956672797488872,10.0,10.5,11.5,7.75,13.75,10.5,10.5,10.5
1990,3rd Quintile,1742,11.490595837499713,11.437365533395313,11.543826141604113,10.5,10.5,12.0,8.25,14.25,10.5,10.0,10.5
1990,4th Quintile,891,12.353585936430106,12.268160512915188,12.439011359945024,10.5,11.5,14.0,7.0,18.0,11.5,11.5,11.5
1990,5th Quintile,343,13.420296232281261,13.267575211960466,13.573017252602057,11.0,12.0,16.0,7.0,18.0,12.0,11.0,12.0
1991,1st Quintile,2756,10.332112087398762,10.299079676393731,10.365144498403794,9.0,10.5,10.5,7.0,12.75,10.5,10.5,10.5
1991,2nd Quintile,2555,10.84215921258948,10.806050735048709,10.878267690130253,10.0,10.5,11.5,7.75,13.75,10.5,10.5,10.5
1991,3rd Quintile,1964,11.376012160038172,11.326909914073179,11.425114406003166,10.5,10.5,11.994141530541778,8.258787704187332,14.235353826354446,10.5,10.5,10.5
1991,4th Quintile,1234,12.176119042250589,12.104086913799554,12.248151170701624,10.5,11.5,13.0,7.0,16.75,11.5,11.5,12.0
1991,5th Quintile,440,13.274563800549155,13.139577506189069,13.40955009490924,11.0,12.0,16.0,7.0,18.0,12.0,12.0,12.5
1992,1st Quintile,4770,10.74288495100807,10.715782525810816,10.769987376205325,9.0,10.5,11.5,7.0,15.25,10.5,10.5,10.5
1992,2nd Quintile,3545,11.013065032029939,10.980905900341769,11.045224163718109,10.0,10.5,11.5,7.75,13.75,10.5,10.5,10.5
1992,3rd Quintile,2272,11.311167583643712,11.267158489061515,11.35517667822591,10.5,10.5,11.5,9.0,13.0,10.5,10.5,10.5
1992,4th Quintile,1610,12.154980969257698,12.092134023767912,12.217827914747485,10.5,11.5,13.0,7.0,16.75,11.5,11.5,12.0
1992,5th Quintile,549,13.240371434827347,13.11665306216835,13.364089807486344,11.0,12.0,16.0,7.0,18.0,12.0,12.0,12.5
1993,1st Quintile,3789,10.574124619800626,10.545068787931548,10.603180451669704,9.0,10.5,11.5,7.0,15.25,10.5,10.5,10.5
1993,2nd Quintile,3580,11.015571117480095,10.983594388182322,11.047547846777867,10.0,10.5,11.5,7.75,13.75,10.5,10.5,10.5
1993,3rd Quintile,2680,11.398903383363958,11.35682789448681,11.440978872241105,10.5,10.5,12.0,8.25,14.25,10.5,10.5,10.5
1993,4th Quintile,1755,11.985999991293173,11.92877377194577,12.043226210640578,10.5,11.5,13.0,7.0,16.75,11.5,11.5,12.0
1993,5th Quintile,727,13.275016985316466,13.168341400696836,13.381692569936096,10.5,12.0,16.0,7.0,18.0,12.0,12.0,12.5
1994,1st Quintile,2996,10.522621666560061,10.489741054117388,10.555502279002734,9.0,10.5,11.5,7.0,15.25,10.5,10.5,10.5
1994,2nd Quintile,3447,10.918991980785187,10.887507533137567,10.950476428432806,10.0,10.5,11.5,7.75,13.75,10.5,10.5,10.5
1994,3rd Quintile,2856,11.366837616018797,11.3280016116971,11.405673620340494,10.5,10.5,12.0,8.25,14.25,10.5,10.5,10.5
1994,4th Quintile,2055,11.979647565148344,11.926123004415532,12.033172125881157,10.5,11.5,13.0,7.0,16.75,11.5,11.5,12.0
1994,5th Quintile,916,13.292289381335834,13.197348710407033,13.387230052264636,10.5,12.0,16.0,7.0,18.0,12.0,12.0,12.5
1995,1st Quintile,3012,10.598390518266834,10.564081924834783,10.632699111698885,9.0,10.5,11.5,7.0,15.25,10.5,10.5,10.5
1995,2nd Quintile,3507,10.981789402655021,10.950450253664464,11.013128551645579,10.5,10.5,11.5,9.0,13.0,10.5,10.5,10.5
1995,3rd Quintile,3019,11.36090859300395,11.323716629612456,11.398100556395445,10.5,10.5,12.0,8.25,14.25,10.5,10.5,10.5
1995,4th Quintile,2042,11.955180328335226,11.902849186735688,12.007511469934764,10.5,11.5,13.0,7.0,16.75,11.5,11.5,12.0
1995,5th Quintile,990,13.344187367705223,13.2526017809082,13.435772954502244,10.5,12.0,16.0,7.0,18.0,12.0,12.0,12.0
1996,1st Quintile,2652,10.589634151650566,10.554026273365311,10.625242029935821,9.0,10.5,11.5,7.0,15.25,10.5,10.5,10.5
1996,2nd Quintile,3530,10.940824349448114,10.9103364848304,10.971312214065827,10.5,10.5,11.5,9.0,13.0,10.5,10.5,10.5
1996,3rd Quintile,2886,11.398044201019971,11.359363622114673,11.43672477992527,10.5,10.5,12.0,8.25,14.25,10.5,10.487499999999997,10.5
1996,4th Quintile,2207,12.022273487774942,11.969914387116592,12.074632588433293,10.5,11.5,13.0,7.0,16.75,11.5,11.5,12.0
1996,5th Quintile,1041,13.117510882418319,13.031412542872657,13.203609221963982,10.5,12.0,15.0,7.0,18.0,12.0,12.0,12.5
1997,1st Quintile,2221,10.513386293192777,10.475159134339135,10.55161345204642,9.0,10.5,11.5,7.0,15.25,10.5,10.5,10.5
1997,2nd Quintile,3348,10.877300717542404,10.846496747693813,10.908104687390995,10.0,10.5,11.5,7.75,13.75,10.5,10.5,10.5
1997,3rd Quintile,3138,11.398099245929032,11.361686431913826,11.434512059944238,10.5,10.5,12.0,8.25,14.25,10.5,10.5,10.5
1997,4th Quintile,2238,12.012793429183745,11.962180828405742,12.063406029961747,10.5,11.5,13.0,7.0,16.75,11.5,11.5,12.0
1997,5th Quintile,1120,13.206677140969598,13.121691010625694,13.291663271313501,10.5,12.0,16.0,7.0,18.0,12.0,12.0,12.5
1998,1st Quintile,1912,10.465923372503676,10.426766077618495,10.505080667388857,9.0,10.5,11.5,7.0,15.25,10.5,10.5,10.5
1998,2nd Quintile,3133,10.870793795933789,10.838652983906266,10.902934607961312,10.0,10.5,11.5,7.75,13.75,10.5,10.5,10.5
1998,3rd Quintile,3077,11.306485205342039,11.270562647120173,11.342407763563905,10.5,10.5,12.0,8.25,14.25,10.5,10.5,10.5
1998,4th Quintile,2247,12.108832257208213,12.0568445320917,12.160819982324726,10.5,11.5,13.0,7.0,16.75,11.5,11.5,11.5
1998,5th Quintile,1216,13.087561564643936,13.007700539853152,13.16742258943472,10.5,12.0,15.0,7.0,18.0,12.0,12.0,12.5
1999,1st Quintile,1976,10.57307862745616,10.530950507890182,10.615206747022139,9.0,10.5,11.5,7.0,15.25,10.5,10.5,10.5
1999,2nd Quintile,3485,10.845293215762185,10.814789132780698,10.875797298743672,10.0,10.5,11.5,7.75,13.75,10.5,10.5,10.5
1999,3rd Quintile,3280,11.309625423064976,11.275609178618279,11.343641667511672,10.5,10.5,12.0,8.25,14.25,10.5,10.5,10.5
1999,4th Quintile,2644,11.918656134506753,11.871801633536743,11.965510635476763,10.5,11.0,13.0,7.0,16.75,11.0,10.5,11.0
1999,5th Quintile,1492,13.18273342389957,13.10972039193454,13.255746455864601,10.5,12.0,16.0,7.0,18.0,12.0,12.0,12.5
2000,1st Quintile,1723,10.728491267738272,10.683550122890555,10.77343241258599,9.0,10.5,11.5,7.0,15.25,10.5,10.5,10.5
2000,2nd Quintile,3150,10.991529542689916,10.960159056911738,11.022900028468094,10.5,10.5,11.5,9.0,13.0,10.5,10.5,10.5
2000,3rd Quintile,3449,11.625270686603253,11.590706968800822,11.659834404405684,10.5,11.0,12.0,8.25,14.25,11.0,10.5,11.0
2000,4th Quintile,2810,12.204104114013298,12.159326219005209,12.248882009021386,10.5,11.5,13.0,7.0,16.75,11.5,11.5,11.5
2000,5th Quintile,1773,13.591691748150437,13.526089567988768,13.657293928312106,11.5,12.0,16.0,7.0,18.0,12.0,11.0,12.0
2001,1st Quintile,2696,10.78718460814314,10.750083367446052,10.824285848840226,9.0,10.5,11.5,7.0,15.25,10.5,10.5,10.5
2001,2nd Quintile,4621,10.981092719605623,10.955038256614271,11.007147182596976,10.5,10.5,11.5,9.0,13.0,10.5,10.5,10.5
2001,3rd Quintile,5618,11.456843084980667,11.430996135622877,11.482690034338457,10.5,11.0,12.0,8.25,14.25,11.0,11.0,11.0
2001,4th Quintile,4938,12.168780282162826,12.135389495070523,12.20217106925513,10.5,11.5,13.0,7.0,16.75,11.5,11.5,11.5
