year,regtyp,sampreg,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1985,Urban regions,West,11.009034863995517,10.985881994537001,11.032187733454032,9.0,10.5,11.5,7.0,15.25,10.5,10.5,10.5,8382.0
1985,Rural regions,West,10.65207769366275,10.613466020443656,10.690689366881845,9.0,10.5,11.0,7.0,14.0,10.5,10.5,10.5,2309.0
1986,Urban regions,West,11.043536034715435,11.019809769631097,11.067262299799774,10.0,10.5,11.5,7.75,13.75,10.5,10.5,10.5,8038.0
1986,Rural regions,West,10.711605335896872,10.671363780711351,10.751846891082392,9.0,10.5,11.0,7.0,14.0,10.5,10.5,10.5,2211.0
1987,Urban regions,West,11.075314949390282,11.051136611688245,11.09949328709232,10.0,10.5,11.5,7.75,13.75,10.5,10.5,10.5,7927.0
1987,Rural regions,West,10.747627832831668,10.707549817850033,10.787705847813303,9.0,10.5,11.5,7.0,15.25,10.5,10.5,10.5,2174.0
1988,Urban regions,West,11.123490312077202,11.098509938025432,11.148470686128972,10.0,10.5,11.5,7.75,13.75,10.5,10.5,10.5,7593.0
1988,Rural regions,West,10.725573687821075,10.685375374224371,10.76577200141778,9.0,10.5,11.5,7.0,15.25,10.5,10.5,10.5,2028.0
1989,Urban regions,West,11.151809967943088,11.126173784629243,11.177446151256932,10.0,10.5,11.5,7.75,13.75,10.5,10.5,10.5,7383.0
1989,Rural regions,West,10.789628097285206,10.74648529149723,10.832770903073182,9.0,10.5,11.5,7.0,15.25,10.5,10.5,10.5,1919.0
1990,Urban regions,West,11.185708581686772,11.159325604518102,11.212091558855441,10.0,10.5,11.5,7.75,13.75,10.5,10.5,10.5,7182.0
1990,Urban regions,East,11.945977593867621,11.886063611182466,12.005891576552775,10.5,11.5,13.0,7.0,16.75,11.5,11.5,11.5,1450.0
1990,Rural regions,West,10.800282282184666,10.757464391721914,10.843100172647418,9.0,10.5,11.5,7.0,15.25,10.5,10.5,10.5,1911.0
1990,Rural regions,East,11.430573658853215,11.395915378084588,11.465231939621841,10.5,11.0,11.5,9.0,13.0,11.0,10.5,11.0,2843.0
1991,Urban regions,West,11.22844830739113,11.201531116464103,11.255365498318156,10.0,10.5,11.5,7.75,13.75,10.5,10.5,10.5,7129.0
