year,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1985,Urban regions,8382,11.009034863995517,10.985881994537001,11.032187733454032,9.0,10.5,11.5,7.0,15.25,10.5,10.5,10.5
1985,Rural regions,2309,10.65207769366275,10.613466020443656,10.690689366881845,9.0,10.5,11.0,7.0,14.0,10.5,10.5,10.5
1986,Urban regions,8038,11.043536034715434,11.019809769631095,11.067262299799772,10.0,10.5,11.5,7.75,13.75,10.5,10.5,10.5
1986,Rural regions,2211,10.711605335896872,10.671363780711351,10.751846891082392,9.0,10.5,11.0,7.0,14.0,10.5,10.5,10.5
1987,Urban regions,7927,11.07531494939028,11.051136611688243,11.099493287092319,10.0,10.5,11.5,7.75,13.75,10.5,10.5,10.5
1987,Rural regions,2174,10.747627832831668,10.707549817850033,10.787705847813303,9.0,10.5,11.5,7.0,15.25,10.5,10.5,10.5
1988,Urban regions,7593,11.1234903120772,11.09850993802543,11.14847068612897,10.0,10.5,11.5,7.75,13.75,10.5,10.5,10.5
1988,Rural regions,2028,10.725573687821075,10.685375374224371,10.76577200141778,9.0,10.5,11.5,7.0,15.25,10.5,10.5,10.5
1989,Urban regions,7383,11.151809967943088,11.126173784629243,11.177446151256932,10.0,10.5,11.5,7.75,13.75,10.5,10.5,10.5
1989,Rural regions,1919,10.789628097285204,10.746485291497228,10.83277090307318,9.0,10.5,11.5,7.0,15.25,10.5,10.5,10.5
1990,Urban regions,8632,11.262308744348061,11.238080324224212,11.28653716447191,10.0,10.5,11.5,7.75,13.75,10.5,10.5,10.5
1990,Rural regions,4754,11.057268910597205,11.029926825913163,11.084610995281247,10.5,10.5,11.5,9.0,13.0,10.5,10.5,10.5
1991,Urban regions,8445,11.309248909894034,11.284356789508644,11.334141030279424,10.0,10.5,11.5,7.75,13.75,10.5,10.5,10.5
1991,Rural regions,4652,11.090032559674533,11.061649913094824,11.118415206254243,10.5,10.5,11.5,9.0,13.0,10.5,10.5,10.5
1992,Urban regions,8315,11.338000529746283,11.312695980395912,11.363305079096655,10.5,10.5,12.0,8.25,14.25,10.5,10.5,10.5
1992,Rural regions,4439,11.08749215429295,11.058809191590056,11.116175116995842,10.5,10.5,11.5,9.0,13.0,10.5,10.5,10.5
1993,Urban regions,8248,11.358913216961852,11.33324386085584,11.384582573067865,10.5,10.5,12.0,8.25,14.25,10.5,10.5,10.5
1993,Rural regions,4401,11.138790066478458,11.109216681697033,11.168363451259884,10.5,10.5,11.5,9.0,13.0,10.5,10.5,10.5
1994,Urban regions,8047,11.398191244053931,11.371934283004492,11.42444820510337,10.5,10.5,12.0,8.25,14.25,10.5,10.5,10.5
1994,Rural regions,4282,11.21257419986257,11.182145154454675,11.243003245270463,10.5,10.5,11.5,9.0,13.0,10.5,10.5,10.5
