year,quintil_oecd_hh,regtyp,hgeqpgar,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,4th Quintile,Urban regions,Yes,0.47930,390,804,0.44474,0.51385
1986,4th Quintile,Urban regions,No,0.49478,414,804,0.46019,0.52936
1986,4th Quintile,Rural regions,Yes,0.73586,141,191,0.67318,0.79855
1986,4th Quintile,Rural regions,No,0.22883,50,191,0.16910,0.28856
1986,5th Quintile,Urban regions,Yes,0.57981,460,764,0.54478,0.61483
1986,5th Quintile,Urban regions,No,0.39912,304,764,0.36437,0.43387
1986,5th Quintile,Rural regions,Yes,0.77198,135,171,0.70891,0.83505
1986,5th Quintile,Rural regions,No,0.19625,36,171,0.13655,0.25595
1987,1st Quintile,Urban regions,Yes,0.37693,260,713,0.34134,0.41253
1987,1st Quintile,Urban regions,No,0.59123,453,713,0.55512,0.62734
1987,1st Quintile,Rural regions,Yes,0.64038,133,209,0.57517,0.70560
1987,1st Quintile,Rural regions,No,0.33436,76,209,0.27024,0.39847
1987,2nd Quintile,Urban regions,Yes,0.44355,328,771,0.40846,0.47864
1987,2nd Quintile,Urban regions,No,0.53597,443,771,0.50074,0.57119
1987,2nd Quintile,Rural regions,Yes,0.64224,151,219,0.57861,0.70587
1987,2nd Quintile,Rural regions,No,0.34028,68,219,0.27738,0.40317
1987,3rd Quintile,Urban regions,Yes,0.49166,391,799,0.45698,0.52635
1987,3rd Quintile,Urban regions,No,0.48202,408,799,0.44735,0.51669
1987,3rd Quintile,Rural regions,Yes,0.72393,148,208,0.66303,0.78483
1987,3rd Quintile,Rural regions,No,0.25714,60,208,0.19760,0.31668
1987,4th Quintile,Urban regions,Yes,0.47463,380,807,0.44016,0.50911
1987,4th Quintile,Urban regions,No,0.50787,427,807,0.47336,0.54239
1987,4th Quintile,Rural regions,Yes,0.73665,144,194,0.67451,0.79879
1987,4th Quintile,Rural regions,No,0.25041,50,194,0.18928,0.31153
1987,5th Quintile,Urban regions,Yes,0.58981,480,785,0.55538,0.62424
1987,5th Quintile,Urban regions,No,0.39556,305,785,0.36134,0.42979
1987,5th Quintile,Rural regions,Yes,0.77027,116,152,0.70317,0.83736
1987,5th Quintile,Rural regions,No,0.20429,36,152,0.13998,0.26860
1988,1st Quintile,Urban regions,Yes,0.36092,248,712,0.32562,0.39622
1988,1st Quintile,Urban regions,No,0.60357,464,712,0.56762,0.63953
1988,1st Quintile,Rural regions,Yes,0.61304,120,199,0.54520,0.68089
1988,1st Quintile,Rural regions,No,0.35130,79,199,0.28481,0.41779
1988,2nd Quintile,Urban regions,Yes,0.47061,340,752,0.43491,0.50631
1988,2nd Quintile,Urban regions,No,0.50762,412,752,0.47186,0.54338
1988,2nd Quintile,Rural regions,Yes,0.69604,141,197,0.63165,0.76044
1988,2nd Quintile,Rural regions,No,0.29774,56,197,0.23372,0.36176
1988,3rd Quintile,Urban regions,Yes,0.50192,391,775,0.46670,0.53715
1988,3rd Quintile,Urban regions,No,0.47849,384,775,0.44330,0.51368
1988,3rd Quintile,Rural regions,Yes,0.73474,136,192,0.67213,0.79735
1988,3rd Quintile,Rural regions,No,0.25367,56,192,0.19196,0.31538
1988,4th Quintile,Urban regions,Yes,0.51895,383,764,0.48350,0.55441
1988,4th Quintile,Urban regions,No,0.46538,381,764,0.42998,0.50077
1988,4th Quintile,Rural regions,Yes,0.77662,151,196,0.71816,0.83508
1988,4th Quintile,Rural regions,No,0.20384,45,196,0.14729,0.26038
1988,5th Quintile,Urban regions,Yes,0.62093,467,731,0.58573,0.65612
1988,5th Quintile,Urban regions,No,0.36465,264,731,0.32973,0.39956
1988,5th Quintile,Rural regions,Yes,0.78515,112,145,0.71806,0.85223
1988,5th Quintile,Rural regions,No,0.20114,33,145,0.13567,0.26662
1989,1st Quintile,Urban regions,Yes,0.37018,252,706,0.33454,0.40582
1989,1st Quintile,Urban regions,No,0.59365,454,706,0.55739,0.62990
1989,1st Quintile,Rural regions,Yes,0.63524,109,178,0.56433,0.70616
1989,1st Quintile,Rural regions,No,0.33273,69,178,0.26331,0.40214
1989,2nd Quintile,Urban regions,Yes,0.46903,335,757,0.43346,0.50461
1989,2nd Quintile,Urban regions,No,0.50059,422,757,0.46494,0.53623
1989,2nd Quintile,Rural regions,Yes,0.62590,131,199,0.55849,0.69330
1989,2nd Quintile,Rural regions,No,0.36328,68,199,0.29628,0.43027
1989,3rd Quintile,Urban regions,Yes,0.52571,388,746,0.48986,0.56157
1989,3rd Quintile,Urban regions,No,0.45562,358,746,0.41986,0.49138
1989,3rd Quintile,Rural regions,Yes,0.74557,141,189,0.68331,0.80783
1989,3rd Quintile,Rural regions,No,0.23122,48,189,0.17095,0.29149
1989,4th Quintile,Urban regions,Yes,0.52277,387,746,0.48690,0.55864
1989,4th Quintile,Urban regions,No,0.46247,359,746,0.42666,0.49827
1989,4th Quintile,Rural regions,Yes,0.76135,144,187,0.70009,0.82261
1989,4th Quintile,Rural regions,No,0.22577,43,187,0.16569,0.28586
1989,5th Quintile,Urban regions,Yes,0.60587,442,702,0.56969,0.64204
1989,5th Quintile,Urban regions,No,0.37899,260,702,0.34308,0.41491
1989,5th Quintile,Rural regions,Yes,0.83933,112,112,0.77102,0.90765
1990,1st Quintile,Urban regions,Yes,0.28155,235,235,0.22392,0.33918
1990,1st Quintile,Rural regions,Yes,0.54526,785,785,0.51040,0.58011
1990,2nd Quintile,Urban regions,Yes,0.39126,329,879,0.35898,0.42354
1990,2nd Quintile,Urban regions,No,0.57118,550,879,0.53844,0.60391
1990,2nd Quintile,Rural regions,Yes,0.67661,162,250,0.61850,0.73471
1990,2nd Quintile,Rural regions,No,0.31250,88,250,0.25493,0.37007
1990,3rd Quintile,Urban regions,Yes,0.50480,457,910,0.47230,0.53730
1990,3rd Quintile,Urban regions,No,0.46968,453,910,0.43723,0.50212
1990,3rd Quintile,Rural regions,Yes,0.67037,161,233,0.60988,0.73086
1990,3rd Quintile,Rural regions,No,0.29900,72,233,0.24009,0.35791
1990,4th Quintile,Urban regions,Yes,0.52407,463,896,0.49135,0.55679
1990,4th Quintile,Urban regions,No,0.45089,433,896,0.41829,0.48349
1990,4th Quintile,Rural regions,Yes,0.71247,164,227,0.65345,0.77148
1990,4th Quintile,Rural regions,No,0.26360,63,227,0.20616,0.32105
1990,5th Quintile,Urban regions,Yes,0.59387,538,863,0.56109,0.62666
1990,5th Quintile,Urban regions,No,0.39120,325,863,0.35862,0.42378
1990,5th Quintile,Rural regions,Yes,0.82778,152,185,0.77323,0.88234
1990,5th Quintile,Rural regions,No,0.15103,33,185,0.09929,0.20277
1991,1st Quintile,Urban regions,Yes,0.28694,212,682,0.25296,0.32091
1991,1st Quintile,Urban regions,No,0.66684,470,682,0.63144,0.70224
1991,1st Quintile,Rural regions,Yes,0.53170,738,1266,0.50420,0.55920
1991,1st Quintile,Rural regions,No,0.44616,528,1266,0.41877,0.47356
1991,2nd Quintile,Urban regions,Yes,0.38061,319,890,0.34869,0.41253
1991,2nd Quintile,Urban regions,No,0.60612,571,890,0.57400,0.63824
1991,2nd Quintile,Rural regions,Yes,0.68446,166,248,0.62650,0.74241
1991,2nd Quintile,Rural regions,No,0.31554,82,248,0.25759,0.37350
1991,3rd Quintile,Urban regions,Yes,0.53495,463,921,0.50272,0.56718
1991,3rd Quintile,Urban regions,No,0.46313,458,921,0.43090,0.49535
1991,3rd Quintile,Rural regions,Yes,0.68180,176,253,0.62430,0.73931
1991,3rd Quintile,Rural regions,No,0.31820,77,253,0.26069,0.37570
1991,4th Quintile,Urban regions,Yes,0.54035,490,930,0.50831,0.57240
1991,4th Quintile,Urban regions,No,0.45640,440,930,0.42437,0.48843
1991,4th Quintile,Rural regions,Yes,0.74864,189,252,0.69497,0.80230
1991,4th Quintile,Rural regions,No,0.24566,63,252,0.19240,0.29891
1991,5th Quintile,Urban regions,Yes,0.60950,562,897,0.57756,0.64145
1991,5th Quintile,Urban regions,No,0.38388,335,897,0.35203,0.41572
1991,5th Quintile,Rural regions,Yes,0.84976,138,169,0.79573,0.90379
1991,5th Quintile,Rural regions,No,0.14045,31,169,0.08791,0.19299
1992,1st Quintile,Urban regions,Yes,0.32385,215,694,0.28901,0.35869
1992,1st Quintile,Urban regions,No,0.62523,479,694,0.58919,0.66127
1992,1st Quintile,Rural regions,Yes,0.53129,362,634,0.49241,0.57016
1992,1st Quintile,Rural regions,No,0.43693,272,634,0.39829,0.47557
1992,2nd Quintile,Urban regions,Yes,0.46068,364,862,0.42738,0.49397
1992,2nd Quintile,Urban regions,No,0.51607,498,862,0.48269,0.54945
1992,2nd Quintile,Rural regions,Yes,0.61318,351,571,0.57320,0.65316
1992,2nd Quintile,Rural regions,No,0.35774,220,571,0.31838,0.39709
1992,3rd Quintile,Urban regions,Yes,0.46232,408,899,0.42971,0.49493
1992,3rd Quintile,Urban regions,No,0.51577,491,899,0.48308,0.54846
1992,3rd Quintile,Rural regions,Yes,0.67421,263,402,0.62834,0.72008
1992,3rd Quintile,Rural regions,No,0.30105,139,402,0.25615,0.34595
1992,4th Quintile,Urban regions,Yes,0.53645,484,923,0.50426,0.56864
1992,4th Quintile,Urban regions,No,0.44521,439,923,0.41313,0.47729
1992,4th Quintile,Rural regions,Yes,0.72276,230,318,0.67349,0.77204
1992,4th Quintile,Rural regions,No,0.26619,88,318,0.21753,0.31484
1992,5th Quintile,Urban regions,Yes,0.63705,571,896,0.60554,0.66855
1992,5th Quintile,Urban regions,No,0.34887,325,896,0.31765,0.38010
1992,5th Quintile,Rural regions,Yes,0.81198,138,175,0.75392,0.87003
1992,5th Quintile,Rural regions,No,0.18207,37,175,0.12473,0.23941
1993,1st Quintile,Urban regions,Yes,0.35059,234,699,0.31519,0.38599
1993,1st Quintile,Urban regions,No,0.61127,465,699,0.57511,0.64744
1993,1st Quintile,Rural regions,Yes,0.51907,295,558,0.47757,0.56056
1993,1st Quintile,Rural regions,No,0.42736,263,558,0.38628,0.46845
1993,2nd Quintile,Urban regions,Yes,0.47302,381,872,0.43986,0.50618
1993,2nd Quintile,Urban regions,No,0.49935,491,872,0.46614,0.53256
1993,2nd Quintile,Rural regions,Yes,0.57077,348,573,0.53021,0.61134
1993,2nd Quintile,Rural regions,No,0.39296,225,573,0.35293,0.43298
1993,3rd Quintile,Urban regions,Yes,0.49468,420,886,0.46174,0.52762
1993,3rd Quintile,Urban regions,No,0.46250,466,886,0.42965,0.49535
1993,3rd Quintile,Rural regions,Yes,0.67351,299,448,0.63004,0.71698
1993,3rd Quintile,Rural regions,No,0.28015,149,448,0.23852,0.32178
1993,4th Quintile,Urban regions,Yes,0.55248,488,904,0.52005,0.58491
1993,4th Quintile,Urban regions,No,0.41778,416,904,0.38561,0.44995
1993,4th Quintile,Rural regions,Yes,0.69316,238,344,0.64436,0.74197
1993,4th Quintile,Rural regions,No,0.28262,106,344,0.23496,0.33027
1993,5th Quintile,Urban regions,Yes,0.59658,544,881,0.56416,0.62899
1993,5th Quintile,Urban regions,No,0.36634,337,881,0.33451,0.39818
1993,5th Quintile,Rural regions,Yes,0.80670,150,189,0.75026,0.86315
1993,5th Quintile,Rural regions,No,0.18040,39,189,0.12543,0.23537
1994,1st Quintile,Urban regions,Yes,0.33240,250,786,0.29944,0.36535
1994,1st Quintile,Urban regions,No,0.61444,536,786,0.58039,0.64849
1994,1st Quintile,Rural regions,Yes,0.51309,265,491,0.46883,0.55734
1994,1st Quintile,Rural regions,No,0.43206,226,491,0.38819,0.47592
1994,2nd Quintile,Urban regions,Yes,0.49963,390,821,0.46540,0.53385
1994,2nd Quintile,Urban regions,No,0.47890,431,821,0.44471,0.51310
1994,2nd Quintile,Rural regions,Yes,0.59734,337,549,0.55628,0.63840
1994,2nd Quintile,Rural regions,No,0.36168,212,549,0.32145,0.40191
1994,3rd Quintile,Urban regions,Yes,0.50683,410,843,0.47306,0.54060
1994,3rd Quintile,Urban regions,No,0.44884,433,843,0.41525,0.48244
1994,3rd Quintile,Rural regions,Yes,0.66637,306,476,0.62397,0.70877
1994,3rd Quintile,Rural regions,No,0.30495,170,476,0.26355,0.34635
1994,4th Quintile,Urban regions,Yes,0.53046,451,856,0.49700,0.56391
1994,4th Quintile,Urban regions,No,0.42075,405,856,0.38765,0.45384
1994,4th Quintile,Rural regions,Yes,0.67091,236,338,0.62074,0.72108
1994,4th Quintile,Rural regions,No,0.27560,102,338,0.22789,0.32330
1994,5th Quintile,Urban regions,Yes,0.62738,548,857,0.59499,0.65977
1994,5th Quintile,Urban regions,No,0.33184,309,857,0.30029,0.36338
1994,5th Quintile,Rural regions,Yes,0.79265,194,239,0.74115,0.84416
1994,5th Quintile,Rural regions,No,0.17144,45,239,0.12355,0.21932
1995,1st Quintile,Urban regions,Yes,0.33433,267,851,0.30261,0.36604
1995,1st Quintile,Urban regions,No,0.60848,584,851,0.57566,0.64129
1995,1st Quintile,Rural regions,Yes,0.52137,254,480,0.47663,0.56610
1995,1st Quintile,Rural regions,No,0.41340,226,480,0.36930,0.45750
1995,2nd Quintile,Urban regions,Yes,0.42642,382,895,0.39400,0.45884
1995,2nd Quintile,Urban regions,No,0.54225,513,895,0.50960,0.57491
1995,2nd Quintile,Rural regions,Yes,0.59164,329,531,0.54979,0.63349
1995,2nd Quintile,Rural regions,No,0.36987,202,531,0.32877,0.41097
1995,3rd Quintile,Urban regions,Yes,0.51229,425,862,0.47890,0.54567
1995,3rd Quintile,Urban regions,No,0.44325,437,862,0.41007,0.47644
1995,3rd Quintile,Rural regions,Yes,0.65805,318,497,0.61631,0.69980
1995,3rd Quintile,Rural regions,No,0.29810,179,497,0.25785,0.33836
1995,4th Quintile,Urban regions,Yes,0.54263,447,840,0.50892,0.57634
1995,4th Quintile,Urban regions,No,0.40765,393,840,0.37439,0.44090
1995,4th Quintile,Rural regions,Yes,0.69922,270,379,0.65299,0.74545
1995,4th Quintile,Rural regions,No,0.22905,109,379,0.18668,0.27141
1995,5th Quintile,Urban regions,Yes,0.63408,545,844,0.60156,0.66660
1995,5th Quintile,Urban regions,No,0.32096,299,844,0.28945,0.35248
1995,5th Quintile,Rural regions,Yes,0.79199,200,255,0.74207,0.84191
1995,5th Quintile,Rural regions,No,0.18757,55,255,0.13957,0.23558
1996,1st Quintile,Urban regions,Yes,0.33811,273,872,0.30670,0.36953
1996,1st Quintile,Urban regions,No,0.60959,599,872,0.57720,0.64199
1996,1st Quintile,Rural regions,Yes,0.48338,229,470,0.43816,0.52861
1996,1st Quintile,Rural regions,No,0.45074,241,470,0.40571,0.49577
1996,2nd Quintile,Urban regions,Yes,0.46438,393,859,0.43101,0.49775
1996,2nd Quintile,Urban regions,No,0.49429,466,859,0.46083,0.52774
1996,2nd Quintile,Rural regions,Yes,0.56564,296,493,0.52184,0.60943
1996,2nd Quintile,Rural regions,No,0.40762,197,493,0.36420,0.45104
1996,3rd Quintile,Urban regions,Yes,0.48097,393,823,0.44682,0.51513
1996,3rd Quintile,Urban regions,No,0.48184,430,823,0.44768,0.51600
1996,3rd Quintile,Rural regions,Yes,0.68645,360,528,0.64684,0.72606
1996,3rd Quintile,Rural regions,No,0.27788,168,528,0.23964,0.31613
1996,4th Quintile,Urban regions,Yes,0.53905,462,865,0.50581,0.57229
1996,4th Quintile,Urban regions,No,0.41294,403,865,0.38011,0.44577
1996,4th Quintile,Rural regions,Yes,0.73479,283,378,0.69023,0.77935
1996,4th Quintile,Rural regions,No,0.21714,95,378,0.17552,0.25876
1996,5th Quintile,Urban regions,Yes,0.64048,530,821,0.60764,0.67332
1996,5th Quintile,Urban regions,No,0.32448,291,821,0.29243,0.35653
1996,5th Quintile,Rural regions,Yes,0.83058,219,268,0.78559,0.87558
1996,5th Quintile,Rural regions,No,0.15628,49,268,0.11273,0.19984
1997,1st Quintile,Urban regions,Yes,0.34489,283,832,0.31257,0.37721
1997,1st Quintile,Urban regions,No,0.60069,549,832,0.56739,0.63399
1997,1st Quintile,Rural regions,Yes,0.50800,220,439,0.46118,0.55482
1997,1st Quintile,Rural regions,No,0.43081,219,439,0.38443,0.47718
1997,2nd Quintile,Urban regions,Yes,0.45127,370,836,0.41751,0.48502
1997,2nd Quintile,Urban regions,No,0.49918,466,836,0.46527,0.53310
1997,2nd Quintile,Rural regions,Yes,0.55950,319,530,0.51720,0.60181
1997,2nd Quintile,Rural regions,No,0.40050,211,530,0.35874,0.44225
1997,3rd Quintile,Urban regions,Yes,0.47356,417,841,0.43979,0.50732
1997,3rd Quintile,Urban regions,No,0.49258,424,841,0.45877,0.52639
1997,3rd Quintile,Rural regions,Yes,0.69870,339,496,0.65828,0.73912
1997,3rd Quintile,Rural regions,No,0.25205,157,496,0.21380,0.29030
1997,4th Quintile,Urban regions,Yes,0.54835,466,867,0.51521,0.58150
1997,4th Quintile,Urban regions,No,0.40012,401,867,0.36749,0.43275
1997,4th Quintile,Rural regions,Yes,0.71579,276,381,0.67044,0.76114
1997,4th Quintile,Rural regions,No,0.23740,105,381,0.19461,0.28018
1997,5th Quintile,Urban regions,Yes,0.65156,535,797,0.61846,0.68466
1997,5th Quintile,Urban regions,No,0.31088,262,797,0.27872,0.34303
1997,5th Quintile,Rural regions,Yes,0.83646,231,276,0.79274,0.88017
1997,5th Quintile,Rural regions,No,0.14374,45,276,0.10228,0.18521
1998,1st Quintile,Urban regions,Yes,0.33041,319,984,0.30101,0.35982
1998,1st Quintile,Urban regions,No,0.65513,665,984,0.62541,0.68484
1998,1st Quintile,Rural regions,Yes,0.45719,203,500,0.41348,0.50090
1998,1st Quintile,Rural regions,No,0.52054,297,500,0.47671,0.56438
1998,2nd Quintile,Urban regions,Yes,0.46180,439,975,0.43049,0.49311
1998,2nd Quintile,Urban regions,No,0.53161,536,975,0.50027,0.56295
1998,2nd Quintile,Rural regions,Yes,0.57722,343,590,0.53732,0.61711
1998,2nd Quintile,Rural regions,No,0.42082,247,590,0.38095,0.46069
1998,3rd Quintile,Urban regions,Yes,0.47426,470,961,0.44267,0.50585
1998,3rd Quintile,Urban regions,No,0.52230,491,961,0.49071,0.55390
1998,3rd Quintile,Rural regions,Yes,0.65971,360,563,0.62054,0.69889
1998,3rd Quintile,Rural regions,No,0.33712,203,563,0.29804,0.37621
1998,4th Quintile,Urban regions,Yes,0.52503,536,989,0.49390,0.55617
1998,4th Quintile,Urban regions,No,0.45879,453,989,0.42772,0.48986
1998,4th Quintile,Rural regions,Yes,0.75552,376,498,0.71773,0.79330
1998,4th Quintile,Rural regions,No,0.23836,122,498,0.20090,0.27582
1998,5th Quintile,Urban regions,Yes,0.66199,652,977,0.63231,0.69166
1998,5th Quintile,Urban regions,No,0.33536,325,977,0.30574,0.36498
1998,5th Quintile,Rural regions,Yes,0.86930,279,323,0.83248,0.90611
1998,5th Quintile,Rural regions,No,0.12708,44,323,0.09070,0.16346
1999,1st Quintile,Urban regions,Yes,0.31065,317,953,0.28125,0.34004
1999,1st Quintile,Urban regions,No,0.66729,636,953,0.63736,0.69722
1999,1st Quintile,Rural regions,Yes,0.49138,247,526,0.44861,0.53414
1999,1st Quintile,Rural regions,No,0.48652,279,526,0.44377,0.52928
1999,2nd Quintile,Urban regions,Yes,0.44486,400,916,0.41266,0.47706
1999,2nd Quintile,Urban regions,No,0.53859,516,916,0.50628,0.57089
1999,2nd Quintile,Rural regions,Yes,0.56758,345,589,0.52753,0.60762
1999,2nd Quintile,Rural regions,No,0.42159,244,589,0.38168,0.46150
1999,3rd Quintile,Urban regions,Yes,0.48957,455,917,0.45720,0.52194
1999,3rd Quintile,Urban regions,No,0.49925,462,917,0.46687,0.53163
1999,3rd Quintile,Rural regions,Yes,0.66757,365,558,0.62844,0.70669
1999,3rd Quintile,Rural regions,No,0.32457,193,558,0.28569,0.36346
1999,4th Quintile,Urban regions,Yes,0.53254,543,950,0.50080,0.56429
1999,4th Quintile,Urban regions,No,0.44995,407,950,0.41830,0.48161
1999,4th Quintile,Rural regions,Yes,0.77043,315,420,0.73016,0.81069
1999,4th Quintile,Rural regions,No,0.22280,105,420,0.18295,0.26264
1999,5th Quintile,Urban regions,Yes,0.66186,623,920,0.63128,0.69245
1999,5th Quintile,Urban regions,No,0.32279,297,920,0.29256,0.35301
1999,5th Quintile,Rural regions,Yes,0.85918,264,307,0.82020,0.89815
1999,5th Quintile,Rural regions,No,0.13920,43,307,0.10042,0.17799
2000,1st Quintile,Urban regions,Yes,0.33543,575,1585,0.31217,0.35868
2000,1st Quintile,Urban regions,No,0.63461,1010,1585,0.61089,0.65832
2000,1st Quintile,Rural regions,Yes,0.46549,442,924,0.43331,0.49767
2000,1st Quintile,Rural regions,No,0.52058,482,924,0.48835,0.55281
2000,2nd Quintile,Urban regions,Yes,0.44124,780,1646,0.41724,0.46523
2000,2nd Quintile,Urban regions,No,0.53726,866,1646,0.51316,0.56135
2000,2nd Quintile,Rural regions,Yes,0.59710,656,1027,0.56708,0.62711
2000,2nd Quintile,Rural regions,No,0.38986,371,1027,0.36002,0.41971
2000,3rd Quintile,Urban regions,Yes,0.48760,859,1625,0.46329,0.51191
2000,3rd Quintile,Urban regions,No,0.49913,766,1625,0.47481,0.52345
2000,3rd Quintile,Rural regions,Yes,0.69005,708,995,0.66129,0.71880
2000,3rd Quintile,Rural regions,No,0.30239,287,995,0.27384,0.33094
2000,4th Quintile,Urban regions,Yes,0.57183,1109,1781,0.54884,0.59482
2000,4th Quintile,Urban regions,No,0.41065,672,1781,0.38780,0.43351
2000,4th Quintile,Rural regions,Yes,0.76763,622,795,0.73826,0.79701
2000,4th Quintile,Rural regions,No,0.22871,173,795,0.19950,0.25793
2000,5th Quintile,Urban regions,Yes,0.63295,1258,1821,0.61081,0.65510
2000,5th Quintile,Urban regions,No,0.34906,563,1821,0.32716,0.37096
2000,5th Quintile,Rural regions,Yes,0.85821,499,572,0.82960,0.88683
2000,5th Quintile,Rural regions,No,0.13867,73,572,0.11032,0.16701
2001,1st Quintile,Urban regions,Yes,0.32215,469,1390,0.29757,0.34673
2001,1st Quintile,Urban regions,No,0.63889,921,1390,0.61363,0.66415
2001,1st Quintile,Rural regions,Yes,0.48137,373,782,0.44633,0.51641
2001,1st Quintile,Rural regions,No,0.49876,409,782,0.46369,0.53383
2001,2nd Quintile,Urban regions,Yes,0.43437,685,1469,0.40901,0.45972
2001,2nd Quintile,Urban regions,No,0.54424,784,1469,0.51877,0.56972
2001,2nd Quintile,Rural regions,Yes,0.61496,638,960,0.58416,0.64575
2001,2nd Quintile,Rural regions,No,0.37741,322,960,0.34673,0.40809
2001,3rd Quintile,Urban regions,Yes,0.51584,843,1523,0.49073,0.54094
2001,3rd Quintile,Urban regions,No,0.46080,680,1523,0.43575,0.48584
2001,3rd Quintile,Rural regions,Yes,0.67039,622,871,0.63915,0.70162
2001,3rd Quintile,Rural regions,No,0.31877,249,871,0.28780,0.34973
2001,4th Quintile,Urban regions,Yes,0.57442,1009,1593,0.55013,0.59871
2001,4th Quintile,Urban regions,No,0.40563,584,1593,0.38151,0.42975
2001,4th Quintile,Rural regions,Yes,0.78986,590,748,0.76064,0.81907
2001,4th Quintile,Rural regions,No,0.20157,158,748,0.17280,0.23034
2001,5th Quintile,Urban regions,Yes,0.63194,1139,1652,0.60868,0.65520
2001,5th Quintile,Urban regions,No,0.34877,513,1652,0.32578,0.37176
2001,5th Quintile,Rural regions,Yes,0.83582,425,495,0.80315,0.86849
2001,5th Quintile,Rural regions,No,0.15159,70,495,0.11996,0.18321
2002,1st Quintile,Urban regions,Yes,0.30442,413,1274,0.27914,0.32969
2002,1st Quintile,Urban regions,No,0.64910,861,1274,0.62289,0.67532
2002,1st Quintile,Rural regions,Yes,0.46375,352,763,0.42834,0.49916
2002,1st Quintile,Rural regions,No,0.51097,411,763,0.47548,0.54647
2002,2nd Quintile,Urban regions,Yes,0.46960,648,1344,0.44291,0.49629
2002,2nd Quintile,Urban regions,No,0.50542,696,1344,0.47868,0.53216
2002,2nd Quintile,Rural regions,Yes,0.63460,558,854,0.60228,0.66691
2002,2nd Quintile,Rural regions,No,0.35845,296,854,0.32626,0.39063
2002,3rd Quintile,Urban regions,Yes,0.53211,811,1438,0.50631,0.55791
2002,3rd Quintile,Urban regions,No,0.44016,627,1438,0.41449,0.46582
2002,3rd Quintile,Rural regions,Yes,0.69992,572,790,0.66794,0.73190
2002,3rd Quintile,Rural regions,No,0.28517,218,790,0.25367,0.31668
2002,4th Quintile,Urban regions,Yes,0.54816,942,1539,0.52328,0.57303
2002,4th Quintile,Urban regions,No,0.43383,597,1539,0.40906,0.45860
2002,4th Quintile,Rural regions,Yes,0.77792,629,790,0.74891,0.80692
2002,4th Quintile,Rural regions,No,0.21266,161,790,0.18411,0.24121
2002,5th Quintile,Urban regions,Yes,0.62492,1806,2465,0.60581,0.64404
2002,5th Quintile,Urban regions,No,0.35043,659,2465,0.33159,0.36927
2002,5th Quintile,Rural regions,Yes,0.81812,621,711,0.78975,0.84649
2002,5th Quintile,Rural regions,No,0.16620,90,711,0.13882,0.19359
2003,1st Quintile,Urban regions,Yes,0.31523,428,1288,0.28985,0.34061
2003,1st Quintile,Urban regions,No,0.64435,860,1288,0.61820,0.67050
2003,1st Quintile,Rural regions,Yes,0.45134,318,707,0.41463,0.48804
