year,bula_h,quintil_oecd_hh,hgeqpgar,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Hesse,2nd Quintile,No,0.45449,63,111,0.36144,0.54754
1984,Hesse,3rd Quintile,Yes,0.49541,41,92,0.39269,0.59814
1984,Hesse,3rd Quintile,No,0.49127,51,92,0.38855,0.59399
1984,Hesse,4th Quintile,Yes,0.55438,59,120,0.46507,0.64368
1984,Hesse,4th Quintile,No,0.43532,61,120,0.34624,0.52441
1984,Hesse,5th Quintile,Yes,0.59680,69,119,0.50829,0.68531
1984,Hesse,5th Quintile,No,0.35566,50,119,0.26928,0.44204
1984,"Rhineland-Palatinate, Saarland",1st Quintile,Yes,0.61012,47,81,0.50324,0.71700
1984,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.36948,34,81,0.26371,0.47525
1984,"Rhineland-Palatinate, Saarland",2nd Quintile,Yes,0.56787,56,98,0.46929,0.66646
1984,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.39138,42,98,0.29425,0.48851
1984,"Rhineland-Palatinate, Saarland",3rd Quintile,Yes,0.61101,50,83,0.50548,0.71653
1984,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.37746,33,83,0.27254,0.48239
1984,"Rhineland-Palatinate, Saarland",4th Quintile,Yes,0.69611,48,48,0.56461,0.82760
1984,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,0.79369,42,42,0.66982,0.91755
1984,Baden-Wuerttemberg,1st Quintile,Yes,0.41328,73,181,0.34134,0.48522
1984,Baden-Wuerttemberg,1st Quintile,No,0.55061,108,181,0.47794,0.62328
1984,Baden-Wuerttemberg,2nd Quintile,Yes,0.60520,118,220,0.54046,0.66994
1984,Baden-Wuerttemberg,2nd Quintile,No,0.38058,102,220,0.31628,0.44489
1984,Baden-Wuerttemberg,3rd Quintile,Yes,0.57653,114,221,0.51124,0.64183
1984,Baden-Wuerttemberg,3rd Quintile,No,0.40122,107,221,0.33645,0.46599
1984,Baden-Wuerttemberg,4th Quintile,Yes,0.61492,120,221,0.55062,0.67923
1984,Baden-Wuerttemberg,4th Quintile,No,0.35787,101,221,0.29452,0.42122
1984,Baden-Wuerttemberg,5th Quintile,Yes,0.58650,105,190,0.51629,0.65671
1984,Baden-Wuerttemberg,5th Quintile,No,0.39134,85,190,0.32176,0.46092
1984,Bavaria,1st Quintile,Yes,0.53841,90,170,0.46324,0.61357
1984,Bavaria,1st Quintile,No,0.42999,80,170,0.35535,0.50463
1984,Bavaria,2nd Quintile,Yes,0.57249,108,194,0.50270,0.64229
1984,Bavaria,2nd Quintile,No,0.39868,86,194,0.32960,0.46776
1984,Bavaria,3rd Quintile,Yes,0.53845,104,206,0.47021,0.60670
1984,Bavaria,3rd Quintile,No,0.43076,102,206,0.36297,0.49854
1984,Bavaria,4th Quintile,Yes,0.61673,113,198,0.54884,0.68462
1984,Bavaria,4th Quintile,No,0.37599,85,198,0.30835,0.44363
1984,Bavaria,5th Quintile,Yes,0.64729,119,185,0.57825,0.71633
1984,Bavaria,5th Quintile,No,0.34139,66,185,0.27287,0.40990
1984,Berlin,3rd Quintile,No,0.86568,51,51,0.77116,0.96020
1984,Berlin,4th Quintile,No,0.82650,40,40,0.70765,0.94535
1984,Berlin,5th Quintile,No,0.74847,39,39,0.61051,0.88643
1985,Lower Saxony,1st Quintile,Yes,0.56949,60,111,0.47695,0.66202
1985,Lower Saxony,1st Quintile,No,0.40401,51,111,0.31231,0.49571
1985,Lower Saxony,2nd Quintile,Yes,0.51977,50,92,0.41711,0.62242
1985,Lower Saxony,2nd Quintile,No,0.46807,42,92,0.36555,0.57060
1985,Lower Saxony,3rd Quintile,Yes,0.64158,73,114,0.55317,0.73000
1985,Lower Saxony,3rd Quintile,No,0.34787,41,114,0.26005,0.43569
1985,Lower Saxony,4th Quintile,Yes,0.69863,63,63,0.58441,0.81285
1985,Lower Saxony,5th Quintile,Yes,0.72271,76,76,0.62139,0.82403
1985,North Rhine-Westphalia,1st Quintile,Yes,0.32690,109,315,0.27502,0.37879
1985,North Rhine-Westphalia,1st Quintile,No,0.63984,206,315,0.58675,0.69294
1985,North Rhine-Westphalia,2nd Quintile,Yes,0.51352,157,309,0.45770,0.56934
1985,North Rhine-Westphalia,2nd Quintile,No,0.47204,152,309,0.41628,0.52779
1985,North Rhine-Westphalia,3rd Quintile,Yes,0.47507,119,251,0.41317,0.53697
1985,North Rhine-Westphalia,3rd Quintile,No,0.50712,132,251,0.44515,0.56909
1985,North Rhine-Westphalia,4th Quintile,Yes,0.54823,152,278,0.48963,0.60684
1985,North Rhine-Westphalia,4th Quintile,No,0.44621,126,278,0.38767,0.50475
1985,North Rhine-Westphalia,5th Quintile,Yes,0.62063,155,255,0.56096,0.68031
1985,North Rhine-Westphalia,5th Quintile,No,0.37663,100,255,0.31704,0.43622
1985,Hesse,1st Quintile,Yes,0.40282,39,121,0.31507,0.49058
1985,Hesse,1st Quintile,No,0.59352,82,121,0.50563,0.68140
1985,Hesse,2nd Quintile,Yes,0.51802,45,100,0.41959,0.61645
1985,Hesse,2nd Quintile,No,0.44694,55,100,0.34900,0.54488
1985,Hesse,3rd Quintile,Yes,0.56134,46,97,0.46208,0.66061
1985,Hesse,3rd Quintile,No,0.43619,51,97,0.33699,0.53540
1985,Hesse,4th Quintile,Yes,0.61550,61,108,0.52332,0.70768
1985,Hesse,4th Quintile,No,0.35652,47,108,0.26576,0.44727
1985,Hesse,5th Quintile,Yes,0.64593,60,91,0.54713,0.74473
1985,Hesse,5th Quintile,No,0.31044,31,91,0.21485,0.40603
1985,"Rhineland-Palatinate, Saarland",1st Quintile,Yes,0.61755,50,50,0.48147,0.75362
1985,"Rhineland-Palatinate, Saarland",2nd Quintile,Yes,0.64880,44,44,0.50612,0.79147
1985,"Rhineland-Palatinate, Saarland",3rd Quintile,Yes,0.55093,41,77,0.43910,0.66276
1985,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.44907,36,77,0.33724,0.56090
1985,"Rhineland-Palatinate, Saarland",4th Quintile,Yes,0.66463,45,45,0.52513,0.80413
1985,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,0.83330,45,45,0.72317,0.94343
1985,Baden-Wuerttemberg,1st Quintile,Yes,0.48727,77,170,0.41191,0.56263
1985,Baden-Wuerttemberg,1st Quintile,No,0.48489,93,170,0.40954,0.56024
1985,Baden-Wuerttemberg,2nd Quintile,Yes,0.52597,94,186,0.45402,0.59792
1985,Baden-Wuerttemberg,2nd Quintile,No,0.45545,92,186,0.38369,0.52721
1985,Baden-Wuerttemberg,3rd Quintile,Yes,0.59351,116,228,0.52961,0.65741
1985,Baden-Wuerttemberg,3rd Quintile,No,0.38637,112,228,0.32303,0.44971
1985,Baden-Wuerttemberg,4th Quintile,Yes,0.60789,106,188,0.53792,0.67787
1985,Baden-Wuerttemberg,4th Quintile,No,0.35589,82,188,0.28727,0.42451
1985,Baden-Wuerttemberg,5th Quintile,Yes,0.59968,83,147,0.52020,0.67916
1985,Baden-Wuerttemberg,5th Quintile,No,0.37485,64,147,0.29633,0.45338
1985,Bavaria,1st Quintile,Yes,0.51858,71,135,0.43398,0.60318
1985,Bavaria,1st Quintile,No,0.43815,64,135,0.35414,0.52215
1985,Bavaria,2nd Quintile,Yes,0.57184,105,188,0.50092,0.64276
1985,Bavaria,2nd Quintile,No,0.39793,83,188,0.32778,0.46809
1985,Bavaria,3rd Quintile,Yes,0.58209,92,167,0.50706,0.65712
1985,Bavaria,3rd Quintile,No,0.40361,75,167,0.32898,0.47825
1985,Bavaria,4th Quintile,Yes,0.61114,104,179,0.53952,0.68275
1985,Bavaria,4th Quintile,No,0.36776,75,179,0.29692,0.43860
1985,Bavaria,5th Quintile,Yes,0.63474,119,191,0.56628,0.70321
1985,Bavaria,5th Quintile,No,0.34667,72,191,0.27899,0.41434
1985,Berlin,1st Quintile,No,0.88729,31,31,0.77413,1.00046
1985,Berlin,2nd Quintile,No,0.93182,32,32,0.84309,1.02055
1985,Berlin,3rd Quintile,No,0.88200,36,36,0.77511,0.98888
1985,Berlin,4th Quintile,No,0.72995,31,31,0.57107,0.88882
1985,Berlin,5th Quintile,No,0.83734,41,41,0.72296,0.95171
1986,Lower Saxony,1st Quintile,Yes,0.54570,58,109,0.45179,0.63960
1986,Lower Saxony,1st Quintile,No,0.45430,51,109,0.36040,0.54821
1986,Lower Saxony,2nd Quintile,Yes,0.59942,61,99,0.50240,0.69644
1986,Lower Saxony,2nd Quintile,No,0.33609,38,99,0.24256,0.42961
1986,Lower Saxony,3rd Quintile,Yes,0.74720,75,75,0.64817,0.84623
1986,Lower Saxony,4th Quintile,Yes,0.61378,61,97,0.51638,0.71117
1986,Lower Saxony,4th Quintile,No,0.35824,36,97,0.26233,0.45416
1986,Lower Saxony,5th Quintile,Yes,0.71820,71,71,0.61281,0.82359
1986,North Rhine-Westphalia,1st Quintile,Yes,0.34105,101,288,0.28621,0.39590
1986,North Rhine-Westphalia,1st Quintile,No,0.63701,187,288,0.58138,0.69264
1986,North Rhine-Westphalia,2nd Quintile,Yes,0.46552,120,259,0.40465,0.52639
1986,North Rhine-Westphalia,2nd Quintile,No,0.51393,139,259,0.45294,0.57492
1986,North Rhine-Westphalia,3rd Quintile,Yes,0.52991,144,275,0.47081,0.58901
1986,North Rhine-Westphalia,3rd Quintile,No,0.46228,131,275,0.40324,0.52131
1986,North Rhine-Westphalia,4th Quintile,Yes,0.53318,153,275,0.47410,0.59225
1986,North Rhine-Westphalia,4th Quintile,No,0.45127,122,275,0.39235,0.51019
1986,North Rhine-Westphalia,5th Quintile,Yes,0.61707,156,243,0.55583,0.67832
1986,North Rhine-Westphalia,5th Quintile,No,0.37474,87,243,0.31375,0.43572
1986,Hesse,1st Quintile,Yes,0.36456,36,113,0.27542,0.45369
1986,Hesse,1st Quintile,No,0.58464,77,113,0.49338,0.67591
1986,Hesse,2nd Quintile,Yes,0.57830,50,98,0.48003,0.67658
1986,Hesse,2nd Quintile,No,0.38460,48,98,0.28778,0.48142
1986,Hesse,3rd Quintile,Yes,0.48303,31,69,0.36426,0.60181
1986,Hesse,3rd Quintile,No,0.46815,38,69,0.34955,0.58675
1986,Hesse,4th Quintile,Yes,0.58158,55,107,0.48767,0.67549
1986,Hesse,4th Quintile,No,0.40725,52,107,0.31371,0.50078
1986,Hesse,5th Quintile,Yes,0.69435,66,97,0.60220,0.78651
1986,Hesse,5th Quintile,No,0.26477,31,97,0.17651,0.35304
1986,"Rhineland-Palatinate, Saarland",1st Quintile,Yes,0.50736,37,70,0.38940,0.62533
1986,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.47063,33,70,0.35285,0.58840
1986,"Rhineland-Palatinate, Saarland",2nd Quintile,Yes,0.65008,59,59,0.52733,0.77282
1986,"Rhineland-Palatinate, Saarland",3rd Quintile,Yes,0.60619,39,39,0.45084,0.76154
1986,"Rhineland-Palatinate, Saarland",4th Quintile,Yes,0.63909,46,46,0.49877,0.77942
1986,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,0.73771,43,43,0.60468,0.87075
1986,Baden-Wuerttemberg,1st Quintile,Yes,0.55957,79,156,0.48142,0.63773
1986,Baden-Wuerttemberg,1st Quintile,No,0.42285,77,156,0.34508,0.50062
1986,Baden-Wuerttemberg,2nd Quintile,Yes,0.51476,89,184,0.44234,0.58717
1986,Baden-Wuerttemberg,2nd Quintile,No,0.46369,95,184,0.39144,0.53594
1986,Baden-Wuerttemberg,3rd Quintile,Yes,0.53547,101,204,0.46686,0.60408
1986,Baden-Wuerttemberg,3rd Quintile,No,0.43271,103,204,0.36456,0.50087
1986,Baden-Wuerttemberg,4th Quintile,Yes,0.61323,91,171,0.54002,0.68644
1986,Baden-Wuerttemberg,4th Quintile,No,0.36870,80,171,0.29618,0.44123
1986,Baden-Wuerttemberg,5th Quintile,Yes,0.66626,109,162,0.59342,0.73910
1986,Baden-Wuerttemberg,5th Quintile,No,0.29929,53,162,0.22855,0.37003
1986,Bavaria,1st Quintile,Yes,0.48005,68,128,0.39316,0.56695
1986,Bavaria,1st Quintile,No,0.46841,60,128,0.38162,0.55519
1986,Bavaria,2nd Quintile,Yes,0.61998,94,165,0.54570,0.69427
1986,Bavaria,2nd Quintile,No,0.37146,71,165,0.29750,0.44541
1986,Bavaria,3rd Quintile,Yes,0.59090,101,179,0.51867,0.66313
1986,Bavaria,3rd Quintile,No,0.38634,78,179,0.31481,0.45787
1986,Bavaria,4th Quintile,Yes,0.57712,93,159,0.50009,0.65415
1986,Bavaria,4th Quintile,No,0.37031,66,159,0.29501,0.44561
1986,Bavaria,5th Quintile,Yes,0.58840,108,175,0.51527,0.66152
1986,Bavaria,5th Quintile,No,0.39374,67,175,0.32114,0.46633
1986,Berlin,1st Quintile,No,0.79580,31,31,0.65154,0.94005
1986,Berlin,3rd Quintile,No,0.94268,39,39,0.86877,1.01659
1986,Berlin,4th Quintile,No,0.88254,40,40,0.78149,0.98359
1986,Berlin,5th Quintile,No,0.83595,34,34,0.70959,0.96230
1987,Lower Saxony,1st Quintile,Yes,0.54948,56,107,0.45476,0.64419
1987,Lower Saxony,1st Quintile,No,0.42156,51,107,0.32756,0.51557
1987,Lower Saxony,2nd Quintile,Yes,0.57077,56,95,0.47071,0.67083
1987,Lower Saxony,2nd Quintile,No,0.41595,39,95,0.31631,0.51559
1987,Lower Saxony,3rd Quintile,Yes,0.59075,63,102,0.49486,0.68664
1987,Lower Saxony,3rd Quintile,No,0.37427,39,102,0.27989,0.46865
1987,Lower Saxony,4th Quintile,Yes,0.69751,70,70,0.58912,0.80589
1987,Lower Saxony,5th Quintile,Yes,0.75534,76,76,0.65804,0.85263
1987,North Rhine-Westphalia,1st Quintile,Yes,0.32272,98,286,0.26844,0.37700
1987,North Rhine-Westphalia,1st Quintile,No,0.66458,188,286,0.60977,0.71940
1987,North Rhine-Westphalia,2nd Quintile,Yes,0.44268,129,285,0.38491,0.50045
1987,North Rhine-Westphalia,2nd Quintile,No,0.52944,156,285,0.47139,0.58749
1987,North Rhine-Westphalia,3rd Quintile,Yes,0.60128,154,259,0.54153,0.66102
1987,North Rhine-Westphalia,3rd Quintile,No,0.39350,105,259,0.33389,0.45311
1987,North Rhine-Westphalia,4th Quintile,Yes,0.49657,126,241,0.43331,0.55983
1987,North Rhine-Westphalia,4th Quintile,No,0.49461,115,241,0.43136,0.55787
1987,North Rhine-Westphalia,5th Quintile,Yes,0.61617,168,261,0.55706,0.67528
1987,North Rhine-Westphalia,5th Quintile,No,0.37175,93,261,0.31301,0.43050
1987,Hesse,1st Quintile,Yes,0.41675,32,97,0.31813,0.51538
1987,Hesse,1st Quintile,No,0.54842,65,97,0.44887,0.64797
1987,Hesse,2nd Quintile,Yes,0.51411,35,83,0.40593,0.62229
1987,Hesse,2nd Quintile,No,0.48589,48,83,0.37771,0.59407
1987,Hesse,3rd Quintile,Yes,0.49609,43,94,0.39447,0.59771
1987,Hesse,3rd Quintile,No,0.42173,51,94,0.32136,0.52209
1987,Hesse,4th Quintile,Yes,0.62341,62,109,0.53202,0.71479
1987,Hesse,4th Quintile,No,0.34550,47,109,0.25582,0.43519
1987,Hesse,5th Quintile,Yes,0.63343,59,94,0.53550,0.73137
1987,Hesse,5th Quintile,No,0.34536,35,94,0.24872,0.44199
1987,"Rhineland-Palatinate, Saarland",1st Quintile,Yes,0.59976,43,43,0.45158,0.74793
1987,"Rhineland-Palatinate, Saarland",2nd Quintile,Yes,0.58566,49,49,0.44630,0.72502
1987,"Rhineland-Palatinate, Saarland",3rd Quintile,Yes,0.67161,47,47,0.53590,0.80733
1987,"Rhineland-Palatinate, Saarland",4th Quintile,Yes,0.56867,41,41,0.41519,0.72215
1987,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,0.78977,45,45,0.66937,0.91017
1987,Baden-Wuerttemberg,1st Quintile,Yes,0.51802,61,130,0.43180,0.60425
1987,Baden-Wuerttemberg,1st Quintile,No,0.44770,69,130,0.36188,0.53351
1987,Baden-Wuerttemberg,2nd Quintile,Yes,0.50774,87,188,0.43609,0.57940
1987,Baden-Wuerttemberg,2nd Quintile,No,0.48065,101,188,0.40904,0.55226
1987,Baden-Wuerttemberg,3rd Quintile,Yes,0.57694,106,193,0.50706,0.64682
1987,Baden-Wuerttemberg,3rd Quintile,No,0.38345,87,193,0.31467,0.45223
1987,Baden-Wuerttemberg,4th Quintile,Yes,0.58466,107,203,0.51670,0.65262
1987,Baden-Wuerttemberg,4th Quintile,No,0.40717,96,203,0.33942,0.47493
1987,Baden-Wuerttemberg,5th Quintile,Yes,0.63544,97,150,0.55816,0.71272
1987,Baden-Wuerttemberg,5th Quintile,No,0.33645,53,150,0.26058,0.41232
1987,Bavaria,1st Quintile,Yes,0.54756,76,136,0.46359,0.63152
1987,Bavaria,1st Quintile,No,0.39990,60,136,0.31726,0.48254
1987,Bavaria,2nd Quintile,Yes,0.56790,94,165,0.49208,0.64371
1987,Bavaria,2nd Quintile,No,0.41311,71,165,0.33775,0.48847
1987,Bavaria,3rd Quintile,Yes,0.53563,90,173,0.46109,0.61016
1987,Bavaria,3rd Quintile,No,0.43967,83,173,0.36549,0.51384
1987,Bavaria,4th Quintile,Yes,0.55505,85,160,0.47780,0.63229
1987,Bavaria,4th Quintile,No,0.42124,75,160,0.34449,0.49799
1987,Bavaria,5th Quintile,Yes,0.65288,110,166,0.58024,0.72552
1987,Bavaria,5th Quintile,No,0.34368,56,166,0.27122,0.41615
1987,Berlin,3rd Quintile,No,0.85500,41,41,0.74588,0.96411
1987,Berlin,4th Quintile,No,0.89777,43,43,0.80615,0.98940
1987,Berlin,5th Quintile,No,0.75793,35,35,0.61395,0.90191
1988,Lower Saxony,1st Quintile,Yes,0.58194,53,99,0.48429,0.67960
1988,Lower Saxony,1st Quintile,No,0.41695,46,99,0.31933,0.51457
1988,Lower Saxony,2nd Quintile,Yes,0.57307,54,95,0.47307,0.67306
1988,Lower Saxony,2nd Quintile,No,0.41408,41,95,0.31450,0.51366
1988,Lower Saxony,3rd Quintile,Yes,0.59647,55,87,0.49278,0.70016
1988,Lower Saxony,3rd Quintile,No,0.37850,32,87,0.27599,0.48101
1988,Lower Saxony,4th Quintile,Yes,0.68608,72,110,0.59895,0.77320
1988,Lower Saxony,4th Quintile,No,0.31067,38,110,0.22380,0.39755
1988,Lower Saxony,5th Quintile,Yes,0.81884,74,74,0.73048,0.90719
1988,North Rhine-Westphalia,1st Quintile,Yes,0.32822,100,290,0.27408,0.38236
1988,North Rhine-Westphalia,1st Quintile,No,0.62867,190,290,0.57296,0.68438
1988,North Rhine-Westphalia,2nd Quintile,Yes,0.46212,119,258,0.40117,0.52308
1988,North Rhine-Westphalia,2nd Quintile,No,0.52337,139,258,0.46230,0.58443
1988,North Rhine-Westphalia,3rd Quintile,Yes,0.54213,138,240,0.47897,0.60530
1988,North Rhine-Westphalia,3rd Quintile,No,0.44605,102,240,0.38303,0.50907
1988,North Rhine-Westphalia,4th Quintile,Yes,0.57053,136,231,0.50656,0.63451
1988,North Rhine-Westphalia,4th Quintile,No,0.41739,95,231,0.35366,0.48112
1988,North Rhine-Westphalia,5th Quintile,Yes,0.65750,167,247,0.59819,0.71680
1988,North Rhine-Westphalia,5th Quintile,No,0.34250,80,247,0.28320,0.40181
1988,Hesse,1st Quintile,Yes,0.42382,32,91,0.32172,0.52591
1988,Hesse,1st Quintile,No,0.54102,59,91,0.43807,0.64397
1988,Hesse,2nd Quintile,Yes,0.48540,36,94,0.38383,0.58698
1988,Hesse,2nd Quintile,No,0.48691,58,94,0.38533,0.58850
1988,Hesse,3rd Quintile,Yes,0.58858,43,81,0.48075,0.69642
1988,Hesse,3rd Quintile,No,0.40968,38,81,0.30191,0.51744
1988,Hesse,4th Quintile,Yes,0.62579,57,110,0.53494,0.71663
1988,Hesse,4th Quintile,No,0.33961,53,110,0.25071,0.42852
1988,Hesse,5th Quintile,Yes,0.65781,56,56,0.53242,0.78320
1988,"Rhineland-Palatinate, Saarland",1st Quintile,Yes,0.65991,44,44,0.51831,0.80151
1988,"Rhineland-Palatinate, Saarland",2nd Quintile,Yes,0.66633,44,44,0.52539,0.80727
1988,"Rhineland-Palatinate, Saarland",3rd Quintile,Yes,0.62865,51,51,0.49472,0.76257
1988,"Rhineland-Palatinate, Saarland",4th Quintile,Yes,0.65892,45,45,0.51884,0.79900
1988,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,0.78773,40,40,0.65940,0.91607
1988,Baden-Wuerttemberg,1st Quintile,Yes,0.48194,56,135,0.39733,0.56654
1988,Baden-Wuerttemberg,1st Quintile,No,0.48668,79,135,0.40205,0.57131
1988,Baden-Wuerttemberg,2nd Quintile,Yes,0.58980,98,184,0.51854,0.66107
1988,Baden-Wuerttemberg,2nd Quintile,No,0.39660,86,184,0.32572,0.46748
1988,Baden-Wuerttemberg,3rd Quintile,Yes,0.59137,107,192,0.52165,0.66108
1988,Baden-Wuerttemberg,3rd Quintile,No,0.38614,85,192,0.31710,0.45519
1988,Baden-Wuerttemberg,4th Quintile,Yes,0.55498,96,185,0.48317,0.62679
1988,Baden-Wuerttemberg,4th Quintile,No,0.42250,89,185,0.35113,0.49388
1988,Baden-Wuerttemberg,5th Quintile,Yes,0.68337,99,147,0.60792,0.75883
1988,Baden-Wuerttemberg,5th Quintile,No,0.29100,48,147,0.21732,0.36468
1988,Bavaria,1st Quintile,Yes,0.47772,61,133,0.39251,0.56293
1988,Bavaria,1st Quintile,No,0.48501,72,133,0.39975,0.57027
1988,Bavaria,2nd Quintile,Yes,0.62459,100,154,0.54787,0.70132
1988,Bavaria,2nd Quintile,No,0.34835,54,154,0.27285,0.42384
1988,Bavaria,3rd Quintile,Yes,0.61420,93,168,0.54037,0.68803
1988,Bavaria,3rd Quintile,No,0.35658,75,168,0.28393,0.42923
1988,Bavaria,4th Quintile,Yes,0.60789,96,162,0.53247,0.68330
1988,Bavaria,4th Quintile,No,0.36879,66,162,0.29426,0.44332
1988,Bavaria,5th Quintile,Yes,0.62740,97,154,0.55079,0.70402
1988,Bavaria,5th Quintile,No,0.36919,57,154,0.29272,0.44566
1988,Berlin,3rd Quintile,No,0.85238,38,38,0.73809,0.96668
1988,Berlin,4th Quintile,No,0.89633,35,35,0.79386,0.99879
1988,Berlin,5th Quintile,No,0.76076,35,35,0.61736,0.90417
1989,Lower Saxony,1st Quintile,Yes,0.59135,52,100,0.49451,0.68818
1989,Lower Saxony,1st Quintile,No,0.40209,48,100,0.30550,0.49868
1989,Lower Saxony,2nd Quintile,Yes,0.57087,48,82,0.46308,0.67866
1989,Lower Saxony,2nd Quintile,No,0.37324,34,82,0.26791,0.47857
1989,Lower Saxony,3rd Quintile,Yes,0.71901,71,102,0.63134,0.80667
1989,Lower Saxony,3rd Quintile,No,0.28099,31,102,0.19333,0.36866
1989,Lower Saxony,4th Quintile,Yes,0.63677,73,110,0.54649,0.72706
1989,Lower Saxony,4th Quintile,No,0.35975,37,110,0.26965,0.44985
1989,Lower Saxony,5th Quintile,Yes,0.77729,62,62,0.67288,0.88170
1989,North Rhine-Westphalia,1st Quintile,Yes,0.34714,91,266,0.28982,0.40446
1989,North Rhine-Westphalia,1st Quintile,No,0.62379,175,266,0.56547,0.68212
1989,North Rhine-Westphalia,2nd Quintile,Yes,0.45961,124,253,0.39808,0.52114
1989,North Rhine-Westphalia,2nd Quintile,No,0.52321,129,253,0.46154,0.58488
1989,North Rhine-Westphalia,3rd Quintile,Yes,0.60984,157,255,0.54986,0.66983
1989,North Rhine-Westphalia,3rd Quintile,No,0.37370,98,255,0.31420,0.43319
1989,North Rhine-Westphalia,4th Quintile,Yes,0.50459,115,214,0.43744,0.57173
1989,North Rhine-Westphalia,4th Quintile,No,0.48714,99,214,0.42002,0.55427
1989,North Rhine-Westphalia,5th Quintile,Yes,0.66474,164,239,0.60476,0.72472
1989,North Rhine-Westphalia,5th Quintile,No,0.33526,75,239,0.27528,0.39524
1989,Hesse,1st Quintile,Yes,0.38446,31,98,0.28765,0.48127
1989,Hesse,1st Quintile,No,0.57183,67,98,0.47336,0.67030
1989,Hesse,2nd Quintile,Yes,0.53159,38,91,0.42849,0.63468
1989,Hesse,2nd Quintile,No,0.43862,53,91,0.33610,0.54114
1989,Hesse,3rd Quintile,Yes,0.46496,43,94,0.36359,0.56633
1989,Hesse,3rd Quintile,No,0.50966,51,94,0.40806,0.61126
1989,Hesse,4th Quintile,Yes,0.63462,53,97,0.53829,0.73095
1989,Hesse,4th Quintile,No,0.35142,44,97,0.25592,0.44692
1989,Hesse,5th Quintile,Yes,0.66592,57,57,0.54238,0.78946
1989,"Rhineland-Palatinate, Saarland",1st Quintile,Yes,0.60372,44,44,0.45752,0.74992
1989,"Rhineland-Palatinate, Saarland",2nd Quintile,Yes,0.72444,58,58,0.60845,0.84043
1989,"Rhineland-Palatinate, Saarland",3rd Quintile,Yes,0.60285,37,37,0.44301,0.76269
1989,"Rhineland-Palatinate, Saarland",4th Quintile,Yes,0.73077,45,45,0.59971,0.86184
1989,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,0.89119,37,37,0.78947,0.99292
1989,Baden-Wuerttemberg,1st Quintile,Yes,0.48522,63,136,0.40091,0.56953
1989,Baden-Wuerttemberg,1st Quintile,No,0.48408,73,136,0.39978,0.56838
1989,Baden-Wuerttemberg,2nd Quintile,Yes,0.56090,83,180,0.48820,0.63361
1989,Baden-Wuerttemberg,2nd Quintile,No,0.40492,97,180,0.33300,0.47683
1989,Baden-Wuerttemberg,3rd Quintile,Yes,0.57965,95,170,0.50522,0.65407
1989,Baden-Wuerttemberg,3rd Quintile,No,0.39384,75,170,0.32017,0.46751
