"hgeqpgar","year","quintil","regtyp","n","percent","lower_confidence","upper_confidence"
"Nein","2009","3","Laendlicher Raum","347","0.181812943548034","0.164628071307011","0.198997815789057"
"Nein","2009","3","Staedtischer Raum","1059","0.382432778905796","0.364862932256883","0.400002625554708"
"Nein","2009","4","Laendlicher Raum","271","0.183276821347403","0.165175897419228","0.201377745275579"
"Nein","2009","4","Staedtischer Raum","1058","0.337947816864423","0.322474913956508","0.353420719772337"
"Nein","2009","5","Laendlicher Raum","147","0.139620424904554","0.120083578406758","0.159157271402349"
"Nein","2009","5","Staedtischer Raum","832","0.295279704437201","0.280575262255657","0.309984146618745"
"Ja","2010","1","Laendlicher Raum","2012","0.615704766522587","0.598994193161703","0.63241533988347"
"Ja","2010","1","Staedtischer Raum","2152","0.398849727649517","0.385093049017027","0.412606406282007"
"Ja","2010","2","Laendlicher Raum","2485","0.702191920742177","0.686613255469199","0.717770586015155"
"Ja","2010","2","Staedtischer Raum","2883","0.548100194230742","0.534365733644903","0.561834654816582"
"Ja","2010","3","Laendlicher Raum","2242","0.780101987736797","0.764554095947934","0.79564987952566"
"Ja","2010","3","Staedtischer Raum","3058","0.638995543155479","0.6249501657442","0.653040920566759"
"Ja","2010","4","Laendlicher Raum","2016","0.838579282094384","0.823776241728122","0.853382322460646"
"Ja","2010","4","Staedtischer Raum","3495","0.657208413679633","0.643953786349709","0.670463041009556"
"Ja","2010","5","Laendlicher Raum","1355","0.874970433656459","0.858096825341393","0.891844041971525"
"Ja","2010","5","Staedtischer Raum","3825","0.701108308928054","0.688378942873322","0.713837674982786"
"Nein","2010","1","Laendlicher Raum","1243","0.384295233477413","0.36758466011653","0.401005806838297"
"Nein","2010","1","Staedtischer Raum","2715","0.601150272350483","0.587393593717993","0.614906950982973"
"Nein","2010","2","Laendlicher Raum","825","0.297808079257823","0.282229413984845","0.313386744530802"
"Nein","2010","2","Staedtischer Raum","2161","0.451899805769258","0.438165345183418","0.465634266355097"
"Nein","2010","3","Laendlicher Raum","484","0.219898012263203","0.20435012047434","0.235445904052066"
"Nein","2010","3","Staedtischer Raum","1434","0.361004456844521","0.346959079433241","0.3750498342558"
"Nein","2010","4","Laendlicher Raum","357","0.161420717905616","0.146617677539354","0.176223758271878"
"Nein","2010","4","Staedtischer Raum","1431","0.342791586320367","0.329536958990444","0.356046213650291"
"Nein","2010","5","Laendlicher Raum","121","0.125029566343541","0.108155958028475","0.141903174658607"
"Nein","2010","5","Staedtischer Raum","1143","0.298891691071946","0.286162325017214","0.311621057126678"
"Ja","2011","1","Laendlicher Raum","2188","0.601425521703561","0.585380722333219","0.617470321073902"
"Ja","2011","1","Staedtischer Raum","2268","0.43126548147689","0.417529776151166","0.445001186802614"
"Ja","2011","2","Laendlicher Raum","2741","0.727338972116322","0.712931260008015","0.741746684224629"
"Ja","2011","2","Staedtischer Raum","3265","0.542859355644659","0.52980149809877","0.555917213190548"
"Ja","2011","3","Laendlicher Raum","2874","0.796844472080648","0.78348819242586","0.810200751735436"
"Ja","2011","3","Staedtischer Raum","3598","0.613350475096576","0.600187595959502","0.62651335423365"
"Ja","2011","4","Laendlicher Raum","2670","0.823250217833992","0.809871716395777","0.836628719272207"
"Ja","2011","4","Staedtischer Raum","4434","0.66764979459304","0.65589886326812","0.679400725917959"
"Ja","2011","5","Laendlicher Raum","1792","0.893513394807081","0.879850592890761","0.907176196723401"
"Ja","2011","5","Staedtischer Raum","4705","0.687108073357955","0.675518817553957","0.698697329161954"
"Nein","2011","1","Laendlicher Raum","1389","0.398574478296439","0.382529678926098","0.414619277666781"
"Nein","2011","1","Staedtischer Raum","2726","0.56873451852311","0.554998813197386","0.582470223848834"
"Nein","2011","2","Laendlicher Raum","929","0.272661027883678","0.25825331577537","0.287068739991985"
"Nein","2011","2","Staedtischer Raum","2326","0.457140644355341","0.444082786809452","0.470198501901231"
"Nein","2011","3","Laendlicher Raum","612","0.203155527919352","0.189799248264564","0.21651180757414"
"Nein","2011","3","Staedtischer Raum","1660","0.386649524903424","0.373486645766351","0.399812404040498"
"Nein","2011","4","Laendlicher Raum","453","0.176749782166008","0.163371280727793","0.190128283604223"
"Nein","2011","4","Staedtischer Raum","1739","0.33235020540696","0.320599274082041","0.344101136731879"
"Nein","2011","5","Laendlicher Raum","166","0.106486605192919","0.0928238032765986","0.120149407109239"
"Nein","2011","5","Staedtischer Raum","1444","0.312891926642045","0.301302670838046","0.324481182446043"
"Ja","2012","1","Laendlicher Raum","1749","0.577107374585784","0.55929235872154","0.594922390450029"
"Ja","2012","1","Staedtischer Raum","1858","0.396912891174894","0.382079189847868","0.41174659250192"
"Ja","2012","2","Laendlicher Raum","2655","0.686987309604949","0.671707269055948","0.702267350153949"
"Ja","2012","2","Staedtischer Raum","2837","0.555547058779532","0.541817673472747","0.569276444086317"
"Ja","2012","3","Laendlicher Raum","2961","0.789277039122727","0.775932839251354","0.802621238994099"
"Ja","2012","3","Staedtischer Raum","3542","0.630091950060294","0.617037700417808","0.64314619970278"
"Ja","2012","4","Laendlicher Raum","2673","0.810893569388628","0.797310944447578","0.824476194329678"
"Ja","2012","4","Staedtischer Raum","4457","0.657858839302326","0.645978506293695","0.669739172310958"
"Ja","2012","5","Laendlicher Raum","1975","0.869554181620203","0.855416335543253","0.883692027697152"
"Ja","2012","5","Staedtischer Raum","4930","0.702070136574697","0.690824818224899","0.713315454924494"
"Nein","2012","1","Laendlicher Raum","1205","0.422892625414216","0.405077609549971","0.44070764127846"
"Nein","2012","1","Staedtischer Raum","2321","0.603087108825106","0.58825340749808","0.617920810152132"
"Nein","2012","2","Laendlicher Raum","883","0.313012690395051","0.297732649846051","0.328292730944051"
"Nein","2012","2","Staedtischer Raum","2195","0.444452941220468","0.430723555913683","0.458182326527253"
"Nein","2012","3","Laendlicher Raum","627","0.210722960877273","0.197378761005901","0.224067160748646"
"Nein","2012","3","Staedtischer Raum","1712","0.369908049939706","0.35685380029722","0.382962299582192"
"Nein","2012","4","Laendlicher Raum","520","0.189106430611372","0.175523805670322","0.202689055552422"
"Nein","2012","4","Staedtischer Raum","1669","0.342141160697674","0.330260827689042","0.354021493706305"
"Nein","2012","5","Laendlicher Raum","205","0.130445818379797","0.116307972302848","0.144583664456747"
"Nein","2012","5","Staedtischer Raum","1424","0.297929863425303","0.286684545075506","0.309175181775101"
"Ja","2013","1","Laendlicher Raum","1727","0.569839889873622","0.552464606562433","0.58721517318481"
"Ja","2013","1","Staedtischer Raum","2271","0.416370312730709","0.403530114626159","0.429210510835258"
"Ja","2013","2","Laendlicher Raum","2509","0.704132860469617","0.688994227974292","0.719271492964941"
"Ja","2013","2","Staedtischer Raum","3116","0.497736285554491","0.485212618461197","0.510259952647786"
"Ja","2013","3","Laendlicher Raum","2790","0.775199107646426","0.76148044407302","0.788917771219833"
"Ja","2013","3","Staedtischer Raum","3575","0.629112066057195","0.616662424300204","0.641561707814186"
"Ja","2013","4","Laendlicher Raum","3026","0.798682868172163","0.785700956402972","0.811664779941354"
"Ja","2013","4","Staedtischer Raum","4801","0.663941249218903","0.652790183335874","0.675092315101931"
"Ja","2013","5","Laendlicher Raum","2051","0.848672424325573","0.834074144768797","0.863270703882348"
"Ja","2013","5","Staedtischer Raum","5407","0.719354532662951","0.708862537040628","0.729846528285275"
"Nein","2013","1","Laendlicher Raum","1392","0.430160110126379","0.41278482681519","0.447535393437567"
"Nein","2013","1","Staedtischer Raum","3391","0.583629687269291","0.570789489164742","0.596469885373841"
"Nein","2013","2","Laendlicher Raum","983","0.295867139530383","0.280728507035059","0.311005772025708"
"Nein","2013","2","Staedtischer Raum","3007","0.502263714445509","0.489740047352214","0.514787381538804"
"Nein","2013","3","Laendlicher Raum","767","0.224800892353574","0.211082228780168","0.23851955592698"
"Nein","2013","3","Staedtischer Raum","2208","0.370887933942805","0.358438292185814","0.383337575699796"
"Nein","2013","4","Laendlicher Raum","639","0.201317131827837","0.188335220058646","0.214299043597028"
"Nein","2013","4","Staedtischer Raum","2092","0.336058750781097","0.324907684898069","0.347209816664126"
"Nein","2013","5","Laendlicher Raum","264","0.151327575674427","0.136729296117652","0.165925855231203"
"Nein","2013","5","Staedtischer Raum","1638","0.280645467337049","0.270153471714725","0.291137462959372"
"Ja","2014","1","Laendlicher Raum","1382","0.556040327028809","0.53624078872398","0.575839865333637"
"Ja","2014","1","Staedtischer Raum","1626","0.398921466756281","0.38396913943603","0.413873794076532"
"Ja","2014","2","Laendlicher Raum","2078","0.65915064966692","0.642223096568601","0.676078202765239"
"Ja","2014","2","Staedtischer Raum","2478","0.519843550477697","0.505756750704324","0.53393035025107"
"Ja","2014","3","Laendlicher Raum","2495","0.768800509859617","0.754065920617586","0.783535099101647"
"Ja","2014","3","Staedtischer Raum","3297","0.629235663709422","0.615970369270576","0.642500958148268"
"Ja","2014","4","Laendlicher Raum","2869","0.805606771900205","0.792426512270952","0.818787031529459"
"Ja","2014","4","Staedtischer Raum","4326","0.678476043225981","0.666825700376955","0.690126386075008"
"Ja","2014","5","Laendlicher Raum","2054","0.842749167081536","0.827945506148583","0.85755282801449"
"Ja","2014","5","Staedtischer Raum","5325","0.722132035447844","0.711575613306214","0.732688457589474"
"Nein","2014","1","Laendlicher Raum","1037","0.443959672971191","0.424160134666363","0.463759211276019"
"Nein","2014","1","Staedtischer Raum","2494","0.601078533243719","0.586126205923468","0.61603086056397"
"Nein","2014","2","Laendlicher Raum","934","0.34084935033308","0.323921797234761","0.3577769034314"
"Nein","2014","2","Staedtischer Raum","2354","0.480156449522303","0.46606964974893","0.494243249295676"
"Nein","2014","3","Laendlicher Raum","650","0.231199490140383","0.216464900898353","0.245934079382414"
"Nein","2014","3","Staedtischer Raum","1796","0.370764336290578","0.357499041851732","0.384029630729424"
"Nein","2014","4","Laendlicher Raum","594","0.194393228099795","0.181212968470541","0.207573487729048"
"Nein","2014","4","Staedtischer Raum","1848","0.321523956774019","0.309873613924992","0.333174299623046"
"Nein","2014","5","Laendlicher Raum","269","0.157250832918464","0.14244717198551","0.172054493851417"
"Nein","2014","5","Staedtischer Raum","1592","0.277867964552156","0.267311542410526","0.288424386693786"
"Ja","2015","1","Laendlicher Raum","1236","0.494876920676284","0.474709641806662","0.515044199545907"
"Ja","2015","1","Staedtischer Raum","1549","0.415860431433293","0.400958169944392","0.430762692922194"
"Ja","2015","2","Laendlicher Raum","1794","0.671355805207856","0.653696942837982","0.689014667577731"
"Ja","2015","2","Staedtischer Raum","2009","0.452821129598303","0.438272749190073","0.467369510006532"
"Ja","2015","3","Laendlicher Raum","2320","0.727709320597831","0.711978539706462","0.7434401014892"
"Ja","2015","3","Staedtischer Raum","2943","0.605267945139895","0.591577799323597","0.618958090956193"
"Ja","2015","4","Laendlicher Raum","2806","0.788740137122646","0.775083306629967","0.802396967615326"
"Ja","2015","4","Staedtischer Raum","4092","0.657165335183443","0.645264659046228","0.669066011320659"
"Ja","2015","5","Laendlicher Raum","2217","0.844281419950444","0.830158318664824","0.858404521236064"
"Ja","2015","5","Staedtischer Raum","5334","0.711614424321704","0.701156395353602","0.722072453289806"
"Nein","2015","1","Laendlicher Raum","1125","0.505123079323716","0.484955800454094","0.525290358193338"
"Nein","2015","1","Staedtischer Raum","2653","0.584139568566707","0.569237307077806","0.599041830055608"
"Nein","2015","2","Laendlicher Raum","924","0.328644194792144","0.310985332422269","0.346303057162018"
"Nein","2015","2","Staedtischer Raum","2488","0.547178870401697","0.532630489993467","0.561727250809927"
"Nein","2015","3","Laendlicher Raum","756","0.272290679402169","0.2565598985108","0.288021460293538"
"Nein","2015","3","Staedtischer Raum","1954","0.394732054860105","0.381041909043807","0.408422200676403"
"Nein","2015","4","Laendlicher Raum","626","0.211259862877354","0.197603032384674","0.224916693370033"
"Nein","2015","4","Staedtischer Raum","2019","0.342834664816557","0.330933988679341","0.354735340953772"
"Nein","2015","5","Laendlicher Raum","315","0.155718580049556","0.141595478763936","0.169841681335176"
"Nein","2015","5","Staedtischer Raum","1874","0.288385575678296","0.277927546710195","0.298843604646398"
"Ja","2016","1","Laendlicher Raum","1642","0.506622955095295","0.491762393405127","0.521483516785463"
"Ja","2016","1","Staedtischer Raum","2485","0.345141360426611","0.335078920265454","0.355203800587769"
"Ja","2016","2","Laendlicher Raum","1542","0.66924955406079","0.65046183941013","0.68803726871145"
"Ja","2016","2","Staedtischer Raum","1862","0.475969233498173","0.460580496225274","0.491357970771073"
"Ja","2016","3","Laendlicher Raum","1957","0.748395283719772","0.731898643132843","0.764891924306701"
"Ja","2016","3","Staedtischer Raum","2476","0.59389867339768","0.57907799153169","0.608719355263671"
"Ja","2016","4","Laendlicher Raum","2793","0.793756878686999","0.780074028358012","0.807439729015986"
"Ja","2016","4","Staedtischer Raum","3886","0.63861143436137","0.626366690627496","0.650856178095245"
"Ja","2016","5","Laendlicher Raum","2251","0.848919988092538","0.835114406655304","0.862725569529773"
"Ja","2016","5","Staedtischer Raum","5142","0.702856867394714","0.692119669246283","0.713594065543146"
"Nein","2016","1","Laendlicher Raum","2706","0.493377044904705","0.478516483214537","0.508237606594872"
"Nein","2016","1","Staedtischer Raum","6090","0.654858639573389","0.644796199412231","0.664921079734546"
"Nein","2016","2","Laendlicher Raum","867","0.33075044593921","0.31196273128855","0.34953816058987"
"Nein","2016","2","Staedtischer Raum","2184","0.524030766501827","0.508642029228927","0.539419503774726"
"Nein","2016","3","Laendlicher Raum","701","0.251604716280228","0.235108075693299","0.268101356867157"
"Nein","2016","3","Staedtischer Raum","1742","0.40610132660232","0.391280644736329","0.42092200846831"
"Nein","2016","4","Laendlicher Raum","566","0.206243121313001","0.192560270984014","0.219925971641988"
"Nein","2016","4","Staedtischer Raum","2027","0.36138856563863","0.349143821904755","0.373633309372504"
"Nein","2016","5","Laendlicher Raum","334","0.151080011907461","0.137274430470227","0.164885593344696"
"Nein","2016","5","Staedtischer Raum","1817","0.297143132605286","0.286405934456854","0.307880330753717"
"Ja","2017","1","Laendlicher Raum","1993","0.51161317935427","0.497507393994883","0.525718964713657"
"Ja","2017","1","Staedtischer Raum","2698","0.352846915516485","0.343169831618534","0.362523999414436"
"Ja","2017","2","Laendlicher Raum","1437","0.642019930623643","0.622653546534053","0.661386314713234"
"Ja","2017","2","Staedtischer Raum","1857","0.477012163932259","0.461881464650329","0.49214286321419"
"Ja","2017","3","Laendlicher Raum","2207","0.735048193070829","0.718975444083575","0.751120942058082"
"Ja","2017","3","Staedtischer Raum","2650","0.587618097210729","0.573179176226129","0.60205701819533"
"Ja","2017","4","Laendlicher Raum","3080","0.808600426090706","0.796047581426632","0.821153270754781"
"Ja","2017","4","Staedtischer Raum","4283","0.645758620285511","0.634049137654241","0.657468102916782"
"Ja","2017","5","Laendlicher Raum","2895","0.856228236412941","0.844268317386282","0.8681881554396"
"Ja","2017","5","Staedtischer Raum","6314","0.702843965307043","0.69315191929071","0.712536011323376"
"Nein","2017","1","Laendlicher Raum","2831","0.48838682064573","0.474281035286343","0.502492606005117"
"Nein","2017","1","Staedtischer Raum","6669","0.647153084483515","0.637476000585564","0.656830168381466"
"Nein","2017","2","Laendlicher Raum","917","0.357980069376356","0.338613685286766","0.377346453465947"
"Nein","2017","2","Staedtischer Raum","2329","0.522987836067741","0.50785713678581","0.538118535349671"
"Nein","2017","3","Laendlicher Raum","689","0.264951806929171","0.248879057941918","0.281024555916425"
"Nein","2017","3","Staedtischer Raum","1815","0.412381902789271","0.397942981804671","0.426820823773871"
"Nein","2017","4","Laendlicher Raum","693","0.191399573909294","0.178846729245219","0.203952418573368"
"Nein","2017","4","Staedtischer Raum","2126","0.354241379714489","0.342531897083218","0.365950862345759"
"Nein","2017","5","Laendlicher Raum","411","0.143771763587059","0.1318118445604","0.155731682613718"
"Nein","2017","5","Staedtischer Raum","2227","0.297156034692957","0.287463988676624","0.30684808070929"
"Ja","2018","1","Laendlicher Raum","1433","0.488745700304269","0.47275949961192","0.504731900996618"
"Ja","2018","1","Staedtischer Raum","2313","0.346155860044357","0.335708636155666","0.356603083933047"
"Ja","2018","2","Laendlicher Raum","1198","0.615172130389469","0.594499589314852","0.635844671464086"
"Ja","2018","2","Staedtischer Raum","1632","0.425281849567949","0.410145261414727","0.44041843772117"
"Ja","2018","3","Laendlicher Raum","2011","0.761163329566239","0.745183988800263","0.777142670332216"
"Ja","2018","3","Staedtischer Raum","2288","0.524124938326399","0.509246123110642","0.539003753542157"
"Ja","2018","4","Laendlicher Raum","3019","0.791375160411981","0.778373737319814","0.804376583504148"
"Ja","2018","4","Staedtischer Raum","4319","0.645663795021363","0.634133896248858","0.657193693793868"
"Ja","2018","5","Laendlicher Raum","2992","0.846799259055739","0.834768300043787","0.858830218067691"
"Ja","2018","5","Staedtischer Raum","6273","0.710490505727622","0.700921244700361","0.720059766754882"
"Nein","2018","1","Laendlicher Raum","2323","0.511254299695731","0.495268099003382","0.52724050038808"
"Nein","2018","1","Staedtischer Raum","5653","0.653844139955643","0.643396916066953","0.664291363844334"
"Nein","2018","2","Laendlicher Raum","930","0.384827869610531","0.364155328535914","0.405500410685147"
"Nein","2018","2","Staedtischer Raum","2466","0.574718150432052","0.55958156227883","0.589854738585273"
"Nein","2018","3","Laendlicher Raum","724","0.238836670433761","0.222857329667784","0.254816011199737"
"Nein","2018","3","Staedtischer Raum","2040","0.475875061673601","0.460996246457843","0.490753876889358"
"Nein","2018","4","Laendlicher Raum","733","0.208624839588019","0.195623416495852","0.221626262680186"
"Nein","2018","4","Staedtischer Raum","2292","0.354336204978637","0.342806306206132","0.365866103751142"
"Nein","2018","5","Laendlicher Raum","451","0.153200740944261","0.141169781932309","0.165231699956213"
"Nein","2018","5","Staedtischer Raum","2356","0.289509494272378","0.279940233245118","0.299078755299639"
"Ja","2019","1","Laendlicher Raum","1182","0.527997139260175","0.509840398819567","0.546153879700784"
"Ja","2019","1","Staedtischer Raum","1994","0.379286695320261","0.367611693445835","0.390961697194687"
"Ja","2019","2","Laendlicher Raum","980","0.684601405889514","0.66306302247895","0.706139789300079"
"Ja","2019","2","Staedtischer Raum","1332","0.409210798032964","0.393081933286642","0.425339662779285"
"Ja","2019","3","Laendlicher Raum","1520","0.707523630163182","0.688475920236083","0.726571340090281"
"Ja","2019","3","Staedtischer Raum","1812","0.582691045373321","0.566084147432796","0.599297943313846"
"Ja","2019","4","Laendlicher Raum","2651","0.798024823625074","0.784300042179515","0.811749605070632"
"Ja","2019","4","Staedtischer Raum","3386","0.614018957470313","0.601030853414919","0.627007061525707"
"Ja","2019","5","Laendlicher Raum","2880","0.858088300832451","0.846185897936978","0.869990703727924"
"Ja","2019","5","Staedtischer Raum","5776","0.723530246575818","0.713588149918547","0.733472343233089"
"Nein","2019","1","Laendlicher Raum","1722","0.472002860739825","0.453846120299216","0.490159601180433"
"Nein","2019","1","Staedtischer Raum","4641","0.620713304679739","0.609038302805313","0.632388306554165"
"Nein","2019","2","Laendlicher Raum","808","0.315398594110486","0.293860210699921","0.336936977521051"
"Nein","2019","2","Staedtischer Raum","2238","0.590789201967036","0.574660337220715","0.606918066713358"
"Nein","2019","3","Laendlicher Raum","671","0.292476369836818","0.273428659909719","0.311524079763917"
"Nein","2019","3","Staedtischer Raum","1575","0.417308954626679","0.400702056686154","0.433915852567204"
"Nein","2019","4","Laendlicher Raum","636","0.201975176374927","0.188250394929368","0.215699957820485"
"Nein","2019","4","Staedtischer Raum","2011","0.385981042529687","0.372992938474293","0.398969146585081"
"Nein","2019","5","Laendlicher Raum","422","0.141911699167549","0.130009296272076","0.153814102063022"
"Nein","2019","5","Staedtischer Raum","1998","0.276469753424182","0.266527656766911","0.286411850081452"
"Ja","2020","1","Laendlicher Raum","1051","0.469434807967506","0.450849694020266","0.488019921914746"
"Ja","2020","1","Staedtischer Raum","1994","0.345525686836699","0.33437212594839","0.356679247725008"
"Ja","2020","2","Laendlicher Raum","1097","0.682316099216461","0.662417666664931","0.702214531767991"
"Ja","2020","2","Staedtischer Raum","1748","0.436861415090522","0.423426721716776","0.450296108464269"
"Ja","2020","3","Laendlicher Raum","1599","0.724403942675596","0.706483124537318","0.742324760813875"
"Ja","2020","3","Staedtischer Raum","1889","0.528239099276645","0.512947587775558","0.543530610777733"
"Ja","2020","4","Laendlicher Raum","2970","0.794295476012929","0.781473850295312","0.807117101730546"
"Ja","2020","4","Staedtischer Raum","4021","0.652656996208535","0.641279173716838","0.664034818700232"
"Ja","2020","5","Laendlicher Raum","3976","0.859503197461402","0.84942594794431","0.869580446978495"
"Ja","2020","5","Staedtischer Raum","7905","0.699878802010494","0.691388655293454","0.708368948727533"
"Nein","2020","1","Laendlicher Raum","1719","0.530565192032494","0.511980078085254","0.549150305979734"
"Nein","2020","1","Staedtischer Raum","4989","0.654474313163301","0.643320752274992","0.66562787405161"
"Nein","2020","2","Laendlicher Raum","1006","0.317683900783539","0.29778546823201","0.337582333335069"
"Nein","2020","2","Staedtischer Raum","3488","0.563138584909478","0.549703891535731","0.576573278283224"
"Nein","2020","3","Laendlicher Raum","789","0.275596057324404","0.257675239186125","0.293516875462682"
"Nein","2020","3","Staedtischer Raum","2205","0.471760900723355","0.456469389222267","0.487052412224442"
"Nein","2020","4","Laendlicher Raum","848","0.205704523987071","0.192882898269454","0.218526149704687"
"Nein","2020","4","Staedtischer Raum","2706","0.347343003791465","0.335965181299768","0.358720826283162"
"Nein","2020","5","Laendlicher Raum","592","0.140496802538597","0.130419553021505","0.150574052055689"
"Nein","2020","5","Staedtischer Raum","3289","0.300121197989506","0.291631051272467","0.308611344706546"
