"hgeqpgar","year","quintil","regtyp","n","percent","lower_confidence","upper_confidence"
"Ja","1995","1","Laendlicher Raum","1703","0.666492958523242","0.648761947702344","0.684223969344141"
"Ja","1995","1","Staedtischer Raum","1649","0.480430595657629","0.465268294823616","0.495592896491642"
"Ja","1995","2","Laendlicher Raum","1170","0.735533721725257","0.714604888192445","0.756462555258068"
"Ja","1995","2","Staedtischer Raum","1554","0.574382319510245","0.556957491791835","0.591807147228655"
"Ja","1995","3","Laendlicher Raum","680","0.750766606460577","0.723488443667643","0.778044769253511"
"Ja","1995","3","Staedtischer Raum","1152","0.622221618070122","0.600719162033714","0.643724074106531"
"Ja","1995","4","Laendlicher Raum","351","0.808108117632482","0.772354650026349","0.843861585238615"
"Ja","1995","4","Staedtischer Raum","804","0.637344954064531","0.610830630373107","0.663859277755954"
"Ja","1995","5","Laendlicher Raum","134","0.870736490089605","0.817402062107344","0.924070918071866"
"Ja","1995","5","Staedtischer Raum","496","0.75628299372407","0.723603417845384","0.788962569602756"
"Nein","1995","1","Laendlicher Raum","1013","0.333507041476757","0.315776030655859","0.351238052297656"
"Nein","1995","1","Staedtischer Raum","2522","0.519569404342371","0.504407103508358","0.534731705176384"
"Nein","1995","2","Laendlicher Raum","536","0.264466278274743","0.243537444741932","0.285395111807554"
"Nein","1995","2","Staedtischer Raum","1539","0.425617680489755","0.408192852771345","0.443042508208165"
"Nein","1995","3","Laendlicher Raum","286","0.249233393539423","0.221955230746489","0.276511556332357"
"Nein","1995","3","Staedtischer Raum","801","0.377778381929878","0.356275925893469","0.399280837966286"
"Nein","1995","4","Laendlicher Raum","115","0.191891882367518","0.156138414761385","0.227645349973651"
"Nein","1995","4","Staedtischer Raum","459","0.362655045935469","0.336140722244046","0.389169369626893"
"Nein","1995","5","Laendlicher Raum","","","",""
"Nein","1995","5","Staedtischer Raum","167","0.24371700627593","0.211037430397244","0.276396582154616"
"Ja","1996","1","Laendlicher Raum","1485","0.662009949167753","0.642973981210424","0.681045917125082"
"Ja","1996","1","Staedtischer Raum","1572","0.495068408011252","0.47914030602397","0.510996509998535"
"Ja","1996","2","Laendlicher Raum","1254","0.723557086274683","0.702930452890527","0.74418371965884"
"Ja","1996","2","Staedtischer Raum","1532","0.572267837202028","0.554563768483705","0.589971905920352"
"Ja","1996","3","Laendlicher Raum","750","0.798163686051094","0.773519945121582","0.822807426980607"
"Ja","1996","3","Staedtischer Raum","1139","0.604719883977278","0.583436002816826","0.62600376513773"
"Ja","1996","4","Laendlicher Raum","378","0.832525715743526","0.799121570285405","0.865929861201646"
"Ja","1996","4","Staedtischer Raum","826","0.658417350317516","0.633157120716744","0.683677579918289"
"Ja","1996","5","Laendlicher Raum","180","0.833302917329301","0.782652634548744","0.883953200109858"
"Ja","1996","5","Staedtischer Raum","554","0.733847577223299","0.701897451914571","0.765797702532027"
"Nein","1996","1","Laendlicher Raum","887","0.337990050832247","0.318954082874918","0.357026018789576"
"Nein","1996","1","Staedtischer Raum","2213","0.504931591988748","0.489003490001465","0.52085969397603"
"Nein","1996","2","Laendlicher Raum","552","0.276442913725317","0.25581628034116","0.297069547109473"
"Nein","1996","2","Staedtischer Raum","1468","0.427732162797972","0.410028094079648","0.445436231516295"
"Nein","1996","3","Laendlicher Raum","269","0.201836313948906","0.177192573019393","0.226480054878418"
"Nein","1996","3","Staedtischer Raum","888","0.395280116022722","0.37399623486227","0.416563997183174"
"Nein","1996","4","Laendlicher Raum","102","0.167474284256474","0.134070138798354","0.200878429714595"
"Nein","1996","4","Staedtischer Raum","528","0.341582649682484","0.316322420081711","0.366842879283256"
"Nein","1996","5","Laendlicher Raum","","","",""
"Nein","1996","5","Staedtischer Raum","181","0.266152422776701","0.234202297467974","0.298102548085429"
"Ja","1997","1","Laendlicher Raum","1421","0.670978368499971","0.651568310687194","0.690388426312747"
"Ja","1997","1","Staedtischer Raum","1544","0.506147099662143","0.489668164556758","0.522626034767529"
"Ja","1997","2","Laendlicher Raum","1266","0.731608615634472","0.711183121642607","0.752034109626337"
"Ja","1997","2","Staedtischer Raum","1530","0.58295338119391","0.564958056876409","0.600948705511411"
"Ja","1997","3","Laendlicher Raum","730","0.746824692078398","0.720034375698152","0.773615008458643"
"Ja","1997","3","Staedtischer Raum","1201","0.617882995290279","0.597267100582116","0.638498889998442"
"Ja","1997","4","Laendlicher Raum","448","0.870175502416405","0.841905234269595","0.898445770563215"
"Ja","1997","4","Staedtischer Raum","808","0.624171503475351","0.598239115308068","0.650103891642633"
"Ja","1997","5","Laendlicher Raum","160","0.88281218710232","0.836083047843708","0.929541326360933"
"Ja","1997","5","Staedtischer Raum","574","0.743059806132037","0.71207638854103","0.774043223723045"
"Nein","1997","1","Laendlicher Raum","830","0.329021631500029","0.309611573687253","0.348431689312806"
"Nein","1997","1","Staedtischer Raum","1992","0.493852900337857","0.477373965232471","0.510331835443242"
"Nein","1997","2","Laendlicher Raum","542","0.268391384365528","0.247965890373663","0.288816878357393"
"Nein","1997","2","Staedtischer Raum","1354","0.41704661880609","0.399051294488589","0.435041943123591"
"Nein","1997","3","Laendlicher Raum","282","0.253175307921603","0.226384991541357","0.279965624301848"
"Nein","1997","3","Staedtischer Raum","933","0.382117004709721","0.361501110001559","0.402732899417884"
"Nein","1997","4","Laendlicher Raum","95","0.129824497583595","0.101554229436785","0.158094765730405"
"Nein","1997","4","Staedtischer Raum","532","0.375828496524649","0.349896108357367","0.401760884691932"
"Nein","1997","5","Laendlicher Raum","","","",""
"Nein","1997","5","Staedtischer Raum","190","0.256940193867963","0.225956776276955","0.28792361145897"
"Ja","1998","1","Laendlicher Raum","1534","0.643144539397168","0.624524723713968","0.661764355080368"
"Ja","1998","1","Staedtischer Raum","1700","0.489877714240714","0.474060384028698","0.505695044452729"
"Ja","1998","2","Laendlicher Raum","1329","0.71118318526416","0.690772382752339","0.731593987775981"
"Ja","1998","2","Staedtischer Raum","1731","0.545482891251919","0.528393036320542","0.562572746183296"
"Ja","1998","3","Laendlicher Raum","865","0.737954033970835","0.713318568242813","0.762589499698856"
"Ja","1998","3","Staedtischer Raum","1344","0.567541518229793","0.547524095723051","0.587558940736536"
"Ja","1998","4","Laendlicher Raum","513","0.817697208393502","0.78776142835871","0.847632988428294"
"Ja","1998","4","Staedtischer Raum","1075","0.644804697054811","0.622305298534185","0.667304095575438"
"Ja","1998","5","Laendlicher Raum","241","0.896388013887407","0.859556189058681","0.933219838716134"
"Ja","1998","5","Staedtischer Raum","643","0.70889019614032","0.679112079101024","0.738668313179616"
"Nein","1998","1","Laendlicher Raum","1009","0.356855460602832","0.338235644919632","0.375475276286032"
"Nein","1998","1","Staedtischer Raum","2137","0.510122285759286","0.494304955547271","0.525939615971302"
"Nein","1998","2","Laendlicher Raum","565","0.28881681473584","0.268406012224019","0.30922761724766"
"Nein","1998","2","Staedtischer Raum","1530","0.454517108748081","0.437427253816704","0.471606963679458"
"Nein","1998","3","Laendlicher Raum","359","0.262045966029165","0.237410500301144","0.286681431757187"
"Nein","1998","3","Staedtischer Raum","1009","0.432458481770207","0.412441059263464","0.452475904276949"
"Nein","1998","4","Laendlicher Raum","126","0.182302791606498","0.152367011571706","0.21223857164129"
"Nein","1998","4","Staedtischer Raum","663","0.355195302945189","0.332695904424562","0.377694701465815"
"Nein","1998","5","Laendlicher Raum","","","",""
"Nein","1998","5","Staedtischer Raum","251","0.29110980385968","0.261331686820384","0.320887920898976"
"Ja","1999","1","Laendlicher Raum","1248","0.638678042991443","0.617943621131504","0.659412464851383"
"Ja","1999","1","Staedtischer Raum","1384","0.460127863388971","0.442619592636222","0.477636134141721"
"Ja","1999","2","Laendlicher Raum","1416","0.705023908951317","0.685268569323441","0.724779248579193"
"Ja","1999","2","Staedtischer Raum","1670","0.546297587220233","0.529085824891368","0.563509349549099"
"Ja","1999","3","Laendlicher Raum","899","0.758616754702077","0.734663329047979","0.782570180356175"
"Ja","1999","3","Staedtischer Raum","1397","0.606990242057487","0.587429386163644","0.62655109795133"
"Ja","1999","4","Laendlicher Raum","540","0.789570547173033","0.759112461443561","0.820028632902505"
"Ja","1999","4","Staedtischer Raum","1093","0.630869496433584","0.60808364903965","0.653655343827519"
"Ja","1999","5","Laendlicher Raum","252","0.91289647941145","0.879748709653256","0.946044249169644"
"Ja","1999","5","Staedtischer Raum","747","0.714023162220882","0.686533399317669","0.741512925124096"
"Nein","1999","1","Laendlicher Raum","814","0.361321957008557","0.340587535148617","0.382056378868496"
"Nein","1999","1","Staedtischer Raum","1729","0.539872136611029","0.522363865858279","0.557380407363778"
"Nein","1999","2","Laendlicher Raum","631","0.294976091048683","0.275220751420807","0.314731430676559"
"Nein","1999","2","Staedtischer Raum","1544","0.453702412779767","0.436490650450901","0.470914175108632"
"Nein","1999","3","Laendlicher Raum","327","0.241383245297923","0.217429819643825","0.265336670952021"
"Nein","1999","3","Staedtischer Raum","998","0.393009757942513","0.37344890204867","0.412570613836356"
"Nein","1999","4","Laendlicher Raum","148","0.210429452826967","0.179971367097494","0.240887538556439"
"Nein","1999","4","Staedtischer Raum","630","0.369130503566416","0.346344656172481","0.39191635096035"
"Nein","1999","5","Laendlicher Raum","","","",""
"Nein","1999","5","Staedtischer Raum","291","0.285976837779118","0.258487074875904","0.313466600682331"
"Ja","2000","1","Laendlicher Raum","2227","0.636902225297638","0.620908711985811","0.652895738609465"
"Ja","2000","1","Staedtischer Raum","2357","0.453210213238055","0.439518374232535","0.466902052243574"
"Ja","2000","2","Laendlicher Raum","2550","0.725176403756714","0.710199267246975","0.740153540266453"
"Ja","2000","2","Staedtischer Raum","2949","0.547533398170574","0.534020625858108","0.56104617048304"
"Ja","2000","3","Laendlicher Raum","1720","0.75491263302401","0.737170945259564","0.772654320788455"
"Ja","2000","3","Staedtischer Raum","2849","0.621670579910663","0.607378190638035","0.63596296918329"
"Ja","2000","4","Laendlicher Raum","1083","0.817973215801667","0.797133471143391","0.838812960459944"
"Ja","2000","4","Staedtischer Raum","2247","0.626383876176044","0.610048442235405","0.642719310116683"
"Ja","2000","5","Laendlicher Raum","536","0.857722608152754","0.8301359488489","0.885309267456608"
"Ja","2000","5","Staedtischer Raum","1656","0.694097276961433","0.675095604954953","0.713098948967914"
"Nein","2000","1","Laendlicher Raum","1246","0.363097774702362","0.347104261390535","0.379091288014189"
"Nein","2000","1","Staedtischer Raum","2721","0.546789786761945","0.533097947756426","0.560481625767465"
"Nein","2000","2","Laendlicher Raum","863","0.274823596243286","0.259846459733547","0.289800732753025"
"Nein","2000","2","Staedtischer Raum","2263","0.452466601829426","0.43895382951696","0.465979374141892"
"Nein","2000","3","Laendlicher Raum","538","0.24508736697599","0.227345679211545","0.262829054740436"
"Nein","2000","3","Staedtischer Raum","1574","0.378329420089337","0.36403703081671","0.392621809361965"
"Nein","2000","4","Laendlicher Raum","234","0.182026784198332","0.161187039540056","0.202866528856609"
"Nein","2000","4","Staedtischer Raum","1122","0.373616123823956","0.357280689883317","0.389951557764595"
"Nein","2000","5","Laendlicher Raum","80","0.142277391847246","0.114690732543392","0.1698640511511"
"Nein","2000","5","Staedtischer Raum","603","0.305902723038567","0.286901051032086","0.324904395045047"
"Ja","2001","1","Laendlicher Raum","1854","0.632380244069629","0.61485900568205","0.649901482457208"
"Ja","2001","1","Staedtischer Raum","1932","0.451143668584731","0.43616396722009","0.466123369949372"
"Ja","2001","2","Laendlicher Raum","2231","0.744586680070747","0.728844540667253","0.760328819474241"
"Ja","2001","2","Staedtischer Raum","2679","0.558425416293855","0.54405189941107","0.572798933176641"
"Ja","2001","3","Laendlicher Raum","1624","0.751521710994792","0.733048315635037","0.769995106354547"
"Ja","2001","3","Staedtischer Raum","2589","0.610010179935263","0.595107706788245","0.62491265308228"
"Ja","2001","4","Laendlicher Raum","1045","0.796728093967382","0.774809789660978","0.818646398273786"
"Ja","2001","4","Staedtischer Raum","2185","0.6335050908658","0.616982332502174","0.650027849229426"
"Ja","2001","5","Laendlicher Raum","532","0.831528998529178","0.802114992501468","0.860943004556887"
"Ja","2001","5","Staedtischer Raum","1630","0.701804836332097","0.682710601026908","0.720899071637287"
"Nein","2001","1","Laendlicher Raum","1055","0.367619755930371","0.350098517542792","0.38514099431795"
"Nein","2001","1","Staedtischer Raum","2307","0.548856331415269","0.533876630050628","0.56383603277991"
"Nein","2001","2","Laendlicher Raum","717","0.255413319929253","0.239671180525759","0.271155459332747"
"Nein","2001","2","Staedtischer Raum","1906","0.441574583706145","0.427201066823359","0.45594810058893"
"Nein","2001","3","Laendlicher Raum","478","0.248478289005208","0.230004893645454","0.266951684364963"
"Nein","2001","3","Staedtischer Raum","1526","0.389989820064737","0.37508734691772","0.404892293211755"
"Nein","2001","4","Laendlicher Raum","250","0.203271906032618","0.181353601726214","0.225190210339022"
"Nein","2001","4","Staedtischer Raum","1082","0.3664949091342","0.349972150770574","0.383017667497826"
"Nein","2001","5","Laendlicher Raum","90","0.168471001470822","0.139056995443113","0.197885007498532"
"Nein","2001","5","Staedtischer Raum","575","0.298195163667903","0.279100928362713","0.317289398973092"
"Ja","2002","1","Laendlicher Raum","1576","0.650332510897454","0.631556955174694","0.669108066620214"
"Ja","2002","1","Staedtischer Raum","1626","0.43668757271888","0.420483758683184","0.452891386754575"
"Ja","2002","2","Laendlicher Raum","1872","0.750474685678472","0.733443394261779","0.767505977095165"
"Ja","2002","2","Staedtischer Raum","2236","0.552461564610911","0.537084856186261","0.567838273035561"
"Ja","2002","3","Laendlicher Raum","1528","0.718958761850422","0.699599220818878","0.738318302881967"
"Ja","2002","3","Staedtischer Raum","2450","0.625182935121872","0.609834192364159","0.640531677879585"
"Ja","2002","4","Laendlicher Raum","1514","0.809423994870022","0.791419450221724","0.827428539518321"
"Ja","2002","4","Staedtischer Raum","2640","0.616326415466091","0.601043174514867","0.631609656417314"
"Ja","2002","5","Laendlicher Raum","1046","0.846882805414109","0.826079417440563","0.867686193387655"
"Ja","2002","5","Staedtischer Raum","3365","0.701837933473336","0.688070323048266","0.715605543898406"
"Nein","2002","1","Laendlicher Raum","902","0.349667489102546","0.330891933379786","0.368443044825306"
"Nein","2002","1","Staedtischer Raum","1973","0.56331242728112","0.547108613245425","0.579516241316816"
"Nein","2002","2","Laendlicher Raum","608","0.249525314321528","0.232494022904835","0.266556605738221"
"Nein","2002","2","Staedtischer Raum","1781","0.447538435389089","0.43216172696444","0.462915143813739"
