year,quintil_oecd_hh,rentown,hgeqpgar,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,3rd Quintile,Owner,Yes,0.87659,928,1036,0.85655,0.89663
2003,3rd Quintile,Owner,No,0.10820,108,1036,0.08928,0.12713
2003,3rd Quintile,Tenant,Yes,0.33911,396,1144,0.31166,0.36655
2003,3rd Quintile,Tenant,No,0.62593,748,1144,0.59788,0.65399
2003,4th Quintile,Owner,Yes,0.86825,1140,1262,0.84959,0.88692
2003,4th Quintile,Owner,No,0.12147,122,1262,0.10344,0.13950
2003,4th Quintile,Tenant,Yes,0.39267,405,963,0.36181,0.42353
2003,4th Quintile,Tenant,No,0.56973,558,963,0.53844,0.60102
2003,5th Quintile,Owner,Yes,0.84860,1914,2122,0.83334,0.86385
2003,5th Quintile,Owner,No,0.13776,208,2122,0.12310,0.15243
2003,5th Quintile,Tenant,Yes,0.36375,384,861,0.33160,0.39590
2003,5th Quintile,Tenant,No,0.60810,477,861,0.57547,0.64073
2004,1st Quintile,Owner,Yes,0.88503,291,327,0.85041,0.91966
2004,1st Quintile,Owner,No,0.11169,36,327,0.07750,0.14588
2004,1st Quintile,Tenant,Yes,0.24527,413,1571,0.22398,0.26655
2004,1st Quintile,Tenant,No,0.71654,1158,1571,0.69424,0.73883
2004,2nd Quintile,Owner,Yes,0.88096,691,774,0.85813,0.90379
2004,2nd Quintile,Owner,No,0.10403,83,774,0.08251,0.12555
2004,2nd Quintile,Tenant,Yes,0.31838,456,1350,0.29352,0.34324
2004,2nd Quintile,Tenant,No,0.65584,894,1350,0.63049,0.68119
2004,3rd Quintile,Owner,Yes,0.89759,948,1031,0.87907,0.91611
2004,3rd Quintile,Owner,No,0.09031,83,1031,0.07280,0.10781
2004,3rd Quintile,Tenant,Yes,0.36013,408,1106,0.33183,0.38843
2004,3rd Quintile,Tenant,No,0.59451,698,1106,0.56556,0.62346
2004,4th Quintile,Owner,Yes,0.86034,1138,1281,0.84135,0.87933
2004,4th Quintile,Owner,No,0.12703,143,1281,0.10878,0.14527
2004,4th Quintile,Tenant,Yes,0.38062,382,934,0.34947,0.41178
2004,4th Quintile,Tenant,No,0.57830,552,934,0.54661,0.60998
2004,5th Quintile,Owner,Yes,0.84651,1878,2073,0.83099,0.86203
2004,5th Quintile,Owner,No,0.13680,195,2073,0.12200,0.15159
2004,5th Quintile,Tenant,Yes,0.35330,364,819,0.32054,0.38606
2004,5th Quintile,Tenant,No,0.59047,455,819,0.55678,0.62417
2005,1st Quintile,Owner,Yes,0.87774,290,326,0.84212,0.91335
2005,1st Quintile,Owner,No,0.11712,36,326,0.08216,0.15208
2005,1st Quintile,Tenant,Yes,0.27798,461,1635,0.25626,0.29970
2005,1st Quintile,Tenant,No,0.71489,1174,1635,0.69299,0.73678
2005,2nd Quintile,Owner,Yes,0.89926,687,761,0.87787,0.92066
2005,2nd Quintile,Owner,No,0.09688,74,761,0.07585,0.11791
2005,2nd Quintile,Tenant,Yes,0.31963,422,1303,0.29430,0.34496
2005,2nd Quintile,Tenant,No,0.67545,881,1303,0.65002,0.70089
2005,3rd Quintile,Owner,Yes,0.90306,921,1019,0.88489,0.92124
2005,3rd Quintile,Owner,No,0.09694,98,1019,0.07876,0.11511
2005,3rd Quintile,Tenant,Yes,0.35626,396,1074,0.32761,0.38492
2005,3rd Quintile,Tenant,No,0.63472,678,1074,0.60591,0.66353
2005,4th Quintile,Owner,Yes,0.87922,1173,1302,0.86151,0.89692
2005,4th Quintile,Owner,No,0.12078,129,1302,0.10308,0.13849
2005,4th Quintile,Tenant,Yes,0.35533,345,906,0.32415,0.38651
2005,4th Quintile,Tenant,No,0.63527,561,906,0.60391,0.66663
2005,5th Quintile,Owner,Yes,0.84716,1768,1974,0.83128,0.86304
2005,5th Quintile,Owner,No,0.15284,206,1974,0.13696,0.16872
2005,5th Quintile,Tenant,Yes,0.40749,395,867,0.37477,0.44022
2005,5th Quintile,Tenant,No,0.58301,472,867,0.55017,0.61585
2006,1st Quintile,Owner,Yes,0.87525,310,354,0.84077,0.90972
2006,1st Quintile,Owner,No,0.12475,44,354,0.09028,0.15923
2006,1st Quintile,Tenant,Yes,0.25147,460,1729,0.23101,0.27193
2006,1st Quintile,Tenant,No,0.73710,1269,1729,0.71635,0.75786
2006,2nd Quintile,Owner,Yes,0.89152,710,804,0.87001,0.91303
2006,2nd Quintile,Owner,No,0.10821,94,804,0.08672,0.12970
2006,2nd Quintile,Tenant,Yes,0.30701,473,1414,0.28296,0.33106
2006,2nd Quintile,Tenant,No,0.69069,941,1414,0.66659,0.71479
2006,3rd Quintile,Owner,Yes,0.89224,1078,1190,0.87462,0.90987
2006,3rd Quintile,Owner,No,0.10591,112,1190,0.08841,0.12340
2006,3rd Quintile,Tenant,Yes,0.36105,455,1190,0.33375,0.38835
2006,3rd Quintile,Tenant,No,0.63678,735,1190,0.60945,0.66412
2006,4th Quintile,Owner,Yes,0.87318,1339,1485,0.85625,0.89011
2006,4th Quintile,Owner,No,0.12682,146,1485,0.10989,0.14375
2006,4th Quintile,Tenant,Yes,0.36541,387,1006,0.33564,0.39518
2006,4th Quintile,Tenant,No,0.63248,619,1006,0.60267,0.66229
2006,5th Quintile,Owner,Yes,0.84692,1937,2164,0.83174,0.86209
2006,5th Quintile,Owner,No,0.15096,227,2164,0.13587,0.16605
2006,5th Quintile,Tenant,Yes,0.39971,400,891,0.36753,0.43190
2006,5th Quintile,Tenant,No,0.59586,491,891,0.56362,0.62810
2007,1st Quintile,Owner,Yes,0.84211,282,329,0.80265,0.88157
2007,1st Quintile,Owner,No,0.14151,47,329,0.10379,0.17923
2007,1st Quintile,Tenant,Yes,0.26340,464,1619,0.24194,0.28486
2007,1st Quintile,Tenant,No,0.72838,1155,1619,0.70671,0.75005
2007,2nd Quintile,Owner,Yes,0.89403,665,743,0.87188,0.91618
2007,2nd Quintile,Owner,No,0.10597,78,743,0.08382,0.12812
2007,2nd Quintile,Tenant,Yes,0.33250,491,1363,0.30748,0.35752
2007,2nd Quintile,Tenant,No,0.66338,872,1363,0.63828,0.68847
2007,3rd Quintile,Owner,Yes,0.88034,1014,1124,0.86135,0.89932
2007,3rd Quintile,Owner,No,0.11966,110,1124,0.10068,0.13865
2007,3rd Quintile,Tenant,Yes,0.38385,434,1087,0.35492,0.41277
2007,3rd Quintile,Tenant,No,0.60797,653,1087,0.57894,0.63701
2007,4th Quintile,Owner,Yes,0.88609,1255,1390,0.86938,0.90279
2007,4th Quintile,Owner,No,0.11391,135,1390,0.09721,0.13062
2007,4th Quintile,Tenant,Yes,0.37326,382,938,0.34229,0.40423
2007,4th Quintile,Tenant,No,0.61838,556,938,0.58727,0.64948
2007,5th Quintile,Owner,Yes,0.85378,1819,2030,0.83840,0.86915
2007,5th Quintile,Owner,No,0.14469,211,2030,0.12939,0.16000
2007,5th Quintile,Tenant,Yes,0.40895,357,798,0.37482,0.44308
2007,5th Quintile,Tenant,No,0.58999,441,798,0.55584,0.62413
2008,1st Quintile,Owner,Yes,0.85242,280,327,0.81391,0.89092
2008,1st Quintile,Owner,No,0.14501,47,327,0.10679,0.18324
2008,1st Quintile,Tenant,Yes,0.26189,421,1537,0.23990,0.28388
2008,1st Quintile,Tenant,No,0.72926,1116,1537,0.70704,0.75148
2008,2nd Quintile,Owner,Yes,0.91574,681,736,0.89566,0.93583
2008,2nd Quintile,Owner,No,0.08426,55,736,0.06417,0.10434
2008,2nd Quintile,Tenant,Yes,0.34303,435,1233,0.31652,0.36954
2008,2nd Quintile,Tenant,No,0.65435,798,1233,0.62779,0.68091
2008,3rd Quintile,Owner,Yes,0.87765,977,1095,0.85823,0.89706
2008,3rd Quintile,Owner,No,0.12235,118,1095,0.10294,0.14177
2008,3rd Quintile,Tenant,Yes,0.35755,415,1067,0.32877,0.38632
2008,3rd Quintile,Tenant,No,0.63551,652,1067,0.60662,0.66440
2008,4th Quintile,Owner,Yes,0.86855,1136,1270,0.84995,0.88714
2008,4th Quintile,Owner,No,0.13145,134,1270,0.11286,0.15005
2008,4th Quintile,Tenant,Yes,0.40101,355,842,0.36788,0.43413
2008,4th Quintile,Tenant,No,0.59733,487,842,0.56419,0.63048
2008,5th Quintile,Owner,Yes,0.86638,1755,1949,0.85127,0.88149
2008,5th Quintile,Owner,No,0.13310,194,1949,0.11802,0.14819
2008,5th Quintile,Tenant,Yes,0.42240,346,741,0.38681,0.45799
2008,5th Quintile,Tenant,No,0.57537,395,741,0.53976,0.61099
2009,1st Quintile,Owner,Yes,0.82969,255,303,0.78729,0.87209
2009,1st Quintile,Owner,No,0.17031,48,303,0.12791,0.21271
2009,1st Quintile,Tenant,Yes,0.29169,444,1487,0.26858,0.31480
2009,1st Quintile,Tenant,No,0.70431,1043,1487,0.68111,0.72751
2009,2nd Quintile,Owner,Yes,0.89064,621,691,0.86735,0.91393
2009,2nd Quintile,Owner,No,0.10936,70,691,0.08607,0.13265
2009,2nd Quintile,Tenant,Yes,0.34484,437,1193,0.31785,0.37182
2009,2nd Quintile,Tenant,No,0.65210,756,1193,0.62506,0.67914
2009,3rd Quintile,Owner,Yes,0.88036,911,1007,0.86031,0.90042
2009,3rd Quintile,Owner,No,0.11964,96,1007,0.09958,0.13969
2009,3rd Quintile,Tenant,Yes,0.38687,393,941,0.35573,0.41800
2009,3rd Quintile,Tenant,No,0.61274,548,941,0.58159,0.64388
2009,4th Quintile,Owner,Yes,0.86850,1131,1262,0.84984,0.88715
2009,4th Quintile,Owner,No,0.13150,131,1262,0.11285,0.15016
2009,4th Quintile,Tenant,Yes,0.38882,338,798,0.35497,0.42266
2009,4th Quintile,Tenant,No,0.60782,460,798,0.57393,0.64172
2009,5th Quintile,Owner,Yes,0.85501,1616,1799,0.83873,0.87128
2009,5th Quintile,Owner,No,0.14499,183,1799,0.12872,0.16127
2009,5th Quintile,Tenant,Yes,0.44749,314,682,0.41015,0.48484
2009,5th Quintile,Tenant,No,0.54743,368,682,0.51004,0.58481
2010,1st Quintile,Owner,Yes,0.83140,395,457,0.79703,0.86576
2010,1st Quintile,Owner,No,0.16860,62,457,0.13424,0.20297
2010,1st Quintile,Tenant,Yes,0.27418,926,2683,0.25729,0.29106
2010,1st Quintile,Tenant,No,0.72027,1757,2683,0.70329,0.73726
2010,2nd Quintile,Owner,Yes,0.89385,1010,1117,0.87578,0.91193
2010,2nd Quintile,Owner,No,0.10615,107,1117,0.08807,0.12422
2010,2nd Quintile,Tenant,Yes,0.33027,726,1800,0.30854,0.35201
2010,2nd Quintile,Tenant,No,0.66865,1074,1800,0.64690,0.69040
2010,3rd Quintile,Owner,Yes,0.87095,1203,1332,0.85293,0.88896
2010,3rd Quintile,Owner,No,0.12905,129,1332,0.11104,0.14707
2010,3rd Quintile,Tenant,Yes,0.39050,556,1223,0.36314,0.41785
2010,3rd Quintile,Tenant,No,0.60832,667,1223,0.58095,0.63569
2010,4th Quintile,Owner,Yes,0.88978,1379,1498,0.87391,0.90564
2010,4th Quintile,Owner,No,0.11022,119,1498,0.09436,0.12609
2010,4th Quintile,Tenant,Yes,0.38610,443,956,0.35522,0.41698
2010,4th Quintile,Tenant,No,0.60285,513,956,0.57181,0.63388
2010,5th Quintile,Owner,Yes,0.86573,1739,1927,0.85050,0.88096
2010,5th Quintile,Owner,No,0.13427,188,1927,0.11904,0.14950
2010,5th Quintile,Tenant,Yes,0.41911,373,782,0.38451,0.45372
2010,5th Quintile,Tenant,No,0.57671,409,782,0.54206,0.61136
2011,1st Quintile,Owner,Yes,0.85120,514,587,0.82238,0.88001
2011,1st Quintile,Owner,No,0.14880,73,587,0.11999,0.17762
2011,1st Quintile,Tenant,Yes,0.27444,1035,3114,0.25877,0.29012
2011,1st Quintile,Tenant,No,0.72323,2079,3114,0.70751,0.73894
2011,2nd Quintile,Owner,Yes,0.88006,1187,1303,0.86242,0.89771
2011,2nd Quintile,Owner,No,0.11979,116,1303,0.10215,0.13743
2011,2nd Quintile,Tenant,Yes,0.35169,870,2107,0.33129,0.37208
2011,2nd Quintile,Tenant,No,0.64733,1237,2107,0.62692,0.66773
2011,3rd Quintile,Owner,Yes,0.87616,1515,1660,0.86031,0.89201
2011,3rd Quintile,Owner,No,0.12384,145,1660,0.10799,0.13969
2011,3rd Quintile,Tenant,Yes,0.39113,713,1562,0.36692,0.41534
2011,3rd Quintile,Tenant,No,0.60631,849,1562,0.58208,0.63055
2011,4th Quintile,Owner,Yes,0.86609,1698,1874,0.85067,0.88151
2011,4th Quintile,Owner,No,0.13391,176,1874,0.11849,0.14933
2011,4th Quintile,Tenant,Yes,0.42179,570,1189,0.39371,0.44987
2011,4th Quintile,Tenant,No,0.57821,619,1189,0.55013,0.60629
2011,5th Quintile,Owner,Yes,0.86121,2064,2296,0.84707,0.87536
2011,5th Quintile,Owner,No,0.13879,232,2296,0.12464,0.15293
2011,5th Quintile,Tenant,Yes,0.44835,437,896,0.41576,0.48093
2011,5th Quintile,Tenant,No,0.54962,459,896,0.51703,0.58222
2012,1st Quintile,Owner,Yes,0.82652,465,532,0.79432,0.85873
2012,1st Quintile,Owner,No,0.17348,67,532,0.14127,0.20568
2012,1st Quintile,Tenant,Yes,0.27814,1034,3063,0.26227,0.29401
2012,1st Quintile,Tenant,No,0.71837,2029,3063,0.70243,0.73430
2012,2nd Quintile,Owner,Yes,0.86540,1111,1220,0.84624,0.88456
2012,2nd Quintile,Owner,No,0.13460,109,1220,0.11544,0.15376
2012,2nd Quintile,Tenant,Yes,0.33776,843,2088,0.31747,0.35805
2012,2nd Quintile,Tenant,No,0.65900,1245,2088,0.63866,0.67934
2012,3rd Quintile,Owner,Yes,0.88179,1503,1649,0.86621,0.89738
2012,3rd Quintile,Owner,No,0.11821,146,1649,0.10262,0.13379
2012,3rd Quintile,Tenant,Yes,0.38894,694,1553,0.36468,0.41319
2012,3rd Quintile,Tenant,No,0.61106,859,1553,0.58681,0.63532
2012,4th Quintile,Owner,Yes,0.87186,1733,1901,0.85683,0.88689
2012,4th Quintile,Owner,No,0.12814,168,1901,0.11311,0.14317
2012,4th Quintile,Tenant,Yes,0.40729,509,1128,0.37861,0.43598
2012,4th Quintile,Tenant,No,0.59271,619,1128,0.56402,0.62139
2012,5th Quintile,Owner,Yes,0.86922,2073,2293,0.85542,0.88302
2012,5th Quintile,Owner,No,0.13078,220,2293,0.11698,0.14458
2012,5th Quintile,Tenant,Yes,0.48263,444,865,0.44931,0.51595
2012,5th Quintile,Tenant,No,0.51737,421,865,0.48405,0.55069
2013,1st Quintile,Owner,Yes,0.85012,503,579,0.82102,0.87922
2013,1st Quintile,Owner,No,0.14988,76,579,0.12078,0.17898
2013,1st Quintile,Tenant,Yes,0.28340,1146,3660,0.26880,0.29800
2013,1st Quintile,Tenant,No,0.71642,2514,3660,0.70182,0.73103
2013,2nd Quintile,Owner,Yes,0.85153,1139,1271,0.83197,0.87108
2013,2nd Quintile,Owner,No,0.14847,132,1271,0.12892,0.16803
2013,2nd Quintile,Tenant,Yes,0.34392,998,2585,0.32560,0.36223
2013,2nd Quintile,Tenant,No,0.65473,1587,2585,0.63640,0.67306
2013,3rd Quintile,Owner,Yes,0.87349,1546,1711,0.85773,0.88924
2013,3rd Quintile,Owner,No,0.12651,165,1711,0.11076,0.14227
2013,3rd Quintile,Tenant,Yes,0.41423,726,1676,0.39064,0.43782
2013,3rd Quintile,Tenant,No,0.58535,950,1676,0.56175,0.60894
2013,4th Quintile,Owner,Yes,0.87379,1664,1825,0.85854,0.88903
2013,4th Quintile,Owner,No,0.12621,161,1825,0.11097,0.14146
2013,4th Quintile,Tenant,Yes,0.44018,603,1289,0.41307,0.46729
2013,4th Quintile,Tenant,No,0.55982,686,1289,0.53271,0.58693
2013,5th Quintile,Owner,Yes,0.87844,2100,2322,0.86514,0.89173
2013,5th Quintile,Owner,No,0.12156,222,2322,0.10827,0.13486
2013,5th Quintile,Tenant,Yes,0.46215,458,940,0.43026,0.49404
2013,5th Quintile,Tenant,No,0.53785,482,940,0.50596,0.56974
2014,1st Quintile,Owner,Yes,0.83155,441,503,0.79881,0.86429
2014,1st Quintile,Owner,No,0.16845,62,503,0.13571,0.20119
2014,1st Quintile,Tenant,Yes,0.29640,932,2948,0.27991,0.31289
2014,1st Quintile,Tenant,No,0.70091,2016,2948,0.68438,0.71744
2014,2nd Quintile,Owner,Yes,0.84824,985,1095,0.82698,0.86950
2014,2nd Quintile,Owner,No,0.15176,110,1095,0.13050,0.17302
2014,2nd Quintile,Tenant,Yes,0.36689,882,2216,0.34682,0.38696
2014,2nd Quintile,Tenant,No,0.63106,1334,2216,0.61097,0.65116
2014,3rd Quintile,Owner,Yes,0.89953,1431,1577,0.88469,0.91437
2014,3rd Quintile,Owner,No,0.10047,146,1577,0.08563,0.11531
2014,3rd Quintile,Tenant,Yes,0.41673,699,1532,0.39203,0.44142
2014,3rd Quintile,Tenant,No,0.58327,833,1532,0.55858,0.60797
2014,4th Quintile,Owner,Yes,0.86416,1559,1719,0.84796,0.88036
2014,4th Quintile,Owner,No,0.13584,160,1719,0.11964,0.15204
2014,4th Quintile,Tenant,Yes,0.43953,585,1207,0.41152,0.46755
2014,4th Quintile,Tenant,No,0.55918,622,1207,0.53116,0.58720
2014,5th Quintile,Owner,Yes,0.85898,1938,2155,0.84428,0.87368
2014,5th Quintile,Owner,No,0.13863,217,2155,0.12404,0.15322
2014,5th Quintile,Tenant,Yes,0.49013,406,863,0.45675,0.52350
2014,5th Quintile,Tenant,No,0.50987,457,863,0.47650,0.54325
2015,1st Quintile,Owner,Yes,0.81963,428,488,0.78548,0.85378
2015,1st Quintile,Owner,No,0.18037,60,488,0.14622,0.21452
2015,1st Quintile,Tenant,Yes,0.28335,891,3059,0.26738,0.29932
2015,1st Quintile,Tenant,No,0.71284,2168,3059,0.69680,0.72887
2015,2nd Quintile,Owner,Yes,0.83385,965,1089,0.81173,0.85597
2015,2nd Quintile,Owner,No,0.16615,124,1089,0.14403,0.18827
2015,2nd Quintile,Tenant,Yes,0.34289,849,2291,0.32345,0.36233
2015,2nd Quintile,Tenant,No,0.65585,1442,2291,0.63639,0.67530
2015,3rd Quintile,Owner,Yes,0.88384,1278,1439,0.86728,0.90040
2015,3rd Quintile,Owner,No,0.11616,161,1439,0.09960,0.13272
2015,3rd Quintile,Tenant,Yes,0.37843,655,1577,0.35449,0.40238
2015,3rd Quintile,Tenant,No,0.61784,922,1577,0.59385,0.64183
2015,4th Quintile,Owner,Yes,0.85791,1487,1648,0.84105,0.87477
2015,4th Quintile,Owner,No,0.14209,161,1648,0.12523,0.15895
2015,4th Quintile,Tenant,Yes,0.38655,502,1181,0.35877,0.41434
2015,4th Quintile,Tenant,No,0.61079,679,1181,0.58297,0.63861
2015,5th Quintile,Owner,Yes,0.85186,1850,2075,0.83658,0.86715
2015,5th Quintile,Owner,No,0.14814,225,2075,0.13285,0.16342
2015,5th Quintile,Tenant,Yes,0.50862,451,901,0.47596,0.54128
2015,5th Quintile,Tenant,No,0.49138,450,901,0.45872,0.52404
2016,1st Quintile,Owner,Yes,0.82961,343,396,0.79254,0.86669
2016,1st Quintile,Owner,No,0.17039,53,396,0.13331,0.20746
2016,1st Quintile,Tenant,Yes,0.25854,758,2695,0.24201,0.27507
2016,1st Quintile,Tenant,No,0.73811,1937,2695,0.72150,0.75471
2016,2nd Quintile,Owner,Yes,0.86395,920,1025,0.84295,0.88495
2016,2nd Quintile,Owner,No,0.13577,105,1025,0.11479,0.15675
2016,2nd Quintile,Tenant,Yes,0.34311,737,2012,0.32236,0.36386
2016,2nd Quintile,Tenant,No,0.65658,1275,2012,0.63582,0.67733
2016,3rd Quintile,Owner,Yes,0.86232,1189,1341,0.84387,0.88077
2016,3rd Quintile,Owner,No,0.13768,152,1341,0.11923,0.15613
2016,3rd Quintile,Tenant,Yes,0.39500,577,1400,0.36939,0.42062
2016,3rd Quintile,Tenant,No,0.59772,823,1400,0.57202,0.62341
2016,4th Quintile,Owner,Yes,0.85073,1401,1561,0.83304,0.86841
2016,4th Quintile,Owner,No,0.14927,160,1561,0.13159,0.16696
2016,4th Quintile,Tenant,Yes,0.39544,480,1101,0.36655,0.42434
2016,4th Quintile,Tenant,No,0.60456,621,1101,0.57566,0.63345
2016,5th Quintile,Owner,Yes,0.86039,1773,1978,0.84512,0.87567
2016,5th Quintile,Owner,No,0.13961,205,1978,0.12433,0.15488
2016,5th Quintile,Tenant,Yes,0.50054,380,777,0.46536,0.53572
2016,5th Quintile,Tenant,No,0.49946,397,777,0.46428,0.53464
2017,1st Quintile,Owner,Yes,0.80705,341,391,0.76789,0.84622
2017,1st Quintile,Owner,No,0.19295,50,391,0.15378,0.23211
2017,1st Quintile,Tenant,Yes,0.27355,1224,4452,0.26046,0.28665
2017,1st Quintile,Tenant,No,0.72378,3228,4452,0.71065,0.73692
2017,2nd Quintile,Owner,Yes,0.85090,984,1099,0.82983,0.87197
2017,2nd Quintile,Owner,No,0.14910,115,1099,0.12803,0.17017
2017,2nd Quintile,Tenant,Yes,0.33826,831,2229,0.31862,0.35791
2017,2nd Quintile,Tenant,No,0.65702,1398,2229,0.63731,0.67673
2017,3rd Quintile,Owner,Yes,0.87323,1387,1532,0.85656,0.88990
2017,3rd Quintile,Owner,No,0.12677,145,1532,0.11010,0.14344
2017,3rd Quintile,Tenant,Yes,0.41339,673,1575,0.38906,0.43771
2017,3rd Quintile,Tenant,No,0.58661,902,1575,0.56229,0.61094
2017,4th Quintile,Owner,Yes,0.85544,1621,1797,0.83917,0.87170
2017,4th Quintile,Owner,No,0.14456,176,1797,0.12830,0.16083
2017,4th Quintile,Tenant,Yes,0.43389,603,1249,0.40640,0.46139
2017,4th Quintile,Tenant,No,0.56599,646,1249,0.53849,0.59349
2017,5th Quintile,Owner,Yes,0.85543,2006,2244,0.84088,0.86998
2017,5th Quintile,Owner,No,0.14457,238,2244,0.13002,0.15912
2017,5th Quintile,Tenant,Yes,0.46962,405,851,0.43607,0.50317
2017,5th Quintile,Tenant,No,0.53038,446,851,0.49683,0.56393
2018,1st Quintile,Owner,Yes,0.84919,340,382,0.81325,0.88512
2018,1st Quintile,Owner,No,0.15080,42,382,0.11487,0.18674
2018,1st Quintile,Tenant,Yes,0.28126,1290,4833,0.26858,0.29393
2018,1st Quintile,Tenant,No,0.71520,3543,4833,0.70248,0.72793
2018,2nd Quintile,Owner,Yes,0.82458,967,1086,0.80195,0.84721
2018,2nd Quintile,Owner,No,0.17542,119,1086,0.15279,0.19805
2018,2nd Quintile,Tenant,Yes,0.33634,805,2353,0.31725,0.35543
2018,2nd Quintile,Tenant,No,0.66341,1548,2353,0.64431,0.68251
2018,3rd Quintile,Owner,Yes,0.87479,1262,1403,0.85746,0.89211
2018,3rd Quintile,Owner,No,0.12328,141,1403,0.10607,0.14049
2018,3rd Quintile,Tenant,Yes,0.39911,647,1593,0.37505,0.42316
2018,3rd Quintile,Tenant,No,0.59541,946,1593,0.57130,0.61952
2018,4th Quintile,Owner,Yes,0.84774,1532,1711,0.83071,0.86477
2018,4th Quintile,Owner,No,0.15226,179,1711,0.13523,0.16929
2018,4th Quintile,Tenant,Yes,0.42273,536,1185,0.39459,0.45087
2018,4th Quintile,Tenant,No,0.57187,649,1185,0.54369,0.60006
2018,5th Quintile,Owner,Yes,0.85349,1921,2173,0.83862,0.86836
2018,5th Quintile,Owner,No,0.14651,252,2173,0.13164,0.16138
2018,5th Quintile,Tenant,Yes,0.48154,392,840,0.44773,0.51535
2018,5th Quintile,Tenant,No,0.51301,448,840,0.47918,0.54683
2019,1st Quintile,Owner,Yes,0.79127,290,335,0.74768,0.83485
2019,1st Quintile,Owner,No,0.16256,45,335,0.12299,0.20213
2019,1st Quintile,Tenant,Yes,0.23964,1117,4191,0.22671,0.25256
2019,1st Quintile,Tenant,No,0.61679,3074,4191,0.60207,0.63151
2019,2nd Quintile,Owner,Yes,0.80206,837,926,0.77638,0.82773
2019,2nd Quintile,Owner,No,0.15495,89,926,0.13163,0.17827
2019,2nd Quintile,Tenant,Yes,0.31354,617,1818,0.29221,0.33487
2019,2nd Quintile,Tenant,No,0.56542,1201,1818,0.54263,0.58821
2019,3rd Quintile,Owner,Yes,0.80904,1101,1252,0.78725,0.83082
2019,3rd Quintile,Owner,No,0.14761,151,1252,0.12795,0.16726
2019,3rd Quintile,Tenant,Yes,0.34165,542,1280,0.31566,0.36765
2019,3rd Quintile,Tenant,No,0.53587,738,1280,0.50854,0.56320
2019,4th Quintile,Owner,Yes,0.82059,1368,1521,0.80130,0.83988
2019,4th Quintile,Owner,No,0.12708,153,1521,0.11034,0.14382
2019,4th Quintile,Tenant,Yes,0.37640,437,948,0.34554,0.40726
2019,4th Quintile,Tenant,No,0.50154,511,948,0.46970,0.53339
2019,5th Quintile,Owner,Yes,0.77757,1703,1912,0.75893,0.79622
2019,5th Quintile,Owner,No,0.13241,209,1912,0.11721,0.14760
2019,5th Quintile,Tenant,Yes,0.41439,336,686,0.37750,0.45128
2019,5th Quintile,Tenant,No,0.39278,350,686,0.35621,0.42936
2020,1st Quintile,Owner,Yes,0.81997,282,328,0.77832,0.86161
2020,1st Quintile,Owner,No,0.18003,46,328,0.13839,0.22168
2020,1st Quintile,Tenant,Yes,0.28826,1529,5754,0.27655,0.29996
2020,1st Quintile,Tenant,No,0.71022,4225,5754,0.69849,0.72194
2020,2nd Quintile,Owner,Yes,0.85241,888,987,0.83027,0.87455
2020,2nd Quintile,Owner,No,0.14759,99,987,0.12545,0.16973
2020,2nd Quintile,Tenant,Yes,0.36349,852,2513,0.34468,0.38230
2020,2nd Quintile,Tenant,No,0.63403,1661,2513,0.61520,0.65287
2020,3rd Quintile,Owner,Yes,0.87277,1170,1301,0.85466,0.89089
2020,3rd Quintile,Owner,No,0.12709,131,1301,0.10898,0.14519
2020,3rd Quintile,Tenant,Yes,0.43582,661,1600,0.41151,0.46012
2020,3rd Quintile,Tenant,No,0.56341,939,1600,0.53910,0.58771
2020,4th Quintile,Owner,Yes,0.87148,1470,1618,0.85517,0.88780
2020,4th Quintile,Owner,No,0.12810,148,1618,0.11181,0.14439
2020,4th Quintile,Tenant,Yes,0.43669,534,1252,0.40920,0.46417
2020,4th Quintile,Tenant,No,0.55937,718,1252,0.53186,0.58688
2020,5th Quintile,Owner,Yes,0.85217,2450,2749,0.83890,0.86544
2020,5th Quintile,Owner,No,0.14765,299,2749,0.13439,0.16092
2020,5th Quintile,Tenant,Yes,0.46800,456,1005,0.43714,0.49887
2020,5th Quintile,Tenant,No,0.53119,549,1005,0.50032,0.56206
2021,1st Quintile,Owner,Yes,0.76918,217,257,0.71757,0.82080
2021,1st Quintile,Owner,No,0.17826,40,257,0.13138,0.22515
2021,1st Quintile,Tenant,Yes,0.28516,744,2504,0.26747,0.30285
2021,1st Quintile,Tenant,No,0.57109,1760,2504,0.55170,0.59048
2021,2nd Quintile,Owner,Yes,0.78139,568,644,0.74945,0.81334
2021,2nd Quintile,Owner,No,0.15646,76,644,0.12838,0.18454
2021,2nd Quintile,Tenant,Yes,0.30961,505,1492,0.28614,0.33308
2021,2nd Quintile,Tenant,No,0.57274,987,1492,0.54763,0.59785
2021,3rd Quintile,Owner,Yes,0.75857,753,860,0.72995,0.78719
2021,3rd Quintile,Owner,No,0.17070,107,860,0.14554,0.19586
2021,3rd Quintile,Tenant,Yes,0.36873,402,1018,0.33908,0.39838
2021,3rd Quintile,Tenant,No,0.52019,616,1018,0.48948,0.55089
2021,4th Quintile,Owner,Yes,0.78200,996,1114,0.75774,0.80626
2021,4th Quintile,Owner,No,0.13023,118,1114,0.11045,0.15000
2021,4th Quintile,Tenant,Yes,0.37386,353,801,0.34033,0.40739
2021,4th Quintile,Tenant,No,0.49685,448,801,0.46220,0.53149
