"pld0044","year","bildungsniveau","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nie","2010","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Nie","2010","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Nie","2010","Hauptschule","Staedtischer Raum","","","",""
"Nie","2010","Hauptschule","Laendlicher Raum","","","",""
"Nie","2010","Realschule","Staedtischer Raum","","","",""
"Nie","2010","Realschule","Laendlicher Raum","","","",""
"Nie","2010","(Fach-)Abitur","Staedtischer Raum","","","",""
"Nie","2010","(Fach-)Abitur","Laendlicher Raum","","","",""
"Nie","2010","AkademikerIn","Staedtischer Raum","","","",""
"Nie","2010","AkademikerIn","Laendlicher Raum","","","",""
"Sehr oft","2011","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Sehr oft","2011","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Sehr oft","2011","Hauptschule","Staedtischer Raum","","","",""
"Sehr oft","2011","Hauptschule","Laendlicher Raum","","","",""
"Sehr oft","2011","Realschule","Staedtischer Raum","","","",""
"Sehr oft","2011","Realschule","Laendlicher Raum","","","",""
"Sehr oft","2011","(Fach-)Abitur","Staedtischer Raum","","","",""
"Sehr oft","2011","(Fach-)Abitur","Laendlicher Raum","","","",""
"Sehr oft","2011","AkademikerIn","Staedtischer Raum","","","",""
"Sehr oft","2011","AkademikerIn","Laendlicher Raum","","","",""
"Oft","2011","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Oft","2011","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Oft","2011","Hauptschule","Staedtischer Raum","","","",""
"Oft","2011","Hauptschule","Laendlicher Raum","","","",""
"Oft","2011","Realschule","Staedtischer Raum","","","",""
"Oft","2011","Realschule","Laendlicher Raum","","","",""
"Oft","2011","(Fach-)Abitur","Staedtischer Raum","","","",""
"Oft","2011","(Fach-)Abitur","Laendlicher Raum","","","",""
"Oft","2011","AkademikerIn","Staedtischer Raum","","","",""
"Oft","2011","AkademikerIn","Laendlicher Raum","","","",""
"Manchmal","2011","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Manchmal","2011","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Manchmal","2011","Hauptschule","Staedtischer Raum","","","",""
"Manchmal","2011","Hauptschule","Laendlicher Raum","","","",""
"Manchmal","2011","Realschule","Staedtischer Raum","","","",""
"Manchmal","2011","Realschule","Laendlicher Raum","","","",""
"Manchmal","2011","(Fach-)Abitur","Staedtischer Raum","","","",""
"Manchmal","2011","(Fach-)Abitur","Laendlicher Raum","","","",""
"Manchmal","2011","AkademikerIn","Staedtischer Raum","","","",""
"Manchmal","2011","AkademikerIn","Laendlicher Raum","","","",""
"Selten","2011","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Selten","2011","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Selten","2011","Hauptschule","Staedtischer Raum","","","",""
"Selten","2011","Hauptschule","Laendlicher Raum","","","",""
"Selten","2011","Realschule","Staedtischer Raum","","","",""
"Selten","2011","Realschule","Laendlicher Raum","","","",""
"Selten","2011","(Fach-)Abitur","Staedtischer Raum","","","",""
"Selten","2011","(Fach-)Abitur","Laendlicher Raum","","","",""
"Selten","2011","AkademikerIn","Staedtischer Raum","","","",""
"Selten","2011","AkademikerIn","Laendlicher Raum","","","",""
"Nie","2011","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Nie","2011","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Nie","2011","Hauptschule","Staedtischer Raum","","","",""
"Nie","2011","Hauptschule","Laendlicher Raum","","","",""
"Nie","2011","Realschule","Staedtischer Raum","","","",""
"Nie","2011","Realschule","Laendlicher Raum","","","",""
"Nie","2011","(Fach-)Abitur","Staedtischer Raum","","","",""
"Nie","2011","(Fach-)Abitur","Laendlicher Raum","","","",""
"Nie","2011","AkademikerIn","Staedtischer Raum","","","",""
"Nie","2011","AkademikerIn","Laendlicher Raum","","","",""
"Sehr oft","2012","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Sehr oft","2012","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Sehr oft","2012","Hauptschule","Staedtischer Raum","","","",""
"Sehr oft","2012","Hauptschule","Laendlicher Raum","","","",""
"Sehr oft","2012","Realschule","Staedtischer Raum","","","",""
"Sehr oft","2012","Realschule","Laendlicher Raum","","","",""
"Sehr oft","2012","(Fach-)Abitur","Staedtischer Raum","","","",""
"Sehr oft","2012","(Fach-)Abitur","Laendlicher Raum","","","",""
"Sehr oft","2012","AkademikerIn","Staedtischer Raum","","","",""
"Sehr oft","2012","AkademikerIn","Laendlicher Raum","","","",""
"Oft","2012","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Oft","2012","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Oft","2012","Hauptschule","Staedtischer Raum","","","",""
"Oft","2012","Hauptschule","Laendlicher Raum","","","",""
"Oft","2012","Realschule","Staedtischer Raum","","","",""
"Oft","2012","Realschule","Laendlicher Raum","","","",""
"Oft","2012","(Fach-)Abitur","Staedtischer Raum","","","",""
"Oft","2012","(Fach-)Abitur","Laendlicher Raum","","","",""
"Oft","2012","AkademikerIn","Staedtischer Raum","","","",""
"Oft","2012","AkademikerIn","Laendlicher Raum","","","",""
"Manchmal","2012","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Manchmal","2012","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Manchmal","2012","Hauptschule","Staedtischer Raum","","","",""
"Manchmal","2012","Hauptschule","Laendlicher Raum","","","",""
"Manchmal","2012","Realschule","Staedtischer Raum","","","",""
"Manchmal","2012","Realschule","Laendlicher Raum","","","",""
"Manchmal","2012","(Fach-)Abitur","Staedtischer Raum","","","",""
"Manchmal","2012","(Fach-)Abitur","Laendlicher Raum","","","",""
"Manchmal","2012","AkademikerIn","Staedtischer Raum","","","",""
"Manchmal","2012","AkademikerIn","Laendlicher Raum","","","",""
"Selten","2012","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Selten","2012","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Selten","2012","Hauptschule","Staedtischer Raum","","","",""
"Selten","2012","Hauptschule","Laendlicher Raum","","","",""
"Selten","2012","Realschule","Staedtischer Raum","","","",""
"Selten","2012","Realschule","Laendlicher Raum","","","",""
"Selten","2012","(Fach-)Abitur","Staedtischer Raum","","","",""
"Selten","2012","(Fach-)Abitur","Laendlicher Raum","","","",""
"Selten","2012","AkademikerIn","Staedtischer Raum","","","",""
"Selten","2012","AkademikerIn","Laendlicher Raum","","","",""
"Nie","2012","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Nie","2012","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Nie","2012","Hauptschule","Staedtischer Raum","","","",""
"Nie","2012","Hauptschule","Laendlicher Raum","","","",""
"Nie","2012","Realschule","Staedtischer Raum","","","",""
"Nie","2012","Realschule","Laendlicher Raum","","","",""
"Nie","2012","(Fach-)Abitur","Staedtischer Raum","","","",""
"Nie","2012","(Fach-)Abitur","Laendlicher Raum","","","",""
"Nie","2012","AkademikerIn","Staedtischer Raum","","","",""
"Nie","2012","AkademikerIn","Laendlicher Raum","","","",""
"Sehr oft","2013","(noch) kein Abschluss","Staedtischer Raum","7","0.00836084292737845","0.000623459108465236","0.0160982267462917"
"Sehr oft","2013","(noch) kein Abschluss","Laendlicher Raum","8","0.0269835060470183","0.00769170671881414","0.0462753053752224"
"Sehr oft","2013","Hauptschule","Staedtischer Raum","25","","",""
"Sehr oft","2013","Hauptschule","Laendlicher Raum","7","0.00085678656954707","-0.000183109836923678","0.00189668297601782"
"Sehr oft","2013","Realschule","Staedtischer Raum","18","","",""
"Sehr oft","2013","Realschule","Laendlicher Raum","6","0.000493428840915826","-0.000276739615146388","0.00126359729697804"
"Sehr oft","2013","(Fach-)Abitur","Staedtischer Raum","10","","",""
"Sehr oft","2013","(Fach-)Abitur","Laendlicher Raum","","","",""
"Sehr oft","2013","AkademikerIn","Staedtischer Raum","6","0.000880759624987279","-2.22051367683243e-05","0.00178372438674288"
"Sehr oft","2013","AkademikerIn","Laendlicher Raum","2","","",""
"Oft","2013","(noch) kein Abschluss","Staedtischer Raum","61","0.0835100459114355","0.0600015149793434","0.107018576843528"
"Oft","2013","(noch) kein Abschluss","Laendlicher Raum","33","0.118119018579119","0.0796927380578167","0.156545299100422"
"Oft","2013","Hauptschule","Staedtischer Raum","142","","",""
"Oft","2013","Hauptschule","Laendlicher Raum","57","0.0166797358766807","0.0121279485723743","0.0212315231809872"
"Oft","2013","Realschule","Staedtischer Raum","81","0.016947064115571","0.0129390973221819","0.0209550309089601"
"Oft","2013","Realschule","Laendlicher Raum","60","0.0165657718871341","0.0121392854960187","0.0209922582782496"
"Oft","2013","(Fach-)Abitur","Staedtischer Raum","104","","",""
"Oft","2013","(Fach-)Abitur","Laendlicher Raum","24","","",""
"Oft","2013","AkademikerIn","Staedtischer Raum","85","0.0237950722076397","0.0191558256575902","0.0284343187576893"
"Oft","2013","AkademikerIn","Laendlicher Raum","15","","",""
"Manchmal","2013","(noch) kein Abschluss","Staedtischer Raum","148","","",""
"Manchmal","2013","(noch) kein Abschluss","Laendlicher Raum","64","0.17446757499914","0.129283241977741","0.219651908020539"
"Manchmal","2013","Hauptschule","Staedtischer Raum","507","0.104483687398228","0.0956870593662959","0.11328031543016"
"Manchmal","2013","Hauptschule","Laendlicher Raum","276","","",""
"Manchmal","2013","Realschule","Staedtischer Raum","461","0.111626765326403","0.101848308357858","0.121405222294947"
"Manchmal","2013","Realschule","Laendlicher Raum","303","0.0942783209507988","0.0841442500994066","0.104412391802191"
"Manchmal","2013","(Fach-)Abitur","Staedtischer Raum","395","0.161296501857273","0.146409975556963","0.176183028157583"
"Manchmal","2013","(Fach-)Abitur","Laendlicher Raum","145","","",""
"Manchmal","2013","AkademikerIn","Staedtischer Raum","596","0.155715393807763","0.144678581632059","0.166752205983467"
"Manchmal","2013","AkademikerIn","Laendlicher Raum","163","","",""
"Selten","2013","(noch) kein Abschluss","Staedtischer Raum","137","","",""
"Selten","2013","(noch) kein Abschluss","Laendlicher Raum","62","0.211338515394092","0.162731597069965","0.259945433718219"
"Selten","2013","Hauptschule","Staedtischer Raum","1174","","",""
"Selten","2013","Hauptschule","Laendlicher Raum","721","0.224085024050411","0.209264847936938","0.238905200163884"
"Selten","2013","Realschule","Staedtischer Raum","1262","","",""
"Selten","2013","Realschule","Laendlicher Raum","950","0.312509021852454","0.296434227835354","0.328583815869553"
"Selten","2013","(Fach-)Abitur","Staedtischer Raum","869","0.393954377300446","0.374177747134051","0.413731007466842"
"Selten","2013","(Fach-)Abitur","Laendlicher Raum","344","0.387622492651113","0.355915244772786","0.41932974052944"
"Selten","2013","AkademikerIn","Staedtischer Raum","1599","","",""
"Selten","2013","AkademikerIn","Laendlicher Raum","594","0.372010931761633","0.348759594271437","0.395262269251828"
"Nie","2013","(noch) kein Abschluss","Staedtischer Raum","179","","",""
"Nie","2013","(noch) kein Abschluss","Laendlicher Raum","104","","",""
"Nie","2013","Hauptschule","Staedtischer Raum","2797","","",""
"Nie","2013","Hauptschule","Laendlicher Raum","1980","","",""
"Nie","2013","Realschule","Staedtischer Raum","2162","","",""
"Nie","2013","Realschule","Laendlicher Raum","1875","","",""
"Nie","2013","(Fach-)Abitur","Staedtischer Raum","967","0.383175108940986","0.36349822800986","0.402851989872113"
"Nie","2013","(Fach-)Abitur","Laendlicher Raum","394","0.365526641323103","0.334185799257868","0.396867483388338"
"Nie","2013","AkademikerIn","Staedtischer Raum","1860","","",""
"Nie","2013","AkademikerIn","Laendlicher Raum","886","0.524206642223511","0.500182134680018","0.548231149767004"
"Sehr oft","2014","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Sehr oft","2014","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Sehr oft","2014","Hauptschule","Staedtischer Raum","","","",""
"Sehr oft","2014","Hauptschule","Laendlicher Raum","","","",""
"Sehr oft","2014","Realschule","Staedtischer Raum","","","",""
"Sehr oft","2014","Realschule","Laendlicher Raum","","","",""
"Sehr oft","2014","(Fach-)Abitur","Staedtischer Raum","","","",""
"Sehr oft","2014","(Fach-)Abitur","Laendlicher Raum","","","",""
"Sehr oft","2014","AkademikerIn","Staedtischer Raum","","","",""
"Sehr oft","2014","AkademikerIn","Laendlicher Raum","","","",""
"Oft","2014","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Oft","2014","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Oft","2014","Hauptschule","Staedtischer Raum","","","",""
"Oft","2014","Hauptschule","Laendlicher Raum","","","",""
"Oft","2014","Realschule","Staedtischer Raum","","","",""
"Oft","2014","Realschule","Laendlicher Raum","","","",""
"Oft","2014","(Fach-)Abitur","Staedtischer Raum","","","",""
"Oft","2014","(Fach-)Abitur","Laendlicher Raum","","","",""
"Oft","2014","AkademikerIn","Staedtischer Raum","","","",""
"Oft","2014","AkademikerIn","Laendlicher Raum","","","",""
"Manchmal","2014","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Manchmal","2014","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Manchmal","2014","Hauptschule","Staedtischer Raum","","","",""
"Manchmal","2014","Hauptschule","Laendlicher Raum","","","",""
"Manchmal","2014","Realschule","Staedtischer Raum","","","",""
"Manchmal","2014","Realschule","Laendlicher Raum","","","",""
"Manchmal","2014","(Fach-)Abitur","Staedtischer Raum","","","",""
"Manchmal","2014","(Fach-)Abitur","Laendlicher Raum","","","",""
"Manchmal","2014","AkademikerIn","Staedtischer Raum","","","",""
"Manchmal","2014","AkademikerIn","Laendlicher Raum","","","",""
"Selten","2014","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Selten","2014","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Selten","2014","Hauptschule","Staedtischer Raum","","","",""
"Selten","2014","Hauptschule","Laendlicher Raum","","","",""
"Selten","2014","Realschule","Staedtischer Raum","","","",""
"Selten","2014","Realschule","Laendlicher Raum","","","",""
"Selten","2014","(Fach-)Abitur","Staedtischer Raum","","","",""
"Selten","2014","(Fach-)Abitur","Laendlicher Raum","","","",""
"Selten","2014","AkademikerIn","Staedtischer Raum","","","",""
"Selten","2014","AkademikerIn","Laendlicher Raum","","","",""
"Nie","2014","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Nie","2014","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Nie","2014","Hauptschule","Staedtischer Raum","","","",""
"Nie","2014","Hauptschule","Laendlicher Raum","","","",""
"Nie","2014","Realschule","Staedtischer Raum","","","",""
"Nie","2014","Realschule","Laendlicher Raum","","","",""
"Nie","2014","(Fach-)Abitur","Staedtischer Raum","","","",""
"Nie","2014","(Fach-)Abitur","Laendlicher Raum","","","",""
"Nie","2014","AkademikerIn","Staedtischer Raum","","","",""
"Nie","2014","AkademikerIn","Laendlicher Raum","","","",""
"Sehr oft","2015","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Sehr oft","2015","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Sehr oft","2015","Hauptschule","Staedtischer Raum","","","",""
"Sehr oft","2015","Hauptschule","Laendlicher Raum","","","",""
"Sehr oft","2015","Realschule","Staedtischer Raum","","","",""
"Sehr oft","2015","Realschule","Laendlicher Raum","","","",""
"Sehr oft","2015","(Fach-)Abitur","Staedtischer Raum","","","",""
"Sehr oft","2015","(Fach-)Abitur","Laendlicher Raum","","","",""
"Sehr oft","2015","AkademikerIn","Staedtischer Raum","","","",""
"Sehr oft","2015","AkademikerIn","Laendlicher Raum","","","",""
"Oft","2015","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Oft","2015","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Oft","2015","Hauptschule","Staedtischer Raum","","","",""
"Oft","2015","Hauptschule","Laendlicher Raum","","","",""
"Oft","2015","Realschule","Staedtischer Raum","","","",""
"Oft","2015","Realschule","Laendlicher Raum","","","",""
"Oft","2015","(Fach-)Abitur","Staedtischer Raum","","","",""
"Oft","2015","(Fach-)Abitur","Laendlicher Raum","","","",""
"Oft","2015","AkademikerIn","Staedtischer Raum","","","",""
"Oft","2015","AkademikerIn","Laendlicher Raum","","","",""
"Manchmal","2015","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Manchmal","2015","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Manchmal","2015","Hauptschule","Staedtischer Raum","","","",""
"Manchmal","2015","Hauptschule","Laendlicher Raum","","","",""
"Manchmal","2015","Realschule","Staedtischer Raum","","","",""
"Manchmal","2015","Realschule","Laendlicher Raum","","","",""
"Manchmal","2015","(Fach-)Abitur","Staedtischer Raum","","","",""
"Manchmal","2015","(Fach-)Abitur","Laendlicher Raum","","","",""
"Manchmal","2015","AkademikerIn","Staedtischer Raum","","","",""
"Manchmal","2015","AkademikerIn","Laendlicher Raum","","","",""
"Selten","2015","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Selten","2015","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Selten","2015","Hauptschule","Staedtischer Raum","","","",""
"Selten","2015","Hauptschule","Laendlicher Raum","","","",""
"Selten","2015","Realschule","Staedtischer Raum","","","",""
"Selten","2015","Realschule","Laendlicher Raum","","","",""
"Selten","2015","(Fach-)Abitur","Staedtischer Raum","","","",""
"Selten","2015","(Fach-)Abitur","Laendlicher Raum","","","",""
"Selten","2015","AkademikerIn","Staedtischer Raum","","","",""
"Selten","2015","AkademikerIn","Laendlicher Raum","","","",""
"Nie","2015","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Nie","2015","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Nie","2015","Hauptschule","Staedtischer Raum","","","",""
"Nie","2015","Hauptschule","Laendlicher Raum","","","",""
"Nie","2015","Realschule","Staedtischer Raum","","","",""
"Nie","2015","Realschule","Laendlicher Raum","","","",""
"Nie","2015","(Fach-)Abitur","Staedtischer Raum","","","",""
"Nie","2015","(Fach-)Abitur","Laendlicher Raum","","","",""
"Nie","2015","AkademikerIn","Staedtischer Raum","","","",""
"Nie","2015","AkademikerIn","Laendlicher Raum","","","",""
"Sehr oft","2016","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Sehr oft","2016","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Sehr oft","2016","Hauptschule","Staedtischer Raum","","","",""
"Sehr oft","2016","Hauptschule","Laendlicher Raum","","","",""
"Sehr oft","2016","Realschule","Staedtischer Raum","","","",""
"Sehr oft","2016","Realschule","Laendlicher Raum","","","",""
"Sehr oft","2016","(Fach-)Abitur","Staedtischer Raum","","","",""
"Sehr oft","2016","(Fach-)Abitur","Laendlicher Raum","","","",""
"Sehr oft","2016","AkademikerIn","Staedtischer Raum","","","",""
"Sehr oft","2016","AkademikerIn","Laendlicher Raum","","","",""
"Oft","2016","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Oft","2016","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Oft","2016","Hauptschule","Staedtischer Raum","","","",""
"Oft","2016","Hauptschule","Laendlicher Raum","","","",""
"Oft","2016","Realschule","Staedtischer Raum","","","",""
"Oft","2016","Realschule","Laendlicher Raum","","","",""
"Oft","2016","(Fach-)Abitur","Staedtischer Raum","","","",""
"Oft","2016","(Fach-)Abitur","Laendlicher Raum","","","",""
"Oft","2016","AkademikerIn","Staedtischer Raum","","","",""
"Oft","2016","AkademikerIn","Laendlicher Raum","","","",""
"Manchmal","2016","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Manchmal","2016","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Manchmal","2016","Hauptschule","Staedtischer Raum","","","",""
"Manchmal","2016","Hauptschule","Laendlicher Raum","","","",""
"Manchmal","2016","Realschule","Staedtischer Raum","","","",""
"Manchmal","2016","Realschule","Laendlicher Raum","","","",""
"Manchmal","2016","(Fach-)Abitur","Staedtischer Raum","","","",""
"Manchmal","2016","(Fach-)Abitur","Laendlicher Raum","","","",""
"Manchmal","2016","AkademikerIn","Staedtischer Raum","","","",""
"Manchmal","2016","AkademikerIn","Laendlicher Raum","","","",""
"Selten","2016","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Selten","2016","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Selten","2016","Hauptschule","Staedtischer Raum","","","",""
"Selten","2016","Hauptschule","Laendlicher Raum","","","",""
"Selten","2016","Realschule","Staedtischer Raum","","","",""
"Selten","2016","Realschule","Laendlicher Raum","","","",""
"Selten","2016","(Fach-)Abitur","Staedtischer Raum","","","",""
"Selten","2016","(Fach-)Abitur","Laendlicher Raum","","","",""
"Selten","2016","AkademikerIn","Staedtischer Raum","","","",""
"Selten","2016","AkademikerIn","Laendlicher Raum","","","",""
"Nie","2016","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Nie","2016","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Nie","2016","Hauptschule","Staedtischer Raum","","","",""
"Nie","2016","Hauptschule","Laendlicher Raum","","","",""
"Nie","2016","Realschule","Staedtischer Raum","","","",""
"Nie","2016","Realschule","Laendlicher Raum","","","",""
"Nie","2016","(Fach-)Abitur","Staedtischer Raum","","","",""
"Nie","2016","(Fach-)Abitur","Laendlicher Raum","","","",""
"Nie","2016","AkademikerIn","Staedtischer Raum","","","",""
"Nie","2016","AkademikerIn","Laendlicher Raum","","","",""
"Sehr oft","2017","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Sehr oft","2017","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Sehr oft","2017","Hauptschule","Staedtischer Raum","","","",""
"Sehr oft","2017","Hauptschule","Laendlicher Raum","","","",""
"Sehr oft","2017","Realschule","Staedtischer Raum","","","",""
"Sehr oft","2017","Realschule","Laendlicher Raum","","","",""
"Sehr oft","2017","(Fach-)Abitur","Staedtischer Raum","","","",""
"Sehr oft","2017","(Fach-)Abitur","Laendlicher Raum","","","",""
"Sehr oft","2017","AkademikerIn","Staedtischer Raum","","","",""
"Sehr oft","2017","AkademikerIn","Laendlicher Raum","","","",""
"Oft","2017","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Oft","2017","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Oft","2017","Hauptschule","Staedtischer Raum","","","",""
"Oft","2017","Hauptschule","Laendlicher Raum","","","",""
"Oft","2017","Realschule","Staedtischer Raum","","","",""
"Oft","2017","Realschule","Laendlicher Raum","","","",""
"Oft","2017","(Fach-)Abitur","Staedtischer Raum","","","",""
"Oft","2017","(Fach-)Abitur","Laendlicher Raum","","","",""
"Oft","2017","AkademikerIn","Staedtischer Raum","","","",""
"Oft","2017","AkademikerIn","Laendlicher Raum","","","",""
"Manchmal","2017","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Manchmal","2017","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Manchmal","2017","Hauptschule","Staedtischer Raum","","","",""
"Manchmal","2017","Hauptschule","Laendlicher Raum","","","",""
"Manchmal","2017","Realschule","Staedtischer Raum","","","",""
"Manchmal","2017","Realschule","Laendlicher Raum","","","",""
"Manchmal","2017","(Fach-)Abitur","Staedtischer Raum","","","",""
"Manchmal","2017","(Fach-)Abitur","Laendlicher Raum","","","",""
"Manchmal","2017","AkademikerIn","Staedtischer Raum","","","",""
"Manchmal","2017","AkademikerIn","Laendlicher Raum","","","",""
"Selten","2017","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Selten","2017","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Selten","2017","Hauptschule","Staedtischer Raum","","","",""
"Selten","2017","Hauptschule","Laendlicher Raum","","","",""
"Selten","2017","Realschule","Staedtischer Raum","","","",""
"Selten","2017","Realschule","Laendlicher Raum","","","",""
"Selten","2017","(Fach-)Abitur","Staedtischer Raum","","","",""
"Selten","2017","(Fach-)Abitur","Laendlicher Raum","","","",""
"Selten","2017","AkademikerIn","Staedtischer Raum","","","",""
"Selten","2017","AkademikerIn","Laendlicher Raum","","","",""
"Nie","2017","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Nie","2017","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Nie","2017","Hauptschule","Staedtischer Raum","","","",""
"Nie","2017","Hauptschule","Laendlicher Raum","","","",""
"Nie","2017","Realschule","Staedtischer Raum","","","",""
"Nie","2017","Realschule","Laendlicher Raum","","","",""
"Nie","2017","(Fach-)Abitur","Staedtischer Raum","","","",""
"Nie","2017","(Fach-)Abitur","Laendlicher Raum","","","",""
"Nie","2017","AkademikerIn","Staedtischer Raum","","","",""
"Nie","2017","AkademikerIn","Laendlicher Raum","","","",""
"Sehr oft","2018","(noch) kein Abschluss","Staedtischer Raum","28","","",""
"Sehr oft","2018","(noch) kein Abschluss","Laendlicher Raum","3","","",""
"Sehr oft","2018","Hauptschule","Staedtischer Raum","44","0.0063657665824718","0.00394372457266503","0.00878780859227857"
"Sehr oft","2018","Hauptschule","Laendlicher Raum","14","","",""
"Sehr oft","2018","Realschule","Staedtischer Raum","21","","",""
"Sehr oft","2018","Realschule","Laendlicher Raum","12","","",""
"Sehr oft","2018","(Fach-)Abitur","Staedtischer Raum","33","0.00896803910189201","0.00553982766351824","0.0123962505402658"
"Sehr oft","2018","(Fach-)Abitur","Laendlicher Raum","14","","",""
"Sehr oft","2018","AkademikerIn","Staedtischer Raum","24","","",""
"Sehr oft","2018","AkademikerIn","Laendlicher Raum","4","0.00351471213727588","0.000739590876454118","0.00628983339809764"
"Oft","2018","(noch) kein Abschluss","Staedtischer Raum","69","0.102905221604707","0.0796191039517601","0.126191339257654"
"Oft","2018","(noch) kein Abschluss","Laendlicher Raum","23","","",""
"Oft","2018","Hauptschule","Staedtischer Raum","141","","",""
"Oft","2018","Hauptschule","Laendlicher Raum","52","0.0264791017622169","0.0203336189117218","0.0326245846127119"
"Oft","2018","Realschule","Staedtischer Raum","114","","",""
"Oft","2018","Realschule","Laendlicher Raum","66","0.0213598959143971","0.0161434518267932","0.0265763400020011"
"Oft","2018","(Fach-)Abitur","Staedtischer Raum","220","","",""
"Oft","2018","(Fach-)Abitur","Laendlicher Raum","58","0.0657963823551272","0.0512178823353991","0.0803748823748553"
"Oft","2018","AkademikerIn","Staedtischer Raum","193","","",""
"Oft","2018","AkademikerIn","Laendlicher Raum","36","0.0255347639497508","0.0181378470882762","0.0329316808112255"
"Manchmal","2018","(noch) kein Abschluss","Staedtischer Raum","188","","",""
"Manchmal","2018","(noch) kein Abschluss","Laendlicher Raum","54","0.243139790558386","0.188525062699365","0.297754518417407"
"Manchmal","2018","Hauptschule","Staedtischer Raum","576","0.134117224331998","0.123739195511016","0.144495253152979"
"Manchmal","2018","Hauptschule","Laendlicher Raum","292","","",""
"Manchmal","2018","Realschule","Staedtischer Raum","598","0.16079384780475","0.148943117575435","0.172644578034066"
"Manchmal","2018","Realschule","Laendlicher Raum","365","0.142000732260032","0.129407064353211","0.154594400166854"
"Manchmal","2018","(Fach-)Abitur","Staedtischer Raum","649","0.217102184170994","0.202110181195348","0.23209418714664"
"Manchmal","2018","(Fach-)Abitur","Laendlicher Raum","216","","",""
"Manchmal","2018","AkademikerIn","Staedtischer Raum","903","0.212054460304803","0.200235558082113","0.223873362527492"
"Manchmal","2018","AkademikerIn","Laendlicher Raum","260","","",""
"Selten","2018","(noch) kein Abschluss","Staedtischer Raum","127","","",""
"Selten","2018","(noch) kein Abschluss","Laendlicher Raum","59","0.185824262430336","0.136303855479448","0.235344669381224"
"Selten","2018","Hauptschule","Staedtischer Raum","1114","","",""
"Selten","2018","Hauptschule","Laendlicher Raum","714","0.266148080503109","0.249232082166405","0.283064078839814"
"Selten","2018","Realschule","Staedtischer Raum","1252","","",""
