year,bula_h,sampreg,pld0044,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2003,Schleswig-Holstein,West,Seldom,0.49395770392749244,27727,0.4880727519865728,0.4998426558684121
2003,Schleswig-Holstein,West,Never,0.3293051359516616,27727,0.323773337192441,0.3348369347108822
2003,Schleswig-Holstein,West,Sometimes,0.14954682779456194,27727,0.14534905976674586,0.153744595822378
2003,Schleswig-Holstein,West,Often,0.02416918429003021,27727,0.02236149872091138,0.025976869859149043
2003,Schleswig-Holstein,West,Very often,0.0030211480362537764,27727,0.0023751464174153586,0.0036671496550921942
2003,Hamburg,West,Seldom,0.4261168384879725,27727,0.4202960647316672,0.4319376122442778
2003,Hamburg,West,Never,0.38831615120274915,27727,0.38257946804508497,0.39405283436041333
2003,Hamburg,West,Sometimes,0.14432989690721648,27727,0.1401933689880621,0.14846642482637087
2003,Hamburg,West,Often,0.030927835051546393,27727,0.02889005432640719,0.032965615776685595
2003,Hamburg,West,Very often,0.010309278350515464,27727,0.00912031487792745,0.011498241823103477
2003,Lower Saxony,West,Never,0.5110526315789473,27727,0.5051686879794953,0.5169365751783993
2003,Lower Saxony,West,Seldom,0.3031578947368421,27727,0.29774778264335117,0.3085680068303331
2003,Lower Saxony,West,Sometimes,0.13894736842105262,27727,0.13487596026507304,0.14301877657703221
2003,Lower Saxony,West,Often,0.039473684210526314,27727,0.03718169222184219,0.041765676199210434
2003,Lower Saxony,West,Very often,0.007368421052631579,27727,0.00636175391543161,0.008375088189831547
2003,Bremen,West,Never,0.5287356321839081,27727,0.5228599780731847,0.5346112862946314
2003,Bremen,West,Seldom,0.29310344827586204,27727,0.2877455677440134,0.2984613288077107
2003,Bremen,West,Sometimes,0.15517241379310345,27727,0.15091058566592644,0.15943424192028047
2003,Bremen,West,Often,0.022988505747126436,27727,0.021224460021586587,0.024752551472666286
2003,North Rhine-Westphalia,West,Never,0.5031419284940412,27727,0.49725666299337096,0.5090271939947113
2003,North Rhine-Westphalia,West,Seldom,0.3063921993499458,27727,0.30096594100691443,0.3118184576929772
2003,North Rhine-Westphalia,West,Sometimes,0.14604550379198267,27727,0.14188863716414454,0.1502023704198208
2003,North Rhine-Westphalia,West,Often,0.036619718309859155,27727,0.03440885951131336,0.03883057710840495
2003,North Rhine-Westphalia,West,Very often,0.007800650054171181,27727,0.0067651038122109606,0.008836196296131402
