"pld0044","year","age_gr","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nie","2007","30-45","(Fach-)Abitur","","","",""
"Nie","2007","30-45","AkademikerIn","","","",""
"Nie","2007","46-65","(noch) kein Abschluss","","","",""
"Nie","2007","46-65","Hauptschule","","","",""
"Nie","2007","46-65","Realschule","","","",""
"Nie","2007","46-65","(Fach-)Abitur","","","",""
"Nie","2007","46-65","AkademikerIn","","","",""
"Nie","2007","66","(noch) kein Abschluss","","","",""
"Nie","2007","66","Hauptschule","","","",""
"Nie","2007","66","Realschule","","","",""
"Nie","2007","66","(Fach-)Abitur","","","",""
"Nie","2007","66","AkademikerIn","","","",""
"Sehr oft","2008","17-29","(noch) kein Abschluss","17","","",""
"Sehr oft","2008","17-29","Hauptschule","5","","",""
"Sehr oft","2008","17-29","Realschule","6","","",""
"Sehr oft","2008","17-29","(Fach-)Abitur","12","","",""
"Sehr oft","2008","17-29","AkademikerIn","3","","",""
"Sehr oft","2008","30-45","(noch) kein Abschluss","","","",""
"Sehr oft","2008","30-45","Hauptschule","6","","",""
"Sehr oft","2008","30-45","Realschule","4","","",""
"Sehr oft","2008","30-45","(Fach-)Abitur","6","","",""
"Sehr oft","2008","30-45","AkademikerIn","5","","",""
"Sehr oft","2008","46-65","(noch) kein Abschluss","","","",""
"Sehr oft","2008","46-65","Hauptschule","6","","",""
"Sehr oft","2008","46-65","Realschule","2","","",""
"Sehr oft","2008","46-65","(Fach-)Abitur","","","",""
"Sehr oft","2008","46-65","AkademikerIn","3","","",""
"Sehr oft","2008","66","(noch) kein Abschluss","","","",""
"Sehr oft","2008","66","Hauptschule","","","",""
"Sehr oft","2008","66","Realschule","","","",""
"Sehr oft","2008","66","(Fach-)Abitur","","","",""
"Sehr oft","2008","66","AkademikerIn","","","",""
"Oft","2008","17-29","(noch) kein Abschluss","72","0.16902319892273","0.130990137632114","0.207056260213345"
"Oft","2008","17-29","Hauptschule","21","","",""
"Oft","2008","17-29","Realschule","49","0.0673989287667236","0.0507009618227113","0.0840968957107358"
"Oft","2008","17-29","(Fach-)Abitur","70","0.0931710806533607","0.072706611341477","0.113635549965244"
"Oft","2008","17-29","AkademikerIn","10","","",""
"Oft","2008","30-45","(noch) kein Abschluss","2","","",""
"Oft","2008","30-45","Hauptschule","35","0.0461073518879485","0.0347027965675504","0.0575119072083466"
"Oft","2008","30-45","Realschule","19","","",""
"Oft","2008","30-45","(Fach-)Abitur","14","","",""
"Oft","2008","30-45","AkademikerIn","24","","",""
"Oft","2008","46-65","(noch) kein Abschluss","1","","",""
"Oft","2008","46-65","Hauptschule","25","","",""
"Oft","2008","46-65","Realschule","12","","",""
"Oft","2008","46-65","(Fach-)Abitur","11","","",""
"Oft","2008","46-65","AkademikerIn","24","","",""
"Oft","2008","66","(noch) kein Abschluss","","","",""
"Oft","2008","66","Hauptschule","","","",""
"Oft","2008","66","Realschule","","","",""
"Oft","2008","66","(Fach-)Abitur","","","",""
"Oft","2008","66","AkademikerIn","","","",""
"Manchmal","2008","17-29","(noch) kein Abschluss","124","0.346326084497131","0.29804057102821","0.394611597966051"
"Manchmal","2008","17-29","Hauptschule","102","0.222965559561714","0.185573133697451","0.260357985425978"
"Manchmal","2008","17-29","Realschule","197","0.231260319237597","0.203178233889393","0.259342404585801"
"Manchmal","2008","17-29","(Fach-)Abitur","225","0.303700517156237","0.271324901047399","0.336076133265074"
"Manchmal","2008","17-29","AkademikerIn","52","0.2145317125934","0.162269956877613","0.266793468309187"
"Manchmal","2008","30-45","(noch) kein Abschluss","13","","",""
"Manchmal","2008","30-45","Hauptschule","178","0.133669874559413","0.115164324693611","0.152175424425214"
"Manchmal","2008","30-45","Realschule","201","0.127259513745613","0.111940216502296","0.14257881098893"
"Manchmal","2008","30-45","(Fach-)Abitur","95","0.139165755020433","0.114074905817775","0.164256604223092"
"Manchmal","2008","30-45","AkademikerIn","180","0.154977040612391","0.134761423620605","0.175192657604178"
"Manchmal","2008","46-65","(noch) kein Abschluss","8","","",""
"Manchmal","2008","46-65","Hauptschule","174","0.071465530463671","0.0611271805947841","0.0818038803325579"
"Manchmal","2008","46-65","Realschule","141","0.0772796340996311","0.0651506106860464","0.0894086575132159"
"Manchmal","2008","46-65","(Fach-)Abitur","64","0.141794471230497","0.110390525158042","0.173198417302952"
"Manchmal","2008","46-65","AkademikerIn","208","0.131262904007312","0.115833314683294","0.14669249333133"
"Manchmal","2008","66","(noch) kein Abschluss","","","",""
"Manchmal","2008","66","Hauptschule","","","",""
"Manchmal","2008","66","Realschule","","","",""
"Manchmal","2008","66","(Fach-)Abitur","","","",""
"Manchmal","2008","66","AkademikerIn","","","",""
"Selten","2008","17-29","(noch) kein Abschluss","99","0.245785722387656","0.20209196674958","0.289479478025733"
"Selten","2008","17-29","Hauptschule","180","0.355879826442841","0.312868805606756","0.398890847278927"
"Selten","2008","17-29","Realschule","324","0.365859350081795","0.333779005758921","0.397939694404669"
"Selten","2008","17-29","(Fach-)Abitur","303","0.386037650065378","0.35176221775023","0.420313082380527"
"Selten","2008","17-29","AkademikerIn","119","0.536830227426849","0.473346487582754","0.600313967270944"
"Selten","2008","30-45","(noch) kein Abschluss","9","","",""
"Selten","2008","30-45","Hauptschule","464","0.357403849241653","0.331342782519368","0.383464915963938"
"Selten","2008","30-45","Realschule","670","0.368598875511788","0.346422997185372","0.390774753838204"
"Selten","2008","30-45","(Fach-)Abitur","294","0.406397247735962","0.370792104721003","0.442002390750921"
"Selten","2008","30-45","AkademikerIn","528","0.450838341456436","0.423042515078852","0.478634167834021"
"Selten","2008","46-65","(noch) kein Abschluss","9","","",""
"Selten","2008","46-65","Hauptschule","612","0.251492581795769","0.234079944915764","0.268905218675774"
"Selten","2008","46-65","Realschule","558","0.31140763763666","0.290374503895535","0.332440771377786"
"Selten","2008","46-65","(Fach-)Abitur","168","0.354830539861791","0.311757421264675","0.397903658458907"
"Selten","2008","46-65","AkademikerIn","678","0.364372396674675","0.342383001271773","0.386361792077577"
"Selten","2008","66","(noch) kein Abschluss","","","",""
"Selten","2008","66","Hauptschule","","","",""
"Selten","2008","66","Realschule","","","",""
"Selten","2008","66","(Fach-)Abitur","","","",""
"Selten","2008","66","AkademikerIn","","","",""
"Nie","2008","17-29","(noch) kein Abschluss","61","0.191451774294211","0.151523886434835","0.231379662153587"
"Nie","2008","17-29","Hauptschule","168","0.351019591119726","0.308142423794544","0.393896758444907"
"Nie","2008","17-29","Realschule","290","0.331843391776369","0.300482033360838","0.3632047501919"
"Nie","2008","17-29","(Fach-)Abitur","165","0.19486633660617","0.166979474913664","0.222753198298676"
"Nie","2008","17-29","AkademikerIn","53","0.179552263787413","0.130687610564327","0.228416917010498"
"Nie","2008","30-45","(noch) kein Abschluss","21","","",""
"Nie","2008","30-45","Hauptschule","616","0.457036789514141","0.4299470831411","0.484126495887182"
"Nie","2008","30-45","Realschule","924","0.488549570782489","0.465571834361228","0.511527307203751"
"Nie","2008","30-45","(Fach-)Abitur","322","0.424218967827995","0.388391746968795","0.460046188687196"
"Nie","2008","30-45","AkademikerIn","494","0.3712310089374","0.344242011930647","0.398220005944154"
"Nie","2008","46-65","(noch) kein Abschluss","50","0.663913256591426","0.551640342227031","0.776186170955822"
"Nie","2008","46-65","Hauptschule","1568","0.659646136034045","0.640629891499068","0.678662380569022"
"Nie","2008","46-65","Realschule","1149","0.602224112572428","0.579993237941334","0.624454987203523"
"Nie","2008","46-65","(Fach-)Abitur","231","0.468417184164259","0.423495006992109","0.513339361336408"
"Nie","2008","46-65","AkademikerIn","927","0.491598870453342","0.468756147573772","0.514441593332913"
"Nie","2008","66","(noch) kein Abschluss","","","",""
"Nie","2008","66","Hauptschule","","","",""
"Nie","2008","66","Realschule","","","",""
"Nie","2008","66","(Fach-)Abitur","","","",""
"Nie","2008","66","AkademikerIn","","","",""
"Sehr oft","2009","17-29","(noch) kein Abschluss","","","",""
"Sehr oft","2009","17-29","Hauptschule","","","",""
"Sehr oft","2009","17-29","Realschule","","","",""
"Sehr oft","2009","17-29","(Fach-)Abitur","","","",""
"Sehr oft","2009","17-29","AkademikerIn","","","",""
"Sehr oft","2009","30-45","(noch) kein Abschluss","","","",""
"Sehr oft","2009","30-45","Hauptschule","","","",""
"Sehr oft","2009","30-45","Realschule","","","",""
"Sehr oft","2009","30-45","(Fach-)Abitur","","","",""
"Sehr oft","2009","30-45","AkademikerIn","","","",""
"Sehr oft","2009","46-65","(noch) kein Abschluss","","","",""
"Sehr oft","2009","46-65","Hauptschule","","","",""
"Sehr oft","2009","46-65","Realschule","","","",""
"Sehr oft","2009","46-65","(Fach-)Abitur","","","",""
"Sehr oft","2009","46-65","AkademikerIn","","","",""
"Sehr oft","2009","66","(noch) kein Abschluss","","","",""
"Sehr oft","2009","66","Hauptschule","","","",""
"Sehr oft","2009","66","Realschule","","","",""
"Sehr oft","2009","66","(Fach-)Abitur","","","",""
"Sehr oft","2009","66","AkademikerIn","","","",""
"Oft","2009","17-29","(noch) kein Abschluss","","","",""
"Oft","2009","17-29","Hauptschule","","","",""
"Oft","2009","17-29","Realschule","","","",""
"Oft","2009","17-29","(Fach-)Abitur","","","",""
"Oft","2009","17-29","AkademikerIn","","","",""
"Oft","2009","30-45","(noch) kein Abschluss","","","",""
"Oft","2009","30-45","Hauptschule","","","",""
"Oft","2009","30-45","Realschule","","","",""
"Oft","2009","30-45","(Fach-)Abitur","","","",""
"Oft","2009","30-45","AkademikerIn","","","",""
"Oft","2009","46-65","(noch) kein Abschluss","","","",""
"Oft","2009","46-65","Hauptschule","","","",""
"Oft","2009","46-65","Realschule","","","",""
"Oft","2009","46-65","(Fach-)Abitur","","","",""
"Oft","2009","46-65","AkademikerIn","","","",""
"Oft","2009","66","(noch) kein Abschluss","","","",""
"Oft","2009","66","Hauptschule","","","",""
"Oft","2009","66","Realschule","","","",""
"Oft","2009","66","(Fach-)Abitur","","","",""
"Oft","2009","66","AkademikerIn","","","",""
"Manchmal","2009","17-29","(noch) kein Abschluss","","","",""
"Manchmal","2009","17-29","Hauptschule","","","",""
"Manchmal","2009","17-29","Realschule","","","",""
"Manchmal","2009","17-29","(Fach-)Abitur","","","",""
"Manchmal","2009","17-29","AkademikerIn","","","",""
"Manchmal","2009","30-45","(noch) kein Abschluss","","","",""
"Manchmal","2009","30-45","Hauptschule","","","",""
"Manchmal","2009","30-45","Realschule","","","",""
"Manchmal","2009","30-45","(Fach-)Abitur","","","",""
"Manchmal","2009","30-45","AkademikerIn","","","",""
"Manchmal","2009","46-65","(noch) kein Abschluss","","","",""
"Manchmal","2009","46-65","Hauptschule","","","",""
"Manchmal","2009","46-65","Realschule","","","",""
"Manchmal","2009","46-65","(Fach-)Abitur","","","",""
"Manchmal","2009","46-65","AkademikerIn","","","",""
"Manchmal","2009","66","(noch) kein Abschluss","","","",""
"Manchmal","2009","66","Hauptschule","","","",""
"Manchmal","2009","66","Realschule","","","",""
"Manchmal","2009","66","(Fach-)Abitur","","","",""
"Manchmal","2009","66","AkademikerIn","","","",""
"Selten","2009","17-29","(noch) kein Abschluss","","","",""
"Selten","2009","17-29","Hauptschule","","","",""
"Selten","2009","17-29","Realschule","","","",""
"Selten","2009","17-29","(Fach-)Abitur","","","",""
"Selten","2009","17-29","AkademikerIn","","","",""
"Selten","2009","30-45","(noch) kein Abschluss","","","",""
"Selten","2009","30-45","Hauptschule","","","",""
"Selten","2009","30-45","Realschule","","","",""
"Selten","2009","30-45","(Fach-)Abitur","","","",""
"Selten","2009","30-45","AkademikerIn","","","",""
"Selten","2009","46-65","(noch) kein Abschluss","","","",""
"Selten","2009","46-65","Hauptschule","","","",""
"Selten","2009","46-65","Realschule","","","",""
"Selten","2009","46-65","(Fach-)Abitur","","","",""
"Selten","2009","46-65","AkademikerIn","","","",""
"Selten","2009","66","(noch) kein Abschluss","","","",""
"Selten","2009","66","Hauptschule","","","",""
"Selten","2009","66","Realschule","","","",""
"Selten","2009","66","(Fach-)Abitur","","","",""
"Selten","2009","66","AkademikerIn","","","",""
"Nie","2009","17-29","(noch) kein Abschluss","","","",""
"Nie","2009","17-29","Hauptschule","","","",""
"Nie","2009","17-29","Realschule","","","",""
"Nie","2009","17-29","(Fach-)Abitur","","","",""
"Nie","2009","17-29","AkademikerIn","","","",""
"Nie","2009","30-45","(noch) kein Abschluss","","","",""
"Nie","2009","30-45","Hauptschule","","","",""
"Nie","2009","30-45","Realschule","","","",""
"Nie","2009","30-45","(Fach-)Abitur","","","",""
"Nie","2009","30-45","AkademikerIn","","","",""
"Nie","2009","46-65","(noch) kein Abschluss","","","",""
"Nie","2009","46-65","Hauptschule","","","",""
"Nie","2009","46-65","Realschule","","","",""
"Nie","2009","46-65","(Fach-)Abitur","","","",""
"Nie","2009","46-65","AkademikerIn","","","",""
"Nie","2009","66","(noch) kein Abschluss","","","",""
"Nie","2009","66","Hauptschule","","","",""
"Nie","2009","66","Realschule","","","",""
"Nie","2009","66","(Fach-)Abitur","","","",""
"Nie","2009","66","AkademikerIn","","","",""
"Sehr oft","2010","17-29","(noch) kein Abschluss","","","",""
"Sehr oft","2010","17-29","Hauptschule","","","",""
"Sehr oft","2010","17-29","Realschule","","","",""
"Sehr oft","2010","17-29","(Fach-)Abitur","","","",""
"Sehr oft","2010","17-29","AkademikerIn","","","",""
"Sehr oft","2010","30-45","(noch) kein Abschluss","","","",""
"Sehr oft","2010","30-45","Hauptschule","","","",""
"Sehr oft","2010","30-45","Realschule","","","",""
"Sehr oft","2010","30-45","(Fach-)Abitur","","","",""
"Sehr oft","2010","30-45","AkademikerIn","","","",""
"Sehr oft","2010","46-65","(noch) kein Abschluss","","","",""
"Sehr oft","2010","46-65","Hauptschule","","","",""
"Sehr oft","2010","46-65","Realschule","","","",""
"Sehr oft","2010","46-65","(Fach-)Abitur","","","",""
"Sehr oft","2010","46-65","AkademikerIn","","","",""
"Sehr oft","2010","66","(noch) kein Abschluss","","","",""
"Sehr oft","2010","66","Hauptschule","","","",""
"Sehr oft","2010","66","Realschule","","","",""
"Sehr oft","2010","66","(Fach-)Abitur","","","",""
"Sehr oft","2010","66","AkademikerIn","","","",""
"Oft","2010","17-29","(noch) kein Abschluss","","","",""
"Oft","2010","17-29","Hauptschule","","","",""
"Oft","2010","17-29","Realschule","","","",""
"Oft","2010","17-29","(Fach-)Abitur","","","",""
"Oft","2010","17-29","AkademikerIn","","","",""
"Oft","2010","30-45","(noch) kein Abschluss","","","",""
"Oft","2010","30-45","Hauptschule","","","",""
"Oft","2010","30-45","Realschule","","","",""
"Oft","2010","30-45","(Fach-)Abitur","","","",""
"Oft","2010","30-45","AkademikerIn","","","",""
"Oft","2010","46-65","(noch) kein Abschluss","","","",""
"Oft","2010","46-65","Hauptschule","","","",""
"Oft","2010","46-65","Realschule","","","",""
"Oft","2010","46-65","(Fach-)Abitur","","","",""
"Oft","2010","46-65","AkademikerIn","","","",""
"Oft","2010","66","(noch) kein Abschluss","","","",""
"Oft","2010","66","Hauptschule","","","",""
"Oft","2010","66","Realschule","","","",""
"Oft","2010","66","(Fach-)Abitur","","","",""
"Oft","2010","66","AkademikerIn","","","",""
"Manchmal","2010","17-29","(noch) kein Abschluss","","","",""
"Manchmal","2010","17-29","Hauptschule","","","",""
"Manchmal","2010","17-29","Realschule","","","",""
"Manchmal","2010","17-29","(Fach-)Abitur","","","",""
"Manchmal","2010","17-29","AkademikerIn","","","",""
"Manchmal","2010","30-45","(noch) kein Abschluss","","","",""
"Manchmal","2010","30-45","Hauptschule","","","",""
"Manchmal","2010","30-45","Realschule","","","",""
"Manchmal","2010","30-45","(Fach-)Abitur","","","",""
"Manchmal","2010","30-45","AkademikerIn","","","",""
"Manchmal","2010","46-65","(noch) kein Abschluss","","","",""
"Manchmal","2010","46-65","Hauptschule","","","",""
"Manchmal","2010","46-65","Realschule","","","",""
"Manchmal","2010","46-65","(Fach-)Abitur","","","",""
"Manchmal","2010","46-65","AkademikerIn","","","",""
"Manchmal","2010","66","(noch) kein Abschluss","","","",""
"Manchmal","2010","66","Hauptschule","","","",""
"Manchmal","2010","66","Realschule","","","",""
"Manchmal","2010","66","(Fach-)Abitur","","","",""
"Manchmal","2010","66","AkademikerIn","","","",""
"Selten","2010","17-29","(noch) kein Abschluss","","","",""
"Selten","2010","17-29","Hauptschule","","","",""
"Selten","2010","17-29","Realschule","","","",""
"Selten","2010","17-29","(Fach-)Abitur","","","",""
"Selten","2010","17-29","AkademikerIn","","","",""
"Selten","2010","30-45","(noch) kein Abschluss","","","",""
"Selten","2010","30-45","Hauptschule","","","",""
"Selten","2010","30-45","Realschule","","","",""
"Selten","2010","30-45","(Fach-)Abitur","","","",""
"Selten","2010","30-45","AkademikerIn","","","",""
"Selten","2010","46-65","(noch) kein Abschluss","","","",""
"Selten","2010","46-65","Hauptschule","","","",""
"Selten","2010","46-65","Realschule","","","",""
"Selten","2010","46-65","(Fach-)Abitur","","","",""
"Selten","2010","46-65","AkademikerIn","","","",""
"Selten","2010","66","(noch) kein Abschluss","","","",""
"Selten","2010","66","Hauptschule","","","",""
"Selten","2010","66","Realschule","","","",""
"Selten","2010","66","(Fach-)Abitur","","","",""
"Selten","2010","66","AkademikerIn","","","",""
"Nie","2010","17-29","(noch) kein Abschluss","","","",""
"Nie","2010","17-29","Hauptschule","","","",""
"Nie","2010","17-29","Realschule","","","",""
"Nie","2010","17-29","(Fach-)Abitur","","","",""
"Nie","2010","17-29","AkademikerIn","","","",""
"Nie","2010","30-45","(noch) kein Abschluss","","","",""
"Nie","2010","30-45","Hauptschule","","","",""
"Nie","2010","30-45","Realschule","","","",""
"Nie","2010","30-45","(Fach-)Abitur","","","",""
"Nie","2010","30-45","AkademikerIn","","","",""
"Nie","2010","46-65","(noch) kein Abschluss","","","",""
"Nie","2010","46-65","Hauptschule","","","",""
"Nie","2010","46-65","Realschule","","","",""
"Nie","2010","46-65","(Fach-)Abitur","","","",""
"Nie","2010","46-65","AkademikerIn","","","",""
"Nie","2010","66","(noch) kein Abschluss","","","",""
"Nie","2010","66","Hauptschule","","","",""
"Nie","2010","66","Realschule","","","",""
"Nie","2010","66","(Fach-)Abitur","","","",""
"Nie","2010","66","AkademikerIn","","","",""
"Sehr oft","2011","17-29","(noch) kein Abschluss","","","",""
"Sehr oft","2011","17-29","Hauptschule","","","",""
"Sehr oft","2011","17-29","Realschule","","","",""
"Sehr oft","2011","17-29","(Fach-)Abitur","","","",""
"Sehr oft","2011","17-29","AkademikerIn","","","",""
"Sehr oft","2011","30-45","(noch) kein Abschluss","","","",""
"Sehr oft","2011","30-45","Hauptschule","","","",""
"Sehr oft","2011","30-45","Realschule","","","",""
"Sehr oft","2011","30-45","(Fach-)Abitur","","","",""
"Sehr oft","2011","30-45","AkademikerIn","","","",""
"Sehr oft","2011","46-65","(noch) kein Abschluss","","","",""
"Sehr oft","2011","46-65","Hauptschule","","","",""
"Sehr oft","2011","46-65","Realschule","","","",""
"Sehr oft","2011","46-65","(Fach-)Abitur","","","",""
"Sehr oft","2011","46-65","AkademikerIn","","","",""
"Sehr oft","2011","66","(noch) kein Abschluss","","","",""
"Sehr oft","2011","66","Hauptschule","","","",""
"Sehr oft","2011","66","Realschule","","","",""
"Sehr oft","2011","66","(Fach-)Abitur","","","",""
"Sehr oft","2011","66","AkademikerIn","","","",""
"Oft","2011","17-29","(noch) kein Abschluss","","","",""
"Oft","2011","17-29","Hauptschule","","","",""
"Oft","2011","17-29","Realschule","","","",""
"Oft","2011","17-29","(Fach-)Abitur","","","",""
"Oft","2011","17-29","AkademikerIn","","","",""
"Oft","2011","30-45","(noch) kein Abschluss","","","",""
"Oft","2011","30-45","Hauptschule","","","",""
"Oft","2011","30-45","Realschule","","","",""
"Oft","2011","30-45","(Fach-)Abitur","","","",""
"Oft","2011","30-45","AkademikerIn","","","",""
"Oft","2011","46-65","(noch) kein Abschluss","","","",""
"Oft","2011","46-65","Hauptschule","","","",""
"Oft","2011","46-65","Realschule","","","",""
"Oft","2011","46-65","(Fach-)Abitur","","","",""
"Oft","2011","46-65","AkademikerIn","","","",""
"Oft","2011","66","(noch) kein Abschluss","","","",""
"Oft","2011","66","Hauptschule","","","",""
"Oft","2011","66","Realschule","","","",""
"Oft","2011","66","(Fach-)Abitur","","","",""
"Oft","2011","66","AkademikerIn","","","",""
"Manchmal","2011","17-29","(noch) kein Abschluss","","","",""
"Manchmal","2011","17-29","Hauptschule","","","",""
"Manchmal","2011","17-29","Realschule","","","",""
"Manchmal","2011","17-29","(Fach-)Abitur","","","",""
"Manchmal","2011","17-29","AkademikerIn","","","",""
"Manchmal","2011","30-45","(noch) kein Abschluss","","","",""
"Manchmal","2011","30-45","Hauptschule","","","",""
"Manchmal","2011","30-45","Realschule","","","",""
"Manchmal","2011","30-45","(Fach-)Abitur","","","",""
"Manchmal","2011","30-45","AkademikerIn","","","",""
"Manchmal","2011","46-65","(noch) kein Abschluss","","","",""
"Manchmal","2011","46-65","Hauptschule","","","",""
"Manchmal","2011","46-65","Realschule","","","",""
"Manchmal","2011","46-65","(Fach-)Abitur","","","",""
"Manchmal","2011","46-65","AkademikerIn","","","",""
"Manchmal","2011","66","(noch) kein Abschluss","","","",""
"Manchmal","2011","66","Hauptschule","","","",""
"Manchmal","2011","66","Realschule","","","",""
"Manchmal","2011","66","(Fach-)Abitur","","","",""
"Manchmal","2011","66","AkademikerIn","","","",""
"Selten","2011","17-29","(noch) kein Abschluss","","","",""
"Selten","2011","17-29","Hauptschule","","","",""
"Selten","2011","17-29","Realschule","","","",""
"Selten","2011","17-29","(Fach-)Abitur","","","",""
"Selten","2011","17-29","AkademikerIn","","","",""
"Selten","2011","30-45","(noch) kein Abschluss","","","",""
"Selten","2011","30-45","Hauptschule","","","",""
"Selten","2011","30-45","Realschule","","","",""
"Selten","2011","30-45","(Fach-)Abitur","","","",""
"Selten","2011","30-45","AkademikerIn","","","",""
"Selten","2011","46-65","(noch) kein Abschluss","","","",""
"Selten","2011","46-65","Hauptschule","","","",""
"Selten","2011","46-65","Realschule","","","",""
"Selten","2011","46-65","(Fach-)Abitur","","","",""
"Selten","2011","46-65","AkademikerIn","","","",""
"Selten","2011","66","(noch) kein Abschluss","","","",""
"Selten","2011","66","Hauptschule","","","",""
"Selten","2011","66","Realschule","","","",""
"Selten","2011","66","(Fach-)Abitur","","","",""
"Selten","2011","66","AkademikerIn","","","",""
"Nie","2011","17-29","(noch) kein Abschluss","","","",""
"Nie","2011","17-29","Hauptschule","","","",""
"Nie","2011","17-29","Realschule","","","",""
"Nie","2011","17-29","(Fach-)Abitur","","","",""
"Nie","2011","17-29","AkademikerIn","","","",""
"Nie","2011","30-45","(noch) kein Abschluss","","","",""
"Nie","2011","30-45","Hauptschule","","","",""
"Nie","2011","30-45","Realschule","","","",""
"Nie","2011","30-45","(Fach-)Abitur","","","",""
"Nie","2011","30-45","AkademikerIn","","","",""
"Nie","2011","46-65","(noch) kein Abschluss","","","",""
"Nie","2011","46-65","Hauptschule","","","",""
"Nie","2011","46-65","Realschule","","","",""
"Nie","2011","46-65","(Fach-)Abitur","","","",""
"Nie","2011","46-65","AkademikerIn","","","",""
"Nie","2011","66","(noch) kein Abschluss","","","",""
"Nie","2011","66","Hauptschule","","","",""
"Nie","2011","66","Realschule","","","",""
"Nie","2011","66","(Fach-)Abitur","","","",""
"Nie","2011","66","AkademikerIn","","","",""
"Sehr oft","2012","17-29","(noch) kein Abschluss","","","",""
"Sehr oft","2012","17-29","Hauptschule","","","",""
"Sehr oft","2012","17-29","Realschule","","","",""
"Sehr oft","2012","17-29","(Fach-)Abitur","","","",""
"Sehr oft","2012","17-29","AkademikerIn","","","",""
"Sehr oft","2012","30-45","(noch) kein Abschluss","","","",""
"Sehr oft","2012","30-45","Hauptschule","","","",""
"Sehr oft","2012","30-45","Realschule","","","",""
"Sehr oft","2012","30-45","(Fach-)Abitur","","","",""
"Sehr oft","2012","30-45","AkademikerIn","","","",""
"Sehr oft","2012","46-65","(noch) kein Abschluss","","","",""
"Sehr oft","2012","46-65","Hauptschule","","","",""
"Sehr oft","2012","46-65","Realschule","","","",""
"Sehr oft","2012","46-65","(Fach-)Abitur","","","",""
"Sehr oft","2012","46-65","AkademikerIn","","","",""
"Sehr oft","2012","66","(noch) kein Abschluss","","","",""
"Sehr oft","2012","66","Hauptschule","","","",""
"Sehr oft","2012","66","Realschule","","","",""
"Sehr oft","2012","66","(Fach-)Abitur","","","",""
"Sehr oft","2012","66","AkademikerIn","","","",""
"Oft","2012","17-29","(noch) kein Abschluss","","","",""
"Oft","2012","17-29","Hauptschule","","","",""
"Oft","2012","17-29","Realschule","","","",""
"Oft","2012","17-29","(Fach-)Abitur","","","",""
"Oft","2012","17-29","AkademikerIn","","","",""
"Oft","2012","30-45","(noch) kein Abschluss","","","",""
"Oft","2012","30-45","Hauptschule","","","",""
"Oft","2012","30-45","Realschule","","","",""
"Oft","2012","30-45","(Fach-)Abitur","","","",""
"Oft","2012","30-45","AkademikerIn","","","",""
"Oft","2012","46-65","(noch) kein Abschluss","","","",""
"Oft","2012","46-65","Hauptschule","","","",""
"Oft","2012","46-65","Realschule","","","",""
"Oft","2012","46-65","(Fach-)Abitur","","","",""
"Oft","2012","46-65","AkademikerIn","","","",""
"Oft","2012","66","(noch) kein Abschluss","","","",""
"Oft","2012","66","Hauptschule","","","",""
"Oft","2012","66","Realschule","","","",""
"Oft","2012","66","(Fach-)Abitur","","","",""
"Oft","2012","66","AkademikerIn","","","",""
"Manchmal","2012","17-29","(noch) kein Abschluss","","","",""
"Manchmal","2012","17-29","Hauptschule","","","",""
"Manchmal","2012","17-29","Realschule","","","",""
"Manchmal","2012","17-29","(Fach-)Abitur","","","",""
"Manchmal","2012","17-29","AkademikerIn","","","",""
"Manchmal","2012","30-45","(noch) kein Abschluss","","","",""
"Manchmal","2012","30-45","Hauptschule","","","",""
"Manchmal","2012","30-45","Realschule","","","",""
"Manchmal","2012","30-45","(Fach-)Abitur","","","",""
"Manchmal","2012","30-45","AkademikerIn","","","",""
"Manchmal","2012","46-65","(noch) kein Abschluss","","","",""
"Manchmal","2012","46-65","Hauptschule","","","",""
"Manchmal","2012","46-65","Realschule","","","",""
"Manchmal","2012","46-65","(Fach-)Abitur","","","",""
"Manchmal","2012","46-65","AkademikerIn","","","",""
"Manchmal","2012","66","(noch) kein Abschluss","","","",""
"Manchmal","2012","66","Hauptschule","","","",""
"Manchmal","2012","66","Realschule","","","",""
"Manchmal","2012","66","(Fach-)Abitur","","","",""
"Manchmal","2012","66","AkademikerIn","","","",""
"Selten","2012","17-29","(noch) kein Abschluss","","","",""
"Selten","2012","17-29","Hauptschule","","","",""
"Selten","2012","17-29","Realschule","","","",""
"Selten","2012","17-29","(Fach-)Abitur","","","",""
"Selten","2012","17-29","AkademikerIn","","","",""
"Selten","2012","30-45","(noch) kein Abschluss","","","",""
"Selten","2012","30-45","Hauptschule","","","",""
"Selten","2012","30-45","Realschule","","","",""
"Selten","2012","30-45","(Fach-)Abitur","","","",""
"Selten","2012","30-45","AkademikerIn","","","",""
"Selten","2012","46-65","(noch) kein Abschluss","","","",""
"Selten","2012","46-65","Hauptschule","","","",""
"Selten","2012","46-65","Realschule","","","",""
"Selten","2012","46-65","(Fach-)Abitur","","","",""
"Selten","2012","46-65","AkademikerIn","","","",""
"Selten","2012","66","(noch) kein Abschluss","","","",""
"Selten","2012","66","Hauptschule","","","",""
"Selten","2012","66","Realschule","","","",""
"Selten","2012","66","(Fach-)Abitur","","","",""
"Selten","2012","66","AkademikerIn","","","",""
"Nie","2012","17-29","(noch) kein Abschluss","","","",""
"Nie","2012","17-29","Hauptschule","","","",""
"Nie","2012","17-29","Realschule","","","",""
