"pld0044","year","bula_h","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nie","2015","Saarland","Staedtischer Raum","","","",""
"Nie","2015","Saarland","Laendlicher Raum","","","",""
"Nie","2015","Berlin","Staedtischer Raum","","","",""
"Nie","2015","Berlin","Laendlicher Raum","","","",""
"Nie","2015","Brandenburg","Staedtischer Raum","","","",""
"Nie","2015","Brandenburg","Laendlicher Raum","","","",""
"Nie","2015","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Nie","2015","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Nie","2015","Sachsen","Staedtischer Raum","","","",""
"Nie","2015","Sachsen","Laendlicher Raum","","","",""
"Nie","2015","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Nie","2015","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Nie","2015","Thueringen","Staedtischer Raum","","","",""
"Nie","2015","Thueringen","Laendlicher Raum","","","",""
"Sehr oft","2016","Schleswig-Holstein","Staedtischer Raum","","","",""
"Sehr oft","2016","Schleswig-Holstein","Laendlicher Raum","","","",""
"Sehr oft","2016","Hamburg","Staedtischer Raum","","","",""
"Sehr oft","2016","Hamburg","Laendlicher Raum","","","",""
"Sehr oft","2016","Niedersachsen","Staedtischer Raum","","","",""
"Sehr oft","2016","Niedersachsen","Laendlicher Raum","","","",""
"Sehr oft","2016","Bremen","Staedtischer Raum","","","",""
"Sehr oft","2016","Bremen","Laendlicher Raum","","","",""
"Sehr oft","2016","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Sehr oft","2016","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Sehr oft","2016","Hessen","Staedtischer Raum","","","",""
"Sehr oft","2016","Hessen","Laendlicher Raum","","","",""
"Sehr oft","2016","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Sehr oft","2016","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Sehr oft","2016","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Sehr oft","2016","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Sehr oft","2016","Bayern","Staedtischer Raum","","","",""
"Sehr oft","2016","Bayern","Laendlicher Raum","","","",""
"Sehr oft","2016","Saarland","Staedtischer Raum","","","",""
"Sehr oft","2016","Saarland","Laendlicher Raum","","","",""
"Sehr oft","2016","Berlin","Staedtischer Raum","","","",""
"Sehr oft","2016","Berlin","Laendlicher Raum","","","",""
"Sehr oft","2016","Brandenburg","Staedtischer Raum","","","",""
"Sehr oft","2016","Brandenburg","Laendlicher Raum","","","",""
"Sehr oft","2016","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Sehr oft","2016","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Sehr oft","2016","Sachsen","Staedtischer Raum","","","",""
"Sehr oft","2016","Sachsen","Laendlicher Raum","","","",""
"Sehr oft","2016","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Sehr oft","2016","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Sehr oft","2016","Thueringen","Staedtischer Raum","","","",""
"Sehr oft","2016","Thueringen","Laendlicher Raum","","","",""
"Oft","2016","Schleswig-Holstein","Staedtischer Raum","","","",""
"Oft","2016","Schleswig-Holstein","Laendlicher Raum","","","",""
"Oft","2016","Hamburg","Staedtischer Raum","","","",""
"Oft","2016","Hamburg","Laendlicher Raum","","","",""
"Oft","2016","Niedersachsen","Staedtischer Raum","","","",""
"Oft","2016","Niedersachsen","Laendlicher Raum","","","",""
"Oft","2016","Bremen","Staedtischer Raum","","","",""
"Oft","2016","Bremen","Laendlicher Raum","","","",""
"Oft","2016","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Oft","2016","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Oft","2016","Hessen","Staedtischer Raum","","","",""
"Oft","2016","Hessen","Laendlicher Raum","","","",""
"Oft","2016","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Oft","2016","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Oft","2016","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Oft","2016","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Oft","2016","Bayern","Staedtischer Raum","","","",""
"Oft","2016","Bayern","Laendlicher Raum","","","",""
"Oft","2016","Saarland","Staedtischer Raum","","","",""
"Oft","2016","Saarland","Laendlicher Raum","","","",""
"Oft","2016","Berlin","Staedtischer Raum","","","",""
"Oft","2016","Berlin","Laendlicher Raum","","","",""
"Oft","2016","Brandenburg","Staedtischer Raum","","","",""
"Oft","2016","Brandenburg","Laendlicher Raum","","","",""
"Oft","2016","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Oft","2016","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Oft","2016","Sachsen","Staedtischer Raum","","","",""
"Oft","2016","Sachsen","Laendlicher Raum","","","",""
"Oft","2016","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Oft","2016","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Oft","2016","Thueringen","Staedtischer Raum","","","",""
"Oft","2016","Thueringen","Laendlicher Raum","","","",""
"Manchmal","2016","Schleswig-Holstein","Staedtischer Raum","","","",""
"Manchmal","2016","Schleswig-Holstein","Laendlicher Raum","","","",""
"Manchmal","2016","Hamburg","Staedtischer Raum","","","",""
"Manchmal","2016","Hamburg","Laendlicher Raum","","","",""
"Manchmal","2016","Niedersachsen","Staedtischer Raum","","","",""
"Manchmal","2016","Niedersachsen","Laendlicher Raum","","","",""
"Manchmal","2016","Bremen","Staedtischer Raum","","","",""
"Manchmal","2016","Bremen","Laendlicher Raum","","","",""
"Manchmal","2016","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Manchmal","2016","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Manchmal","2016","Hessen","Staedtischer Raum","","","",""
"Manchmal","2016","Hessen","Laendlicher Raum","","","",""
"Manchmal","2016","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Manchmal","2016","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Manchmal","2016","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Manchmal","2016","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Manchmal","2016","Bayern","Staedtischer Raum","","","",""
"Manchmal","2016","Bayern","Laendlicher Raum","","","",""
"Manchmal","2016","Saarland","Staedtischer Raum","","","",""
"Manchmal","2016","Saarland","Laendlicher Raum","","","",""
"Manchmal","2016","Berlin","Staedtischer Raum","","","",""
"Manchmal","2016","Berlin","Laendlicher Raum","","","",""
"Manchmal","2016","Brandenburg","Staedtischer Raum","","","",""
"Manchmal","2016","Brandenburg","Laendlicher Raum","","","",""
"Manchmal","2016","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Manchmal","2016","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Manchmal","2016","Sachsen","Staedtischer Raum","","","",""
"Manchmal","2016","Sachsen","Laendlicher Raum","","","",""
"Manchmal","2016","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Manchmal","2016","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Manchmal","2016","Thueringen","Staedtischer Raum","","","",""
"Manchmal","2016","Thueringen","Laendlicher Raum","","","",""
"Selten","2016","Schleswig-Holstein","Staedtischer Raum","","","",""
"Selten","2016","Schleswig-Holstein","Laendlicher Raum","","","",""
"Selten","2016","Hamburg","Staedtischer Raum","","","",""
"Selten","2016","Hamburg","Laendlicher Raum","","","",""
"Selten","2016","Niedersachsen","Staedtischer Raum","","","",""
"Selten","2016","Niedersachsen","Laendlicher Raum","","","",""
"Selten","2016","Bremen","Staedtischer Raum","","","",""
"Selten","2016","Bremen","Laendlicher Raum","","","",""
"Selten","2016","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Selten","2016","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Selten","2016","Hessen","Staedtischer Raum","","","",""
"Selten","2016","Hessen","Laendlicher Raum","","","",""
"Selten","2016","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Selten","2016","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Selten","2016","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Selten","2016","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Selten","2016","Bayern","Staedtischer Raum","","","",""
"Selten","2016","Bayern","Laendlicher Raum","","","",""
"Selten","2016","Saarland","Staedtischer Raum","","","",""
"Selten","2016","Saarland","Laendlicher Raum","","","",""
"Selten","2016","Berlin","Staedtischer Raum","","","",""
"Selten","2016","Berlin","Laendlicher Raum","","","",""
"Selten","2016","Brandenburg","Staedtischer Raum","","","",""
"Selten","2016","Brandenburg","Laendlicher Raum","","","",""
"Selten","2016","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Selten","2016","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Selten","2016","Sachsen","Staedtischer Raum","","","",""
"Selten","2016","Sachsen","Laendlicher Raum","","","",""
"Selten","2016","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Selten","2016","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Selten","2016","Thueringen","Staedtischer Raum","","","",""
"Selten","2016","Thueringen","Laendlicher Raum","","","",""
"Nie","2016","Schleswig-Holstein","Staedtischer Raum","","","",""
"Nie","2016","Schleswig-Holstein","Laendlicher Raum","","","",""
"Nie","2016","Hamburg","Staedtischer Raum","","","",""
"Nie","2016","Hamburg","Laendlicher Raum","","","",""
"Nie","2016","Niedersachsen","Staedtischer Raum","","","",""
"Nie","2016","Niedersachsen","Laendlicher Raum","","","",""
"Nie","2016","Bremen","Staedtischer Raum","","","",""
"Nie","2016","Bremen","Laendlicher Raum","","","",""
"Nie","2016","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Nie","2016","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Nie","2016","Hessen","Staedtischer Raum","","","",""
"Nie","2016","Hessen","Laendlicher Raum","","","",""
"Nie","2016","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Nie","2016","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Nie","2016","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Nie","2016","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Nie","2016","Bayern","Staedtischer Raum","","","",""
"Nie","2016","Bayern","Laendlicher Raum","","","",""
"Nie","2016","Saarland","Staedtischer Raum","","","",""
"Nie","2016","Saarland","Laendlicher Raum","","","",""
"Nie","2016","Berlin","Staedtischer Raum","","","",""
"Nie","2016","Berlin","Laendlicher Raum","","","",""
"Nie","2016","Brandenburg","Staedtischer Raum","","","",""
"Nie","2016","Brandenburg","Laendlicher Raum","","","",""
"Nie","2016","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Nie","2016","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Nie","2016","Sachsen","Staedtischer Raum","","","",""
"Nie","2016","Sachsen","Laendlicher Raum","","","",""
"Nie","2016","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Nie","2016","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Nie","2016","Thueringen","Staedtischer Raum","","","",""
"Nie","2016","Thueringen","Laendlicher Raum","","","",""
"Sehr oft","2017","Schleswig-Holstein","Staedtischer Raum","","","",""
"Sehr oft","2017","Schleswig-Holstein","Laendlicher Raum","","","",""
"Sehr oft","2017","Hamburg","Staedtischer Raum","","","",""
"Sehr oft","2017","Hamburg","Laendlicher Raum","","","",""
"Sehr oft","2017","Niedersachsen","Staedtischer Raum","","","",""
"Sehr oft","2017","Niedersachsen","Laendlicher Raum","","","",""
"Sehr oft","2017","Bremen","Staedtischer Raum","","","",""
"Sehr oft","2017","Bremen","Laendlicher Raum","","","",""
"Sehr oft","2017","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Sehr oft","2017","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Sehr oft","2017","Hessen","Staedtischer Raum","","","",""
"Sehr oft","2017","Hessen","Laendlicher Raum","","","",""
"Sehr oft","2017","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Sehr oft","2017","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Sehr oft","2017","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Sehr oft","2017","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Sehr oft","2017","Bayern","Staedtischer Raum","","","",""
"Sehr oft","2017","Bayern","Laendlicher Raum","","","",""
"Sehr oft","2017","Saarland","Staedtischer Raum","","","",""
"Sehr oft","2017","Saarland","Laendlicher Raum","","","",""
"Sehr oft","2017","Berlin","Staedtischer Raum","","","",""
"Sehr oft","2017","Berlin","Laendlicher Raum","","","",""
"Sehr oft","2017","Brandenburg","Staedtischer Raum","","","",""
"Sehr oft","2017","Brandenburg","Laendlicher Raum","","","",""
"Sehr oft","2017","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Sehr oft","2017","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Sehr oft","2017","Sachsen","Staedtischer Raum","","","",""
"Sehr oft","2017","Sachsen","Laendlicher Raum","","","",""
"Sehr oft","2017","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Sehr oft","2017","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Sehr oft","2017","Thueringen","Staedtischer Raum","","","",""
"Sehr oft","2017","Thueringen","Laendlicher Raum","","","",""
"Oft","2017","Schleswig-Holstein","Staedtischer Raum","","","",""
"Oft","2017","Schleswig-Holstein","Laendlicher Raum","","","",""
"Oft","2017","Hamburg","Staedtischer Raum","","","",""
"Oft","2017","Hamburg","Laendlicher Raum","","","",""
"Oft","2017","Niedersachsen","Staedtischer Raum","","","",""
"Oft","2017","Niedersachsen","Laendlicher Raum","","","",""
"Oft","2017","Bremen","Staedtischer Raum","","","",""
"Oft","2017","Bremen","Laendlicher Raum","","","",""
"Oft","2017","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Oft","2017","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Oft","2017","Hessen","Staedtischer Raum","","","",""
"Oft","2017","Hessen","Laendlicher Raum","","","",""
"Oft","2017","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Oft","2017","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Oft","2017","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Oft","2017","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Oft","2017","Bayern","Staedtischer Raum","","","",""
"Oft","2017","Bayern","Laendlicher Raum","","","",""
"Oft","2017","Saarland","Staedtischer Raum","","","",""
"Oft","2017","Saarland","Laendlicher Raum","","","",""
"Oft","2017","Berlin","Staedtischer Raum","","","",""
"Oft","2017","Berlin","Laendlicher Raum","","","",""
"Oft","2017","Brandenburg","Staedtischer Raum","","","",""
"Oft","2017","Brandenburg","Laendlicher Raum","","","",""
"Oft","2017","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Oft","2017","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Oft","2017","Sachsen","Staedtischer Raum","","","",""
"Oft","2017","Sachsen","Laendlicher Raum","","","",""
"Oft","2017","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Oft","2017","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Oft","2017","Thueringen","Staedtischer Raum","","","",""
"Oft","2017","Thueringen","Laendlicher Raum","","","",""
"Manchmal","2017","Schleswig-Holstein","Staedtischer Raum","","","",""
"Manchmal","2017","Schleswig-Holstein","Laendlicher Raum","","","",""
"Manchmal","2017","Hamburg","Staedtischer Raum","","","",""
"Manchmal","2017","Hamburg","Laendlicher Raum","","","",""
"Manchmal","2017","Niedersachsen","Staedtischer Raum","","","",""
"Manchmal","2017","Niedersachsen","Laendlicher Raum","","","",""
"Manchmal","2017","Bremen","Staedtischer Raum","","","",""
"Manchmal","2017","Bremen","Laendlicher Raum","","","",""
"Manchmal","2017","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Manchmal","2017","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Manchmal","2017","Hessen","Staedtischer Raum","","","",""
"Manchmal","2017","Hessen","Laendlicher Raum","","","",""
"Manchmal","2017","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Manchmal","2017","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Manchmal","2017","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Manchmal","2017","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Manchmal","2017","Bayern","Staedtischer Raum","","","",""
"Manchmal","2017","Bayern","Laendlicher Raum","","","",""
"Manchmal","2017","Saarland","Staedtischer Raum","","","",""
"Manchmal","2017","Saarland","Laendlicher Raum","","","",""
"Manchmal","2017","Berlin","Staedtischer Raum","","","",""
"Manchmal","2017","Berlin","Laendlicher Raum","","","",""
"Manchmal","2017","Brandenburg","Staedtischer Raum","","","",""
"Manchmal","2017","Brandenburg","Laendlicher Raum","","","",""
"Manchmal","2017","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Manchmal","2017","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Manchmal","2017","Sachsen","Staedtischer Raum","","","",""
"Manchmal","2017","Sachsen","Laendlicher Raum","","","",""
"Manchmal","2017","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Manchmal","2017","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Manchmal","2017","Thueringen","Staedtischer Raum","","","",""
"Manchmal","2017","Thueringen","Laendlicher Raum","","","",""
"Selten","2017","Schleswig-Holstein","Staedtischer Raum","","","",""
"Selten","2017","Schleswig-Holstein","Laendlicher Raum","","","",""
"Selten","2017","Hamburg","Staedtischer Raum","","","",""
"Selten","2017","Hamburg","Laendlicher Raum","","","",""
"Selten","2017","Niedersachsen","Staedtischer Raum","","","",""
"Selten","2017","Niedersachsen","Laendlicher Raum","","","",""
"Selten","2017","Bremen","Staedtischer Raum","","","",""
"Selten","2017","Bremen","Laendlicher Raum","","","",""
"Selten","2017","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Selten","2017","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Selten","2017","Hessen","Staedtischer Raum","","","",""
"Selten","2017","Hessen","Laendlicher Raum","","","",""
"Selten","2017","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Selten","2017","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Selten","2017","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Selten","2017","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Selten","2017","Bayern","Staedtischer Raum","","","",""
"Selten","2017","Bayern","Laendlicher Raum","","","",""
"Selten","2017","Saarland","Staedtischer Raum","","","",""
"Selten","2017","Saarland","Laendlicher Raum","","","",""
"Selten","2017","Berlin","Staedtischer Raum","","","",""
"Selten","2017","Berlin","Laendlicher Raum","","","",""
"Selten","2017","Brandenburg","Staedtischer Raum","","","",""
"Selten","2017","Brandenburg","Laendlicher Raum","","","",""
"Selten","2017","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Selten","2017","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Selten","2017","Sachsen","Staedtischer Raum","","","",""
"Selten","2017","Sachsen","Laendlicher Raum","","","",""
"Selten","2017","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Selten","2017","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Selten","2017","Thueringen","Staedtischer Raum","","","",""
"Selten","2017","Thueringen","Laendlicher Raum","","","",""
"Nie","2017","Schleswig-Holstein","Staedtischer Raum","","","",""
"Nie","2017","Schleswig-Holstein","Laendlicher Raum","","","",""
"Nie","2017","Hamburg","Staedtischer Raum","","","",""
"Nie","2017","Hamburg","Laendlicher Raum","","","",""
"Nie","2017","Niedersachsen","Staedtischer Raum","","","",""
"Nie","2017","Niedersachsen","Laendlicher Raum","","","",""
"Nie","2017","Bremen","Staedtischer Raum","","","",""
"Nie","2017","Bremen","Laendlicher Raum","","","",""
"Nie","2017","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Nie","2017","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Nie","2017","Hessen","Staedtischer Raum","","","",""
"Nie","2017","Hessen","Laendlicher Raum","","","",""
"Nie","2017","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Nie","2017","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Nie","2017","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Nie","2017","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Nie","2017","Bayern","Staedtischer Raum","","","",""
"Nie","2017","Bayern","Laendlicher Raum","","","",""
"Nie","2017","Saarland","Staedtischer Raum","","","",""
"Nie","2017","Saarland","Laendlicher Raum","","","",""
"Nie","2017","Berlin","Staedtischer Raum","","","",""
"Nie","2017","Berlin","Laendlicher Raum","","","",""
"Nie","2017","Brandenburg","Staedtischer Raum","","","",""
"Nie","2017","Brandenburg","Laendlicher Raum","","","",""
"Nie","2017","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Nie","2017","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Nie","2017","Sachsen","Staedtischer Raum","","","",""
"Nie","2017","Sachsen","Laendlicher Raum","","","",""
"Nie","2017","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Nie","2017","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Nie","2017","Thueringen","Staedtischer Raum","","","",""
"Nie","2017","Thueringen","Laendlicher Raum","","","",""
"Sehr oft","2018","Schleswig-Holstein","Staedtischer Raum","4","0.0110593806762125","-0.000416955478807211","0.0225357168312323"
"Sehr oft","2018","Schleswig-Holstein","Laendlicher Raum","6","0.0137272889159662","0.00445554774715572","0.0229990300847767"
"Sehr oft","2018","Hamburg","Staedtischer Raum","5","0.00582631106509992","-0.00101079915511221","0.0126634212853121"
"Sehr oft","2018","Hamburg","Laendlicher Raum","","","",""
"Sehr oft","2018","Niedersachsen","Staedtischer Raum","13","","",""
"Sehr oft","2018","Niedersachsen","Laendlicher Raum","15","","",""
"Sehr oft","2018","Bremen","Staedtischer Raum","4","0.0113102660772688","-0.00247643295000828","0.0250969651045459"
"Sehr oft","2018","Bremen","Laendlicher Raum","","","",""
"Sehr oft","2018","Nordrhein-Westfalen","Staedtischer Raum","58","0.00774501597672009","0.00538200227796244","0.0101080296754777"
"Sehr oft","2018","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Sehr oft","2018","Hessen","Staedtischer Raum","17","","",""
"Sehr oft","2018","Hessen","Laendlicher Raum","2","","",""
"Sehr oft","2018","Rheinland-Pfalz,Saarland","Staedtischer Raum","11","","",""
"Sehr oft","2018","Rheinland-Pfalz,Saarland","Laendlicher Raum","2","","",""
"Sehr oft","2018","Baden-Wuerttemberg","Staedtischer Raum","15","","",""
"Sehr oft","2018","Baden-Wuerttemberg","Laendlicher Raum","1","","",""
"Sehr oft","2018","Bayern","Staedtischer Raum","17","","",""
"Sehr oft","2018","Bayern","Laendlicher Raum","10","","",""
"Sehr oft","2018","Saarland","Staedtischer Raum","","","",""
"Sehr oft","2018","Saarland","Laendlicher Raum","","","",""
"Sehr oft","2018","Berlin","Staedtischer Raum","7","0.00232636135188399","-0.000665567470319891","0.00531829017408786"
"Sehr oft","2018","Berlin","Laendlicher Raum","","","",""
"Sehr oft","2018","Brandenburg","Staedtischer Raum","","","",""
"Sehr oft","2018","Brandenburg","Laendlicher Raum","4","0.00411391456558981","1.5331398580537e-07","0.00822767581719382"
"Sehr oft","2018","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Sehr oft","2018","Mecklenburg-Vorpommern","Laendlicher Raum","3","","",""
"Sehr oft","2018","Sachsen","Staedtischer Raum","5","0.00496897058336235","0.000272214135879757","0.00966572703084495"
"Sehr oft","2018","Sachsen","Laendlicher Raum","","","",""
"Sehr oft","2018","Sachsen-Anhalt","Staedtischer Raum","5","0.0364901519639888","0.00968704858953462","0.063293255338443"
"Sehr oft","2018","Sachsen-Anhalt","Laendlicher Raum","6","0.00381978923380697","-0.000685996110129851","0.0083255745777438"
"Sehr oft","2018","Thueringen","Staedtischer Raum","1","","",""
"Sehr oft","2018","Thueringen","Laendlicher Raum","","","",""
"Oft","2018","Schleswig-Holstein","Staedtischer Raum","19","","",""
"Oft","2018","Schleswig-Holstein","Laendlicher Raum","20","","",""
"Oft","2018","Hamburg","Staedtischer Raum","23","","",""
"Oft","2018","Hamburg","Laendlicher Raum","","","",""
"Oft","2018","Niedersachsen","Staedtischer Raum","53","0.0365123118896543","0.0251890764755554","0.0478355473037531"
"Oft","2018","Niedersachsen","Laendlicher Raum","55","0.0346050869604857","0.0252615372794872","0.0439486366414841"
"Oft","2018","Bremen","Staedtischer Raum","11","","",""
"Oft","2018","Bremen","Laendlicher Raum","","","",""
"Oft","2018","Nordrhein-Westfalen","Staedtischer Raum","251","","",""
"Oft","2018","Nordrhein-Westfalen","Laendlicher Raum","4","0.0207022510833771","-0.00692986654617596","0.0483343687129301"
"Oft","2018","Hessen","Staedtischer Raum","80","0.0493023307599819","0.0377706211124818","0.060834040407482"
"Oft","2018","Hessen","Laendlicher Raum","13","","",""
"Oft","2018","Rheinland-Pfalz,Saarland","Staedtischer Raum","49","0.0346639277174693","0.0237592358879992","0.0455686195469394"
"Oft","2018","Rheinland-Pfalz,Saarland","Laendlicher Raum","12","","",""
"Oft","2018","Baden-Wuerttemberg","Staedtischer Raum","119","","",""
"Oft","2018","Baden-Wuerttemberg","Laendlicher Raum","13","","",""
"Oft","2018","Bayern","Staedtischer Raum","92","0.0472921046358393","0.0374478788327336","0.0571363304389449"
"Oft","2018","Bayern","Laendlicher Raum","75","0.041141214505582","0.0328189730463364","0.0494634559648275"
"Oft","2018","Saarland","Staedtischer Raum","","","",""
"Oft","2018","Saarland","Laendlicher Raum","","","",""
"Oft","2018","Berlin","Staedtischer Raum","65","0.0701873519906742","0.0543221511079758","0.0860525528733725"
"Oft","2018","Berlin","Laendlicher Raum","","","",""
"Oft","2018","Brandenburg","Staedtischer Raum","3","","",""
"Oft","2018","Brandenburg","Laendlicher Raum","16","","",""
"Oft","2018","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Oft","2018","Mecklenburg-Vorpommern","Laendlicher Raum","8","0.0178738484377177","0.00627214122231736","0.029475555653118"
"Oft","2018","Sachsen","Staedtischer Raum","25","","",""
"Oft","2018","Sachsen","Laendlicher Raum","11","","",""
"Oft","2018","Sachsen-Anhalt","Staedtischer Raum","8","0.0353523436895782","0.00895485402643555","0.0617498333527208"
"Oft","2018","Sachsen-Anhalt","Laendlicher Raum","13","","",""
"Oft","2018","Thueringen","Staedtischer Raum","7","0.0253251390242837","0.00733559803397851","0.0433146800145888"
"Oft","2018","Thueringen","Laendlicher Raum","21","","",""
"Manchmal","2018","Schleswig-Holstein","Staedtischer Raum","48","0.176610644771494","0.134763694626182","0.218457594916807"
"Manchmal","2018","Schleswig-Holstein","Laendlicher Raum","93","0.134900425193846","0.107679046819572","0.162121803568121"
"Manchmal","2018","Hamburg","Staedtischer Raum","105","","",""
"Manchmal","2018","Hamburg","Laendlicher Raum","","","",""
"Manchmal","2018","Niedersachsen","Staedtischer Raum","201","","",""
"Manchmal","2018","Niedersachsen","Laendlicher Raum","239","","",""
"Manchmal","2018","Bremen","Staedtischer Raum","42","0.139221102983578","0.0940883097881215","0.184353896179035"
"Manchmal","2018","Bremen","Laendlicher Raum","","","",""
"Manchmal","2018","Nordrhein-Westfalen","Staedtischer Raum","1017","","",""
