year,age_gr,migback,plh0040,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,17-29 y.,No migration background,Very concerned,0.46438,1171,2376,0.44433,0.48444
1994,17-29 y.,No migration background,Somewhat concerned,0.46545,1069,2376,0.44539,0.48551
1994,17-29 y.,No migration background,Not concerned at all,0.06696,136,2376,0.05691,0.07702
1994,17-29 y.,Direct migration background,Very concerned,0.42589,244,516,0.38318,0.46860
1994,17-29 y.,Direct migration background,Somewhat concerned,0.48126,219,516,0.43811,0.52441
1994,17-29 y.,Direct migration background,Not concerned at all,0.08395,53,516,0.06000,0.10790
1994,17-29 y.,Indirect migration background,Very concerned,0.47573,212,435,0.42874,0.52271
1994,17-29 y.,Indirect migration background,Somewhat concerned,0.38812,183,435,0.34228,0.43397
1994,17-29 y.,Indirect migration background,Not concerned at all,0.11156,40,435,0.08194,0.14118
1994,30-45 y.,No migration background,Very concerned,0.50407,1830,3381,0.48721,0.52092
1994,30-45 y.,No migration background,Somewhat concerned,0.45349,1445,3381,0.43670,0.47027
1994,30-45 y.,No migration background,Not concerned at all,0.03807,106,3381,0.03162,0.04452
1994,30-45 y.,Direct migration background,Very concerned,0.50383,383,676,0.46611,0.54155
1994,30-45 y.,Direct migration background,Somewhat concerned,0.43945,293,676,0.40200,0.47689
1994,46-65 y.,No migration background,Very concerned,0.65738,1994,2918,0.64016,0.67460
1994,46-65 y.,No migration background,Somewhat concerned,0.32142,881,2918,0.30447,0.33837
1994,46-65 y.,No migration background,Not concerned at all,0.01789,43,2918,0.01308,0.02270
1994,46-65 y.,Direct migration background,Very concerned,0.57184,506,949,0.54035,0.60334
1994,46-65 y.,Direct migration background,Somewhat concerned,0.34060,346,949,0.31043,0.37077
1994,46-65 y.,Direct migration background,Not concerned at all,0.08595,97,949,0.06811,0.10379
1994,66 and older,No migration background,Very concerned,0.68418,926,1300,0.65890,0.70946
1994,66 and older,No migration background,Somewhat concerned,0.27092,333,1300,0.24675,0.29509
1994,66 and older,No migration background,Not concerned at all,0.02985,41,1300,0.02060,0.03911
1994,66 and older,Direct migration background,Very concerned,0.73948,118,166,0.67251,0.80645
1994,66 and older,Direct migration background,Somewhat concerned,0.23409,48,166,0.16948,0.29870
1995,17-29 y.,No migration background,Very concerned,0.43233,1079,2282,0.41200,0.45266
1995,17-29 y.,No migration background,Somewhat concerned,0.48557,1056,2282,0.46506,0.50608
1995,17-29 y.,No migration background,Not concerned at all,0.07001,147,2282,0.05953,0.08048
1995,17-29 y.,Direct migration background,Very concerned,0.39463,256,596,0.35536,0.43391
1995,17-29 y.,Direct migration background,Somewhat concerned,0.48560,274,596,0.44544,0.52575
1995,17-29 y.,Direct migration background,Not concerned at all,0.10690,66,596,0.08207,0.13172
1995,17-29 y.,Indirect migration background,Very concerned,0.44819,202,441,0.40172,0.49465
1995,17-29 y.,Indirect migration background,Somewhat concerned,0.45097,205,441,0.40448,0.49746
1995,17-29 y.,Indirect migration background,Not concerned at all,0.09765,34,441,0.06991,0.12538
1995,30-45 y.,No migration background,Very concerned,0.46877,1735,3445,0.45211,0.48544
1995,30-45 y.,No migration background,Somewhat concerned,0.46724,1555,3445,0.45058,0.48391
1995,30-45 y.,No migration background,Not concerned at all,0.05294,155,3445,0.04546,0.06042
1995,30-45 y.,Direct migration background,Very concerned,0.47487,449,909,0.44239,0.50735
1995,30-45 y.,Direct migration background,Somewhat concerned,0.39769,382,909,0.36586,0.42953
1995,30-45 y.,Direct migration background,Not concerned at all,0.10295,78,909,0.08318,0.12272
1995,46-65 y.,No migration background,Very concerned,0.64267,1932,2897,0.62522,0.66012
1995,46-65 y.,No migration background,Somewhat concerned,0.32122,900,2897,0.30421,0.33823
1995,46-65 y.,No migration background,Not concerned at all,0.02821,65,2897,0.02218,0.03424
1995,46-65 y.,Direct migration background,Very concerned,0.55227,547,1033,0.52193,0.58261
1995,46-65 y.,Direct migration background,Somewhat concerned,0.38605,413,1033,0.35635,0.41575
1995,46-65 y.,Direct migration background,Not concerned at all,0.04624,73,1033,0.03343,0.05905
1995,66 and older,No migration background,Very concerned,0.68658,919,1288,0.66124,0.71193
1995,66 and older,No migration background,Somewhat concerned,0.27037,331,1288,0.24610,0.29463
1995,66 and older,No migration background,Not concerned at all,0.03015,38,1288,0.02080,0.03949
1995,66 and older,Direct migration background,Very concerned,0.71301,139,195,0.64935,0.77666
1995,66 and older,Direct migration background,Somewhat concerned,0.20424,56,195,0.14751,0.26097
1996,17-29 y.,No migration background,Very concerned,0.46216,1044,2138,0.44102,0.48329
1996,17-29 y.,No migration background,Somewhat concerned,0.46380,981,2138,0.44265,0.48494
1996,17-29 y.,No migration background,Not concerned at all,0.05874,113,2138,0.04877,0.06871
1996,17-29 y.,Direct migration background,Very concerned,0.41982,237,526,0.37761,0.46204
1996,17-29 y.,Direct migration background,Somewhat concerned,0.48507,254,526,0.44232,0.52782
1996,17-29 y.,Direct migration background,Not concerned at all,0.07635,35,526,0.05364,0.09907
1996,17-29 y.,Indirect migration background,Very concerned,0.48857,221,434,0.44148,0.53565
1996,17-29 y.,Indirect migration background,Somewhat concerned,0.46309,213,434,0.41612,0.51006
1996,30-45 y.,No migration background,Very concerned,0.50701,1883,3495,0.49043,0.52358
1996,30-45 y.,No migration background,Somewhat concerned,0.44378,1486,3495,0.42731,0.46026
1996,30-45 y.,No migration background,Not concerned at all,0.04134,126,3495,0.03474,0.04794
1996,30-45 y.,Direct migration background,Very concerned,0.46259,421,846,0.42898,0.49621
1996,30-45 y.,Direct migration background,Somewhat concerned,0.42643,364,846,0.39309,0.45978
1996,30-45 y.,Direct migration background,Not concerned at all,0.09135,61,846,0.07192,0.11078
1996,30-45 y.,Indirect migration background,Very concerned,0.66574,35,35,0.50717,0.82431
1996,46-65 y.,No migration background,Very concerned,0.65676,1966,2864,0.63937,0.67415
1996,46-65 y.,No migration background,Somewhat concerned,0.30027,838,2864,0.28348,0.31706
1996,46-65 y.,No migration background,Not concerned at all,0.02206,60,2864,0.01668,0.02744
1996,46-65 y.,Direct migration background,Very concerned,0.53524,521,968,0.50381,0.56668
1996,46-65 y.,Direct migration background,Somewhat concerned,0.39658,404,968,0.36575,0.42742
1996,46-65 y.,Direct migration background,Not concerned at all,0.04246,43,968,0.02975,0.05516
1996,66 and older,No migration background,Very concerned,0.73273,981,1267,0.70835,0.75711
1996,66 and older,No migration background,Somewhat concerned,0.22669,286,1267,0.20363,0.24976
1996,66 and older,Direct migration background,Very concerned,0.76419,160,215,0.70732,0.82107
1996,66 and older,Direct migration background,Somewhat concerned,0.16704,55,215,0.11707,0.21702
1997,17-29 y.,No migration background,Very concerned,0.51280,1097,2057,0.49120,0.53441
1997,17-29 y.,No migration background,Somewhat concerned,0.42178,865,2057,0.40043,0.44313
1997,17-29 y.,No migration background,Not concerned at all,0.05306,95,2057,0.04337,0.06275
1997,17-29 y.,Direct migration background,Very concerned,0.49252,221,472,0.44737,0.53767
1997,17-29 y.,Direct migration background,Somewhat concerned,0.40061,209,472,0.35635,0.44486
1997,17-29 y.,Direct migration background,Not concerned at all,0.09078,42,472,0.06483,0.11673
1997,17-29 y.,Indirect migration background,Very concerned,0.42788,207,472,0.38319,0.47256
1997,17-29 y.,Indirect migration background,Somewhat concerned,0.47900,227,472,0.43388,0.52411
1997,17-29 y.,Indirect migration background,Not concerned at all,0.08304,38,472,0.05812,0.10796
1997,30-45 y.,No migration background,Very concerned,0.55339,2005,3456,0.53681,0.56997
1997,30-45 y.,No migration background,Somewhat concerned,0.39836,1339,3456,0.38204,0.41469
1997,30-45 y.,No migration background,Not concerned at all,0.04036,112,3456,0.03380,0.04692
1997,30-45 y.,Direct migration background,Very concerned,0.54264,428,818,0.50847,0.57680
1997,30-45 y.,Direct migration background,Somewhat concerned,0.39410,345,818,0.36060,0.42761
1997,30-45 y.,Direct migration background,Not concerned at all,0.05759,45,818,0.04162,0.07357
1997,30-45 y.,Indirect migration background,Very concerned,0.60297,36,36,0.44087,0.76507
1997,46-65 y.,No migration background,Very concerned,0.67787,2011,2880,0.66080,0.69494
1997,46-65 y.,No migration background,Somewhat concerned,0.29297,817,2880,0.27635,0.30960
1997,46-65 y.,No migration background,Not concerned at all,0.02001,52,2880,0.01490,0.02513
1997,46-65 y.,Direct migration background,Very concerned,0.54830,503,929,0.51628,0.58031
1997,46-65 y.,Direct migration background,Somewhat concerned,0.39884,384,929,0.36734,0.43035
1997,46-65 y.,Direct migration background,Not concerned at all,0.04030,42,929,0.02765,0.05296
1997,66 and older,No migration background,Very concerned,0.73889,1018,1314,0.71513,0.76264
1997,66 and older,No migration background,Somewhat concerned,0.23612,296,1314,0.21315,0.25909
1997,66 and older,Direct migration background,Very concerned,0.75896,158,219,0.70219,0.81574
1997,66 and older,Direct migration background,Somewhat concerned,0.18582,61,219,0.13419,0.23746
1998,17-29 y.,No migration background,Very concerned,0.45174,1013,2210,0.43099,0.47250
1998,17-29 y.,No migration background,Somewhat concerned,0.45510,1050,2210,0.43433,0.47586
1998,17-29 y.,No migration background,Not concerned at all,0.07599,147,2210,0.06494,0.08704
1998,17-29 y.,Direct migration background,Very concerned,0.40843,178,411,0.36085,0.45601
1998,17-29 y.,Direct migration background,Somewhat concerned,0.51855,233,411,0.47019,0.56692
1998,17-29 y.,Indirect migration background,Very concerned,0.42327,205,483,0.37916,0.46738
1998,17-29 y.,Indirect migration background,Somewhat concerned,0.47866,242,483,0.43406,0.52326
1998,17-29 y.,Indirect migration background,Not concerned at all,0.09545,36,483,0.06922,0.12168
1998,30-45 y.,No migration background,Very concerned,0.50971,2055,3921,0.49406,0.52536
1998,30-45 y.,No migration background,Somewhat concerned,0.43943,1716,3921,0.42389,0.45497
1998,30-45 y.,No migration background,Not concerned at all,0.04106,150,3921,0.03485,0.04727
1998,30-45 y.,Direct migration background,Very concerned,0.46725,366,779,0.43219,0.50231
1998,30-45 y.,Direct migration background,Somewhat concerned,0.44467,357,779,0.40975,0.47959
1998,30-45 y.,Direct migration background,Not concerned at all,0.07632,56,779,0.05766,0.09497
1998,30-45 y.,Indirect migration background,Very concerned,0.63414,51,82,0.52924,0.73904
1998,30-45 y.,Indirect migration background,Somewhat concerned,0.23913,31,82,0.14624,0.33203
1998,46-65 y.,No migration background,Very concerned,0.63960,2259,3399,0.62346,0.65575
1998,46-65 y.,No migration background,Somewhat concerned,0.31888,1070,3399,0.30321,0.33455
1998,46-65 y.,No migration background,Not concerned at all,0.02460,70,3399,0.01939,0.02981
1998,46-65 y.,Direct migration background,Very concerned,0.57317,518,916,0.54112,0.60522
1998,46-65 y.,Direct migration background,Somewhat concerned,0.34575,343,916,0.31493,0.37657
1998,46-65 y.,Direct migration background,Not concerned at all,0.06102,55,916,0.04551,0.07653
1998,66 and older,No migration background,Very concerned,0.72173,1167,1553,0.69944,0.74403
1998,66 and older,No migration background,Somewhat concerned,0.24551,386,1553,0.22410,0.26693
1998,66 and older,Direct migration background,Very concerned,0.68116,153,229,0.62067,0.74165
1998,66 and older,Direct migration background,Somewhat concerned,0.23626,76,229,0.18112,0.29140
1999,17-29 y.,No migration background,Very concerned,0.44858,955,2119,0.42740,0.46977
1999,17-29 y.,No migration background,Somewhat concerned,0.45287,975,2119,0.43167,0.47407
1999,17-29 y.,No migration background,Not concerned at all,0.09570,189,2119,0.08317,0.10823
1999,17-29 y.,Direct migration background,Very concerned,0.41114,147,368,0.36079,0.46148
1999,17-29 y.,Direct migration background,Somewhat concerned,0.45346,175,368,0.40253,0.50439
1999,17-29 y.,Direct migration background,Not concerned at all,0.13540,46,368,0.10040,0.17041
1999,17-29 y.,Indirect migration background,Very concerned,0.39093,197,478,0.34714,0.43472
1999,17-29 y.,Indirect migration background,Somewhat concerned,0.49742,224,478,0.45255,0.54229
1999,17-29 y.,Indirect migration background,Not concerned at all,0.10232,57,478,0.07512,0.12951
1999,30-45 y.,No migration background,Very concerned,0.47654,1914,3866,0.46079,0.49229
1999,30-45 y.,No migration background,Somewhat concerned,0.45219,1718,3866,0.43650,0.46788
1999,30-45 y.,No migration background,Not concerned at all,0.06916,234,3866,0.06116,0.07716
1999,30-45 y.,Direct migration background,Very concerned,0.46592,341,738,0.42990,0.50193
1999,30-45 y.,Direct migration background,Somewhat concerned,0.44262,328,738,0.40676,0.47848
1999,30-45 y.,Direct migration background,Not concerned at all,0.08692,69,738,0.06658,0.10726
1999,30-45 y.,Indirect migration background,Very concerned,0.47268,51,94,0.37121,0.57415
1999,30-45 y.,Indirect migration background,Somewhat concerned,0.43724,43,94,0.33642,0.53806
1999,46-65 y.,No migration background,Very concerned,0.59660,2052,3315,0.57990,0.61331
1999,46-65 y.,No migration background,Somewhat concerned,0.36390,1149,3315,0.34752,0.38028
1999,46-65 y.,No migration background,Not concerned at all,0.03696,114,3315,0.03054,0.04338
1999,46-65 y.,Direct migration background,Very concerned,0.50991,426,841,0.47610,0.54372
1999,46-65 y.,Direct migration background,Somewhat concerned,0.38008,335,841,0.34725,0.41290
1999,46-65 y.,Direct migration background,Not concerned at all,0.09744,80,841,0.07739,0.11750
1999,66 and older,No migration background,Very concerned,0.64601,1027,1537,0.62210,0.66993
1999,66 and older,No migration background,Somewhat concerned,0.31307,457,1537,0.28988,0.33626
1999,66 and older,No migration background,Not concerned at all,0.03420,53,1537,0.02511,0.04329
1999,66 and older,Direct migration background,Very concerned,0.61620,141,225,0.55251,0.67989
1999,66 and older,Direct migration background,Somewhat concerned,0.31208,84,225,0.25140,0.37275
2000,17-29 y.,No migration background,Very concerned,0.45064,1550,3351,0.43379,0.46749
