year,migback,plh0040,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,No migration background,Very concerned,0.48107,5921,9975,0.47126,0.49087
1994,No migration background,Somewhat concerned,0.31526,3728,9975,0.30615,0.32438
1994,No migration background,Not concerned at all,0.02980,326,9975,0.02646,0.03314
1994,Direct migration background,Very concerned,0.54440,1251,2339,0.52422,0.56459
1994,Direct migration background,Somewhat concerned,0.37338,906,2339,0.35377,0.39299
1994,Direct migration background,Not concerned at all,0.06305,182,2339,0.05320,0.07290
1994,Indirect migration background,Very concerned,0.16281,238,487,0.12999,0.19564
1994,Indirect migration background,Somewhat concerned,0.12366,205,487,0.09439,0.15292
1994,Indirect migration background,Not concerned at all,0.03345,44,487,0.01746,0.04943
1995,No migration background,Very concerned,0.46544,5665,9912,0.45562,0.47526
1995,No migration background,Somewhat concerned,0.32086,3842,9912,0.31167,0.33005
1995,No migration background,Not concerned at all,0.03644,405,9912,0.03275,0.04013
1995,Direct migration background,Very concerned,0.48959,1391,2748,0.47090,0.50829
1995,Direct migration background,Somewhat concerned,0.36032,1125,2748,0.34237,0.37828
1995,Direct migration background,Not concerned at all,0.07500,232,2748,0.06515,0.08485
1995,Indirect migration background,Very concerned,0.14658,229,502,0.11561,0.17755
1995,Indirect migration background,Somewhat concerned,0.14365,236,502,0.11294,0.17436
1995,Indirect migration background,Not concerned at all,0.02875,37,502,0.01412,0.04339
1996,No migration background,Very concerned,0.49367,5874,9793,0.48376,0.50357
1996,No migration background,Somewhat concerned,0.29902,3591,9793,0.28995,0.30808
1996,No migration background,Not concerned at all,0.02886,328,9793,0.02554,0.03217
1996,Direct migration background,Very concerned,0.49658,1339,2562,0.47722,0.51595
1996,Direct migration background,Somewhat concerned,0.36560,1077,2562,0.34695,0.38426
1996,Direct migration background,Not concerned at all,0.05818,146,2562,0.04911,0.06724
1996,Indirect migration background,Very concerned,0.17457,268,542,0.14258,0.20656
1996,Indirect migration background,Somewhat concerned,0.13942,243,542,0.11023,0.16860
1996,Indirect migration background,Not concerned at all,0.01506,31,542,0.00480,0.02533
1997,No migration background,Very concerned,0.52078,6131,9719,0.51085,0.53071
1997,No migration background,Somewhat concerned,0.28042,3317,9719,0.27149,0.28935
1997,No migration background,Not concerned at all,0.02448,271,9719,0.02141,0.02755
1997,Direct migration background,Very concerned,0.53842,1310,2448,0.51866,0.55817
1997,Direct migration background,Somewhat concerned,0.34645,999,2448,0.32760,0.36530
1997,Direct migration background,Not concerned at all,0.04985,139,2448,0.04123,0.05847
1997,Indirect migration background,Very concerned,0.17112,258,563,0.13998,0.20226
1997,Indirect migration background,Somewhat concerned,0.16568,263,563,0.13495,0.19642
1997,Indirect migration background,Not concerned at all,0.02466,42,563,0.01184,0.03749
1998,No migration background,Very concerned,0.49101,6494,11103,0.48171,0.50031
1998,No migration background,Somewhat concerned,0.30490,4222,11103,0.29633,0.31346
1998,No migration background,Not concerned at all,0.02982,387,11103,0.02665,0.03298
1998,Direct migration background,Very concerned,0.50082,1215,2368,0.48068,0.52097
1998,Direct migration background,Somewhat concerned,0.36686,1009,2368,0.34744,0.38627
1998,Direct migration background,Not concerned at all,0.06068,144,2368,0.05106,0.07029
1998,Indirect migration background,Very concerned,0.18437,272,595,0.15318,0.21556
1998,Indirect migration background,Somewhat concerned,0.16754,280,595,0.13751,0.19757
1998,Indirect migration background,Not concerned at all,0.03646,43,595,0.02138,0.05153
1999,No migration background,Very concerned,0.45969,5948,10837,0.45031,0.46908
1999,No migration background,Somewhat concerned,0.33257,4299,10837,0.32370,0.34144
1999,No migration background,Not concerned at all,0.04693,590,10837,0.04295,0.05091
1999,Direct migration background,Very concerned,0.47364,1055,2194,0.45274,0.49454
1999,Direct migration background,Somewhat concerned,0.37915,922,2194,0.35885,0.39946
1999,Direct migration background,Not concerned at all,0.08951,217,2194,0.07756,0.10146
1999,Indirect migration background,Very concerned,0.16575,260,601,0.13599,0.19550
1999,Indirect migration background,Somewhat concerned,0.18926,278,601,0.15792,0.22060
1999,Indirect migration background,Not concerned at all,0.03849,63,601,0.02309,0.05388
2000,No migration background,Very concerned,0.46531,10923,19850,0.45837,0.47225
2000,No migration background,Somewhat concerned,0.31731,7623,19850,0.31083,0.32378
2000,No migration background,Not concerned at all,0.05615,1304,19850,0.05295,0.05936
2000,Direct migration background,Very concerned,0.40886,1408,3273,0.39202,0.42571
2000,Direct migration background,Somewhat concerned,0.39921,1493,3273,0.38243,0.41599
2000,Direct migration background,Not concerned at all,0.10063,372,3273,0.09032,0.11093
2000,Indirect migration background,Very concerned,0.16061,334,809,0.13529,0.18592
2000,Indirect migration background,Somewhat concerned,0.17816,369,809,0.15177,0.20454
2000,Indirect migration background,Not concerned at all,0.04504,106,809,0.03074,0.05934
2001,No migration background,Very concerned,0.43144,9185,18103,0.42422,0.43865
2001,No migration background,Somewhat concerned,0.34562,7593,18103,0.33870,0.35255
2001,No migration background,Not concerned at all,0.06339,1325,18103,0.05984,0.06694
2001,Direct migration background,Very concerned,0.42394,1279,2895,0.40594,0.44195
2001,Direct migration background,Somewhat concerned,0.40014,1301,2895,0.38229,0.41799
2001,Direct migration background,Not concerned at all,0.10175,315,2895,0.09074,0.11277
2001,Indirect migration background,Very concerned,0.15273,307,759,0.12712,0.17833
2001,Indirect migration background,Somewhat concerned,0.16690,350,759,0.14035,0.19344
2001,Indirect migration background,Not concerned at all,0.05036,102,759,0.03479,0.06593
2002,No migration background,Very concerned,0.43013,9313,19366,0.42316,0.43710
2002,No migration background,Somewhat concerned,0.34781,8426,19366,0.34110,0.35452
2002,No migration background,Not concerned at all,0.06662,1627,19366,0.06311,0.07013
2002,Direct migration background,Very concerned,0.41400,1179,2773,0.39566,0.43234
2002,Direct migration background,Somewhat concerned,0.42977,1335,2773,0.41134,0.44820
2002,Direct migration background,Not concerned at all,0.09143,259,2773,0.08070,0.10216
2002,Indirect migration background,Very concerned,0.12208,262,762,0.09882,0.14534
2002,Indirect migration background,Somewhat concerned,0.19702,388,762,0.16876,0.22528
2002,Indirect migration background,Not concerned at all,0.05303,112,762,0.03711,0.06895
2003,No migration background,Very concerned,0.38767,8021,18702,0.38069,0.39466
2003,No migration background,Somewhat concerned,0.38815,8974,18702,0.38117,0.39514
2003,No migration background,Not concerned at all,0.07184,1707,18702,0.06814,0.07554
2003,Direct migration background,Very concerned,0.38135,1036,2591,0.36265,0.40006
2003,Direct migration background,Somewhat concerned,0.45885,1308,2591,0.43966,0.47804
2003,Direct migration background,Not concerned at all,0.09783,247,2591,0.08639,0.10927
2003,Indirect migration background,Very concerned,0.14339,259,769,0.11861,0.16818
2003,Indirect migration background,Somewhat concerned,0.18807,401,769,0.16043,0.21571
2003,Indirect migration background,Not concerned at all,0.05760,109,769,0.04112,0.07407
2004,No migration background,Very concerned,0.38769,7894,18202,0.38061,0.39477
2004,No migration background,Somewhat concerned,0.37785,8379,18202,0.37081,0.38489
2004,No migration background,Not concerned at all,0.08361,1929,18202,0.07959,0.08763
2004,Direct migration background,Very concerned,0.41101,1005,2506,0.39174,0.43027
2004,Direct migration background,Somewhat concerned,0.42733,1223,2506,0.40796,0.44671
2004,Direct migration background,Not concerned at all,0.10960,278,2506,0.09737,0.12183
2004,Indirect migration background,Very concerned,0.13910,255,783,0.11485,0.16336
2004,Indirect migration background,Somewhat concerned,0.20752,406,783,0.17909,0.23594
2004,Indirect migration background,Not concerned at all,0.06518,122,783,0.04788,0.08248
2005,No migration background,Very concerned,0.42755,8366,17426,0.42021,0.43490
