year,migback,plh0040,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2005,No migration background,Somewhat concerned,0.34451,7296,17426,0.33746,0.35157
2005,No migration background,Not concerned at all,0.07957,1764,17426,0.07555,0.08358
2005,Direct migration background,Very concerned,0.43620,1025,2353,0.41616,0.45624
2005,Direct migration background,Somewhat concerned,0.43128,1086,2353,0.41127,0.45130
2005,Direct migration background,Not concerned at all,0.09299,242,2353,0.08125,0.10473
2005,Indirect migration background,Very concerned,0.18200,308,814,0.15548,0.20853
2005,Indirect migration background,Somewhat concerned,0.21636,385,814,0.18806,0.24467
2005,Indirect migration background,Not concerned at all,0.05774,121,814,0.04171,0.07378
2006,No migration background,Very concerned,0.38659,8185,18660,0.37960,0.39357
2006,No migration background,Somewhat concerned,0.36850,8487,18660,0.36158,0.37542
2006,No migration background,Not concerned at all,0.08886,1988,18660,0.08478,0.09295
2006,Direct migration background,Very concerned,0.40314,1008,2360,0.38334,0.42293
2006,Direct migration background,Somewhat concerned,0.43860,1088,2360,0.41858,0.45863
2006,Direct migration background,Not concerned at all,0.10939,264,2360,0.09680,0.12199
2006,Indirect migration background,Very concerned,0.18043,311,798,0.15373,0.20713
2006,Indirect migration background,Somewhat concerned,0.19634,372,798,0.16877,0.22392
2006,Indirect migration background,Not concerned at all,0.06317,115,798,0.04628,0.08006
2007,No migration background,Very concerned,0.39279,7873,17501,0.38556,0.40003
2007,No migration background,Somewhat concerned,0.36028,7689,17501,0.35316,0.36739
2007,No migration background,Not concerned at all,0.09175,1939,17501,0.08747,0.09602
2007,Direct migration background,Very concerned,0.38241,832,2101,0.36163,0.40320
2007,Direct migration background,Somewhat concerned,0.46848,1031,2101,0.44714,0.48982
2007,Direct migration background,Not concerned at all,0.10371,238,2101,0.09067,0.11675
2007,Indirect migration background,Very concerned,0.18013,291,771,0.15298,0.20727
2007,Indirect migration background,Somewhat concerned,0.21692,361,771,0.18781,0.24603
2007,Indirect migration background,Not concerned at all,0.06845,119,771,0.05061,0.08628
2008,No migration background,Very concerned,0.35008,6536,16590,0.34283,0.35734
2008,No migration background,Somewhat concerned,0.39160,7840,16590,0.38417,0.39903
2008,No migration background,Not concerned at all,0.10889,2214,16590,0.10415,0.11363
2008,Direct migration background,Very concerned,0.36406,712,1890,0.34236,0.38576
2008,Direct migration background,Somewhat concerned,0.48683,956,1890,0.46429,0.50937
2008,Direct migration background,Not concerned at all,0.11624,222,1890,0.10179,0.13070
2008,Indirect migration background,Very concerned,0.17379,260,761,0.14685,0.20073
2008,Indirect migration background,Somewhat concerned,0.22440,365,761,0.19474,0.25406
2008,Indirect migration background,Not concerned at all,0.09213,136,761,0.07156,0.11269
2009,No migration background,Very concerned,0.28967,5171,15582,0.28254,0.29679
2009,No migration background,Somewhat concerned,0.43135,7947,15582,0.42357,0.43912
2009,No migration background,Not concerned at all,0.13077,2464,15582,0.12547,0.13606
2009,Direct migration background,Very concerned,0.31669,528,1651,0.29425,0.33914
2009,Direct migration background,Somewhat concerned,0.51105,872,1651,0.48693,0.53517
2009,Direct migration background,Not concerned at all,0.14217,251,1651,0.12532,0.15903
2009,Indirect migration background,Very concerned,0.14246,210,701,0.11657,0.16835
2009,Indirect migration background,Somewhat concerned,0.26838,353,701,0.23556,0.30121
2009,Indirect migration background,Not concerned at all,0.11340,138,701,0.08991,0.13689
2010,No migration background,Very concerned,0.32831,7314,19833,0.32178,0.33485
2010,No migration background,Somewhat concerned,0.39778,9432,19833,0.39097,0.40459
2010,No migration background,Not concerned at all,0.13044,3087,19833,0.12576,0.13513
2010,Direct migration background,Very concerned,0.36963,1130,2922,0.35212,0.38713
2010,Direct migration background,Somewhat concerned,0.46252,1339,2922,0.44444,0.48061
2010,Direct migration background,Not concerned at all,0.12952,453,2922,0.11734,0.14170
2010,Indirect migration background,Very concerned,0.15240,402,1100,0.13115,0.17365
2010,Indirect migration background,Somewhat concerned,0.22518,510,1100,0.20049,0.24988
2010,Indirect migration background,Not concerned at all,0.08849,188,1100,0.07170,0.10528
2011,No migration background,Very concerned,0.26381,5822,17722,0.25732,0.27030
2011,No migration background,Somewhat concerned,0.37491,8619,17722,0.36778,0.38204
2011,No migration background,Not concerned at all,0.14262,3281,17722,0.13747,0.14777
2011,Direct migration background,Very concerned,0.25249,648,1973,0.23332,0.27167
2011,Direct migration background,Somewhat concerned,0.42213,992,1973,0.40034,0.44393
2011,Direct migration background,Not concerned at all,0.13828,333,1973,0.12304,0.15351
2011,Indirect migration background,Very concerned,0.10730,217,782,0.08559,0.12900
2011,Indirect migration background,Somewhat concerned,0.19306,388,782,0.16538,0.22075
2011,Indirect migration background,Not concerned at all,0.09361,177,782,0.07318,0.11404
2012,No migration background,Very concerned,0.24784,5444,17646,0.24147,0.25421
2012,No migration background,Somewhat concerned,0.38460,8708,17646,0.37742,0.39177
2012,No migration background,Not concerned at all,0.15850,3494,17646,0.15311,0.16389
2012,Direct migration background,Very concerned,0.26893,649,1966,0.24933,0.28854
2012,Direct migration background,Somewhat concerned,0.39697,934,1966,0.37534,0.41861
2012,Direct migration background,Not concerned at all,0.16388,383,1966,0.14751,0.18025
2012,Indirect migration background,Very concerned,0.09205,218,773,0.07166,0.11244
2012,Indirect migration background,Somewhat concerned,0.21168,367,773,0.18287,0.24050
2012,Indirect migration background,Not concerned at all,0.09288,188,773,0.07240,0.11336
2013,No migration background,Very concerned,0.24313,5025,16357,0.23655,0.24970
2013,No migration background,Somewhat concerned,0.38676,8133,16357,0.37930,0.39422
2013,No migration background,Not concerned at all,0.15640,3199,16357,0.15083,0.16196
2013,Direct migration background,Very concerned,0.15013,544,1710,0.13319,0.16706
2013,Direct migration background,Somewhat concerned,0.24269,824,1710,0.22237,0.26302
2013,Direct migration background,Not concerned at all,0.10640,342,1710,0.09178,0.12102
2013,Indirect migration background,Very concerned,0.04632,187,698,0.03072,0.06192
2013,Indirect migration background,Somewhat concerned,0.12666,344,698,0.10197,0.15135
2013,Indirect migration background,Not concerned at all,0.06883,167,698,0.05004,0.08763
2014,No migration background,Very concerned,0.27690,6278,20067,0.27071,0.28309
2014,No migration background,Somewhat concerned,0.41947,9938,20067,0.41264,0.42630
2014,No migration background,Not concerned at all,0.16095,3851,20067,0.15587,0.16604
2014,Direct migration background,Very concerned,0.27980,1619,5172,0.26756,0.29203
2014,Direct migration background,Somewhat concerned,0.45368,2460,5172,0.44011,0.46725
2014,Direct migration background,Not concerned at all,0.22023,1093,5172,0.20894,0.23153
2014,Indirect migration background,Very concerned,0.15086,536,1707,0.13387,0.16784
2014,Indirect migration background,Somewhat concerned,0.21581,793,1707,0.19629,0.23533
2014,Indirect migration background,Not concerned at all,0.12112,378,1707,0.10564,0.13660
2015,No migration background,Very concerned,0.33006,6926,18940,0.32337,0.33676
2015,No migration background,Somewhat concerned,0.38714,8877,18940,0.38021,0.39408
2015,No migration background,Not concerned at all,0.13733,3137,18940,0.13242,0.14223
2015,Direct migration background,Very concerned,0.29130,1522,4380,0.27784,0.30475
2015,Direct migration background,Somewhat concerned,0.38495,2100,4380,0.37054,0.39936
2015,Direct migration background,Not concerned at all,0.15319,758,4380,0.14252,0.16386
2015,Indirect migration background,Very concerned,0.14515,499,1552,0.12762,0.16268
2015,Indirect migration background,Somewhat concerned,0.22741,740,1552,0.20655,0.24827
2015,Indirect migration background,Not concerned at all,0.10720,313,1552,0.09180,0.12260
2016,No migration background,Very concerned,0.41397,8395,17740,0.40672,0.42122
2016,No migration background,Somewhat concerned,0.34701,7286,17740,0.34000,0.35401
2016,No migration background,Not concerned at all,0.09548,2059,17740,0.09115,0.09980
2016,Direct migration background,Very concerned,0.41448,2240,4855,0.40062,0.42834
2016,Direct migration background,Somewhat concerned,0.36163,1963,4855,0.34811,0.37515
2016,Direct migration background,Not concerned at all,0.12259,652,4855,0.11336,0.13181
2016,Indirect migration background,Very concerned,0.17286,611,1465,0.15349,0.19223
2016,Indirect migration background,Somewhat concerned,0.22697,615,1465,0.20551,0.24843
2016,Indirect migration background,Not concerned at all,0.09813,239,1465,0.08289,0.11337
2017,No migration background,Very concerned,0.39912,8992,20072,0.39234,0.40589
2017,No migration background,Somewhat concerned,0.35036,8488,20072,0.34376,0.35696
2017,No migration background,Not concerned at all,0.10660,2592,20072,0.10233,0.11087
2017,Direct migration background,Very concerned,0.40656,2158,4713,0.39253,0.42058
2017,Direct migration background,Somewhat concerned,0.36627,1946,4713,0.35251,0.38003
2017,Direct migration background,Not concerned at all,0.12260,609,4713,0.11324,0.13197
2017,Indirect migration background,Very concerned,0.19925,669,1626,0.17983,0.21867
2017,Indirect migration background,Somewhat concerned,0.20344,679,1626,0.18386,0.22301
2017,Indirect migration background,Not concerned at all,0.09994,278,1626,0.08536,0.11452
2018,No migration background,Very concerned,0.33157,7211,19407,0.32494,0.33819
2018,No migration background,Somewhat concerned,0.38752,8746,19407,0.38067,0.39438
2018,No migration background,Not concerned at all,0.14220,3450,19407,0.13729,0.14712
2018,Direct migration background,Very concerned,0.33126,1740,4520,0.31754,0.34499
2018,Direct migration background,Somewhat concerned,0.41101,2003,4520,0.39666,0.42535
2018,Direct migration background,Not concerned at all,0.15456,777,4520,0.14402,0.16510
2018,Indirect migration background,Very concerned,0.15571,526,1627,0.13809,0.17334
2018,Indirect migration background,Somewhat concerned,0.25050,735,1627,0.22944,0.27156
2018,Indirect migration background,Not concerned at all,0.10991,366,1627,0.09470,0.12511
2019,No migration background,Very concerned,0.30091,6696,20101,0.29457,0.30725
2019,No migration background,Somewhat concerned,0.40763,9712,20101,0.40084,0.41442
2019,No migration background,Not concerned at all,0.14731,3693,20101,0.14241,0.15221
2019,Direct migration background,Very concerned,0.31270,1420,3924,0.29820,0.32721
2019,Direct migration background,Somewhat concerned,0.42324,1839,3924,0.40778,0.43870
2019,Direct migration background,Not concerned at all,0.15668,665,3924,0.14530,0.16805
2019,Indirect migration background,Very concerned,0.14555,501,1566,0.12808,0.16302
2019,Indirect migration background,Somewhat concerned,0.24935,724,1566,0.22791,0.27078
2019,Indirect migration background,Not concerned at all,0.11439,341,1566,0.09862,0.13015
2020,No migration background,Very concerned,0.25348,5159,18518,0.24721,0.25974
2020,No migration background,Somewhat concerned,0.40030,8699,18518,0.39324,0.40736
2020,No migration background,Not concerned at all,0.19954,4660,18518,0.19378,0.20529
2020,Direct migration background,Very concerned,0.25525,1400,5444,0.24366,0.26683
2020,Direct migration background,Somewhat concerned,0.43283,2481,5444,0.41967,0.44599
2020,Direct migration background,Not concerned at all,0.19567,1563,5444,0.18513,0.20621
2020,Indirect migration background,Very concerned,0.13196,359,1537,0.11503,0.14889
2020,Indirect migration background,Somewhat concerned,0.22424,699,1537,0.20338,0.24510
2020,Indirect migration background,Not concerned at all,0.14501,479,1537,0.12740,0.16262
2021,No migration background,Very concerned,0.26867,3736,13174,0.26110,0.27624
2021,No migration background,Somewhat concerned,0.39644,6262,13174,0.38809,0.40479
2021,No migration background,Not concerned at all,0.18881,3176,13174,0.18213,0.19550
2021,Direct migration background,Very concerned,0.27358,931,2994,0.25760,0.28955
2021,Direct migration background,Somewhat concerned,0.38643,1331,2994,0.36898,0.40387
2021,Direct migration background,Not concerned at all,0.20179,732,2994,0.18741,0.21616
2021,Indirect migration background,Very concerned,0.13524,222,937,0.11333,0.15715
2021,Indirect migration background,Somewhat concerned,0.19086,418,937,0.16568,0.21604
2021,Indirect migration background,Not concerned at all,0.15004,297,937,0.12716,0.17292
