year,bula_h,hhtyp,hlc0182,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,Hesse,Couple with children,No,0.99061,385,385,0.98096,1.00026
2017,Hesse,Other Combinations,No,0.98386,33,33,0.94020,1.02752
2017,"Rhineland-Palatinate, Saarland",Single-person household,No,0.97876,216,216,0.95948,0.99803
2017,"Rhineland-Palatinate, Saarland",Couple without children,No,0.99868,252,252,0.99420,1.00317
2017,"Rhineland-Palatinate, Saarland",Single parent,No,0.97440,80,80,0.93957,1.00923
2017,"Rhineland-Palatinate, Saarland",Couple with children,No,0.98591,293,293,0.97240,0.99943
2017,Baden-Wuerttemberg,Single-person household,No,0.99483,374,374,0.98755,1.00211
2017,Baden-Wuerttemberg,Couple without children,No,0.99713,492,492,0.99240,1.00186
2017,Baden-Wuerttemberg,Single parent,No,0.98661,134,134,0.96708,1.00615
2017,Baden-Wuerttemberg,Couple with children,No,0.98884,687,687,0.98097,0.99670
2017,Bavaria,Single-person household,No,0.99424,589,589,0.98812,1.00036
2017,Bavaria,Couple without children,No,0.99924,705,705,0.99720,1.00128
2017,Bavaria,Single parent,No,0.99327,243,243,0.98297,1.00357
2017,Bavaria,Couple with children,No,0.99307,906,906,0.98766,0.99847
2017,Bavaria,Other Combinations,No,0.97262,41,41,0.92206,1.02319
2017,Berlin,Single-person household,No,0.98045,249,249,0.96322,0.99768
2017,Berlin,Couple without children,No,0.99885,184,184,0.99395,1.00376
2017,Berlin,Single parent,No,0.99367,67,67,0.97454,1.01280
2017,Berlin,Couple with children,No,0.99311,147,147,0.97970,1.00653
2017,Brandenburg,Single-person household,No,0.98690,153,153,0.96883,1.00498
2017,Brandenburg,Couple without children,No,0.99987,229,229,0.99840,1.00134
2017,Brandenburg,Single parent,No,0.93370,54,54,0.86671,1.00068
2017,Brandenburg,Couple with children,No,0.98408,169,169,0.96515,1.00301
2017,Mecklenburg-Western Pomerania,Single-person household,No,0.99474,121,121,0.98181,1.00768
2017,Mecklenburg-Western Pomerania,Couple without children,No,0.99786,113,113,0.98931,1.00641
2017,Mecklenburg-Western Pomerania,Single parent,No,0.98394,37,37,0.94288,1.02500
2017,Mecklenburg-Western Pomerania,Couple with children,No,0.98414,88,88,0.95788,1.01039
2017,Saxony,Single-person household,No,0.99392,271,271,0.98465,1.00319
2017,Saxony,Couple without children,No,0.99907,319,319,0.99572,1.00242
2017,Saxony,Single parent,No,0.98954,96,96,0.96908,1.01000
2017,Saxony,Couple with children,No,0.98868,277,277,0.97619,1.00116
2017,Saxony-Anhalt,Single-person household,No,0.99326,151,151,0.98017,1.00635
2017,Saxony-Anhalt,Couple without children,No,0.99523,191,191,0.98543,1.00503
2017,Saxony-Anhalt,Single parent,No,0.99281,73,73,0.97328,1.01233
2017,Saxony-Anhalt,Couple with children,No,0.97605,143,143,0.95090,1.00120
2017,Thuringa,Single-person household,No,0.98050,172,172,0.95977,1.00122
2017,Thuringa,Couple without children,No,0.98198,195,195,0.96325,1.00070
2017,Thuringa,Single parent,No,0.98046,46,46,0.94001,1.02090
2017,Thuringa,Couple with children,No,0.99140,166,166,0.97730,1.00549
2018,Schleswig-Holstein,Single-person household,No,0.98150,131,131,0.95834,1.00467
2018,Schleswig-Holstein,Couple without children,No,0.99643,156,156,0.98703,1.00582
2018,Schleswig-Holstein,Single parent,No,0.96756,53,53,0.91940,1.01571
2018,Schleswig-Holstein,Couple with children,No,0.97802,198,198,0.95755,0.99850
2018,Hamburg,Single-person household,No,0.98888,86,86,0.96659,1.01117
2018,Hamburg,Couple without children,No,0.97923,92,92,0.94993,1.00853
2018,Hamburg,Single parent,No,0.92904,38,38,0.84630,1.01177
2018,Hamburg,Couple with children,No,0.99146,97,97,0.97305,1.00987
2018,Lower Saxony,Single-person household,No,0.98419,359,359,0.97127,0.99711
2018,Lower Saxony,Couple without children,No,0.99684,447,447,0.99164,1.00205
2018,Lower Saxony,Single parent,No,0.97107,148,148,0.94398,0.99817
2018,Lower Saxony,Couple with children,No,0.97835,494,494,0.96550,0.99120
2018,Bremen,Single-person household,No,0.98244,36,36,0.93893,1.02595
2018,Bremen,Couple with children,No,0.95563,42,42,0.89260,1.01866
2018,North Rhine-Westphalia,Single-person household,No,0.98303,741,741,0.97372,0.99233
2018,North Rhine-Westphalia,Couple without children,No,0.99166,903,903,0.98573,0.99760
2018,North Rhine-Westphalia,Single parent,No,0.97535,324,324,0.95844,0.99226
2018,North Rhine-Westphalia,Couple with children,No,0.98320,1118,1118,0.97566,0.99074
2018,North Rhine-Westphalia,Other Combinations,No,0.95021,59,59,0.89422,1.00619
2018,Hesse,Single-person household,No,0.99070,251,251,0.97880,1.00260
2018,Hesse,Couple without children,No,0.99882,269,269,0.99471,1.00293
2018,Hesse,Single parent,No,0.98624,107,107,0.96407,1.00842
2018,Hesse,Couple with children,No,0.98640,342,342,0.97410,0.99869
2018,"Rhineland-Palatinate, Saarland",Single-person household,No,0.99087,228,228,0.97849,1.00324
2018,"Rhineland-Palatinate, Saarland",Couple without children,No,0.99790,258,258,0.99229,1.00350
2018,"Rhineland-Palatinate, Saarland",Single parent,No,0.96933,82,82,0.93177,1.00688
2018,"Rhineland-Palatinate, Saarland",Couple with children,No,0.98248,284,284,0.96720,0.99777
2018,Baden-Wuerttemberg,Single-person household,No,0.99085,365,365,0.98107,1.00063
2018,Baden-Wuerttemberg,Couple without children,No,0.99292,468,468,0.98532,1.00053
2018,Baden-Wuerttemberg,Single parent,No,0.98637,127,127,0.96612,1.00662
2018,Baden-Wuerttemberg,Couple with children,No,0.98632,625,625,0.97720,0.99543
2018,Bavaria,Single-person household,No,0.99252,607,607,0.98566,0.99938
2018,Bavaria,Couple without children,No,0.99240,666,666,0.98581,0.99900
2018,Bavaria,Single parent,No,0.99586,240,240,0.98772,1.00400
2018,Bavaria,Couple with children,No,0.99169,832,832,0.98551,0.99786
2018,Bavaria,Other Combinations,No,0.97068,38,38,0.91633,1.02504
2018,Berlin,Single-person household,No,0.98934,284,284,0.97738,1.00131
2018,Berlin,Couple without children,No,0.99857,186,186,0.99312,1.00402
2018,Berlin,Single parent,No,0.98700,65,65,0.95924,1.01475
2018,Berlin,Couple with children,No,0.98043,147,147,0.95796,1.00290
2018,Brandenburg,Single-person household,No,0.98734,175,175,0.97073,1.00395
2018,Brandenburg,Couple without children,No,0.99732,233,233,0.99068,1.00397
2018,Brandenburg,Single parent,No,0.98568,58,58,0.95484,1.01652
2018,Brandenburg,Couple with children,No,0.98424,163,163,0.96506,1.00342
2018,Mecklenburg-Western Pomerania,Single-person household,No,0.99470,126,126,0.98198,1.00743
2018,Mecklenburg-Western Pomerania,Couple without children,No,0.99864,122,122,0.99208,1.00520
2018,Mecklenburg-Western Pomerania,Single parent,No,0.99042,34,34,0.95717,1.02366
2018,Mecklenburg-Western Pomerania,Couple with children,No,0.97987,95,95,0.95148,1.00826
2018,Saxony,Single-person household,No,0.99671,287,287,0.99007,1.00335
2018,Saxony,Couple without children,No,0.99122,314,314,0.98089,1.00156
2018,Saxony,Single parent,No,0.99379,93,93,0.97773,1.00984
2018,Saxony,Couple with children,No,0.98962,271,271,0.97753,1.00171
2018,Saxony-Anhalt,Single-person household,No,0.99642,172,172,0.98746,1.00537
2018,Saxony-Anhalt,Couple without children,No,0.99945,182,182,0.99604,1.00286
2018,Saxony-Anhalt,Single parent,No,0.98941,69,69,0.96509,1.01374
2018,Saxony-Anhalt,Couple with children,No,0.97427,140,140,0.94795,1.00059
2018,Thuringa,Single-person household,No,0.98616,164,164,0.96823,1.00410
2018,Thuringa,Couple without children,No,0.99979,195,195,0.99774,1.00184
2018,Thuringa,Single parent,No,0.97921,53,53,0.94043,1.01799
2018,Thuringa,Couple with children,No,0.98871,157,157,0.97212,1.00529
2019,Schleswig-Holstein,Single-person household,No,0.98819,130,130,0.96955,1.00683
2019,Schleswig-Holstein,Couple without children,No,0.98964,189,189,0.97517,1.00412
2019,Schleswig-Holstein,Single parent,No,0.97108,49,49,0.92367,1.01849
2019,Schleswig-Holstein,Couple with children,No,0.98025,209,209,0.96133,0.99916
2019,Hamburg,Single-person household,No,0.99129,92,92,0.97220,1.01038
2019,Hamburg,Couple without children,No,0.99635,116,116,0.98533,1.00737
2019,Hamburg,Single parent,No,0.99315,44,44,0.96851,1.01780
2019,Hamburg,Couple with children,No,0.97367,100,100,0.94213,1.00521
2019,Lower Saxony,Single-person household,No,0.98912,351,351,0.97825,0.99999
2019,Lower Saxony,Couple without children,No,0.99678,474,474,0.99168,1.00189
2019,Lower Saxony,Single parent,No,0.98891,148,148,0.97198,1.00584
2019,Lower Saxony,Couple with children,No,0.97634,497,497,0.96296,0.98971
2019,Bremen,Single-person household,No,0.98880,37,37,0.95443,1.02317
2019,Bremen,Couple without children,No,0.99515,42,42,0.97389,1.01641
2019,Bremen,Couple with children,No,0.94425,35,35,0.86712,1.02137
2019,North Rhine-Westphalia,Single-person household,No,0.98806,777,777,0.98042,0.99570
2019,North Rhine-Westphalia,Couple without children,No,0.99076,990,990,0.98479,0.99672
2019,North Rhine-Westphalia,Single parent,No,0.98433,291,291,0.97004,0.99863
2019,North Rhine-Westphalia,Couple with children,No,0.98135,1140,1140,0.97349,0.98921
2019,North Rhine-Westphalia,Other Combinations,No,0.95000,54,54,0.89133,1.00868
2019,Hesse,Single-person household,No,0.99103,274,274,0.97985,1.00222
2019,Hesse,Couple without children,No,0.99920,343,343,0.99620,1.00220
2019,Hesse,Single parent,No,0.98317,100,100,0.95783,1.00851
2019,Hesse,Couple with children,No,0.98527,343,343,0.97250,0.99804
2019,"Rhineland-Palatinate, Saarland",Single-person household,No,0.99083,232,232,0.97854,1.00312
2019,"Rhineland-Palatinate, Saarland",Couple without children,No,0.99228,290,290,0.98219,1.00237
2019,"Rhineland-Palatinate, Saarland",Single parent,No,0.98413,80,80,0.95657,1.01169
2019,"Rhineland-Palatinate, Saarland",Couple with children,No,0.98105,277,277,0.96496,0.99714
2019,Baden-Wuerttemberg,Single-person household,No,0.98350,383,383,0.97072,0.99627
2019,Baden-Wuerttemberg,Couple without children,No,0.99482,514,514,0.98861,1.00103
2019,Baden-Wuerttemberg,Single parent,No,0.98806,105,105,0.96718,1.00893
2019,Baden-Wuerttemberg,Couple with children,No,0.98498,645,645,0.97558,0.99437
2019,Bavaria,Single-person household,No,0.98839,641,641,0.98009,0.99669
2019,Bavaria,Couple without children,No,0.99489,742,742,0.98975,1.00002
2019,Bavaria,Single parent,No,0.99063,221,221,0.97790,1.00336
2019,Bavaria,Couple with children,No,0.99189,857,857,0.98589,0.99790
2019,Bavaria,Other Combinations,No,0.98294,46,46,0.94511,1.02078
2019,Berlin,Single-person household,No,0.98038,306,306,0.96482,0.99595
2019,Berlin,Couple without children,No,0.99986,197,197,0.99817,1.00154
2019,Berlin,Single parent,No,0.99429,71,71,0.97664,1.01194
2019,Berlin,Couple with children,No,0.96893,155,155,0.94152,0.99633
2019,Brandenburg,Single-person household,No,0.99613,180,180,0.98703,1.00523
2019,Brandenburg,Couple without children,No,0.99881,270,270,0.99468,1.00293
2019,Brandenburg,Single parent,No,0.97949,59,59,0.94301,1.01597
2019,Brandenburg,Couple with children,No,0.97460,192,192,0.95229,0.99691
2019,Mecklenburg-Western Pomerania,Single-person household,No,0.99391,112,112,0.97943,1.00838
2019,Mecklenburg-Western Pomerania,Couple without children,No,0.98216,141,141,0.96023,1.00409
2019,Mecklenburg-Western Pomerania,Single parent,No,0.98614,35,35,0.94683,1.02544
2019,Mecklenburg-Western Pomerania,Couple with children,No,0.98352,107,107,0.95928,1.00776
2019,Saxony,Single-person household,No,0.99704,277,277,0.99064,1.00345
2019,Saxony,Single parent,No,0.99313,88,88,0.97576,1.01049
2019,Saxony,Couple with children,No,0.98688,281,281,0.97355,1.00021
2019,Saxony-Anhalt,Single-person household,No,0.99338,161,161,0.98082,1.00595
2019,Saxony-Anhalt,Couple without children,No,0.99439,195,195,0.98388,1.00490
2019,Saxony-Anhalt,Single parent,No,0.99013,64,64,0.96571,1.01454
2019,Saxony-Anhalt,Couple with children,No,0.97567,139,139,0.94996,1.00137
2019,Thuringa,Single-person household,No,0.97748,172,172,0.95524,0.99972
2019,Thuringa,Couple without children,No,0.99965,194,194,0.99703,1.00228
2019,Thuringa,Single parent,No,0.96893,49,49,0.91984,1.01802
2019,Thuringa,Couple with children,No,0.98956,161,161,0.97381,1.00531
2020,Schleswig-Holstein,Single-person household,No,0.98797,131,131,0.96922,1.00671
2020,Schleswig-Holstein,Couple without children,No,0.97547,165,165,0.95180,0.99915
2020,Schleswig-Holstein,Single parent,No,0.97192,46,46,0.92366,1.02019
2020,Schleswig-Holstein,Couple with children,No,0.97866,193,193,0.95822,0.99910
2020,Hamburg,Single-person household,No,0.98527,98,98,0.96130,1.00925
2020,Hamburg,Couple without children,No,0.99951,115,115,0.99544,1.00358
2020,Hamburg,Single parent,No,0.99824,41,41,0.98525,1.01123
2020,Hamburg,Couple with children,No,0.98290,98,98,0.95710,1.00870
2020,Lower Saxony,Single-person household,No,0.97884,390,390,0.96453,0.99314
2020,Lower Saxony,Couple without children,No,0.99324,472,472,0.98583,1.00064
2020,Lower Saxony,Single parent,No,0.99448,138,138,0.98207,1.00689
2020,Lower Saxony,Couple with children,No,0.97027,453,453,0.95461,0.98593
2020,Bremen,Single-person household,No,0.99456,51,51,0.97418,1.01495
2020,Bremen,Couple without children,No,0.99904,43,43,0.98969,1.00839
2020,Bremen,Couple with children,No,0.94592,35,35,0.86989,1.02194
2020,North Rhine-Westphalia,Single-person household,No,0.98338,916,916,0.97509,0.99166
2020,North Rhine-Westphalia,Couple without children,No,0.98028,1015,1015,0.97172,0.98884
2020,North Rhine-Westphalia,Single parent,No,0.96880,264,264,0.94778,0.98981
2020,North Rhine-Westphalia,Couple with children,No,0.97188,1092,1092,0.96207,0.98169
2020,North Rhine-Westphalia,Other Combinations,No,0.91381,73,73,0.84898,0.97863
2020,Hesse,Single-person household,No,0.98699,339,339,0.97492,0.99907
2020,Hesse,Couple without children,No,0.97867,315,315,0.96268,0.99465
2020,Hesse,Single parent,No,0.97186,91,91,0.93769,1.00603
2020,Hesse,Couple with children,No,0.97305,330,330,0.95556,0.99055
2020,"Rhineland-Palatinate, Saarland",Single-person household,No,0.97520,238,238,0.95541,0.99500
2020,"Rhineland-Palatinate, Saarland",Couple without children,No,0.99417,275,275,0.98515,1.00318
2020,"Rhineland-Palatinate, Saarland",Single parent,No,0.98498,67,67,0.95564,1.01433
2020,"Rhineland-Palatinate, Saarland",Couple with children,No,0.97041,255,255,0.94957,0.99125
2020,Baden-Wuerttemberg,Single-person household,No,0.98166,426,426,0.96890,0.99441
2020,Baden-Wuerttemberg,Couple without children,No,0.98763,511,511,0.97803,0.99722
2020,Baden-Wuerttemberg,Single parent,No,0.96772,120,120,0.93597,0.99948
2020,Baden-Wuerttemberg,Couple with children,No,0.98340,631,631,0.97342,0.99338
2020,Baden-Wuerttemberg,Other Combinations,No,0.96221,33,33,0.89614,1.02828
2020,Bavaria,Single-person household,No,0.98303,708,708,0.97351,0.99255
2020,Bavaria,Couple without children,No,0.98939,760,760,0.98210,0.99668
2020,Bavaria,Single parent,No,0.99623,222,222,0.98816,1.00431
2020,Bavaria,Couple with children,No,0.97998,842,842,0.97052,0.98945
2020,Bavaria,Other Combinations,No,0.98814,70,70,0.96260,1.01368
2020,Berlin,Single-person household,No,0.97956,369,369,0.96510,0.99402
2020,Berlin,Couple without children,No,0.98807,248,248,0.97452,1.00161
2020,Berlin,Single parent,No,0.96012,59,59,0.90975,1.01048
2020,Berlin,Couple with children,No,0.96906,162,162,0.94232,0.99581
2020,Brandenburg,Single-person household,No,0.97577,181,181,0.95330,0.99823
2020,Brandenburg,Couple without children,No,0.98208,251,251,0.96564,0.99853
2020,Brandenburg,Single parent,No,0.98666,49,49,0.95421,1.01912
2020,Brandenburg,Couple with children,No,0.97657,178,178,0.95428,0.99885
2020,Mecklenburg-Western Pomerania,Single-person household,No,0.98033,113,113,0.95462,1.00605
2020,Mecklenburg-Western Pomerania,Couple without children,No,0.98582,111,111,0.96372,1.00791
2020,Mecklenburg-Western Pomerania,Couple with children,No,0.97979,81,81,0.94896,1.01063
2020,Saxony,Single-person household,No,0.99049,291,291,0.97932,1.00166
2020,Saxony,Couple without children,No,0.99843,341,341,0.99423,1.00264
2020,Saxony,Single parent,No,0.99699,86,86,0.98536,1.00863
2020,Saxony,Couple with children,No,0.98364,248,248,0.96781,0.99946
2020,Saxony-Anhalt,Single-person household,No,0.98703,163,163,0.96960,1.00445
2020,Saxony-Anhalt,Couple without children,No,0.99289,186,186,0.98078,1.00500
2020,Saxony-Anhalt,Single parent,No,0.99152,66,66,0.96922,1.01381
2020,Saxony-Anhalt,Couple with children,No,0.97650,135,135,0.95084,1.00215
2020,Thuringa,Single-person household,No,0.99150,172,172,0.97774,1.00526
2020,Thuringa,Couple without children,No,0.99896,188,188,0.99434,1.00358
2020,Thuringa,Single parent,No,0.96942,48,48,0.92020,1.01865
2020,Thuringa,Couple with children,No,0.98456,150,150,0.96475,1.00436
2021,Schleswig-Holstein,Single-person household,No,0.98723,100,100,0.96511,1.00935
2021,Schleswig-Holstein,Couple without children,No,0.99085,124,124,0.97402,1.00768
2021,Schleswig-Holstein,Single parent,No,0.96637,32,32,0.90291,1.02983
2021,Schleswig-Holstein,Couple with children,No,0.97743,155,155,0.95398,1.00089
2021,Hamburg,Single-person household,No,0.97683,80,80,0.94365,1.01000
2021,Hamburg,Couple without children,No,0.99762,90,90,0.98751,1.00774
2021,Hamburg,Couple with children,No,0.98029,64,64,0.94596,1.01461
2021,Lower Saxony,Single-person household,No,0.99456,289,289,0.98606,1.00305
2021,Lower Saxony,Couple without children,No,0.98929,324,324,0.97806,1.00051
2021,Lower Saxony,Single parent,No,0.99499,94,94,0.98063,1.00934
2021,Lower Saxony,Couple with children,No,0.96547,315,315,0.94527,0.98567
2021,North Rhine-Westphalia,Single-person household,No,0.97803,627,627,0.96655,0.98952
2021,North Rhine-Westphalia,Couple without children,No,0.98034,673,673,0.96984,0.99084
2021,North Rhine-Westphalia,Single parent,No,0.97858,164,164,0.95635,1.00081
2021,North Rhine-Westphalia,Couple with children,No,0.96856,712,712,0.95573,0.98139
2021,North Rhine-Westphalia,Other Combinations,No,0.93538,65,65,0.87514,0.99561
2021,Hesse,Single-person household,No,0.98480,211,211,0.96826,1.00135
2021,Hesse,Couple without children,No,0.98491,212,212,0.96846,1.00136
2021,Hesse,Single parent,No,0.98767,60,60,0.95952,1.01583
2021,Hesse,Couple with children,No,0.97514,185,185,0.95264,0.99764
2021,"Rhineland-Palatinate, Saarland",Single-person household,No,0.97972,147,147,0.95685,1.00258
2021,"Rhineland-Palatinate, Saarland",Couple without children,No,0.99460,163,163,0.98332,1.00589
2021,"Rhineland-Palatinate, Saarland",Single parent,No,0.95644,38,38,0.89068,1.02221
2021,"Rhineland-Palatinate, Saarland",Couple with children,No,0.97201,155,155,0.94596,0.99806
2021,Baden-Wuerttemberg,Single-person household,No,0.98870,313,313,0.97696,1.00043
2021,Baden-Wuerttemberg,Couple without children,No,0.98824,365,365,0.97717,0.99932
2021,Baden-Wuerttemberg,Single parent,No,0.97600,85,85,0.94326,1.00873
2021,Baden-Wuerttemberg,Couple with children,No,0.98613,415,415,0.97486,0.99739
2021,Bavaria,Single-person household,No,0.98321,518,518,0.97214,0.99429
2021,Bavaria,Couple without children,No,0.98713,498,498,0.97723,0.99704
2021,Bavaria,Single parent,No,0.98650,129,129,0.96652,1.00649
2021,Bavaria,Couple with children,No,0.98923,532,532,0.98045,0.99801
2021,Bavaria,Other Combinations,No,0.98186,45,45,0.94243,1.02129
2021,Berlin,Single-person household,No,0.97952,237,237,0.96145,0.99759
2021,Berlin,Couple without children,No,0.99599,154,154,0.98598,1.00600
2021,Berlin,Single parent,No,0.97696,39,39,0.92926,1.02466
2021,Berlin,Couple with children,No,0.95292,117,117,0.91437,0.99146
2021,Brandenburg,Single-person household,No,0.99642,120,120,0.98569,1.00715
2021,Brandenburg,Couple without children,No,0.98325,163,163,0.96348,1.00301
2021,Brandenburg,Single parent,No,0.99143,40,40,0.96250,1.02036
2021,Brandenburg,Couple with children,No,0.99213,114,114,0.97584,1.00842
2021,Mecklenburg-Western Pomerania,Single-person household,No,0.99246,83,83,0.97373,1.01118
2021,Mecklenburg-Western Pomerania,Couple with children,No,0.96945,55,55,0.92355,1.01535
2021,Saxony,Single-person household,No,0.98786,198,198,0.97257,1.00315
2021,Saxony,Couple without children,No,0.99676,266,266,0.98993,1.00360
2021,Saxony,Single parent,No,0.99980,73,73,0.99654,1.00306
2021,Saxony,Couple with children,No,0.98851,171,171,0.97249,1.00453
2021,Saxony-Anhalt,Single-person household,No,0.99448,116,116,0.98095,1.00802
2021,Saxony-Anhalt,Single parent,No,0.99987,40,40,0.99625,1.00348
2021,Saxony-Anhalt,Couple with children,No,0.96580,74,74,0.92412,1.00749
2021,Thuringa,Single-person household,No,0.98860,119,119,0.96944,1.00775
2021,Thuringa,Single parent,No,0.96318,38,38,0.90250,1.02386
2021,Thuringa,Couple with children,No,0.98401,89,89,0.95781,1.01022
2022,Schleswig-Holstein,Single-person household,No,0.96129,158,158,0.93112,0.99147
2022,Schleswig-Holstein,Couple without children,No,0.99523,206,206,0.98580,1.00466
2022,Schleswig-Holstein,Single parent,No,0.96955,48,48,0.92042,1.01867
2022,Schleswig-Holstein,Couple with children,No,0.95214,195,195,0.92210,0.98218
2022,Hamburg,Single-person household,No,0.96158,131,131,0.92854,0.99462
2022,Hamburg,Couple without children,No,0.99542,138,138,0.98412,1.00673
