year,sampreg,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,West,male,,,,,,,,,,,,
1984,West,female,,,,,,,,,,,,
1985,West,male,3822,38.84371,38.55950,39.12792,38.00000,40.00000,40.00000,35.00000,43.00000,40.0,40.00000,40.00000
1985,West,female,2388,29.36067,28.90772,29.81362,20.00000,30.00000,40.00000,0.0,70.00000,30.0,30.00000,30.00000
1986,West,male,3754,38.53738,38.27225,38.80251,35.00000,40.00000,40.00000,27.50000,47.50000,40.0,40.00000,40.00000
1986,West,female,2356,29.82266,29.38122,30.26411,20.00000,30.00000,40.00000,0.0,70.00000,30.0,30.00000,30.00000
1987,West,male,3650,39.19965,38.94167,39.45763,36.00000,40.00000,40.00000,30.00000,46.00000,40.0,40.00000,40.00000
1987,West,female,2302,30.62054,30.18029,31.06080,20.00000,35.00000,40.00000,0.0,70.00000,35.0,32.00000,35.00000
1988,West,male,3523,38.85549,38.60136,39.10962,35.00000,40.00000,40.00000,27.50000,47.50000,40.0,40.00000,40.00000
1988,West,female,2259,30.00695,29.56929,30.44461,20.00000,32.00000,40.00000,0.0,70.00000,32.0,30.00000,35.00000
1989,West,male,3275,38.56421,38.30501,38.82341,35.00000,40.00000,40.00000,27.50000,47.50000,40.0,40.00000,40.00000
1989,West,female,2107,30.06388,29.60316,30.52460,20.00000,30.00000,39.00000,0.0,67.50000,30.0,30.00000,32.02500
1990,West,male,3618,38.12651,37.90197,38.35105,35.00000,39.00000,40.00000,27.50000,47.50000,39.0,38.00000,39.00000
1990,West,female,2717,29.47015,29.09599,29.84431,20.00000,30.00000,38.00000,0.0,65.00000,30.0,30.00000,35.00000
1990,East,male,,,,,,,,,,,,
1990,East,female,,,,,,,,,,,,
1991,West,male,3380,37.91952,37.65998,38.17905,35.00000,38.00000,40.00000,27.50000,47.50000,38.0,38.00000,39.00000
1991,West,female,2320,29.18215,28.74160,29.62270,20.00000,30.00000,38.00000,0.0,65.00000,30.0,30.00000,31.02500
1991,East,male,1473,40.83485,40.40620,41.26350,40.00000,40.00000,42.00000,37.00000,45.00000,40.0,40.00000,40.00000
1991,East,female,1268,35.72939,35.28986,36.16892,30.00000,40.00000,40.00000,15.00000,55.00000,40.0,40.00000,40.00000
1992,West,male,3274,37.94942,37.68453,38.21431,35.00000,39.00000,40.00000,27.50000,47.50000,39.0,38.00000,40.00000
1992,West,female,2246,29.16491,28.73271,29.59712,20.00000,30.00000,38.00000,0.0,60.0,30.0,30.00000,30.00000
1992,East,male,,,,,,,,,,,,
1992,East,female,,,,,,,,,,,,
1993,West,male,3154,38.26537,38.00981,38.52093,35.00000,40.00000,40.00000,27.50000,47.50000,40.0,39.00000,40.00000
1993,West,female,2215,28.76314,28.31742,29.20887,20.00000,30.00000,38.00000,0.0,65.00000,30.0,30.00000,30.00000
1993,East,male,1191,39.56012,39.10288,40.01736,39.00000,40.00000,40.00000,37.50000,41.50000,40.0,40.00000,40.00000
1993,East,female,997,34.99480,34.46528,35.52431,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,37.00000,39.00000
1994,West,male,2953,38.20644,37.94022,38.47266,36.00000,40.00000,40.00000,30.00000,46.00000,40.0,39.00000,40.00000
1994,West,female,2124,29.13083,28.69448,29.56717,20.00000,30.00000,38.00000,0.0,65.00000,30.0,30.00000,30.00000
1994,East,male,1135,40.13734,39.71167,40.56302,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1994,East,female,978,35.54118,35.10360,35.97876,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,36.00000,38.00000
