year,migback,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,No migration background,,,,,,,,,,,,
1984,Direct migration background,,,,,,,,,,,,
1984,Indirect migration background,,,,,,,,,,,,
1985,No migration background,4326,34.90313,34.57301,35.23325,30.00000,40.00000,40.00000,15.00000,55.00000,40.0,40.00000,40.00000
1985,Direct migration background,1823,36.29791,35.82817,36.76765,35.00000,40.00000,40.00000,27.50000,47.50000,40.0,40.00000,40.00000
1985,Indirect migration background,61,36.73950,34.66556,38.81343,35.60761,40.00000,40.00000,29.01903,46.58858,40.0,39.00000,40.00000
1986,No migration background,4204,34.94541,34.63093,35.25988,30.00000,40.00000,40.00000,15.00000,55.00000,40.0,38.00000,40.00000
1986,Direct migration background,1825,36.16753,35.71290,36.62217,35.00000,40.00000,40.00000,27.50000,47.50000,40.0,40.00000,40.00000
1986,Indirect migration background,81,34.84812,33.01775,36.67848,30.00000,39.92482,40.00000,15.00000,50.0,40.0,35.00000,40.00000
1987,No migration background,4116,35.65283,35.33957,35.96608,35.00000,40.00000,40.00000,27.50000,47.50000,40.0,39.00000,40.00000
1987,Direct migration background,1753,36.75563,36.34056,37.17070,35.00000,40.00000,40.00000,27.50000,47.50000,40.0,40.00000,40.00000
1987,Indirect migration background,83,36.90294,35.39683,38.40905,35.00000,40.00000,40.00000,27.50000,47.50000,40.0,35.00000,40.00000
1988,No migration background,3991,35.23685,34.92576,35.54794,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,38.00000,39.00000
1988,Direct migration background,1682,35.92579,35.46974,36.38183,35.00000,39.39644,40.00000,27.50000,47.50000,40.0,38.00000,40.00000
1988,Indirect migration background,109,34.81685,33.09035,36.54335,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,35.00000,40.00000
1989,No migration background,3785,35.02503,34.70792,35.34214,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,38.00000,38.00000
1989,Direct migration background,1480,36.27348,35.78575,36.76121,35.00000,38.00000,40.00000,27.50000,47.50000,38.0,38.00000,39.00000
1989,Indirect migration background,117,35.31063,33.66277,36.95849,29.16121,38.00000,40.00000,12.90304,56.25818,38.0,35.00000,39.00000
1990,No migration background,4308,34.27602,33.99361,34.55843,30.00000,37.00000,40.00000,15.00000,55.00000,37.0,37.00000,38.00000
1990,Direct migration background,1806,35.36734,34.96358,35.77111,35.00000,37.00000,40.00000,27.50000,47.50000,37.0,37.00000,38.00000
1990,Indirect migration background,221,34.76152,33.56194,35.96110,31.70731,37.00000,40.00000,19.26828,52.43903,37.0,35.00000,39.00000
1991,No migration background,6560,35.21019,34.96799,35.45239,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,38.00000,38.00000
1991,Direct migration background,1679,35.38189,34.92978,35.83399,35.00000,38.00000,40.00000,27.50000,47.50000,38.0,37.00000,38.00000
1991,Indirect migration background,202,35.41394,34.25259,36.57529,32.00000,37.00000,40.00000,20.00000,52.00000,37.0,35.00000,38.00000
1992,No migration background,3795,34.24199,33.92230,34.56168,30.00000,37.00000,40.00000,15.00000,55.00000,37.0,37.00000,38.00000
1992,Direct migration background,1508,35.20354,34.74256,35.66452,35.00000,38.00000,40.00000,27.50000,47.50000,38.0,37.00000,38.00000
1992,Indirect migration background,219,33.34356,32.01046,34.67665,30.00000,37.00000,40.00000,15.00000,50.0,37.0,35.00000,38.00000
1993,No migration background,5866,34.94830,34.69331,35.20329,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,38.00000,38.00000
1993,Direct migration background,1422,35.06433,34.58671,35.54196,35.00000,38.00000,40.00000,27.50000,47.50000,38.0,37.00000,38.00000
1993,Indirect migration background,269,35.16196,34.19185,36.13207,35.00000,37.00000,40.00000,27.50000,47.50000,37.0,37.00000,38.00000
1994,No migration background,5596,35.17585,34.92652,35.42517,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,38.00000,38.00000
1994,Direct migration background,1312,34.87464,34.36674,35.38255,35.00000,38.00000,40.00000,27.50000,47.50000,38.0,37.00000,38.00000
1994,Indirect migration background,282,35.32859,34.21818,36.43900,35.00000,38.00000,40.00000,27.50000,47.50000,38.0,37.00000,38.00000
1995,No migration background,5845,34.14503,33.84702,34.44303,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,37.00000,38.00000
1995,Direct migration background,1508,34.14942,33.56410,34.73474,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,37.00000,38.00000
1995,Indirect migration background,295,33.91742,32.62733,35.20751,30.00000,37.00000,40.00000,15.00000,55.00000,37.0,35.00000,38.00000
1996,No migration background,,,,,,,,,,,,
1996,Direct migration background,,,,,,,,,,,,
1996,Indirect migration background,,,,,,,,,,,,
1997,No migration background,5566,35.35862,35.08421,35.63303,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,38.00000,38.00000
1997,Direct migration background,1283,35.63089,35.12517,36.13662,35.00000,38.00000,40.00000,27.50000,47.50000,38.0,38.00000,38.00000
1997,Indirect migration background,338,34.70551,33.78912,35.62190,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,37.00000,38.00000
1998,No migration background,6318,34.75157,34.48965,35.01350,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,37.00000,38.00000
1998,Direct migration background,1219,34.65721,34.13750,35.17692,30.00000,37.00000,40.00000,15.00000,55.00000,37.0,35.00000,37.02500
1998,Indirect migration background,341,34.63156,33.65250,35.61061,30.07674,37.00000,40.00000,15.19186,54.88489,37.0,35.00000,38.00000
1999,No migration background,6356,34.81711,34.54406,35.09016,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,38.00000,38.00000
1999,Direct migration background,1162,34.87029,34.29178,35.44879,30.00000,37.00000,40.00000,15.00000,55.00000,37.0,36.00000,38.00000
1999,Indirect migration background,370,34.25263,33.24940,35.25586,30.00000,37.00000,40.00000,15.00000,55.00000,37.0,35.00000,39.00000
2000,No migration background,10984,34.79441,34.59206,34.99677,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,38.00000,38.00000
2000,Direct migration background,1733,34.48123,33.99160,34.97087,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,37.50000,38.00000
2000,Indirect migration background,464,35.08290,34.22360,35.94221,35.00000,37.50000,40.00000,27.50000,47.50000,37.5,36.98750,38.00000
2001,No migration background,10164,34.92414,34.71320,35.13508,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,38.00000,38.00000
2001,Direct migration background,1570,34.72269,34.24202,35.20337,30.00000,37.91801,40.00000,15.00000,55.00000,38.0,37.50000,38.00000
2001,Indirect migration background,442,35.66379,34.66827,36.65930,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,37.50000,38.50000
2002,No migration background,10922,34.69810,34.49306,34.90313,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,37.50000,38.00000
2002,Direct migration background,1459,33.92712,33.40955,34.44469,30.00000,37.50000,40.00000,15.00000,55.00000,37.5,37.00000,38.00000
2002,Indirect migration background,449,34.22053,33.26193,35.17913,30.00000,37.00000,40.00000,15.00000,55.00000,37.0,35.00000,38.00000
2003,No migration background,10364,34.75256,34.54798,34.95714,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,38.00000,38.00000
2003,Direct migration background,1349,33.76945,33.19452,34.34438,30.00000,37.50000,40.00000,15.00000,55.00000,37.5,37.00000,38.00000
2003,Indirect migration background,456,35.13179,34.18786,36.07573,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,37.00000,38.50000
2004,No migration background,10080,34.97545,34.76932,35.18157,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,38.00000,38.50000
2004,Direct migration background,1264,34.48283,33.92761,35.03805,30.00000,37.50000,40.00000,15.00000,55.00000,37.5,37.00000,38.00000
2004,Indirect migration background,458,34.93375,34.02909,35.83841,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,36.00000,38.00000
2005,No migration background,9544,35.25582,35.04422,35.46742,30.00000,38.50000,40.00000,15.00000,55.00000,38.5,38.00000,38.50000
2005,Direct migration background,1181,34.15353,33.59802,34.70904,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,37.00000,38.00000
2005,Indirect migration background,462,36.15417,35.09964,37.20869,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,38.00000,38.50000
2006,No migration background,10197,35.29383,35.09346,35.49421,30.00000,38.50000,40.00000,15.00000,55.00000,38.5,38.50000,38.50000
2006,Direct migration background,1217,34.07932,33.50670,34.65195,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,37.50000,38.00000
2006,Indirect migration background,475,34.47870,33.59133,35.36607,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,37.00000,38.00000
2007,No migration background,9722,35.47132,35.25768,35.68496,30.00000,38.50000,40.00000,15.00000,55.00000,38.5,38.50000,39.00000
2007,Direct migration background,1060,34.56011,33.97383,35.14639,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,37.50000,38.50000
2007,Indirect migration background,495,34.65338,33.77810,35.52866,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,36.00000,38.50000
2008,No migration background,9302,34.85761,34.64726,35.06796,30.00000,38.50000,40.00000,15.00000,55.00000,38.5,38.00000,38.50000
2008,Direct migration background,999,33.57006,32.89720,34.24292,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,37.00000,38.00000
2008,Indirect migration background,493,34.28527,33.44346,35.12709,30.00000,37.50000,40.00000,15.00000,55.00000,37.5,35.00000,38.50000
2009,No migration background,8631,35.22443,35.00813,35.44072,30.00000,38.50000,40.00000,15.00000,55.00000,38.5,38.00000,38.50000
2009,Direct migration background,861,33.68054,32.97277,34.38830,30.00000,36.53533,40.00000,15.00000,55.00000,37.0,35.00000,38.00000
2009,Indirect migration background,445,35.90875,35.08302,36.73448,35.00000,38.00000,40.00000,27.50000,47.50000,38.0,37.00000,40.00000
2010,No migration background,9174,34.91213,34.70077,35.12349,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,38.00000,38.00000
2010,Direct migration background,1014,33.01217,32.36502,33.65932,25.00000,35.00000,40.00000,2.50000,62.50000,35.0,35.00000,38.00000
2010,Indirect migration background,466,34.33393,33.37662,35.29123,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,35.00000,40.00000
