year,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1984,,,,,,,,,,,,
1985,35.05885,34.78558,35.33213,30.00000,40.00000,40.00000,15.00000,55.00000,40.00000,40.00000,40.00000,6210.00000
1986,35.08002,34.82065,35.33939,30.00000,40.00000,40.00000,15.00000,55.00000,40.00000,39.00000,40.00000,6110.00000
1987,35.78580,35.52936,36.04224,35.00000,40.00000,40.00000,27.50000,47.50000,40.00000,39.00000,40.00000,5952.00000
1988,35.30902,35.05202,35.56601,30.00000,38.00000,40.00000,15.00000,55.00000,38.00000,38.00000,39.00000,5782.00000
1989,35.16098,34.89614,35.42582,30.00000,38.00000,40.00000,15.00000,55.00000,38.00000,38.00000,38.00000,5382.00000
1990,34.41175,34.18083,34.64266,30.00000,37.00000,40.00000,15.00000,55.00000,37.00000,37.00000,37.00000,6335.00000
1991,35.23078,35.01886,35.44270,30.00000,38.00000,40.00000,15.00000,55.00000,38.00000,38.00000,38.00000,8441.00000
1992,34.35809,34.09608,34.62010,30.00000,37.00000,40.00000,15.00000,55.00000,37.00000,37.00000,38.00000,5522.00000
1993,34.96557,34.74359,35.18756,30.00000,38.00000,40.00000,15.00000,55.00000,38.00000,38.00000,38.00000,7557.00000
1994,35.14298,34.92341,35.36254,30.00000,38.00000,40.00000,15.00000,55.00000,38.00000,38.00000,38.00000,7190.00000
1995,34.14155,33.88128,34.40181,30.00000,38.00000,40.00000,15.00000,55.00000,38.00000,37.00000,38.00000,7648.00000
1996,,,,,,,,,,,,
1997,35.37837,35.14142,35.61533,30.00000,38.00000,40.00000,15.00000,55.00000,38.00000,38.00000,38.00000,7187.00000
1998,34.73603,34.50601,34.96605,30.00000,38.00000,40.00000,15.00000,55.00000,38.00000,37.00000,38.00000,7878.00000
1999,34.80667,34.56527,35.04806,30.00000,38.00000,40.00000,15.00000,55.00000,38.00000,37.00000,38.00000,7888.00000
2000,34.76223,34.57908,34.94537,30.00000,38.00000,40.00000,15.00000,55.00000,38.00000,38.00000,38.00000,13181.00000
2001,34.92145,34.73123,35.11168,30.00000,38.00000,40.00000,15.00000,55.00000,38.00000,38.00000,38.00000,12176.00000
2002,34.58520,34.39810,34.77230,30.00000,38.00000,40.00000,15.00000,55.00000,38.00000,37.50000,38.00000,12830.00000
2003,34.64115,34.45217,34.83013,30.00000,38.00000,40.00000,15.00000,55.00000,38.00000,38.00000,38.00000,12169.00000
2004,34.91233,34.72338,35.10128,30.00000,38.00000,40.00000,15.00000,55.00000,38.00000,38.00000,38.00000,11802.00000
2005,35.15442,34.95986,35.34899,30.00000,38.50000,40.00000,15.00000,55.00000,38.50000,38.00000,38.50000,11187.00000
2006,35.10594,34.92092,35.29097,30.00000,38.50000,40.00000,15.00000,55.00000,38.50000,38.50000,38.50000,11889.00000
2007,35.32241,35.12683,35.51798,30.00000,38.50000,40.00000,15.00000,55.00000,38.50000,38.50000,39.00000,11277.00000
2008,34.67181,34.47611,34.86751,30.00000,38.50000,40.00000,15.00000,55.00000,38.50000,38.00000,38.50000,10794.00000
2009,35.08326,34.88214,35.28439,30.00000,38.00000,40.00000,15.00000,55.00000,38.00000,38.00000,38.50000,9937.00000
2010,34.66044,34.46340,34.85748,30.00000,38.00000,40.00000,15.00000,55.00000,38.00000,38.00000,38.00000,10654.00000
2011,35.13387,34.95535,35.31240,30.00000,38.00000,40.00000,15.00000,55.00000,38.00000,38.00000,38.50000,13029.00000
2012,34.43732,34.25532,34.61932,30.00000,38.00000,40.00000,15.00000,55.00000,38.00000,38.00000,38.00000,12886.00000
2013,34.14130,33.95558,34.32703,30.00000,38.00000,40.00000,15.00000,55.00000,38.00000,37.50000,38.00000,11966.00000
2014,33.83832,33.67048,34.00616,30.00000,37.00000,40.00000,15.00000,55.00000,37.00000,36.00000,37.50000,13923.00000
2015,34.02669,33.86689,34.18649,30.00000,38.00000,40.00000,15.00000,55.00000,38.00000,37.50000,38.00000,15972.00000
2016,33.62034,33.45780,33.78288,30.00000,37.00000,40.00000,15.00000,55.00000,37.00000,36.00000,37.50000,14743.00000
2017,33.49085,33.33382,33.64787,30.00000,36.00000,40.00000,15.00000,55.00000,36.00000,35.00000,36.00000,16791.00000
2018,33.00253,32.84668,33.15838,30.00000,35.00000,40.00000,15.00000,55.00000,35.00000,35.00000,35.00000,16559.00000
2019,33.43904,33.28765,33.59044,30.00000,35.00000,40.00000,15.00000,55.00000,35.00000,35.00000,35.00000,17222.00000
2020,32.88993,32.74069,33.03918,30.00000,35.00000,40.00000,15.00000,55.00000,35.00000,35.00000,35.00000,17381.00000
2021,31.44127,31.23268,31.64986,28.00000,35.00000,40.00000,10.00000,58.00000,35.00000,35.00000,35.00000,11562.00000
2022,30.54017,30.36812,30.71221,25.00000,35.00000,39.50000,3.25000,61.25000,35.00000,34.00000,35.00000,18810.00000
