year,pgisced97,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Pre-primary Level,West,,,,,,,,,,,,
1984,Primary Level,West,,,,,,,,,,,,
1984,Lower Secondary Level,West,,,,,,,,,,,,
1984,Upper Secondary Level,West,,,,,,,,,,,,
1984,Post-secondary Non-tertiary Level,West,,,,,,,,,,,,
1984,First Stage of Tertiary Education,West,,,,,,,,,,,,
1984,Second Stage of Tertiary Education,West,,,,,,,,,,,,
1985,Pre-primary Level,West,,,,,,,,,,,,
1985,Primary Level,West,437,37.65249,36.84220,38.46279,35.00000,40.00000,40.00000,27.50000,47.50000,40.0,40.00000,40.00000
1985,Lower Secondary Level,West,1410,33.65554,33.03317,34.27792,30.00000,40.00000,40.00000,15.00000,55.00000,40.0,39.00000,40.00000
1985,Upper Secondary Level,West,3141,35.43855,35.06399,35.81311,30.00000,40.00000,40.00000,15.00000,55.00000,40.0,40.00000,40.00000
1985,Post-secondary Non-tertiary Level,West,175,34.18303,32.23386,36.13220,30.00000,35.00000,40.00000,15.00000,55.00000,35.0,35.00000,40.00000
1985,First Stage of Tertiary Education,West,413,35.69448,34.70436,36.68460,30.00000,40.00000,40.00000,15.00000,55.00000,40.0,40.00000,40.00000
1985,Second Stage of Tertiary Education,West,571,35.07735,34.22558,35.92912,30.00000,40.00000,40.00000,15.00000,55.00000,40.0,40.00000,40.00000
1986,Pre-primary Level,West,,,,,,,,,,,,
1986,Primary Level,West,421,36.90550,36.02449,37.78652,35.00000,40.00000,40.00000,27.50000,47.50000,40.0,40.00000,40.00000
1986,Lower Secondary Level,West,1396,33.90399,33.32772,34.48025,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,38.00000,40.00000
1986,Upper Secondary Level,West,3088,35.44049,35.07600,35.80498,30.00000,40.00000,40.00000,15.00000,55.00000,40.0,40.00000,40.00000
1986,Post-secondary Non-tertiary Level,West,184,33.57364,32.17508,34.97219,30.00000,35.00000,40.00000,15.00000,55.00000,35.0,35.00000,38.00000
1986,First Stage of Tertiary Education,West,384,35.51166,34.49962,36.52370,30.00000,40.00000,40.00000,15.00000,55.00000,40.0,38.00000,40.00000
1986,Second Stage of Tertiary Education,West,566,34.93193,34.14577,35.71809,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,35.00000,40.00000
1987,Pre-primary Level,West,,,,,,,,,,,,
1987,Primary Level,West,390,37.64591,36.82028,38.47155,36.00000,40.00000,40.00000,30.00000,46.00000,40.0,40.00000,40.00000
1987,Lower Secondary Level,West,1351,34.11808,33.54999,34.68617,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,38.00000,39.00000
1987,Upper Secondary Level,West,3039,36.32666,35.97916,36.67416,35.00000,40.00000,40.00000,27.50000,47.50000,40.0,39.00000,40.00000
1987,Post-secondary Non-tertiary Level,West,178,34.45816,32.81528,36.10105,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,35.00000,40.00000
1987,First Stage of Tertiary Education,West,364,36.31842,35.28657,37.35028,35.00000,40.00000,40.00000,27.50000,47.50000,40.0,40.00000,40.00000
