year,migback,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,No migration background,West,,,,,,,,,,,,
1984,Direct migration background,West,,,,,,,,,,,,
1984,Indirect migration background,West,,,,,,,,,,,,
1985,No migration background,West,4326,34.90313,34.57301,35.23325,30.00000,40.00000,40.00000,15.00000,55.00000,40.0,40.00000,40.00000
1985,Direct migration background,West,1823,36.29791,35.82817,36.76765,35.00000,40.00000,40.00000,27.50000,47.50000,40.0,40.00000,40.00000
1985,Indirect migration background,West,61,36.73950,34.66556,38.81343,35.60761,40.00000,40.00000,29.01903,46.58858,40.0,40.00000,40.00000
1986,No migration background,West,4204,34.94541,34.63093,35.25988,30.00000,40.00000,40.00000,15.00000,55.00000,40.0,38.00000,40.00000
1986,Direct migration background,West,1825,36.16753,35.71290,36.62217,35.00000,40.00000,40.00000,27.50000,47.50000,40.0,40.00000,40.00000
1986,Indirect migration background,West,81,34.84812,33.01775,36.67848,30.00000,39.92482,40.00000,15.00000,50.0,40.0,35.00000,40.00000
1987,No migration background,West,4116,35.65283,35.33957,35.96608,35.00000,40.00000,40.00000,27.50000,47.50000,40.0,39.00000,40.00000
1987,Direct migration background,West,1753,36.75563,36.34056,37.17070,35.00000,40.00000,40.00000,27.50000,47.50000,40.0,40.00000,40.00000
1987,Indirect migration background,West,83,36.90294,35.39683,38.40905,35.00000,40.00000,40.00000,27.50000,47.50000,40.0,35.00000,40.00000
1988,No migration background,West,3991,35.23685,34.92576,35.54794,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,38.00000,39.00000
1988,Direct migration background,West,1682,35.92579,35.46974,36.38183,35.00000,39.39644,40.00000,27.50000,47.50000,40.0,38.00000,40.00000
1988,Indirect migration background,West,109,34.81685,33.09035,36.54335,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,35.00000,40.00000
1989,No migration background,West,3785,35.02503,34.70792,35.34214,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,38.00000,38.00000
1989,Direct migration background,West,1480,36.27348,35.78575,36.76121,35.00000,38.00000,40.00000,27.50000,47.50000,38.0,38.00000,39.00000
1989,Indirect migration background,West,117,35.31063,33.66277,36.95849,29.16121,38.00000,40.00000,12.90304,56.25818,38.0,35.00000,39.00000
1990,No migration background,West,4308,34.27602,33.99361,34.55843,30.00000,37.00000,40.00000,15.00000,55.00000,37.0,37.00000,37.00000
1990,No migration background,East,,,,,,,,,,,,
1990,Direct migration background,West,1806,35.36734,34.96358,35.77111,35.00000,37.00000,40.00000,27.50000,47.50000,37.0,37.00000,38.00000
1990,Direct migration background,East,,,,,,,,,,,,
1990,Indirect migration background,West,221,34.76152,33.56194,35.96110,31.77927,37.00000,40.00000,19.44817,52.33110,37.0,35.00000,38.00000
1990,Indirect migration background,East,,,,,,,,,,,,
1991,No migration background,West,3894,34.16106,33.84059,34.48154,30.00000,37.00000,40.00000,15.00000,55.00000,37.0,37.00000,38.00000
1991,No migration background,East,2666,38.57819,38.25437,38.90201,35.00000,40.00000,40.00000,27.50000,47.50000,40.0,40.00000,40.00000
1991,Direct migration background,West,1606,35.21517,34.75745,35.67290,35.00000,38.00000,40.00000,27.50000,47.50000,38.0,37.00000,38.00000
1991,Direct migration background,East,73,37.89567,35.46115,40.33019,35.00000,40.00000,40.00000,27.50000,47.50000,40.0,40.00000,40.00000
1991,Indirect migration background,West,200,35.36530,34.19128,36.53933,32.00000,37.00000,40.00000,20.00000,52.00000,37.0,35.00000,38.00000
1991,Indirect migration background,East,,,,,,,,,,,,
1992,No migration background,West,3793,34.24809,33.92849,34.56768,30.00000,37.00000,40.00000,15.00000,55.00000,37.0,37.00000,38.00000
1992,No migration background,East,,,,,,,,,,,,
1992,Direct migration background,West,1508,35.20354,34.74256,35.66452,35.00000,38.00000,40.00000,27.50000,47.50000,38.0,37.00000,38.00000
1992,Direct migration background,East,,,,,,,,,,,,
1992,Indirect migration background,West,219,33.34356,32.01046,34.67665,30.00000,37.00000,40.00000,15.00000,50.0,37.0,35.00000,38.00000
1992,Indirect migration background,East,,,,,,,,,,,,
1993,No migration background,West,3729,34.21400,33.88665,34.54134,30.00000,37.00000,40.00000,15.00000,55.00000,37.0,37.00000,38.00000
1993,No migration background,East,2137,37.62897,37.26673,37.99122,35.00000,40.00000,40.00000,27.50000,47.50000,40.0,40.00000,40.00000
1993,Direct migration background,West,1378,35.07468,34.59003,35.55933,35.00000,38.00000,40.00000,27.50000,47.50000,38.0,37.00000,38.00000
1993,Direct migration background,East,44,34.80741,31.93931,37.67551,30.00000,40.00000,40.00000,15.00000,48.0,40.0,35.00000,40.00000
1993,Indirect migration background,West,262,35.01262,34.01743,36.00781,35.00000,37.00000,40.00000,27.50000,47.50000,37.0,36.00000,38.00000
1993,Indirect migration background,East,,,,,,,,,,,,
1994,No migration background,West,3542,34.35680,34.03287,34.68074,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,37.00000,38.00000
1994,No migration background,East,2054,38.14860,37.82238,38.47482,35.00000,40.00000,40.00000,27.50000,47.50000,40.0,40.00000,40.00000
1994,Direct migration background,West,1262,34.71774,34.19621,35.23928,35.00000,37.00000,40.00000,27.50000,47.50000,37.0,37.00000,38.00000
1994,Direct migration background,East,50,37.90764,35.81518,40.00010,35.00000,40.00000,40.00000,27.50000,47.50000,40.0,35.00000,40.00000
1994,Indirect migration background,West,273,35.15534,34.00606,36.30462,35.00000,38.00000,40.00000,27.50000,47.50000,38.0,38.00000,38.00000
1994,Indirect migration background,East,,,,,,,,,,,,
1995,No migration background,West,3760,33.57739,33.20571,33.94907,30.00000,37.00000,40.00000,15.00000,55.00000,37.0,36.00000,37.00000
1995,No migration background,East,2085,36.18348,35.69463,36.67234,35.00000,40.00000,40.00000,27.50000,47.50000,40.0,40.00000,40.00000
1995,Direct migration background,West,1453,34.12337,33.52757,34.71917,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,37.00000,38.00000
1995,Direct migration background,East,55,34.66123,31.47955,37.84291,32.00000,39.71607,40.00000,20.00000,52.00000,40.0,35.00000,40.00000
1995,Indirect migration background,West,285,33.56908,32.24799,34.89017,30.00000,37.00000,40.00000,15.00000,55.00000,37.0,35.00000,38.00000
