year,pgisced97,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Pre-primary Level,,,,,,,,,,,,
1984,Primary Level,,,,,,,,,,,,
1984,Lower Secondary Level,,,,,,,,,,,,
1984,Upper Secondary Level,,,,,,,,,,,,
1984,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1984,First Stage of Tertiary Education,,,,,,,,,,,,
1984,Second Stage of Tertiary Education,,,,,,,,,,,,
1985,Pre-primary Level,,,,,,,,,,,,
1985,Primary Level,437,37.65249,36.84220,38.46279,35.00000,40.00000,40.00000,27.50000,47.50000,40.0,40.00000,40.00000
1985,Lower Secondary Level,1410,33.65554,33.03317,34.27792,30.00000,40.00000,40.00000,15.00000,55.00000,40.0,39.00000,40.00000
1985,Upper Secondary Level,3141,35.43855,35.06399,35.81311,30.00000,40.00000,40.00000,15.00000,55.00000,40.0,40.00000,40.00000
1985,Post-secondary Non-tertiary Level,175,34.18303,32.23386,36.13220,30.00000,35.00000,40.00000,15.00000,55.00000,35.0,35.00000,40.00000
1985,First Stage of Tertiary Education,413,35.69448,34.70436,36.68460,30.00000,40.00000,40.00000,15.00000,55.00000,40.0,40.00000,40.00000
1985,Second Stage of Tertiary Education,571,35.07735,34.22558,35.92912,30.00000,40.00000,40.00000,15.00000,55.00000,40.0,40.00000,40.00000
1986,Pre-primary Level,,,,,,,,,,,,
1986,Primary Level,421,36.90550,36.02449,37.78652,35.00000,40.00000,40.00000,27.50000,47.50000,40.0,40.00000,40.00000
1986,Lower Secondary Level,1396,33.90399,33.32772,34.48025,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,38.00000,40.00000
1986,Upper Secondary Level,3088,35.44049,35.07600,35.80498,30.00000,40.00000,40.00000,15.00000,55.00000,40.0,40.00000,40.00000
1986,Post-secondary Non-tertiary Level,184,33.57364,32.17508,34.97219,30.00000,35.00000,40.00000,15.00000,55.00000,35.0,35.00000,38.02500
1986,First Stage of Tertiary Education,384,35.51166,34.49962,36.52370,30.00000,40.00000,40.00000,15.00000,55.00000,40.0,38.00000,40.00000
1986,Second Stage of Tertiary Education,566,34.93193,34.14577,35.71809,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,35.00000,40.00000
1987,Pre-primary Level,,,,,,,,,,,,
1987,Primary Level,390,37.64591,36.82028,38.47155,36.00000,40.00000,40.00000,30.00000,46.00000,40.0,40.00000,40.00000
1987,Lower Secondary Level,1351,34.11808,33.54999,34.68617,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,38.00000,40.00000
1987,Upper Secondary Level,3039,36.32666,35.97916,36.67416,35.00000,40.00000,40.00000,27.50000,47.50000,40.0,39.00000,40.00000
1987,Post-secondary Non-tertiary Level,178,34.45816,32.81528,36.10105,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,35.00000,40.00000
1987,First Stage of Tertiary Education,364,36.31842,35.28657,37.35028,35.00000,40.00000,40.00000,27.50000,47.50000,40.0,39.00000,40.00000
1987,Second Stage of Tertiary Education,546,35.76188,34.91106,36.61270,30.00000,40.00000,40.00000,15.00000,55.00000,40.0,38.00000,40.00000
1988,Pre-primary Level,,,,,,,,,,,,
1988,Primary Level,356,36.31527,35.43418,37.19637,35.00000,40.00000,40.00000,27.50000,47.50000,40.0,38.00000,40.00000
1988,Lower Secondary Level,1343,33.68562,33.11473,34.25652,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,38.00000,38.00000
1988,Upper Secondary Level,2914,35.88082,35.52622,36.23542,35.00000,39.00000,40.00000,27.50000,47.50000,39.0,38.00000,40.00000
1988,Post-secondary Non-tertiary Level,175,33.42249,31.99402,34.85096,30.00000,35.00000,40.00000,15.00000,55.00000,35.0,35.00000,38.00000
1988,First Stage of Tertiary Education,358,36.24900,35.24799,37.25001,35.00000,40.00000,40.00000,27.50000,47.50000,40.0,38.00000,40.00000
1988,Second Stage of Tertiary Education,542,34.97368,34.15560,35.79176,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,35.00000,40.00000
1989,Pre-primary Level,,,,,,,,,,,,
1989,Primary Level,292,36.41837,35.50352,37.33323,35.00000,39.00000,40.00000,27.50000,47.50000,39.0,38.00000,40.00000
1989,Lower Secondary Level,1218,33.82839,33.21062,34.44615,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,37.00000,38.00000
1989,Upper Secondary Level,2749,35.60896,35.25921,35.95872,32.00000,38.00000,40.00000,20.00000,52.00000,38.0,38.00000,38.00000
1989,Post-secondary Non-tertiary Level,178,35.12577,33.72749,36.52405,35.00000,38.00000,40.00000,27.50000,47.50000,38.0,35.97500,40.00000
1989,First Stage of Tertiary Education,336,35.05141,33.93264,36.17017,30.37605,39.00000,40.00000,15.94013,54.43592,39.0,38.00000,40.00000
1989,Second Stage of Tertiary Education,523,34.97665,34.08986,35.86345,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,36.00000,40.00000
1990,Pre-primary Level,79,35.86525,34.48131,37.24919,35.00000,38.00000,40.00000,27.50000,40.0,38.0,35.00000,40.00000
1990,Primary Level,391,35.49266,34.64388,36.34145,35.00000,38.00000,40.00000,27.50000,47.50000,38.0,37.00000,40.00000
1990,Lower Secondary Level,1441,33.47873,32.97193,33.98553,30.00000,37.00000,40.00000,15.00000,55.00000,37.0,35.00000,37.00000
1990,Upper Secondary Level,3155,34.55054,34.22242,34.87865,30.00000,37.00000,40.00000,15.00000,55.00000,37.0,37.00000,38.00000
1990,Post-secondary Non-tertiary Level,229,35.09972,34.03263,36.16681,31.19820,38.00000,40.00000,17.99549,53.20271,38.0,35.00000,38.00000
1990,First Stage of Tertiary Education,357,34.63882,33.71041,35.56723,30.00000,37.00000,40.00000,15.00000,55.00000,37.0,36.00000,38.00000
1990,Second Stage of Tertiary Education,561,34.32711,33.53794,35.11628,30.00000,36.00000,40.00000,15.00000,55.00000,36.0,35.00000,38.00000
1991,Pre-primary Level,,,,,,,,,,,,
1991,Primary Level,341,35.73878,34.80174,36.67582,35.00000,38.00000,40.00000,27.50000,47.50000,38.0,37.00000,38.02500
1991,Lower Secondary Level,1420,33.68111,33.13663,34.22559,30.00000,37.00000,40.00000,15.00000,55.00000,37.0,37.00000,38.00000
1991,Upper Secondary Level,4471,35.38725,35.10154,35.67296,35.00000,38.00000,40.00000,27.50000,47.50000,38.0,38.00000,38.00000
1991,Post-secondary Non-tertiary Level,260,34.59310,33.43251,35.75368,30.00000,37.00000,40.00000,15.00000,55.00000,37.0,35.00000,38.00000
1991,First Stage of Tertiary Education,539,36.50309,35.62031,37.38587,35.00000,40.00000,40.00000,27.50000,47.50000,40.0,38.00000,40.00000
1991,Second Stage of Tertiary Education,1279,35.84154,35.30876,36.37432,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,38.00000,40.00000
1992,Pre-primary Level,,,,,,,,,,,,
1992,Primary Level,292,36.18413,35.17239,37.19586,35.00000,38.00000,40.00000,27.50000,47.50000,38.0,38.00000,40.00000
1992,Lower Secondary Level,1182,33.03229,32.43049,33.63410,30.00000,37.00000,40.00000,15.00000,55.00000,37.0,35.00000,37.00000
1992,Upper Secondary Level,2830,34.70967,34.35708,35.06226,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,37.00000,38.00000
1992,Post-secondary Non-tertiary Level,199,33.09643,31.76034,34.43253,30.00000,35.00000,40.00000,15.00000,55.00000,35.0,33.95000,37.02500
1992,First Stage of Tertiary Education,359,34.80113,33.71638,35.88588,30.00000,37.53055,40.00000,15.00000,55.00000,38.0,36.97500,38.00000
1992,Second Stage of Tertiary Education,554,34.49068,33.64409,35.33726,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,35.00000,38.00000
1993,Pre-primary Level,,,,,,,,,,,,
1993,Primary Level,282,35.52230,34.48785,36.55675,35.00000,38.00000,40.00000,27.50000,47.50000,38.0,37.00000,38.00000
1993,Lower Secondary Level,1245,32.98198,32.40719,33.55677,30.00000,37.00000,40.00000,15.00000,55.00000,37.0,36.00000,37.00000
1993,Upper Secondary Level,3975,35.22206,34.91816,35.52596,33.00000,38.00000,40.00000,22.50000,50.50000,38.0,38.00000,38.00000
1993,Post-secondary Non-tertiary Level,246,33.27065,31.99480,34.54650,30.00000,35.00000,40.00000,15.00000,55.00000,35.0,35.00000,36.02500
1993,First Stage of Tertiary Education,494,36.36276,35.47443,37.25108,35.00000,38.00000,40.00000,27.50000,47.50000,38.0,38.00000,40.00000
1993,Second Stage of Tertiary Education,1190,35.51214,34.98023,36.04405,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,38.00000,40.00000
1994,Pre-primary Level,,,,,,,,,,,,
1994,Primary Level,255,35.92419,34.78254,37.06583,35.00000,38.00000,40.00000,27.50000,47.50000,38.0,37.00000,39.00000
1994,Lower Secondary Level,1081,33.63030,33.00539,34.25521,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,37.00000,38.00000
1994,Upper Secondary Level,3767,35.51607,35.21949,35.81265,34.00000,38.00000,40.00000,25.00000,49.00000,38.0,38.00000,38.00000
1994,Post-secondary Non-tertiary Level,250,33.14195,31.93864,34.34526,30.00000,36.00000,40.00000,15.00000,55.00000,36.0,35.00000,38.00000
1994,First Stage of Tertiary Education,486,35.61471,34.79262,36.43680,32.00000,38.00000,40.00000,20.00000,52.00000,38.0,38.00000,40.00000
1994,Second Stage of Tertiary Education,1207,35.23396,34.69922,35.76870,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,38.00000,39.00000
1995,Pre-primary Level,,,,,,,,,,,,
1995,Primary Level,234,35.53899,34.14089,36.93709,35.00000,38.00000,40.00000,27.50000,47.50000,38.0,36.97500,39.00000
1995,Lower Secondary Level,1117,32.67283,31.94982,33.39584,25.10961,36.00000,40.00000,2.77402,62.33559,36.0,35.00000,37.00000
1995,Upper Secondary Level,4003,34.21425,33.85184,34.57666,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,37.00000,38.00000
1995,Post-secondary Non-tertiary Level,296,33.88813,32.49045,35.28582,30.00000,36.00000,40.00000,15.00000,55.00000,36.0,35.00000,38.00000
1995,First Stage of Tertiary Education,528,34.60702,33.55298,35.66106,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,38.00000,40.00000
1995,Second Stage of Tertiary Education,1312,34.77125,34.21767,35.32482,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,37.00000,38.00000
1996,Pre-primary Level,,,,,,,,,,,,
1996,Primary Level,,,,,,,,,,,,
1996,Lower Secondary Level,,,,,,,,,,,,
1996,Upper Secondary Level,,,,,,,,,,,,
1996,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1996,First Stage of Tertiary Education,,,,,,,,,,,,
1996,Second Stage of Tertiary Education,,,,,,,,,,,,
1997,Pre-primary Level,,,,,,,,,,,,
1997,Primary Level,183,35.64951,34.32159,36.97743,35.00000,38.00000,40.00000,27.50000,47.50000,38.0,35.00000,40.00000
1997,Lower Secondary Level,991,33.81137,33.15759,34.46515,30.00000,37.00000,40.00000,15.00000,55.00000,37.0,36.97500,38.00000
1997,Upper Secondary Level,3725,35.43251,35.10084,35.76418,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,38.00000,38.00000
1997,Post-secondary Non-tertiary Level,304,35.78482,34.52308,37.04655,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,37.00000,40.00000
1997,First Stage of Tertiary Education,518,36.15425,35.28656,37.02194,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,38.00000,40.00000
1997,Second Stage of Tertiary Education,1307,36.01783,35.50226,36.53339,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,38.00000,40.00000
1998,Pre-primary Level,,,,,,,,,,,,
1998,Primary Level,176,34.46558,33.21659,35.71456,35.00000,37.55525,40.00000,27.50000,47.50000,37.0,35.00000,38.00000
1998,Lower Secondary Level,1029,34.93489,34.32454,35.54524,30.00000,37.00000,40.00000,15.00000,55.00000,37.0,36.00000,38.00000
1998,Upper Secondary Level,4011,34.61131,34.28182,34.94081,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,37.00000,38.00000
1998,Post-secondary Non-tertiary Level,349,34.00381,32.68846,35.31916,30.00000,36.00000,40.00000,15.00000,55.00000,36.0,35.00000,38.00000
1998,First Stage of Tertiary Education,569,35.33475,34.50760,36.16190,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,35.00000,38.00000
1998,Second Stage of Tertiary Education,1424,34.92617,34.43382,35.41853,30.00000,37.00000,40.00000,15.00000,55.00000,37.0,35.00000,38.00000
1999,Pre-primary Level,,,,,,,,,,,,
1999,Primary Level,178,33.99288,32.47208,35.51369,30.00000,35.90916,40.00000,15.00000,55.00000,36.0,35.00000,39.00000
1999,Lower Secondary Level,1041,33.67910,32.96788,34.39032,30.00000,37.00000,40.00000,15.00000,55.00000,37.0,36.00000,38.00000
1999,Upper Secondary Level,4100,34.63614,34.30305,34.96922,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,37.00000,38.00000
1999,Post-secondary Non-tertiary Level,354,34.73082,33.54796,35.91368,30.00000,37.00000,40.00000,15.00000,55.00000,37.0,35.00000,39.00000
1999,First Stage of Tertiary Education,573,36.37880,35.49147,37.26613,32.00000,38.00000,40.00000,20.00000,52.00000,38.0,38.00000,40.00000
1999,Second Stage of Tertiary Education,1457,35.72974,35.21775,36.24173,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,38.00000,39.00000
2000,Pre-primary Level,39,13.60311,10.12901,17.07720,7.23203,10.00000,15.50910,0.0,27.92470,10.0,8.00000,15.00000
2000,Primary Level,138,34.98493,33.12643,36.84343,35.00000,38.00000,40.00000,27.50000,47.50000,38.0,35.48750,40.00000
2000,Lower Secondary Level,1345,33.78318,33.22127,34.34509,30.00000,37.50000,40.00000,15.00000,55.00000,37.5,37.00000,38.00000
2000,Upper Secondary Level,7041,34.67568,34.42375,34.92762,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,37.50000,38.00000
2000,Post-secondary Non-tertiary Level,737,34.13339,33.35591,34.91086,30.00000,37.00000,40.00000,15.00000,55.00000,37.0,35.00000,38.00000
2000,First Stage of Tertiary Education,1208,35.86837,35.28138,36.45536,30.00000,38.50000,40.00000,15.00000,55.00000,38.5,38.00000,38.50000
