"pgstib","year","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1990","Hauptschulabschluss","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1990","Realschulabschluss","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1990","(Fach-)Abitur","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1990","AkademikerInnen","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1990","(noch) kein Abschluss","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1990","Hauptschulabschluss","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1990","Realschulabschluss","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1990","(Fach-)Abitur","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1990","AkademikerInnen","","","",""
"Angestellte, qualifizierte Tätigkeit","1990","(noch) kein Abschluss","","","",""
"Angestellte, qualifizierte Tätigkeit","1990","Hauptschulabschluss","540","0.0805331709558665","0.0741834445235416","0.0868828973881914"
"Angestellte, qualifizierte Tätigkeit","1990","Realschulabschluss","664","0.222344151821148","0.207912122316758","0.236776181325537"
"Angestellte, qualifizierte Tätigkeit","1990","(Fach-)Abitur","145","0.190276897676084","0.164372404802748","0.21618139054942"
"Angestellte, qualifizierte Tätigkeit","1990","AkademikerInnen","319","0.165213256066004","0.14751794795745","0.182908564174559"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1990","(noch) kein Abschluss","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1990","Hauptschulabschluss","78","0.014138189992672","0.0113832984205359","0.0168930815648081"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1990","Realschulabschluss","106","0.045152988341149","0.0379463790514117","0.0523595976308863"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1990","(Fach-)Abitur","43","0.055112282480085","0.0400521740344078","0.0701723909257623"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1990","AkademikerInnen","634","0.318439910682967","0.296241916463499","0.340637904902435"
"Angestellte, umfassende Führungsaufgaben","1990","(noch) kein Abschluss","","","",""
"Angestellte, umfassende Führungsaufgaben","1990","Hauptschulabschluss","","","",""
"Angestellte, umfassende Führungsaufgaben","1990","Realschulabschluss","","","",""
"Angestellte, umfassende Führungsaufgaben","1990","(Fach-)Abitur","","","",""
"Angestellte, umfassende Führungsaufgaben","1990","AkademikerInnen","80","0.0388671329213966","0.0296577426261647","0.0480765232166284"
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1990","(noch) kein Abschluss","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1990","Hauptschulabschluss","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1990","Realschulabschluss","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1990","(Fach-)Abitur","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1990","AkademikerInnen","","","",""
"Beamte, einfacher Dienst","1990","(noch) kein Abschluss","","","",""
"Beamte, einfacher Dienst","1990","Hauptschulabschluss","","","",""
"Beamte, einfacher Dienst","1990","Realschulabschluss","","","",""
"Beamte, einfacher Dienst","1990","(Fach-)Abitur","","","",""
"Beamte, einfacher Dienst","1990","AkademikerInnen","","","",""
"Beamte, mittlerer Dienst","1990","(noch) kein Abschluss","","","",""
"Beamte, mittlerer Dienst","1990","Hauptschulabschluss","61","0.010898742463807","0.00847599496341527","0.0133214899641987"
"Beamte, mittlerer Dienst","1990","Realschulabschluss","61","0.0284574190587833","0.0226864399004374","0.0342283982171291"
"Beamte, mittlerer Dienst","1990","(Fach-)Abitur","","","",""
"Beamte, mittlerer Dienst","1990","AkademikerInnen","","","",""
"Beamte, gehobener Dienst","1990","(noch) kein Abschluss","","","",""
"Beamte, gehobener Dienst","1990","Hauptschulabschluss","","","",""
"Beamte, gehobener Dienst","1990","Realschulabschluss","33","0.0145484018861965","0.010392683351894","0.018704120420499"
"Beamte, gehobener Dienst","1990","(Fach-)Abitur","","","",""
"Beamte, gehobener Dienst","1990","AkademikerInnen","60","0.0568287218389129","0.0457974105677606","0.0678600331100652"
"Beamte, höherer Dienst","1990","(noch) kein Abschluss","","","",""
"Beamte, höherer Dienst","1990","Hauptschulabschluss","","","",""
"Beamte, höherer Dienst","1990","Realschulabschluss","","","",""
"Beamte, höherer Dienst","1990","(Fach-)Abitur","","","",""
"Beamte, höherer Dienst","1990","AkademikerInnen","77","0.0686913367205157","0.056639708741705","0.0807429646993265"
"nicht erwerbstätig (NE): keine weitere Angaben","1991","(noch) kein Abschluss","173","0.149273674442267","0.125795571450604","0.172751777433931"
"nicht erwerbstätig (NE): keine weitere Angaben","1991","Hauptschulabschluss","846","0.120288985814914","0.112552135900423","0.128025835729404"
"nicht erwerbstätig (NE): keine weitere Angaben","1991","Realschulabschluss","260","0.0953613546123875","0.0851141981413493","0.105608511083426"
"nicht erwerbstätig (NE): keine weitere Angaben","1991","(Fach-)Abitur","70","0.0553116278799694","0.0402938528985694","0.0703294028613694"
"nicht erwerbstätig (NE): keine weitere Angaben","1991","AkademikerInnen","77","0.0455171712016327","0.0355590427320139","0.0554752996712515"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1991","(noch) kein Abschluss","183","0.352780130268832","0.321298701479472","0.384261559058192"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1991","Hauptschulabschluss","61","0.00633678020934051","0.00444950534779173","0.00822405507088928"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1991","Realschulabschluss","156","0.042665274847939","0.0356143063603568","0.0497162433355212"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1991","(Fach-)Abitur","196","0.210643258264507","0.183853824704651","0.237432691824363"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1991","AkademikerInnen","","","",""
"NE: arbeitslos gemeldet","1991","(noch) kein Abschluss","31","0.029717126578821","0.0185297296900109","0.0409045234676311"
"NE: arbeitslos gemeldet","1991","Hauptschulabschluss","311","0.0357904261037003","0.0313721751492497","0.0402086770581508"
"NE: arbeitslos gemeldet","1991","Realschulabschluss","149","0.0321686387196758","0.0260126788398896","0.0383245985994621"
"NE: arbeitslos gemeldet","1991","(Fach-)Abitur","30","0.0290884108219144","0.0180475501905583","0.0401292714532704"
"NE: arbeitslos gemeldet","1991","AkademikerInnen","80","0.0404350215298606","0.0310243185407094","0.0498457245190117"
"NE: Rentner/Rentnerin","1991","(noch) kein Abschluss","88","0.108350042979487","0.0878720119786797","0.128828073980295"
"NE: Rentner/Rentnerin","1991","Hauptschulabschluss","1592","0.327885305582112","0.316720172654818","0.339050438509406"
"NE: Rentner/Rentnerin","1991","Realschulabschluss","252","0.145985794375244","0.133667021733851","0.158304567016637"
"NE: Rentner/Rentnerin","1991","(Fach-)Abitur","56","0.100814300580913","0.0810337282153725","0.120594872946454"
"NE: Rentner/Rentnerin","1991","AkademikerInnen","180","0.143084800875934","0.126355734367496","0.159813867384373"
"NE: Wehr- und Zivildienst","1991","(noch) kein Abschluss","","","",""
"NE: Wehr- und Zivildienst","1991","Hauptschulabschluss","","","",""
"NE: Wehr- und Zivildienst","1991","Realschulabschluss","34","0.00883725705611096","0.0055720492799764","0.0121024648322455"
"NE: Wehr- und Zivildienst","1991","(Fach-)Abitur","","","",""
"NE: Wehr- und Zivildienst","1991","AkademikerInnen","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1991","(noch) kein Abschluss","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1991","Hauptschulabschluss","169","0.018860569424394","0.0156251991508023","0.0220959396979857"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1991","Realschulabschluss","206","0.0508806230748699","0.043213786178912","0.0585474599708277"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1991","(Fach-)Abitur","52","0.0539154317225801","0.0390774575563736","0.0687534058887866"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1991","AkademikerInnen","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1991","(noch) kein Abschluss","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1991","Hauptschulabschluss","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1991","Realschulabschluss","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1991","(Fach-)Abitur","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1991","AkademikerInnen","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1991","(noch) kein Abschluss","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1991","Hauptschulabschluss","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1991","Realschulabschluss","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1991","(Fach-)Abitur","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1991","AkademikerInnen","","","",""
"Volontäre, Praktikanten","1991","(noch) kein Abschluss","","","",""
"Volontäre, Praktikanten","1991","Hauptschulabschluss","","","",""
"Volontäre, Praktikanten","1991","Realschulabschluss","","","",""
"Volontäre, Praktikanten","1991","(Fach-)Abitur","","","",""
"Volontäre, Praktikanten","1991","AkademikerInnen","","","",""
"Aspiranten (1990 Ost)","1991","(noch) kein Abschluss","","","",""
"Aspiranten (1990 Ost)","1991","Hauptschulabschluss","","","",""
"Aspiranten (1990 Ost)","1991","Realschulabschluss","","","",""
"Aspiranten (1990 Ost)","1991","(Fach-)Abitur","","","",""
"Aspiranten (1990 Ost)","1991","AkademikerInnen","","","",""
"ungelernter Arbeiter","1991","(noch) kein Abschluss","128","0.112483981108746","0.0916673764041883","0.133300585813303"
"ungelernter Arbeiter","1991","Hauptschulabschluss","386","0.0389674899821789","0.0343649085439615","0.0435700714203963"
"ungelernter Arbeiter","1991","Realschulabschluss","45","0.0116706064683118","0.00792366281595891","0.0154175501206646"
"ungelernter Arbeiter","1991","(Fach-)Abitur","33","0.0283962199764452","0.0174836271371788","0.0393088128157116"
"ungelernter Arbeiter","1991","AkademikerInnen","","","",""
"angelernter Arbeiter","1991","(noch) kein Abschluss","181","0.144307730774314","0.121156181510489","0.167459280038138"
"angelernter Arbeiter","1991","Hauptschulabschluss","855","0.0915695406642839","0.0847098807115692","0.0984292006169986"
"angelernter Arbeiter","1991","Realschulabschluss","125","0.0299902792334467","0.0240397185056358","0.0359408399612575"
"angelernter Arbeiter","1991","(Fach-)Abitur","52","0.0351437431485964","0.0230458873238371","0.0472415989733557"
"angelernter Arbeiter","1991","AkademikerInnen","","","",""
"gelernte und Facharbeiter","1991","(noch) kein Abschluss","41","0.0381825808133564","0.0255568823031747","0.0508082793235382"
"gelernte und Facharbeiter","1991","Hauptschulabschluss","945","0.113236817571103","0.105700158323085","0.120773476819121"
"gelernte und Facharbeiter","1991","Realschulabschluss","598","0.135573597606519","0.123630109932089","0.147517085280948"
"gelernte und Facharbeiter","1991","(Fach-)Abitur","53","0.0454270507213453","0.031746142790803","0.0591079586518876"
"gelernte und Facharbeiter","1991","AkademikerInnen","","","",""
"Vorarbeiter, Kolonnenführer","1991","(noch) kein Abschluss","","","",""
"Vorarbeiter, Kolonnenführer","1991","Hauptschulabschluss","131","0.0194136281288457","0.0161320896162964","0.0226951666413951"
"Vorarbeiter, Kolonnenführer","1991","Realschulabschluss","33","0.00746399846379222","0.00446111485942197","0.0104668820681625"
"Vorarbeiter, Kolonnenführer","1991","(Fach-)Abitur","","","",""
"Vorarbeiter, Kolonnenführer","1991","AkademikerInnen","","","",""
"Meister, Polier","1991","(noch) kein Abschluss","","","",""
"Meister, Polier","1991","Hauptschulabschluss","57","0.00830780107913165","0.00614899954069906","0.0104666026175642"
"Meister, Polier","1991","Realschulabschluss","","","",""
"Meister, Polier","1991","(Fach-)Abitur","","","",""
"Meister, Polier","1991","AkademikerInnen","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1991","(noch) kein Abschluss","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1991","Hauptschulabschluss","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1991","Realschulabschluss","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1991","(Fach-)Abitur","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1991","AkademikerInnen","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1991","(noch) kein Abschluss","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1991","Hauptschulabschluss","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1991","Realschulabschluss","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1991","(Fach-)Abitur","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1991","AkademikerInnen","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1991","(noch) kein Abschluss","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1991","Hauptschulabschluss","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1991","Realschulabschluss","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1991","(Fach-)Abitur","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1991","AkademikerInnen","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1991","(noch) kein Abschluss","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1991","Hauptschulabschluss","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1991","Realschulabschluss","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1991","(Fach-)Abitur","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1991","AkademikerInnen","","","",""
"selbständiger Landwirt","1991","(noch) kein Abschluss","","","",""
"selbständiger Landwirt","1991","Hauptschulabschluss","35","0.00650374279298117","0.00459192709946441","0.00841555848649792"
"selbständiger Landwirt","1991","Realschulabschluss","","","",""
"selbständiger Landwirt","1991","(Fach-)Abitur","","","",""
"selbständiger Landwirt","1991","AkademikerInnen","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1991","(noch) kein Abschluss","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1991","Hauptschulabschluss","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1991","Realschulabschluss","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1991","(Fach-)Abitur","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1991","AkademikerInnen","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1991","(noch) kein Abschluss","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1991","Hauptschulabschluss","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1991","Realschulabschluss","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1991","(Fach-)Abitur","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1991","AkademikerInnen","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1991","(noch) kein Abschluss","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1991","Hauptschulabschluss","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1991","Realschulabschluss","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1991","(Fach-)Abitur","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1991","AkademikerInnen","","","",""
"Freiberufler, Akademiker","1991","(noch) kein Abschluss","","","",""
"Freiberufler, Akademiker","1991","Hauptschulabschluss","","","",""
"Freiberufler, Akademiker","1991","Realschulabschluss","","","",""
"Freiberufler, Akademiker","1991","(Fach-)Abitur","","","",""
"Freiberufler, Akademiker","1991","AkademikerInnen","71","0.0547511486754275","0.043882495517417","0.0656198018334379"
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1991","(noch) kein Abschluss","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1991","Hauptschulabschluss","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1991","Realschulabschluss","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1991","(Fach-)Abitur","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1991","AkademikerInnen","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1991","(noch) kein Abschluss","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1991","Hauptschulabschluss","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1991","Realschulabschluss","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1991","(Fach-)Abitur","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1991","AkademikerInnen","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1991","(noch) kein Abschluss","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1991","Hauptschulabschluss","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1991","Realschulabschluss","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1991","(Fach-)Abitur","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1991","AkademikerInnen","","","",""
"sonstige selbständiger","1991","(noch) kein Abschluss","","","",""
"sonstige selbständiger","1991","Hauptschulabschluss","176","0.0260068065607806","0.0222214856800358","0.0297921274415253"
"sonstige selbständiger","1991","Realschulabschluss","104","0.0337302077929614","0.0274316908284224","0.0400287247575004"
"sonstige selbständiger","1991","(Fach-)Abitur","","","",""
"sonstige selbständiger","1991","AkademikerInnen","39","0.0235952174749647","0.016343631935013","0.0308468030149164"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1991","(noch) kein Abschluss","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1991","Hauptschulabschluss","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1991","Realschulabschluss","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1991","(Fach-)Abitur","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1991","AkademikerInnen","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1991","(noch) kein Abschluss","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1991","Hauptschulabschluss","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1991","Realschulabschluss","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1991","(Fach-)Abitur","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1991","AkademikerInnen","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1991","(noch) kein Abschluss","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1991","Hauptschulabschluss","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1991","Realschulabschluss","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1991","(Fach-)Abitur","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1991","AkademikerInnen","","","",""
"mithelfende Familienangehörige","1991","(noch) kein Abschluss","","","",""
"mithelfende Familienangehörige","1991","Hauptschulabschluss","40","0.00507479543260915","0.00338479929340291","0.00676479157181539"
"mithelfende Familienangehörige","1991","Realschulabschluss","","","",""
"mithelfende Familienangehörige","1991","(Fach-)Abitur","","","",""
"mithelfende Familienangehörige","1991","AkademikerInnen","","","",""
"Angestellte, Industrie- und Werkmeister","1991","(noch) kein Abschluss","","","",""
"Angestellte, Industrie- und Werkmeister","1991","Hauptschulabschluss","44","0.00687350096862886","0.00490845592493678","0.00883854601232093"
"Angestellte, Industrie- und Werkmeister","1991","Realschulabschluss","","","",""
"Angestellte, Industrie- und Werkmeister","1991","(Fach-)Abitur","","","",""
"Angestellte, Industrie- und Werkmeister","1991","AkademikerInnen","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1991","(noch) kein Abschluss","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1991","Hauptschulabschluss","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1991","Realschulabschluss","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1991","(Fach-)Abitur","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1991","AkademikerInnen","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1991","(noch) kein Abschluss","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1991","Hauptschulabschluss","221","0.0298995195972179","0.0258488978425248","0.033950141351911"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1991","Realschulabschluss","95","0.025931634958835","0.0203867918423545","0.0314764780753155"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1991","(Fach-)Abitur","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1991","AkademikerInnen","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1991","(noch) kein Abschluss","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1991","Hauptschulabschluss","243","0.0339300729137537","0.0296240344603546","0.0382361113671527"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1991","Realschulabschluss","204","0.0532482843345446","0.0454148816261922","0.0610816870428971"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1991","(Fach-)Abitur","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1991","AkademikerInnen","76","0.0248654603175737","0.0174260835426508","0.0323048370924965"
"Angestellte, qualifizierte Tätigkeit","1991","(noch) kein Abschluss","","","",""
"Angestellte, qualifizierte Tätigkeit","1991","Hauptschulabschluss","438","0.07147352173076","0.0653464782399813","0.0776005652215388"
"Angestellte, qualifizierte Tätigkeit","1991","Realschulabschluss","573","0.204051250676808","0.189991041669519","0.218111459684098"
"Angestellte, qualifizierte Tätigkeit","1991","(Fach-)Abitur","136","0.183797005922083","0.158350896189666","0.2092431156545"
"Angestellte, qualifizierte Tätigkeit","1991","AkademikerInnen","262","0.128104595651805","0.112137696498215","0.144071494805395"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1991","(noch) kein Abschluss","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1991","Hauptschulabschluss","95","0.0155579465112677","0.0126145251209873","0.018501367901548"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1991","Realschulabschluss","107","0.0454839978037224","0.0382145651828125","0.0527534304246322"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1991","(Fach-)Abitur","51","0.0707901379392193","0.0539402750130354","0.0876400008654031"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1991","AkademikerInnen","554","0.29688112463723","0.275053237241787","0.318709012032673"
"Angestellte, umfassende Führungsaufgaben","1991","(noch) kein Abschluss","","","",""
"Angestellte, umfassende Führungsaufgaben","1991","Hauptschulabschluss","","","",""
"Angestellte, umfassende Führungsaufgaben","1991","Realschulabschluss","","","",""
"Angestellte, umfassende Führungsaufgaben","1991","(Fach-)Abitur","","","",""
"Angestellte, umfassende Führungsaufgaben","1991","AkademikerInnen","52","0.0277693976925708","0.0199193208747011","0.0356194745104405"
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1991","(noch) kein Abschluss","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1991","Hauptschulabschluss","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1991","Realschulabschluss","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1991","(Fach-)Abitur","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1991","AkademikerInnen","","","",""
"Beamte, einfacher Dienst","1991","(noch) kein Abschluss","","","",""
"Beamte, einfacher Dienst","1991","Hauptschulabschluss","","","",""
"Beamte, einfacher Dienst","1991","Realschulabschluss","","","",""
"Beamte, einfacher Dienst","1991","(Fach-)Abitur","","","",""
"Beamte, einfacher Dienst","1991","AkademikerInnen","","","",""
"Beamte, mittlerer Dienst","1991","(noch) kein Abschluss","","","",""
"Beamte, mittlerer Dienst","1991","Hauptschulabschluss","61","0.010976488477677","0.00849840320492088","0.0134545737504332"
"Beamte, mittlerer Dienst","1991","Realschulabschluss","70","0.0276128373112891","0.0218960146659192","0.0333296599566589"
"Beamte, mittlerer Dienst","1991","(Fach-)Abitur","","","",""
"Beamte, mittlerer Dienst","1991","AkademikerInnen","","","",""
"Beamte, gehobener Dienst","1991","(noch) kein Abschluss","","","",""
"Beamte, gehobener Dienst","1991","Hauptschulabschluss","","","",""
"Beamte, gehobener Dienst","1991","Realschulabschluss","","","",""
"Beamte, gehobener Dienst","1991","(Fach-)Abitur","","","",""
"Beamte, gehobener Dienst","1991","AkademikerInnen","60","0.0527152087453342","0.0420390682417054","0.063391349248963"
"Beamte, höherer Dienst","1991","(noch) kein Abschluss","","","",""
"Beamte, höherer Dienst","1991","Hauptschulabschluss","","","",""
"Beamte, höherer Dienst","1991","Realschulabschluss","","","",""
"Beamte, höherer Dienst","1991","(Fach-)Abitur","","","",""
"Beamte, höherer Dienst","1991","AkademikerInnen","92","0.0812943387779944","0.0682379106979389","0.0943507668580499"
"nicht erwerbstätig (NE): keine weitere Angaben","1992","(noch) kein Abschluss","164","0.158009298693522","0.133923829706251","0.182094767680793"
"nicht erwerbstätig (NE): keine weitere Angaben","1992","Hauptschulabschluss","746","0.108666926026198","0.10114716834343","0.116186683708966"
"nicht erwerbstätig (NE): keine weitere Angaben","1992","Realschulabschluss","260","0.0965220923829998","0.0861467979641657","0.106897386801834"
"nicht erwerbstätig (NE): keine weitere Angaben","1992","(Fach-)Abitur","80","0.0734610044728757","0.0564352994573273","0.0904867094884241"
"nicht erwerbstätig (NE): keine weitere Angaben","1992","AkademikerInnen","61","0.0466985606033128","0.0365364294323945","0.056860691774231"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1992","(noch) kein Abschluss","196","0.33573106619743","0.304547349756501","0.366914782638359"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1992","Hauptschulabschluss","77","0.00831632913054099","0.00612207179094032","0.0105105864701417"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1992","Realschulabschluss","171","0.0442620596367888","0.0370358006959145","0.0514883185776631"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1992","(Fach-)Abitur","195","0.191062287964629","0.165406234586845","0.216718341342414"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1992","AkademikerInnen","31","0.019785197525159","0.013077881823558","0.0264925132267599"
