"pgstib","year","n","percent","lower_confidence","upper_confidence"
"ungelernter Arbeiter","2011","725","0.0271082217809836","0.0252352130694916","0.0289812304924757"
"angelernter Arbeiter","2011","1358","0.0504856564438376","0.0479604796806492","0.053010833207026"
"gelernte und Facharbeiter","2011","1554","0.0598073759507593","0.0570724673966326","0.062542284504886"
"Vorarbeiter, Kolonnenführer","2011","241","0.0100392281440665","0.00888944438368205","0.0111890119044509"
"Meister, Polier","2011","101","0.00387780959835537","0.00316099545831219","0.00459462373839855"
"Arbeiter in der Landwirtschaft (1990 Ost)","2011","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2011","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2011","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2011","","","",""
"selbständiger Landwirt","2011","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2011","42","0.000893959646162089","0.000549275137253273","0.00123864415507091"
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2011","39","0.000858519663014172","0.000520730561259823","0.00119630876476852"
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2011","","","",""
"Freiberufler, Akademiker","2011","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2011","357","0.0117934141050157","0.0105483243438976","0.0130385038661337"
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2011","212","0.00553401087335442","0.00467840848717303","0.00638961325953581"
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2011","35","0.000986505326488108","0.00062443543632881","0.00134857521664741"
"sonstige selbständiger","2011","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2011","628","0.0215361160338121","0.0198618937929768","0.0232103382746474"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2011","361","0.0109777568007582","0.00977599928243962","0.0121795143190768"
"sonstige selbständiger, 10+ Mitarbeiter","2011","76","0.00204113041823668","0.00152059688270688","0.00256166395376648"
"mithelfende Familienangehörige","2011","36","0.000920609110143287","0.000570829370639991","0.00127038884964658"
"Angestellte, Industrie- und Werkmeister","2011","64","0.00225312152208988","0.00170628248168259","0.00279996056249718"
"Angestellte, einfache Tätigkeit (bis 1990)","2011","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2011","922","0.0296216945906376","0.0276663085752144","0.0315770806060608"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2011","1409","0.0465398910613843","0.0441103683643919","0.0489694137583767"
"Angestellte, qualifizierte Tätigkeit","2011","4122","0.131852562977772","0.127950466100324","0.13575465985522"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2011","2406","0.076516734984358","0.0734508931529211","0.0795825768157949"
"Angestellte, umfassende Führungsaufgaben","2011","342","0.00829703672190054","0.00725084970240797","0.00934322374139311"
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2011","","","",""
"Beamte, einfacher Dienst","2011","","","",""
"Beamte, mittlerer Dienst","2011","277","0.0100442738325544","0.00889420410026777","0.0111943435648411"
"Beamte, gehobener Dienst","2011","506","0.014245809278844","0.0128790724586636","0.0156125460990244"
"Beamte, höherer Dienst","2011","353","0.00921204314232451","0.00811018583346622","0.0103139004511828"
"nicht erwerbstätig (NE): keine weitere Angaben","2012","2512","0.064680879623775","0.0618106138613756","0.0675511453861743"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2012","1196","0.0399417576195285","0.0376565975755794","0.0422269176634776"
"NE: arbeitslos gemeldet","2012","1620","0.0499216307712579","0.0473801996560792","0.0524630618864367"
"NE: Rentner/Rentnerin","2012","6235","0.2768033648645","0.271582191346456","0.282024538382544"
"NE: Wehr- und Zivildienst","2012","57","0.00197180188380507","0.00145412676698802","0.00248947700062212"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2012","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2012","355","0.0126919577058714","0.0113856517978477","0.0139982636138951"
"Auszubildende, kaufmännisch (ab 2000)","2012","196","0.00771312884329747","0.0066922171896752","0.00873404049691973"
"Volontäre, Praktikanten","2012","61","0.00223744206425525","0.00168607128509397","0.00278881284341654"
"Aspiranten (1990 Ost)","2012","","","",""
"ungelernter Arbeiter","2012","698","0.0269848334243487","0.0250939100895749","0.0288757567591226"
"angelernter Arbeiter","2012","1281","0.0493311889646396","0.0468040468805129","0.0518583310487663"
"gelernte und Facharbeiter","2012","1526","0.0569141313114188","0.0542105469847687","0.0596177156380688"
"Vorarbeiter, Kolonnenführer","2012","199","0.00908003783965383","0.00797311496188244","0.0101869607174252"
"Meister, Polier","2012","82","0.00368015953988514","0.0029735378595409","0.00438678122022938"
"Arbeiter in der Landwirtschaft (1990 Ost)","2012","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2012","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2012","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2012","","","",""
"selbständiger Landwirt","2012","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2012","39","0.00106610804140123","0.000685284989380599","0.00144693109342185"
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2012","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2012","","","",""
"Freiberufler, Akademiker","2012","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2012","366","0.012884419089952","0.0115683742993706","0.0142004638805334"
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2012","195","0.00560349048976071","0.00473239982250047","0.00647458115702094"
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2012","","","",""
"sonstige selbständiger","2012","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2012","593","0.0207297045889667","0.0190670497802606","0.0223923593976729"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2012","362","0.01230967244222","0.0110229410566198","0.0135964038278202"
"sonstige selbständiger, 10+ Mitarbeiter","2012","71","0.00183358894395228","0.00133435200443927","0.0023328258834653"
"mithelfende Familienangehörige","2012","37","0.00132832929464816","0.000903300370144814","0.0017533582191515"
"Angestellte, Industrie- und Werkmeister","2012","65","0.00194133982830664","0.00142767117745742","0.00245500847915587"
"Angestellte, einfache Tätigkeit (bis 1990)","2012","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2012","974","0.0299689268645764","0.0279792494750298","0.031958604254123"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2012","1313","0.0452282342936896","0.0428032504690863","0.047653218118293"
"Angestellte, qualifizierte Tätigkeit","2012","4327","0.141871923649354","0.137800197791207","0.145943649507501"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2012","2363","0.077769486603422","0.0746442809210194","0.0808946922858246"
"Angestellte, umfassende Führungsaufgaben","2012","289","0.00760918826159173","0.00659512563380451","0.00862325088937895"
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2012","","","",""
"Beamte, einfacher Dienst","2012","","","",""
"Beamte, mittlerer Dienst","2012","262","0.00981099508978212","0.00866080446169115","0.0109611857178731"
"Beamte, gehobener Dienst","2012","529","0.0163807471333581","0.0148994758306964","0.0178620184360197"
"Beamte, höherer Dienst","2012","324","0.00860841847420093","0.00753036936661743","0.00968646758178443"
"nicht erwerbstätig (NE): keine weitere Angaben","2013","2863","0.0637241875871639","0.0610141448715501","0.0664342303027778"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2013","1343","0.0394198728186218","0.0372609034098131","0.0415788422274306"
"NE: arbeitslos gemeldet","2013","2066","0.0511740958788594","0.0487293122075109","0.0536188795502079"
"NE: Rentner/Rentnerin","2013","6029","0.277921515606732","0.272951298410864","0.282891732802601"
"NE: Wehr- und Zivildienst","2013","30","0.000638147420334849","0.000357963006010303","0.000918331834659394"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2013","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2013","537","0.0145466699089066","0.0132182912088966","0.0158750486089167"
"Auszubildende, kaufmännisch (ab 2000)","2013","282","0.00758937863731522","0.0066265014606172","0.00855225581401323"
"Volontäre, Praktikanten","2013","102","0.0034185304674217","0.00277094333340261","0.00406611760144078"
"Aspiranten (1990 Ost)","2013","","","",""
"ungelernter Arbeiter","2013","979","0.0255774874020363","0.0238259287890868","0.0273290460149857"
"angelernter Arbeiter","2013","1717","0.0483382405443943","0.0459586139766298","0.0507178671121587"
"gelernte und Facharbeiter","2013","1455","0.051907149458676","0.0494458689852796","0.0543684299320723"
"Vorarbeiter, Kolonnenführer","2013","229","0.00791083527798151","0.00692793693128954","0.00889373362467347"
"Meister, Polier","2013","72","0.00302864901799569","0.00241898874902811","0.00363830928696328"
"Arbeiter in der Landwirtschaft (1990 Ost)","2013","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2013","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2013","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2013","","","",""
"selbständiger Landwirt","2013","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2013","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2013","37","0.000962037197920422","0.000618076351796372","0.00130599804404447"
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2013","","","",""
"Freiberufler, Akademiker","2013","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2013","416","0.012293041010487","0.0110704933396119","0.0135155886813622"
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2013","182","0.00606536855267925","0.0052039195161561","0.00692681758920239"
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2013","40","0.00111979253367461","0.000748729604847944","0.00149085546250127"
"sonstige selbständiger","2013","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2013","646","0.0208081459158815","0.019224446819838","0.0223918450119249"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2013","387","0.0125158221141808","0.0112823854765964","0.0137492587517651"
"sonstige selbständiger, 10+ Mitarbeiter","2013","78","0.00216224145186997","0.00164688924296498","0.00267759366077495"
"mithelfende Familienangehörige","2013","50","0.00175732453943882","0.00129263153618904","0.00222201754268859"
"Angestellte, Industrie- und Werkmeister","2013","87","0.00282543474565311","0.00223652286261483","0.00341434662869138"
"Angestellte, einfache Tätigkeit (bis 1990)","2013","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2013","1469","0.0373942858922657","0.0352893013051345","0.039499270479397"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2013","1524","0.0458118739043166","0.0434921937186788","0.0481315540899544"
"Angestellte, qualifizierte Tätigkeit","2013","4623","0.140174679068847","0.136322894570426","0.144026463567268"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2013","2569","0.0789459378765974","0.0759541586940818","0.0819377170591131"
"Angestellte, umfassende Führungsaufgaben","2013","269","0.00635345019971446","0.00547190850114862","0.00723499189828029"
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2013","","","",""
"Beamte, einfacher Dienst","2013","","","",""
"Beamte, mittlerer Dienst","2013","241","0.00898083465696999","0.00793413650436288","0.0100275328095771"
"Beamte, gehobener Dienst","2013","512","0.016073780736187","0.0146784975293202","0.0174690639430538"
"Beamte, höherer Dienst","2013","322","0.00861580281284803","0.00759040838776262","0.00964119723793345"
"nicht erwerbstätig (NE): keine weitere Angaben","2014","2383","0.062339359980918","0.059491632226161","0.0651870877356751"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2014","1215","0.0378434301980264","0.0355958635568861","0.0400909968391667"
"NE: arbeitslos gemeldet","2014","1635","0.050799028470907","0.0482125953940978","0.0533854615477162"
"NE: Rentner/Rentnerin","2014","5740","0.272807121253461","0.267560893804426","0.278053348702496"
"NE: Wehr- und Zivildienst","2014","57","0.00196045139494012","0.00143944102110223","0.00248146176877801"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2014","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2014","446","0.0161231363257479","0.0146396293512254","0.0176066433002704"
"Auszubildende, kaufmännisch (ab 2000)","2014","239","0.00699565345962079","0.00601394129141067","0.0079773656278309"
"Volontäre, Praktikanten","2014","104","0.00339107213751421","0.00270633267702426","0.00407581159800417"
"Aspiranten (1990 Ost)","2014","","","",""
"ungelernter Arbeiter","2014","785","0.0244569334915252","0.0226375733333962","0.0262762936496541"
"angelernter Arbeiter","2014","1390","0.0470627583024683","0.0445683629198984","0.0495571536850382"
"gelernte und Facharbeiter","2014","1425","0.0537745558622766","0.0511176254344247","0.0564314862901285"
"Vorarbeiter, Kolonnenführer","2014","171","0.00662655902431913","0.0056709180488429","0.00758219999979537"
"Meister, Polier","2014","70","0.00342726683387054","0.00273889528097062","0.00411563838677047"
"Arbeiter in der Landwirtschaft (1990 Ost)","2014","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2014","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2014","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2014","","","",""
"selbständiger Landwirt","2014","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2014","35","0.00109301290962561","0.000703815781865381","0.00148221003738584"
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2014","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2014","","","",""
"Freiberufler, Akademiker","2014","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2014","349","0.0135587370844881","0.0121965408031176","0.0149209333658586"
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2014","171","0.00548394616464964","0.00461409100124793","0.00635380132805136"
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2014","38","0.00155524700955865","0.00109109935270136","0.00201939466641594"
"sonstige selbständiger","2014","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2014","541","0.0199425519427601","0.0182958667204751","0.0215892371650451"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2014","326","0.011118186636183","0.00988313922319199","0.012353234049174"
"sonstige selbständiger, 10+ Mitarbeiter","2014","67","0.00199812491382162","0.00147214222429399","0.00252410760334926"
"mithelfende Familienangehörige","2014","55","0.00152790055504173","0.00106784533099773","0.00198795577908574"
"Angestellte, Industrie- und Werkmeister","2014","75","0.00266952042213331","0.00206176250492423","0.00327727833934239"
"Angestellte, einfache Tätigkeit (bis 1990)","2014","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2014","1180","0.0354033892501802","0.033226733536333","0.0375800449640275"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2014","1418","0.0480473352828945","0.0455282852955254","0.0505663852702637"
"Angestellte, qualifizierte Tätigkeit","2014","4196","0.145053144920397","0.140905251492106","0.149201038348688"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2014","2284","0.0804756582783408","0.0772715414753365","0.0836797750813451"
"Angestellte, umfassende Führungsaufgaben","2014","242","0.00691347587197075","0.00593750641756373","0.00788944532637777"
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2014","","","",""
"Beamte, einfacher Dienst","2014","","","",""
"Beamte, mittlerer Dienst","2014","214","0.00793538008045895","0.00689030304976439","0.00898045711115351"
"Beamte, gehobener Dienst","2014","491","0.0180133960327082","0.0164468432381966","0.0195799488272198"
"Beamte, höherer Dienst","2014","297","0.00977715907268243","0.00861820222510115","0.0109361159202637"
"nicht erwerbstätig (NE): keine weitere Angaben","2015","2390","0.0592535360380212","0.0564573291981924","0.06204974287785"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2015","1158","0.0361397929576223","0.0339293683047901","0.0383502176104545"
"NE: arbeitslos gemeldet","2015","1732","0.0504517896079586","0.0478595648277408","0.0530440143881764"
"NE: Rentner/Rentnerin","2015","5614","0.274814410351878","0.269527277857611","0.280101542846144"
"NE: Wehr- und Zivildienst","2015","53","0.00136290002429848","0.000925970182105213","0.00179982986649175"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2015","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2015","456","0.0155200748419511","0.0140561249967285","0.0169840246871737"
"Auszubildende, kaufmännisch (ab 2000)","2015","236","0.00743038800587888","0.00641329166023065","0.00844748435152711"
"Volontäre, Praktikanten","2015","92","0.00351170662557908","0.00281110510732501","0.00421230814383315"
"Aspiranten (1990 Ost)","2015","","","",""
"ungelernter Arbeiter","2015","848","0.025227109906418","0.0233698985487212","0.0270843212641148"
"angelernter Arbeiter","2015","1391","0.0452785554292489","0.0428161447825258","0.047740966075972"
"gelernte und Facharbeiter","2015","1209","0.0486423327347553","0.0460945935391149","0.0511900719303958"
"Vorarbeiter, Kolonnenführer","2015","169","0.0060075651493806","0.00509236381583477","0.00692276648292643"
"Meister, Polier","2015","71","0.00325652554855867","0.00258177257749133","0.003931278519626"
"Arbeiter in der Landwirtschaft (1990 Ost)","2015","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2015","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2015","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2015","","","",""
"selbständiger Landwirt","2015","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2015","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2015","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2015","","","",""
"Freiberufler, Akademiker","2015","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2015","357","0.0134777965446546","0.0121121486474391","0.01484344444187"
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2015","143","0.00530178403150139","0.00444171651361876","0.00616185154938402"
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2015","32","0.00110096106764049","0.000708205239235028","0.00149371689604595"
"sonstige selbständiger","2015","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2015","502","0.0197048111219422","0.0180587709354316","0.0213508513084529"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2015","325","0.0116692989132716","0.0103974094029401","0.0129411884236031"
"sonstige selbständiger, 10+ Mitarbeiter","2015","68","0.00172367653937198","0.00123239648679666","0.00221495659194729"
"mithelfende Familienangehörige","2015","50","0.0018467178891287","0.00133823685614513","0.00235519892211227"
"Angestellte, Industrie- und Werkmeister","2015","70","0.00246687924727196","0.00187937167566936","0.00305438681887455"
"Angestellte, einfache Tätigkeit (bis 1990)","2015","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2015","1345","0.0423410630728041","0.039956207012743","0.0447259191328652"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2015","1425","0.0479663572413222","0.0454354841008717","0.0504972303817727"
"Angestellte, qualifizierte Tätigkeit","2015","4058","0.145143469225305","0.140971690867476","0.149315247583135"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2015","2332","0.0862484277531656","0.0829236277812413","0.0895732277250898"
"Angestellte, umfassende Führungsaufgaben","2015","239","0.006496714711834","0.00554521773670198","0.00744821168696603"
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2015","","","",""
"Beamte, einfacher Dienst","2015","30","0.00147856351609655","0.00102349734768168","0.00193362968451143"
"Beamte, mittlerer Dienst","2015","199","0.00755897539358998","0.00653318251400159","0.00858476827317838"
"Beamte, gehobener Dienst","2015","456","0.0163041140929241","0.0148042397000805","0.0178039884857677"
"Beamte, höherer Dienst","2015","290","0.0105319692622679","0.00932295469111875","0.011740983833417"
"nicht erwerbstätig (NE): keine weitere Angaben","2016","5957","0.0641434718198273","0.0613444626792086","0.066942480960446"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2016","1213","0.0397998738345933","0.0375665835569564","0.0420331641122302"
"NE: arbeitslos gemeldet","2016","1436","0.0496966166785202","0.0472139523881061","0.0521792809689342"
"NE: Rentner/Rentnerin","2016","5347","0.264465306736862","0.259426712525413","0.269503900948311"
"NE: Wehr- und Zivildienst","2016","55","0.00171976877813727","0.00124641623601718","0.00219312132025735"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2016","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2016","437","0.0139438302133394","0.0126042605038935","0.0152833999227853"
"Auszubildende, kaufmännisch (ab 2000)","2016","214","0.00698006276324922","0.00602894981052502","0.00793117571597343"
"Volontäre, Praktikanten","2016","158","0.00429583928834744","0.00354868099399768","0.00504299758269721"
"Aspiranten (1990 Ost)","2016","","","",""
"ungelernter Arbeiter","2016","757","0.0224343232831047","0.0207425081416252","0.0241261384245843"
"angelernter Arbeiter","2016","1264","0.0442449517992017","0.041895705173671","0.0465941984247325"
"gelernte und Facharbeiter","2016","1167","0.0539093984110571","0.051329384455581","0.0564894123665332"
"Vorarbeiter, Kolonnenführer","2016","168","0.00783030706176492","0.00682336189149171","0.00883725223203814"
"Meister, Polier","2016","70","0.00306396680437597","0.00243257473470059","0.00369535887405135"
"Arbeiter in der Landwirtschaft (1990 Ost)","2016","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2016","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2016","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2016","","","",""
"selbständiger Landwirt","2016","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2016","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2016","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2016","","","",""
"Freiberufler, Akademiker","2016","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2016","297","0.0123552393999882","0.0110932682901298","0.0136172105098466"
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2016","134","0.00493520361063464","0.00413462926930921","0.00573577795196006"
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2016","33","0.00130735370558287","0.000894557282568355","0.00172015012859739"
"sonstige selbständiger","2016","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2016","504","0.0201577000930488","0.0185521567655408","0.0217632434205569"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2016","265","0.0102755752908178","0.00912349256440063","0.0114276580172349"
"sonstige selbständiger, 10+ Mitarbeiter","2016","66","0.00251317197196059","0.00194118236624903","0.00308516157767215"
"mithelfende Familienangehörige","2016","42","0.00140390010625705","0.000976153586728909","0.00183164662578519"
"Angestellte, Industrie- und Werkmeister","2016","67","0.0034190158738246","0.00275216257351867","0.00408586917413052"
"Angestellte, einfache Tätigkeit (bis 1990)","2016","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2016","1185","0.0381377497464272","0.0359496988454691","0.0403258006473854"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2016","1332","0.050206552125147","0.0477118526724409","0.0527012515778532"
"Angestellte, qualifizierte Tätigkeit","2016","3900","0.148414428239517","0.144353029242394","0.152475827236639"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2016","2208","0.0851519315245793","0.0819633671622181","0.0883404958869406"
"Angestellte, umfassende Führungsaufgaben","2016","188","0.00616961818234324","0.00527505972344589","0.00706417664124059"
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2016","","","",""
"Beamte, einfacher Dienst","2016","","","",""
"Beamte, mittlerer Dienst","2016","188","0.00829970830496732","0.00726326611481636","0.00933615049511828"
"Beamte, gehobener Dienst","2016","449","0.0175477204872435","0.0160477264433267","0.0190477145311602"
"Beamte, höherer Dienst","2016","261","0.0101313890300289","0.00898733451171571","0.0112754435483421"
"nicht erwerbstätig (NE): keine weitere Angaben","2017","5631","0.0645722668515933","0.0619142678219102","0.0672302658812764"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2017","1407","0.0367525262248922","0.0347176442804748","0.0387874081693097"
"NE: arbeitslos gemeldet","2017","2482","0.0480142927295643","0.0457020833271606","0.0503265021319679"
"NE: Rentner/Rentnerin","2017","5626","0.261955414523546","0.257200073471576","0.266710755575516"
"NE: Wehr- und Zivildienst","2017","60","0.0015119047747225","0.00109170061647924","0.00193210893296575"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2017","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2017","531","0.0141982517879456","0.0129187558553379","0.0154777477205532"
"Auszubildende, kaufmännisch (ab 2000)","2017","245","0.00809170009899389","0.00712279256671088","0.00906060763127689"
"Volontäre, Praktikanten","2017","172","0.00444816826476268","0.00372847204356171","0.00516786448596365"
"Aspiranten (1990 Ost)","2017","","","",""
"ungelernter Arbeiter","2017","807","0.0228841343881316","0.021266922377189","0.0245013463990742"
"angelernter Arbeiter","2017","1404","0.0438498562791916","0.0416353658108329","0.0460643467475503"
"gelernte und Facharbeiter","2017","1168","0.0448443965605469","0.0426060989196478","0.047082694201446"
"Vorarbeiter, Kolonnenführer","2017","171","0.00701378355671049","0.00611122690611728","0.0079163402073037"
"Meister, Polier","2017","68","0.00233717483112387","0.00181494199383492","0.00285940766841282"
"Arbeiter in der Landwirtschaft (1990 Ost)","2017","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2017","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2017","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2017","","","",""
"selbständiger Landwirt","2017","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2017","35","0.00126292151899865","0.000878824930997963","0.00164701810699934"
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2017","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2017","","","",""
"Freiberufler, Akademiker","2017","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2017","355","0.0120251959518117","0.010846380835263","0.0132040110683603"
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2017","149","0.00553358350344707","0.0047313053327914","0.00633586167410273"
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2017","33","0.00128643045920675","0.000898779990479942","0.00167408092793356"
"sonstige selbständiger","2017","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2017","512","0.0189473043531979","0.0174727982848622","0.0204218104215336"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2017","294","0.0106165896974381","0.00950817695577681","0.0117250024390994"
"sonstige selbständiger, 10+ Mitarbeiter","2017","72","0.00211116224213966","0.00161476590501935","0.00260755857925997"
"mithelfende Familienangehörige","2017","47","0.0016699279547869","0.00122834467077308","0.00211151123880072"
"Angestellte, Industrie- und Werkmeister","2017","89","0.00320101263141127","0.00259010694325207","0.00381191831957047"
"Angestellte, einfache Tätigkeit (bis 1990)","2017","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2017","1616","0.0473691693355109","0.0450717679334891","0.0496665707375326"
