"pgstib","year","alter_gr","n","percent","lower_confidence","upper_confidence"
"Auszubildende, gewerblich-technisch (ab 2000)","2007","66 und älter","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2007","16-34 Jahre alt","175","0.0359282297170627","0.0307956937758094","0.0410607656583161"
"Auszubildende, kaufmännisch (ab 2000)","2007","35-65 Jahre alt","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2007","66 und älter","","","",""
"Volontäre, Praktikanten","2007","16-34 Jahre alt","51","0.00966251109906511","0.00696479639324196","0.0123602258048883"
"Volontäre, Praktikanten","2007","35-65 Jahre alt","","","",""
"Volontäre, Praktikanten","2007","66 und älter","","","",""
"Aspiranten (1990 Ost)","2007","16-34 Jahre alt","","","",""
"Aspiranten (1990 Ost)","2007","35-65 Jahre alt","","","",""
"Aspiranten (1990 Ost)","2007","66 und älter","","","",""
"ungelernter Arbeiter","2007","16-34 Jahre alt","145","0.0351260068050135","0.0300489841924535","0.0402030294175736"
"ungelernter Arbeiter","2007","35-65 Jahre alt","331","0.0375242088397107","0.0340476727464167","0.0410007449330047"
"ungelernter Arbeiter","2007","66 und älter","","","",""
"angelernter Arbeiter","2007","16-34 Jahre alt","234","0.0470792581887853","0.041238051115475","0.0529204652620957"
"angelernter Arbeiter","2007","35-65 Jahre alt","780","0.0791513469971565","0.074212570796139","0.084090123198174"
"angelernter Arbeiter","2007","66 und älter","","","",""
"gelernte und Facharbeiter","2007","16-34 Jahre alt","388","0.0888876443741914","0.0810395164508548","0.096735772297528"
"gelernte und Facharbeiter","2007","35-65 Jahre alt","889","0.086988369672523","0.0818329406309134","0.0921437987141326"
"gelernte und Facharbeiter","2007","66 und älter","","","",""
"Vorarbeiter, Kolonnenführer","2007","16-34 Jahre alt","37","0.00839438237907492","0.00587830918930914","0.0109104555688407"
"Vorarbeiter, Kolonnenführer","2007","35-65 Jahre alt","165","0.0155200277143295","0.0132587924378805","0.0177812629907785"
"Vorarbeiter, Kolonnenführer","2007","66 und älter","","","",""
"Meister, Polier","2007","16-34 Jahre alt","","","",""
"Meister, Polier","2007","35-65 Jahre alt","79","0.00865403985506683","0.00695963132497953","0.0103484483851541"
"Meister, Polier","2007","66 und älter","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2007","16-34 Jahre alt","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2007","35-65 Jahre alt","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2007","66 und älter","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2007","16-34 Jahre alt","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2007","35-65 Jahre alt","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2007","66 und älter","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2007","16-34 Jahre alt","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2007","35-65 Jahre alt","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2007","66 und älter","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2007","16-34 Jahre alt","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2007","35-65 Jahre alt","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2007","66 und älter","","","",""
"selbständiger Landwirt","2007","16-34 Jahre alt","","","",""
"selbständiger Landwirt","2007","35-65 Jahre alt","","","",""
"selbständiger Landwirt","2007","66 und älter","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2007","16-34 Jahre alt","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2007","35-65 Jahre alt","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2007","66 und älter","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2007","16-34 Jahre alt","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2007","35-65 Jahre alt","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2007","66 und älter","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2007","16-34 Jahre alt","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2007","35-65 Jahre alt","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2007","66 und älter","","","",""
"Freiberufler, Akademiker","2007","16-34 Jahre alt","","","",""
"Freiberufler, Akademiker","2007","35-65 Jahre alt","","","",""
"Freiberufler, Akademiker","2007","66 und älter","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2007","16-34 Jahre alt","32","0.00589640252035882","0.00378501091237977","0.00800779412833787"
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2007","35-65 Jahre alt","170","0.014628210775623","0.0124319104295784","0.0168245111216675"
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2007","66 und älter","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2007","16-34 Jahre alt","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2007","35-65 Jahre alt","149","0.00891358942172627","0.00719418461471727","0.0106329942287353"
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2007","66 und älter","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2007","16-34 Jahre alt","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2007","35-65 Jahre alt","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2007","66 und älter","","","",""
"sonstige selbständiger","2007","16-34 Jahre alt","","","",""
"sonstige selbständiger","2007","35-65 Jahre alt","","","",""
"sonstige selbständiger","2007","66 und älter","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2007","16-34 Jahre alt","66","0.0125347370355785","0.00946657752827892","0.015602896542878"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2007","35-65 Jahre alt","335","0.0289461860422457","0.0258791887907549","0.0320131832937365"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2007","66 und älter","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2007","16-34 Jahre alt","37","0.00713073449887733","0.00481028258205293","0.00945118641570173"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2007","35-65 Jahre alt","247","0.018454732802251","0.0159926360767363","0.0209168295277657"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2007","66 und älter","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2007","16-34 Jahre alt","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2007","35-65 Jahre alt","58","0.00434764989903344","0.00314406367857926","0.00555123611948761"
"sonstige selbständiger, 10+ Mitarbeiter","2007","66 und älter","","","",""
"mithelfende Familienangehörige","2007","16-34 Jahre alt","","","",""
"mithelfende Familienangehörige","2007","35-65 Jahre alt","37","0.00246723099524847","0.00155969354653888","0.00337476844395807"
"mithelfende Familienangehörige","2007","66 und älter","","","",""
"Angestellte, Industrie- und Werkmeister","2007","16-34 Jahre alt","","","",""
"Angestellte, Industrie- und Werkmeister","2007","35-65 Jahre alt","55","0.00554898299633565","0.00419006121980521","0.00690790477286609"
"Angestellte, Industrie- und Werkmeister","2007","66 und älter","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2007","16-34 Jahre alt","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2007","35-65 Jahre alt","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2007","66 und älter","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2007","16-34 Jahre alt","188","0.0420983326131956","0.0365603406784967","0.0476363245478945"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2007","35-65 Jahre alt","316","0.0281837206584783","0.0251561986364648","0.0312112426804918"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2007","66 und älter","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2007","16-34 Jahre alt","292","0.056269627864612","0.0499145570486377","0.0626246986805862"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2007","35-65 Jahre alt","647","0.0613301363633079","0.0569408949754117","0.0657193777512041"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2007","66 und älter","","","",""
"Angestellte, qualifizierte Tätigkeit","2007","16-34 Jahre alt","611","0.119340123537898","0.11039972758461","0.128280519491185"
"Angestellte, qualifizierte Tätigkeit","2007","35-65 Jahre alt","1856","0.154555148591114","0.147942423878339","0.161167873303888"
"Angestellte, qualifizierte Tätigkeit","2007","66 und älter","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2007","16-34 Jahre alt","292","0.062067555200667","0.055413636259758","0.0687214741415761"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2007","35-65 Jahre alt","1257","0.0960953830160178","0.0907038952200518","0.101486870811984"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2007","66 und älter","","","",""
"Angestellte, umfassende Führungsaufgaben","2007","16-34 Jahre alt","","","",""
"Angestellte, umfassende Führungsaufgaben","2007","35-65 Jahre alt","205","0.010891374842877","0.00899266146575992","0.0127900882199942"
"Angestellte, umfassende Führungsaufgaben","2007","66 und älter","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2007","16-34 Jahre alt","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2007","35-65 Jahre alt","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2007","66 und älter","","","",""
"Beamte, einfacher Dienst","2007","16-34 Jahre alt","","","",""
"Beamte, einfacher Dienst","2007","35-65 Jahre alt","","","",""
"Beamte, einfacher Dienst","2007","66 und älter","","","",""
"Beamte, mittlerer Dienst","2007","16-34 Jahre alt","53","0.0127710354571963","0.0096744618600589","0.0158676090543338"
"Beamte, mittlerer Dienst","2007","35-65 Jahre alt","163","0.0146522766172135","0.0124541972162495","0.0168503560181775"
"Beamte, mittlerer Dienst","2007","66 und älter","","","",""
"Beamte, gehobener Dienst","2007","16-34 Jahre alt","57","0.0116338581797421","0.0086766614370198","0.0145910549224644"
"Beamte, gehobener Dienst","2007","35-65 Jahre alt","336","0.0212192578921886","0.0185829030347822","0.0238556127495949"
"Beamte, gehobener Dienst","2007","66 und älter","","","",""
"Beamte, höherer Dienst","2007","16-34 Jahre alt","","","",""
"Beamte, höherer Dienst","2007","35-65 Jahre alt","251","0.0138513713425494","0.0117133421198588","0.01598940056524"
"Beamte, höherer Dienst","2007","66 und älter","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","2008","16-34 Jahre alt","520","0.112986437489063","0.103847916447367","0.122124958530759"
"nicht erwerbstätig (NE): keine weitere Angaben","2008","35-65 Jahre alt","860","0.0788266216213888","0.0737146122895368","0.0839386309532408"
"nicht erwerbstätig (NE): keine weitere Angaben","2008","66 und älter","75","0.0155550834238546","0.0118819497884949","0.0192282170592143"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2008","16-34 Jahre alt","912","0.161076338912002","0.150464889083093","0.171687788740912"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2008","35-65 Jahre alt","","","",""
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2008","66 und älter","","","",""
"NE: arbeitslos gemeldet","2008","16-34 Jahre alt","292","0.0724411055884461","0.0649583611921378","0.0799238499847544"
"NE: arbeitslos gemeldet","2008","35-65 Jahre alt","669","0.0704122933131895","0.0655588057357185","0.0752657808906605"
"NE: arbeitslos gemeldet","2008","66 und älter","","","",""
"NE: Rentner/Rentnerin","2008","16-34 Jahre alt","","","",""
"NE: Rentner/Rentnerin","2008","35-65 Jahre alt","1133","0.106783937455882","0.100925042397047","0.112642832514716"
"NE: Rentner/Rentnerin","2008","66 und älter","4081","0.938950454600831","0.931843764105299","0.946057145096364"
"NE: Wehr- und Zivildienst","2008","16-34 Jahre alt","33","0.00836053132101811","0.00573213125501886","0.0109889313870174"
"NE: Wehr- und Zivildienst","2008","35-65 Jahre alt","","","",""
"NE: Wehr- und Zivildienst","2008","66 und älter","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2008","16-34 Jahre alt","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2008","35-65 Jahre alt","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2008","66 und älter","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2008","16-34 Jahre alt","265","0.0575864773998393","0.0508616887518681","0.0643112660478106"
"Auszubildende, gewerblich-technisch (ab 2000)","2008","35-65 Jahre alt","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2008","66 und älter","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2008","16-34 Jahre alt","151","0.0343727296050837","0.0291136541701632","0.0396318050400042"
"Auszubildende, kaufmännisch (ab 2000)","2008","35-65 Jahre alt","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2008","66 und älter","","","",""
"Volontäre, Praktikanten","2008","16-34 Jahre alt","52","0.00966050754906687","0.0068369954735059","0.0124840196246278"
"Volontäre, Praktikanten","2008","35-65 Jahre alt","","","",""
"Volontäre, Praktikanten","2008","66 und älter","","","",""
"Aspiranten (1990 Ost)","2008","16-34 Jahre alt","","","",""
"Aspiranten (1990 Ost)","2008","35-65 Jahre alt","","","",""
"Aspiranten (1990 Ost)","2008","66 und älter","","","",""
"ungelernter Arbeiter","2008","16-34 Jahre alt","162","0.0448772823306308","0.0389008708638479","0.0508536937974136"
"ungelernter Arbeiter","2008","35-65 Jahre alt","319","0.0376287153486959","0.0340186462416522","0.0412387844557395"
"ungelernter Arbeiter","2008","66 und älter","","","",""
"angelernter Arbeiter","2008","16-34 Jahre alt","198","0.0479940868549246","0.0418237152779809","0.0541644584318684"
"angelernter Arbeiter","2008","35-65 Jahre alt","732","0.0848024350878405","0.0795174218275237","0.0900874483481574"
"angelernter Arbeiter","2008","66 und älter","","","",""
"gelernte und Facharbeiter","2008","16-34 Jahre alt","361","0.0865356128180579","0.0784196345531478","0.094651591082968"
"gelernte und Facharbeiter","2008","35-65 Jahre alt","866","0.0867838963287724","0.0814432865728714","0.0921245060846734"
"gelernte und Facharbeiter","2008","66 und älter","","","",""
"Vorarbeiter, Kolonnenführer","2008","16-34 Jahre alt","38","0.00628791250495663","0.00400609367541598","0.00856973133449728"
"Vorarbeiter, Kolonnenführer","2008","35-65 Jahre alt","155","0.0159573126004719","0.0135800818609464","0.0183345433399974"
"Vorarbeiter, Kolonnenführer","2008","66 und älter","","","",""
"Meister, Polier","2008","16-34 Jahre alt","","","",""
"Meister, Polier","2008","35-65 Jahre alt","69","0.00920473006144451","0.00739304800674111","0.0110164121161479"
"Meister, Polier","2008","66 und älter","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2008","16-34 Jahre alt","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2008","35-65 Jahre alt","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2008","66 und älter","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2008","16-34 Jahre alt","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2008","35-65 Jahre alt","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2008","66 und älter","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2008","16-34 Jahre alt","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2008","35-65 Jahre alt","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2008","66 und älter","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2008","16-34 Jahre alt","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2008","35-65 Jahre alt","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2008","66 und älter","","","",""
"selbständiger Landwirt","2008","16-34 Jahre alt","","","",""
"selbständiger Landwirt","2008","35-65 Jahre alt","","","",""
"selbständiger Landwirt","2008","66 und älter","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2008","16-34 Jahre alt","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2008","35-65 Jahre alt","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2008","66 und älter","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2008","16-34 Jahre alt","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2008","35-65 Jahre alt","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2008","66 und älter","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2008","16-34 Jahre alt","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2008","35-65 Jahre alt","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2008","66 und älter","","","",""
