"ple0044_h","year","sampreg","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nein","1988","Westdeutschland","weiblich","1152","0.213611956997667","0.202193153635438","0.225030760359896"
"Nein","1988","Ostdeutschland","männlich","","","",""
"Nein","1988","Ostdeutschland","weiblich","","","",""
"Ja","1988","Westdeutschland","männlich","2967","0.62071645034067","0.60703417886048","0.63439872182086"
"Ja","1988","Westdeutschland","weiblich","3797","0.786388043002333","0.774969239640104","0.797806846364562"
"Ja","1988","Ostdeutschland","männlich","","","",""
"Ja","1988","Ostdeutschland","weiblich","","","",""
"Nein","1989","Westdeutschland","männlich","1724","0.351782828006274","0.338158324462743","0.365407331549806"
"Nein","1989","Westdeutschland","weiblich","1111","0.212248994529602","0.20075298115842","0.223745007900784"
"Nein","1989","Ostdeutschland","männlich","","","",""
"Nein","1989","Ostdeutschland","weiblich","","","",""
"Ja","1989","Westdeutschland","männlich","2995","0.648217171993726","0.634592668450194","0.661841675537257"
"Ja","1989","Westdeutschland","weiblich","3749","0.787751005470398","0.776254992099216","0.799247018841579"
"Ja","1989","Ostdeutschland","männlich","","","",""
"Ja","1989","Ostdeutschland","weiblich","","","",""
"Nein","1990","Westdeutschland","männlich","","","",""
"Nein","1990","Westdeutschland","weiblich","","","",""
"Nein","1990","Ostdeutschland","männlich","","","",""
"Nein","1990","Ostdeutschland","weiblich","","","",""
"Ja","1990","Westdeutschland","männlich","","","",""
"Ja","1990","Westdeutschland","weiblich","","","",""
"Ja","1990","Ostdeutschland","männlich","","","",""
"Ja","1990","Ostdeutschland","weiblich","","","",""
"Nein","1991","Westdeutschland","männlich","1597","0.339367208769063","0.325707853763157","0.353026563774969"
"Nein","1991","Westdeutschland","weiblich","1099","0.205817945437157","0.194351796306582","0.217284094567732"
"Nein","1991","Ostdeutschland","männlich","","","",""
"Nein","1991","Ostdeutschland","weiblich","","","",""
"Ja","1991","Westdeutschland","männlich","3019","0.660632791230937","0.646973436225031","0.674292146236843"
"Ja","1991","Westdeutschland","weiblich","3677","0.794182054562843","0.782715905432268","0.805648203693417"
"Ja","1991","Ostdeutschland","männlich","1978","1","1","1"
"Ja","1991","Ostdeutschland","weiblich","2161","1","1","1"
"Nein","1992","Westdeutschland","männlich","1536","0.342951989975119","0.329127085269203","0.356776894681036"
"Nein","1992","Westdeutschland","weiblich","1042","0.20454626254859","0.193005724650129","0.21608680044705"
"Nein","1992","Ostdeutschland","männlich","987","0.495642422848037","0.473011567666496","0.518273278029578"
"Nein","1992","Ostdeutschland","weiblich","779","0.334917186471427","0.31459059206873","0.355243780874124"
"Ja","1992","Westdeutschland","männlich","2993","0.657048010024881","0.643223105318964","0.670872914730797"
"Ja","1992","Westdeutschland","weiblich","3651","0.795453737451411","0.78391319955295","0.806994275349871"
"Ja","1992","Ostdeutschland","männlich","888","0.504357577151963","0.481726721970422","0.526988432333504"
"Ja","1992","Ostdeutschland","weiblich","1292","0.665082813528573","0.644756219125876","0.68540940793127"
"Nein","1993","Westdeutschland","männlich","","","",""
"Nein","1993","Westdeutschland","weiblich","","","",""
"Nein","1993","Ostdeutschland","männlich","","","",""
"Nein","1993","Ostdeutschland","weiblich","","","",""
"Ja","1993","Westdeutschland","männlich","","","",""
"Ja","1993","Westdeutschland","weiblich","","","",""
"Ja","1993","Ostdeutschland","männlich","","","",""
"Ja","1993","Ostdeutschland","weiblich","","","",""
"Nein","1994","Westdeutschland","männlich","1577","0.351721153857725","0.33757817838285","0.365864129332599"
"Nein","1994","Westdeutschland","weiblich","997","0.191986950701383","0.180639548233855","0.203334353168912"
"Nein","1994","Ostdeutschland","männlich","739","0.366349513874135","0.344010782240675","0.388688245507594"
"Nein","1994","Ostdeutschland","weiblich","529","0.226973601479641","0.208462564515419","0.245484638443863"
"Ja","1994","Westdeutschland","männlich","2802","0.648278846142275","0.634135870667401","0.66242182161715"
"Ja","1994","Westdeutschland","weiblich","3631","0.808013049298617","0.796665646831088","0.819360451766145"
"Ja","1994","Ostdeutschland","männlich","1048","0.633650486125865","0.611311754492406","0.655989217759325"
"Ja","1994","Ostdeutschland","weiblich","1438","0.773026398520359","0.754515361556137","0.791537435484581"
"Nein","1995","Westdeutschland","männlich","1582","0.336601338628437","0.322793194572303","0.350409482684572"
"Nein","1995","Westdeutschland","weiblich","1069","0.200279917301766","0.188926147708784","0.211633686894749"
"Nein","1995","Ostdeutschland","männlich","707","0.380418682175413","0.35746160539756","0.403375758953266"
"Nein","1995","Ostdeutschland","weiblich","528","0.237158076345318","0.217951768853449","0.256364383837187"
"Ja","1995","Westdeutschland","männlich","2917","0.663398661371563","0.649590517315428","0.677206805427697"
"Ja","1995","Westdeutschland","weiblich","3704","0.799720082698234","0.788366313105252","0.811073852291216"
"Ja","1995","Ostdeutschland","männlich","1011","0.619581317824587","0.596624241046734","0.64253839460244"
"Ja","1995","Ostdeutschland","weiblich","1356","0.762841923654682","0.743635616162813","0.782048231146551"
"Nein","1996","Westdeutschland","männlich","1509","0.33974627087372","0.325713539391672","0.353779002355768"
"Nein","1996","Westdeutschland","weiblich","1062","0.20361920507129","0.192059900301573","0.215178509841006"
"Nein","1996","Ostdeutschland","männlich","621","0.335651286052345","0.313084105561877","0.358218466542813"
"Nein","1996","Ostdeutschland","weiblich","463","0.214166593856395","0.195375804370662","0.232957383342127"
"Ja","1996","Westdeutschland","männlich","2867","0.66025372912628","0.646220997644231","0.674286460608328"
"Ja","1996","Westdeutschland","weiblich","3600","0.79638079492871","0.784821490158994","0.807940099698427"
"Ja","1996","Ostdeutschland","männlich","1061","0.664348713947655","0.641781533457187","0.686915894438123"
"Ja","1996","Ostdeutschland","weiblich","1368","0.785833406143605","0.767042616657873","0.804624195629338"
"Nein","1997","Westdeutschland","männlich","1504","0.338723426308344","0.324574317995461","0.352872534621226"
"Nein","1997","Westdeutschland","weiblich","1001","0.194912847197304","0.183403879947234","0.206421814447374"
"Nein","1997","Ostdeutschland","männlich","626","0.332313902097782","0.309762606078423","0.354865198117141"
"Nein","1997","Ostdeutschland","weiblich","489","0.226743551635165","0.207362060186418","0.246125043083911"
"Ja","1997","Westdeutschland","männlich","2794","0.661276573691656","0.647127465378774","0.675425682004539"
"Ja","1997","Westdeutschland","weiblich","3550","0.805087152802696","0.793578185552626","0.816596120052765"
"Ja","1997","Ostdeutschland","männlich","1050","0.667686097902218","0.645134801882859","0.690237393921577"
"Ja","1997","Ostdeutschland","weiblich","1304","0.773256448364835","0.753874956916089","0.792637939813582"
"Nein","1998","Westdeutschland","männlich","1685","0.337882649221644","0.324510333016401","0.351254965426886"
"Nein","1998","Westdeutschland","weiblich","1165","0.201062631123309","0.190089686072603","0.212035576174015"
"Nein","1998","Ostdeutschland","männlich","699","0.36125208516132","0.339029949551297","0.383474220771343"
"Nein","1998","Ostdeutschland","weiblich","498","0.223456300243498","0.204686191996308","0.242226408490688"
"Ja","1998","Westdeutschland","männlich","3121","0.662117350778356","0.648745034573114","0.675489666983599"
"Ja","1998","Westdeutschland","weiblich","3960","0.798937368876691","0.787964423825985","0.809910313927397"
"Ja","1998","Ostdeutschland","männlich","1096","0.63874791483868","0.616525779228657","0.660970050448703"
"Ja","1998","Ostdeutschland","weiblich","1394","0.776543699756502","0.757773591509312","0.795313808003692"
"Nein","1999","Westdeutschland","männlich","1659","0.349676557340225","0.335882487887518","0.363470626792933"
"Nein","1999","Westdeutschland","weiblich","1218","0.221482175462556","0.209837712134254","0.233126638790859"
"Nein","1999","Ostdeutschland","männlich","650","0.349136380199229","0.326776548908677","0.371496211489782"
"Nein","1999","Ostdeutschland","weiblich","535","0.250247240692652","0.230656810081563","0.269837671303741"
"Ja","1999","Westdeutschland","männlich","2932","0.650323442659775","0.636529373207067","0.664117512112482"
"Ja","1999","Westdeutschland","weiblich","3667","0.778517824537444","0.766873361209141","0.790162287865746"
"Ja","1999","Ostdeutschland","männlich","1096","0.650863619800771","0.628503788510218","0.673223451091323"
"Ja","1999","Ostdeutschland","weiblich","1343","0.749752759307348","0.730162328696259","0.769343189918437"
"Nein","2000","Westdeutschland","männlich","2883","0.336957186163828","0.326875524320188","0.347038848007468"
"Nein","2000","Westdeutschland","weiblich","2260","0.230264066064778","0.22164629894113","0.238881833188426"
"Nein","2000","Ostdeutschland","männlich","998","0.356391571076925","0.338282806137094","0.374500336016757"
"Nein","2000","Ostdeutschland","weiblich","773","0.232033400641301","0.216851844677481","0.24721495660512"
"Ja","2000","Westdeutschland","männlich","5561","0.663042813836172","0.652961151992532","0.673124475679812"
"Ja","2000","Westdeutschland","weiblich","6908","0.769735933935222","0.761118166811574","0.77835370105887"
"Ja","2000","Ostdeutschland","männlich","1689","0.643608428923075","0.625499663983243","0.661717193862906"
"Ja","2000","Ostdeutschland","weiblich","2197","0.767966599358699","0.75278504339488","0.783148155322519"
"Nein","2001","Westdeutschland","männlich","2647","0.343934487087387","0.333303093673437","0.354565880501336"
"Nein","2001","Westdeutschland","weiblich","2128","0.239313207909073","0.230146349838249","0.248480065979897"
"Nein","2001","Ostdeutschland","männlich","899","0.338902310371973","0.320483654155197","0.35732096658875"
"Nein","2001","Ostdeutschland","weiblich","686","0.221738196912081","0.206149528406919","0.237326865417242"
"Ja","2001","Westdeutschland","männlich","5022","0.656065512912613","0.645434119498664","0.666696906326563"
"Ja","2001","Westdeutschland","weiblich","6194","0.760686792090927","0.751519934020103","0.769853650161751"
"Ja","2001","Ostdeutschland","männlich","1638","0.661097689628027","0.64267903341125","0.679516345844803"
"Ja","2001","Ostdeutschland","weiblich","2042","0.778261803087919","0.762673134582758","0.793850471593081"
"Nein","2002","Westdeutschland","männlich","2968","0.336318548797911","0.326097754041165","0.346539343554658"
"Nein","2002","Westdeutschland","weiblich","2316","0.235617694889892","0.226763481226015","0.24447190855377"
"Nein","2002","Ostdeutschland","männlich","940","0.34265957393233","0.32418087490199","0.361138272962669"
"Nein","2002","Ostdeutschland","weiblich","688","0.22019448644715","0.204552766065621","0.235836206828678"
"Ja","2002","Westdeutschland","männlich","5240","0.663681451202088","0.653460656445342","0.673902245958835"
"Ja","2002","Westdeutschland","weiblich","6509","0.764382305110108","0.75552809144623","0.773236518773985"
"Ja","2002","Ostdeutschland","männlich","1594","0.657340426067671","0.638861727037331","0.67581912509801"
"Ja","2002","Ostdeutschland","weiblich","2008","0.77980551355285","0.764163793171322","0.795447233934379"
"Nein","2003","Westdeutschland","männlich","2770","0.337577931177562","0.327115731276328","0.348040131078796"
"Nein","2003","Westdeutschland","weiblich","2178","0.227951321922181","0.219005617635951","0.23689702620841"
"Nein","2003","Ostdeutschland","männlich","905","0.338746779084952","0.320198110883406","0.357295447286498"
"Nein","2003","Ostdeutschland","weiblich","670","0.217694642182144","0.202105486800779","0.233283797563508"
"Ja","2003","Westdeutschland","männlich","5078","0.662422068822438","0.651959868921204","0.672884268723672"
"Ja","2003","Westdeutschland","weiblich","6270","0.772048678077819","0.76310297379159","0.780994382364049"
"Ja","2003","Ostdeutschland","männlich","1596","0.661253220915048","0.642704552713502","0.679801889116594"
"Ja","2003","Ostdeutschland","weiblich","2022","0.782305357817856","0.766716202436492","0.797894513199221"
"Nein","2004","Westdeutschland","männlich","2679","0.322300327288203","0.311849956842258","0.332750697734147"
"Nein","2004","Westdeutschland","weiblich","2205","0.241980765627153","0.232749693779506","0.251211837474801"
"Nein","2004","Ostdeutschland","männlich","855","0.342519922818353","0.323561846669746","0.36147799896696"
"Nein","2004","Ostdeutschland","weiblich","679","0.216948590277373","0.201243995849536","0.23265318470521"
"Ja","2004","Westdeutschland","männlich","5004","0.677699672711797","0.667249302265853","0.688150043157742"
"Ja","2004","Westdeutschland","weiblich","6064","0.758019234372846","0.748788162525199","0.767250306220494"
"Ja","2004","Ostdeutschland","männlich","1552","0.657480077181647","0.63852200103304","0.676438153330254"
"Ja","2004","Ostdeutschland","weiblich","1967","0.783051409722627","0.76734681529479","0.798756004150464"
"Nein","2005","Westdeutschland","männlich","2491","0.326027951378176","0.315279234655628","0.336776668100724"
"Nein","2005","Westdeutschland","weiblich","2135","0.245464223181951","0.23602599944515","0.254902446918751"
"Nein","2005","Ostdeutschland","männlich","813","0.333135657720914","0.314111497323265","0.352159818118562"
"Nein","2005","Ostdeutschland","weiblich","663","0.224507682828376","0.208248744491239","0.240766621165512"
"Ja","2005","Westdeutschland","männlich","4815","0.673972048621824","0.663223331899276","0.684720765344372"
"Ja","2005","Westdeutschland","weiblich","5852","0.754535776818049","0.745097553081249","0.76397400055485"
"Ja","2005","Ostdeutschland","männlich","1545","0.666864342279086","0.647840181881438","0.685888502676735"
"Ja","2005","Ostdeutschland","weiblich","1867","0.775492317171624","0.759233378834488","0.791751255508761"
"Nein","2006","Westdeutschland","männlich","2605","0.324226912813868","0.31381969574312","0.334634129884617"
"Nein","2006","Westdeutschland","weiblich","2325","0.249344476338552","0.240172531011023","0.25851642166608"
"Nein","2006","Ostdeutschland","männlich","857","0.352442392067155","0.333533280108931","0.371351504025378"
"Nein","2006","Ostdeutschland","weiblich","716","0.240924769166482","0.224664210982455","0.257185327350509"
"Ja","2006","Westdeutschland","männlich","5166","0.675773087186132","0.665365870115383","0.68618030425688"
"Ja","2006","Westdeutschland","weiblich","6222","0.750655523661448","0.74148357833392","0.759827468988977"
"Ja","2006","Ostdeutschland","männlich","1595","0.647557607932845","0.628648495974622","0.666466719891069"
"Ja","2006","Ostdeutschland","weiblich","1941","0.759075230833518","0.742814672649491","0.775335789017546"
"Nein","2007","Westdeutschland","männlich","2407","0.333422825599136","0.322515971572555","0.344329679625717"
"Nein","2007","Westdeutschland","weiblich","2097","0.238605325764561","0.229222983881136","0.247987667647985"
"Nein","2007","Ostdeutschland","männlich","795","0.338689476618371","0.319518203580548","0.357860749656194"
"Nein","2007","Ostdeutschland","weiblich","672","0.244958685978903","0.228117370719265","0.26180000123854"
"Ja","2007","Westdeutschland","männlich","4770","0.666577174400864","0.655670320374283","0.677484028427445"
"Ja","2007","Westdeutschland","weiblich","5831","0.761394674235439","0.752012332352015","0.770777016118864"
"Ja","2007","Ostdeutschland","männlich","1546","0.661310523381629","0.642139250343806","0.680481796419452"
"Ja","2007","Ostdeutschland","weiblich","1833","0.755041314021097","0.73819999876146","0.771882629280735"
"Nein","2008","Westdeutschland","männlich","2169","0.322676079619847","0.311540744884527","0.333811414355167"
"Nein","2008","Westdeutschland","weiblich","1927","0.235836390315996","0.22623708108488","0.245435699547112"
"Nein","2008","Ostdeutschland","männlich","731","0.322813836372524","0.303447335812104","0.342180336932945"
"Nein","2008","Ostdeutschland","weiblich","632","0.239899226167414","0.222829330360307","0.25696912197452"
"Ja","2008","Westdeutschland","männlich","4602","0.677323920380153","0.666188585644833","0.688459255115473"
"Ja","2008","Westdeutschland","weiblich","5586","0.764163609684004","0.754564300452888","0.77376291891512"
"Ja","2008","Ostdeutschland","männlich","1508","0.677186163627476","0.657819663067055","0.696552664187896"
"Ja","2008","Ostdeutschland","weiblich","1772","0.760100773832586","0.74303087802548","0.777170669639693"
"Nein","2009","Westdeutschland","männlich","1943","0.304153650764178","0.292781841829501","0.315525459698856"
"Nein","2009","Westdeutschland","weiblich","1764","0.239612528835421","0.229557735172474","0.249667322498368"
"Nein","2009","Ostdeutschland","männlich","663","0.317399688811575","0.297623219099425","0.337176158523724"
"Nein","2009","Ostdeutschland","weiblich","550","0.229189697965326","0.211982423510051","0.246396972420601"
"Ja","2009","Westdeutschland","männlich","4344","0.695846349235822","0.684474540301144","0.707218158170499"
"Ja","2009","Westdeutschland","weiblich","5159","0.760387471164579","0.750332677501632","0.770442264827526"
"Ja","2009","Ostdeutschland","männlich","1465","0.682600311188425","0.662823841476276","0.702376780900575"
"Ja","2009","Ostdeutschland","weiblich","1742","0.770810302034674","0.753603027579399","0.788017576489949"
"Nein","2010","Westdeutschland","männlich","2685","0.309410913733063","0.299454925647494","0.319366901818632"
"Nein","2010","Westdeutschland","weiblich","2631","0.235821021687909","0.227501593688215","0.244140449687603"
"Nein","2010","Ostdeutschland","männlich","849","0.32051528832137","0.302103764547066","0.338926812095673"
"Nein","2010","Ostdeutschland","weiblich","761","0.241591861107749","0.22609009973051","0.257093622484988"
"Ja","2010","Westdeutschland","männlich","5596","0.690589086266937","0.680633098181368","0.700545074352506"
"Ja","2010","Westdeutschland","weiblich","7371","0.764178978312091","0.755859550312397","0.772498406311784"
"Ja","2010","Ostdeutschland","männlich","1619","0.67948471167863","0.661073187904327","0.697896235452934"
"Ja","2010","Ostdeutschland","weiblich","2168","0.758408138892251","0.742906377515012","0.77390990026949"
"Nein","2011","Westdeutschland","männlich","1880","0.225905587780613","0.216230223419657","0.235580952141568"
"Nein","2011","Westdeutschland","weiblich","2072","0.172203590223633","0.164585659919625","0.179821520527642"
"Nein","2011","Ostdeutschland","männlich","474","0.227152747242464","0.208263136022724","0.246042358462204"
"Nein","2011","Ostdeutschland","weiblich","470","0.143699524793482","0.129789525240831","0.157609524346133"
"Ja","2011","Westdeutschland","männlich","5296","0.774094412219388","0.764419047858432","0.783769776580343"
"Ja","2011","Westdeutschland","weiblich","7364","0.827796409776367","0.820178479472358","0.835414340080375"
"Ja","2011","Ostdeutschland","männlich","1416","0.772847252757536","0.753957641537796","0.791736863977276"
"Ja","2011","Ostdeutschland","weiblich","1973","0.856300475206518","0.842390475653867","0.870210474759169"
"Nein","2012","Westdeutschland","männlich","2802","0.28515261228024","0.276112204603134","0.294193019957347"
"Nein","2012","Westdeutschland","weiblich","2970","0.230432598041565","0.222779213701275","0.238085982381855"
"Nein","2012","Ostdeutschland","männlich","899","0.331169014520076","0.313645836687314","0.348692192352839"
"Nein","2012","Ostdeutschland","weiblich","840","0.22699596521689","0.212734249073195","0.241257681360584"
"Ja","2012","Westdeutschland","männlich","6779","0.71484738771976","0.705806980042653","0.723887795396866"
"Ja","2012","Westdeutschland","weiblich","8660","0.769567401958435","0.761914017618145","0.777220786298725"
"Ja","2012","Ostdeutschland","männlich","1872","0.668830985479924","0.651307807647161","0.686354163312686"
"Ja","2012","Ostdeutschland","weiblich","2474","0.77300403478311","0.758742318639416","0.787265750926805"
"Nein","2013","Westdeutschland","männlich","3171","0.266611197532955","0.258363541322796","0.274858853743114"
"Nein","2013","Westdeutschland","weiblich","3400","0.221669591378614","0.214582061371332","0.228757121385895"
"Nein","2013","Ostdeutschland","männlich","882","0.316833231389714","0.299441634890252","0.334224827889175"
"Nein","2013","Ostdeutschland","weiblich","798","0.223827805066767","0.209578807991428","0.238076802142107"
"Ja","2013","Westdeutschland","männlich","7871","0.733388802467045","0.725141146256886","0.741636458677204"
"Ja","2013","Westdeutschland","weiblich","9794","0.778330408621386","0.771242878614105","0.785417938628668"
"Ja","2013","Ostdeutschland","männlich","1867","0.683166768610286","0.665775172110825","0.700558365109748"
"Ja","2013","Ostdeutschland","weiblich","2489","0.776172194933233","0.761923197857893","0.790421192008573"
"Nein","2014","Westdeutschland","männlich","3156","0.302356485817208","0.293246181768689","0.311466789865727"
"Nein","2014","Westdeutschland","weiblich","3444","0.249613567551506","0.241682171712165","0.257544963390846"
"Nein","2014","Ostdeutschland","männlich","780","0.319989127736027","0.30170376305931","0.338274492412745"
"Nein","2014","Ostdeutschland","weiblich","755","0.226439854721868","0.211458339023248","0.241421370420488"
"Ja","2014","Westdeutschland","männlich","6607","0.697643514182792","0.688533210134273","0.706753818231311"
"Ja","2014","Westdeutschland","weiblich","7994","0.750386432448494","0.742455036609154","0.758317828287835"
"Ja","2014","Ostdeutschland","männlich","1720","0.680010872263972","0.661725507587255","0.69829623694069"
"Ja","2014","Ostdeutschland","weiblich","2243","0.773560145278132","0.758578629579512","0.788541660976752"
"Nein","2015","Westdeutschland","männlich","2853","0.277098468062029","0.268189429899926","0.286007506224132"
"Nein","2015","Westdeutschland","weiblich","2858","0.222692701527216","0.215063671024621","0.230321732029812"
"Nein","2015","Ostdeutschland","männlich","734","0.311704787658035","0.29326563779323","0.33014393752284"
"Nein","2015","Ostdeutschland","weiblich","706","0.233062996008804","0.217680886610707","0.2484451054069"
"Ja","2015","Westdeutschland","männlich","6842","0.722901531937971","0.713992493775868","0.731810570100074"
"Ja","2015","Westdeutschland","weiblich","8567","0.777307298472784","0.769678267970188","0.784936328975379"
"Ja","2015","Ostdeutschland","männlich","1690","0.688295212341965","0.66985606247716","0.70673436220677"
"Ja","2015","Ostdeutschland","weiblich","2196","0.766937003991197","0.7515548945931","0.782319113389293"
"Nein","2016","Westdeutschland","männlich","2505","0.279718103402302","0.270289977878923","0.289146228925682"
"Nein","2016","Westdeutschland","weiblich","2600","0.228006685204516","0.219910246449843","0.236103123959189"
"Nein","2016","Ostdeutschland","männlich","651","0.311767032746892","0.292563012370608","0.330971053123176"
"Nein","2016","Ostdeutschland","weiblich","611","0.216161657112638","0.200658278845742","0.231665035379534"
"Ja","2016","Westdeutschland","männlich","6202","0.720281896597698","0.710853771074319","0.729710022121077"
"Ja","2016","Westdeutschland","weiblich","7715","0.771993314795484","0.763896876040811","0.780089753550157"
"Ja","2016","Ostdeutschland","männlich","1584","0.688232967253108","0.669028946876824","0.707436987629392"
"Ja","2016","Ostdeutschland","weiblich","2097","0.783838342887362","0.768334964620466","0.799341721154258"
"Nein","2017","Westdeutschland","männlich","2632","0.271748290564593","0.262834515421392","0.280662065707794"
"Nein","2017","Westdeutschland","weiblich","2634","0.215887596991661","0.208256572615101","0.223518621368221"
"Nein","2017","Ostdeutschland","männlich","710","0.273453991995164","0.256082089996625","0.290825893993703"
"Nein","2017","Ostdeutschland","weiblich","637","0.199364282088807","0.185005461603394","0.213723102574221"
"Ja","2017","Westdeutschland","männlich","6936","0.728251709435407","0.719337934292206","0.737165484578608"
"Ja","2017","Westdeutschland","weiblich","8533","0.784112403008339","0.776481378631779","0.791743427384899"
"Ja","2017","Ostdeutschland","männlich","1819","0.726546008004836","0.709174106006297","0.743917910003375"
"Ja","2017","Ostdeutschland","weiblich","2337","0.800635717911193","0.786276897425779","0.814994538396606"
"Nein","2018","Westdeutschland","männlich","2440","0.257922410455567","0.248971993613067","0.266872827298066"
"Nein","2018","Westdeutschland","weiblich","2534","0.206430663946308","0.198781706619989","0.214079621272628"
"Nein","2018","Ostdeutschland","männlich","666","0.27783937458296","0.260266629879668","0.295412119286251"
"Nein","2018","Ostdeutschland","weiblich","618","0.201669454965834","0.187125891104748","0.216213018826919"
"Ja","2018","Westdeutschland","männlich","6738","0.742077589544433","0.733127172701934","0.751028006386933"
"Ja","2018","Westdeutschland","weiblich","8222","0.793569336053692","0.785920378727372","0.801218293380011"
"Ja","2018","Ostdeutschland","männlich","1830","0.72216062541704","0.704587880713749","0.739733370120332"
"Ja","2018","Ostdeutschland","weiblich","2306","0.798330545034166","0.783786981173081","0.812874108895252"
"Nein","2019","Westdeutschland","männlich","2753","0.265325263135302","0.256447566777998","0.274202959492605"
"Nein","2019","Westdeutschland","weiblich","2460","0.201597869738091","0.193899894891666","0.209295844584516"
"Nein","2019","Ostdeutschland","männlich","809","0.266806375778424","0.24981213032787","0.283800621228979"
"Nein","2019","Ostdeutschland","weiblich","641","0.173119472373831","0.159274976086177","0.186963968661485"
"Ja","2019","Westdeutschland","männlich","6748","0.734674736864698","0.725797040507395","0.743552433222002"
"Ja","2019","Westdeutschland","weiblich","7974","0.798402130261909","0.790704155415483","0.806100105108334"
"Ja","2019","Ostdeutschland","männlich","1793","0.733193624221575","0.716199378771021","0.75018786967213"
"Ja","2019","Ostdeutschland","weiblich","2228","0.826880527626169","0.813036031338515","0.840725023913823"
"Nein","2020","Westdeutschland","männlich","3727","0.266448950407953","0.258170213554589","0.274727687261318"
"Nein","2020","Westdeutschland","weiblich","2916","0.206623934971575","0.199149515587218","0.214098354355931"
"Nein","2020","Ostdeutschland","männlich","887","0.258344356929292","0.241836661726806","0.274852052131779"
"Nein","2020","Ostdeutschland","weiblich","752","0.215286870346895","0.200299047475091","0.2302746932187"
"Ja","2020","Westdeutschland","männlich","7228","0.733551049592047","0.725272312738682","0.741829786445411"
"Ja","2020","Westdeutschland","weiblich","8356","0.793376065028425","0.785901645644069","0.800850484412782"
"Ja","2020","Ostdeutschland","männlich","1814","0.741655643070708","0.725147947868221","0.758163338273194"
"Ja","2020","Ostdeutschland","weiblich","2137","0.784713129653105","0.7697253067813","0.799700952524909"
