"ple0044_h","year","age_gr","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2019","30-45","(noch) kein Abschluss","125","0.78611399648708","0.723357294220013","0.848870698754148"
"Ja","2019","30-45","Hauptschule","810","0.705684344149012","0.679206118216519","0.732162570081505"
"Ja","2019","30-45","Realschule","1093","0.67324574357281","0.650162654123731","0.696328833021889"
"Ja","2019","30-45","(Fach-)Abitur","853","0.784371981725917","0.760936744694404","0.80780721875743"
"Ja","2019","30-45","AkademikerIn","1412","0.734196925962424","0.714812054681488","0.753581797243359"
"Ja","2019","46-65","(noch) kein Abschluss","143","0.910317131766169","0.866851584739614","0.953782678792723"
"Ja","2019","46-65","Hauptschule","1585","0.701048818737713","0.68225760054493","0.719840036930497"
"Ja","2019","46-65","Realschule","2110","0.69080310187394","0.674807767811384","0.706798435936495"
"Ja","2019","46-65","(Fach-)Abitur","946","0.674933504054734","0.650673370879781","0.699193637229687"
"Ja","2019","46-65","AkademikerIn","1898","0.665924974458679","0.649224132470842","0.682625816446516"
"Ja","2019","66","(noch) kein Abschluss","","","",""
"Ja","2019","66","Hauptschule","","","",""
"Ja","2019","66","Realschule","","","",""
"Ja","2019","66","(Fach-)Abitur","","","",""
"Ja","2019","66","AkademikerIn","","","",""
"Nein","2020","17-29","(noch) kein Abschluss","190","0.154340401522314","0.127384047597704","0.181296755446924"
"Nein","2020","17-29","Hauptschule","237","0.248806338916584","0.217948245052571","0.279664432780596"
"Nein","2020","17-29","Realschule","165","0.218235559428055","0.188595478063946","0.247875640792163"
"Nein","2020","17-29","(Fach-)Abitur","422","0.27735098893085","0.253891540362058","0.300810437499642"
"Nein","2020","17-29","AkademikerIn","280","0.316836551671039","0.283606535479171","0.350066567862908"
"Nein","2020","30-45","(noch) kein Abschluss","333","0.242745902367219","0.211813284252225","0.273678520482214"
"Nein","2020","30-45","Hauptschule","515","0.317176209599555","0.292911134794181","0.341441284404929"
"Nein","2020","30-45","Realschule","413","0.318192048795991","0.293758808050885","0.342625289541097"
"Nein","2020","30-45","(Fach-)Abitur","575","0.272597298726487","0.250393254798529","0.294801342654444"
"Nein","2020","30-45","AkademikerIn","810","0.282637739962785","0.26473091155626","0.30054456836931"
"Nein","2020","46-65","(noch) kein Abschluss","115","0.192222607511462","0.150702533322","0.233742681700923"
"Nein","2020","46-65","Hauptschule","646","0.282611469407472","0.263731796038543","0.3014911427764"
"Nein","2020","46-65","Realschule","998","0.328068024501446","0.310991700318547","0.345144348684346"
"Nein","2020","46-65","(Fach-)Abitur","553","0.308793059601297","0.285575247380454","0.332010871822141"
"Nein","2020","46-65","AkademikerIn","1196","0.36244641627038","0.345227633635781","0.379665198904979"
"Nein","2020","66","(noch) kein Abschluss","","","",""
"Nein","2020","66","Hauptschule","","","",""
"Nein","2020","66","Realschule","","","",""
"Nein","2020","66","(Fach-)Abitur","","","",""
"Nein","2020","66","AkademikerIn","","","",""
"Ja","2020","17-29","(noch) kein Abschluss","500","0.845659598477686","0.818703244553076","0.872615952402296"
"Ja","2020","17-29","Hauptschule","517","0.751193661083416","0.720335567219404","0.782051754947429"
"Ja","2020","17-29","Realschule","581","0.781764440571945","0.752124359207837","0.811404521936054"
"Ja","2020","17-29","(Fach-)Abitur","977","0.72264901106915","0.699189562500358","0.746108459637942"
"Ja","2020","17-29","AkademikerIn","473","0.683163448328961","0.649933432137092","0.716393464520829"
"Ja","2020","30-45","(noch) kein Abschluss","405","0.757254097632781","0.726321479517786","0.788186715747775"
"Ja","2020","30-45","Hauptschule","898","0.682823790400445","0.658558715595071","0.707088865205819"
"Ja","2020","30-45","Realschule","983","0.681807951204009","0.657374710458903","0.706241191949115"
"Ja","2020","30-45","(Fach-)Abitur","970","0.727402701273513","0.705198657345555","0.749606745201471"
"Ja","2020","30-45","AkademikerIn","1619","0.717362260037215","0.69945543163069","0.73526908844374"
"Ja","2020","46-65","(noch) kein Abschluss","231","0.807777392488538","0.766257318299077","0.849297466678"
"Ja","2020","46-65","Hauptschule","1539","0.717388530592528","0.6985088572236","0.736268203961457"
"Ja","2020","46-65","Realschule","1906","0.671931975498554","0.654855651315654","0.689008299681453"
"Ja","2020","46-65","(Fach-)Abitur","968","0.691206940398703","0.667989128177859","0.714424752619546"
"Ja","2020","46-65","AkademikerIn","1798","0.63755358372962","0.620334801095021","0.654772366364219"
"Ja","2020","66","(noch) kein Abschluss","","","",""
"Ja","2020","66","Hauptschule","","","",""
"Ja","2020","66","Realschule","","","",""
"Ja","2020","66","(Fach-)Abitur","","","",""
"Ja","2020","66","AkademikerIn","","","",""
