"ple0044_h","year","bula_h","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nein","1994","Hessen","weiblich","94","0.163907792022515","0.130368641973418","0.197446942071612"
"Nein","1994","Rheinland-Pfalz,Saarland","männlich","98","0.314794840171141","0.262240138081367","0.367349542260915"
"Nein","1994","Rheinland-Pfalz,Saarland","weiblich","67","0.170350912858937","0.129851050564608","0.210850775153266"
"Nein","1994","Baden-Württemberg","männlich","297","0.362389375390634","0.330150145695396","0.394628605085873"
"Nein","1994","Baden-Württemberg","weiblich","166","0.179399774670722","0.153786139421562","0.205013409919883"
"Nein","1994","Bayern","männlich","287","0.363353531241894","0.329226407911977","0.397480654571811"
"Nein","1994","Bayern","weiblich","193","0.211303180590184","0.183154990680074","0.239451370500294"
"Nein","1994","Saarland","männlich","","","",""
"Nein","1994","Saarland","weiblich","","","",""
"Nein","1994","Berlin","männlich","90","0.312270594907382","0.255832473274809","0.368708716539956"
"Nein","1994","Berlin","weiblich","72","0.230303280528602","0.181678043981462","0.278928517075743"
"Nein","1994","Brandenburg","männlich","119","0.377880543163175","0.322363230164793","0.433397856161558"
"Nein","1994","Brandenburg","weiblich","71","0.20953196571566","0.164373612749765","0.254690318681555"
"Nein","1994","Mecklenburg-Vorpommern","männlich","85","0.367882891623049","0.301546225692056","0.434219557554041"
"Nein","1994","Mecklenburg-Vorpommern","weiblich","53","0.227897773260147","0.170753809502635","0.285041737017659"
"Nein","1994","Sachsen","männlich","213","0.356663241760784","0.315649366426829","0.397677117094739"
"Nein","1994","Sachsen","weiblich","155","0.215329279220882","0.182328801389363","0.248329757052402"
"Nein","1994","Sachsen-Anhalt","männlich","132","0.354578372400995","0.302648510319679","0.406508234482312"
"Nein","1994","Sachsen-Anhalt","weiblich","113","0.256486065015917","0.211929536010065","0.301042594021769"
"Nein","1994","Thüringen","männlich","139","0.396853052329692","0.342910563617692","0.450795541041692"
"Nein","1994","Thüringen","weiblich","102","0.232417314534021","0.188040584921724","0.276794044146319"
"Ja","1994","Schleswig-Holstein","männlich","74","0.573965949184557","0.489925669219495","0.658006229149618"
"Ja","1994","Schleswig-Holstein","weiblich","113","0.776894963697599","0.710269798088983","0.843520129306216"
"Ja","1994","Hamburg","männlich","49","0.754893559536673","0.650322469692289","0.859464649381057"
"Ja","1994","Hamburg","weiblich","63","0.874167035961503","0.800087687402327","0.948246384520679"
"Ja","1994","Niedersachsen","männlich","312","0.653744999290458","0.611003787431329","0.696486211149587"
"Ja","1994","Niedersachsen","weiblich","381","0.82239613501269","0.788242078755457","0.856550191269924"
"Ja","1994","Bremen","männlich","30","0.762085524367963","0.63174830473396","0.892422744001966"
"Ja","1994","Bremen","weiblich","40","0.935020776738452","0.863002997934678","1.00703855554223"
"Ja","1994","Nordrhein-Westfalen","männlich","718","0.627594516184033","0.599881203665366","0.655307828702701"
"Ja","1994","Nordrhein-Westfalen","weiblich","969","0.79097544567793","0.768461443202127","0.813489448153733"
"Ja","1994","Hessen","männlich","289","0.692231052064672","0.649297725046579","0.735164379082765"
"Ja","1994","Hessen","weiblich","374","0.836092207977485","0.802553057928388","0.869631358026582"
"Ja","1994","Rheinland-Pfalz,Saarland","männlich","202","0.685205159828859","0.632650457739085","0.737759861918633"
"Ja","1994","Rheinland-Pfalz,Saarland","weiblich","264","0.829649087141063","0.789149224846734","0.870148949435392"
"Ja","1994","Baden-Württemberg","männlich","557","0.637610624609366","0.605371394914127","0.669849854304604"
"Ja","1994","Baden-Württemberg","weiblich","696","0.820600225329278","0.794986590080117","0.846213860578438"
"Ja","1994","Bayern","männlich","476","0.636646468758106","0.602519345428189","0.670773592088023"
"Ja","1994","Bayern","weiblich","615","0.788696819409816","0.760548629499706","0.816845009319926"
"Ja","1994","Saarland","männlich","","","",""
"Ja","1994","Saarland","weiblich","","","",""
"Ja","1994","Berlin","männlich","169","0.687729405092618","0.631291283460044","0.744167526725191"
"Ja","1994","Berlin","weiblich","216","0.769696719471398","0.721071482924257","0.818321956018538"
"Ja","1994","Brandenburg","männlich","174","0.622119456836825","0.566602143838442","0.677636769835207"
"Ja","1994","Brandenburg","weiblich","241","0.79046803428434","0.745309681318445","0.835626387250235"
"Ja","1994","Mecklenburg-Vorpommern","männlich","118","0.632117108376951","0.565780442445958","0.698453774307944"
"Ja","1994","Mecklenburg-Vorpommern","weiblich","154","0.772102226739853","0.714958262982341","0.829246190497365"
"Ja","1994","Sachsen","männlich","311","0.643336758239216","0.602322882905261","0.684350633573171"
"Ja","1994","Sachsen","weiblich","441","0.784670720779118","0.751670242947598","0.817671198610637"
"Ja","1994","Sachsen-Anhalt","männlich","194","0.645421627599004","0.593491765517688","0.697351489680321"
"Ja","1994","Sachsen-Anhalt","weiblich","256","0.743513934984083","0.698957405978231","0.788070463989935"
"Ja","1994","Thüringen","männlich","177","0.603146947670308","0.549204458958308","0.657089436382308"
"Ja","1994","Thüringen","weiblich","246","0.767582685465979","0.723205955853681","0.811959415078276"
"Nein","1995","Schleswig-Holstein","männlich","45","0.287537090698904","0.209431647160455","0.365642534237354"
"Nein","1995","Schleswig-Holstein","weiblich","31","0.193053007535188","0.129248668628175","0.256857346442201"
"Nein","1995","Hamburg","männlich","17","","",""
"Nein","1995","Hamburg","weiblich","15","","",""
"Nein","1995","Niedersachsen","männlich","179","0.360911875818688","0.318899504765423","0.402924246871953"
"Nein","1995","Niedersachsen","weiblich","100","0.18782821768477","0.153763345092512","0.221893090277029"
"Nein","1995","Bremen","männlich","10","","",""
"Nein","1995","Bremen","weiblich","6","","",""
"Nein","1995","Nordrhein-Westfalen","männlich","441","0.361172142459798","0.333915213954415","0.388429070965182"
"Nein","1995","Nordrhein-Westfalen","weiblich","306","0.20140073023068","0.179532592073021","0.223268868388338"
"Nein","1995","Hessen","männlich","157","0.316019126499582","0.272578066318681","0.359460186680483"
"Nein","1995","Hessen","weiblich","100","0.174329589214296","0.140175096899463","0.208484081529129"
"Nein","1995","Rheinland-Pfalz,Saarland","männlich","104","0.282332197982442","0.233985378407096","0.330679017557789"
"Nein","1995","Rheinland-Pfalz,Saarland","weiblich","72","0.177963282538968","0.138175958904","0.217750606173936"
"Nein","1995","Baden-Württemberg","männlich","290","0.355801475296138","0.323748273681564","0.387854676910713"
"Nein","1995","Baden-Württemberg","weiblich","195","0.209707418474284","0.182901414371544","0.236513422577025"
"Nein","1995","Bayern","männlich","297","0.348728353161959","0.315600808977218","0.381855897346701"
"Nein","1995","Bayern","weiblich","205","0.228788319219798","0.200314306442472","0.257262331997123"
"Nein","1995","Saarland","männlich","","","",""
"Nein","1995","Saarland","weiblich","","","",""
"Nein","1995","Berlin","männlich","86","0.318603868374653","0.261859395880017","0.37534834086929"
"Nein","1995","Berlin","weiblich","68","0.210566336598067","0.163148557116539","0.257984116079595"
"Nein","1995","Brandenburg","männlich","123","0.417995651986109","0.359806430514661","0.476184873457557"
"Nein","1995","Brandenburg","weiblich","84","0.249130877702259","0.200270058404898","0.29799169699962"
"Nein","1995","Mecklenburg-Vorpommern","männlich","77","0.358640133306693","0.292005212391652","0.425275054221734"
"Nein","1995","Mecklenburg-Vorpommern","weiblich","62","0.278598654494368","0.217526829287837","0.339670479700898"
"Nein","1995","Sachsen","männlich","213","0.370528830193878","0.328449215236661","0.412608445151095"
"Nein","1995","Sachsen","weiblich","152","0.225456307647025","0.190845778957035","0.260066836337016"
"Nein","1995","Sachsen-Anhalt","männlich","122","0.358346523830435","0.30513904662218","0.411554001038691"
"Nein","1995","Sachsen-Anhalt","weiblich","109","0.248767904226672","0.204296686719438","0.293239121733906"
"Nein","1995","Thüringen","männlich","128","0.390125549287749","0.33591418797618","0.444336910599317"
"Nein","1995","Thüringen","weiblich","92","0.214615816935703","0.170319964946912","0.258911668924494"
"Ja","1995","Schleswig-Holstein","männlich","84","0.712462909301096","0.634357465762646","0.790568352839545"
"Ja","1995","Schleswig-Holstein","weiblich","116","0.806946992464812","0.743142653557799","0.870751331371825"
"Ja","1995","Hamburg","männlich","45","0.757130402960464","0.650391148437904","0.863869657483023"
"Ja","1995","Hamburg","weiblich","54","0.780274349155389","0.68257591786068","0.877972780450097"
"Ja","1995","Niedersachsen","männlich","323","0.639088124181312","0.597075753128047","0.681100495234576"
"Ja","1995","Niedersachsen","weiblich","405","0.81217178231523","0.778106909722971","0.846236654907488"
"Ja","1995","Bremen","männlich","33","0.82073116267886","0.706083098541529","0.93537922681619"
"Ja","1995","Bremen","weiblich","42","0.934626300239502","0.864698800014261","1.00455380046474"
"Ja","1995","Nordrhein-Westfalen","männlich","752","0.638827857540202","0.611570929034818","0.666084786045585"
"Ja","1995","Nordrhein-Westfalen","weiblich","986","0.79859926976932","0.776731131611662","0.820467407926979"
"Ja","1995","Hessen","männlich","283","0.683980873500418","0.640539813319517","0.727421933681319"
"Ja","1995","Hessen","weiblich","374","0.825670410785704","0.791515918470872","0.859824903100537"
"Ja","1995","Rheinland-Pfalz,Saarland","männlich","229","0.717667802017558","0.669320982442211","0.766014621592904"
"Ja","1995","Rheinland-Pfalz,Saarland","weiblich","283","0.822036717461032","0.782249393826064","0.861824041096"
"Ja","1995","Baden-Württemberg","männlich","567","0.644198524703862","0.612145323089287","0.676251726318436"
"Ja","1995","Baden-Württemberg","weiblich","691","0.790292581525716","0.763486577422975","0.817098585628456"
"Ja","1995","Bayern","männlich","498","0.651271646838041","0.618144102653299","0.684399191022782"
"Ja","1995","Bayern","weiblich","631","0.771211680780203","0.742737668002877","0.799685693557528"
"Ja","1995","Saarland","männlich","","","",""
"Ja","1995","Saarland","weiblich","","","",""
"Ja","1995","Berlin","männlich","173","0.681396131625347","0.62465165913071","0.738140604119983"
"Ja","1995","Berlin","weiblich","216","0.789433663401933","0.742015883920405","0.836851442883461"
"Ja","1995","Brandenburg","männlich","153","0.582004348013891","0.523815126542443","0.640193569485339"
"Ja","1995","Brandenburg","weiblich","217","0.750869122297741","0.70200830300038","0.799729941595102"
"Ja","1995","Mecklenburg-Vorpommern","männlich","122","0.641359866693307","0.574724945778265","0.707994787608348"
"Ja","1995","Mecklenburg-Vorpommern","weiblich","145","0.721401345505632","0.660329520299102","0.782473170712163"
"Ja","1995","Sachsen","männlich","293","0.629471169806122","0.587391554848905","0.671550784763339"
"Ja","1995","Sachsen","weiblich","408","0.774543692352975","0.739933163662984","0.809154221042965"
"Ja","1995","Sachsen-Anhalt","männlich","190","0.641653476169565","0.588445998961309","0.694860953377821"
"Ja","1995","Sachsen-Anhalt","weiblich","254","0.751232095773328","0.706760878266094","0.795703313280562"
"Ja","1995","Thüringen","männlich","183","0.609874450712251","0.555663089400683","0.66408581202382"
"Ja","1995","Thüringen","weiblich","238","0.785384183064297","0.741088331075506","0.829680035053088"
"Nein","1996","Schleswig-Holstein","männlich","54","0.343591553693659","0.262267173285318","0.424915934102"
"Nein","1996","Schleswig-Holstein","weiblich","33","0.215466583977762","0.147116921025911","0.283816246929613"
"Nein","1996","Hamburg","männlich","14","","",""
"Nein","1996","Hamburg","weiblich","8","","",""
"Nein","1996","Niedersachsen","männlich","179","0.39664423587752","0.352925976782214","0.440362494972825"
"Nein","1996","Niedersachsen","weiblich","105","0.17821460478487","0.145194830859715","0.211234378710026"
"Nein","1996","Bremen","männlich","18","","",""
"Nein","1996","Bremen","weiblich","7","","",""
"Nein","1996","Nordrhein-Westfalen","männlich","438","0.372868462280067","0.345230782747451","0.400506141812684"
"Nein","1996","Nordrhein-Westfalen","weiblich","304","0.201546609120054","0.179739959398708","0.223353258841399"
"Nein","1996","Hessen","männlich","143","0.331428458773537","0.28651663333586","0.376340284211213"
"Nein","1996","Hessen","weiblich","102","0.192247547273686","0.155757146723345","0.228737947824026"
"Nein","1996","Rheinland-Pfalz,Saarland","männlich","115","0.312796274064594","0.262773858542371","0.362818689586818"
"Nein","1996","Rheinland-Pfalz,Saarland","weiblich","86","0.21794935312689","0.174321473951559","0.261577232302221"
"Nein","1996","Baden-Württemberg","männlich","242","0.30482484977303","0.273162555546853","0.336487143999207"
"Nein","1996","Baden-Württemberg","weiblich","183","0.217109677263031","0.189262441060602","0.244956913465461"
"Nein","1996","Bayern","männlich","268","0.32546542032722","0.292833695059139","0.358097145595302"
"Nein","1996","Bayern","weiblich","205","0.226184651161796","0.19746233080759","0.254906971516003"
"Nein","1996","Saarland","männlich","","","",""
"Nein","1996","Saarland","weiblich","","","",""
"Nein","1996","Berlin","männlich","75","0.264753409850917","0.209280334290808","0.320226485411026"
"Nein","1996","Berlin","weiblich","55","0.198818213595695","0.151732715660122","0.245903711531268"
"Nein","1996","Brandenburg","männlich","107","0.370230024654487","0.313366339666356","0.427093709642617"
"Nein","1996","Brandenburg","weiblich","79","0.218085286771645","0.171200403945009","0.264970169598281"
"Nein","1996","Mecklenburg-Vorpommern","männlich","63","0.311873059839615","0.245475747711956","0.378270371967274"
"Nein","1996","Mecklenburg-Vorpommern","weiblich","49","0.250643518614257","0.189342181149311","0.311944856079203"
"Nein","1996","Sachsen","männlich","204","0.361764293159124","0.320020433840411","0.403508152477836"
"Nein","1996","Sachsen","weiblich","144","0.222927152868193","0.188300225888631","0.257554079847755"
"Nein","1996","Sachsen-Anhalt","männlich","106","0.323095709753459","0.269909493467772","0.376281926039146"
"Nein","1996","Sachsen-Anhalt","weiblich","86","0.213712929059735","0.170075997197428","0.257349860922042"
"Nein","1996","Thüringen","männlich","104","0.305865303840282","0.253811577169389","0.357919030511176"
"Nein","1996","Thüringen","weiblich","79","0.186609365273875","0.143989519236961","0.229229211310788"
"Ja","1996","Schleswig-Holstein","männlich","77","0.656408446306341","0.575084065898","0.737732826714682"
"Ja","1996","Schleswig-Holstein","weiblich","106","0.784533416022238","0.716183753070387","0.852883078974089"
"Ja","1996","Hamburg","männlich","41","0.753831373392239","0.639984737563134","0.867678009221343"
"Ja","1996","Hamburg","weiblich","54","0.898361237775046","0.823145722951764","0.973576752598328"
"Ja","1996","Niedersachsen","männlich","302","0.60335576412248","0.559637505027175","0.647074023217786"
"Ja","1996","Niedersachsen","weiblich","411","0.82178539521513","0.788765621289974","0.854805169140285"
"Ja","1996","Bremen","männlich","27","","",""
"Ja","1996","Bremen","weiblich","39","0.906290625145968","0.822074658232506","0.99050659205943"
"Ja","1996","Nordrhein-Westfalen","männlich","738","0.627131537719932","0.599493858187316","0.654769217252549"
"Ja","1996","Nordrhein-Westfalen","weiblich","996","0.798453390879946","0.776646741158601","0.820260040601292"
"Ja","1996","Hessen","männlich","279","0.668571541226463","0.623659715788787","0.71348336666414"
"Ja","1996","Hessen","weiblich","346","0.807752452726315","0.771262052175974","0.844242853276655"
"Ja","1996","Rheinland-Pfalz,Saarland","männlich","215","0.687203725935406","0.637181310413182","0.737226141457629"
"Ja","1996","Rheinland-Pfalz,Saarland","weiblich","258","0.78205064687311","0.738422767697779","0.825678526048441"
"Ja","1996","Baden-Württemberg","männlich","570","0.69517515022697","0.663512856000792","0.726837444453147"
"Ja","1996","Baden-Württemberg","weiblich","659","0.782890322736968","0.755043086534539","0.810737558939398"
"Ja","1996","Bayern","männlich","524","0.674534579672779","0.641902854404698","0.707166304940861"
"Ja","1996","Bayern","weiblich","610","0.773815348838204","0.745093028483997","0.80253766919241"
"Ja","1996","Saarland","männlich","","","",""
"Ja","1996","Saarland","weiblich","","","",""
"Ja","1996","Berlin","männlich","168","0.735246590149083","0.679773514588974","0.790719665709192"
"Ja","1996","Berlin","weiblich","221","0.801181786404305","0.754096288468732","0.848267284339878"
"Ja","1996","Brandenburg","männlich","170","0.629769975345513","0.572906290357383","0.686633660333644"
"Ja","1996","Brandenburg","weiblich","219","0.781914713228355","0.735029830401719","0.828799596054991"
"Ja","1996","Mecklenburg-Vorpommern","männlich","124","0.688126940160385","0.621729628032726","0.754524252288044"
"Ja","1996","Mecklenburg-Vorpommern","weiblich","143","0.749356481385743","0.688055143920797","0.810657818850689"
"Ja","1996","Sachsen","männlich","305","0.638235706840876","0.596491847522164","0.679979566159589"
"Ja","1996","Sachsen","weiblich","411","0.777072847131807","0.742445920152245","0.811699774111369"
"Ja","1996","Sachsen-Anhalt","männlich","191","0.676904290246541","0.623718073960854","0.730090506532228"
"Ja","1996","Sachsen-Anhalt","weiblich","253","0.786287070940265","0.742650139077958","0.829924002802572"
"Ja","1996","Thüringen","männlich","197","0.694134696159718","0.642080969488824","0.746188422830611"
"Ja","1996","Thüringen","weiblich","242","0.813390634726125","0.770770788689212","0.856010480763039"
"Nein","1997","Schleswig-Holstein","männlich","45","0.34084360578225","0.257750518603616","0.423936692960884"
"Nein","1997","Schleswig-Holstein","weiblich","30","0.228807712677272","0.157948246643475","0.299667178711068"
"Nein","1997","Hamburg","männlich","18","","",""
"Nein","1997","Hamburg","weiblich","12","","",""
"Nein","1997","Niedersachsen","männlich","183","0.37499683949602","0.331777364963227","0.418216314028813"
"Nein","1997","Niedersachsen","weiblich","106","0.184445812955753","0.15091629244553","0.217975333465976"
"Nein","1997","Bremen","männlich","18","","",""
"Nein","1997","Bremen","weiblich","9","","",""
"Nein","1997","Nordrhein-Westfalen","männlich","416","0.354219382096436","0.326684384893073","0.381754379299798"
"Nein","1997","Nordrhein-Westfalen","weiblich","303","0.212491361863849","0.189868290035035","0.235114433692663"
"Nein","1997","Hessen","männlich","137","0.289962854658712","0.245159379814009","0.334766329503415"
"Nein","1997","Hessen","weiblich","78","0.152505753101483","0.118041295886828","0.186970210316138"
"Nein","1997","Rheinland-Pfalz,Saarland","männlich","99","0.280489735651811","0.232166497066059","0.328812974237563"
"Nein","1997","Rheinland-Pfalz,Saarland","weiblich","69","0.167283004489645","0.128782261168433","0.205783747810857"
"Nein","1997","Baden-Württemberg","männlich","257","0.324838453837005","0.292725915952775","0.356950991721235"
"Nein","1997","Baden-Württemberg","weiblich","161","0.18804173130307","0.161442762461458","0.214640700144682"
"Nein","1997","Bayern","männlich","285","0.357809784029518","0.323819142612994","0.391800425446042"
"Nein","1997","Bayern","weiblich","206","0.230004218422002","0.200676929151099","0.259331507692905"
"Nein","1997","Saarland","männlich","","","",""
"Nein","1997","Saarland","weiblich","","","",""
"Nein","1997","Berlin","männlich","82","0.323954983940731","0.264248399170003","0.383661568711458"
"Nein","1997","Berlin","weiblich","55","0.179676879442596","0.132462986931447","0.226890771953746"
"Nein","1997","Brandenburg","männlich","103","0.310299237817954","0.255918336617406","0.364680139018502"
"Nein","1997","Brandenburg","weiblich","70","0.192488143628428","0.14703377648239","0.237942510774465"
"Nein","1997","Mecklenburg-Vorpommern","männlich","73","0.346012360012524","0.278372629738907","0.413652090286141"
"Nein","1997","Mecklenburg-Vorpommern","weiblich","52","0.243040262307328","0.18156466027671","0.304515864337947"
"Nein","1997","Sachsen","männlich","195","0.364028521867397","0.321896165036895","0.406160878697899"
"Nein","1997","Sachsen","weiblich","150","0.236085614037733","0.200333184936244","0.271838043139221"
"Nein","1997","Sachsen-Anhalt","männlich","103","0.315660397018733","0.262442198797384","0.368878595240083"
"Nein","1997","Sachsen-Anhalt","weiblich","106","0.268657215467993","0.221331968868071","0.315982462067914"
"Nein","1997","Thüringen","männlich","116","0.331836414493182","0.278817577194648","0.384855251791715"
"Nein","1997","Thüringen","weiblich","83","0.205565924025768","0.161426704498106","0.249705143553429"
"Ja","1997","Schleswig-Holstein","männlich","80","0.65915639421775","0.576063307039116","0.742249481396384"
"Ja","1997","Schleswig-Holstein","weiblich","105","0.771192287322728","0.700332821288932","0.842051753356525"
"Ja","1997","Hamburg","männlich","37","0.690562256995598","0.568395004261067","0.812729509730129"
"Ja","1997","Hamburg","weiblich","49","0.914616748022282","0.844489128958246","0.984744367086318"
"Ja","1997","Niedersachsen","männlich","299","0.62500316050398","0.581783685971187","0.668222635036773"
"Ja","1997","Niedersachsen","weiblich","408","0.815554187044247","0.782024666534024","0.84908370755447"
"Ja","1997","Bremen","männlich","27","","",""
"Ja","1997","Bremen","weiblich","38","0.878881383804267","0.785605420062829","0.972157347545706"
"Ja","1997","Nordrhein-Westfalen","männlich","743","0.645780617903564","0.618245620700202","0.673315615106927"
"Ja","1997","Nordrhein-Westfalen","weiblich","953","0.787508638136151","0.764885566307338","0.810131709964965"
"Ja","1997","Hessen","männlich","257","0.710037145341288","0.665233670496585","0.754840620185991"
"Ja","1997","Hessen","weiblich","340","0.847494246898517","0.813029789683862","0.881958704113172"
"Ja","1997","Rheinland-Pfalz,Saarland","männlich","233","0.719510264348189","0.671187025762437","0.767833502933941"
"Ja","1997","Rheinland-Pfalz,Saarland","weiblich","292","0.832716995510355","0.794216252189143","0.871217738831567"
"Ja","1997","Baden-Württemberg","männlich","560","0.675161546162995","0.643049008278765","0.707274084047225"
"Ja","1997","Baden-Württemberg","weiblich","668","0.81195826869693","0.785359299855318","0.838557237538542"
"Ja","1997","Bayern","männlich","479","0.642190215970482","0.608199574553958","0.676180857387006"
"Ja","1997","Bayern","weiblich","585","0.769995781577998","0.740668492307095","0.799323070848901"
"Ja","1997","Saarland","männlich","","","",""
"Ja","1997","Saarland","weiblich","","","",""
"Ja","1997","Berlin","männlich","154","0.676045016059269","0.616338431288541","0.735751600829997"
"Ja","1997","Berlin","weiblich","199","0.820323120557404","0.773109228046254","0.867537013068554"
"Ja","1997","Brandenburg","männlich","175","0.689700762182046","0.635319860981499","0.744081663382594"
"Ja","1997","Brandenburg","weiblich","219","0.807511856371572","0.762057489225535","0.85296622351761"
"Ja","1997","Mecklenburg-Vorpommern","männlich","117","0.653987639987476","0.586347909713859","0.721627370261093"
"Ja","1997","Mecklenburg-Vorpommern","weiblich","135","0.756959737692672","0.695484135662053","0.81843533972329"
"Ja","1997","Sachsen","männlich","306","0.635971478132603","0.593839121302101","0.678103834963105"
"Ja","1997","Sachsen","weiblich","392","0.763914385962267","0.728161956860779","0.799666815063756"
"Ja","1997","Sachsen-Anhalt","männlich","190","0.684339602981267","0.631121404759917","0.737557801202616"
"Ja","1997","Sachsen-Anhalt","weiblich","231","0.731342784532007","0.684017537932086","0.778668031131929"
"Ja","1997","Thüringen","männlich","187","0.668163585506818","0.615144748208285","0.721182422805352"
"Ja","1997","Thüringen","weiblich","239","0.794434075974232","0.750294856446571","0.838573295501894"
"Nein","1998","Schleswig-Holstein","männlich","60","0.307149677869761","0.234759351349024","0.379540004390498"
"Nein","1998","Schleswig-Holstein","weiblich","47","0.224783495023011","0.163800948814736","0.285766041231285"
"Nein","1998","Hamburg","männlich","21","","",""
"Nein","1998","Hamburg","weiblich","15","","",""
"Nein","1998","Niedersachsen","männlich","200","0.332988955626284","0.294231491801686","0.371746419450882"
"Nein","1998","Niedersachsen","weiblich","144","0.216526212274648","0.182713645655705","0.250338778893591"
"Nein","1998","Bremen","männlich","19","","",""
"Nein","1998","Bremen","weiblich","12","","",""
"Nein","1998","Nordrhein-Westfalen","männlich","502","0.379695796021959","0.353354960172238","0.40603663187168"
"Nein","1998","Nordrhein-Westfalen","weiblich","358","0.226202339710633","0.204333905768482","0.248070773652785"
"Nein","1998","Hessen","männlich","143","0.318970222980694","0.275519693010362","0.362420752951027"
"Nein","1998","Hessen","weiblich","94","0.186394620887507","0.1511881287769","0.221601112998114"
"Nein","1998","Rheinland-Pfalz,Saarland","männlich","108","0.265217820400011","0.220236946652429","0.310198694147592"
"Nein","1998","Rheinland-Pfalz,Saarland","weiblich","79","0.180357659201524","0.1425842622551","0.218131056147949"
"Nein","1998","Baden-Württemberg","männlich","245","0.29290162225382","0.26221701665446","0.32358622785318"
"Nein","1998","Baden-Württemberg","weiblich","162","0.169635331884422","0.145033246644019","0.194237417124825"
"Nein","1998","Bayern","männlich","335","0.365079720836408","0.333179218740654","0.396980222932163"
"Nein","1998","Bayern","weiblich","215","0.202938459226426","0.176964007899039","0.228912910553814"
"Nein","1998","Saarland","männlich","","","",""
"Nein","1998","Saarland","weiblich","","","",""
"Nein","1998","Berlin","männlich","95","0.392838410152462","0.330791704231917","0.454885116073006"
"Nein","1998","Berlin","weiblich","70","0.217170452975056","0.167805961532281","0.266534944417832"
"Nein","1998","Brandenburg","männlich","115","0.362890126582818","0.308020522454907","0.417759730710728"
"Nein","1998","Brandenburg","weiblich","68","0.20938644507505","0.163191296445071","0.255581593705029"
"Nein","1998","Mecklenburg-Vorpommern","männlich","81","0.397303891673356","0.328087639533346","0.466520143813366"
"Nein","1998","Mecklenburg-Vorpommern","weiblich","48","0.208114529885344","0.151281286181942","0.264947773588745"
"Nein","1998","Sachsen","männlich","224","0.376462851382219","0.336045227126398","0.416880475638041"
"Nein","1998","Sachsen","weiblich","167","0.249233932129958","0.213999708075484","0.284468156184432"
"Nein","1998","Sachsen-Anhalt","männlich","104","0.310607012157904","0.259095262325487","0.362118761990322"
"Nein","1998","Sachsen-Anhalt","weiblich","101","0.238680019355845","0.193633575071919","0.283726463639772"
"Nein","1998","Thüringen","männlich","132","0.34366851460522","0.293111696359722","0.394225332850718"
"Nein","1998","Thüringen","weiblich","83","0.184111331983495","0.143963482407046","0.224259181559944"
"Ja","1998","Schleswig-Holstein","männlich","96","0.692850322130239","0.620459995609502","0.765240648650976"
"Ja","1998","Schleswig-Holstein","weiblich","133","0.775216504976989","0.714233958768715","0.836199051185264"
"Ja","1998","Hamburg","männlich","47","0.725392142703334","0.619311403361638","0.831472882045029"
"Ja","1998","Hamburg","weiblich","69","0.871933105333633","0.800472207056902","0.943394003610365"
"Ja","1998","Niedersachsen","männlich","368","0.667011044373716","0.628253580549118","0.705768508198314"
"Ja","1998","Niedersachsen","weiblich","426","0.783473787725352","0.749661221106409","0.817286354344295"
"Ja","1998","Bremen","männlich","28","","",""
"Ja","1998","Bremen","weiblich","39","0.858171902296968","0.76242355477061","0.953920249823326"
"Ja","1998","Nordrhein-Westfalen","männlich","802","0.620304203978041","0.59396336812832","0.646645039827762"
"Ja","1998","Nordrhein-Westfalen","weiblich","1048","0.773797660289367","0.751929226347215","0.795666094231518"
"Ja","1998","Hessen","männlich","299","0.681029777019306","0.637579247048973","0.724480306989638"
"Ja","1998","Hessen","weiblich","376","0.813605379112493","0.778398887001886","0.848811871223101"
"Ja","1998","Rheinland-Pfalz,Saarland","männlich","262","0.734782179599989","0.689801305852408","0.77976305334757"
"Ja","1998","Rheinland-Pfalz,Saarland","weiblich","319","0.819642340798476","0.781868943852051","0.857415737744901"
"Ja","1998","Baden-Württemberg","männlich","600","0.70709837774618","0.67641377214682","0.73778298334554"
"Ja","1998","Baden-Württemberg","weiblich","732","0.830364668115578","0.805762582875175","0.85496675335598"
"Ja","1998","Bayern","männlich","540","0.634920279163592","0.603019777067837","0.666820781259346"
"Ja","1998","Bayern","weiblich","706","0.797061540773574","0.771087089446186","0.823035992100961"
"Ja","1998","Saarland","männlich","","","",""
"Ja","1998","Saarland","weiblich","","","",""
"Ja","1998","Berlin","männlich","143","0.607161589847538","0.545114883926994","0.669208295768083"
"Ja","1998","Berlin","weiblich","198","0.782829547024944","0.733465055582168","0.832194038467719"
"Ja","1998","Brandenburg","männlich","180","0.637109873417182","0.582240269289272","0.691979477545093"
"Ja","1998","Brandenburg","weiblich","230","0.79061355492495","0.744418406294971","0.836808703554929"
"Ja","1998","Mecklenburg-Vorpommern","männlich","111","0.602696108326644","0.533479856186634","0.671912360466654"
"Ja","1998","Mecklenburg-Vorpommern","weiblich","148","0.791885470114656","0.735052226411255","0.848718713818058"
"Ja","1998","Sachsen","männlich","328","0.623537148617781","0.583119524361959","0.663954772873602"
"Ja","1998","Sachsen","weiblich","412","0.750766067870042","0.715531843815568","0.786000291924516"
"Ja","1998","Sachsen-Anhalt","männlich","206","0.689392987842096","0.637881238009678","0.740904737674513"
"Ja","1998","Sachsen-Anhalt","weiblich","243","0.761319980644155","0.716273536360228","0.806366424928081"
"Ja","1998","Thüringen","männlich","207","0.65633148539478","0.605774667149282","0.706888303640278"
