"ple0044_h","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence"
"Ja","2003","Bayern","Westdeutschland","2023","0.706310350086366","0.690082696240929","0.722538003931803"
"Ja","2003","Bayern","Ostdeutschland","","","",""
"Ja","2003","Berlin","Westdeutschland","291","0.680481825859756","0.636663123652702","0.724300528066811"
"Ja","2003","Berlin","Ostdeutschland","258","0.732399052547398","0.686794151679717","0.778003953415079"
"Ja","2003","Brandenburg","Westdeutschland","","","",""
"Ja","2003","Brandenburg","Ostdeutschland","670","0.740092892632013","0.711659597835906","0.768526187428119"
"Ja","2003","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Ja","2003","Mecklenburg-Vorpommern","Ostdeutschland","349","0.729457495038186","0.691052803574272","0.767862186502101"
"Ja","2003","Sachsen","Westdeutschland","","","",""
"Ja","2003","Sachsen","Ostdeutschland","1040","0.698447111071477","0.675673374055709","0.721220848087245"
"Ja","2003","Sachsen-Anhalt","Westdeutschland","","","",""
"Ja","2003","Sachsen-Anhalt","Ostdeutschland","644","0.739961460168403","0.711476716721762","0.768446203615043"
"Ja","2003","Thueringen","Westdeutschland","","","",""
"Ja","2003","Thueringen","Ostdeutschland","657","0.723120497322905","0.694393457661794","0.751847536984015"
"keinen Tag","2004","Schleswig-Holstein","Westdeutschland","215","0.296034424688","0.260858722964068","0.331210126411933"
"keinen Tag","2004","Schleswig-Holstein","Ostdeutschland","","","",""
"keinen Tag","2004","Hamburg","Westdeutschland","82","0.254409604700172","0.203667114415806","0.305152094984539"
"keinen Tag","2004","Hamburg","Ostdeutschland","","","",""
"keinen Tag","2004","Niedersachsen","Westdeutschland","555","0.273040882963564","0.252711755476623","0.293370010450505"
"keinen Tag","2004","Niedersachsen","Ostdeutschland","","","",""
"keinen Tag","2004","Bremen","Westdeutschland","55","0.319267495085257","0.247699329513073","0.390835660657441"
"keinen Tag","2004","Bremen","Ostdeutschland","","","",""
"keinen Tag","2004","Nordrhein-Westfalen","Westdeutschland","1436","0.30089260177685","0.287400387732977","0.314384815820723"
"keinen Tag","2004","Nordrhein-Westfalen","Ostdeutschland","","","",""
"keinen Tag","2004","Hessen","Westdeutschland","388","0.244363575686877","0.221773620534621","0.266953530839134"
"keinen Tag","2004","Hessen","Ostdeutschland","","","",""
"keinen Tag","2004","Rheinland-Pfalz,Saarland","Westdeutschland","352","0.274084482637274","0.249600714223612","0.298568251050937"
"keinen Tag","2004","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"keinen Tag","2004","Baden-Wuerttemberg","Westdeutschland","704","0.253275973363291","0.236323361629682","0.270228585096901"
"keinen Tag","2004","Baden-Wuerttemberg","Ostdeutschland","","","",""
"keinen Tag","2004","Bayern","Westdeutschland","959","0.291971919836909","0.2755842120052","0.308359627668617"
"keinen Tag","2004","Bayern","Ostdeutschland","","","",""
"keinen Tag","2004","Berlin","Westdeutschland","138","0.320328571986566","0.275967608353765","0.364689535619367"
"keinen Tag","2004","Berlin","Ostdeutschland","112","0.299712570750507","0.252055805688828","0.347369335812185"
"keinen Tag","2004","Brandenburg","Westdeutschland","","","",""
"keinen Tag","2004","Brandenburg","Ostdeutschland","262","0.29428716414766","0.2639700473582","0.32460428093712"
"keinen Tag","2004","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"keinen Tag","2004","Mecklenburg-Vorpommern","Ostdeutschland","151","0.273382474126304","0.234198528437925","0.312566419814683"
"keinen Tag","2004","Sachsen","Westdeutschland","","","",""
"keinen Tag","2004","Sachsen","Ostdeutschland","477","0.283478384561311","0.260806541427664","0.306150227694957"
"keinen Tag","2004","Sachsen-Anhalt","Westdeutschland","","","",""
"keinen Tag","2004","Sachsen-Anhalt","Ostdeutschland","267","0.263139784711041","0.234451167667737","0.291828401754344"
"keinen Tag","2004","Thueringen","Westdeutschland","","","",""
"keinen Tag","2004","Thueringen","Ostdeutschland","265","0.258138674000211","0.229706157620549","0.286571190379873"
"Ja","2004","Schleswig-Holstein","Westdeutschland","432","0.703965575312","0.668789873588067","0.739141277035932"
"Ja","2004","Schleswig-Holstein","Ostdeutschland","","","",""
"Ja","2004","Hamburg","Westdeutschland","201","0.745590395299828","0.694847905015461","0.796332885584194"
"Ja","2004","Hamburg","Ostdeutschland","","","",""
"Ja","2004","Niedersachsen","Westdeutschland","1290","0.726959117036436","0.706629989549495","0.747288244523377"
"Ja","2004","Niedersachsen","Ostdeutschland","","","",""
"Ja","2004","Bremen","Westdeutschland","108","0.680732504914743","0.609164339342559","0.752300670486927"
"Ja","2004","Bremen","Ostdeutschland","","","",""
"Ja","2004","Nordrhein-Westfalen","Westdeutschland","3003","0.69910739822315","0.685615184179277","0.712599612267023"
"Ja","2004","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Ja","2004","Hessen","Westdeutschland","1002","0.755636424313123","0.733046469160866","0.778226379465379"
"Ja","2004","Hessen","Ostdeutschland","","","",""
"Ja","2004","Rheinland-Pfalz,Saarland","Westdeutschland","923","0.725915517362726","0.701431748949063","0.750399285776388"
"Ja","2004","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Ja","2004","Baden-Wuerttemberg","Westdeutschland","1824","0.746724026636709","0.7297714149031","0.763676638370318"
"Ja","2004","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Ja","2004","Bayern","Westdeutschland","1998","0.708028080163091","0.691640372331383","0.7244157879948"
"Ja","2004","Bayern","Ostdeutschland","","","",""
"Ja","2004","Berlin","Westdeutschland","287","0.679671428013434","0.635310464380633","0.724032391646235"
"Ja","2004","Berlin","Ostdeutschland","243","0.700287429249493","0.652630664187815","0.747944194311172"
"Ja","2004","Brandenburg","Westdeutschland","","","",""
"Ja","2004","Brandenburg","Ostdeutschland","606","0.70571283585234","0.67539571906288","0.7360299526418"
"Ja","2004","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Ja","2004","Mecklenburg-Vorpommern","Ostdeutschland","346","0.726617525873696","0.687433580185318","0.765801471562075"
"Ja","2004","Sachsen","Westdeutschland","","","",""
"Ja","2004","Sachsen","Ostdeutschland","1041","0.716521615438689","0.693849772305043","0.739193458572336"
"Ja","2004","Sachsen-Anhalt","Westdeutschland","","","",""
"Ja","2004","Sachsen-Anhalt","Ostdeutschland","638","0.736860215288959","0.708171598245655","0.765548832332262"
"Ja","2004","Thueringen","Westdeutschland","","","",""
"Ja","2004","Thueringen","Ostdeutschland","645","0.741861325999789","0.713428809620126","0.770293842379451"
"keinen Tag","2005","Schleswig-Holstein","Westdeutschland","206","0.320732245792869","0.284428366023714","0.357036125562025"
"keinen Tag","2005","Schleswig-Holstein","Ostdeutschland","","","",""
"keinen Tag","2005","Hamburg","Westdeutschland","71","0.237157813724923","0.187426377555944","0.286889249893903"
"keinen Tag","2005","Hamburg","Ostdeutschland","","","",""
"keinen Tag","2005","Niedersachsen","Westdeutschland","523","0.273076987484927","0.252136583279036","0.294017391690817"
"keinen Tag","2005","Niedersachsen","Ostdeutschland","","","",""
"keinen Tag","2005","Bremen","Westdeutschland","46","0.279875342415227","0.206294249854527","0.353456434975926"
"keinen Tag","2005","Bremen","Ostdeutschland","","","",""
"keinen Tag","2005","Nordrhein-Westfalen","Westdeutschland","1296","0.289811270079934","0.276189396448354","0.303433143711515"
"keinen Tag","2005","Nordrhein-Westfalen","Ostdeutschland","","","",""
"keinen Tag","2005","Hessen","Westdeutschland","388","0.285021904911089","0.260869670201116","0.309174139621062"
"keinen Tag","2005","Hessen","Ostdeutschland","","","",""
"keinen Tag","2005","Rheinland-Pfalz,Saarland","Westdeutschland","349","0.291981895326778","0.26638443230113","0.317579358352426"
"keinen Tag","2005","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"keinen Tag","2005","Baden-Wuerttemberg","Westdeutschland","690","0.259878811189264","0.24257266488568","0.277184957492849"
"keinen Tag","2005","Baden-Wuerttemberg","Ostdeutschland","","","",""
"keinen Tag","2005","Bayern","Westdeutschland","935","0.293493043483418","0.276677465684873","0.310308621281963"
"keinen Tag","2005","Bayern","Ostdeutschland","","","",""
"keinen Tag","2005","Berlin","Westdeutschland","122","0.312398888591407","0.266750702674463","0.358047074508351"
"keinen Tag","2005","Berlin","Ostdeutschland","93","0.258265573878182","0.211326735715819","0.305204412040545"
"keinen Tag","2005","Brandenburg","Westdeutschland","","","",""
"keinen Tag","2005","Brandenburg","Ostdeutschland","274","0.334107257614379","0.302710584029877","0.365503931198881"
"keinen Tag","2005","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"keinen Tag","2005","Mecklenburg-Vorpommern","Ostdeutschland","136","0.246360436536412","0.208051748089623","0.284669124983201"
"keinen Tag","2005","Sachsen","Westdeutschland","","","",""
"keinen Tag","2005","Sachsen","Ostdeutschland","448","0.272947659550965","0.25012847722377","0.295766841878159"
"keinen Tag","2005","Sachsen-Anhalt","Westdeutschland","","","",""
"keinen Tag","2005","Sachsen-Anhalt","Ostdeutschland","276","0.268564062142673","0.239180498177359","0.297947626107987"
"keinen Tag","2005","Thueringen","Westdeutschland","","","",""
"keinen Tag","2005","Thueringen","Ostdeutschland","249","0.271668320032709","0.241990855674493","0.301345784390925"
"Ja","2005","Schleswig-Holstein","Westdeutschland","429","0.679267754207131","0.642963874437975","0.715571633976286"
"Ja","2005","Schleswig-Holstein","Ostdeutschland","","","",""
"Ja","2005","Hamburg","Westdeutschland","210","0.762842186275077","0.713110750106097","0.812573622444056"
"Ja","2005","Hamburg","Ostdeutschland","","","",""
"Ja","2005","Niedersachsen","Westdeutschland","1216","0.726923012515073","0.705982608309183","0.747863416720964"
"Ja","2005","Niedersachsen","Ostdeutschland","","","",""
"Ja","2005","Bremen","Westdeutschland","97","0.720124657584773","0.646543565024074","0.793705750145473"
"Ja","2005","Bremen","Ostdeutschland","","","",""
"Ja","2005","Nordrhein-Westfalen","Westdeutschland","2965","0.710188729920066","0.696566856288485","0.723810603551646"
"Ja","2005","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Ja","2005","Hessen","Westdeutschland","954","0.714978095088911","0.690825860378939","0.739130329798884"
"Ja","2005","Hessen","Ostdeutschland","","","",""
"Ja","2005","Rheinland-Pfalz,Saarland","Westdeutschland","863","0.708018104673222","0.682420641647574","0.73361556769887"
"Ja","2005","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Ja","2005","Baden-Wuerttemberg","Westdeutschland","1777","0.740121188810736","0.722815042507151","0.75742733511432"
"Ja","2005","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Ja","2005","Bayern","Westdeutschland","1882","0.706506956516582","0.689691378718037","0.723322534315127"
"Ja","2005","Bayern","Ostdeutschland","","","",""
"Ja","2005","Berlin","Westdeutschland","274","0.687601111408593","0.641952925491649","0.733249297325537"
"Ja","2005","Berlin","Ostdeutschland","241","0.741734426121818","0.694795587959455","0.788673264284181"
"Ja","2005","Brandenburg","Westdeutschland","","","",""
"Ja","2005","Brandenburg","Ostdeutschland","593","0.665892742385621","0.634496068801119","0.697289415970123"
"Ja","2005","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Ja","2005","Mecklenburg-Vorpommern","Ostdeutschland","350","0.753639563463588","0.715330875016799","0.791948251910377"
"Ja","2005","Sachsen","Westdeutschland","","","",""
"Ja","2005","Sachsen","Ostdeutschland","1016","0.727052340449035","0.704233158121841","0.74987152277623"
"Ja","2005","Sachsen-Anhalt","Westdeutschland","","","",""
"Ja","2005","Sachsen-Anhalt","Ostdeutschland","598","0.731435937857327","0.702052373892013","0.760819501822641"
"Ja","2005","Thueringen","Westdeutschland","","","",""
"Ja","2005","Thueringen","Ostdeutschland","614","0.728331679967291","0.698654215609075","0.758009144325507"
"keinen Tag","2006","Schleswig-Holstein","Westdeutschland","201","0.290937442775688","0.256207226231004","0.325667659320373"
"keinen Tag","2006","Schleswig-Holstein","Ostdeutschland","","","",""
"keinen Tag","2006","Hamburg","Westdeutschland","84","0.269198931257197","0.218924316724352","0.319473545790043"
"keinen Tag","2006","Hamburg","Ostdeutschland","","","",""
"keinen Tag","2006","Niedersachsen","Westdeutschland","583","0.28023068514577","0.260147207516871","0.300314162774669"
"keinen Tag","2006","Niedersachsen","Ostdeutschland","","","",""
"keinen Tag","2006","Bremen","Westdeutschland","39","0.216464955510414","0.147753118613731","0.285176792407097"
"keinen Tag","2006","Bremen","Ostdeutschland","","","",""
"keinen Tag","2006","Nordrhein-Westfalen","Westdeutschland","1347","0.289670131593283","0.276341094248997","0.302999168937569"
"keinen Tag","2006","Nordrhein-Westfalen","Ostdeutschland","","","",""
"keinen Tag","2006","Hessen","Westdeutschland","411","0.27330315305604","0.250340990641879","0.296265315470201"
"keinen Tag","2006","Hessen","Ostdeutschland","","","",""
"keinen Tag","2006","Rheinland-Pfalz,Saarland","Westdeutschland","371","0.302656268257974","0.277329904442776","0.327982632073172"
"keinen Tag","2006","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"keinen Tag","2006","Baden-Wuerttemberg","Westdeutschland","751","0.262769204672619","0.246014676793089","0.27952373255215"
"keinen Tag","2006","Baden-Wuerttemberg","Ostdeutschland","","","",""
"keinen Tag","2006","Bayern","Westdeutschland","1007","0.301348508491852","0.285130767902727","0.317566249080977"
"keinen Tag","2006","Bayern","Ostdeutschland","","","",""
"keinen Tag","2006","Berlin","Westdeutschland","136","0.317970805834826","0.273274135698173","0.362667475971478"
"keinen Tag","2006","Berlin","Ostdeutschland","99","0.318910991241279","0.269152200180036","0.368669782302522"
"keinen Tag","2006","Brandenburg","Westdeutschland","","","",""
"keinen Tag","2006","Brandenburg","Ostdeutschland","281","0.311165417123551","0.281167529274294","0.341163304972808"
"keinen Tag","2006","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"keinen Tag","2006","Mecklenburg-Vorpommern","Ostdeutschland","156","0.271292821705673","0.233439340003207","0.309146303408138"
"keinen Tag","2006","Sachsen","Westdeutschland","","","",""
"keinen Tag","2006","Sachsen","Ostdeutschland","500","0.309170036554061","0.285836759030795","0.332503314077327"
"keinen Tag","2006","Sachsen-Anhalt","Westdeutschland","","","",""
"keinen Tag","2006","Sachsen-Anhalt","Ostdeutschland","272","0.285237935550413","0.255738668475802","0.314737202625024"
"keinen Tag","2006","Thueringen","Westdeutschland","","","",""
"keinen Tag","2006","Thueringen","Ostdeutschland","265","0.269128213949845","0.240469652248045","0.297786775651644"
"Ja","2006","Schleswig-Holstein","Westdeutschland","456","0.709062557224312","0.674332340679627","0.743792773768996"
"Ja","2006","Schleswig-Holstein","Ostdeutschland","","","",""
"Ja","2006","Hamburg","Westdeutschland","215","0.730801068742803","0.680526454209957","0.781075683275648"
"Ja","2006","Hamburg","Ostdeutschland","","","",""
"Ja","2006","Niedersachsen","Westdeutschland","1338","0.71976931485423","0.699685837225331","0.739852792483129"
"Ja","2006","Niedersachsen","Ostdeutschland","","","",""
"Ja","2006","Bremen","Westdeutschland","99","0.783535044489586","0.714823207592903","0.852246881386269"
"Ja","2006","Bremen","Ostdeutschland","","","",""
"Ja","2006","Nordrhein-Westfalen","Westdeutschland","3102","0.710329868406717","0.697000831062431","0.723658905751003"
"Ja","2006","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Ja","2006","Hessen","Westdeutschland","1036","0.72669684694396","0.703734684529799","0.749659009358121"
"Ja","2006","Hessen","Ostdeutschland","","","",""
"Ja","2006","Rheinland-Pfalz,Saarland","Westdeutschland","893","0.697343731742026","0.672017367926828","0.722670095557224"
"Ja","2006","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Ja","2006","Baden-Wuerttemberg","Westdeutschland","1900","0.737230795327381","0.72047626744785","0.753985323206911"
"Ja","2006","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Ja","2006","Bayern","Westdeutschland","2068","0.698651491508148","0.682433750919023","0.714869232097273"
"Ja","2006","Bayern","Ostdeutschland","","","",""
"Ja","2006","Berlin","Westdeutschland","281","0.682029194165174","0.637332524028522","0.726725864301827"
"Ja","2006","Berlin","Ostdeutschland","238","0.681089008758721","0.631330217697478","0.730847799819964"
"Ja","2006","Brandenburg","Westdeutschland","","","",""
"Ja","2006","Brandenburg","Ostdeutschland","634","0.688834582876449","0.658836695027192","0.718832470725706"
"Ja","2006","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Ja","2006","Mecklenburg-Vorpommern","Ostdeutschland","374","0.728707178294327","0.690853696591862","0.766560659996793"
"Ja","2006","Sachsen","Westdeutschland","","","",""
"Ja","2006","Sachsen","Ostdeutschland","1007","0.690829963445939","0.667496685922673","0.714163240969205"
"Ja","2006","Sachsen-Anhalt","Westdeutschland","","","",""
"Ja","2006","Sachsen-Anhalt","Ostdeutschland","628","0.714762064449587","0.685262797374976","0.744261331524198"
"Ja","2006","Thueringen","Westdeutschland","","","",""
"Ja","2006","Thueringen","Ostdeutschland","655","0.730871786050155","0.702213224348356","0.759530347751955"
"keinen Tag","2007","Schleswig-Holstein","Westdeutschland","160","0.250497680489275","0.215564132575985","0.285431228402565"
"keinen Tag","2007","Schleswig-Holstein","Ostdeutschland","","","",""
"keinen Tag","2007","Hamburg","Westdeutschland","73","0.230590363459451","0.181774108105447","0.279406618813455"
"keinen Tag","2007","Hamburg","Ostdeutschland","","","",""
"keinen Tag","2007","Niedersachsen","Westdeutschland","539","0.284437684046477","0.263555532477621","0.305319835615332"
"keinen Tag","2007","Niedersachsen","Ostdeutschland","","","",""
"keinen Tag","2007","Bremen","Westdeutschland","36","0.215894784706939","0.148926012486508","0.282863556927369"
"keinen Tag","2007","Bremen","Ostdeutschland","","","",""
"keinen Tag","2007","Nordrhein-Westfalen","Westdeutschland","1248","0.287391815200207","0.273536235053953","0.301247395346461"
"keinen Tag","2007","Nordrhein-Westfalen","Ostdeutschland","","","",""
"keinen Tag","2007","Hessen","Westdeutschland","414","0.302037894496934","0.277662772263782","0.326413016730086"
"keinen Tag","2007","Hessen","Ostdeutschland","","","",""
"keinen Tag","2007","Rheinland-Pfalz,Saarland","Westdeutschland","331","0.287829673784764","0.261707765132863","0.313951582436664"
"keinen Tag","2007","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"keinen Tag","2007","Baden-Wuerttemberg","Westdeutschland","666","0.265202374002204","0.247596317169505","0.282808430834903"
"keinen Tag","2007","Baden-Wuerttemberg","Ostdeutschland","","","",""
"keinen Tag","2007","Bayern","Westdeutschland","910","0.302973339431435","0.286157842013164","0.319788836849705"
"keinen Tag","2007","Bayern","Ostdeutschland","","","",""
"keinen Tag","2007","Berlin","Westdeutschland","127","0.305925363566268","0.260251206411381","0.351599520721154"
"keinen Tag","2007","Berlin","Ostdeutschland","97","0.311002239643619","0.261133917361847","0.360870561925391"
"keinen Tag","2007","Brandenburg","Westdeutschland","","","",""
"keinen Tag","2007","Brandenburg","Ostdeutschland","218","0.265256906510899","0.235168690197579","0.295345122824219"
"keinen Tag","2007","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"keinen Tag","2007","Mecklenburg-Vorpommern","Ostdeutschland","155","0.283840047565007","0.243919921664085","0.323760173465928"
"keinen Tag","2007","Sachsen","Westdeutschland","","","",""
"keinen Tag","2007","Sachsen","Ostdeutschland","482","0.294264234951241","0.270888704921453","0.317639764981029"
"keinen Tag","2007","Sachsen-Anhalt","Westdeutschland","","","",""
"keinen Tag","2007","Sachsen-Anhalt","Ostdeutschland","267","0.309468266995092","0.278446005275333","0.340490528714852"
"keinen Tag","2007","Thueringen","Westdeutschland","","","",""
"keinen Tag","2007","Thueringen","Ostdeutschland","248","0.284422809401929","0.254700201593321","0.314145417210537"
"Ja","2007","Schleswig-Holstein","Westdeutschland","431","0.749502319510725","0.714568771597435","0.784435867424015"
"Ja","2007","Schleswig-Holstein","Ostdeutschland","","","",""
"Ja","2007","Hamburg","Westdeutschland","213","0.769409636540549","0.720593381186545","0.818225891894553"
"Ja","2007","Hamburg","Ostdeutschland","","","",""
"Ja","2007","Niedersachsen","Westdeutschland","1254","0.715562315953523","0.694680164384668","0.736444467522379"
"Ja","2007","Niedersachsen","Ostdeutschland","","","",""
"Ja","2007","Bremen","Westdeutschland","109","0.784105215293061","0.717136443072631","0.851073987513492"
"Ja","2007","Bremen","Ostdeutschland","","","",""
"Ja","2007","Nordrhein-Westfalen","Westdeutschland","2850","0.712608184799793","0.698752604653539","0.726463764946047"
"Ja","2007","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Ja","2007","Hessen","Westdeutschland","949","0.697962105503066","0.673586983269914","0.722337227736218"
"Ja","2007","Hessen","Ostdeutschland","","","",""
"Ja","2007","Rheinland-Pfalz,Saarland","Westdeutschland","823","0.712170326215236","0.686048417563336","0.738292234867137"
"Ja","2007","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Ja","2007","Baden-Wuerttemberg","Westdeutschland","1749","0.734797625997796","0.717191569165097","0.752403682830495"
"Ja","2007","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Ja","2007","Bayern","Westdeutschland","1959","0.697026660568565","0.680211163150295","0.713842157986836"
"Ja","2007","Bayern","Ostdeutschland","","","",""
"Ja","2007","Berlin","Westdeutschland","264","0.694074636433732","0.648400479278846","0.739748793588619"
"Ja","2007","Berlin","Ostdeutschland","234","0.688997760356381","0.639129438074609","0.738866082638153"
"Ja","2007","Brandenburg","Westdeutschland","","","",""
"Ja","2007","Brandenburg","Ostdeutschland","609","0.734743093489101","0.704654877175781","0.764831309802421"
"Ja","2007","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Ja","2007","Mecklenburg-Vorpommern","Ostdeutschland","335","0.716159952434993","0.676239826534072","0.756080078335915"
"Ja","2007","Sachsen","Westdeutschland","","","",""
"Ja","2007","Sachsen","Ostdeutschland","978","0.705735765048759","0.682360235018971","0.729111295078547"
"Ja","2007","Sachsen-Anhalt","Westdeutschland","","","",""
"Ja","2007","Sachsen-Anhalt","Ostdeutschland","586","0.690531733004908","0.659509471285148","0.721553994724667"
"Ja","2007","Thueringen","Westdeutschland","","","",""
"Ja","2007","Thueringen","Ostdeutschland","637","0.715577190598071","0.685854582789463","0.745299798406679"
"keinen Tag","2008","Schleswig-Holstein","Westdeutschland","160","0.273453842378196","0.235894059013207","0.311013625743186"
"keinen Tag","2008","Schleswig-Holstein","Ostdeutschland","","","",""
"keinen Tag","2008","Hamburg","Westdeutschland","75","0.227139360200614","0.177709390513814","0.276569329887415"
"keinen Tag","2008","Hamburg","Ostdeutschland","","","",""
"keinen Tag","2008","Niedersachsen","Westdeutschland","499","0.269080349864507","0.248085223499397","0.290075476229618"
"keinen Tag","2008","Niedersachsen","Ostdeutschland","","","",""
"keinen Tag","2008","Bremen","Westdeutschland","","","",""
"keinen Tag","2008","Bremen","Ostdeutschland","","","",""
"keinen Tag","2008","Nordrhein-Westfalen","Westdeutschland","1109","0.276167515424116","0.262048309151288","0.290286721696944"
"keinen Tag","2008","Nordrhein-Westfalen","Ostdeutschland","","","",""
"keinen Tag","2008","Hessen","Westdeutschland","339","0.263397233217053","0.239360496133649","0.287433970300456"
"keinen Tag","2008","Hessen","Ostdeutschland","","","",""
"keinen Tag","2008","Rheinland-Pfalz,Saarland","Westdeutschland","316","0.283870199988916","0.257004990242766","0.310735409735067"
"keinen Tag","2008","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"keinen Tag","2008","Baden-Wuerttemberg","Westdeutschland","624","0.267008548002937","0.248987309645563","0.285029786360312"
"keinen Tag","2008","Baden-Wuerttemberg","Ostdeutschland","","","",""
"keinen Tag","2008","Bayern","Westdeutschland","820","0.304934503475634","0.287569200776167","0.322299806175101"
"keinen Tag","2008","Bayern","Ostdeutschland","","","",""
"keinen Tag","2008","Berlin","Westdeutschland","126","0.33009564134365","0.282815083781345","0.377376198905954"
"keinen Tag","2008","Berlin","Ostdeutschland","71","0.249530159832024","0.202042486293639","0.297017833370409"
"keinen Tag","2008","Brandenburg","Westdeutschland","","","",""
"keinen Tag","2008","Brandenburg","Ostdeutschland","220","0.315503968347748","0.283261036468605","0.34774690022689"
"keinen Tag","2008","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"keinen Tag","2008","Mecklenburg-Vorpommern","Ostdeutschland","132","0.254220690246393","0.215227304474838","0.293214076017949"
"keinen Tag","2008","Sachsen","Westdeutschland","","","",""
"keinen Tag","2008","Sachsen","Ostdeutschland","449","0.297310664859935","0.273212665158727","0.321408664561142"
"keinen Tag","2008","Sachsen-Anhalt","Westdeutschland","","","",""
"keinen Tag","2008","Sachsen-Anhalt","Ostdeutschland","254","0.273138266418851","0.242339221886098","0.303937310951605"
"keinen Tag","2008","Thueringen","Westdeutschland","","","",""
"keinen Tag","2008","Thueringen","Ostdeutschland","237","0.261962037711901","0.232591963368188","0.291332112055613"
"Ja","2008","Schleswig-Holstein","Westdeutschland","381","0.726546157621804","0.688986374256814","0.764105940986793"
"Ja","2008","Schleswig-Holstein","Ostdeutschland","","","",""
"Ja","2008","Hamburg","Westdeutschland","201","0.772860639799386","0.723430670112585","0.822290609486186"
"Ja","2008","Hamburg","Ostdeutschland","","","",""
"Ja","2008","Niedersachsen","Westdeutschland","1215","0.730919650135493","0.709924523770382","0.751914776500603"
"Ja","2008","Niedersachsen","Ostdeutschland","","","",""
"Ja","2008","Bremen","Westdeutschland","106","0.820028048981062","0.75498326764758","0.885072830314544"
"Ja","2008","Bremen","Ostdeutschland","","","",""
"Ja","2008","Nordrhein-Westfalen","Westdeutschland","2743","0.723832484575884","0.709713278303056","0.737951690848712"
"Ja","2008","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Ja","2008","Hessen","Westdeutschland","951","0.736602766782947","0.712566029699544","0.760639503866351"
"Ja","2008","Hessen","Ostdeutschland","","","",""
"Ja","2008","Rheinland-Pfalz,Saarland","Westdeutschland","766","0.716129800011084","0.689264590264933","0.742995009757234"
"Ja","2008","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Ja","2008","Baden-Wuerttemberg","Westdeutschland","1691","0.732991451997063","0.714970213639688","0.751012690354437"
"Ja","2008","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Ja","2008","Bayern","Westdeutschland","1880","0.695065496524366","0.677700193824899","0.712430799223832"
"Ja","2008","Bayern","Ostdeutschland","","","",""
"Ja","2008","Berlin","Westdeutschland","254","0.66990435865635","0.622623801094046","0.717184916218655"
"Ja","2008","Berlin","Ostdeutschland","248","0.750469840167976","0.702982166629591","0.797957513706361"
"Ja","2008","Brandenburg","Westdeutschland","","","",""
"Ja","2008","Brandenburg","Ostdeutschland","578","0.684496031652252","0.65225309977311","0.716738963531395"
"Ja","2008","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Ja","2008","Mecklenburg-Vorpommern","Ostdeutschland","347","0.745779309753607","0.706785923982051","0.784772695525162"
"Ja","2008","Sachsen","Westdeutschland","","","",""
"Ja","2008","Sachsen","Ostdeutschland","933","0.702689335140065","0.678591335438858","0.726787334841273"
"Ja","2008","Sachsen-Anhalt","Westdeutschland","","","",""
"Ja","2008","Sachsen-Anhalt","Ostdeutschland","550","0.726861733581149","0.696062689048395","0.757660778113902"
"Ja","2008","Thueringen","Westdeutschland","","","",""
"Ja","2008","Thueringen","Ostdeutschland","624","0.738037962288099","0.708667887944387","0.767408036631812"
"keinen Tag","2009","Schleswig-Holstein","Westdeutschland","140","0.244560985741981","0.206998234723481","0.282123736760481"
"keinen Tag","2009","Schleswig-Holstein","Ostdeutschland","","","",""
"keinen Tag","2009","Hamburg","Westdeutschland","70","0.237288928230123","0.185776003526289","0.288801852933956"
"keinen Tag","2009","Hamburg","Ostdeutschland","","","",""
"keinen Tag","2009","Niedersachsen","Westdeutschland","450","0.260055157156482","0.238607860358157","0.281502453954807"
