"ple0044_h","year","bildungsniveau","sex","n","percent","lower_confidence","upper_confidence"
"Ja","1999","Realschule","maennlich","819","0.585336948366143","0.559926335853745","0.610747560878542"
"Ja","1999","Realschule","weiblich","1223","0.702220572821055","0.681101475375698","0.723339670266412"
"Ja","1999","(Fach-)Abitur","maennlich","323","0.596131984500404","0.553754476102815","0.638509492897993"
"Ja","1999","(Fach-)Abitur","weiblich","387","0.739341594540203","0.70304729908981","0.775635889990597"
"Ja","1999","AkademikerIn","maennlich","577","0.574864050861529","0.54486189745909","0.604866204263969"
"Ja","1999","AkademikerIn","weiblich","538","0.676525945952947","0.645077399116208","0.707974492789685"
"keinen Tag","2000","(noch) kein Abschluss","maennlich","57","0.151643483763207","0.116797561538426","0.186489405987988"
"keinen Tag","2000","(noch) kein Abschluss","weiblich","51","0.0954355338348271","0.0693938850900626","0.121477182579592"
"keinen Tag","2000","Hauptschule","maennlich","1439","0.281080696830436","0.268542700703942","0.29361869295693"
"keinen Tag","2000","Hauptschule","weiblich","989","0.167877583574948","0.157894021309732","0.177861145840165"
"keinen Tag","2000","Realschule","maennlich","1064","0.403458423793332","0.384582893467705","0.422333954118958"
"keinen Tag","2000","Realschule","weiblich","1104","0.300561315560198","0.285246176468348","0.315876454652047"
"keinen Tag","2000","(Fach-)Abitur","maennlich","382","0.352615585138349","0.324067707464591","0.381163462812107"
"keinen Tag","2000","(Fach-)Abitur","weiblich","346","0.275974779136972","0.25063074861167","0.301318809662275"
"keinen Tag","2000","AkademikerIn","maennlich","933","0.438282390610268","0.41705591445859","0.459508866761945"
"keinen Tag","2000","AkademikerIn","weiblich","543","0.327420405176629","0.30442649586729","0.350414314485968"
"Ja","2000","(noch) kein Abschluss","maennlich","350","0.848356516236793","0.813510594012012","0.883202438461574"
"Ja","2000","(noch) kein Abschluss","weiblich","438","0.904564466165173","0.878522817420408","0.930606114909937"
"Ja","2000","Hauptschule","maennlich","3499","0.718919303169564","0.70638130704307","0.731457299296058"
"Ja","2000","Hauptschule","weiblich","4395","0.832122416425052","0.822138854159835","0.842105978690268"
"Ja","2000","Realschule","maennlich","1531","0.596541576206668","0.577666045881042","0.615417106532295"
"Ja","2000","Realschule","weiblich","2339","0.699438684439802","0.684123545347952","0.714753823531652"
"Ja","2000","(Fach-)Abitur","maennlich","694","0.647384414861651","0.618836537187892","0.675932292535409"
"Ja","2000","(Fach-)Abitur","weiblich","849","0.724025220863028","0.698681190337725","0.749369251388331"
"Ja","2000","AkademikerIn","maennlich","1166","0.561717609389732","0.540491133238055","0.58294408554141"
"Ja","2000","AkademikerIn","weiblich","1057","0.672579594823371","0.649585685514032","0.69557350413271"
"keinen Tag","2001","(noch) kein Abschluss","maennlich","67","0.163605648358133","0.127125698268079","0.200085598448187"
"keinen Tag","2001","(noch) kein Abschluss","weiblich","58","0.136062509329813","0.10462845572748","0.167496562932147"
"keinen Tag","2001","Hauptschule","maennlich","1275","0.289314127452968","0.275912913518249","0.302715341387688"
"keinen Tag","2001","Hauptschule","weiblich","898","0.177474492898781","0.166560780041186","0.188388205756377"
"keinen Tag","2001","Realschule","maennlich","970","0.397632619915262","0.378097269268301","0.417167970562223"
"keinen Tag","2001","Realschule","weiblich","1007","0.289502707047421","0.273724699549292","0.305280714545551"
"keinen Tag","2001","(Fach-)Abitur","maennlich","377","0.368012399416952","0.33821114087248","0.397813657961423"
"keinen Tag","2001","(Fach-)Abitur","weiblich","335","0.282619876479312","0.256584485884461","0.308655267074163"
"keinen Tag","2001","AkademikerIn","maennlich","839","0.422888717692668","0.400978847675432","0.444798587709903"
"keinen Tag","2001","AkademikerIn","weiblich","506","0.322742426292233","0.299122159099307","0.346362693485159"
"Ja","2001","(noch) kein Abschluss","maennlich","328","0.836394351641867","0.799914401551813","0.872874301731921"
"Ja","2001","(noch) kein Abschluss","weiblich","399","0.863937490670187","0.832503437067853","0.895371544272521"
"Ja","2001","Hauptschule","maennlich","3123","0.710685872547032","0.697284658612312","0.724087086481751"
"Ja","2001","Hauptschule","weiblich","3810","0.822525507101219","0.811611794243623","0.833439219958814"
"Ja","2001","Realschule","maennlich","1441","0.602367380084738","0.582832029437777","0.621902730731699"
"Ja","2001","Realschule","weiblich","2167","0.710497292952579","0.694719285454449","0.726275300450708"
"Ja","2001","(Fach-)Abitur","maennlich","629","0.631987600583048","0.602186342038577","0.66178885912752"
"Ja","2001","(Fach-)Abitur","weiblich","814","0.717380123520688","0.691344732925837","0.743415514115539"
"Ja","2001","AkademikerIn","maennlich","1114","0.577111282307332","0.555201412290097","0.599021152324568"
"Ja","2001","AkademikerIn","weiblich","999","0.677257573707767","0.653637306514841","0.700877840900693"
"keinen Tag","2002","(noch) kein Abschluss","maennlich","65","0.16363011125614","0.128165863086781","0.1990943594255"
"keinen Tag","2002","(noch) kein Abschluss","weiblich","52","0.0977211743162611","0.0709614125887116","0.124480936043811"
"keinen Tag","2002","Hauptschule","maennlich","1183","0.276691112198358","0.263072108779124","0.290310115617592"
"keinen Tag","2002","Hauptschule","weiblich","865","0.176992683828147","0.165832807366476","0.188152560289818"
"keinen Tag","2002","Realschule","maennlich","1029","0.403799876766778","0.384426431459196","0.423173322074361"
"keinen Tag","2002","Realschule","weiblich","1073","0.300278449531979","0.28465576364501","0.315901135418948"
"keinen Tag","2002","(Fach-)Abitur","maennlich","408","0.338239309519933","0.310229810799862","0.366248808240003"
"keinen Tag","2002","(Fach-)Abitur","weiblich","354","0.254164911865077","0.230219327856489","0.278110495873664"
"keinen Tag","2002","AkademikerIn","maennlich","1180","0.432255017491875","0.412920994804808","0.451589040178942"
"keinen Tag","2002","AkademikerIn","weiblich","640","0.311007898319325","0.290155038922579","0.331860757716071"
"Ja","2002","(noch) kein Abschluss","maennlich","353","0.83636988874386","0.8009056405745","0.871834136913219"
"Ja","2002","(noch) kein Abschluss","weiblich","421","0.902278825683739","0.875519063956189","0.929038587411288"
"Ja","2002","Hauptschule","maennlich","2962","0.723308887801642","0.709689884382408","0.736927891220876"
"Ja","2002","Hauptschule","weiblich","3628","0.823007316171853","0.811847439710182","0.834167192633524"
"Ja","2002","Realschule","maennlich","1435","0.596200123233222","0.576826677925639","0.615573568540804"
"Ja","2002","Realschule","weiblich","2234","0.699721550468021","0.684098864581052","0.71534423635499"
"Ja","2002","(Fach-)Abitur","maennlich","688","0.661760690480067","0.633751191759997","0.689770189200138"
"Ja","2002","(Fach-)Abitur","weiblich","916","0.745835088134923","0.721889504126336","0.769780672143511"
"Ja","2002","AkademikerIn","maennlich","1342","0.567744982508125","0.548410959821058","0.587079005195192"
"Ja","2002","AkademikerIn","weiblich","1253","0.688992101680675","0.668139242283929","0.709844961077421"
"keinen Tag","2003","(noch) kein Abschluss","maennlich","55","0.14755658116685","0.113185079210551","0.18192808312315"
"keinen Tag","2003","(noch) kein Abschluss","weiblich","39","0.0790909145648306","0.0546137375668365","0.103568091562825"
"keinen Tag","2003","Hauptschule","maennlich","1131","0.279515275041031","0.265573382949706","0.293457167132356"
"keinen Tag","2003","Hauptschule","weiblich","776","0.161627845271075","0.150580317865414","0.172675372676737"
"keinen Tag","2003","Realschule","maennlich","1026","0.42011948723203","0.400331354670826","0.439907619793234"
"keinen Tag","2003","Realschule","weiblich","1008","0.294999511840907","0.279156595488493","0.31084242819332"
"keinen Tag","2003","(Fach-)Abitur","maennlich","396","0.356368752009695","0.327605256987681","0.385132247031709"
"keinen Tag","2003","(Fach-)Abitur","weiblich","365","0.266314546449024","0.241946149933901","0.290682942964147"
"keinen Tag","2003","AkademikerIn","maennlich","1030","0.406796706342837","0.387052819345086","0.426540593340589"
"keinen Tag","2003","AkademikerIn","weiblich","619","0.304026911992523","0.283008910574878","0.325044913410168"
"Ja","2003","(noch) kein Abschluss","maennlich","354","0.85244341883315","0.81807191687685","0.886814920789449"
"Ja","2003","(noch) kein Abschluss","weiblich","428","0.920909085435169","0.896431908437175","0.945386262433164"
"Ja","2003","Hauptschule","maennlich","2849","0.720484724958969","0.706542832867644","0.734426617050295"
"Ja","2003","Hauptschule","weiblich","3489","0.838372154728925","0.827324627323264","0.849419682134586"
"Ja","2003","Realschule","maennlich","1364","0.57988051276797","0.560092380206766","0.599668645329174"
"Ja","2003","Realschule","weiblich","2175","0.705000488159093","0.68915757180668","0.720843404511507"
"Ja","2003","(Fach-)Abitur","maennlich","669","0.643631247990305","0.614867752968291","0.672394743012319"
"Ja","2003","(Fach-)Abitur","weiblich","899","0.733685453550976","0.709317057035853","0.758053850066099"
"Ja","2003","AkademikerIn","maennlich","1348","0.593203293657163","0.573459406659411","0.612947180654914"
"Ja","2003","AkademikerIn","weiblich","1221","0.695973088007477","0.674955086589832","0.716991089425122"
"keinen Tag","2004","(noch) kein Abschluss","maennlich","56","0.169765928322472","0.13360217793917","0.205929678705775"
"keinen Tag","2004","(noch) kein Abschluss","weiblich","41","0.0773076351668302","0.0534644523040141","0.101150818029646"
"keinen Tag","2004","Hauptschule","maennlich","1057","0.268317208121156","0.254207150423544","0.282427265818767"
"keinen Tag","2004","Hauptschule","weiblich","807","0.17855766400245","0.166781537328142","0.190333790676757"
"keinen Tag","2004","Realschule","maennlich","948","0.383764905884729","0.363946618719506","0.403583193049952"
"keinen Tag","2004","Realschule","weiblich","995","0.297245551503618","0.281249251239201","0.313241851768035"
"keinen Tag","2004","(Fach-)Abitur","maennlich","396","0.361073649517303","0.332213367233851","0.389933931800755"
"keinen Tag","2004","(Fach-)Abitur","weiblich","368","0.282411356240715","0.257594120229921","0.307228592251508"
"keinen Tag","2004","AkademikerIn","maennlich","1025","0.403836931443197","0.384015710036769","0.423658152849625"
"keinen Tag","2004","AkademikerIn","weiblich","634","0.320914996465868","0.299508978112973","0.342321014818763"
"Ja","2004","(noch) kein Abschluss","maennlich","358","0.830234071677528","0.794070321294225","0.866397822060831"
"Ja","2004","(noch) kein Abschluss","weiblich","441","0.92269236483317","0.898849181970354","0.946535547695986"
"Ja","2004","Hauptschule","maennlich","2731","0.731682791878844","0.717572734181233","0.745792849576456"
"Ja","2004","Hauptschule","weiblich","3256","0.82144233599755","0.809666209323243","0.833218462671858"
"Ja","2004","Realschule","maennlich","1365","0.616235094115271","0.596416806950048","0.636053381280494"
"Ja","2004","Realschule","weiblich","2141","0.702754448496382","0.686758148231966","0.718750748760799"
"Ja","2004","(Fach-)Abitur","maennlich","668","0.638926350482697","0.610066068199245","0.667786632766149"
"Ja","2004","(Fach-)Abitur","weiblich","896","0.717588643759285","0.692771407748492","0.742405879770079"
"Ja","2004","AkademikerIn","maennlich","1329","0.596163068556803","0.576341847150374","0.615984289963231"
"Ja","2004","AkademikerIn","weiblich","1193","0.679085003534132","0.657678985181237","0.700491021887027"
"keinen Tag","2005","(noch) kein Abschluss","maennlich","46","0.152568656742152","0.117806068618951","0.187331244865353"
"keinen Tag","2005","(noch) kein Abschluss","weiblich","44","0.107706735790179","0.0800022054499733","0.135411266130386"
"keinen Tag","2005","Hauptschule","maennlich","965","0.268531730936034","0.253985416441528","0.283078045430539"
"keinen Tag","2005","Hauptschule","weiblich","736","0.181888704993422","0.169676678405624","0.194100731581219"
"keinen Tag","2005","Realschule","maennlich","913","0.379147008191748","0.35900553361044","0.399288482773056"
"keinen Tag","2005","Realschule","weiblich","981","0.299068799011888","0.282671476933389","0.315466121090388"
"keinen Tag","2005","(Fach-)Abitur","maennlich","359","0.369764858476088","0.339993302773887","0.399536414178289"
"keinen Tag","2005","(Fach-)Abitur","weiblich","366","0.274238068689261","0.249386790458556","0.299089346919966"
"keinen Tag","2005","AkademikerIn","maennlich","970","0.416530961469778","0.396224117500592","0.436837805438963"
"keinen Tag","2005","AkademikerIn","weiblich","620","0.327910220943558","0.306223047098911","0.349597394788204"
"Ja","2005","(noch) kein Abschluss","maennlich","365","0.847431343257848","0.812668755134647","0.882193931381049"
"Ja","2005","(noch) kein Abschluss","weiblich","437","0.892293264209821","0.864588733869614","0.919997794550027"
"Ja","2005","Hauptschule","maennlich","2601","0.731468269063966","0.716921954569461","0.746014583558472"
"Ja","2005","Hauptschule","weiblich","3097","0.818111295006578","0.805899268418781","0.830323321594376"
"Ja","2005","Realschule","maennlich","1316","0.620852991808252","0.600711517226944","0.64099446638956"
"Ja","2005","Realschule","weiblich","2014","0.700931200988112","0.684533878909612","0.717328523066611"
"Ja","2005","(Fach-)Abitur","maennlich","651","0.630235141523912","0.600463585821711","0.660006697226113"
"Ja","2005","(Fach-)Abitur","weiblich","872","0.725761931310739","0.700910653080034","0.750613209541444"
"Ja","2005","AkademikerIn","maennlich","1294","0.583469038530222","0.563162194561036","0.603775882499407"
"Ja","2005","AkademikerIn","weiblich","1180","0.672089779056442","0.650402605211796","0.693776952901089"
"keinen Tag","2006","(noch) kein Abschluss","maennlich","43","0.173787908490306","0.131121869261842","0.21645394771877"
"keinen Tag","2006","(noch) kein Abschluss","weiblich","26","","",""
"keinen Tag","2006","Hauptschule","maennlich","1028","0.27101418736117","0.256922652447738","0.285105722274601"
"keinen Tag","2006","Hauptschule","weiblich","794","0.185230819305084","0.173352528847812","0.197109109762355"
"keinen Tag","2006","Realschule","maennlich","938","0.380450593079049","0.36082980089886","0.400071385259238"
"keinen Tag","2006","Realschule","weiblich","1072","0.301811601781231","0.285988212310247","0.317634991252215"
"keinen Tag","2006","(Fach-)Abitur","maennlich","371","0.363063143771077","0.333837055388348","0.392289232153806"
"keinen Tag","2006","(Fach-)Abitur","weiblich","414","0.305891574762131","0.281384266039892","0.330398883484369"
"keinen Tag","2006","AkademikerIn","maennlich","1019","0.400733512089667","0.381489347861339","0.419977676317995"
"keinen Tag","2006","AkademikerIn","weiblich","685","0.317067813560966","0.296498433445071","0.337637193676861"
"Ja","2006","(noch) kein Abschluss","maennlich","260","0.826212091509694","0.78354605228123","0.868878130738158"
"Ja","2006","(noch) kein Abschluss","weiblich","316","0.927022228357805","0.899456123043252","0.954588333672359"
"Ja","2006","Hauptschule","maennlich","2794","0.72898581263883","0.714894277725399","0.743077347552262"
"Ja","2006","Hauptschule","weiblich","3315","0.814769180694916","0.802890890237645","0.826647471152188"
"Ja","2006","Realschule","maennlich","1414","0.619549406920951","0.599928614740762","0.63917019910114"
"Ja","2006","Realschule","weiblich","2161","0.698188398218769","0.682365008747785","0.714011787689753"
"Ja","2006","(Fach-)Abitur","maennlich","669","0.636936856228923","0.607710767846194","0.666162944611652"
"Ja","2006","(Fach-)Abitur","weiblich","944","0.694108425237869","0.669601116515631","0.718615733960108"
"Ja","2006","AkademikerIn","maennlich","1472","0.599266487910333","0.580022323682005","0.618510652138661"
"Ja","2006","AkademikerIn","weiblich","1281","0.682932186439034","0.662362806323139","0.703501566554929"
"keinen Tag","2007","(noch) kein Abschluss","maennlich","38","0.211391587662874","0.160055885425038","0.262727289900709"
"keinen Tag","2007","(noch) kein Abschluss","weiblich","25","","",""
"keinen Tag","2007","Hauptschule","maennlich","906","0.270196889331082","0.255445290037307","0.284948488624856"
"keinen Tag","2007","Hauptschule","weiblich","694","0.177024380495188","0.164734037273109","0.189314723717267"
"keinen Tag","2007","Realschule","maennlich","896","0.396590954546621","0.376144745973844","0.417037163119398"
"keinen Tag","2007","Realschule","weiblich","981","0.292345708184939","0.276153202561048","0.30853821380883"
"keinen Tag","2007","(Fach-)Abitur","maennlich","372","0.379374737507623","0.349567403731291","0.409182071283954"
"keinen Tag","2007","(Fach-)Abitur","weiblich","369","0.291091398685055","0.266008794330399","0.316174003039712"
"keinen Tag","2007","AkademikerIn","maennlich","926","0.385665915618064","0.366011126752685","0.405320704483443"
"keinen Tag","2007","AkademikerIn","weiblich","650","0.303615911858875","0.283016073715296","0.324215750002453"
"Ja","2007","(noch) kein Abschluss","maennlich","205","0.788608412337126","0.737272710099291","0.839944114574962"
"Ja","2007","(noch) kein Abschluss","weiblich","282","0.922472867547248","0.892558311343894","0.952387423750602"
"Ja","2007","Hauptschule","maennlich","2575","0.729803110668918","0.715051511375144","0.744554709962693"
"Ja","2007","Hauptschule","weiblich","3011","0.822975619504812","0.810685276282733","0.835265962726891"
"Ja","2007","Realschule","maennlich","1303","0.603409045453379","0.582962836880602","0.623855254026156"
"Ja","2007","Realschule","weiblich","2050","0.707654291815061","0.69146178619117","0.723846797438952"
"Ja","2007","(Fach-)Abitur","maennlich","646","0.620625262492377","0.590817928716046","0.650432596268709"
"Ja","2007","(Fach-)Abitur","weiblich","891","0.708908601314945","0.683825996960288","0.733991205669601"
"Ja","2007","AkademikerIn","maennlich","1430","0.614334084381936","0.594679295516557","0.633988873247315"
"Ja","2007","AkademikerIn","weiblich","1264","0.696384088141125","0.675784249997547","0.716983926284704"
"keinen Tag","2008","(noch) kein Abschluss","maennlich","32","0.159239856735548","0.113700782513633","0.204778930957463"
"keinen Tag","2008","(noch) kein Abschluss","weiblich","22","","",""
"keinen Tag","2008","Hauptschule","maennlich","813","0.265894856845106","0.250646700602574","0.281143013087638"
"keinen Tag","2008","Hauptschule","weiblich","642","0.182003943966453","0.169165885238494","0.194842002694412"
"keinen Tag","2008","Realschule","maennlich","804","0.377200103922963","0.356489851566226","0.397910356279701"
"keinen Tag","2008","Realschule","weiblich","901","0.283472844685401","0.267038727548919","0.299906961821883"
"keinen Tag","2008","(Fach-)Abitur","maennlich","352","0.366064519470516","0.335431653080582","0.39669738586045"
"keinen Tag","2008","(Fach-)Abitur","weiblich","349","0.277693395292254","0.252074664452745","0.303312126131763"
"keinen Tag","2008","AkademikerIn","maennlich","829","0.372426479064142","0.352463742468752","0.392389215659531"
"keinen Tag","2008","AkademikerIn","weiblich","594","0.292372919554015","0.271724066596479","0.313021772511551"
"Ja","2008","(noch) kein Abschluss","maennlich","216","0.840760143264452","0.795221069042538","0.886299217486367"
"Ja","2008","(noch) kein Abschluss","weiblich","267","0.895030684228448","0.859692086275797","0.930369282181099"
"Ja","2008","Hauptschule","maennlich","2412","0.734105143154894","0.718856986912362","0.749353299397426"
"Ja","2008","Hauptschule","weiblich","2828","0.817996056033547","0.805157997305588","0.830834114761506"
"Ja","2008","Realschule","maennlich","1300","0.622799896077036","0.602089643720299","0.643510148433774"
"Ja","2008","Realschule","weiblich","1988","0.716527155314599","0.700093038178117","0.732961272451081"
"Ja","2008","(Fach-)Abitur","maennlich","598","0.633935480529484","0.603302614139551","0.664568346919418"
"Ja","2008","(Fach-)Abitur","weiblich","825","0.722306604707746","0.696687873868237","0.747925335547255"
"Ja","2008","AkademikerIn","maennlich","1424","0.627573520935858","0.607610784340469","0.647536257531248"
"Ja","2008","AkademikerIn","weiblich","1270","0.707627080445985","0.686978227488449","0.728275933403521"
"keinen Tag","2009","(noch) kein Abschluss","maennlich","40","0.183284435145176","0.134538476361509","0.232030393928843"
"keinen Tag","2009","(noch) kein Abschluss","weiblich","22","","",""
"keinen Tag","2009","Hauptschule","maennlich","739","0.257266284024491","0.241470733644098","0.273061834404884"
"keinen Tag","2009","Hauptschule","weiblich","570","0.179359087190232","0.165961361272383","0.192756813108081"
"keinen Tag","2009","Realschule","maennlich","697","0.345489377346456","0.324506731642432","0.36647202305048"
"keinen Tag","2009","Realschule","weiblich","842","0.286714817271685","0.26973856441567","0.3036910701277"
"keinen Tag","2009","(Fach-)Abitur","maennlich","296","0.341585195532429","0.310126530956233","0.373043860108624"
"keinen Tag","2009","(Fach-)Abitur","weiblich","298","0.252646455558428","0.226885755308256","0.278407155808599"
"keinen Tag","2009","AkademikerIn","maennlich","757","0.35451446297211","0.334256368390308","0.374772557553911"
"keinen Tag","2009","AkademikerIn","weiblich","535","0.30066673115273","0.279477397873771","0.32185606443169"
"Ja","2009","(noch) kein Abschluss","maennlich","202","0.816715564854824","0.767969606071157","0.865461523638491"
"Ja","2009","(noch) kein Abschluss","weiblich","214","0.874343861284831","0.832055088979615","0.916632633590046"
"Ja","2009","Hauptschule","maennlich","2203","0.742733715975509","0.726938165595116","0.758529266355902"
"Ja","2009","Hauptschule","weiblich","2580","0.820640912809768","0.807243186891919","0.834038638727617"
"Ja","2009","Realschule","maennlich","1276","0.654510622653544","0.63352797694952","0.675493268357567"
"Ja","2009","Realschule","weiblich","1884","0.713285182728315","0.6963089298723","0.73026143558433"
"Ja","2009","(Fach-)Abitur","maennlich","577","0.658414804467571","0.626956139891376","0.689873469043767"
"Ja","2009","(Fach-)Abitur","weiblich","795","0.747353544441572","0.721592844191401","0.773114244691744"
"Ja","2009","AkademikerIn","maennlich","1385","0.64548553702789","0.625227442446089","0.665743631609692"
"Ja","2009","AkademikerIn","weiblich","1264","0.69933326884727","0.67814393556831","0.72052260212623"
"keinen Tag","2010","(noch) kein Abschluss","maennlich","69","0.1852018133592","0.145726620060207","0.224677006658194"
"keinen Tag","2010","(noch) kein Abschluss","weiblich","27","","",""
"keinen Tag","2010","Hauptschule","maennlich","1020","0.266445036966327","0.251920434843565","0.280969639089088"
"keinen Tag","2010","Hauptschule","weiblich","741","0.173863234620271","0.161868372520912","0.185858096719629"
"keinen Tag","2010","Realschule","maennlich","960","0.339897249689507","0.321711111714362","0.358083387664653"
"keinen Tag","2010","Realschule","weiblich","1322","0.309165436213705","0.295034773933851","0.323296098493559"
"keinen Tag","2010","(Fach-)Abitur","maennlich","426","0.358299383145093","0.331578395893922","0.385020370396264"
"keinen Tag","2010","(Fach-)Abitur","weiblich","505","0.26958899378358","0.249043630654159","0.290134356913001"
"keinen Tag","2010","AkademikerIn","maennlich","996","0.348348528487754","0.330518589071054","0.366178467904453"
"keinen Tag","2010","AkademikerIn","weiblich","758","0.271591416743033","0.254418801902154","0.288764031583913"
"Ja","2010","(noch) kein Abschluss","maennlich","303","0.8147981866408","0.775322993341806","0.854273379939793"
"Ja","2010","(noch) kein Abschluss","weiblich","368","0.952269172973169","0.931244517605166","0.973293828341172"
"Ja","2010","Hauptschule","maennlich","2539","0.733554963033673","0.719030360910912","0.748079565156435"
"Ja","2010","Hauptschule","weiblich","3094","0.826136765379729","0.814141903280371","0.838131627479088"
"Ja","2010","Realschule","maennlich","1646","0.660102750310493","0.641916612335347","0.678288888285638"
"Ja","2010","Realschule","weiblich","2787","0.690834563786295","0.676703901506441","0.704965226066149"
"Ja","2010","(Fach-)Abitur","maennlich","811","0.641700616854907","0.614979629603736","0.668421604106078"
"Ja","2010","(Fach-)Abitur","weiblich","1287","0.73041100621642","0.709865643086999","0.750956369345841"
"Ja","2010","AkademikerIn","maennlich","1747","0.651651471512246","0.633821532095547","0.669481410928946"
"Ja","2010","AkademikerIn","weiblich","1819","0.728408583256967","0.711235968416087","0.745581198097846"
"keinen Tag","2011","(noch) kein Abschluss","maennlich","62","0.159777641301289","0.123225774825231","0.196329507777348"
"keinen Tag","2011","(noch) kein Abschluss","weiblich","38","0.0834551014843476","0.0582632021306403","0.108647000838055"
"keinen Tag","2011","Hauptschule","maennlich","722","0.183570673585787","0.170350193006841","0.196791154164732"
"keinen Tag","2011","Hauptschule","weiblich","553","0.105960604395302","0.0963960169261156","0.115525191864489"
"keinen Tag","2011","Realschule","maennlich","637","0.300644661311183","0.280303118935398","0.320986203686968"
"keinen Tag","2011","Realschule","weiblich","974","0.219752802693192","0.206139211675415","0.23336639371097"
"keinen Tag","2011","(Fach-)Abitur","maennlich","267","0.227578186920924","0.201500681269617","0.25365569257223"
"keinen Tag","2011","(Fach-)Abitur","weiblich","425","0.23587746790015","0.215436024043222","0.256318911757078"
"keinen Tag","2011","AkademikerIn","maennlich","582","0.247488524530705","0.229126967832123","0.265850081229287"
"keinen Tag","2011","AkademikerIn","weiblich","511","0.219811399095706","0.201648550437756","0.237974247753657"
"Ja","2011","(noch) kein Abschluss","maennlich","324","0.840222358698711","0.803670492222652","0.876774225174769"
"Ja","2011","(noch) kein Abschluss","weiblich","425","0.916544898515652","0.891352999161945","0.94173679786936"
"Ja","2011","Hauptschule","maennlich","2572","0.816429326414213","0.803208845835268","0.829649806993159"
"Ja","2011","Hauptschule","weiblich","3425","0.894039395604698","0.884474808135511","0.903603983073884"
"Ja","2011","Realschule","maennlich","1315","0.699355338688817","0.679013796313032","0.719696881064602"
"Ja","2011","Realschule","weiblich","2580","0.780247197306808","0.76663360628903","0.793860788324585"
"Ja","2011","(Fach-)Abitur","maennlich","726","0.772421813079076","0.74634430742777","0.798499318730383"
"Ja","2011","(Fach-)Abitur","weiblich","1232","0.76412253209985","0.743681088242922","0.784563975956778"
"Ja","2011","AkademikerIn","maennlich","1540","0.752511475469295","0.734149918770713","0.770873032167877"
"Ja","2011","AkademikerIn","weiblich","1486","0.780188600904294","0.762025752246343","0.798351449562244"
"keinen Tag","2012","(noch) kein Abschluss","maennlich","74","0.168452439608038","0.132046916680717","0.204857962535358"
"keinen Tag","2012","(noch) kein Abschluss","weiblich","48","0.107490239227277","0.0798102093374732","0.135170269117081"
"keinen Tag","2012","Hauptschule","maennlich","1015","0.247464711933265","0.234297205079208","0.260632218787321"
"keinen Tag","2012","Hauptschule","weiblich","878","0.174068177974942","0.16291400667599","0.185222349273894"
"keinen Tag","2012","Realschule","maennlich","1014","0.326021501855088","0.309219592419711","0.342823411290464"
"keinen Tag","2012","Realschule","weiblich","1414","0.290027231493445","0.277000100693687","0.303054362293203"
"keinen Tag","2012","(Fach-)Abitur","maennlich","430","0.306303571077693","0.282226285545975","0.330380856609411"
"keinen Tag","2012","(Fach-)Abitur","weiblich","583","0.259988235727292","0.241277100615308","0.278699370839276"
"keinen Tag","2012","AkademikerIn","maennlich","1072","0.339346953966357","0.322687302870666","0.356006605062048"
"keinen Tag","2012","AkademikerIn","weiblich","814","0.245367404922745","0.229865736246626","0.260869073598864"
"Ja","2012","(noch) kein Abschluss","maennlich","332","0.831547560391962","0.795142037464642","0.867953083319283"
"Ja","2012","(noch) kein Abschluss","weiblich","433","0.892509760772723","0.864829730882919","0.920189790662527"
"Ja","2012","Hauptschule","maennlich","3111","0.752535288066735","0.739367781212679","0.765702794920792"
"Ja","2012","Hauptschule","weiblich","3561","0.825931822025058","0.814777650726106","0.83708599332401"
"Ja","2012","Realschule","maennlich","1976","0.673978498144912","0.657176588709536","0.690780407580289"
"Ja","2012","Realschule","weiblich","3247","0.709972768506555","0.696945637706797","0.722999899306313"
"Ja","2012","(Fach-)Abitur","maennlich","978","0.693696428922307","0.669619143390589","0.717773714454025"
"Ja","2012","(Fach-)Abitur","weiblich","1528","0.740011764272708","0.721300629160724","0.758722899384692"
"Ja","2012","AkademikerIn","maennlich","2031","0.660653046033643","0.643993394937952","0.677312697129334"
"Ja","2012","AkademikerIn","weiblich","2146","0.754632595077255","0.739130926401136","0.770134263753374"
"keinen Tag","2013","(noch) kein Abschluss","maennlich","114","0.169688958625013","0.140023044725368","0.199354872524658"
"keinen Tag","2013","(noch) kein Abschluss","weiblich","91","0.106635758161636","0.0834543268113621","0.129817189511909"
"keinen Tag","2013","Hauptschule","maennlich","1121","0.223981428736245","0.211852845799923","0.236110011672566"
"keinen Tag","2013","Hauptschule","weiblich","985","0.168022222686536","0.157428554990726","0.178615890382346"
"keinen Tag","2013","Realschule","maennlich","981","0.309276730424058","0.292819663204053","0.325733797644063"
"keinen Tag","2013","Realschule","weiblich","1334","0.265561213994561","0.252897625236062","0.27822480275306"
"keinen Tag","2013","(Fach-)Abitur","maennlich","637","0.319984866029831","0.298659359973192","0.341310372086469"
"keinen Tag","2013","(Fach-)Abitur","weiblich","734","0.257784903485525","0.24088681998826","0.274682986982791"
"keinen Tag","2013","AkademikerIn","maennlich","1088","0.306792345321232","0.291277547996156","0.322307142646308"
"keinen Tag","2013","AkademikerIn","weiblich","975","0.250614208075192","0.2360323880734","0.265196028076984"
"Ja","2013","(noch) kein Abschluss","maennlich","501","0.830311041374987","0.800645127475342","0.859976955274632"
"Ja","2013","(noch) kein Abschluss","weiblich","590","0.893364241838364","0.870182810488091","0.916545673188638"
