"ple0044_h","year","age_gr","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nein","2003","66","3","","","",""
"Nein","2003","66","4","","","",""
"Nein","2003","66","5 Einkommensstärkstes Quintil","","","",""
"Ja","2003","17-29","1 Einkommensschwächstes Quintil","777","0.746819026139329","0.720801173483595","0.772836878795063"
"Ja","2003","17-29","2","644","0.687176900373435","0.657330503643899","0.717023297102972"
"Ja","2003","17-29","3","510","0.672873146812614","0.638556047999092","0.707190245626137"
"Ja","2003","17-29","4","494","0.67899503286172","0.644798604015381","0.713191461708058"
"Ja","2003","17-29","5 Einkommensstärkstes Quintil","317","0.777469118153623","0.737689540849935","0.817248695457311"
"Ja","2003","30-45","1 Einkommensschwächstes Quintil","835","0.660907970100026","0.634830796159639","0.686985144040413"
"Ja","2003","30-45","2","945","0.593576346439684","0.569539710258987","0.617612982620381"
"Ja","2003","30-45","3","807","0.568519737509352","0.542426180414299","0.594613294604406"
"Ja","2003","30-45","4","773","0.588632226927138","0.562156384957454","0.615108068896823"
"Ja","2003","30-45","5 Einkommensstärkstes Quintil","633","0.540059855129488","0.510740243840436","0.569379466418541"
"Ja","2003","46-65","1 Einkommensschwächstes Quintil","871","0.748150533645351","0.723320400116039","0.772980667174663"
"Ja","2003","46-65","2","983","0.702634967223051","0.678868705207777","0.726401229238325"
"Ja","2003","46-65","3","879","0.67908305248048","0.653608239272112","0.704557865688848"
"Ja","2003","46-65","4","954","0.617605619841768","0.593490070358634","0.641721169324902"
"Ja","2003","46-65","5 Einkommensstärkstes Quintil","1035","0.564055811520298","0.54164045495176","0.586471168088836"
"Ja","2003","66","1 Einkommensschwächstes Quintil","","","",""
"Ja","2003","66","2","","","",""
"Ja","2003","66","3","","","",""
"Ja","2003","66","4","","","",""
"Ja","2003","66","5 Einkommensstärkstes Quintil","","","",""
"Nein","2004","17-29","1 Einkommensschwächstes Quintil","303","0.289915814888774","0.262353632660729","0.317477997116818"
"Nein","2004","17-29","2","274","0.298904732890388","0.269840654632013","0.327968811148762"
"Nein","2004","17-29","3","202","0.318434911200801","0.283547655271151","0.35332216713045"
"Nein","2004","17-29","4","202","0.293118408688884","0.259517701688209","0.326719115689559"
"Nein","2004","17-29","5 Einkommensstärkstes Quintil","120","0.31562858944603","0.272201987357126","0.359055191534933"
"Nein","2004","30-45","1 Einkommensschwächstes Quintil","415","0.325470498702164","0.298882591258936","0.352058406145391"
"Nein","2004","30-45","2","614","0.405069940976761","0.380143921999684","0.429995959953838"
"Nein","2004","30-45","3","544","0.430396604792396","0.402793396750368","0.457999812834425"
"Nein","2004","30-45","4","532","0.431091384735595","0.404201941480092","0.457980827991098"
"Nein","2004","30-45","5 Einkommensstärkstes Quintil","471","0.415067712973563","0.385762461566361","0.444372964380764"
"Nein","2004","46-65","1 Einkommensschwächstes Quintil","326","0.281590031235765","0.255606077026711","0.307573985444819"
"Nein","2004","46-65","2","452","0.311400782495569","0.287022136101464","0.335779428889673"
"Nein","2004","46-65","3","416","0.332037331185592","0.305697168045235","0.358377494325949"
"Nein","2004","46-65","4","563","0.363442573155536","0.339052703108344","0.387832443202728"
"Nein","2004","46-65","5 Einkommensstärkstes Quintil","844","0.42740318345549","0.405041087469962","0.449765279441019"
"Nein","2004","66","1 Einkommensschwächstes Quintil","","","",""
"Nein","2004","66","2","","","",""
"Nein","2004","66","3","","","",""
"Nein","2004","66","4","","","",""
"Nein","2004","66","5 Einkommensstärkstes Quintil","","","",""
"Ja","2004","17-29","1 Einkommensschwächstes Quintil","738","0.710084185111226","0.682522002883182","0.737646367339271"
"Ja","2004","17-29","2","679","0.701095267109612","0.672031188851238","0.730159345367987"
"Ja","2004","17-29","3","483","0.681565088799199","0.64667783286955","0.716452344728849"
"Ja","2004","17-29","4","503","0.706881591311116","0.673280884310441","0.740482298311791"
"Ja","2004","17-29","5 Einkommensstärkstes Quintil","320","0.68437141055397","0.640944808465067","0.727798012642874"
"Ja","2004","30-45","1 Einkommensschwächstes Quintil","778","0.674529501297836","0.647941593854609","0.701117408741064"
"Ja","2004","30-45","2","876","0.594930059023239","0.570004040046162","0.619856078000316"
"Ja","2004","30-45","3","692","0.569603395207604","0.542000187165575","0.597206603249632"
"Ja","2004","30-45","4","771","0.568908615264405","0.542019172008902","0.595798058519908"
"Ja","2004","30-45","5 Einkommensstärkstes Quintil","615","0.584932287026437","0.555627035619236","0.614237538433639"
"Ja","2004","46-65","1 Einkommensschwächstes Quintil","825","0.718409968764235","0.692426014555181","0.744393922973289"
"Ja","2004","46-65","2","934","0.688599217504431","0.664220571110327","0.712977863898536"
"Ja","2004","46-65","3","812","0.667962668814408","0.641622505674051","0.694302831954765"
"Ja","2004","46-65","4","931","0.636557426844464","0.612167556797272","0.660947296891656"
"Ja","2004","46-65","5 Einkommensstärkstes Quintil","1036","0.57259681654451","0.550234720558981","0.594958912530038"
"Ja","2004","66","1 Einkommensschwächstes Quintil","","","",""
"Ja","2004","66","2","","","",""
"Ja","2004","66","3","","","",""
"Ja","2004","66","4","","","",""
"Ja","2004","66","5 Einkommensstärkstes Quintil","","","",""
"Nein","2005","17-29","1 Einkommensschwächstes Quintil","295","0.286102685863816","0.259236119826197","0.312969251901435"
"Nein","2005","17-29","2","236","0.268146329514605","0.238487381964935","0.297805277064275"
"Nein","2005","17-29","3","203","0.326990640920899","0.29067470096493","0.363306580876868"
"Nein","2005","17-29","4","220","0.341466950380184","0.306262722159121","0.376671178601246"
"Nein","2005","17-29","5 Einkommensstärkstes Quintil","117","0.295233829547856","0.25241740175188","0.338050257343833"
"Nein","2005","30-45","1 Einkommensschwächstes Quintil","421","0.34981769369169","0.322384874531389","0.377250512851991"
"Nein","2005","30-45","2","511","0.381669087031098","0.355422422582357","0.407915751479839"
"Nein","2005","30-45","3","475","0.410301748374348","0.381798019219095","0.4388054775296"
"Nein","2005","30-45","4","493","0.398341645294224","0.370768973473371","0.425914317115077"
"Nein","2005","30-45","5 Einkommensstärkstes Quintil","476","0.46398586105837","0.434160449412498","0.493811272704242"
"Nein","2005","46-65","1 Einkommensschwächstes Quintil","319","0.279258468703659","0.253351607303206","0.305165330104112"
"Nein","2005","46-65","2","408","0.30987596071891","0.284571779816695","0.335180141621125"
"Nein","2005","46-65","3","414","0.392671177726715","0.364122145294954","0.421220210158475"
"Nein","2005","46-65","4","558","0.381394869661753","0.355978504722644","0.406811234600861"
"Nein","2005","46-65","5 Einkommensstärkstes Quintil","832","0.413871226452074","0.391415544661475","0.436326908242672"
"Nein","2005","66","1 Einkommensschwächstes Quintil","","","",""
"Nein","2005","66","2","","","",""
"Nein","2005","66","3","","","",""
"Nein","2005","66","4","","","",""
"Nein","2005","66","5 Einkommensstärkstes Quintil","","","",""
"Ja","2005","17-29","1 Einkommensschwächstes Quintil","792","0.713897314136184","0.687030748098565","0.740763880173803"
"Ja","2005","17-29","2","621","0.731853670485395","0.702194722935725","0.761512618035065"
"Ja","2005","17-29","3","438","0.673009359079101","0.636693419123132","0.709325299035069"
"Ja","2005","17-29","4","477","0.658533049619816","0.623328821398754","0.693737277840879"
"Ja","2005","17-29","5 Einkommensstärkstes Quintil","319","0.704766170452144","0.661949742656167","0.747582598248121"
"Ja","2005","30-45","1 Einkommensschwächstes Quintil","740","0.65018230630831","0.622749487148009","0.677615125468611"
"Ja","2005","30-45","2","805","0.618330912968902","0.592084248520161","0.644577577417643"
"Ja","2005","30-45","3","669","0.589698251625652","0.5611945224704","0.618201980780905"
"Ja","2005","30-45","4","718","0.601658354705776","0.574085682884923","0.629231026526629"
"Ja","2005","30-45","5 Einkommensstärkstes Quintil","598","0.53601413894163","0.506188727295758","0.565839550587502"
"Ja","2005","46-65","1 Einkommensschwächstes Quintil","833","0.720741531296341","0.694834669895887","0.746648392696794"
"Ja","2005","46-65","2","875","0.69012403928109","0.664819858378875","0.715428220183305"
"Ja","2005","46-65","3","710","0.607328822273285","0.578779789841525","0.635877854705046"
"Ja","2005","46-65","4","845","0.618605130338247","0.593188765399139","0.644021495277356"
"Ja","2005","46-65","5 Einkommensstärkstes Quintil","1016","0.586128773547926","0.563673091757328","0.608584455338525"
"Ja","2005","66","1 Einkommensschwächstes Quintil","","","",""
"Ja","2005","66","2","","","",""
"Ja","2005","66","3","","","",""
"Ja","2005","66","4","","","",""
"Ja","2005","66","5 Einkommensstärkstes Quintil","","","",""
"Nein","2006","17-29","1 Einkommensschwächstes Quintil","286","0.266945453185687","0.239930209547523","0.293960696823852"
"Nein","2006","17-29","2","238","0.318296966422074","0.286198247982479","0.35039568486167"
"Nein","2006","17-29","3","193","0.291584705882736","0.256509957158419","0.326659454607052"
"Nein","2006","17-29","4","224","0.34936887438045","0.314024603554826","0.384713145206073"
"Nein","2006","17-29","5 Einkommensstärkstes Quintil","95","0.336225965783223","0.287627726714479","0.384824204851968"
"Nein","2006","30-45","1 Einkommensschwächstes Quintil","430","0.358480066353551","0.331001583952084","0.385958548755019"
"Nein","2006","30-45","2","579","0.411929228944868","0.385904822910883","0.437953634978853"
"Nein","2006","30-45","3","529","0.439926684732516","0.41178327380809","0.468070095656941"
"Nein","2006","30-45","4","506","0.404763943170572","0.377432789601395","0.432095096739749"
"Nein","2006","30-45","5 Einkommensstärkstes Quintil","480","0.436844363897789","0.407809294350942","0.465879433444637"
"Nein","2006","46-65","1 Einkommensschwächstes Quintil","335","0.27709859170177","0.251529426196803","0.302667757206738"
"Nein","2006","46-65","2","490","0.351126430160047","0.326194347016097","0.376058513303996"
"Nein","2006","46-65","3","458","0.36253461646519","0.336095357767467","0.388973875162912"
"Nein","2006","46-65","4","612","0.37659690994831","0.352743179399108","0.400450640497513"
"Nein","2006","46-65","5 Einkommensstärkstes Quintil","870","0.429910885105155","0.407858477578402","0.451963292631907"
"Nein","2006","66","1 Einkommensschwächstes Quintil","","","",""
"Nein","2006","66","2","","","",""
"Nein","2006","66","3","","","",""
"Nein","2006","66","4","","","",""
"Nein","2006","66","5 Einkommensstärkstes Quintil","","","",""
"Ja","2006","17-29","1 Einkommensschwächstes Quintil","744","0.733054546814313","0.706039303176148","0.760069790452477"
"Ja","2006","17-29","2","571","0.681703033577926","0.649604315138331","0.713801752017521"
"Ja","2006","17-29","3","452","0.708415294117264","0.673340545392948","0.743490042841581"
"Ja","2006","17-29","4","475","0.65063112561955","0.615286854793927","0.685975396445174"
"Ja","2006","17-29","5 Einkommensstärkstes Quintil","268","0.663774034216777","0.615175795148032","0.712372273285521"
"Ja","2006","30-45","1 Einkommensschwächstes Quintil","740","0.641519933646449","0.614041451244981","0.668998416047916"
"Ja","2006","30-45","2","795","0.588070771055132","0.562046365021147","0.614095177089117"
"Ja","2006","30-45","3","666","0.560073315267484","0.531929904343059","0.58821672619191"
"Ja","2006","30-45","4","733","0.595236056829428","0.567904903260251","0.622567210398605"
"Ja","2006","30-45","5 Einkommensstärkstes Quintil","641","0.563155636102211","0.534120566555363","0.592190705649058"
"Ja","2006","46-65","1 Einkommensschwächstes Quintil","842","0.72290140829823","0.697332242793262","0.748470573803197"
"Ja","2006","46-65","2","918","0.648873569839953","0.623941486696004","0.673805652983903"
"Ja","2006","46-65","3","812","0.637465383534811","0.611026124837088","0.663904642232533"
"Ja","2006","46-65","4","973","0.62340309005169","0.599549359502488","0.647256820600892"
"Ja","2006","46-65","5 Einkommensstärkstes Quintil","1066","0.570089114894845","0.548036707368093","0.592141522421598"
"Ja","2006","66","1 Einkommensschwächstes Quintil","","","",""
"Ja","2006","66","2","","","",""
"Ja","2006","66","3","","","",""
"Ja","2006","66","4","","","",""
"Ja","2006","66","5 Einkommensstärkstes Quintil","","","",""
"Nein","2007","17-29","1 Einkommensschwächstes Quintil","228","0.264376995108964","0.235645165407053","0.293108824810874"
"Nein","2007","17-29","2","241","0.33972224629165","0.305826688478711","0.373617804104589"
"Nein","2007","17-29","3","180","0.322795009923891","0.285477477749229","0.360112542098553"
"Nein","2007","17-29","4","196","0.321589174602597","0.284882081457015","0.358296267748179"
"Nein","2007","17-29","5 Einkommensstärkstes Quintil","93","0.306974253216598","0.260841631172336","0.35310687526086"
"Nein","2007","30-45","1 Einkommensschwächstes Quintil","356","0.401443727288051","0.370173796121822","0.432713658454279"
"Nein","2007","30-45","2","516","0.395791284858515","0.368583774298142","0.422998795418889"
"Nein","2007","30-45","3","504","0.436029187509562","0.407356119049979","0.464702255969145"
"Nein","2007","30-45","4","507","0.413229703766047","0.385026433461206","0.441432974070888"
"Nein","2007","30-45","5 Einkommensstärkstes Quintil","425","0.408489033731211","0.378614370199858","0.438363697262564"
"Nein","2007","46-65","1 Einkommensschwächstes Quintil","298","0.264750595504802","0.238736857285873","0.290764333723732"
"Nein","2007","46-65","2","436","0.320106037326387","0.294055885304648","0.346156189348125"
"Nein","2007","46-65","3","425","0.379211780617102","0.350301846339274","0.40812171489493"
"Nein","2007","46-65","4","593","0.364784849054419","0.340797527647044","0.388772170461793"
"Nein","2007","46-65","5 Einkommensstärkstes Quintil","809","0.440193268736806","0.417651789085217","0.462734748388395"
"Nein","2007","66","1 Einkommensschwächstes Quintil","","","",""
"Nein","2007","66","2","","","",""
"Nein","2007","66","3","","","",""
"Nein","2007","66","4","","","",""
"Nein","2007","66","5 Einkommensstärkstes Quintil","","","",""
"Ja","2007","17-29","1 Einkommensschwächstes Quintil","677","0.735623004891036","0.706891175189125","0.764354834592947"
"Ja","2007","17-29","2","509","0.66027775370835","0.626382195895411","0.694173311521289"
"Ja","2007","17-29","3","423","0.677204990076109","0.639887457901447","0.714522522250771"
"Ja","2007","17-29","4","426","0.678410825397403","0.641703732251821","0.715117918542985"
"Ja","2007","17-29","5 Einkommensstärkstes Quintil","291","0.693025746783402","0.64689312473914","0.739158368827664"
"Ja","2007","30-45","1 Einkommensschwächstes Quintil","588","0.598556272711949","0.567286341545721","0.629826203878178"
"Ja","2007","30-45","2","725","0.604208715141485","0.577001204581111","0.631416225701858"
"Ja","2007","30-45","3","645","0.563970812490438","0.535297744030855","0.592643880950021"
"Ja","2007","30-45","4","664","0.586770296233953","0.558567025929112","0.614973566538794"
"Ja","2007","30-45","5 Einkommensstärkstes Quintil","615","0.591510966268789","0.561636302737436","0.621385629800142"
"Ja","2007","46-65","1 Einkommensschwächstes Quintil","807","0.735249404495198","0.709235666276268","0.761263142714127"
"Ja","2007","46-65","2","796","0.679893962673613","0.653843810651875","0.705944114695352"
"Ja","2007","46-65","3","657","0.620788219382898","0.59187828510507","0.649698153660726"
"Ja","2007","46-65","4","954","0.635215150945581","0.611227829538207","0.659202472352956"
"Ja","2007","46-65","5 Einkommensstärkstes Quintil","1054","0.559806731263194","0.537265251611605","0.582348210914783"
"Ja","2007","66","1 Einkommensschwächstes Quintil","","","",""
"Ja","2007","66","2","","","",""
"Ja","2007","66","3","","","",""
"Ja","2007","66","4","","","",""
"Ja","2007","66","5 Einkommensstärkstes Quintil","","","",""
"Nein","2008","17-29","1 Einkommensschwächstes Quintil","201","0.263855354723137","0.233391517829571","0.294319191616702"
"Nein","2008","17-29","2","202","0.312614918505655","0.277773282803938","0.347456554207372"
"Nein","2008","17-29","3","164","0.304579110386159","0.266961769582309","0.342196451190009"
"Nein","2008","17-29","4","179","0.30717172146978","0.271119985076111","0.343223457863448"
"Nein","2008","17-29","5 Einkommensstärkstes Quintil","109","0.29276362530642","0.247718695929163","0.337808554683677"
"Nein","2008","30-45","1 Einkommensschwächstes Quintil","296","0.356151826303456","0.322372672745497","0.389930979861415"
"Nein","2008","30-45","2","401","0.432069249490629","0.401534322597092","0.462604176384167"
"Nein","2008","30-45","3","464","0.438613863136926","0.408923175977152","0.468304550296701"
"Nein","2008","30-45","4","426","0.356399738112881","0.328338305321068","0.384461170904695"
"Nein","2008","30-45","5 Einkommensstärkstes Quintil","416","0.388177044860195","0.358976966924094","0.417377122796296"
"Nein","2008","46-65","1 Einkommensschwächstes Quintil","277","0.256739188232183","0.229838705851418","0.283639670612948"
"Nein","2008","46-65","2","421","0.34905278509841","0.321124035765494","0.376981534431326"
"Nein","2008","46-65","3","388","0.346724331567426","0.318274201241612","0.375174461893239"
"Nein","2008","46-65","4","560","0.380560764629841","0.355849846826903","0.40527168243278"
"Nein","2008","46-65","5 Einkommensstärkstes Quintil","778","0.424137779537324","0.401488519850535","0.446787039224113"
"Nein","2008","66","1 Einkommensschwächstes Quintil","","","",""
"Nein","2008","66","2","","","",""
"Nein","2008","66","3","","","",""
"Nein","2008","66","4","","","",""
"Nein","2008","66","5 Einkommensstärkstes Quintil","","","",""
"Ja","2008","17-29","1 Einkommensschwächstes Quintil","603","0.736144645276863","0.705680808383298","0.766608482170429"
"Ja","2008","17-29","2","478","0.687385081494345","0.652543445792628","0.722226717196062"
"Ja","2008","17-29","3","411","0.695420889613841","0.657803548809991","0.733038230417691"
"Ja","2008","17-29","4","450","0.69282827853022","0.656776542136552","0.728880014923889"
"Ja","2008","17-29","5 Einkommensstärkstes Quintil","283","0.70723637469358","0.662191445316323","0.752281304070837"
"Ja","2008","30-45","1 Einkommensschwächstes Quintil","476","0.643848173696544","0.610069020138585","0.677627327254503"
"Ja","2008","30-45","2","610","0.567930750509371","0.537395823615833","0.598465677402908"
"Ja","2008","30-45","3","609","0.561386136863074","0.531695449703299","0.591076824022848"
"Ja","2008","30-45","4","693","0.643600261887119","0.615538829095305","0.671661694678933"
"Ja","2008","30-45","5 Einkommensstärkstes Quintil","654","0.611822955139805","0.582622877203704","0.641023033075906"
"Ja","2008","46-65","1 Einkommensschwächstes Quintil","736","0.743260811767817","0.716360329387052","0.770161294148582"
"Ja","2008","46-65","2","698","0.65094721490159","0.623018465568674","0.678875964234506"
"Ja","2008","46-65","3","687","0.653275668432574","0.624825538106761","0.681725798758387"
"Ja","2008","46-65","4","923","0.619439235370159","0.59472831756722","0.644150153173097"
"Ja","2008","46-65","5 Einkommensstärkstes Quintil","1051","0.575862220462676","0.553212960775887","0.598511480149465"
"Ja","2008","66","1 Einkommensschwächstes Quintil","","","",""
"Ja","2008","66","2","","","",""
"Ja","2008","66","3","","","",""
"Ja","2008","66","4","","","",""
"Ja","2008","66","5 Einkommensstärkstes Quintil","","","",""
"Nein","2009","17-29","1 Einkommensschwächstes Quintil","175","0.249140209526372","0.217678586914936","0.280601832137807"
"Nein","2009","17-29","2","180","0.342874231262874","0.304143842444128","0.381604620081621"
"Nein","2009","17-29","3","149","0.300810979630574","0.261125324835621","0.340496634425527"
"Nein","2009","17-29","4","159","0.27899902765461","0.241617693675087","0.316380361634133"
"Nein","2009","17-29","5 Einkommensstärkstes Quintil","117","0.264511440244147","0.222328811872749","0.306694068615545"
"Nein","2009","30-45","1 Einkommensschwächstes Quintil","249","0.342990543851474","0.306636366247177","0.379344721455771"
"Nein","2009","30-45","2","362","0.417995064551066","0.385444186415555","0.450545942686576"
"Nein","2009","30-45","3","331","0.356028130108374","0.325137778932477","0.38691848128427"
"Nein","2009","30-45","4","397","0.363913976300504","0.334868060117698","0.392959892483309"
"Nein","2009","30-45","5 Einkommensstärkstes Quintil","380","0.386646154480846","0.356804515779999","0.416487793181693"
"Nein","2009","46-65","1 Einkommensschwächstes Quintil","270","0.279497854698487","0.250357436435879","0.308638272961094"
"Nein","2009","46-65","2","364","0.348487308515528","0.319569800806674","0.377404816224382"
"Nein","2009","46-65","3","355","0.340682681212296","0.310872765624426","0.370492596800166"
"Nein","2009","46-65","4","550","0.380977804484063","0.355921450642429","0.406034158325697"
"Nein","2009","46-65","5 Einkommensstärkstes Quintil","702","0.399590238865654","0.376937212402452","0.422243265328856"
"Nein","2009","66","1 Einkommensschwächstes Quintil","","","",""
"Nein","2009","66","2","","","",""
"Nein","2009","66","3","","","",""
"Nein","2009","66","4","","","",""
"Nein","2009","66","5 Einkommensstärkstes Quintil","","","",""
"Ja","2009","17-29","1 Einkommensschwächstes Quintil","551","0.750859790473629","0.719398167862194","0.782321413085064"
"Ja","2009","17-29","2","397","0.657125768737126","0.618395379918379","0.695856157555872"
"Ja","2009","17-29","3","364","0.699189020369426","0.659503365574473","0.738874675164379"
"Ja","2009","17-29","4","394","0.72100097234539","0.683619638365867","0.758382306324913"
"Ja","2009","17-29","5 Einkommensstärkstes Quintil","303","0.735488559755853","0.693305931384455","0.777671188127251"
"Ja","2009","30-45","1 Einkommensschwächstes Quintil","406","0.657009456148526","0.620655278544229","0.693363633752823"
"Ja","2009","30-45","2","520","0.582004935448934","0.549454057313424","0.614555813584445"
"Ja","2009","30-45","3","592","0.643971869891626","0.61308151871573","0.674862221067523"
"Ja","2009","30-45","4","657","0.636086023699496","0.607040107516691","0.665131939882302"
"Ja","2009","30-45","5 Einkommensstärkstes Quintil","643","0.613353845519154","0.583512206818307","0.643195484220001"
"Ja","2009","46-65","1 Einkommensschwächstes Quintil","641","0.720502145301513","0.691361727038906","0.749642563564121"
"Ja","2009","46-65","2","679","0.651512691484472","0.622595183775618","0.680430199193326"
"Ja","2009","46-65","3","616","0.659317318787704","0.629507403199834","0.689127234375574"
"Ja","2009","46-65","4","893","0.619022195515937","0.593965841674303","0.644078549357571"
"Ja","2009","46-65","5 Einkommensstärkstes Quintil","1094","0.600409761134346","0.577756734671144","0.623062787597548"
"Ja","2009","66","1 Einkommensschwächstes Quintil","","","",""
"Ja","2009","66","2","","","",""
"Ja","2009","66","3","","","",""
"Ja","2009","66","4","","","",""
"Ja","2009","66","5 Einkommensstärkstes Quintil","","","",""
"Nein","2010","17-29","1 Einkommensschwächstes Quintil","258","0.229584660414797","0.206390411682013","0.25277890914758"
"Nein","2010","17-29","2","246","0.298429232566046","0.269021398431172","0.32783706670092"
"Nein","2010","17-29","3","177","0.291217330335684","0.255104506063151","0.327330154608217"
"Nein","2010","17-29","4","170","0.308809462820511","0.272704495176462","0.34491443046456"
"Nein","2010","17-29","5 Einkommensstärkstes Quintil","98","0.263125884643527","0.221982483509142","0.304269285777913"
"Nein","2010","30-45","1 Einkommensschwächstes Quintil","559","0.305371753090258","0.283768625909556","0.32697488027096"
"Nein","2010","30-45","2","897","0.432403116496404","0.412090334963589","0.452715898029218"
"Nein","2010","30-45","3","596","0.395638338808688","0.371899912395924","0.419376765221452"
"Nein","2010","30-45","4","652","0.392045863630657","0.368926639440826","0.415165087820488"
"Nein","2010","30-45","5 Einkommensstärkstes Quintil","572","0.360378966976012","0.336765273132109","0.383992660819915"
"Nein","2010","46-65","1 Einkommensschwächstes Quintil","371","0.291319530630699","0.26475666237801","0.317882398883388"
"Nein","2010","46-65","2","446","0.335982102685335","0.309596499366869","0.3623677060038"
"Nein","2010","46-65","3","380","0.370894334937574","0.341869873161697","0.399918796713452"
"Nein","2010","46-65","4","583","0.387328867681199","0.362951373960238","0.411706361402159"
"Nein","2010","46-65","5 Einkommensstärkstes Quintil","737","0.39346302071073","0.371386313588679","0.41553972783278"
"Nein","2010","66","1 Einkommensschwächstes Quintil","","","",""
"Nein","2010","66","2","","","",""
"Nein","2010","66","3","","","",""
"Nein","2010","66","4","","","",""
"Nein","2010","66","5 Einkommensstärkstes Quintil","","","",""
"Ja","2010","17-29","1 Einkommensschwächstes Quintil","1005","0.770415339585203","0.74722109085242","0.793609588317987"
"Ja","2010","17-29","2","684","0.701570767433954","0.67216293329908","0.730978601568828"
"Ja","2010","17-29","3","431","0.708782669664316","0.672669845391783","0.744895493936849"
"Ja","2010","17-29","4","459","0.691190537179489","0.65508556953544","0.727295504823538"
"Ja","2010","17-29","5 Einkommensstärkstes Quintil","342","0.736874115356473","0.695730714222087","0.778017516490858"
"Ja","2010","30-45","1 Einkommensschwächstes Quintil","1187","0.694628246909742","0.67302511972904","0.716231374090444"
"Ja","2010","30-45","2","1388","0.567596883503596","0.547284101970782","0.587909665036411"
"Ja","2010","30-45","3","1034","0.604361661191312","0.580623234778548","0.628100087604076"
"Ja","2010","30-45","4","1061","0.607954136369343","0.584834912179512","0.631073360559174"
"Ja","2010","30-45","5 Einkommensstärkstes Quintil","1016","0.639621033023988","0.616007339180086","0.663234726867891"
"Ja","2010","46-65","1 Einkommensschwächstes Quintil","753","0.708680469369301","0.682117601116612","0.73524333762199"
"Ja","2010","46-65","2","785","0.664017897314665","0.6376322939962","0.690403500633131"
"Ja","2010","46-65","3","684","0.629105665062426","0.600081203286548","0.658130126838303"
"Ja","2010","46-65","4","951","0.612671132318801","0.588293638597841","0.637048626039762"
"Ja","2010","46-65","5 Einkommensstärkstes Quintil","1144","0.60653697928927","0.58446027216722","0.628613686411321"
"Ja","2010","66","1 Einkommensschwächstes Quintil","","","",""
"Ja","2010","66","2","","","",""
"Ja","2010","66","3","","","",""
"Ja","2010","66","4","","","",""
"Ja","2010","66","5 Einkommensstärkstes Quintil","","","",""
"Nein","2011","17-29","1 Einkommensschwächstes Quintil","175","0.171723901531098","0.148813871191402","0.194633931870795"
"Nein","2011","17-29","2","152","0.224349779219088","0.193491243209575","0.255208315228602"
"Nein","2011","17-29","3","115","0.194233051637967","0.158915477683941","0.229550625591992"
"Nein","2011","17-29","4","85","0.210894514163715","0.171693112249868","0.250095916077563"
"Nein","2011","17-29","5 Einkommensstärkstes Quintil","49","0.224634298443144","0.178101392140855","0.271167204745432"
"Nein","2011","30-45","1 Einkommensschwächstes Quintil","446","0.300892911590384","0.278023147732464","0.323762675448304"
"Nein","2011","30-45","2","651","0.414427216501626","0.391826030331192","0.437028402672059"
"Nein","2011","30-45","3","487","0.344381637776539","0.319338857169659","0.36942441838342"
"Nein","2011","30-45","4","477","0.364182893652149","0.338674112433027","0.389691674871272"
"Nein","2011","30-45","5 Einkommensstärkstes Quintil","414","0.354733313288108","0.32710575770762","0.382360868868597"
"Nein","2011","46-65","1 Einkommensschwächstes Quintil","291","0.182003297138349","0.160405062232027","0.203601532044671"
"Nein","2011","46-65","2","346","0.26147412312559","0.235976336357038","0.286971909894142"
"Nein","2011","46-65","3","296","0.292464492793683","0.263537919994676","0.32139106559269"
"Nein","2011","46-65","4","375","0.341831742605658","0.314369851342852","0.369293633868464"
"Nein","2011","46-65","5 Einkommensstärkstes Quintil","436","0.351823911078756","0.325611789256327","0.378036032901186"
"Nein","2011","66","1 Einkommensschwächstes Quintil","","","",""
"Nein","2011","66","2","","","",""
"Nein","2011","66","3","","","",""
"Nein","2011","66","4","","","",""
"Nein","2011","66","5 Einkommensstärkstes Quintil","","","",""
"Ja","2011","17-29","1 Einkommensschwächstes Quintil","866","0.828276098468901","0.805366068129205","0.851186128808598"
"Ja","2011","17-29","2","550","0.775650220780912","0.744791684771398","0.806508756790425"
"Ja","2011","17-29","3","367","0.805766948362033","0.770449374408008","0.841084522316059"
"Ja","2011","17-29","4","331","0.789105485836285","0.749904083922437","0.828306887750133"
"Ja","2011","17-29","5 Einkommensstärkstes Quintil","260","0.775365701556856","0.728832795254568","0.821898607859145"
"Ja","2011","30-45","1 Einkommensschwächstes Quintil","1099","0.699107088409616","0.676237324551696","0.721976852267536"
"Ja","2011","30-45","2","1174","0.585572783498374","0.562971597327941","0.608173969668808"
"Ja","2011","30-45","3","896","0.655618362223461","0.63057558161658","0.680661142830341"
"Ja","2011","30-45","4","890","0.63581710634785","0.610308325128728","0.661325887566973"
"Ja","2011","30-45","5 Einkommensstärkstes Quintil","738","0.645266686711892","0.617639131131403","0.67289424229238"
"Ja","2011","46-65","1 Einkommensschwächstes Quintil","935","0.817996702861651","0.796398467955329","0.839594937767973"
"Ja","2011","46-65","2","795","0.73852587687441","0.713028090105858","0.764023663642962"
"Ja","2011","46-65","3","654","0.707535507206317","0.67860893440731","0.736462080005323"
"Ja","2011","46-65","4","771","0.658168257394342","0.630706366131536","0.685630148657148"
"Ja","2011","46-65","5 Einkommensstärkstes Quintil","839","0.648176088921244","0.621963967098814","0.674388210743673"
"Ja","2011","66","1 Einkommensschwächstes Quintil","","","",""
