"ple0044_h","year","bildungsniveau","bula_h","n","percent","lower_confidence","upper_confidence"
"Ja","1994","AkademikerIn","Brandenburg","84","0.585989279082909","0.505818755695288","0.66615980247053"
"Ja","1994","AkademikerIn","Mecklenburg-Vorpommern","51","0.605951430421286","0.50610145495015","0.705801405892421"
"Ja","1994","AkademikerIn","Sachsen","127","0.527595967311173","0.464825915654006","0.590366018968339"
"Ja","1994","AkademikerIn","Sachsen-Anhalt","76","0.515817344273216","0.436107455698947","0.595527232847486"
"Ja","1994","AkademikerIn","Thueringen","59","0.518162410747755","0.42800729437352","0.60831752712199"
"keinen Tag","1995","(noch) kein Abschluss","Schleswig-Holstein","5","","",""
"keinen Tag","1995","(noch) kein Abschluss","Hamburg","1","","",""
"keinen Tag","1995","(noch) kein Abschluss","Niedersachsen","6","","",""
"keinen Tag","1995","(noch) kein Abschluss","Bremen","1","","",""
"keinen Tag","1995","(noch) kein Abschluss","Nordrhein-Westfalen","46","0.196944064202126","0.143785504279887","0.250102624124365"
"keinen Tag","1995","(noch) kein Abschluss","Hessen","13","","",""
"keinen Tag","1995","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","8","","",""
"keinen Tag","1995","(noch) kein Abschluss","Baden-Wuerttemberg","26","","",""
"keinen Tag","1995","(noch) kein Abschluss","Bayern","20","","",""
"keinen Tag","1995","(noch) kein Abschluss","Saarland","","","",""
"keinen Tag","1995","(noch) kein Abschluss","Berlin","","","",""
"keinen Tag","1995","(noch) kein Abschluss","Brandenburg","","","",""
"keinen Tag","1995","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"keinen Tag","1995","(noch) kein Abschluss","Sachsen","2","","",""
"keinen Tag","1995","(noch) kein Abschluss","Sachsen-Anhalt","1","","",""
"keinen Tag","1995","(noch) kein Abschluss","Thueringen","1","","",""
"keinen Tag","1995","Hauptschule","Schleswig-Holstein","33","0.203963190625185","0.136977326437781","0.270949054812589"
"keinen Tag","1995","Hauptschule","Hamburg","14","","",""
"keinen Tag","1995","Hauptschule","Niedersachsen","128","0.235562609241894","0.198028035881941","0.273097182601848"
"keinen Tag","1995","Hauptschule","Bremen","6","","",""
"keinen Tag","1995","Hauptschule","Nordrhein-Westfalen","316","0.233062432311463","0.209071671967793","0.257053192655134"
"keinen Tag","1995","Hauptschule","Hessen","123","0.205747981967112","0.168603924011823","0.242892039922402"
"keinen Tag","1995","Hauptschule","Rheinland-Pfalz,Saarland","106","0.224326069701889","0.184714435224647","0.263937704179132"
"keinen Tag","1995","Hauptschule","Baden-Wuerttemberg","250","0.237726327719571","0.210411317328476","0.265041338110665"
"keinen Tag","1995","Hauptschule","Bayern","249","0.251183479294638","0.222214729021784","0.280152229567491"
"keinen Tag","1995","Hauptschule","Saarland","","","",""
"keinen Tag","1995","Hauptschule","Berlin","37","0.203225341809135","0.14087414595481","0.265576537663459"
"keinen Tag","1995","Hauptschule","Brandenburg","51","0.231870327601299","0.169872289215796","0.293868365986803"
"keinen Tag","1995","Hauptschule","Mecklenburg-Vorpommern","30","0.243286481669315","0.1652057576847","0.32136720565393"
"keinen Tag","1995","Hauptschule","Sachsen","76","0.155915125824073","0.118900608400861","0.192929643247285"
"keinen Tag","1995","Hauptschule","Sachsen-Anhalt","55","0.187078696005014","0.137740997156072","0.236416394853957"
"keinen Tag","1995","Hauptschule","Thueringen","56","0.191851190947578","0.142545963426092","0.241156418469064"
"keinen Tag","1995","Realschule","Schleswig-Holstein","16","","",""
"keinen Tag","1995","Realschule","Hamburg","9","","",""
"keinen Tag","1995","Realschule","Niedersachsen","70","0.300514513068576","0.242143665779939","0.358885360357213"
"keinen Tag","1995","Realschule","Bremen","4","","",""
"keinen Tag","1995","Realschule","Nordrhein-Westfalen","159","0.315254096521981","0.272841709183056","0.357666483860907"
"keinen Tag","1995","Realschule","Hessen","54","0.300237600876976","0.228310321492168","0.372164880261784"
"keinen Tag","1995","Realschule","Rheinland-Pfalz,Saarland","30","0.265437216506487","0.179321430094745","0.35155300291823"
"keinen Tag","1995","Realschule","Baden-Wuerttemberg","97","0.348376683418301","0.290573642634646","0.406179724201955"
"keinen Tag","1995","Realschule","Bayern","113","0.349990348212358","0.29781281881474","0.402167877609977"
"keinen Tag","1995","Realschule","Saarland","","","",""
"keinen Tag","1995","Realschule","Berlin","48","0.30000597355307","0.228999128325306","0.371012818780834"
"keinen Tag","1995","Realschule","Brandenburg","88","0.423795917991722","0.356960757755774","0.490631078227669"
"keinen Tag","1995","Realschule","Mecklenburg-Vorpommern","66","0.399986344330509","0.324313805898496","0.475658882762521"
"keinen Tag","1995","Realschule","Sachsen","155","0.367204185482899","0.319053404383373","0.415354966582424"
"keinen Tag","1995","Realschule","Sachsen-Anhalt","91","0.387775242664604","0.324942273303161","0.450608212026047"
"keinen Tag","1995","Realschule","Thueringen","102","0.398204416039818","0.336528168576924","0.459880663502712"
"keinen Tag","1995","(Fach-)Abitur","Schleswig-Holstein","8","","",""
"keinen Tag","1995","(Fach-)Abitur","Hamburg","5","","",""
"keinen Tag","1995","(Fach-)Abitur","Niedersachsen","31","0.30826404294451","0.220768120771773","0.395759965117246"
"keinen Tag","1995","(Fach-)Abitur","Bremen","2","","",""
"keinen Tag","1995","(Fach-)Abitur","Nordrhein-Westfalen","82","0.279250778642402","0.226513832131118","0.331987725153687"
"keinen Tag","1995","(Fach-)Abitur","Hessen","21","","",""
"keinen Tag","1995","(Fach-)Abitur","Rheinland-Pfalz,Saarland","15","","",""
"keinen Tag","1995","(Fach-)Abitur","Baden-Wuerttemberg","48","0.354384707959875","0.275986801892488","0.432782614027261"
"keinen Tag","1995","(Fach-)Abitur","Bayern","39","0.287034034527192","0.209567604877016","0.364500464177368"
"keinen Tag","1995","(Fach-)Abitur","Saarland","","","",""
"keinen Tag","1995","(Fach-)Abitur","Berlin","12","","",""
"keinen Tag","1995","(Fach-)Abitur","Brandenburg","7","","",""
"keinen Tag","1995","(Fach-)Abitur","Mecklenburg-Vorpommern","6","","",""
"keinen Tag","1995","(Fach-)Abitur","Sachsen","18","","",""
"keinen Tag","1995","(Fach-)Abitur","Sachsen-Anhalt","14","","",""
"keinen Tag","1995","(Fach-)Abitur","Thueringen","7","","",""
"keinen Tag","1995","AkademikerIn","Schleswig-Holstein","12","","",""
"keinen Tag","1995","AkademikerIn","Hamburg","2","","",""
"keinen Tag","1995","AkademikerIn","Niedersachsen","40","0.43689392227759","0.336624786164532","0.537163058390648"
"keinen Tag","1995","AkademikerIn","Bremen","2","","",""
"keinen Tag","1995","AkademikerIn","Nordrhein-Westfalen","118","0.437723292822948","0.377420657455281","0.498025928190615"
"keinen Tag","1995","AkademikerIn","Hessen","37","0.360887767056418","0.269889976465865","0.451885557646971"
"keinen Tag","1995","AkademikerIn","Rheinland-Pfalz,Saarland","13","","",""
"keinen Tag","1995","AkademikerIn","Baden-Wuerttemberg","52","0.450391815430216","0.36386154296733","0.536922087893101"
"keinen Tag","1995","AkademikerIn","Bayern","65","0.379525758827913","0.306146054570125","0.452905463085701"
"keinen Tag","1995","AkademikerIn","Saarland","","","",""
"keinen Tag","1995","AkademikerIn","Berlin","51","0.339505965796469","0.260498760019609","0.418513171573329"
"keinen Tag","1995","AkademikerIn","Brandenburg","60","0.421339534267662","0.338656611719648","0.504022456815675"
"keinen Tag","1995","AkademikerIn","Mecklenburg-Vorpommern","36","0.362595488650764","0.263273455532842","0.461917521768686"
"keinen Tag","1995","AkademikerIn","Sachsen","114","0.476709553478117","0.411448337313782","0.541970769642451"
"keinen Tag","1995","AkademikerIn","Sachsen-Anhalt","68","0.390941083850013","0.312852459797314","0.469029707902712"
"keinen Tag","1995","AkademikerIn","Thueringen","54","0.43262211785342","0.342462999361486","0.522781236345355"
"Ja","1995","(noch) kein Abschluss","Schleswig-Holstein","9","","",""
"Ja","1995","(noch) kein Abschluss","Hamburg","5","","",""
"Ja","1995","(noch) kein Abschluss","Niedersachsen","46","0.927133478051805","0.856488455016951","0.99777850108666"
"Ja","1995","(noch) kein Abschluss","Bremen","2","","",""
"Ja","1995","(noch) kein Abschluss","Nordrhein-Westfalen","169","0.803055935797874","0.749897375875635","0.856214495720113"
"Ja","1995","(noch) kein Abschluss","Hessen","66","0.904641205974588","0.83987430705181","0.969408104897366"
"Ja","1995","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","37","0.811043781946018","0.696665234308597","0.92542232958344"
"Ja","1995","(noch) kein Abschluss","Baden-Wuerttemberg","185","0.921259601663425","0.884918617807617","0.957600585519232"
"Ja","1995","(noch) kein Abschluss","Bayern","78","0.826225056007548","0.751204926009163","0.901245186005933"
"Ja","1995","(noch) kein Abschluss","Saarland","","","",""
"Ja","1995","(noch) kein Abschluss","Berlin","26","","",""
"Ja","1995","(noch) kein Abschluss","Brandenburg","22","","",""
"Ja","1995","(noch) kein Abschluss","Mecklenburg-Vorpommern","21","","",""
"Ja","1995","(noch) kein Abschluss","Sachsen","32","0.931742275498342","0.846974178012377","1.01651037298431"
"Ja","1995","(noch) kein Abschluss","Sachsen-Anhalt","18","","",""
"Ja","1995","(noch) kein Abschluss","Thueringen","13","","",""
"Ja","1995","Hauptschule","Schleswig-Holstein","106","0.796036809374815","0.729050945187411","0.863022673562219"
"Ja","1995","Hauptschule","Hamburg","53","0.809197803967499","0.715110782138896","0.903284825796102"
"Ja","1995","Hauptschule","Niedersachsen","363","0.764437390758106","0.726902817398152","0.801971964118059"
"Ja","1995","Hauptschule","Bremen","47","0.935036179085289","0.868683243134291","1.00138911503629"
"Ja","1995","Hauptschule","Nordrhein-Westfalen","877","0.766937567688537","0.742946807344866","0.790928328032207"
"Ja","1995","Hauptschule","Hessen","332","0.794252018032888","0.757107960077598","0.831396075988178"
"Ja","1995","Hauptschule","Rheinland-Pfalz,Saarland","320","0.775673930298111","0.736062295820868","0.815285564775353"
"Ja","1995","Hauptschule","Baden-Wuerttemberg","683","0.762273672280429","0.734958661889334","0.789588682671523"
"Ja","1995","Hauptschule","Bayern","612","0.748816520705362","0.719847770432509","0.777785270978216"
"Ja","1995","Hauptschule","Saarland","","","",""
"Ja","1995","Hauptschule","Berlin","123","0.796774658190865","0.734423462336541","0.85912585404519"
"Ja","1995","Hauptschule","Brandenburg","127","0.768129672398701","0.706131634013197","0.830127710784204"
"Ja","1995","Hauptschule","Mecklenburg-Vorpommern","86","0.756713518330685","0.67863279434607","0.8347942423153"
"Ja","1995","Hauptschule","Sachsen","293","0.844084874175927","0.807070356752715","0.881099391599139"
"Ja","1995","Hauptschule","Sachsen-Anhalt","185","0.812921303994986","0.763583605146043","0.862259002843928"
"Ja","1995","Hauptschule","Thueringen","189","0.808148809052422","0.758843581530936","0.857454036573908"
"Ja","1995","Realschule","Schleswig-Holstein","54","0.824742213637896","0.735679311214977","0.913805116060815"
"Ja","1995","Realschule","Hamburg","16","","",""
"Ja","1995","Realschule","Niedersachsen","167","0.699485486931424","0.641114639642787","0.757856334220061"
"Ja","1995","Realschule","Bremen","13","","",""
"Ja","1995","Realschule","Nordrhein-Westfalen","302","0.684745903478019","0.642333516139093","0.727158290816944"
"Ja","1995","Realschule","Hessen","102","0.699762399123025","0.627835119738216","0.771689678507833"
"Ja","1995","Realschule","Rheinland-Pfalz,Saarland","71","0.734562783493513","0.64844699708177","0.820678569905256"
"Ja","1995","Realschule","Baden-Wuerttemberg","164","0.651623316581699","0.593820275798045","0.709426357365354"
"Ja","1995","Realschule","Bayern","208","0.650009651787642","0.597832122390023","0.70218718118526"
"Ja","1995","Realschule","Saarland","","","",""
"Ja","1995","Realschule","Berlin","112","0.69999402644693","0.628987181219166","0.771000871674694"
"Ja","1995","Realschule","Brandenburg","122","0.576204082008278","0.509368921772331","0.643039242244226"
"Ja","1995","Realschule","Mecklenburg-Vorpommern","95","0.600013655669491","0.524341117237479","0.675686194101504"
"Ja","1995","Realschule","Sachsen","230","0.632795814517101","0.584645033417576","0.680946595616627"
"Ja","1995","Realschule","Sachsen-Anhalt","140","0.612224757335396","0.549391787973953","0.675057726696839"
"Ja","1995","Realschule","Thueringen","140","0.601795583960182","0.540119336497288","0.663471831423076"
"Ja","1995","(Fach-)Abitur","Schleswig-Holstein","18","","",""
"Ja","1995","(Fach-)Abitur","Hamburg","10","","",""
"Ja","1995","(Fach-)Abitur","Niedersachsen","76","0.69173595705549","0.604240034882754","0.779231879228227"
"Ja","1995","(Fach-)Abitur","Bremen","8","","",""
"Ja","1995","(Fach-)Abitur","Nordrhein-Westfalen","196","0.720749221357598","0.668012274846313","0.773486167868882"
"Ja","1995","(Fach-)Abitur","Hessen","61","0.747886463978428","0.653901780499535","0.841871147457321"
"Ja","1995","(Fach-)Abitur","Rheinland-Pfalz,Saarland","36","0.750302768512528","0.63151050954246","0.869095027482596"
"Ja","1995","(Fach-)Abitur","Baden-Wuerttemberg","95","0.645615292040125","0.567217385972739","0.724013198107512"
"Ja","1995","(Fach-)Abitur","Bayern","92","0.712965965472808","0.635499535822632","0.790432395122985"
"Ja","1995","(Fach-)Abitur","Saarland","","","",""
"Ja","1995","(Fach-)Abitur","Berlin","29","","",""
"Ja","1995","(Fach-)Abitur","Brandenburg","16","","",""
"Ja","1995","(Fach-)Abitur","Mecklenburg-Vorpommern","8","","",""
"Ja","1995","(Fach-)Abitur","Sachsen","31","0.614326454493433","0.47803783735414","0.750615071632725"
"Ja","1995","(Fach-)Abitur","Sachsen-Anhalt","15","","",""
"Ja","1995","(Fach-)Abitur","Thueringen","14","","",""
"Ja","1995","AkademikerIn","Schleswig-Holstein","10","","",""
"Ja","1995","AkademikerIn","Hamburg","14","","",""
"Ja","1995","AkademikerIn","Niedersachsen","54","0.56310607772241","0.462836941609352","0.663375213835468"
"Ja","1995","AkademikerIn","Bremen","3","","",""
"Ja","1995","AkademikerIn","Nordrhein-Westfalen","142","0.562276707177052","0.501974071809385","0.622579342544719"
"Ja","1995","AkademikerIn","Hessen","70","0.639112232943582","0.548114442353029","0.730110023534135"
"Ja","1995","AkademikerIn","Rheinland-Pfalz,Saarland","35","0.77879354377221","0.661374769425042","0.896212318119379"
"Ja","1995","AkademikerIn","Baden-Wuerttemberg","75","0.549608184569784","0.463077912106899","0.63613845703267"
"Ja","1995","AkademikerIn","Bayern","103","0.620474241172087","0.547094536914299","0.693853945429875"
"Ja","1995","AkademikerIn","Saarland","","","",""
"Ja","1995","AkademikerIn","Berlin","87","0.660494034203531","0.581486828426671","0.73950123998039"
"Ja","1995","AkademikerIn","Brandenburg","77","0.578660465732338","0.495977543184325","0.661343388280352"
"Ja","1995","AkademikerIn","Mecklenburg-Vorpommern","54","0.637404511349236","0.538082478231314","0.736726544467158"
"Ja","1995","AkademikerIn","Sachsen","111","0.523290446521884","0.458029230357549","0.588551662686218"
"Ja","1995","AkademikerIn","Sachsen-Anhalt","82","0.609058916149987","0.530970292097288","0.687147540202686"
"Ja","1995","AkademikerIn","Thueringen","62","0.567377882146579","0.477218763654645","0.657537000638514"
"keinen Tag","1996","(noch) kein Abschluss","Schleswig-Holstein","3","","",""
"keinen Tag","1996","(noch) kein Abschluss","Hamburg","2","","",""
"keinen Tag","1996","(noch) kein Abschluss","Niedersachsen","1","","",""
"keinen Tag","1996","(noch) kein Abschluss","Bremen","","","",""
"keinen Tag","1996","(noch) kein Abschluss","Nordrhein-Westfalen","37","0.139333161347936","0.0933642070310322","0.185302115664839"
"keinen Tag","1996","(noch) kein Abschluss","Hessen","14","","",""
"keinen Tag","1996","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","5","","",""
"keinen Tag","1996","(noch) kein Abschluss","Baden-Wuerttemberg","18","","",""
"keinen Tag","1996","(noch) kein Abschluss","Bayern","13","","",""
"keinen Tag","1996","(noch) kein Abschluss","Saarland","","","",""
"keinen Tag","1996","(noch) kein Abschluss","Berlin","","","",""
"keinen Tag","1996","(noch) kein Abschluss","Brandenburg","","","",""
"keinen Tag","1996","(noch) kein Abschluss","Mecklenburg-Vorpommern","1","","",""
"keinen Tag","1996","(noch) kein Abschluss","Sachsen","4","","",""
"keinen Tag","1996","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"keinen Tag","1996","(noch) kein Abschluss","Thueringen","1","","",""
"keinen Tag","1996","Hauptschule","Schleswig-Holstein","41","0.265075138694237","0.190621286123898","0.339528991264576"
"keinen Tag","1996","Hauptschule","Hamburg","8","","",""
"keinen Tag","1996","Hauptschule","Niedersachsen","126","0.242381151638553","0.204045550305989","0.280716752971116"
"keinen Tag","1996","Hauptschule","Bremen","10","","",""
"keinen Tag","1996","Hauptschule","Nordrhein-Westfalen","311","0.232877853343619","0.208792552589474","0.256963154097764"
"keinen Tag","1996","Hauptschule","Hessen","115","0.211088382906584","0.173087597743145","0.249089168070024"
"keinen Tag","1996","Hauptschule","Rheinland-Pfalz,Saarland","117","0.24872833078163","0.207337683981382","0.290118977581879"
"keinen Tag","1996","Hauptschule","Baden-Wuerttemberg","227","0.236196622188915","0.208021319021945","0.264371925355884"
"keinen Tag","1996","Hauptschule","Bayern","254","0.262217565602062","0.232578947175585","0.291856184028538"
"keinen Tag","1996","Hauptschule","Saarland","","","",""
"keinen Tag","1996","Hauptschule","Berlin","28","","",""
"keinen Tag","1996","Hauptschule","Brandenburg","37","0.181817930928017","0.12349534327391","0.240140518582123"
"keinen Tag","1996","Hauptschule","Mecklenburg-Vorpommern","23","","",""
"keinen Tag","1996","Hauptschule","Sachsen","73","0.146859779984271","0.110346055437948","0.183373504530594"
"keinen Tag","1996","Hauptschule","Sachsen-Anhalt","50","0.179795052360809","0.130486734024671","0.229103370696947"
"keinen Tag","1996","Hauptschule","Thueringen","43","0.142178915441776","0.0973368005200421","0.18702103036351"
"keinen Tag","1996","Realschule","Schleswig-Holstein","23","","",""
"keinen Tag","1996","Realschule","Hamburg","6","","",""
"keinen Tag","1996","Realschule","Niedersachsen","74","0.312356835318529","0.25272046940578","0.371993201231279"
"keinen Tag","1996","Realschule","Bremen","8","","",""
"keinen Tag","1996","Realschule","Nordrhein-Westfalen","164","0.335724252222553","0.292568893472837","0.378879610972269"
"keinen Tag","1996","Realschule","Hessen","46","0.297732306049451","0.225277582900041","0.37018702919886"
"keinen Tag","1996","Realschule","Rheinland-Pfalz,Saarland","41","0.343814768931007","0.252086125980694","0.43554341188132"
"keinen Tag","1996","Realschule","Baden-Wuerttemberg","71","0.291470200181942","0.235802375811215","0.347138024552669"
"keinen Tag","1996","Realschule","Bayern","96","0.285701162986326","0.236662878744521","0.334739447228132"
"keinen Tag","1996","Realschule","Saarland","","","",""
"keinen Tag","1996","Realschule","Berlin","45","0.288895418130991","0.216840544223015","0.360950292038967"
"keinen Tag","1996","Realschule","Brandenburg","88","0.395112539926973","0.330067239877633","0.460157839976313"
"keinen Tag","1996","Realschule","Mecklenburg-Vorpommern","46","0.326625712159379","0.250553663431648","0.40269776088711"
"keinen Tag","1996","Realschule","Sachsen","143","0.377693743199782","0.328361244264388","0.427026242135177"
"keinen Tag","1996","Realschule","Sachsen-Anhalt","63","0.286806234812076","0.225343131181327","0.348269338442825"
"keinen Tag","1996","Realschule","Thueringen","83","0.335765412746436","0.274864917729784","0.396665907763088"
"keinen Tag","1996","(Fach-)Abitur","Schleswig-Holstein","6","","",""
"keinen Tag","1996","(Fach-)Abitur","Hamburg","3","","",""
"keinen Tag","1996","(Fach-)Abitur","Niedersachsen","29","","",""
"keinen Tag","1996","(Fach-)Abitur","Bremen","5","","",""
"keinen Tag","1996","(Fach-)Abitur","Nordrhein-Westfalen","99","0.366301356841919","0.308293635433432","0.424309078250407"
"keinen Tag","1996","(Fach-)Abitur","Hessen","17","","",""
"keinen Tag","1996","(Fach-)Abitur","Rheinland-Pfalz,Saarland","11","","",""
"keinen Tag","1996","(Fach-)Abitur","Baden-Wuerttemberg","48","0.343580159909637","0.265469769756191","0.421690550063083"
"keinen Tag","1996","(Fach-)Abitur","Bayern","35","0.251909680172687","0.175808300504818","0.328011059840555"
"keinen Tag","1996","(Fach-)Abitur","Saarland","","","",""
"keinen Tag","1996","(Fach-)Abitur","Berlin","6","","",""
"keinen Tag","1996","(Fach-)Abitur","Brandenburg","5","","",""
"keinen Tag","1996","(Fach-)Abitur","Mecklenburg-Vorpommern","3","","",""
"keinen Tag","1996","(Fach-)Abitur","Sachsen","16","","",""
"keinen Tag","1996","(Fach-)Abitur","Sachsen-Anhalt","9","","",""
"keinen Tag","1996","(Fach-)Abitur","Thueringen","7","","",""
"keinen Tag","1996","AkademikerIn","Schleswig-Holstein","13","","",""
"keinen Tag","1996","AkademikerIn","Hamburg","3","","",""
"keinen Tag","1996","AkademikerIn","Niedersachsen","46","0.442854213984283","0.345007710803337","0.540700717165229"
"keinen Tag","1996","AkademikerIn","Bremen","2","","",""
"keinen Tag","1996","AkademikerIn","Nordrhein-Westfalen","109","0.39021823896645","0.33148740720619","0.44894907072671"
"keinen Tag","1996","AkademikerIn","Hessen","41","0.463155776869457","0.36392419636665","0.562387357372265"
"keinen Tag","1996","AkademikerIn","Rheinland-Pfalz,Saarland","20","","",""
"keinen Tag","1996","AkademikerIn","Baden-Wuerttemberg","49","0.373174434573003","0.288047588986024","0.458301280159981"
"keinen Tag","1996","AkademikerIn","Bayern","64","0.384236932042237","0.311117972650038","0.457355891434437"
"keinen Tag","1996","AkademikerIn","Saarland","","","",""
"keinen Tag","1996","AkademikerIn","Berlin","45","0.287166892543224","0.211680327553951","0.362653457532496"
"keinen Tag","1996","AkademikerIn","Brandenburg","54","0.358670031475932","0.278938702408564","0.4384013605433"
"keinen Tag","1996","AkademikerIn","Mecklenburg-Vorpommern","38","0.405719336937603","0.304832141789404","0.506606532085802"
"keinen Tag","1996","AkademikerIn","Sachsen","110","0.452946568982859","0.38970567905253","0.516187458913188"
"keinen Tag","1996","AkademikerIn","Sachsen-Anhalt","69","0.436676532454589","0.354519844735184","0.518833220173995"
"keinen Tag","1996","AkademikerIn","Thueringen","47","0.325868785574071","0.239830991925016","0.411906579223126"
"Ja","1996","(noch) kein Abschluss","Schleswig-Holstein","10","","",""
"Ja","1996","(noch) kein Abschluss","Hamburg","4","","",""
"Ja","1996","(noch) kein Abschluss","Niedersachsen","55","0.984426381995551","0.95199686663203","1.01685589735907"
"Ja","1996","(noch) kein Abschluss","Bremen","4","","",""
"Ja","1996","(noch) kein Abschluss","Nordrhein-Westfalen","181","0.860666838652064","0.814697884335161","0.906635792968968"
"Ja","1996","(noch) kein Abschluss","Hessen","63","0.910692957206582","0.846994110125782","0.974391804287382"
"Ja","1996","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","27","","",""
"Ja","1996","(noch) kein Abschluss","Baden-Wuerttemberg","177","0.927029130489963","0.890524140248718","0.963534120731207"
"Ja","1996","(noch) kein Abschluss","Bayern","76","0.900487623788798","0.838296198471355","0.962679049106241"
"Ja","1996","(noch) kein Abschluss","Saarland","","","",""
"Ja","1996","(noch) kein Abschluss","Berlin","27","","",""
"Ja","1996","(noch) kein Abschluss","Brandenburg","18","","",""
"Ja","1996","(noch) kein Abschluss","Mecklenburg-Vorpommern","12","","",""
"Ja","1996","(noch) kein Abschluss","Sachsen","34","0.906555505949721","0.814015323559539","0.999095688339903"
"Ja","1996","(noch) kein Abschluss","Sachsen-Anhalt","21","","",""
"Ja","1996","(noch) kein Abschluss","Thueringen","15","","",""
"Ja","1996","Hauptschule","Schleswig-Holstein","94","0.734924861305763","0.660471008735424","0.809378713876102"
"Ja","1996","Hauptschule","Hamburg","51","0.856816351860658","0.767442048422771","0.946190655298545"
"Ja","1996","Hauptschule","Niedersachsen","354","0.757618848361447","0.719283247028884","0.795954449694011"
"Ja","1996","Hauptschule","Bremen","42","0.841988081922275","0.742849132175089","0.941127031669461"
"Ja","1996","Hauptschule","Nordrhein-Westfalen","872","0.767122146656381","0.743036845902236","0.791207447410526"
"Ja","1996","Hauptschule","Hessen","328","0.788911617093416","0.750910831929976","0.826912402256855"
"Ja","1996","Hauptschule","Rheinland-Pfalz,Saarland","302","0.75127166921837","0.709881022418121","0.792662316018618"
"Ja","1996","Hauptschule","Baden-Wuerttemberg","646","0.763803377811085","0.735628074644116","0.791978680978054"
"Ja","1996","Hauptschule","Bayern","592","0.737782434397938","0.708143815971462","0.767421052824415"
"Ja","1996","Hauptschule","Saarland","","","",""
"Ja","1996","Hauptschule","Berlin","118","0.832687415381751","0.772142598812032","0.89323223195147"
"Ja","1996","Hauptschule","Brandenburg","131","0.818182069071983","0.759859481417877","0.87650465672609"
"Ja","1996","Hauptschule","Mecklenburg-Vorpommern","86","0.809037564895086","0.735248304455782","0.882826825334391"
"Ja","1996","Hauptschule","Sachsen","288","0.853140220015729","0.816626495469406","0.889653944562052"
"Ja","1996","Hauptschule","Sachsen-Anhalt","183","0.820204947639191","0.770896629303053","0.869513265975329"
"Ja","1996","Hauptschule","Thueringen","190","0.857821084558224","0.81297896963649","0.902663199479958"
"Ja","1996","Realschule","Schleswig-Holstein","51","0.737761936121073","0.637545669840552","0.837978202401594"
"Ja","1996","Realschule","Hamburg","18","","",""
"Ja","1996","Realschule","Niedersachsen","158","0.687643164681471","0.628006798768721","0.74727953059422"
"Ja","1996","Realschule","Bremen","9","","",""
"Ja","1996","Realschule","Nordrhein-Westfalen","296","0.664275747777447","0.621120389027731","0.707431106527163"
"Ja","1996","Realschule","Hessen","107","0.702267693950549","0.62981297080114","0.774722417099959"
"Ja","1996","Realschule","Rheinland-Pfalz,Saarland","62","0.656185231068993","0.56445658811868","0.747913874019306"
"Ja","1996","Realschule","Baden-Wuerttemberg","185","0.708529799818058","0.652861975447331","0.764197624188785"
"Ja","1996","Realschule","Bayern","230","0.714298837013674","0.665260552771868","0.763337121255479"
"Ja","1996","Realschule","Saarland","","","",""
"Ja","1996","Realschule","Berlin","107","0.711104581869009","0.639049707961033","0.783159455776985"
"Ja","1996","Realschule","Brandenburg","129","0.604887460073027","0.539842160023687","0.669932760122367"
"Ja","1996","Realschule","Mecklenburg-Vorpommern","100","0.673374287840621","0.59730223911289","0.749446336568351"
"Ja","1996","Realschule","Sachsen","228","0.622306256800218","0.572973757864823","0.671638755735612"
"Ja","1996","Realschule","Sachsen-Anhalt","145","0.713193765187924","0.651730661557175","0.774656868818673"
"Ja","1996","Realschule","Thueringen","148","0.664234587253564","0.603334092236912","0.725135082270216"
"Ja","1996","(Fach-)Abitur","Schleswig-Holstein","17","","",""
"Ja","1996","(Fach-)Abitur","Hamburg","11","","",""
"Ja","1996","(Fach-)Abitur","Niedersachsen","73","0.654832659544312","0.562569564549926","0.747095754538699"
"Ja","1996","(Fach-)Abitur","Bremen","4","","",""
"Ja","1996","(Fach-)Abitur","Nordrhein-Westfalen","166","0.633698643158081","0.575690921749593","0.691706364566568"
"Ja","1996","(Fach-)Abitur","Hessen","51","0.787945540195842","0.69079047648692","0.885100603904765"
"Ja","1996","(Fach-)Abitur","Rheinland-Pfalz,Saarland","37","0.788470125605891","0.672937152493199","0.904003098718583"
"Ja","1996","(Fach-)Abitur","Baden-Wuerttemberg","94","0.656419840090363","0.578309449936917","0.734530230243809"
"Ja","1996","(Fach-)Abitur","Bayern","90","0.748090319827313","0.671988940159445","0.824191699495182"
"Ja","1996","(Fach-)Abitur","Saarland","","","",""
"Ja","1996","(Fach-)Abitur","Berlin","32","0.841123207019116","0.724893716836032","0.9573526972022"
"Ja","1996","(Fach-)Abitur","Brandenburg","20","","",""
"Ja","1996","(Fach-)Abitur","Mecklenburg-Vorpommern","14","","",""
"Ja","1996","(Fach-)Abitur","Sachsen","32","0.678295854998466","0.546146398227875","0.810445311769056"
"Ja","1996","(Fach-)Abitur","Sachsen-Anhalt","16","","",""
"Ja","1996","(Fach-)Abitur","Thueringen","16","","",""
"Ja","1996","AkademikerIn","Schleswig-Holstein","8","","",""
