year,bula_h,quintil_oecd_hh,hgreval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1993,Saxony-Anhalt,2nd Quintile,Slightly Expensive,0.22562,33,33,0.08079,0.37045
1993,Thuringa,1st Quintile,Reasonable,0.38203,32,32,0.21099,0.55308
1994,North Rhine-Westphalia,1st Quintile,Inexpensive,0.25515,53,179,0.19110,0.31919
1994,North Rhine-Westphalia,1st Quintile,Reasonable,0.36728,95,179,0.29646,0.43810
1994,North Rhine-Westphalia,1st Quintile,Slightly Expensive,0.06628,31,179,0.02974,0.10283
1994,North Rhine-Westphalia,2nd Quintile,Inexpensive,0.13696,36,124,0.07620,0.19772
1994,North Rhine-Westphalia,2nd Quintile,Reasonable,0.32652,88,124,0.24365,0.40940
1994,North Rhine-Westphalia,3rd Quintile,Inexpensive,0.18896,49,119,0.11832,0.25959
1994,North Rhine-Westphalia,3rd Quintile,Reasonable,0.28027,70,119,0.19923,0.36131
1994,North Rhine-Westphalia,4th Quintile,Inexpensive,0.20785,50,100,0.12792,0.28778
1994,North Rhine-Westphalia,4th Quintile,Reasonable,0.15819,50,100,0.08630,0.23007
1994,North Rhine-Westphalia,5th Quintile,Reasonable,0.17246,39,39,0.05234,0.29258
1994,Baden-Wuerttemberg,1st Quintile,Reasonable,0.18604,39,39,0.06231,0.30977
1994,Baden-Wuerttemberg,2nd Quintile,Inexpensive,0.26112,33,33,0.10893,0.41331
1994,Baden-Wuerttemberg,3rd Quintile,Inexpensive,0.15869,33,70,0.07248,0.24491
1994,Baden-Wuerttemberg,3rd Quintile,Reasonable,0.15510,37,70,0.06968,0.24052
1994,Baden-Wuerttemberg,4th Quintile,Inexpensive,0.15671,37,80,0.07655,0.23688
1994,Baden-Wuerttemberg,4th Quintile,Reasonable,0.21661,43,80,0.12577,0.30744
1994,Bavaria,1st Quintile,Reasonable,0.23873,35,35,0.09543,0.38202
1994,Bavaria,2nd Quintile,Reasonable,0.25384,37,37,0.11167,0.39601
1994,Bavaria,3rd Quintile,Reasonable,0.19401,33,33,0.05700,0.33102
1994,Bavaria,4th Quintile,Reasonable,0.18323,35,35,0.05319,0.31326
1994,Bavaria,5th Quintile,Reasonable,0.19454,46,46,0.07888,0.31020
1994,Saxony,1st Quintile,Reasonable,0.46279,65,99,0.36407,0.56151
1994,Saxony,1st Quintile,Slightly Expensive,0.21369,34,99,0.13253,0.29485
1994,Saxony,2nd Quintile,Reasonable,0.34346,65,100,0.24992,0.43700
1994,Saxony,2nd Quintile,Slightly Expensive,0.18630,35,100,0.10961,0.26300
1994,Saxony,3rd Quintile,Reasonable,0.33999,44,44,0.19840,0.48158
1994,Saxony-Anhalt,1st Quintile,Reasonable,0.38166,32,63,0.26073,0.50258
1994,Saxony-Anhalt,1st Quintile,Slightly Expensive,0.33405,31,63,0.21664,0.45145
1994,Saxony-Anhalt,2nd Quintile,Reasonable,0.36641,36,36,0.20678,0.52604
1995,Lower Saxony,1st Quintile,Reasonable,0.26079,31,31,0.10367,0.41791
1995,North Rhine-Westphalia,1st Quintile,Inexpensive,0.26631,65,203,0.20536,0.32727
1995,North Rhine-Westphalia,1st Quintile,Reasonable,0.34082,92,203,0.27546,0.40619
1995,North Rhine-Westphalia,1st Quintile,Slightly Expensive,0.10369,46,203,0.06165,0.14574
1995,North Rhine-Westphalia,2nd Quintile,Inexpensive,0.17917,54,135,0.11424,0.24410
1995,North Rhine-Westphalia,2nd Quintile,Reasonable,0.29107,81,135,0.21416,0.36799
1995,North Rhine-Westphalia,3rd Quintile,Inexpensive,0.18507,49,125,0.11672,0.25343
1995,North Rhine-Westphalia,3rd Quintile,Reasonable,0.27201,76,125,0.19368,0.35033
1995,North Rhine-Westphalia,4th Quintile,Inexpensive,0.15948,39,84,0.08071,0.23825
1995,North Rhine-Westphalia,4th Quintile,Reasonable,0.16122,45,84,0.08211,0.24034
1995,North Rhine-Westphalia,5th Quintile,Inexpensive,0.10729,33,67,0.03263,0.18196
1995,North Rhine-Westphalia,5th Quintile,Reasonable,0.12256,34,67,0.04344,0.20167
1995,Hesse,1st Quintile,Reasonable,0.39133,40,40,0.23816,0.54450
1995,Hesse,2nd Quintile,Reasonable,0.25871,32,32,0.10455,0.41287
1995,Baden-Wuerttemberg,1st Quintile,Inexpensive,0.27280,41,83,0.17639,0.36920
1995,Baden-Wuerttemberg,1st Quintile,Reasonable,0.18031,42,83,0.09710,0.26352
1995,Baden-Wuerttemberg,2nd Quintile,Inexpensive,0.18765,39,92,0.10743,0.26787
1995,Baden-Wuerttemberg,2nd Quintile,Reasonable,0.25305,53,92,0.16372,0.34238
1995,Baden-Wuerttemberg,3rd Quintile,Inexpensive,0.16160,36,75,0.07774,0.24547
1995,Baden-Wuerttemberg,3rd Quintile,Reasonable,0.19121,39,75,0.10161,0.28081
1995,Baden-Wuerttemberg,4th Quintile,Reasonable,0.11862,35,35,0.00993,0.22731
1995,Bavaria,1st Quintile,Inexpensive,0.26019,31,69,0.15590,0.36447
1995,Bavaria,1st Quintile,Reasonable,0.22970,38,69,0.12972,0.32968
1995,Bavaria,2nd Quintile,Reasonable,0.24689,37,37,0.10603,0.38775
1995,Bavaria,3rd Quintile,Reasonable,0.21704,39,39,0.08597,0.34811
1995,Bavaria,4th Quintile,Reasonable,0.16121,38,38,0.04272,0.27970
1995,Bavaria,5th Quintile,Reasonable,0.16367,33,33,0.03548,0.29186
1995,Berlin,4th Quintile,Reasonable,0.48752,36,36,0.32192,0.65312
1995,Saxony,1st Quintile,Reasonable,0.44695,61,61,0.32115,0.57275
1995,Saxony,2nd Quintile,Reasonable,0.38517,66,66,0.26686,0.50347
1995,Saxony,3rd Quintile,Reasonable,0.27947,35,35,0.12863,0.43031
1995,Saxony-Anhalt,2nd Quintile,Reasonable,0.39146,34,34,0.22494,0.55799
1995,Thuringa,2nd Quintile,Reasonable,0.37298,32,32,0.20274,0.54322
1996,North Rhine-Westphalia,1st Quintile,Inexpensive,0.22714,60,218,0.17140,0.28289
1996,North Rhine-Westphalia,1st Quintile,Reasonable,0.31929,97,218,0.25726,0.38132
1996,North Rhine-Westphalia,1st Quintile,Slightly Expensive,0.13578,61,218,0.09020,0.18136
1996,North Rhine-Westphalia,2nd Quintile,Inexpensive,0.23886,64,146,0.16946,0.30827
1996,North Rhine-Westphalia,2nd Quintile,Reasonable,0.27300,82,146,0.20049,0.34552
1996,North Rhine-Westphalia,3rd Quintile,Inexpensive,0.20457,42,105,0.12704,0.28210
1996,North Rhine-Westphalia,3rd Quintile,Reasonable,0.27796,63,105,0.19186,0.36406
1996,North Rhine-Westphalia,4th Quintile,Inexpensive,0.15907,42,103,0.08809,0.23004
1996,North Rhine-Westphalia,4th Quintile,Reasonable,0.19926,61,103,0.12174,0.27678
1996,North Rhine-Westphalia,5th Quintile,Inexpensive,0.10863,32,32,-0.00091,0.21818
1996,Hesse,1st Quintile,Reasonable,0.30600,36,36,0.15333,0.45868
1996,Baden-Wuerttemberg,1st Quintile,Reasonable,0.27411,57,89,0.18091,0.36731
1996,Baden-Wuerttemberg,1st Quintile,Slightly Expensive,0.12275,32,89,0.05419,0.19132
1996,Baden-Wuerttemberg,2nd Quintile,Reasonable,0.22415,51,51,0.10856,0.33974
1996,Baden-Wuerttemberg,3rd Quintile,Reasonable,0.18191,42,42,0.06383,0.30000
1996,Bavaria,1st Quintile,Inexpensive,0.16255,32,74,0.07791,0.24719
1996,Bavaria,1st Quintile,Reasonable,0.27329,42,74,0.17106,0.37552
1996,Bavaria,2nd Quintile,Reasonable,0.24401,32,32,0.09281,0.39520
1996,Bavaria,3rd Quintile,Reasonable,0.19597,45,45,0.07868,0.31327
1996,Bavaria,4th Quintile,Reasonable,0.20399,38,38,0.07415,0.33384
1996,Bavaria,5th Quintile,Reasonable,0.16390,36,36,0.04126,0.28654
1996,Berlin,3rd Quintile,Reasonable,0.45270,31,31,0.27458,0.63082
1996,Saxony,1st Quintile,Reasonable,0.43872,57,57,0.30875,0.56869
1996,Saxony,2nd Quintile,Reasonable,0.32794,47,47,0.19227,0.46360
1996,Saxony,3rd Quintile,Reasonable,0.30642,41,41,0.16355,0.44929
1996,Saxony-Anhalt,1st Quintile,Reasonable,0.47594,31,31,0.29722,0.65465
1997,Lower Saxony,1st Quintile,Reasonable,0.22713,31,31,0.07720,0.37706
1997,Lower Saxony,3rd Quintile,Reasonable,0.27464,33,33,0.11999,0.42929
1997,North Rhine-Westphalia,1st Quintile,Inexpensive,0.21460,49,193,0.15653,0.27268
1997,North Rhine-Westphalia,1st Quintile,Reasonable,0.35752,94,193,0.28972,0.42531
1997,North Rhine-Westphalia,1st Quintile,Slightly Expensive,0.12404,50,193,0.07742,0.17067
1997,North Rhine-Westphalia,2nd Quintile,Inexpensive,0.19928,56,164,0.13796,0.26061
1997,North Rhine-Westphalia,2nd Quintile,Reasonable,0.26424,77,164,0.19655,0.33194
1997,North Rhine-Westphalia,2nd Quintile,Slightly Expensive,0.11026,31,164,0.06218,0.15834
1997,North Rhine-Westphalia,3rd Quintile,Inexpensive,0.13665,38,107,0.07126,0.20204
1997,North Rhine-Westphalia,3rd Quintile,Reasonable,0.26977,69,107,0.18528,0.35426
1997,North Rhine-Westphalia,4th Quintile,Inexpensive,0.13716,38,100,0.06940,0.20493
1997,North Rhine-Westphalia,4th Quintile,Reasonable,0.21960,62,100,0.13806,0.30115
1997,North Rhine-Westphalia,5th Quintile,Reasonable,0.16408,41,41,0.04931,0.27885
1997,Baden-Wuerttemberg,1st Quintile,Inexpensive,0.14644,35,129,0.08519,0.20769
1997,Baden-Wuerttemberg,1st Quintile,Reasonable,0.32316,62,129,0.24214,0.40418
1997,Baden-Wuerttemberg,1st Quintile,Slightly Expensive,0.14811,32,129,0.08657,0.20964
1997,Baden-Wuerttemberg,2nd Quintile,Reasonable,0.22929,46,46,0.10647,0.35212
1997,Baden-Wuerttemberg,3rd Quintile,Reasonable,0.16666,44,44,0.05527,0.27805
1997,Baden-Wuerttemberg,4th Quintile,Reasonable,0.21784,43,43,0.09300,0.34268
1997,Bavaria,1st Quintile,Reasonable,0.25417,43,43,0.12249,0.38584
1997,Bavaria,2nd Quintile,Inexpensive,0.18903,32,84,0.10480,0.27327
1997,Bavaria,2nd Quintile,Reasonable,0.26046,52,84,0.16604,0.35488
1997,Bavaria,3rd Quintile,Reasonable,0.19547,37,37,0.06593,0.32502
1997,Bavaria,4th Quintile,Reasonable,0.19997,32,32,0.05917,0.34077
1997,Brandenburg,2nd Quintile,Reasonable,0.39932,33,33,0.22963,0.56902
1997,Saxony,1st Quintile,Reasonable,0.41525,48,48,0.27437,0.55613
1997,Saxony,2nd Quintile,Reasonable,0.37281,53,53,0.24138,0.50424
1997,Saxony,3rd Quintile,Reasonable,0.22100,31,31,0.07253,0.36948
1998,Lower Saxony,1st Quintile,Reasonable,0.32402,37,37,0.17114,0.47690
1998,Lower Saxony,2nd Quintile,Reasonable,0.26198,34,34,0.11195,0.41200
1998,North Rhine-Westphalia,1st Quintile,Inexpensive,0.18766,62,243,0.13847,0.23686
1998,North Rhine-Westphalia,1st Quintile,Reasonable,0.34904,121,243,0.28898,0.40909
1998,North Rhine-Westphalia,1st Quintile,Slightly Expensive,0.16514,60,243,0.11836,0.21192
1998,North Rhine-Westphalia,2nd Quintile,Inexpensive,0.17752,44,165,0.11903,0.23600
1998,North Rhine-Westphalia,2nd Quintile,Reasonable,0.28321,82,165,0.21425,0.35216
1998,North Rhine-Westphalia,2nd Quintile,Slightly Expensive,0.11716,39,165,0.06793,0.16638
1998,North Rhine-Westphalia,3rd Quintile,Inexpensive,0.18392,50,127,0.11628,0.25157
1998,North Rhine-Westphalia,3rd Quintile,Reasonable,0.26765,77,127,0.19035,0.34496
1998,North Rhine-Westphalia,4th Quintile,Inexpensive,0.16395,48,112,0.09508,0.23283
1998,North Rhine-Westphalia,4th Quintile,Reasonable,0.21896,64,112,0.14203,0.29590
1998,North Rhine-Westphalia,5th Quintile,Inexpensive,0.07703,31,77,0.01708,0.13698
1998,North Rhine-Westphalia,5th Quintile,Reasonable,0.14263,46,77,0.06401,0.22125
1998,Hesse,1st Quintile,Reasonable,0.33630,35,35,0.17749,0.49510
1998,Baden-Wuerttemberg,1st Quintile,Inexpensive,0.18190,34,135,0.11658,0.24722
1998,Baden-Wuerttemberg,1st Quintile,Reasonable,0.28085,65,135,0.20475,0.35694
1998,Baden-Wuerttemberg,1st Quintile,Slightly Expensive,0.14152,36,135,0.08250,0.20054
1998,Baden-Wuerttemberg,2nd Quintile,Inexpensive,0.17341,32,78,0.08884,0.25797
1998,Baden-Wuerttemberg,2nd Quintile,Reasonable,0.21052,46,78,0.11946,0.30158
1998,Baden-Wuerttemberg,3rd Quintile,Inexpensive,0.19127,37,80,0.10454,0.27800
1998,Baden-Wuerttemberg,3rd Quintile,Reasonable,0.18846,43,80,0.10222,0.27470
1998,Baden-Wuerttemberg,4th Quintile,Reasonable,0.12492,35,35,0.01378,0.23606
1998,Bavaria,1st Quintile,Reasonable,0.33044,54,54,0.20381,0.45708
1998,Bavaria,2nd Quintile,Reasonable,0.28026,61,61,0.16661,0.39390
1998,Bavaria,3rd Quintile,Reasonable,0.19000,42,42,0.06992,0.31009
1998,Bavaria,4th Quintile,Reasonable,0.19561,38,38,0.06779,0.32343
1998,Bavaria,5th Quintile,Reasonable,0.14680,33,33,0.02418,0.26942
1998,Berlin,3rd Quintile,Reasonable,0.54857,36,36,0.38370,0.71344
1998,Saxony,1st Quintile,Reasonable,0.37131,40,40,0.21967,0.52295
1998,Saxony,2nd Quintile,Reasonable,0.40930,63,63,0.28690,0.53169
1998,Saxony,3rd Quintile,Inexpensive,0.19102,35,71,0.09893,0.28311
1998,Saxony,3rd Quintile,Reasonable,0.23685,36,71,0.13725,0.33644
1999,Lower Saxony,1st Quintile,Reasonable,0.34018,40,40,0.19149,0.48887
1999,Lower Saxony,3rd Quintile,Reasonable,0.25552,33,33,0.10440,0.40664
1999,North Rhine-Westphalia,1st Quintile,Inexpensive,0.21329,55,220,0.15904,0.26755
1999,North Rhine-Westphalia,1st Quintile,Reasonable,0.37705,110,220,0.31286,0.44123
1999,North Rhine-Westphalia,1st Quintile,Slightly Expensive,0.16995,55,220,0.12020,0.21969
1999,North Rhine-Westphalia,2nd Quintile,Inexpensive,0.19962,55,193,0.14308,0.25616
1999,North Rhine-Westphalia,2nd Quintile,Reasonable,0.31461,102,193,0.24893,0.38029
1999,North Rhine-Westphalia,2nd Quintile,Slightly Expensive,0.10078,36,193,0.05820,0.14336
1999,North Rhine-Westphalia,3rd Quintile,Inexpensive,0.15351,44,110,0.08583,0.22118
1999,North Rhine-Westphalia,3rd Quintile,Reasonable,0.26650,66,110,0.18350,0.34951
1999,North Rhine-Westphalia,4th Quintile,Inexpensive,0.15306,46,110,0.08547,0.22066
1999,North Rhine-Westphalia,4th Quintile,Reasonable,0.23585,64,110,0.15615,0.31555
1999,North Rhine-Westphalia,5th Quintile,Reasonable,0.16446,51,51,0.06171,0.26721
1999,Hesse,1st Quintile,Reasonable,0.35854,39,39,0.20606,0.51102
1999,Baden-Wuerttemberg,1st Quintile,Reasonable,0.24927,65,65,0.14328,0.35525
1999,Baden-Wuerttemberg,2nd Quintile,Reasonable,0.26242,55,55,0.14507,0.37976
1999,Baden-Wuerttemberg,3rd Quintile,Inexpensive,0.18633,36,88,0.10451,0.26815
1999,Baden-Wuerttemberg,3rd Quintile,Reasonable,0.23228,52,88,0.14354,0.32101
1999,Bavaria,1st Quintile,Reasonable,0.32391,47,47,0.18867,0.45914
1999,Bavaria,2nd Quintile,Reasonable,0.27596,44,44,0.14235,0.40957
1999,Bavaria,3rd Quintile,Reasonable,0.21709,36,36,0.08051,0.35367
1999,Bavaria,4th Quintile,Reasonable,0.17285,43,43,0.05850,0.28721
1999,Bavaria,5th Quintile,Reasonable,0.13374,33,33,0.01581,0.25168
1999,Berlin,3rd Quintile,Reasonable,0.44171,34,34,0.27228,0.61114
1999,Saxony,1st Quintile,Reasonable,0.40216,54,54,0.27015,0.53417
1999,Saxony,2nd Quintile,Reasonable,0.30236,52,84,0.20355,0.40117
1999,Saxony,2nd Quintile,Slightly Expensive,0.19383,32,84,0.10879,0.27887
1999,Saxony,3rd Quintile,Reasonable,0.24528,34,34,0.09848,0.39208
2000,Lower Saxony,1st Quintile,Inexpensive,0.23823,38,99,0.15389,0.32258
2000,Lower Saxony,1st Quintile,Reasonable,0.31203,61,99,0.22030,0.40377
2000,Lower Saxony,2nd Quintile,Reasonable,0.26546,45,45,0.13498,0.39594
2000,Lower Saxony,3rd Quintile,Reasonable,0.17362,44,44,0.06040,0.28684
2000,Lower Saxony,4th Quintile,Reasonable,0.18777,44,44,0.07104,0.30450
2000,North Rhine-Westphalia,1st Quintile,Inexpensive,0.22399,110,386,0.18234,0.26563
2000,North Rhine-Westphalia,1st Quintile,Reasonable,0.36812,194,386,0.31994,0.41630
2000,North Rhine-Westphalia,1st Quintile,Slightly Expensive,0.14408,82,386,0.10900,0.17916
2000,North Rhine-Westphalia,2nd Quintile,Inexpensive,0.19551,102,334,0.15291,0.23810
2000,North Rhine-Westphalia,2nd Quintile,Reasonable,0.32547,177,334,0.27515,0.37580
2000,North Rhine-Westphalia,2nd Quintile,Slightly Expensive,0.09542,55,334,0.06386,0.12697
2000,North Rhine-Westphalia,3rd Quintile,Inexpensive,0.13942,69,247,0.09613,0.18270
2000,North Rhine-Westphalia,3rd Quintile,Reasonable,0.29375,131,247,0.23683,0.35067
2000,North Rhine-Westphalia,3rd Quintile,Slightly Expensive,0.10085,47,247,0.06322,0.13848
2000,North Rhine-Westphalia,4th Quintile,Inexpensive,0.10135,60,216,0.06101,0.14169
2000,North Rhine-Westphalia,4th Quintile,Reasonable,0.21793,117,216,0.16275,0.27311
2000,North Rhine-Westphalia,4th Quintile,Slightly Expensive,0.09017,39,216,0.05189,0.12846
2000,North Rhine-Westphalia,5th Quintile,Inexpensive,0.11246,56,143,0.06049,0.16442
2000,North Rhine-Westphalia,5th Quintile,Reasonable,0.15126,87,143,0.09232,0.21019
2000,Hesse,1st Quintile,Inexpensive,0.16750,31,82,0.08618,0.24883
2000,Hesse,1st Quintile,Reasonable,0.29653,51,82,0.19706,0.39599
2000,Hesse,2nd Quintile,Reasonable,0.19885,34,34,0.06267,0.33503
2000,Hesse,4th Quintile,Reasonable,0.20801,38,38,0.07722,0.33879
2000,"Rhineland-Palatinate, Saarland",1st Quintile,Reasonable,0.29359,41,41,0.15245,0.43472
2000,Baden-Wuerttemberg,1st Quintile,Inexpensive,0.16618,43,136,0.10339,0.22897
2000,Baden-Wuerttemberg,1st Quintile,Reasonable,0.35870,93,136,0.27780,0.43961
2000,Baden-Wuerttemberg,2nd Quintile,Inexpensive,0.14458,49,165,0.09075,0.19840
2000,Baden-Wuerttemberg,2nd Quintile,Reasonable,0.27594,84,165,0.20753,0.34436
2000,Baden-Wuerttemberg,2nd Quintile,Slightly Expensive,0.06930,32,165,0.03043,0.10817
2000,Baden-Wuerttemberg,3rd Quintile,Inexpensive,0.15793,46,118,0.09185,0.22401
2000,Baden-Wuerttemberg,3rd Quintile,Reasonable,0.23743,72,118,0.16032,0.31453
2000,Baden-Wuerttemberg,4th Quintile,Reasonable,0.20479,66,66,0.10668,0.30289
2000,Baden-Wuerttemberg,5th Quintile,Reasonable,0.12791,38,38,0.02029,0.23553
2000,Bavaria,1st Quintile,Inexpensive,0.20498,54,191,0.14758,0.26238
2000,Bavaria,1st Quintile,Reasonable,0.31442,99,191,0.24840,0.38044
2000,Bavaria,1st Quintile,Slightly Expensive,0.11964,38,191,0.07349,0.16579
2000,Bavaria,2nd Quintile,Inexpensive,0.13146,40,118,0.07023,0.19268
2000,Bavaria,2nd Quintile,Reasonable,0.27915,78,118,0.19787,0.36043
2000,Bavaria,3rd Quintile,Inexpensive,0.12121,40,114,0.06103,0.18139
2000,Bavaria,3rd Quintile,Reasonable,0.23533,74,114,0.15711,0.31354
2000,Bavaria,4th Quintile,Inexpensive,0.09183,32,101,0.03523,0.14844
2000,Bavaria,4th Quintile,Reasonable,0.20288,69,101,0.12406,0.28170
2000,Bavaria,5th Quintile,Reasonable,0.13610,54,54,0.04378,0.22841
2000,Berlin,1st Quintile,Reasonable,0.39151,49,81,0.28456,0.49847
2000,Berlin,1st Quintile,Slightly Expensive,0.28585,32,81,0.18684,0.38486
2000,Berlin,2nd Quintile,Reasonable,0.40821,39,39,0.25194,0.56449
2000,Berlin,3rd Quintile,Reasonable,0.55016,49,49,0.40942,0.69089
2000,Berlin,4th Quintile,Reasonable,0.31572,35,35,0.15949,0.47196
2000,Berlin,5th Quintile,Reasonable,0.39204,31,31,0.21734,0.56674
2000,Brandenburg,1st Quintile,Reasonable,0.32341,40,40,0.17660,0.47022
2000,Brandenburg,2nd Quintile,Reasonable,0.27841,36,36,0.12991,0.42690
2000,Mecklenburg-Western Pomerania,1st Quintile,Reasonable,0.35535,32,32,0.18686,0.52384
2000,Saxony,1st Quintile,Inexpensive,0.20262,46,154,0.13893,0.26631
2000,Saxony,1st Quintile,Reasonable,0.37440,70,154,0.29771,0.45109
2000,Saxony,1st Quintile,Slightly Expensive,0.19021,38,154,0.12802,0.25239
2000,Saxony,2nd Quintile,Inexpensive,0.15847,46,146,0.09903,0.21791
2000,Saxony,2nd Quintile,Reasonable,0.25655,66,146,0.18547,0.32764
2000,Saxony,2nd Quintile,Slightly Expensive,0.12150,34,146,0.06832,0.17467
2000,Saxony,3rd Quintile,Inexpensive,0.17393,35,115,0.10435,0.24351
2000,Saxony,3rd Quintile,Reasonable,0.22371,49,115,0.14721,0.30021
2000,Saxony,3rd Quintile,Slightly Expensive,0.14422,31,115,0.07973,0.20871
2000,Saxony-Anhalt,1st Quintile,Reasonable,0.29928,37,37,0.14968,0.44887
2000,Saxony-Anhalt,2nd Quintile,Reasonable,0.26572,34,34,0.11501,0.41643
2000,Thuringa,1st Quintile,Reasonable,0.30490,40,40,0.16041,0.44939
2001,Lower Saxony,1st Quintile,Inexpensive,0.18250,33,91,0.10269,0.26230
2001,Lower Saxony,1st Quintile,Reasonable,0.33746,58,91,0.23977,0.43515
2001,Lower Saxony,2nd Quintile,Reasonable,0.21466,35,35,0.07664,0.35267
2001,Lower Saxony,3rd Quintile,Reasonable,0.28614,55,55,0.16559,0.40669
2001,North Rhine-Westphalia,1st Quintile,Inexpensive,0.20526,87,354,0.16313,0.24740
2001,North Rhine-Westphalia,1st Quintile,Reasonable,0.41912,191,354,0.36765,0.47059
2001,North Rhine-Westphalia,1st Quintile,Slightly Expensive,0.16043,76,354,0.12214,0.19872
2001,North Rhine-Westphalia,2nd Quintile,Inexpensive,0.19837,88,293,0.15263,0.24411
2001,North Rhine-Westphalia,2nd Quintile,Reasonable,0.33942,156,293,0.28511,0.39373
2001,North Rhine-Westphalia,2nd Quintile,Slightly Expensive,0.09524,49,293,0.06157,0.12891
2001,North Rhine-Westphalia,3rd Quintile,Inexpensive,0.16187,79,233,0.11447,0.20926
2001,North Rhine-Westphalia,3rd Quintile,Reasonable,0.21192,109,233,0.15933,0.26451
2001,North Rhine-Westphalia,3rd Quintile,Slightly Expensive,0.10102,45,233,0.06225,0.13980
2001,North Rhine-Westphalia,4th Quintile,Inexpensive,0.12770,65,204,0.08179,0.17361
2001,North Rhine-Westphalia,4th Quintile,Reasonable,0.22394,104,204,0.16659,0.28129
2001,North Rhine-Westphalia,4th Quintile,Slightly Expensive,0.08906,35,204,0.04988,0.12824
2001,North Rhine-Westphalia,5th Quintile,Inexpensive,0.07810,37,122,0.03029,0.12592
2001,North Rhine-Westphalia,5th Quintile,Reasonable,0.17512,85,122,0.10740,0.24284
2001,Hesse,1st Quintile,Reasonable,0.34638,47,47,0.20888,0.48388
2001,Hesse,2nd Quintile,Reasonable,0.23398,34,34,0.08953,0.37843
2001,"Rhineland-Palatinate, Saarland",1st Quintile,Reasonable,0.24833,35,35,0.10310,0.39355
2001,"Rhineland-Palatinate, Saarland",2nd Quintile,Reasonable,0.23845,32,32,0.08844,0.38846
2001,Baden-Wuerttemberg,1st Quintile,Inexpensive,0.15085,40,159,0.09504,0.20666
2001,Baden-Wuerttemberg,1st Quintile,Reasonable,0.34438,82,159,0.27029,0.41847
2001,Baden-Wuerttemberg,1st Quintile,Slightly Expensive,0.15294,37,159,0.09682,0.20907
2001,Baden-Wuerttemberg,2nd Quintile,Inexpensive,0.15520,33,115,0.08873,0.22167
2001,Baden-Wuerttemberg,2nd Quintile,Reasonable,0.30096,82,115,0.21676,0.38516
2001,Baden-Wuerttemberg,3rd Quintile,Reasonable,0.29594,85,85,0.19833,0.39356
2001,Baden-Wuerttemberg,4th Quintile,Inexpensive,0.09698,32,98,0.03809,0.15588
2001,Baden-Wuerttemberg,4th Quintile,Reasonable,0.23032,66,98,0.14653,0.31411
2001,Baden-Wuerttemberg,5th Quintile,Reasonable,0.15909,44,44,0.04977,0.26842
2001,Bavaria,1st Quintile,Inexpensive,0.15225,35,120,0.08770,0.21681
2001,Bavaria,1st Quintile,Reasonable,0.35789,85,120,0.27176,0.44402
2001,Bavaria,2nd Quintile,Inexpensive,0.15473,49,162,0.09886,0.21059
2001,Bavaria,2nd Quintile,Reasonable,0.25730,80,162,0.18977,0.32482
2001,Bavaria,2nd Quintile,Slightly Expensive,0.10918,33,162,0.06100,0.15735
2001,Bavaria,3rd Quintile,Inexpensive,0.11309,33,85,0.04536,0.18082
2001,Bavaria,3rd Quintile,Reasonable,0.20099,52,85,0.11529,0.28669
2001,Bavaria,4th Quintile,Reasonable,0.16355,51,51,0.06103,0.26608
2001,Bavaria,5th Quintile,Reasonable,0.13664,54,54,0.04417,0.22911
2001,Berlin,1st Quintile,Inexpensive,0.25046,32,113,0.17022,0.33071
2001,Berlin,1st Quintile,Reasonable,0.38053,47,113,0.29061,0.47045
2001,Berlin,1st Quintile,Slightly Expensive,0.27994,34,113,0.19679,0.36309
2001,Berlin,2nd Quintile,Reasonable,0.44095,39,39,0.28308,0.59881
2001,Berlin,3rd Quintile,Reasonable,0.49401,38,38,0.33291,0.65511
2001,Berlin,4th Quintile,Reasonable,0.29644,31,31,0.13301,0.45986
2001,Brandenburg,1st Quintile,Reasonable,0.31960,39,39,0.17134,0.46787
2001,Brandenburg,2nd Quintile,Reasonable,0.28091,35,35,0.12984,0.43199
2001,Saxony,1st Quintile,Inexpensive,0.23247,45,140,0.16225,0.30269
2001,Saxony,1st Quintile,Reasonable,0.32416,59,140,0.24635,0.40197
2001,Saxony,1st Quintile,Slightly Expensive,0.18768,36,140,0.12277,0.25259
2001,Saxony,2nd Quintile,Inexpensive,0.13550,33,112,0.07183,0.19917
2001,Saxony,2nd Quintile,Reasonable,0.33638,79,112,0.24848,0.42427
2001,Saxony,3rd Quintile,Reasonable,0.26561,49,49,0.14066,0.39055
2001,Saxony-Anhalt,1st Quintile,Reasonable,0.30972,33,33,0.14952,0.46993
2001,Saxony-Anhalt,2nd Quintile,Reasonable,0.27573,31,31,0.11581,0.43564
2001,Thuringa,1st Quintile,Reasonable,0.33548,42,42,0.19095,0.48000
2002,Lower Saxony,1st Quintile,Reasonable,0.30386,62,62,0.18844,0.41927
2002,Lower Saxony,2nd Quintile,Reasonable,0.20172,36,36,0.06877,0.33466
2002,Lower Saxony,3rd Quintile,Reasonable,0.26154,43,43,0.12863,0.39445
2002,North Rhine-Westphalia,1st Quintile,Inexpensive,0.18101,74,288,0.13647,0.22556
2002,North Rhine-Westphalia,1st Quintile,Reasonable,0.34487,142,288,0.28988,0.39986
2002,North Rhine-Westphalia,1st Quintile,Slightly Expensive,0.16144,72,288,0.11887,0.20401
2002,North Rhine-Westphalia,2nd Quintile,Inexpensive,0.19209,81,268,0.14484,0.23934
