year,bula_h,hhtyp,hgreval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1993,Saxony,Couple without children,Reasonable,0.34344,59,100,0.24989,0.43698
1993,Saxony,Couple without children,Slightly Expensive,0.26838,41,100,0.18109,0.35567
1993,Saxony,Couple with children,Reasonable,0.28437,77,133,0.20741,0.36133
1993,Saxony,Couple with children,Slightly Expensive,0.21450,56,133,0.14447,0.28452
1993,Saxony-Anhalt,Couple with children,Reasonable,0.26429,47,80,0.16706,0.36153
1993,Saxony-Anhalt,Couple with children,Slightly Expensive,0.17567,33,80,0.09175,0.25958
1993,Thuringa,Couple with children,Reasonable,0.22859,36,36,0.08947,0.36772
1994,Lower Saxony,Single-person household,Reasonable,0.33768,36,36,0.18100,0.49436
1994,Lower Saxony,Couple without children,Reasonable,0.22229,31,31,0.07351,0.37108
1994,North Rhine-Westphalia,Single-person household,Inexpensive,0.17936,49,143,0.11626,0.24246
1994,North Rhine-Westphalia,Single-person household,Reasonable,0.33858,94,143,0.26074,0.41641
1994,North Rhine-Westphalia,Couple without children,Inexpensive,0.22785,71,155,0.16160,0.29409
1994,North Rhine-Westphalia,Couple without children,Reasonable,0.20565,84,155,0.14181,0.26948
1994,North Rhine-Westphalia,Couple with children,Inexpensive,0.13627,80,253,0.09391,0.17863
1994,North Rhine-Westphalia,Couple with children,Reasonable,0.20799,137,253,0.15787,0.25810
1994,North Rhine-Westphalia,Couple with children,Slightly Expensive,0.04288,36,253,0.01787,0.06789
1994,Hesse,Single-person household,Reasonable,0.24349,31,31,0.08991,0.39708
1994,Hesse,Couple without children,Inexpensive,0.15632,31,31,0.02637,0.28628
1994,Hesse,Couple with children,Inexpensive,0.16329,37,71,0.07670,0.24988
1994,Hesse,Couple with children,Reasonable,0.12562,34,71,0.04798,0.20327
1994,Baden-Wuerttemberg,Single-person household,Inexpensive,0.20927,36,69,0.11258,0.30595
1994,Baden-Wuerttemberg,Single-person household,Reasonable,0.17845,33,69,0.08744,0.26946
1994,Baden-Wuerttemberg,Couple without children,Inexpensive,0.19088,42,83,0.10581,0.27594
1994,Baden-Wuerttemberg,Couple without children,Reasonable,0.14918,41,83,0.07207,0.22629
1994,Baden-Wuerttemberg,Couple with children,Inexpensive,0.11925,69,175,0.07110,0.16741
1994,Baden-Wuerttemberg,Couple with children,Reasonable,0.11511,75,175,0.06769,0.16254
1994,Baden-Wuerttemberg,Couple with children,Slightly Expensive,0.03109,31,175,0.00530,0.05688
1994,Bavaria,Single-person household,Inexpensive,0.20453,41,93,0.12211,0.28696
1994,Bavaria,Single-person household,Reasonable,0.25804,52,93,0.16863,0.34745
1994,Bavaria,Couple without children,Reasonable,0.22578,57,57,0.11627,0.33528
1994,Bavaria,Couple with children,Inexpensive,0.07790,41,103,0.02589,0.12991
1994,Bavaria,Couple with children,Reasonable,0.14525,62,103,0.07687,0.21363
1994,Berlin,Single-person household,Reasonable,0.47466,39,39,0.31589,0.63343
1994,Berlin,Couple with children,Reasonable,0.38760,46,46,0.24525,0.52995
1994,Brandenburg,Couple with children,Reasonable,0.31734,37,37,0.16530,0.46939
1994,Saxony,Single-person household,Reasonable,0.47164,41,41,0.31694,0.62635
1994,Saxony,Couple without children,Reasonable,0.33931,60,100,0.24604,0.43258
1994,Saxony,Couple without children,Slightly Expensive,0.24088,40,100,0.15664,0.32511
1994,Saxony,Couple with children,Reasonable,0.34068,83,124,0.25692,0.42444
1994,Saxony,Couple with children,Slightly Expensive,0.16156,41,124,0.09651,0.22660
1994,Saxony-Anhalt,Single-person household,Reasonable,0.58396,31,31,0.40757,0.76034
1994,Saxony-Anhalt,Couple with children,Reasonable,0.26753,49,49,0.14230,0.39276
1994,Thuringa,Couple with children,Reasonable,0.19909,32,32,0.05852,0.33966
1995,Lower Saxony,Single-person household,Reasonable,0.29743,31,31,0.13385,0.46101
1995,Lower Saxony,Couple without children,Reasonable,0.24782,42,42,0.11566,0.37997
1995,Lower Saxony,Couple with children,Reasonable,0.13225,38,38,0.02310,0.24141
1995,North Rhine-Westphalia,Single-person household,Very Inexpensive,0.11174,31,174,0.06480,0.15869
1995,North Rhine-Westphalia,Single-person household,Inexpensive,0.20706,63,174,0.14668,0.26744
1995,North Rhine-Westphalia,Single-person household,Reasonable,0.27607,80,174,0.20946,0.34269
1995,North Rhine-Westphalia,Couple without children,Very Inexpensive,0.08229,32,195,0.04362,0.12095
1995,North Rhine-Westphalia,Couple without children,Inexpensive,0.18040,69,195,0.12629,0.23451
1995,North Rhine-Westphalia,Couple without children,Reasonable,0.23751,94,195,0.17763,0.29740
1995,North Rhine-Westphalia,Couple with children,Inexpensive,0.14134,95,278,0.10031,0.18236
1995,North Rhine-Westphalia,Couple with children,Reasonable,0.18404,127,278,0.13841,0.22968
1995,North Rhine-Westphalia,Couple with children,Slightly Expensive,0.06185,56,278,0.03348,0.09021
1995,Hesse,Single-person household,Reasonable,0.27525,33,33,0.12050,0.43000
1995,Hesse,Couple without children,Inexpensive,0.20772,32,68,0.11058,0.30486
1995,Hesse,Couple without children,Reasonable,0.18793,36,68,0.09439,0.28147
1995,Hesse,Couple with children,Inexpensive,0.14736,35,83,0.07064,0.22408
1995,Hesse,Couple with children,Reasonable,0.18583,48,83,0.10164,0.27002
1995,Baden-Wuerttemberg,Single-person household,Inexpensive,0.18436,38,86,0.10192,0.26680
1995,Baden-Wuerttemberg,Single-person household,Reasonable,0.22838,48,86,0.13914,0.31762
1995,Baden-Wuerttemberg,Couple without children,Reasonable,0.14657,46,46,0.04323,0.24991
1995,Baden-Wuerttemberg,Couple with children,Inexpensive,0.15534,74,156,0.09831,0.21237
1995,Baden-Wuerttemberg,Couple with children,Reasonable,0.11698,82,156,0.06638,0.16757
1995,Bavaria,Single-person household,Inexpensive,0.21678,44,99,0.13520,0.29836
1995,Bavaria,Single-person household,Reasonable,0.26743,55,99,0.17979,0.35506
1995,Bavaria,Couple without children,Inexpensive,0.11022,36,84,0.04285,0.17760
1995,Bavaria,Couple without children,Reasonable,0.17748,48,84,0.09528,0.25967
1995,Bavaria,Couple with children,Inexpensive,0.07324,42,146,0.03083,0.11564
1995,Bavaria,Couple with children,Reasonable,0.13551,67,146,0.07980,0.19122
1995,Bavaria,Couple with children,Slightly Expensive,0.07364,37,146,0.03113,0.11615
1995,Berlin,Single-person household,Reasonable,0.45474,40,40,0.29846,0.61103
1995,Berlin,Couple with children,Reasonable,0.37502,46,46,0.23357,0.51647
1995,Mecklenburg-Western Pomerania,Couple with children,Reasonable,0.33881,34,34,0.17732,0.50029
1995,Saxony,Single-person household,Reasonable,0.39898,39,39,0.24328,0.55468
1995,Saxony,Couple without children,Reasonable,0.39260,67,67,0.27479,0.51041
1995,Saxony,Couple with children,Inexpensive,0.11409,31,105,0.05299,0.17520
1995,Saxony,Couple with children,Reasonable,0.31967,74,105,0.23004,0.40930
1995,Saxony-Anhalt,Couple with children,Reasonable,0.23898,37,37,0.09967,0.37830
1995,Thuringa,Couple with children,Reasonable,0.22733,33,33,0.08212,0.37255
1996,Lower Saxony,Single-person household,Reasonable,0.29303,32,32,0.13280,0.45325
1996,Lower Saxony,Couple without children,Inexpensive,0.15694,33,65,0.06782,0.24606
1996,Lower Saxony,Couple without children,Reasonable,0.18717,32,65,0.09161,0.28274
1996,Lower Saxony,Couple with children,Inexpensive,0.11155,32,65,0.03442,0.18868
1996,Lower Saxony,Couple with children,Reasonable,0.12623,33,65,0.04486,0.20759
1996,North Rhine-Westphalia,Single-person household,Inexpensive,0.22287,68,188,0.16322,0.28252
1996,North Rhine-Westphalia,Single-person household,Reasonable,0.30071,87,188,0.23498,0.36643
1996,North Rhine-Westphalia,Single-person household,Slightly Expensive,0.08554,33,188,0.04545,0.12563
1996,North Rhine-Westphalia,Couple without children,Inexpensive,0.18477,72,152,0.12287,0.24668
1996,North Rhine-Westphalia,Couple without children,Reasonable,0.19300,80,152,0.13005,0.25595
1996,North Rhine-Westphalia,Couple with children,Very Inexpensive,0.05463,31,306,0.02912,0.08013
1996,North Rhine-Westphalia,Couple with children,Inexpensive,0.14554,82,306,0.10596,0.18512
1996,North Rhine-Westphalia,Couple with children,Reasonable,0.18335,135,306,0.13992,0.22678
1996,North Rhine-Westphalia,Couple with children,Slightly Expensive,0.06849,58,306,0.04014,0.09683
1996,Hesse,Single-person household,Reasonable,0.27656,31,31,0.11649,0.43662
1996,Hesse,Couple without children,Reasonable,0.20858,35,35,0.07201,0.34515
1996,Hesse,Couple with children,Inexpensive,0.13734,33,70,0.05612,0.21855
1996,Hesse,Couple with children,Reasonable,0.14169,37,70,0.05940,0.22397
1996,Baden-Wuerttemberg,Single-person household,Inexpensive,0.20555,39,83,0.11809,0.29302
1996,Baden-Wuerttemberg,Single-person household,Reasonable,0.19315,44,83,0.10770,0.27860
1996,Baden-Wuerttemberg,Couple without children,Inexpensive,0.11000,32,75,0.03871,0.18129
1996,Baden-Wuerttemberg,Couple without children,Reasonable,0.18434,43,75,0.09599,0.27269
1996,Baden-Wuerttemberg,Couple with children,Inexpensive,0.11154,46,174,0.06463,0.15845
1996,Baden-Wuerttemberg,Couple with children,Reasonable,0.10973,90,174,0.06315,0.15630
1996,Baden-Wuerttemberg,Couple with children,Slightly Expensive,0.05296,38,174,0.01959,0.08634
1996,Bavaria,Single-person household,Inexpensive,0.15537,34,115,0.08887,0.22187
1996,Bavaria,Single-person household,Reasonable,0.27229,48,115,0.19057,0.35400
1996,Bavaria,Single-person household,Slightly Expensive,0.15340,33,115,0.08725,0.21955
1996,Bavaria,Couple without children,Inexpensive,0.14509,34,96,0.07427,0.21592
1996,Bavaria,Couple without children,Reasonable,0.20271,62,96,0.12187,0.28355
1996,Bavaria,Couple with children,Inexpensive,0.09025,49,119,0.03855,0.14195
1996,Bavaria,Couple with children,Reasonable,0.16189,70,119,0.09542,0.22835
1996,Berlin,Single-person household,Reasonable,0.37808,35,35,0.21509,0.54108
1996,Berlin,Couple without children,Reasonable,0.42457,33,33,0.25332,0.59583
1996,Berlin,Couple with children,Reasonable,0.35042,47,47,0.21255,0.48830
1996,Brandenburg,Couple with children,Reasonable,0.29732,32,32,0.13642,0.45822
1996,Saxony,Single-person household,Reasonable,0.44053,39,39,0.28268,0.59838
1996,Saxony,Couple without children,Reasonable,0.35907,63,63,0.23966,0.47849
1996,Saxony,Couple with children,Reasonable,0.28115,66,66,0.17186,0.39044
1996,Saxony-Anhalt,Couple without children,Reasonable,0.34585,35,35,0.18597,0.50573
1996,Saxony-Anhalt,Couple with children,Reasonable,0.32057,39,39,0.17218,0.46896
1997,Lower Saxony,Single-person household,Reasonable,0.31156,35,35,0.15589,0.46724
1997,Lower Saxony,Couple without children,Reasonable,0.21807,41,41,0.09010,0.34604
1997,Lower Saxony,Couple with children,Reasonable,0.11887,36,36,0.01165,0.22609
1997,North Rhine-Westphalia,Single-person household,Inexpensive,0.19236,52,182,0.13493,0.24978
1997,North Rhine-Westphalia,Single-person household,Reasonable,0.29846,89,182,0.23180,0.36512
1997,North Rhine-Westphalia,Single-person household,Slightly Expensive,0.13778,41,182,0.08757,0.18800
1997,North Rhine-Westphalia,Couple without children,Inexpensive,0.14491,65,160,0.09019,0.19963
1997,North Rhine-Westphalia,Couple without children,Reasonable,0.23460,95,160,0.16873,0.30046
1997,North Rhine-Westphalia,Couple with children,Inexpensive,0.09223,65,249,0.05621,0.12824
1997,North Rhine-Westphalia,Couple with children,Reasonable,0.19891,125,249,0.14923,0.24859
1997,North Rhine-Westphalia,Couple with children,Slightly Expensive,0.07368,59,249,0.04116,0.10619
1997,Hesse,Couple without children,Reasonable,0.25169,36,36,0.10791,0.39547
1997,Hesse,Couple with children,Reasonable,0.14807,35,35,0.02869,0.26746
1997,Baden-Wuerttemberg,Single-person household,Inexpensive,0.15555,31,88,0.07939,0.23171
1997,Baden-Wuerttemberg,Single-person household,Reasonable,0.26739,57,88,0.17438,0.36039
1997,Baden-Wuerttemberg,Couple without children,Inexpensive,0.12069,32,76,0.04696,0.19441
1997,Baden-Wuerttemberg,Couple without children,Reasonable,0.18653,44,76,0.09837,0.27469
1997,Baden-Wuerttemberg,Couple with children,Inexpensive,0.09796,52,180,0.05441,0.14151
1997,Baden-Wuerttemberg,Couple with children,Reasonable,0.14608,91,180,0.09434,0.19782
1997,Baden-Wuerttemberg,Couple with children,Slightly Expensive,0.05177,37,180,0.01931,0.08423
1997,Bavaria,Single-person household,Inexpensive,0.15242,33,81,0.07366,0.23119
1997,Bavaria,Single-person household,Reasonable,0.25527,48,81,0.15972,0.35081
1997,Bavaria,Couple without children,Inexpensive,0.12914,35,87,0.05827,0.20002
1997,Bavaria,Couple without children,Reasonable,0.17103,52,87,0.09145,0.25061
1997,Bavaria,Couple with children,Inexpensive,0.07853,35,103,0.02633,0.13074
1997,Bavaria,Couple with children,Reasonable,0.13005,68,103,0.06477,0.19533
1997,Berlin,Single-person household,Reasonable,0.43434,41,41,0.28073,0.58795
1997,Berlin,Couple without children,Reasonable,0.45645,34,34,0.28650,0.62640
1997,Saxony,Single-person household,Reasonable,0.42253,38,38,0.26336,0.58169
1997,Saxony,Couple without children,Reasonable,0.34482,61,93,0.24769,0.44194
1997,Saxony,Couple without children,Slightly Expensive,0.17837,32,93,0.10014,0.25659
1997,Saxony,Couple with children,Inexpensive,0.15260,31,86,0.07616,0.22905
1997,Saxony,Couple with children,Reasonable,0.24391,55,86,0.15261,0.33520
1997,Saxony-Anhalt,Couple without children,Reasonable,0.35327,38,38,0.19925,0.50729
1997,Thuringa,Couple without children,Reasonable,0.37569,34,34,0.21045,0.54093
1998,Lower Saxony,Single-person household,Reasonable,0.28707,40,40,0.14508,0.42905
1998,Lower Saxony,Couple without children,Reasonable,0.18642,41,41,0.06573,0.30711
1998,Lower Saxony,Couple with children,Reasonable,0.14089,36,36,0.02563,0.25615
1998,North Rhine-Westphalia,Single-person household,Inexpensive,0.15553,54,221,0.10764,0.20342
1998,North Rhine-Westphalia,Single-person household,Reasonable,0.32425,118,221,0.26240,0.38611
1998,North Rhine-Westphalia,Single-person household,Slightly Expensive,0.13603,49,221,0.09073,0.18133
1998,North Rhine-Westphalia,Couple without children,Very Inexpensive,0.06396,31,257,0.03398,0.09393
1998,North Rhine-Westphalia,Couple without children,Inexpensive,0.14830,82,257,0.10477,0.19184
1998,North Rhine-Westphalia,Couple without children,Reasonable,0.21066,104,257,0.16071,0.26061
1998,North Rhine-Westphalia,Couple without children,Slightly Expensive,0.07894,40,257,0.04591,0.11197
1998,North Rhine-Westphalia,Couple with children,Inexpensive,0.15618,77,268,0.11263,0.19972
1998,North Rhine-Westphalia,Couple with children,Reasonable,0.18349,135,268,0.13706,0.22992
1998,North Rhine-Westphalia,Couple with children,Slightly Expensive,0.06742,56,268,0.03734,0.09750
1998,Hesse,Couple without children,Reasonable,0.24057,37,37,0.10094,0.38019
1998,Hesse,Couple with children,Reasonable,0.19302,48,48,0.08019,0.30586
1998,Baden-Wuerttemberg,Single-person household,Inexpensive,0.20381,44,98,0.12364,0.28397
1998,Baden-Wuerttemberg,Single-person household,Reasonable,0.20728,54,98,0.12661,0.28794
1998,Baden-Wuerttemberg,Couple without children,Reasonable,0.15381,45,45,0.04721,0.26041
1998,Baden-Wuerttemberg,Couple with children,Inexpensive,0.11491,55,169,0.06669,0.16314
1998,Baden-Wuerttemberg,Couple with children,Reasonable,0.14168,78,169,0.08895,0.19441
1998,Baden-Wuerttemberg,Couple with children,Slightly Expensive,0.06051,36,169,0.02446,0.09657
1998,Bavaria,Single-person household,Inexpensive,0.16231,44,111,0.09340,0.23122
1998,Bavaria,Single-person household,Reasonable,0.29804,67,111,0.21256,0.38352
1998,Bavaria,Couple without children,Inexpensive,0.10131,36,90,0.03862,0.16400
1998,Bavaria,Couple without children,Reasonable,0.15942,54,90,0.08337,0.23547
1998,Bavaria,Couple with children,Reasonable,0.15440,81,81,0.07522,0.23358
1998,Berlin,Single-person household,Reasonable,0.40177,43,43,0.25350,0.55004
1998,Berlin,Couple without children,Reasonable,0.42877,37,37,0.26710,0.59043
1998,Berlin,Couple with children,Reasonable,0.35171,31,31,0.18084,0.52258
1998,Saxony,Single-person household,Reasonable,0.36679,36,36,0.20712,0.52645
1998,Saxony,Couple without children,Reasonable,0.30529,60,91,0.21014,0.40043
1998,Saxony,Couple without children,Slightly Expensive,0.14239,31,91,0.07019,0.21458
1998,Saxony,Couple with children,Inexpensive,0.12223,32,89,0.05379,0.19067
1998,Saxony,Couple with children,Reasonable,0.23215,57,89,0.14394,0.32036
1999,Lower Saxony,Single-person household,Reasonable,0.31311,42,42,0.17115,0.45507
1999,Lower Saxony,Couple without children,Reasonable,0.18754,36,36,0.05822,0.31686
1999,Lower Saxony,Couple with children,Reasonable,0.14075,41,41,0.03298,0.24852
1999,North Rhine-Westphalia,Single-person household,Inexpensive,0.17828,64,212,0.12663,0.22992
1999,North Rhine-Westphalia,Single-person household,Reasonable,0.32404,106,212,0.26089,0.38719
1999,North Rhine-Westphalia,Single-person household,Slightly Expensive,0.12982,42,212,0.08447,0.17517
1999,North Rhine-Westphalia,Couple without children,Inexpensive,0.13464,73,224,0.08984,0.17944
1999,North Rhine-Westphalia,Couple without children,Reasonable,0.24958,117,224,0.19278,0.30638
1999,North Rhine-Westphalia,Couple without children,Slightly Expensive,0.06114,34,224,0.02969,0.09259
1999,North Rhine-Westphalia,Couple with children,Inexpensive,0.13253,71,272,0.09216,0.17290
1999,North Rhine-Westphalia,Couple with children,Reasonable,0.19938,140,272,0.15181,0.24695
1999,North Rhine-Westphalia,Couple with children,Slightly Expensive,0.09458,61,272,0.05974,0.12942
1999,Hesse,Couple without children,Inexpensive,0.17504,32,71,0.08602,0.26406
1999,Hesse,Couple without children,Reasonable,0.18840,39,71,0.09680,0.28001
1999,Hesse,Couple with children,Reasonable,0.17404,40,40,0.05505,0.29304
1999,Baden-Wuerttemberg,Single-person household,Inexpensive,0.15679,35,107,0.08757,0.22601
1999,Baden-Wuerttemberg,Single-person household,Reasonable,0.28247,72,107,0.19676,0.36818
1999,Baden-Wuerttemberg,Couple without children,Reasonable,0.13144,42,42,0.02801,0.23486
1999,Baden-Wuerttemberg,Couple with children,Inexpensive,0.12108,57,168,0.07160,0.17055
1999,Baden-Wuerttemberg,Couple with children,Reasonable,0.13348,79,168,0.08190,0.18507
1999,Baden-Wuerttemberg,Couple with children,Slightly Expensive,0.05882,32,168,0.02313,0.09451
1999,Bavaria,Single-person household,Reasonable,0.29410,61,61,0.17881,0.40940
1999,Bavaria,Couple without children,Inexpensive,0.13851,48,104,0.07180,0.20522
1999,Bavaria,Couple without children,Reasonable,0.18656,56,104,0.11132,0.26179
1999,Bavaria,Couple with children,Reasonable,0.14057,68,68,0.05735,0.22380
1999,Berlin,Single-person household,Reasonable,0.42979,44,44,0.28182,0.57776
1999,Berlin,Couple without children,Reasonable,0.44686,38,38,0.28666,0.60706
1999,Berlin,Couple with children,Reasonable,0.36035,33,33,0.19401,0.52670
1999,Saxony,Single-person household,Reasonable,0.38712,44,44,0.24153,0.53271
1999,Saxony,Couple without children,Reasonable,0.31697,64,64,0.20207,0.43187
1999,Saxony,Couple with children,Reasonable,0.18845,49,49,0.07781,0.29908
1999,Saxony-Anhalt,Couple without children,Reasonable,0.30108,36,36,0.14910,0.45306
2000,Schleswig-Holstein,Single-person household,Reasonable,0.31074,34,34,0.15284,0.46865
2000,Hamburg,Single-person household,Reasonable,0.47481,41,41,0.32006,0.62957
2000,Lower Saxony,Single-person household,Inexpensive,0.17354,43,117,0.10462,0.24246
2000,Lower Saxony,Single-person household,Reasonable,0.30154,74,117,0.21803,0.38506
2000,Lower Saxony,Couple without children,Inexpensive,0.09806,34,77,0.03119,0.16492
2000,Lower Saxony,Couple without children,Reasonable,0.11320,43,77,0.04197,0.18444
2000,Lower Saxony,Couple with children,Inexpensive,0.09239,36,136,0.04354,0.14124
2000,Lower Saxony,Couple with children,Reasonable,0.17925,68,136,0.11455,0.24396
2000,Lower Saxony,Couple with children,Slightly Expensive,0.08120,32,136,0.03513,0.12728
2000,North Rhine-Westphalia,Single-person household,Very Inexpensive,0.07013,52,472,0.04707,0.09320
2000,North Rhine-Westphalia,Single-person household,Inexpensive,0.17695,113,472,0.14248,0.21141
2000,North Rhine-Westphalia,Single-person household,Reasonable,0.33532,228,472,0.29268,0.37795
2000,North Rhine-Westphalia,Single-person household,Slightly Expensive,0.11794,79,472,0.08881,0.14706
2000,North Rhine-Westphalia,Couple without children,Very Inexpensive,0.03457,31,425,0.01718,0.05196
2000,North Rhine-Westphalia,Couple without children,Inexpensive,0.14873,134,425,0.11486,0.18260
2000,North Rhine-Westphalia,Couple without children,Reasonable,0.21571,200,425,0.17656,0.25486
2000,North Rhine-Westphalia,Couple without children,Slightly Expensive,0.07868,60,425,0.05305,0.10431
2000,North Rhine-Westphalia,Single parent,Reasonable,0.34593,46,46,0.20695,0.48491
2000,North Rhine-Westphalia,Couple with children,Inexpensive,0.12543,122,429,0.09405,0.15681
2000,North Rhine-Westphalia,Couple with children,Reasonable,0.21147,219,429,0.17279,0.25016
2000,North Rhine-Westphalia,Couple with children,Slightly Expensive,0.07670,88,429,0.05149,0.10191
2000,Hesse,Single-person household,Inexpensive,0.20324,41,84,0.11666,0.28981
2000,Hesse,Single-person household,Reasonable,0.20319,43,84,0.11662,0.28975
2000,Hesse,Couple without children,Inexpensive,0.13573,41,95,0.06649,0.20497
2000,Hesse,Couple without children,Reasonable,0.16123,54,95,0.08689,0.23558
2000,Hesse,Couple with children,Inexpensive,0.10265,35,125,0.04923,0.15607
2000,Hesse,Couple with children,Reasonable,0.19097,57,125,0.12178,0.26015
2000,Hesse,Couple with children,Slightly Expensive,0.08667,33,125,0.03715,0.13619
2000,"Rhineland-Palatinate, Saarland",Single-person household,Inexpensive,0.15871,32,72,0.07371,0.24370
2000,"Rhineland-Palatinate, Saarland",Single-person household,Reasonable,0.25030,40,72,0.14954,0.35106
2000,"Rhineland-Palatinate, Saarland",Couple without children,Reasonable,0.18776,38,38,0.06193,0.31359
2000,"Rhineland-Palatinate, Saarland",Couple with children,Reasonable,0.11422,36,36,0.00884,0.21959
2000,Baden-Wuerttemberg,Single-person household,Inexpensive,0.17500,63,175,0.11854,0.23146
2000,Baden-Wuerttemberg,Single-person household,Reasonable,0.30793,112,175,0.23934,0.37653
2000,Baden-Wuerttemberg,Couple without children,Inexpensive,0.08959,40,122,0.03870,0.14048
2000,Baden-Wuerttemberg,Couple without children,Reasonable,0.18618,82,122,0.11683,0.25554
2000,Baden-Wuerttemberg,Single parent,Reasonable,0.36624,35,35,0.20430,0.52818
2000,Baden-Wuerttemberg,Couple with children,Inexpensive,0.10195,76,248,0.06421,0.13968
2000,Baden-Wuerttemberg,Couple with children,Reasonable,0.16949,117,248,0.12270,0.21628
2000,Baden-Wuerttemberg,Couple with children,Slightly Expensive,0.08131,55,248,0.04723,0.11540
2000,Bavaria,Single-person household,Inexpensive,0.14707,66,235,0.10169,0.19245
2000,Bavaria,Single-person household,Reasonable,0.29421,131,235,0.23582,0.35260
2000,Bavaria,Single-person household,Slightly Expensive,0.09203,38,235,0.05499,0.12906
2000,Bavaria,Couple without children,Inexpensive,0.12025,67,204,0.07551,0.16500
2000,Bavaria,Couple without children,Reasonable,0.20464,99,204,0.14914,0.26014
2000,Bavaria,Couple without children,Slightly Expensive,0.07018,38,204,0.03504,0.10532
2000,Bavaria,Single parent,Reasonable,0.31852,35,35,0.16191,0.47513
2000,Bavaria,Couple with children,Inexpensive,0.07669,45,190,0.03875,0.11462
2000,Bavaria,Couple with children,Reasonable,0.14624,102,190,0.09587,0.19662
2000,Bavaria,Couple with children,Slightly Expensive,0.06118,43,190,0.02701,0.09535
2000,Berlin,Single-person household,Inexpensive,0.17261,35,163,0.11441,0.23080
2000,Berlin,Single-person household,Reasonable,0.43542,87,163,0.35907,0.51177
2000,Berlin,Single-person household,Slightly Expensive,0.21092,41,163,0.14810,0.27375
2000,Berlin,Couple without children,Reasonable,0.42454,52,52,0.28888,0.56019
2000,Berlin,Couple with children,Inexpensive,0.27172,35,79,0.17300,0.37044
2000,Berlin,Couple with children,Reasonable,0.36645,44,79,0.25952,0.47338
2000,Brandenburg,Single-person household,Reasonable,0.30961,41,41,0.16633,0.45289
2000,Brandenburg,Couple without children,Reasonable,0.21168,37,37,0.07824,0.34513
2000,Brandenburg,Couple with children,Reasonable,0.23338,34,34,0.08906,0.37770
2000,Saxony,Single-person household,Inexpensive,0.17526,40,140,0.11205,0.23846
2000,Saxony,Single-person household,Reasonable,0.32083,65,140,0.24323,0.39844
2000,Saxony,Single-person household,Slightly Expensive,0.16118,35,140,0.10005,0.22230
2000,Saxony,Couple without children,Inexpensive,0.19351,59,179,0.13548,0.25155
2000,Saxony,Couple without children,Reasonable,0.25364,78,179,0.18972,0.31756
2000,Saxony,Couple without children,Slightly Expensive,0.13166,42,179,0.08198,0.18133
2000,Saxony,Couple with children,Inexpensive,0.11374,40,138,0.06058,0.16691
2000,Saxony,Couple with children,Reasonable,0.21004,65,138,0.14183,0.27825
2000,Saxony,Couple with children,Slightly Expensive,0.09918,33,138,0.04913,0.14924
2000,Saxony-Anhalt,Single-person household,Reasonable,0.36034,41,41,0.21156,0.50913
2000,Saxony-Anhalt,Couple without children,Reasonable,0.24213,49,49,0.12094,0.36331
2000,Thuringa,Single-person household,Reasonable,0.25976,36,36,0.11448,0.40503
2000,Thuringa,Couple without children,Reasonable,0.27089,35,35,0.12151,0.42028
2001,Schleswig-Holstein,Single-person household,Reasonable,0.33061,32,32,0.16500,0.49621
2001,Hamburg,Single-person household,Reasonable,0.38970,33,33,0.22073,0.55868
2001,Lower Saxony,Single-person household,Reasonable,0.29221,63,63,0.17900,0.40541
2001,Lower Saxony,Couple without children,Reasonable,0.13735,43,43,0.03325,0.24145
2001,Lower Saxony,Couple with children,Inexpensive,0.07505,32,101,0.02341,0.12668
2001,Lower Saxony,Couple with children,Reasonable,0.21747,69,101,0.13661,0.29832
2001,North Rhine-Westphalia,Single-person household,Very Inexpensive,0.07381,44,409,0.04844,0.09918
2001,North Rhine-Westphalia,Single-person household,Inexpensive,0.16742,97,409,0.13119,0.20365
2001,North Rhine-Westphalia,Single-person household,Reasonable,0.32480,198,409,0.27935,0.37024
2001,North Rhine-Westphalia,Single-person household,Slightly Expensive,0.11515,70,409,0.08418,0.14613
2001,North Rhine-Westphalia,Couple without children,Very Inexpensive,0.03503,32,403,0.01706,0.05300
2001,North Rhine-Westphalia,Couple without children,Inexpensive,0.15000,122,403,0.11510,0.18491
2001,North Rhine-Westphalia,Couple without children,Reasonable,0.23451,188,403,0.19309,0.27593
2001,North Rhine-Westphalia,Couple without children,Slightly Expensive,0.08219,61,403,0.05534,0.10904
2001,North Rhine-Westphalia,Single parent,Reasonable,0.38657,45,45,0.24268,0.53045
2001,North Rhine-Westphalia,Couple with children,Very Inexpensive,0.03836,32,414,0.01984,0.05688
2001,North Rhine-Westphalia,Couple with children,Inexpensive,0.12261,108,414,0.09097,0.15424
2001,North Rhine-Westphalia,Couple with children,Reasonable,0.21027,203,414,0.17096,0.24957
2001,North Rhine-Westphalia,Couple with children,Slightly Expensive,0.07732,71,414,0.05156,0.10308
2001,Hesse,Single-person household,Inexpensive,0.17913,32,73,0.09055,0.26770
2001,Hesse,Single-person household,Reasonable,0.22945,41,73,0.13232,0.32658
2001,Hesse,Couple without children,Inexpensive,0.10614,32,88,0.04142,0.17087
2001,Hesse,Couple without children,Reasonable,0.20926,56,88,0.12379,0.29474
2001,Hesse,Couple with children,Reasonable,0.17331,50,50,0.06732,0.27929
2001,"Rhineland-Palatinate, Saarland",Single-person household,Reasonable,0.26796,41,41,0.13070,0.40521
