year,regtyp,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,No answer / don't know,male,,,,,,,,,,,,
1984,No answer / don't know,female,,,,,,,,,,,,
1985,Urban regions,male,4265,0.62587,0.57244,0.67929,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1985,Urban regions,female,4417,1.24044,1.15370,1.32719,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1985,Rural regions,male,1148,0.63060,0.53163,0.72957,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1985,Rural regions,female,1193,1.43990,1.26047,1.61932,0.00000,0.00000,1.00000,0.0,2.50000,,,
1986,Urban regions,male,4140,0.66847,0.61116,0.72579,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1986,Urban regions,female,4211,1.29913,1.20581,1.39245,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1986,Rural regions,male,1091,0.77013,0.65070,0.88956,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1986,Rural regions,female,1140,1.59852,1.40398,1.79305,0.00000,0.00000,1.00000,0.0,2.50000,,,
1987,Urban regions,male,4100,0.78595,0.72274,0.84916,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1987,Urban regions,female,4145,1.43264,1.33248,1.53281,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1987,Rural regions,male,1072,0.78593,0.66547,0.90640,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1987,Rural regions,female,1135,1.68061,1.46622,1.89500,0.00000,0.00000,1.00000,0.0,2.50000,,,
1988,Urban regions,male,3917,0.80245,0.73595,0.86895,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1988,Urban regions,female,3986,1.45091,1.34509,1.55673,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1988,Rural regions,male,1012,0.85333,0.72115,0.98550,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1988,Rural regions,female,1053,1.61029,1.40822,1.81235,0.00000,0.00000,1.00000,0.0,2.50000,,,
1989,Urban regions,male,3787,0.86254,0.79301,0.93208,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1989,Urban regions,female,3912,1.59235,1.47577,1.70893,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1989,Rural regions,male,973,0.82104,0.68677,0.95531,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1989,Rural regions,female,989,1.74623,1.50509,1.98736,0.00000,0.00000,1.00000,0.0,2.50000,,,
1990,No answer / don't know,male,,,,,,,,,,,,
1990,No answer / don't know,female,,,,,,,,,,,,
1990,Urban regions,No answer / don't know,,,,,,,,,,,,
1990,Urban regions,male,,,,,,,,,,,,
1990,Urban regions,female,,,,,,,,,,,,
1990,Rural regions,male,,,,,,,,,,,,
1990,Rural regions,female,,,,,,,,,,,,
1991,No answer / don't know,male,,,,,,,,,,,,
1991,No answer / don't know,female,,,,,,,,,,,,
1991,Urban regions,male,,,,,,,,,,,,
1991,Urban regions,female,,,,,,,,,,,,
1991,Rural regions,male,,,,,,,,,,,,
1991,Rural regions,female,,,,,,,,,,,,
1992,No answer / don't know,male,56,2.07721,1.18379,2.97063,0.00000,0.00000,3.81031,0.0,9.52577,,,
1992,No answer / don't know,female,63,3.26646,2.11935,4.41358,0.00000,0.00000,6.58003,0.0,14.0,,,
1992,Urban regions,male,4211,1.06301,0.98445,1.14156,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1992,Urban regions,female,4453,1.92502,1.80083,2.04920,0.00000,0.00000,1.00000,0.0,2.50000,,,
1992,Rural regions,male,2192,0.99739,0.90047,1.09431,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1992,Rural regions,female,2334,2.01872,1.85468,2.18277,0.00000,0.00000,2.00000,0.0,5.00000,,,
1993,Urban regions,male,4196,1.01643,0.94048,1.09237,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1993,Urban regions,female,4411,2.00038,1.86769,2.13306,0.00000,0.00000,1.00000,0.0,2.50000,,,
1993,Rural regions,male,2169,1.08550,0.97311,1.19789,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1993,Rural regions,female,2325,2.10923,1.93426,2.28420,0.00000,0.00000,2.00000,0.0,5.00000,,,
1994,Urban regions,male,,,,,,,,,,,,
1994,Urban regions,female,,,,,,,,,,,,
1994,Rural regions,male,,,,,,,,,,,,
1994,Rural regions,female,,,,,,,,,,,,
1995,Urban regions,male,4203,1.10812,1.02629,1.18995,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1995,Urban regions,female,4533,2.07013,1.93568,2.20458,0.00000,0.00000,1.00000,0.0,2.50000,,,
1995,Rural regions,male,2207,0.98807,0.88703,1.08911,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1995,Rural regions,female,2341,2.21967,2.03914,2.40021,0.00000,0.00000,2.00000,0.0,5.00000,,,
1996,Urban regions,male,,,,,,,,,,,,
1996,Urban regions,female,,,,,,,,,,,,
1996,Rural regions,male,,,,,,,,,,,,
1996,Rural regions,female,,,,,,,,,,,,
1997,No answer / don't know,female,,,,,,,,,,,,
1997,Urban regions,male,4055,1.13658,1.04872,1.22443,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1997,Urban regions,female,4331,2.18645,2.04037,2.33253,0.00000,0.00000,1.00000,0.0,2.50000,,,
1997,Rural regions,male,2152,1.11079,0.99597,1.22560,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1997,Rural regions,female,2286,2.32040,2.12094,2.51986,0.00000,0.00000,2.00000,0.0,5.00000,,,
1998,Urban regions,male,,,,,,,,,,,,
1998,Urban regions,female,,,,,,,,,,,,
1998,Rural regions,male,,,,,,,,,,,,
1998,Rural regions,female,,,,,,,,,,,,
1999,Urban regions,male,4290,1.03325,0.95548,1.11103,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1999,Urban regions,female,4603,2.08446,1.94523,2.22368,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1999,Rural regions,male,2317,1.02821,0.91976,1.13666,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1999,Rural regions,female,2462,2.14593,1.95183,2.34004,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2000,Urban regions,male,,,,,,,,,,,,
2000,Urban regions,female,,,,,,,,,,,,
2000,Rural regions,male,,,,,,,,,,,,
2000,Rural regions,female,,,,,,,,,,,,
2001,Urban regions,male,6837,1.03535,0.97087,1.09983,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2001,Urban regions,female,7498,1.95213,1.84932,2.05494,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2001,Rural regions,male,3687,0.94007,0.85787,1.02226,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2001,Rural regions,female,3898,1.83037,1.69205,1.96868,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2002,Urban regions,male,,,,,,,,,,,,
2002,Urban regions,female,,,,,,,,,,,,
2002,Rural regions,male,,,,,,,,,,,,
2002,Rural regions,female,,,,,,,,,,,,
2003,Urban regions,male,7089,1.12975,1.06054,1.19896,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2003,Urban regions,female,7675,2.15578,2.04339,2.26817,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2003,Rural regions,male,3588,0.98465,0.89820,1.07109,0.00000,0.00000,0.00000,0.00000,0.00000,,,
