"religion","year","alter_gr","bula_h","n","percent","lower_confidence","upper_confidence"
"evangelisch","1999","16-34 Jahre alt","Bremen","","","",""
"evangelisch","1999","16-34 Jahre alt","Nordrhein-Westfalen","","","",""
"evangelisch","1999","16-34 Jahre alt","Hessen","","","",""
"evangelisch","1999","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"evangelisch","1999","16-34 Jahre alt","Baden-Wuerttemberg","","","",""
"evangelisch","1999","16-34 Jahre alt","Bayern","","","",""
"evangelisch","1999","16-34 Jahre alt","Saarland","","","",""
"evangelisch","1999","16-34 Jahre alt","Berlin","","","",""
"evangelisch","1999","16-34 Jahre alt","Brandenburg","","","",""
"evangelisch","1999","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"evangelisch","1999","16-34 Jahre alt","Sachsen","","","",""
"evangelisch","1999","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"evangelisch","1999","16-34 Jahre alt","Thueringen","","","",""
"evangelisch","1999","35-65 Jahre alt","Schleswig-Holstein","","","",""
"evangelisch","1999","35-65 Jahre alt","Hamburg","","","",""
"evangelisch","1999","35-65 Jahre alt","Niedersachsen","","","",""
"evangelisch","1999","35-65 Jahre alt","Bremen","","","",""
"evangelisch","1999","35-65 Jahre alt","Nordrhein-Westfalen","","","",""
"evangelisch","1999","35-65 Jahre alt","Hessen","","","",""
"evangelisch","1999","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"evangelisch","1999","35-65 Jahre alt","Baden-Wuerttemberg","","","",""
"evangelisch","1999","35-65 Jahre alt","Bayern","","","",""
"evangelisch","1999","35-65 Jahre alt","Saarland","","","",""
"evangelisch","1999","35-65 Jahre alt","Berlin","","","",""
"evangelisch","1999","35-65 Jahre alt","Brandenburg","","","",""
"evangelisch","1999","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"evangelisch","1999","35-65 Jahre alt","Sachsen","","","",""
"evangelisch","1999","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"evangelisch","1999","35-65 Jahre alt","Thueringen","","","",""
"evangelisch","1999","66 und älter","Schleswig-Holstein","","","",""
"evangelisch","1999","66 und älter","Hamburg","","","",""
"evangelisch","1999","66 und älter","Niedersachsen","","","",""
"evangelisch","1999","66 und älter","Bremen","","","",""
"evangelisch","1999","66 und älter","Nordrhein-Westfalen","","","",""
"evangelisch","1999","66 und älter","Hessen","","","",""
"evangelisch","1999","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"evangelisch","1999","66 und älter","Baden-Wuerttemberg","","","",""
"evangelisch","1999","66 und älter","Bayern","","","",""
"evangelisch","1999","66 und älter","Saarland","","","",""
"evangelisch","1999","66 und älter","Berlin","","","",""
"evangelisch","1999","66 und älter","Brandenburg","","","",""
"evangelisch","1999","66 und älter","Mecklenburg-Vorpommern","","","",""
"evangelisch","1999","66 und älter","Sachsen","","","",""
"evangelisch","1999","66 und älter","Sachsen-Anhalt","","","",""
"evangelisch","1999","66 und älter","Thueringen","","","",""
"islamische Religionsgemeinschaft","1999","16-34 Jahre alt","Schleswig-Holstein","","","",""
"islamische Religionsgemeinschaft","1999","16-34 Jahre alt","Hamburg","","","",""
"islamische Religionsgemeinschaft","1999","16-34 Jahre alt","Niedersachsen","","","",""
"islamische Religionsgemeinschaft","1999","16-34 Jahre alt","Bremen","","","",""
"islamische Religionsgemeinschaft","1999","16-34 Jahre alt","Nordrhein-Westfalen","","","",""
"islamische Religionsgemeinschaft","1999","16-34 Jahre alt","Hessen","","","",""
"islamische Religionsgemeinschaft","1999","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"islamische Religionsgemeinschaft","1999","16-34 Jahre alt","Baden-Wuerttemberg","","","",""
"islamische Religionsgemeinschaft","1999","16-34 Jahre alt","Bayern","","","",""
"islamische Religionsgemeinschaft","1999","16-34 Jahre alt","Saarland","","","",""
"islamische Religionsgemeinschaft","1999","16-34 Jahre alt","Berlin","","","",""
"islamische Religionsgemeinschaft","1999","16-34 Jahre alt","Brandenburg","","","",""
"islamische Religionsgemeinschaft","1999","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"islamische Religionsgemeinschaft","1999","16-34 Jahre alt","Sachsen","","","",""
"islamische Religionsgemeinschaft","1999","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"islamische Religionsgemeinschaft","1999","16-34 Jahre alt","Thueringen","","","",""
"islamische Religionsgemeinschaft","1999","35-65 Jahre alt","Schleswig-Holstein","","","",""
"islamische Religionsgemeinschaft","1999","35-65 Jahre alt","Hamburg","","","",""
"islamische Religionsgemeinschaft","1999","35-65 Jahre alt","Niedersachsen","","","",""
"islamische Religionsgemeinschaft","1999","35-65 Jahre alt","Bremen","","","",""
"islamische Religionsgemeinschaft","1999","35-65 Jahre alt","Nordrhein-Westfalen","","","",""
"islamische Religionsgemeinschaft","1999","35-65 Jahre alt","Hessen","","","",""
"islamische Religionsgemeinschaft","1999","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"islamische Religionsgemeinschaft","1999","35-65 Jahre alt","Baden-Wuerttemberg","","","",""
"islamische Religionsgemeinschaft","1999","35-65 Jahre alt","Bayern","","","",""
"islamische Religionsgemeinschaft","1999","35-65 Jahre alt","Saarland","","","",""
"islamische Religionsgemeinschaft","1999","35-65 Jahre alt","Berlin","","","",""
"islamische Religionsgemeinschaft","1999","35-65 Jahre alt","Brandenburg","","","",""
"islamische Religionsgemeinschaft","1999","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"islamische Religionsgemeinschaft","1999","35-65 Jahre alt","Sachsen","","","",""
"islamische Religionsgemeinschaft","1999","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"islamische Religionsgemeinschaft","1999","35-65 Jahre alt","Thueringen","","","",""
"islamische Religionsgemeinschaft","1999","66 und älter","Schleswig-Holstein","","","",""
"islamische Religionsgemeinschaft","1999","66 und älter","Hamburg","","","",""
"islamische Religionsgemeinschaft","1999","66 und älter","Niedersachsen","","","",""
"islamische Religionsgemeinschaft","1999","66 und älter","Bremen","","","",""
"islamische Religionsgemeinschaft","1999","66 und älter","Nordrhein-Westfalen","","","",""
"islamische Religionsgemeinschaft","1999","66 und älter","Hessen","","","",""
"islamische Religionsgemeinschaft","1999","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"islamische Religionsgemeinschaft","1999","66 und älter","Baden-Wuerttemberg","","","",""
"islamische Religionsgemeinschaft","1999","66 und älter","Bayern","","","",""
"islamische Religionsgemeinschaft","1999","66 und älter","Saarland","","","",""
"islamische Religionsgemeinschaft","1999","66 und älter","Berlin","","","",""
"islamische Religionsgemeinschaft","1999","66 und älter","Brandenburg","","","",""
"islamische Religionsgemeinschaft","1999","66 und älter","Mecklenburg-Vorpommern","","","",""
"islamische Religionsgemeinschaft","1999","66 und älter","Sachsen","","","",""
"islamische Religionsgemeinschaft","1999","66 und älter","Sachsen-Anhalt","","","",""
"islamische Religionsgemeinschaft","1999","66 und älter","Thueringen","","","",""
"konfessionslos","1999","16-34 Jahre alt","Schleswig-Holstein","","","",""
"konfessionslos","1999","16-34 Jahre alt","Hamburg","","","",""
"konfessionslos","1999","16-34 Jahre alt","Niedersachsen","","","",""
"konfessionslos","1999","16-34 Jahre alt","Bremen","","","",""
"konfessionslos","1999","16-34 Jahre alt","Nordrhein-Westfalen","","","",""
"konfessionslos","1999","16-34 Jahre alt","Hessen","","","",""
"konfessionslos","1999","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"konfessionslos","1999","16-34 Jahre alt","Baden-Wuerttemberg","","","",""
"konfessionslos","1999","16-34 Jahre alt","Bayern","","","",""
"konfessionslos","1999","16-34 Jahre alt","Saarland","","","",""
"konfessionslos","1999","16-34 Jahre alt","Berlin","","","",""
"konfessionslos","1999","16-34 Jahre alt","Brandenburg","","","",""
"konfessionslos","1999","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"konfessionslos","1999","16-34 Jahre alt","Sachsen","","","",""
"konfessionslos","1999","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"konfessionslos","1999","16-34 Jahre alt","Thueringen","","","",""
"konfessionslos","1999","35-65 Jahre alt","Schleswig-Holstein","","","",""
"konfessionslos","1999","35-65 Jahre alt","Hamburg","","","",""
"konfessionslos","1999","35-65 Jahre alt","Niedersachsen","","","",""
"konfessionslos","1999","35-65 Jahre alt","Bremen","","","",""
"konfessionslos","1999","35-65 Jahre alt","Nordrhein-Westfalen","","","",""
"konfessionslos","1999","35-65 Jahre alt","Hessen","","","",""
"konfessionslos","1999","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"konfessionslos","1999","35-65 Jahre alt","Baden-Wuerttemberg","","","",""
"konfessionslos","1999","35-65 Jahre alt","Bayern","","","",""
"konfessionslos","1999","35-65 Jahre alt","Saarland","","","",""
"konfessionslos","1999","35-65 Jahre alt","Berlin","","","",""
"konfessionslos","1999","35-65 Jahre alt","Brandenburg","","","",""
"konfessionslos","1999","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"konfessionslos","1999","35-65 Jahre alt","Sachsen","","","",""
"konfessionslos","1999","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"konfessionslos","1999","35-65 Jahre alt","Thueringen","","","",""
"konfessionslos","1999","66 und älter","Schleswig-Holstein","","","",""
"konfessionslos","1999","66 und älter","Hamburg","","","",""
"konfessionslos","1999","66 und älter","Niedersachsen","","","",""
"konfessionslos","1999","66 und älter","Bremen","","","",""
"konfessionslos","1999","66 und älter","Nordrhein-Westfalen","","","",""
"konfessionslos","1999","66 und älter","Hessen","","","",""
"konfessionslos","1999","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"konfessionslos","1999","66 und älter","Baden-Wuerttemberg","","","",""
"konfessionslos","1999","66 und älter","Bayern","","","",""
"konfessionslos","1999","66 und älter","Saarland","","","",""
"konfessionslos","1999","66 und älter","Berlin","","","",""
"konfessionslos","1999","66 und älter","Brandenburg","","","",""
"konfessionslos","1999","66 und älter","Mecklenburg-Vorpommern","","","",""
"konfessionslos","1999","66 und älter","Sachsen","","","",""
"konfessionslos","1999","66 und älter","Sachsen-Anhalt","","","",""
"konfessionslos","1999","66 und älter","Thueringen","","","",""
"andere","1999","16-34 Jahre alt","Schleswig-Holstein","","","",""
"andere","1999","16-34 Jahre alt","Hamburg","","","",""
"andere","1999","16-34 Jahre alt","Niedersachsen","","","",""
"andere","1999","16-34 Jahre alt","Bremen","","","",""
"andere","1999","16-34 Jahre alt","Nordrhein-Westfalen","","","",""
"andere","1999","16-34 Jahre alt","Hessen","","","",""
"andere","1999","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"andere","1999","16-34 Jahre alt","Baden-Wuerttemberg","","","",""
"andere","1999","16-34 Jahre alt","Bayern","","","",""
"andere","1999","16-34 Jahre alt","Saarland","","","",""
"andere","1999","16-34 Jahre alt","Berlin","","","",""
"andere","1999","16-34 Jahre alt","Brandenburg","","","",""
"andere","1999","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"andere","1999","16-34 Jahre alt","Sachsen","","","",""
"andere","1999","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"andere","1999","16-34 Jahre alt","Thueringen","","","",""
"andere","1999","35-65 Jahre alt","Schleswig-Holstein","","","",""
"andere","1999","35-65 Jahre alt","Hamburg","","","",""
"andere","1999","35-65 Jahre alt","Niedersachsen","","","",""
"andere","1999","35-65 Jahre alt","Bremen","","","",""
"andere","1999","35-65 Jahre alt","Nordrhein-Westfalen","","","",""
"andere","1999","35-65 Jahre alt","Hessen","","","",""
"andere","1999","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"andere","1999","35-65 Jahre alt","Baden-Wuerttemberg","","","",""
"andere","1999","35-65 Jahre alt","Bayern","","","",""
"andere","1999","35-65 Jahre alt","Saarland","","","",""
"andere","1999","35-65 Jahre alt","Berlin","","","",""
"andere","1999","35-65 Jahre alt","Brandenburg","","","",""
"andere","1999","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"andere","1999","35-65 Jahre alt","Sachsen","","","",""
"andere","1999","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"andere","1999","35-65 Jahre alt","Thueringen","","","",""
"andere","1999","66 und älter","Schleswig-Holstein","","","",""
"andere","1999","66 und älter","Hamburg","","","",""
"andere","1999","66 und älter","Niedersachsen","","","",""
"andere","1999","66 und älter","Bremen","","","",""
"andere","1999","66 und älter","Nordrhein-Westfalen","","","",""
"andere","1999","66 und älter","Hessen","","","",""
"andere","1999","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"andere","1999","66 und älter","Baden-Wuerttemberg","","","",""
"andere","1999","66 und älter","Bayern","","","",""
"andere","1999","66 und älter","Saarland","","","",""
"andere","1999","66 und älter","Berlin","","","",""
"andere","1999","66 und älter","Brandenburg","","","",""
"andere","1999","66 und älter","Mecklenburg-Vorpommern","","","",""
"andere","1999","66 und älter","Sachsen","","","",""
"andere","1999","66 und älter","Sachsen-Anhalt","","","",""
"andere","1999","66 und älter","Thueringen","","","",""
"katholisch","2000","16-34 Jahre alt","Schleswig-Holstein","","","",""
"katholisch","2000","16-34 Jahre alt","Hamburg","","","",""
"katholisch","2000","16-34 Jahre alt","Niedersachsen","","","",""
"katholisch","2000","16-34 Jahre alt","Bremen","","","",""
"katholisch","2000","16-34 Jahre alt","Nordrhein-Westfalen","","","",""
"katholisch","2000","16-34 Jahre alt","Hessen","","","",""
"katholisch","2000","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"katholisch","2000","16-34 Jahre alt","Baden-Wuerttemberg","","","",""
"katholisch","2000","16-34 Jahre alt","Bayern","","","",""
"katholisch","2000","16-34 Jahre alt","Saarland","","","",""
"katholisch","2000","16-34 Jahre alt","Berlin","","","",""
"katholisch","2000","16-34 Jahre alt","Brandenburg","","","",""
"katholisch","2000","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"katholisch","2000","16-34 Jahre alt","Sachsen","","","",""
"katholisch","2000","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"katholisch","2000","16-34 Jahre alt","Thueringen","","","",""
"katholisch","2000","35-65 Jahre alt","Schleswig-Holstein","","","",""
"katholisch","2000","35-65 Jahre alt","Hamburg","","","",""
"katholisch","2000","35-65 Jahre alt","Niedersachsen","","","",""
"katholisch","2000","35-65 Jahre alt","Bremen","","","",""
"katholisch","2000","35-65 Jahre alt","Nordrhein-Westfalen","","","",""
"katholisch","2000","35-65 Jahre alt","Hessen","","","",""
"katholisch","2000","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"katholisch","2000","35-65 Jahre alt","Baden-Wuerttemberg","","","",""
"katholisch","2000","35-65 Jahre alt","Bayern","","","",""
"katholisch","2000","35-65 Jahre alt","Saarland","","","",""
"katholisch","2000","35-65 Jahre alt","Berlin","","","",""
"katholisch","2000","35-65 Jahre alt","Brandenburg","","","",""
"katholisch","2000","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"katholisch","2000","35-65 Jahre alt","Sachsen","","","",""
"katholisch","2000","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"katholisch","2000","35-65 Jahre alt","Thueringen","","","",""
"katholisch","2000","66 und älter","Schleswig-Holstein","","","",""
"katholisch","2000","66 und älter","Hamburg","","","",""
"katholisch","2000","66 und älter","Niedersachsen","","","",""
"katholisch","2000","66 und älter","Bremen","","","",""
"katholisch","2000","66 und älter","Nordrhein-Westfalen","","","",""
"katholisch","2000","66 und älter","Hessen","","","",""
"katholisch","2000","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"katholisch","2000","66 und älter","Baden-Wuerttemberg","","","",""
"katholisch","2000","66 und älter","Bayern","","","",""
"katholisch","2000","66 und älter","Saarland","","","",""
"katholisch","2000","66 und älter","Berlin","","","",""
"katholisch","2000","66 und älter","Brandenburg","","","",""
"katholisch","2000","66 und älter","Mecklenburg-Vorpommern","","","",""
"katholisch","2000","66 und älter","Sachsen","","","",""
"katholisch","2000","66 und älter","Sachsen-Anhalt","","","",""
"katholisch","2000","66 und älter","Thueringen","","","",""
"evangelisch","2000","16-34 Jahre alt","Schleswig-Holstein","","","",""
"evangelisch","2000","16-34 Jahre alt","Hamburg","","","",""
"evangelisch","2000","16-34 Jahre alt","Niedersachsen","","","",""
"evangelisch","2000","16-34 Jahre alt","Bremen","","","",""
"evangelisch","2000","16-34 Jahre alt","Nordrhein-Westfalen","","","",""
"evangelisch","2000","16-34 Jahre alt","Hessen","","","",""
"evangelisch","2000","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"evangelisch","2000","16-34 Jahre alt","Baden-Wuerttemberg","","","",""
"evangelisch","2000","16-34 Jahre alt","Bayern","","","",""
"evangelisch","2000","16-34 Jahre alt","Saarland","","","",""
"evangelisch","2000","16-34 Jahre alt","Berlin","","","",""
"evangelisch","2000","16-34 Jahre alt","Brandenburg","","","",""
"evangelisch","2000","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"evangelisch","2000","16-34 Jahre alt","Sachsen","","","",""
"evangelisch","2000","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"evangelisch","2000","16-34 Jahre alt","Thueringen","","","",""
"evangelisch","2000","35-65 Jahre alt","Schleswig-Holstein","","","",""
"evangelisch","2000","35-65 Jahre alt","Hamburg","","","",""
"evangelisch","2000","35-65 Jahre alt","Niedersachsen","","","",""
"evangelisch","2000","35-65 Jahre alt","Bremen","","","",""
"evangelisch","2000","35-65 Jahre alt","Nordrhein-Westfalen","","","",""
"evangelisch","2000","35-65 Jahre alt","Hessen","","","",""
"evangelisch","2000","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"evangelisch","2000","35-65 Jahre alt","Baden-Wuerttemberg","","","",""
"evangelisch","2000","35-65 Jahre alt","Bayern","","","",""
"evangelisch","2000","35-65 Jahre alt","Saarland","","","",""
"evangelisch","2000","35-65 Jahre alt","Berlin","","","",""
"evangelisch","2000","35-65 Jahre alt","Brandenburg","","","",""
"evangelisch","2000","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"evangelisch","2000","35-65 Jahre alt","Sachsen","","","",""
"evangelisch","2000","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"evangelisch","2000","35-65 Jahre alt","Thueringen","","","",""
"evangelisch","2000","66 und älter","Schleswig-Holstein","","","",""
"evangelisch","2000","66 und älter","Hamburg","","","",""
"evangelisch","2000","66 und älter","Niedersachsen","","","",""
"evangelisch","2000","66 und älter","Bremen","","","",""
"evangelisch","2000","66 und älter","Nordrhein-Westfalen","","","",""
"evangelisch","2000","66 und älter","Hessen","","","",""
"evangelisch","2000","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"evangelisch","2000","66 und älter","Baden-Wuerttemberg","","","",""
"evangelisch","2000","66 und älter","Bayern","","","",""
"evangelisch","2000","66 und älter","Saarland","","","",""
"evangelisch","2000","66 und älter","Berlin","","","",""
"evangelisch","2000","66 und älter","Brandenburg","","","",""
"evangelisch","2000","66 und älter","Mecklenburg-Vorpommern","","","",""
"evangelisch","2000","66 und älter","Sachsen","","","",""
"evangelisch","2000","66 und älter","Sachsen-Anhalt","","","",""
"evangelisch","2000","66 und älter","Thueringen","","","",""
"islamische Religionsgemeinschaft","2000","16-34 Jahre alt","Schleswig-Holstein","","","",""
"islamische Religionsgemeinschaft","2000","16-34 Jahre alt","Hamburg","","","",""
"islamische Religionsgemeinschaft","2000","16-34 Jahre alt","Niedersachsen","","","",""
"islamische Religionsgemeinschaft","2000","16-34 Jahre alt","Bremen","","","",""
"islamische Religionsgemeinschaft","2000","16-34 Jahre alt","Nordrhein-Westfalen","","","",""
"islamische Religionsgemeinschaft","2000","16-34 Jahre alt","Hessen","","","",""
"islamische Religionsgemeinschaft","2000","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"islamische Religionsgemeinschaft","2000","16-34 Jahre alt","Baden-Wuerttemberg","","","",""
"islamische Religionsgemeinschaft","2000","16-34 Jahre alt","Bayern","","","",""
"islamische Religionsgemeinschaft","2000","16-34 Jahre alt","Saarland","","","",""
"islamische Religionsgemeinschaft","2000","16-34 Jahre alt","Berlin","","","",""
"islamische Religionsgemeinschaft","2000","16-34 Jahre alt","Brandenburg","","","",""
"islamische Religionsgemeinschaft","2000","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"islamische Religionsgemeinschaft","2000","16-34 Jahre alt","Sachsen","","","",""
"islamische Religionsgemeinschaft","2000","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"islamische Religionsgemeinschaft","2000","16-34 Jahre alt","Thueringen","","","",""
"islamische Religionsgemeinschaft","2000","35-65 Jahre alt","Schleswig-Holstein","","","",""
"islamische Religionsgemeinschaft","2000","35-65 Jahre alt","Hamburg","","","",""
"islamische Religionsgemeinschaft","2000","35-65 Jahre alt","Niedersachsen","","","",""
"islamische Religionsgemeinschaft","2000","35-65 Jahre alt","Bremen","","","",""
"islamische Religionsgemeinschaft","2000","35-65 Jahre alt","Nordrhein-Westfalen","","","",""
"islamische Religionsgemeinschaft","2000","35-65 Jahre alt","Hessen","","","",""
"islamische Religionsgemeinschaft","2000","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"islamische Religionsgemeinschaft","2000","35-65 Jahre alt","Baden-Wuerttemberg","","","",""
"islamische Religionsgemeinschaft","2000","35-65 Jahre alt","Bayern","","","",""
"islamische Religionsgemeinschaft","2000","35-65 Jahre alt","Saarland","","","",""
"islamische Religionsgemeinschaft","2000","35-65 Jahre alt","Berlin","","","",""
"islamische Religionsgemeinschaft","2000","35-65 Jahre alt","Brandenburg","","","",""
"islamische Religionsgemeinschaft","2000","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"islamische Religionsgemeinschaft","2000","35-65 Jahre alt","Sachsen","","","",""
"islamische Religionsgemeinschaft","2000","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"islamische Religionsgemeinschaft","2000","35-65 Jahre alt","Thueringen","","","",""
"islamische Religionsgemeinschaft","2000","66 und älter","Schleswig-Holstein","","","",""
"islamische Religionsgemeinschaft","2000","66 und älter","Hamburg","","","",""
"islamische Religionsgemeinschaft","2000","66 und älter","Niedersachsen","","","",""
"islamische Religionsgemeinschaft","2000","66 und älter","Bremen","","","",""
"islamische Religionsgemeinschaft","2000","66 und älter","Nordrhein-Westfalen","","","",""
"islamische Religionsgemeinschaft","2000","66 und älter","Hessen","","","",""
"islamische Religionsgemeinschaft","2000","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"islamische Religionsgemeinschaft","2000","66 und älter","Baden-Wuerttemberg","","","",""
"islamische Religionsgemeinschaft","2000","66 und älter","Bayern","","","",""
"islamische Religionsgemeinschaft","2000","66 und älter","Saarland","","","",""
"islamische Religionsgemeinschaft","2000","66 und älter","Berlin","","","",""
"islamische Religionsgemeinschaft","2000","66 und älter","Brandenburg","","","",""
"islamische Religionsgemeinschaft","2000","66 und älter","Mecklenburg-Vorpommern","","","",""
"islamische Religionsgemeinschaft","2000","66 und älter","Sachsen","","","",""
"islamische Religionsgemeinschaft","2000","66 und älter","Sachsen-Anhalt","","","",""
"islamische Religionsgemeinschaft","2000","66 und älter","Thueringen","","","",""
"konfessionslos","2000","16-34 Jahre alt","Schleswig-Holstein","","","",""
"konfessionslos","2000","16-34 Jahre alt","Hamburg","","","",""
"konfessionslos","2000","16-34 Jahre alt","Niedersachsen","","","",""
"konfessionslos","2000","16-34 Jahre alt","Bremen","","","",""
"konfessionslos","2000","16-34 Jahre alt","Nordrhein-Westfalen","","","",""
"konfessionslos","2000","16-34 Jahre alt","Hessen","","","",""
"konfessionslos","2000","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"konfessionslos","2000","16-34 Jahre alt","Baden-Wuerttemberg","","","",""
"konfessionslos","2000","16-34 Jahre alt","Bayern","","","",""
"konfessionslos","2000","16-34 Jahre alt","Saarland","","","",""
"konfessionslos","2000","16-34 Jahre alt","Berlin","","","",""
"konfessionslos","2000","16-34 Jahre alt","Brandenburg","","","",""
"konfessionslos","2000","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"konfessionslos","2000","16-34 Jahre alt","Sachsen","","","",""
"konfessionslos","2000","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"konfessionslos","2000","16-34 Jahre alt","Thueringen","","","",""
"konfessionslos","2000","35-65 Jahre alt","Schleswig-Holstein","","","",""
"konfessionslos","2000","35-65 Jahre alt","Hamburg","","","",""
"konfessionslos","2000","35-65 Jahre alt","Niedersachsen","","","",""
"konfessionslos","2000","35-65 Jahre alt","Bremen","","","",""
"konfessionslos","2000","35-65 Jahre alt","Nordrhein-Westfalen","","","",""
"konfessionslos","2000","35-65 Jahre alt","Hessen","","","",""
"konfessionslos","2000","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"konfessionslos","2000","35-65 Jahre alt","Baden-Wuerttemberg","","","",""
"konfessionslos","2000","35-65 Jahre alt","Bayern","","","",""
"konfessionslos","2000","35-65 Jahre alt","Saarland","","","",""
"konfessionslos","2000","35-65 Jahre alt","Berlin","","","",""
"konfessionslos","2000","35-65 Jahre alt","Brandenburg","","","",""
"konfessionslos","2000","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"konfessionslos","2000","35-65 Jahre alt","Sachsen","","","",""
"konfessionslos","2000","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"konfessionslos","2000","35-65 Jahre alt","Thueringen","","","",""
"konfessionslos","2000","66 und älter","Schleswig-Holstein","","","",""
"konfessionslos","2000","66 und älter","Hamburg","","","",""
"konfessionslos","2000","66 und älter","Niedersachsen","","","",""
"konfessionslos","2000","66 und älter","Bremen","","","",""
"konfessionslos","2000","66 und älter","Nordrhein-Westfalen","","","",""
"konfessionslos","2000","66 und älter","Hessen","","","",""
"konfessionslos","2000","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"konfessionslos","2000","66 und älter","Baden-Wuerttemberg","","","",""
"konfessionslos","2000","66 und älter","Bayern","","","",""
"konfessionslos","2000","66 und älter","Saarland","","","",""
"konfessionslos","2000","66 und älter","Berlin","","","",""
"konfessionslos","2000","66 und älter","Brandenburg","","","",""
"konfessionslos","2000","66 und älter","Mecklenburg-Vorpommern","","","",""
"konfessionslos","2000","66 und älter","Sachsen","","","",""
"konfessionslos","2000","66 und älter","Sachsen-Anhalt","","","",""
"konfessionslos","2000","66 und älter","Thueringen","","","",""
"andere","2000","16-34 Jahre alt","Schleswig-Holstein","","","",""
"andere","2000","16-34 Jahre alt","Hamburg","","","",""
"andere","2000","16-34 Jahre alt","Niedersachsen","","","",""
"andere","2000","16-34 Jahre alt","Bremen","","","",""
"andere","2000","16-34 Jahre alt","Nordrhein-Westfalen","","","",""
"andere","2000","16-34 Jahre alt","Hessen","","","",""
"andere","2000","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"andere","2000","16-34 Jahre alt","Baden-Wuerttemberg","","","",""
"andere","2000","16-34 Jahre alt","Bayern","","","",""
"andere","2000","16-34 Jahre alt","Saarland","","","",""
"andere","2000","16-34 Jahre alt","Berlin","","","",""
"andere","2000","16-34 Jahre alt","Brandenburg","","","",""
"andere","2000","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"andere","2000","16-34 Jahre alt","Sachsen","","","",""
"andere","2000","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"andere","2000","16-34 Jahre alt","Thueringen","","","",""
"andere","2000","35-65 Jahre alt","Schleswig-Holstein","","","",""
"andere","2000","35-65 Jahre alt","Hamburg","","","",""
"andere","2000","35-65 Jahre alt","Niedersachsen","","","",""
