"religion","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence"
"evangelisch","1990","Bremen","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1990","Nordrhein-Westfalen","Westdeutschland, alte Bundeslaender","817","0.390590406205737","0.371702265152957","0.409478547258516"
"evangelisch","1990","Nordrhein-Westfalen","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1990","Hessen","Westdeutschland, alte Bundeslaender","412","0.561347989687458","0.53039050530187","0.592305474073046"
"evangelisch","1990","Hessen","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1990","Rheinland-Pfalz,Saarland","Westdeutschland, alte Bundeslaender","219","0.363552753768618","0.327184003339782","0.399921504197455"
"evangelisch","1990","Rheinland-Pfalz,Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1990","Baden-Wuerttemberg","Westdeutschland, alte Bundeslaender","516","0.405689637772583","0.38301215512069","0.428367120424476"
"evangelisch","1990","Baden-Wuerttemberg","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1990","Bayern","Westdeutschland, alte Bundeslaender","318","0.248027320411242","0.226826399580124","0.26922824124236"
"evangelisch","1990","Bayern","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1990","Saarland","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1990","Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1990","Berlin","Westdeutschland, alte Bundeslaender","118","0.468124768913135","0.414124383119652","0.522125154706617"
"evangelisch","1990","Berlin","Ostdeutschland, neue Bundeslaender","59","0.227779667559708","0.180001407605293","0.275557927514123"
"evangelisch","1990","Brandenburg","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1990","Brandenburg","Ostdeutschland, neue Bundeslaender","203","0.311865794359519","0.278283539943199","0.345448048775838"
"evangelisch","1990","Mecklenburg-Vorpommern","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1990","Mecklenburg-Vorpommern","Ostdeutschland, neue Bundeslaender","121","0.274223950556111","0.235314382490662","0.31313351862156"
"evangelisch","1990","Sachsen","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1990","Sachsen","Ostdeutschland, neue Bundeslaender","405","0.321198110929746","0.296122357490416","0.346273864369075"
"evangelisch","1990","Sachsen-Anhalt","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1990","Sachsen-Anhalt","Ostdeutschland, neue Bundeslaender","212","0.267930572086215","0.237524763466609","0.29833638070582"
"evangelisch","1990","Thueringen","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1990","Thueringen","Ostdeutschland, neue Bundeslaender","250","0.340735354657941","0.306678846643147","0.374791862672735"
"islamische Religionsgemeinschaft","1990","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1990","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1990","Hamburg","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1990","Hamburg","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1990","Niedersachsen","Westdeutschland, alte Bundeslaender","54","0.0162606374761408","0.00833807717384213","0.0241831977784395"
"islamische Religionsgemeinschaft","1990","Niedersachsen","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1990","Bremen","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1990","Bremen","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1990","Nordrhein-Westfalen","Westdeutschland, alte Bundeslaender","275","0.0338352322635939","0.026835459087422","0.0408350054397659"
"islamische Religionsgemeinschaft","1990","Nordrhein-Westfalen","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1990","Hessen","Westdeutschland, alte Bundeslaender","121","0.0340099218131275","0.0227021076032167","0.0453177360230384"
"islamische Religionsgemeinschaft","1990","Hessen","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1990","Rheinland-Pfalz,Saarland","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1990","Rheinland-Pfalz,Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1990","Baden-Wuerttemberg","Westdeutschland, alte Bundeslaender","193","0.0301359648239235","0.0222402907595938","0.0380316388882532"
"islamische Religionsgemeinschaft","1990","Baden-Wuerttemberg","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1990","Bayern","Westdeutschland, alte Bundeslaender","93","0.0188085813877312","0.0121396104710103","0.0254775523044521"
"islamische Religionsgemeinschaft","1990","Bayern","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1990","Saarland","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1990","Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1990","Berlin","Westdeutschland, alte Bundeslaender","59","0.0522967066273373","0.0282040587026643","0.0763893545520102"
"islamische Religionsgemeinschaft","1990","Berlin","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1990","Brandenburg","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1990","Brandenburg","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1990","Mecklenburg-Vorpommern","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1990","Mecklenburg-Vorpommern","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1990","Sachsen","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1990","Sachsen","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1990","Sachsen-Anhalt","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1990","Sachsen-Anhalt","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1990","Thueringen","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1990","Thueringen","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1990","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","43","0.176335548185272","0.131776076950782","0.220895019419761"
"konfessionslos","1990","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1990","Hamburg","Westdeutschland, alte Bundeslaender","55","0.336366150238829","0.264922463520833","0.407809836956825"
"konfessionslos","1990","Hamburg","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1990","Niedersachsen","Westdeutschland, alte Bundeslaender","106","0.121254418927494","0.100807065226068","0.141701772628919"
"konfessionslos","1990","Niedersachsen","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1990","Bremen","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1990","Bremen","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1990","Nordrhein-Westfalen","Westdeutschland, alte Bundeslaender","173","0.0775030163802656","0.0671512236430635","0.0878548091174677"
"konfessionslos","1990","Nordrhein-Westfalen","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1990","Hessen","Westdeutschland, alte Bundeslaender","83","0.0873928887095559","0.0697743661682664","0.105011411250845"
"konfessionslos","1990","Hessen","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1990","Rheinland-Pfalz,Saarland","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1990","Rheinland-Pfalz,Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1990","Baden-Wuerttemberg","Westdeutschland, alte Bundeslaender","62","0.0505425533455814","0.0404254176216504","0.0606596890695124"
"konfessionslos","1990","Baden-Wuerttemberg","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1990","Bayern","Westdeutschland, alte Bundeslaender","87","0.0604343803773408","0.0487364366533114","0.0721323241013703"
"konfessionslos","1990","Bayern","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1990","Saarland","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1990","Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1990","Berlin","Westdeutschland, alte Bundeslaender","90","0.323229636129239","0.272613682677758","0.37384558958072"
"konfessionslos","1990","Berlin","Ostdeutschland, neue Bundeslaender","223","0.731102544515487","0.6805916883984","0.781613400632574"
"konfessionslos","1990","Brandenburg","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1990","Brandenburg","Ostdeutschland, neue Bundeslaender","501","0.646850674962707","0.612203278100879","0.681498071824535"
"konfessionslos","1990","Mecklenburg-Vorpommern","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1990","Mecklenburg-Vorpommern","Ostdeutschland, neue Bundeslaender","366","0.693417717918877","0.653204077017505","0.73363135882025"
"konfessionslos","1990","Sachsen","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1990","Sachsen","Ostdeutschland, neue Bundeslaender","847","0.614777530171589","0.588643235883338","0.640911824459841"
"konfessionslos","1990","Sachsen-Anhalt","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1990","Sachsen-Anhalt","Ostdeutschland, neue Bundeslaender","549","0.666380378511794","0.634009373745392","0.698751383278197"
"konfessionslos","1990","Thueringen","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1990","Thueringen","Ostdeutschland, neue Bundeslaender","402","0.526657305709723","0.490780520627333","0.562534090792114"
"andere","1990","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","","","",""
"andere","1990","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1990","Hamburg","Westdeutschland, alte Bundeslaender","","","",""
"andere","1990","Hamburg","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1990","Niedersachsen","Westdeutschland, alte Bundeslaender","31","0.0140478061574527","0.00667574504249569","0.0214198672724097"
"andere","1990","Niedersachsen","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1990","Bremen","Westdeutschland, alte Bundeslaender","","","",""
"andere","1990","Bremen","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1990","Nordrhein-Westfalen","Westdeutschland, alte Bundeslaender","184","0.0306974126387678","0.0240192904661482","0.0373755348113873"
"andere","1990","Nordrhein-Westfalen","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1990","Hessen","Westdeutschland, alte Bundeslaender","64","0.0286324964464556","0.0182282433692176","0.0390367495236937"
"andere","1990","Hessen","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1990","Rheinland-Pfalz,Saarland","Westdeutschland, alte Bundeslaender","","","",""
"andere","1990","Rheinland-Pfalz,Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1990","Baden-Wuerttemberg","Westdeutschland, alte Bundeslaender","192","0.0433485219493449","0.0339435987161633","0.0527534451825265"
"andere","1990","Baden-Wuerttemberg","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1990","Bayern","Westdeutschland, alte Bundeslaender","125","0.0237957184189935","0.0163136151666122","0.0312778216713748"
"andere","1990","Bayern","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1990","Saarland","Westdeutschland, alte Bundeslaender","","","",""
"andere","1990","Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1990","Berlin","Westdeutschland, alte Bundeslaender","","","",""
"andere","1990","Berlin","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1990","Brandenburg","Westdeutschland, alte Bundeslaender","","","",""
"andere","1990","Brandenburg","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1990","Mecklenburg-Vorpommern","Westdeutschland, alte Bundeslaender","","","",""
"andere","1990","Mecklenburg-Vorpommern","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1990","Sachsen","Westdeutschland, alte Bundeslaender","","","",""
"andere","1990","Sachsen","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1990","Sachsen-Anhalt","Westdeutschland, alte Bundeslaender","","","",""
"andere","1990","Sachsen-Anhalt","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1990","Thueringen","Westdeutschland, alte Bundeslaender","","","",""
"andere","1990","Thueringen","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","1991","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","1991","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","1991","Hamburg","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","1991","Hamburg","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","1991","Niedersachsen","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","1991","Niedersachsen","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","1991","Bremen","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","1991","Bremen","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","1991","Nordrhein-Westfalen","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","1991","Nordrhein-Westfalen","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","1991","Hessen","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","1991","Hessen","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","1991","Rheinland-Pfalz,Saarland","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","1991","Rheinland-Pfalz,Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","1991","Baden-Wuerttemberg","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","1991","Baden-Wuerttemberg","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","1991","Bayern","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","1991","Bayern","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","1991","Saarland","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","1991","Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","1991","Berlin","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","1991","Berlin","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","1991","Brandenburg","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","1991","Brandenburg","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","1991","Mecklenburg-Vorpommern","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","1991","Mecklenburg-Vorpommern","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","1991","Sachsen","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","1991","Sachsen","Ostdeutschland, neue Bundeslaender","56","0.0466064356589383","0.0348405233857723","0.0583723479321042"
"katholisch","1991","Sachsen-Anhalt","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","1991","Sachsen-Anhalt","Ostdeutschland, neue Bundeslaender","36","0.0453382317386493","0.0309127024915549","0.0597637609857437"
"katholisch","1991","Thueringen","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","1991","Thueringen","Ostdeutschland, neue Bundeslaender","79","0.125851283902965","0.101192186505092","0.150510381300838"
"evangelisch","1991","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1991","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1991","Hamburg","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1991","Hamburg","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1991","Niedersachsen","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1991","Niedersachsen","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1991","Bremen","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1991","Bremen","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1991","Nordrhein-Westfalen","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1991","Nordrhein-Westfalen","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1991","Hessen","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1991","Hessen","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1991","Rheinland-Pfalz,Saarland","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1991","Rheinland-Pfalz,Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1991","Baden-Wuerttemberg","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1991","Baden-Wuerttemberg","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1991","Bayern","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1991","Bayern","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1991","Saarland","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1991","Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1991","Berlin","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1991","Berlin","Ostdeutschland, neue Bundeslaender","42","0.214540665572278","0.165301676848444","0.263779654296113"
"evangelisch","1991","Brandenburg","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1991","Brandenburg","Ostdeutschland, neue Bundeslaender","169","0.264347558382547","0.231226933104844","0.29746818366025"
"evangelisch","1991","Mecklenburg-Vorpommern","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1991","Mecklenburg-Vorpommern","Ostdeutschland, neue Bundeslaender","134","0.322630632951455","0.280276992956585","0.364984272946326"
"evangelisch","1991","Sachsen","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1991","Sachsen","Ostdeutschland, neue Bundeslaender","365","0.31388530375519","0.287982283521791","0.339788323988589"
"evangelisch","1991","Sachsen-Anhalt","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1991","Sachsen-Anhalt","Ostdeutschland, neue Bundeslaender","187","0.241251748629936","0.211585762598758","0.270917734661114"
"evangelisch","1991","Thueringen","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1991","Thueringen","Ostdeutschland, neue Bundeslaender","220","0.312371416978369","0.277915144510547","0.346827689446192"
"islamische Religionsgemeinschaft","1991","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1991","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1991","Hamburg","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1991","Hamburg","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1991","Niedersachsen","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1991","Niedersachsen","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1991","Bremen","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1991","Bremen","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1991","Nordrhein-Westfalen","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1991","Nordrhein-Westfalen","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1991","Hessen","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1991","Hessen","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1991","Rheinland-Pfalz,Saarland","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1991","Rheinland-Pfalz,Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1991","Baden-Wuerttemberg","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1991","Baden-Wuerttemberg","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1991","Bayern","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1991","Bayern","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1991","Saarland","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1991","Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1991","Berlin","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1991","Berlin","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1991","Brandenburg","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1991","Brandenburg","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1991","Mecklenburg-Vorpommern","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1991","Mecklenburg-Vorpommern","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1991","Sachsen","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1991","Sachsen","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1991","Sachsen-Anhalt","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1991","Sachsen-Anhalt","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1991","Thueringen","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1991","Thueringen","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1991","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1991","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1991","Hamburg","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1991","Hamburg","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1991","Niedersachsen","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1991","Niedersachsen","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1991","Bremen","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1991","Bremen","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1991","Nordrhein-Westfalen","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1991","Nordrhein-Westfalen","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1991","Hessen","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1991","Hessen","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1991","Rheinland-Pfalz,Saarland","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1991","Rheinland-Pfalz,Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1991","Baden-Wuerttemberg","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1991","Baden-Wuerttemberg","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1991","Bayern","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1991","Bayern","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1991","Saarland","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1991","Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1991","Berlin","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1991","Berlin","Ostdeutschland, neue Bundeslaender","215","0.739868454723239","0.687246590916046","0.792490318530432"
"konfessionslos","1991","Brandenburg","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1991","Brandenburg","Ostdeutschland, neue Bundeslaender","484","0.685092865562841","0.650207722568344","0.719978008557337"
"konfessionslos","1991","Mecklenburg-Vorpommern","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1991","Mecklenburg-Vorpommern","Ostdeutschland, neue Bundeslaender","323","0.657455884686368","0.614461005941887","0.700450763430848"
"konfessionslos","1991","Sachsen","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1991","Sachsen","Ostdeutschland, neue Bundeslaender","799","0.625655131457341","0.598642306753478","0.652667956161204"
