"religion","year","alter_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"konfessionslos","1999","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1999","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1999","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1999","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1999","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1999","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1999","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"andere","1999","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1999","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"andere","1999","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1999","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"andere","1999","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2000","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2000","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2000","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2000","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2000","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2000","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2000","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2000","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2000","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2000","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2000","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2000","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2000","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2000","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2000","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2000","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2000","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2000","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2000","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2000","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2000","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2000","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2000","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2000","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2000","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"andere","2000","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2000","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"andere","2000","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2000","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"andere","2000","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2001","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2001","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2001","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2001","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2001","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2001","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2001","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2001","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2001","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2001","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2001","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2001","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2001","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2001","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2001","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2001","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2001","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2001","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2001","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2001","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2001","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2001","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2001","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2001","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2001","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"andere","2001","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2001","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"andere","2001","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2001","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"andere","2001","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2002","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2002","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2002","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2002","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2002","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2002","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2002","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2002","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2002","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2002","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2002","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2002","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2002","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2002","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2002","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2002","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2002","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2002","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2002","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2002","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2002","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2002","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2002","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2002","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2002","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"andere","2002","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2002","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"andere","2002","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2002","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"andere","2002","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2003","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1640","0.372343911264753","0.358046746352935","0.386641076176571"
"katholisch","2003","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","70","0.0390769392306405","0.0291371713902038","0.0490167070710773"
"katholisch","2003","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","3602","0.368834567067804","0.359208489781428","0.37846064435418"
"katholisch","2003","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","130","0.0404027588830241","0.0333225385763686","0.0474829791896796"
"katholisch","2003","66 und älter","Westdeutschland, alte Bundeslaender","1135","0.414669268193995","0.396295939591616","0.433042596796374"
"katholisch","2003","66 und älter","Ostdeutschland, neue Bundeslaender","43","0.0460255516015521","0.0324780812995497","0.0595730219035545"
"evangelisch","2003","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1541","0.362748626229641","0.348529424891791","0.376967827567492"
"evangelisch","2003","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","287","0.178907822314454","0.159247877916343","0.198567766712565"
"evangelisch","2003","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","3320","0.347841417719561","0.338339107898686","0.357343727540436"
"evangelisch","2003","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","626","0.200973891070376","0.186564452135263","0.21538333000549"
"evangelisch","2003","66 und älter","Westdeutschland, alte Bundeslaender","1304","0.479544868926249","0.460913596102958","0.498176141749539"
"evangelisch","2003","66 und älter","Ostdeutschland, neue Bundeslaender","346","0.380567072185438","0.349176221596822","0.411957922774054"
"islamische Religionsgemeinschaft","2003","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2003","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2003","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2003","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2003","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2003","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2003","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","691","0.163343280030233","0.152410233077188","0.174276326983278"
"konfessionslos","2003","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","1093","0.769241560744778","0.74763021408442","0.790852907405137"
"konfessionslos","2003","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2015","0.215222689799044","0.207023344435928","0.223422035162161"
"konfessionslos","2003","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","2196","0.751002124862876","0.735452669982321","0.766551579743431"
"konfessionslos","2003","66 und älter","Westdeutschland, alte Bundeslaender","212","0.0717886775500172","0.0621617509341139","0.0814156041659204"
"konfessionslos","2003","66 und älter","Ostdeutschland, neue Bundeslaender","525","0.568715513859679","0.536695627135836","0.600735400583522"
"andere","2003","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","520","0.101564182475372","0.0926304952685222","0.110497869682222"
"andere","2003","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2003","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","714","0.0681013254135902","0.0630753071496534","0.0731273436775269"
"andere","2003","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2003","66 und älter","Westdeutschland, alte Bundeslaender","111","0.0339971853297389","0.0272387380372479","0.0407556326222299"
"andere","2003","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2004","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2004","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2004","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2004","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2004","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2004","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2004","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2004","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2004","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2004","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2004","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2004","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2004","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2004","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2004","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2004","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2004","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2004","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2004","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2004","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2004","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2004","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2004","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2004","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2004","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"andere","2004","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2004","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"andere","2004","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2004","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"andere","2004","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2005","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2005","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2005","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2005","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2005","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2005","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2005","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2005","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2005","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2005","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2005","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2005","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2005","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2005","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2005","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2005","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2005","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2005","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2005","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2005","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2005","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2005","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2005","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2005","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2005","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"andere","2005","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2005","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"andere","2005","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2005","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"andere","2005","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2006","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2006","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2006","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2006","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2006","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2006","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2006","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2006","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2006","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2006","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2006","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2006","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2006","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2006","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2006","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2006","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2006","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2006","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2006","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2006","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2006","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2006","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2006","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2006","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2006","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"andere","2006","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2006","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"andere","2006","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2006","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"andere","2006","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2007","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1272","0.355191891673984","0.339318938317028","0.371064845030939"
"katholisch","2007","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","61","0.0490327827263091","0.036945493909018","0.0611200715436001"
"katholisch","2007","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","3219","0.361667069765107","0.351631619593992","0.371702519936222"
"katholisch","2007","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","112","0.0394178371978558","0.0320161712095006","0.0468195031862109"
"katholisch","2007","66 und älter","Westdeutschland, alte Bundeslaender","1248","0.379379038208576","0.362719774750973","0.39603830166618"
"katholisch","2007","66 und älter","Ostdeutschland, neue Bundeslaender","67","0.0566659677957546","0.0432271283578598","0.0701048072336493"
"evangelisch","2007","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1287","0.357616149874053","0.341719088822352","0.373513210925753"
"evangelisch","2007","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","276","0.221409111520312","0.198168087526843","0.24465013551378"
"evangelisch","2007","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","3034","0.329259872800511","0.319444533931999","0.339075211669023"
"evangelisch","2007","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","567","0.196342460963613","0.181232670040913","0.211452251886312"
"evangelisch","2007","66 und älter","Westdeutschland, alte Bundeslaender","1566","0.486227918611222","0.469068162652847","0.503387674569597"
"evangelisch","2007","66 und älter","Ostdeutschland, neue Bundeslaender","412","0.377701738268377","0.349521695727604","0.405881780809149"
"islamische Religionsgemeinschaft","2007","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","234","0.0804040644539113","0.0713852698446838","0.0894228590631388"
"islamische Religionsgemeinschaft","2007","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2007","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","333","0.0410762540144266","0.0369310472086994","0.0452214608201539"
"islamische Religionsgemeinschaft","2007","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2007","66 und älter","Westdeutschland, alte Bundeslaender","57","0.0146048741099724","0.0104861753917479","0.0187235728281969"
"islamische Religionsgemeinschaft","2007","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2007","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","560","0.168448633179544","0.156035275765739","0.18086199059335"
"konfessionslos","2007","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","877","0.72022396236582","0.695096889638429","0.745351035093211"
"konfessionslos","2007","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1916","0.230340573431147","0.221546435586637","0.239134711275657"
"konfessionslos","2007","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1953","0.752414845834776","0.735997354105564","0.768832337563987"
"konfessionslos","2007","66 und älter","Westdeutschland, alte Bundeslaender","314","0.0951188025314617","0.0850463581037376","0.105191246959186"
"konfessionslos","2007","66 und älter","Ostdeutschland, neue Bundeslaender","653","0.562008362241946","0.533169896134011","0.590846828349882"
"andere","2007","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","139","0.0383392608185079","0.0319706635806272","0.0447078580563885"
"andere","2007","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2007","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","304","0.0376562299888088","0.0336802674035949","0.0416321925740227"
"andere","2007","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2007","66 und älter","Westdeutschland, alte Bundeslaender","74","0.0246693665387677","0.0193438609826339","0.0299948720949015"
"andere","2007","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2008","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2008","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2008","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2008","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2008","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2008","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2008","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2008","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2008","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2008","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2008","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2008","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2008","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2008","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2008","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2008","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2008","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2008","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2008","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2008","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2008","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2008","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2008","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2008","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2008","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"andere","2008","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2008","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"andere","2008","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2008","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"andere","2008","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2009","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2009","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2009","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2009","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2009","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2009","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2009","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2009","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2009","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2009","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2009","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2009","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
