year,age_gr,migback,hospitalyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2006,30-45 y.,No migration background,Yes,0.08318,429,5213,0.07568,0.09067
2006,30-45 y.,No migration background,No,0.91410,4784,5213,0.90649,0.92171
2006,30-45 y.,Direct migration background,Yes,0.07422,60,785,0.05587,0.09257
2006,30-45 y.,Direct migration background,No,0.92578,725,785,0.90743,0.94413
2006,30-45 y.,Indirect migration background,No,0.91109,247,247,0.87552,0.94666
2006,46-65 y.,No migration background,Yes,0.11310,731,6633,0.10548,0.12072
2006,46-65 y.,No migration background,No,0.88515,5902,6633,0.87748,0.89283
2006,46-65 y.,Direct migration background,Yes,0.13402,98,878,0.11147,0.15657
2006,46-65 y.,Direct migration background,No,0.86172,780,878,0.83888,0.88457
2006,46-65 y.,Indirect migration background,No,0.82077,44,44,0.70613,0.93541
2006,66 and older,No migration background,Yes,0.21538,822,4017,0.20267,0.22810
2006,66 and older,No migration background,No,0.78045,3195,4017,0.76765,0.79325
2006,66 and older,Direct migration background,Yes,0.22228,77,388,0.18086,0.26371
2006,66 and older,Direct migration background,No,0.77517,311,388,0.73358,0.81677
2007,17-29 y.,No migration background,Yes,0.08144,225,2674,0.07107,0.09181
2007,17-29 y.,No migration background,No,0.82903,2449,2674,0.81476,0.84330
2007,17-29 y.,Direct migration background,No,0.86932,239,239,0.82650,0.91214
2007,17-29 y.,Indirect migration background,No,0.83143,414,414,0.79533,0.86754
2007,30-45 y.,No migration background,Yes,0.08461,398,4742,0.07668,0.09253
2007,30-45 y.,No migration background,No,0.91189,4344,4742,0.90382,0.91996
2007,30-45 y.,Direct migration background,Yes,0.07772,56,685,0.05765,0.09778
2007,30-45 y.,Direct migration background,No,0.92015,629,685,0.89984,0.94047
2007,30-45 y.,Indirect migration background,No,0.87999,247,247,0.83938,0.92060
2007,46-65 y.,No migration background,Yes,0.10674,674,6206,0.09906,0.11443
2007,46-65 y.,No migration background,No,0.88933,5532,6206,0.88152,0.89713
2007,46-65 y.,Direct migration background,Yes,0.10803,91,787,0.08633,0.12974
2007,46-65 y.,Direct migration background,No,0.88726,696,787,0.86515,0.90937
2007,46-65 y.,Indirect migration background,No,0.89260,42,42,0.79783,0.98738
2007,66 and older,No migration background,Yes,0.21780,837,3942,0.20491,0.23068
2007,66 and older,No migration background,No,0.77673,3105,3942,0.76373,0.78974
2007,66 and older,Direct migration background,Yes,0.17449,62,374,0.13598,0.21301
2007,66 and older,Direct migration background,No,0.82389,312,374,0.78524,0.86255
2008,17-29 y.,No migration background,Yes,0.06950,186,2485,0.05950,0.07951
2008,17-29 y.,No migration background,No,0.85553,2299,2485,0.84170,0.86936
2008,17-29 y.,Direct migration background,No,0.92245,208,208,0.88601,0.95888
2008,17-29 y.,Indirect migration background,Yes,0.03942,31,429,0.02099,0.05786
2008,17-29 y.,Indirect migration background,No,0.83718,398,429,0.80220,0.87216
2008,30-45 y.,No migration background,Yes,0.07794,337,4291,0.06992,0.08596
2008,30-45 y.,No migration background,No,0.92098,3954,4291,0.91291,0.92906
2008,30-45 y.,Direct migration background,Yes,0.08173,58,604,0.05987,0.10360
2008,30-45 y.,Direct migration background,No,0.91810,546,604,0.89621,0.93999
2008,30-45 y.,Indirect migration background,No,0.90348,241,241,0.86612,0.94084
2008,46-65 y.,No migration background,Yes,0.11175,660,5917,0.10372,0.11977
2008,46-65 y.,No migration background,No,0.88278,5257,5917,0.87458,0.89098
2008,46-65 y.,Direct migration background,Yes,0.09666,72,706,0.07485,0.11847
2008,46-65 y.,Direct migration background,No,0.89958,634,706,0.87739,0.92176
2008,46-65 y.,Indirect migration background,No,0.85878,46,46,0.75702,0.96053
2008,66 and older,No migration background,Yes,0.20149,781,3897,0.18889,0.21408
2008,66 and older,No migration background,No,0.79025,3116,3897,0.77747,0.80304
2008,66 and older,Direct migration background,Yes,0.18334,66,368,0.14375,0.22292
2008,66 and older,Direct migration background,No,0.81666,302,368,0.77708,0.85625
2009,17-29 y.,No migration background,Yes,0.07310,177,2290,0.06243,0.08376
2009,17-29 y.,No migration background,No,0.86134,2113,2290,0.84719,0.87550
2009,17-29 y.,Direct migration background,No,0.86050,160,160,0.80665,0.91436
2009,17-29 y.,Indirect migration background,Yes,0.06766,32,385,0.04254,0.09278
2009,17-29 y.,Indirect migration background,No,0.84446,353,385,0.80822,0.88071
2009,30-45 y.,No migration background,Yes,0.09192,369,3868,0.08281,0.10102
2009,30-45 y.,No migration background,No,0.90539,3499,3868,0.89616,0.91461
2009,30-45 y.,Direct migration background,Yes,0.10237,48,531,0.07656,0.12817
2009,30-45 y.,Direct migration background,No,0.89763,483,531,0.87183,0.92344
2009,30-45 y.,Indirect migration background,No,0.88638,244,244,0.84648,0.92628
2009,46-65 y.,No migration background,Yes,0.11822,681,5645,0.10980,0.12664
2009,46-65 y.,No migration background,No,0.87799,4964,5645,0.86945,0.88653
2009,46-65 y.,Direct migration background,Yes,0.10556,68,617,0.08129,0.12982
2009,46-65 y.,Direct migration background,No,0.88980,549,617,0.86508,0.91453
2009,46-65 y.,Indirect migration background,No,0.84000,41,41,0.72639,0.95361
2009,66 and older,No migration background,Yes,0.22250,807,3810,0.20929,0.23571
2009,66 and older,No migration background,No,0.77382,3003,3810,0.76053,0.78710
2009,66 and older,Direct migration background,Yes,0.16488,67,335,0.12508,0.20467
2009,66 and older,Direct migration background,No,0.83512,268,335,0.79533,0.87492
2010,17-29 y.,No migration background,Yes,0.06797,364,2953,0.05889,0.07705
2010,17-29 y.,No migration background,No,0.87340,2589,2953,0.86141,0.88540
2010,17-29 y.,Direct migration background,Yes,0.08313,83,485,0.05854,0.10773
2010,17-29 y.,Direct migration background,No,0.89092,402,485,0.86314,0.91869
2010,17-29 y.,Indirect migration background,Yes,0.07390,55,473,0.05030,0.09750
2010,17-29 y.,Indirect migration background,No,0.84590,418,473,0.81332,0.87847
2010,30-45 y.,No migration background,Yes,0.08493,833,7068,0.07843,0.09143
2010,30-45 y.,No migration background,No,0.91371,6235,7068,0.90717,0.92026
2010,30-45 y.,Direct migration background,Yes,0.08895,206,1451,0.07430,0.10361
2010,30-45 y.,Direct migration background,No,0.91029,1245,1451,0.89558,0.92500
2010,30-45 y.,Indirect migration background,Yes,0.12322,79,544,0.09557,0.15087
2010,30-45 y.,Indirect migration background,No,0.87678,465,544,0.84913,0.90443
2010,46-65 y.,No migration background,Yes,0.12214,709,6166,0.11397,0.13031
2010,46-65 y.,No migration background,No,0.87633,5457,6166,0.86811,0.88454
2010,46-65 y.,Direct migration background,Yes,0.10852,87,688,0.08527,0.13178
2010,46-65 y.,Direct migration background,No,0.88671,601,688,0.86301,0.91041
2010,46-65 y.,Indirect migration background,No,0.91548,70,70,0.84985,0.98112
2010,66 and older,No migration background,Yes,0.21629,790,3694,0.20301,0.22957
2010,66 and older,No migration background,No,0.78132,2904,3694,0.76799,0.79465
2010,66 and older,Direct migration background,Yes,0.18701,55,316,0.14395,0.23007
2010,66 and older,Direct migration background,No,0.81299,261,316,0.76993,0.85605
2011,17-29 y.,No migration background,Yes,0.08118,343,3208,0.07173,0.09063
2011,17-29 y.,No migration background,No,0.84705,2865,3208,0.83459,0.85951
2011,17-29 y.,Direct migration background,Yes,0.09585,78,437,0.06822,0.12349
2011,17-29 y.,Direct migration background,No,0.87087,359,437,0.83939,0.90235
2011,17-29 y.,Indirect migration background,Yes,0.07253,57,527,0.05036,0.09469
2011,17-29 y.,Indirect migration background,No,0.82289,470,527,0.79026,0.85552
2011,30-45 y.,No migration background,Yes,0.10185,923,7827,0.09515,0.10855
2011,30-45 y.,No migration background,No,0.89795,6904,7827,0.89124,0.90465
2011,30-45 y.,Direct migration background,Yes,0.10737,213,1494,0.09167,0.12308
2011,30-45 y.,Direct migration background,No,0.89263,1281,1494,0.87692,0.90833
2011,30-45 y.,Indirect migration background,Yes,0.09597,66,607,0.07252,0.11942
2011,30-45 y.,Indirect migration background,No,0.90403,541,607,0.88058,0.92748
2011,46-65 y.,No migration background,Yes,0.12682,1006,8055,0.11955,0.13409
2011,46-65 y.,No migration background,No,0.87267,7049,8055,0.86539,0.87995
2011,46-65 y.,Direct migration background,Yes,0.12049,120,947,0.09975,0.14124
2011,46-65 y.,Direct migration background,No,0.87648,827,947,0.85551,0.89745
2011,46-65 y.,Indirect migration background,No,0.93999,106,106,0.89456,0.98542
2011,66 and older,No migration background,Yes,0.21922,1002,4710,0.20741,0.23104
2011,66 and older,No migration background,No,0.77828,3708,4710,0.76642,0.79015
2011,66 and older,Direct migration background,Yes,0.18113,81,419,0.14421,0.21805
2011,66 and older,Direct migration background,No,0.81540,338,419,0.77821,0.85260
2012,17-29 y.,No migration background,Yes,0.08341,313,3084,0.07365,0.09317
2012,17-29 y.,No migration background,No,0.84537,2771,3084,0.83260,0.85813
2012,17-29 y.,Direct migration background,Yes,0.09761,47,385,0.06792,0.12729
2012,17-29 y.,Direct migration background,No,0.86957,338,385,0.83588,0.90325
2012,17-29 y.,Indirect migration background,Yes,0.12997,65,500,0.10046,0.15947
2012,17-29 y.,Indirect migration background,No,0.76021,435,500,0.72275,0.79767
2012,30-45 y.,No migration background,Yes,0.09688,749,7096,0.08999,0.10376
2012,30-45 y.,No migration background,No,0.90130,6347,7096,0.89436,0.90824
2012,30-45 y.,Direct migration background,Yes,0.09952,154,1395,0.08381,0.11524
2012,30-45 y.,Direct migration background,No,0.89739,1241,1395,0.88146,0.91332
2012,30-45 y.,Indirect migration background,Yes,0.11648,66,571,0.09015,0.14282
2012,30-45 y.,Indirect migration background,No,0.88273,505,571,0.85631,0.90914
2012,46-65 y.,No migration background,Yes,0.13177,1047,8287,0.12448,0.13905
2012,46-65 y.,No migration background,No,0.86365,7240,8287,0.85626,0.87104
2012,46-65 y.,Direct migration background,Yes,0.12634,122,930,0.10497,0.14770
2012,46-65 y.,Direct migration background,No,0.87322,808,930,0.85182,0.89461
2012,46-65 y.,Indirect migration background,No,0.84737,119,119,0.78248,0.91226
2012,66 and older,No migration background,Yes,0.22388,1050,4773,0.21205,0.23570
2012,66 and older,No migration background,No,0.77349,3723,4773,0.76162,0.78537
2012,66 and older,Direct migration background,Yes,0.19352,89,415,0.15546,0.23157
2012,66 and older,Direct migration background,No,0.80424,326,415,0.76601,0.84246
2013,17-29 y.,No migration background,Yes,0.08900,320,2849,0.07854,0.09946
2013,17-29 y.,No migration background,No,0.81963,2529,2849,0.80551,0.83376
2013,17-29 y.,Direct migration background,Yes,0.03557,38,299,0.01454,0.05660
2013,17-29 y.,Direct migration background,No,0.33680,261,299,0.28314,0.39046
2013,17-29 y.,Indirect migration background,Yes,0.04447,49,486,0.02613,0.06282
2013,17-29 y.,Indirect migration background,No,0.40892,437,486,0.36516,0.45267
2013,30-45 y.,No migration background,Yes,0.11001,693,6297,0.10228,0.11774
2013,30-45 y.,No migration background,No,0.87492,5604,6297,0.86674,0.88309
2013,30-45 y.,Direct migration background,Yes,0.05101,134,1237,0.03874,0.06327
2013,30-45 y.,Direct migration background,No,0.38011,1103,1237,0.35305,0.40717
2013,30-45 y.,Indirect migration background,Yes,0.07542,56,513,0.05255,0.09830
2013,30-45 y.,Indirect migration background,No,0.55780,457,513,0.51478,0.60082
2013,46-65 y.,No migration background,Yes,0.12797,972,8001,0.12065,0.13529
2013,46-65 y.,No migration background,No,0.86587,7029,8001,0.85840,0.87334
2013,46-65 y.,Direct migration background,Yes,0.07720,102,877,0.05952,0.09487
2013,46-65 y.,Direct migration background,No,0.58708,775,877,0.55448,0.61969
2013,46-65 y.,Indirect migration background,No,0.83435,125,125,0.76892,0.89979
2013,66 and older,No migration background,Yes,0.22340,983,4564,0.21131,0.23548
2013,66 and older,No migration background,No,0.77371,3581,4564,0.76157,0.78585
2013,66 and older,Direct migration background,Yes,0.20102,79,383,0.16083,0.24121
2013,66 and older,Direct migration background,No,0.73881,304,383,0.69475,0.78286
2014,17-29 y.,No migration background,Yes,0.08074,254,2659,0.07038,0.09109
2014,17-29 y.,No migration background,No,0.84761,2405,2659,0.83395,0.86127
2014,17-29 y.,Direct migration background,Yes,0.13895,113,791,0.11483,0.16307
2014,17-29 y.,Direct migration background,No,0.83081,678,791,0.80466,0.85695
2014,17-29 y.,Indirect migration background,Yes,0.11241,114,834,0.09096,0.13386
2014,17-29 y.,Indirect migration background,No,0.78907,720,834,0.76137,0.81678
2014,30-45 y.,No migration background,Yes,0.10122,550,5423,0.09319,0.10925
2014,30-45 y.,No migration background,No,0.89793,4873,5423,0.88987,0.90599
2014,30-45 y.,Direct migration background,Yes,0.10853,298,2385,0.09604,0.12102
2014,30-45 y.,Direct migration background,No,0.89051,2087,2385,0.87798,0.90305
2014,30-45 y.,Indirect migration background,Yes,0.07736,72,701,0.05757,0.09716
2014,30-45 y.,Indirect migration background,No,0.92155,629,701,0.90163,0.94147
2014,46-65 y.,No migration background,Yes,0.12846,876,7525,0.12090,0.13602
2014,46-65 y.,No migration background,No,0.86808,6649,7525,0.86043,0.87573
2014,46-65 y.,Direct migration background,Yes,0.15356,243,1596,0.13587,0.17125
2014,46-65 y.,Direct migration background,No,0.84625,1353,1596,0.82855,0.86395
2014,46-65 y.,Indirect migration background,No,0.77397,149,149,0.70659,0.84136
2014,66 and older,No migration background,Yes,0.20687,925,4488,0.19501,0.21872
2014,66 and older,No migration background,No,0.78651,3563,4488,0.77452,0.79850
2014,66 and older,Direct migration background,Yes,0.16889,79,447,0.13412,0.20366
2014,66 and older,Direct migration background,No,0.83111,368,447,0.79634,0.86588
2015,17-29 y.,No migration background,Yes,0.08897,239,2555,0.07793,0.10002
2015,17-29 y.,No migration background,No,0.82977,2316,2555,0.81519,0.84434
2015,17-29 y.,Direct migration background,Yes,0.07905,84,586,0.05718,0.10091
2015,17-29 y.,Direct migration background,No,0.58136,502,586,0.54138,0.62134
2015,17-29 y.,Indirect migration background,Yes,0.09510,96,768,0.07434,0.11586
2015,17-29 y.,Indirect migration background,No,0.81357,672,768,0.78601,0.84113
2015,30-45 y.,No migration background,Yes,0.09130,480,4769,0.08313,0.09948
2015,30-45 y.,No migration background,No,0.90044,4289,4769,0.89194,0.90894
2015,30-45 y.,Direct migration background,Yes,0.09161,238,1967,0.07886,0.10437
2015,30-45 y.,Direct migration background,No,0.72720,1729,1967,0.70751,0.74689
2015,30-45 y.,Indirect migration background,Yes,0.11556,65,610,0.09017,0.14095
2015,30-45 y.,Indirect migration background,No,0.85379,545,610,0.82573,0.88185
2015,46-65 y.,No migration background,Yes,0.12267,836,7268,0.11513,0.13021
2015,46-65 y.,No migration background,No,0.87446,6432,7268,0.86684,0.88207
2015,46-65 y.,Direct migration background,Yes,0.14412,197,1424,0.12587,0.16237
2015,46-65 y.,Direct migration background,No,0.80329,1227,1424,0.78264,0.82394
2015,46-65 y.,Indirect migration background,No,0.89587,152,152,0.84716,0.94459
2015,66 and older,No migration background,Yes,0.22877,984,4438,0.21641,0.24113
2015,66 and older,No migration background,No,0.76667,3454,4438,0.75422,0.77911
2015,66 and older,Direct migration background,Yes,0.13912,76,429,0.10633,0.17190
2015,66 and older,Direct migration background,No,0.84870,353,429,0.81475,0.88265
2016,17-29 y.,No migration background,Yes,0.08208,213,2357,0.07100,0.09317
2016,17-29 y.,No migration background,No,0.83679,2144,2357,0.82186,0.85171
2016,17-29 y.,Direct migration background,Yes,0.09216,95,719,0.07101,0.11332
2016,17-29 y.,Direct migration background,No,0.72231,624,719,0.68955,0.75506
2016,17-29 y.,Indirect migration background,Yes,0.10095,86,713,0.07882,0.12308
2016,17-29 y.,Indirect migration background,No,0.79285,627,713,0.76308,0.82261
2016,30-45 y.,No migration background,Yes,0.10359,454,4244,0.09442,0.11276
2016,30-45 y.,No migration background,No,0.89391,3790,4244,0.88465,0.90318
2016,30-45 y.,Direct migration background,Yes,0.10161,280,2225,0.08905,0.11417
2016,30-45 y.,Direct migration background,No,0.83847,1945,2225,0.82317,0.85376
2016,30-45 y.,Indirect migration background,Yes,0.09755,75,570,0.07317,0.12193
2016,30-45 y.,Indirect migration background,No,0.89527,495,570,0.87011,0.92043
2016,46-65 y.,No migration background,Yes,0.11771,780,6875,0.11009,0.12533
2016,46-65 y.,No migration background,No,0.88056,6095,6875,0.87289,0.88823
2016,46-65 y.,Direct migration background,Yes,0.12977,212,1524,0.11290,0.14665
2016,46-65 y.,Direct migration background,No,0.85735,1312,1524,0.83979,0.87491
2016,46-65 y.,Indirect migration background,No,0.92523,167,167,0.88522,0.96524
2016,66 and older,No migration background,Yes,0.21988,898,4296,0.20750,0.23227
2016,66 and older,No migration background,No,0.77973,3398,4296,0.76734,0.79213
2016,66 and older,Direct migration background,Yes,0.14763,73,408,0.11316,0.18209
2016,66 and older,Direct migration background,No,0.84732,335,408,0.81238,0.88227
2017,17-29 y.,No migration background,Yes,0.08017,273,2915,0.07031,0.09003
2017,17-29 y.,No migration background,No,0.84092,2642,2915,0.82764,0.85420
2017,17-29 y.,Direct migration background,Yes,0.09618,72,581,0.07219,0.12018
2017,17-29 y.,Direct migration background,No,0.65040,509,581,0.61159,0.68921
2017,17-29 y.,Indirect migration background,Yes,0.08949,86,780,0.06944,0.10953
2017,17-29 y.,Indirect migration background,No,0.81053,694,780,0.78301,0.83805
2017,30-45 y.,No migration background,Yes,0.09405,469,4545,0.08556,0.10254
2017,30-45 y.,No migration background,No,0.90155,4076,4545,0.89288,0.91021
2017,30-45 y.,Direct migration background,Yes,0.11150,233,2070,0.09794,0.12506
2017,30-45 y.,Direct migration background,No,0.82604,1837,2070,0.80971,0.84238
2017,30-45 y.,Indirect migration background,Yes,0.14352,76,591,0.11523,0.17181
2017,30-45 y.,Indirect migration background,No,0.85556,515,591,0.82719,0.88392
2017,46-65 y.,No migration background,Yes,0.12482,963,8140,0.11764,0.13200
2017,46-65 y.,No migration background,No,0.87303,7177,8140,0.86579,0.88026
2017,46-65 y.,Direct migration background,Yes,0.16387,236,1583,0.14563,0.18211
2017,46-65 y.,Direct migration background,No,0.81482,1347,1583,0.79568,0.83396
2017,46-65 y.,Indirect migration background,Yes,0.13141,31,225,0.08717,0.17566
2017,46-65 y.,Indirect migration background,No,0.86859,194,225,0.82434,0.91283
2017,66 and older,No migration background,Yes,0.22940,1030,4498,0.21711,0.24169
2017,66 and older,No migration background,No,0.76906,3468,4498,0.75674,0.78138
2017,66 and older,Direct migration background,Yes,0.19159,87,438,0.15469,0.22848
2017,66 and older,Direct migration background,No,0.80188,351,438,0.76451,0.83925
2018,17-29 y.,No migration background,Yes,0.09142,266,2897,0.08092,0.10192
2018,17-29 y.,No migration background,No,0.83623,2631,2897,0.82275,0.84971
2018,17-29 y.,Direct migration background,Yes,0.08965,74,528,0.06526,0.11404
2018,17-29 y.,Direct migration background,No,0.64245,454,528,0.60153,0.68338
2018,17-29 y.,Indirect migration background,Yes,0.08893,83,802,0.06922,0.10865
2018,17-29 y.,Indirect migration background,No,0.83360,719,802,0.80781,0.85940
2018,30-45 y.,No migration background,Yes,0.10846,471,4206,0.09906,0.11785
2018,30-45 y.,No migration background,No,0.88603,3735,4206,0.87643,0.89564
2018,30-45 y.,Direct migration background,Yes,0.10043,211,1933,0.08703,0.11384
2018,30-45 y.,Direct migration background,No,0.83783,1722,1933,0.82140,0.85427
2018,30-45 y.,Indirect migration background,Yes,0.14434,77,558,0.11515,0.17352
2018,30-45 y.,Indirect migration background,No,0.84782,481,558,0.81798,0.87765
2018,46-65 y.,No migration background,Yes,0.12496,934,7802,0.11762,0.13230
2018,46-65 y.,No migration background,No,0.87378,6868,7802,0.86641,0.88115
2018,46-65 y.,Direct migration background,Yes,0.13061,224,1581,0.11399,0.14722
2018,46-65 y.,Direct migration background,No,0.85278,1357,1581,0.83531,0.87025
2018,46-65 y.,Indirect migration background,Yes,0.14934,31,237,0.10387,0.19482
2018,46-65 y.,Indirect migration background,No,0.85004,206,237,0.80449,0.89560
2018,66 and older,No migration background,Yes,0.21805,962,4502,0.20598,0.23011
2018,66 and older,No migration background,No,0.77799,3540,4502,0.76584,0.79013
2018,66 and older,Direct migration background,Yes,0.17825,84,453,0.14296,0.21353
2018,66 and older,Direct migration background,No,0.81184,369,453,0.77580,0.84787
2019,17-29 y.,No migration background,Yes,0.08572,244,2704,0.07516,0.09627
2019,17-29 y.,No migration background,No,0.83016,2460,2704,0.81601,0.84432
2019,17-29 y.,Direct migration background,Yes,0.07696,56,418,0.05138,0.10254
2019,17-29 y.,Direct migration background,No,0.69408,362,418,0.64986,0.73831
2019,17-29 y.,Indirect migration background,Yes,0.11094,79,702,0.08769,0.13419
2019,17-29 y.,Indirect migration background,No,0.80075,623,702,0.77118,0.83032
2019,30-45 y.,No migration background,Yes,0.09934,428,4135,0.09022,0.10846
2019,30-45 y.,No migration background,No,0.89940,3707,4135,0.89023,0.90857
2019,30-45 y.,Direct migration background,Yes,0.09724,175,1594,0.08269,0.11179
2019,30-45 y.,Direct migration background,No,0.84101,1419,1594,0.82305,0.85897
2019,30-45 y.,Indirect migration background,Yes,0.11942,71,550,0.09230,0.14655
2019,30-45 y.,Indirect migration background,No,0.87947,479,550,0.85224,0.90671
2019,46-65 y.,No migration background,Yes,0.13701,1081,8616,0.12975,0.14427
2019,46-65 y.,No migration background,No,0.86209,7535,8616,0.85480,0.86937
2019,46-65 y.,Direct migration background,Yes,0.12513,213,1503,0.10839,0.14186
2019,46-65 y.,Direct migration background,No,0.85097,1290,1503,0.83296,0.86898
2019,46-65 y.,Indirect migration background,Yes,0.12386,33,288,0.08574,0.16197
2019,46-65 y.,Indirect migration background,No,0.87539,255,288,0.83718,0.91360
2019,66 and older,No migration background,Yes,0.21541,976,4699,0.20365,0.22716
2019,66 and older,No migration background,No,0.78189,3723,4699,0.77008,0.79370
2019,66 and older,Direct migration background,Yes,0.16215,82,439,0.12763,0.19667
2019,66 and older,Direct migration background,No,0.83400,357,439,0.79915,0.86884
2020,17-29 y.,No migration background,Yes,0.07987,243,2545,0.06934,0.09041
2020,17-29 y.,No migration background,No,0.84054,2302,2545,0.82631,0.85476
2020,17-29 y.,Direct migration background,Yes,0.11173,179,1812,0.09722,0.12624
2020,17-29 y.,Direct migration background,No,0.78210,1633,1812,0.76309,0.80112
2020,17-29 y.,Indirect migration background,Yes,0.11324,64,704,0.08981,0.13666
2020,17-29 y.,Indirect migration background,No,0.81083,640,704,0.78188,0.83978
2020,30-45 y.,No migration background,Yes,0.11544,406,3696,0.10514,0.12574
2020,30-45 y.,No migration background,No,0.88392,3290,3696,0.87359,0.89425
2020,30-45 y.,Direct migration background,Yes,0.09714,417,3795,0.08771,0.10656
2020,30-45 y.,Direct migration background,No,0.87213,3378,3795,0.86150,0.88276
2020,30-45 y.,Indirect migration background,Yes,0.10907,63,532,0.08256,0.13559
2020,30-45 y.,Indirect migration background,No,0.89053,469,532,0.86398,0.91709
2020,46-65 y.,No migration background,Yes,0.13651,973,7902,0.12894,0.14408
2020,46-65 y.,No migration background,No,0.86244,6929,7902,0.85484,0.87003
2020,46-65 y.,Direct migration background,Yes,0.12368,309,2211,0.10996,0.13741
2020,46-65 y.,Direct migration background,No,0.86960,1902,2211,0.85556,0.88364
2020,46-65 y.,Indirect migration background,No,0.89867,240,240,0.86041,0.93693
2020,66 and older,No migration background,Yes,0.21682,902,4401,0.20465,0.22900
2020,66 and older,No migration background,No,0.77949,3499,4401,0.76724,0.79174
2020,66 and older,Direct migration background,Yes,0.16035,87,463,0.12689,0.19381
2020,66 and older,Direct migration background,No,0.83668,376,463,0.80298,0.87039
2021,17-29 y.,No migration background,Yes,0.06759,143,1773,0.05590,0.07928
2021,17-29 y.,No migration background,No,0.85926,1630,1773,0.84307,0.87545
2021,17-29 y.,Direct migration background,Yes,0.10975,62,519,0.08283,0.13666
2021,17-29 y.,Direct migration background,No,0.60618,457,519,0.56411,0.64826
2021,17-29 y.,Indirect migration background,Yes,0.07761,32,401,0.05139,0.10383
2021,17-29 y.,Indirect migration background,No,0.86345,369,401,0.82980,0.89710
2021,30-45 y.,No migration background,Yes,0.09450,232,2612,0.08328,0.10572
2021,30-45 y.,No migration background,No,0.90539,2380,2612,0.89417,0.91662
2021,30-45 y.,Direct migration background,Yes,0.05593,109,1220,0.04303,0.06883
2021,30-45 y.,Direct migration background,No,0.84815,1111,1220,0.82800,0.86830
2021,30-45 y.,Indirect migration background,Yes,0.12596,34,315,0.08926,0.16266
2021,30-45 y.,Indirect migration background,No,0.87404,281,315,0.83734,0.91074
2021,46-65 y.,No migration background,Yes,0.12297,621,5586,0.11436,0.13159
2021,46-65 y.,No migration background,No,0.87253,4965,5586,0.86378,0.88127
2021,46-65 y.,Direct migration background,Yes,0.10032,107,1001,0.08170,0.11894
2021,46-65 y.,Direct migration background,No,0.87428,894,1001,0.85374,0.89483
2021,46-65 y.,Indirect migration background,No,0.89813,176,176,0.85331,0.94294
2021,66 and older,No migration background,Yes,0.19686,643,3217,0.18312,0.21060
2021,66 and older,No migration background,No,0.79745,2574,3217,0.78355,0.81134
2021,66 and older,Direct migration background,Yes,0.18664,65,298,0.14233,0.23095
2021,66 and older,Direct migration background,No,0.80648,233,298,0.76155,0.85141
