year,bula_h,hospitalyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,Brandenburg,No,0.69264,797,936,0.66307,0.72222
2016,Mecklenburg-Western Pomerania,Yes,0.11769,73,516,0.08986,0.14552
2016,Mecklenburg-Western Pomerania,No,0.71029,443,516,0.67111,0.74947
2016,Saxony,Yes,0.09018,180,1444,0.07540,0.10496
2016,Saxony,No,0.76102,1264,1444,0.73902,0.78302
2016,Saxony-Anhalt,Yes,0.11442,110,832,0.09278,0.13607
2016,Saxony-Anhalt,No,0.72939,722,832,0.69919,0.75960
2016,Thuringa,Yes,0.13217,137,898,0.11001,0.15433
2016,Thuringa,No,0.71002,761,898,0.68032,0.73971
2017,Schleswig-Holstein,Yes,0.11826,139,943,0.09764,0.13889
2017,Schleswig-Holstein,No,0.69579,804,943,0.66641,0.72517
2017,Hamburg,Yes,0.11542,64,464,0.08631,0.14452
2017,Hamburg,No,0.70382,400,464,0.66223,0.74541
2017,Lower Saxony,Yes,0.12018,348,2681,0.10787,0.13249
2017,Lower Saxony,No,0.71175,2333,2681,0.69461,0.72890
2017,Bremen,No,0.69559,196,196,0.63100,0.76018
2017,North Rhine-Westphalia,Yes,0.12149,774,5481,0.11284,0.13014
2017,North Rhine-Westphalia,No,0.70703,4707,5481,0.69498,0.71908
2017,Hesse,Yes,0.11458,239,1770,0.09974,0.12942
2017,Hesse,No,0.70183,1531,1770,0.68051,0.72315
2017,"Rhineland-Palatinate, Saarland",Yes,0.12548,218,1514,0.10879,0.14217
2017,"Rhineland-Palatinate, Saarland",No,0.69786,1296,1514,0.67472,0.72099
2017,Baden-Wuerttemberg,Yes,0.10734,342,3002,0.09626,0.11841
2017,Baden-Wuerttemberg,No,0.71779,2660,3002,0.70169,0.73390
2017,Bavaria,Yes,0.11846,561,4174,0.10865,0.12826
2017,Bavaria,No,0.71242,3613,4174,0.69869,0.72615
2017,Berlin,Yes,0.10915,125,986,0.08967,0.12862
2017,Berlin,No,0.74552,861,986,0.71832,0.77272
2017,Brandenburg,Yes,0.15346,169,1031,0.13145,0.17547
2017,Brandenburg,No,0.66927,862,1031,0.64054,0.69801
2017,Mecklenburg-Western Pomerania,Yes,0.12065,86,572,0.09393,0.14736
2017,Mecklenburg-Western Pomerania,No,0.70087,486,572,0.66332,0.73843
2017,Saxony,Yes,0.10149,199,1650,0.08692,0.11607
2017,Saxony,No,0.74445,1451,1650,0.72340,0.76551
2017,Saxony-Anhalt,Yes,0.15580,145,921,0.13236,0.17923
2017,Saxony-Anhalt,No,0.68253,776,921,0.65245,0.71261
2017,Thuringa,Yes,0.08818,127,976,0.07038,0.10598
2017,Thuringa,No,0.76208,849,976,0.73535,0.78881
2018,Schleswig-Holstein,Yes,0.10831,130,921,0.08822,0.12839
2018,Schleswig-Holstein,No,0.70549,791,921,0.67604,0.73495
2018,Hamburg,Yes,0.11742,67,483,0.08868,0.14616
2018,Hamburg,No,0.70613,416,483,0.66546,0.74680
2018,Lower Saxony,Yes,0.10520,301,2525,0.09323,0.11716
2018,Lower Saxony,No,0.73029,2224,2525,0.71298,0.74761
2018,Bremen,No,0.68542,197,197,0.62041,0.75043
2018,North Rhine-Westphalia,Yes,0.12663,746,5392,0.11775,0.13551
2018,North Rhine-Westphalia,No,0.71435,4646,5392,0.70229,0.72641
2018,Hesse,Yes,0.10517,194,1693,0.09055,0.11979
2018,Hesse,No,0.72580,1499,1693,0.70455,0.74706
2018,"Rhineland-Palatinate, Saarland",Yes,0.13684,218,1471,0.11927,0.15441
2018,"Rhineland-Palatinate, Saarland",No,0.68163,1253,1471,0.65781,0.70544
2018,Baden-Wuerttemberg,Yes,0.10742,327,2774,0.09590,0.11895
2018,Baden-Wuerttemberg,No,0.71842,2447,2774,0.70168,0.73516
2018,Bavaria,Yes,0.10921,530,3965,0.09950,0.11892
2018,Bavaria,No,0.72749,3435,3965,0.71362,0.74135
2018,Berlin,Yes,0.12112,133,993,0.10082,0.14143
2018,Berlin,No,0.72078,860,993,0.69286,0.74870
2018,Brandenburg,Yes,0.13839,173,1027,0.11726,0.15951
2018,Brandenburg,No,0.67462,854,1027,0.64595,0.70329
2018,Mecklenburg-Western Pomerania,Yes,0.14343,97,594,0.11522,0.17165
2018,Mecklenburg-Western Pomerania,No,0.68491,497,594,0.64752,0.72230
2018,Saxony,Yes,0.10166,196,1612,0.08690,0.11642
2018,Saxony,No,0.74312,1416,1612,0.72179,0.76446
2018,Saxony-Anhalt,Yes,0.14051,140,912,0.11794,0.16308
2018,Saxony-Anhalt,No,0.69341,772,912,0.66347,0.72336
2018,Thuringa,Yes,0.14668,140,933,0.12397,0.16939
2018,Thuringa,No,0.68642,793,933,0.65663,0.71620
2019,Schleswig-Holstein,Yes,0.13195,136,951,0.11043,0.15347
2019,Schleswig-Holstein,No,0.65915,815,951,0.62901,0.68930
2019,Hamburg,Yes,0.10658,68,529,0.08026,0.13290
2019,Hamburg,No,0.71100,461,529,0.67234,0.74967
2019,Lower Saxony,Yes,0.11138,324,2489,0.09902,0.12374
2019,Lower Saxony,No,0.71876,2165,2489,0.70109,0.73643
2019,Bremen,No,0.74243,199,199,0.68152,0.80334
2019,North Rhine-Westphalia,Yes,0.12151,753,5396,0.11279,0.13023
2019,North Rhine-Westphalia,No,0.71346,4643,5396,0.70139,0.72552
2019,Hesse,Yes,0.10721,212,1710,0.09254,0.12188
2019,Hesse,No,0.72251,1498,1710,0.70128,0.74374
2019,"Rhineland-Palatinate, Saarland",Yes,0.12820,205,1464,0.11107,0.14534
2019,"Rhineland-Palatinate, Saarland",No,0.70683,1259,1464,0.68351,0.73016
2019,Baden-Wuerttemberg,Yes,0.09912,332,2792,0.08804,0.11021
2019,Baden-Wuerttemberg,No,0.71657,2460,2792,0.69985,0.73329
2019,Bavaria,Yes,0.12027,545,3941,0.11011,0.13042
2019,Bavaria,No,0.70617,3396,3941,0.69195,0.72040
2019,Berlin,Yes,0.13102,153,1026,0.11036,0.15168
2019,Berlin,No,0.71366,873,1026,0.68598,0.74133
2019,Brandenburg,Yes,0.10164,159,1110,0.08385,0.11942
2019,Brandenburg,No,0.70510,951,1110,0.67826,0.73193
2019,Mecklenburg-Western Pomerania,Yes,0.16570,90,609,0.13615,0.19526
2019,Mecklenburg-Western Pomerania,No,0.66232,519,609,0.62473,0.69991
2019,Saxony,Yes,0.11591,206,1630,0.10036,0.13145
2019,Saxony,No,0.73542,1424,1630,0.71400,0.75684
2019,Saxony-Anhalt,Yes,0.10411,110,889,0.08402,0.12419
2019,Saxony-Anhalt,No,0.74020,779,889,0.71136,0.76905
2019,Thuringa,Yes,0.12324,129,921,0.10200,0.14448
2019,Thuringa,No,0.72613,792,921,0.69732,0.75495
2020,Schleswig-Holstein,Yes,0.12141,128,1030,0.10145,0.14137
2020,Schleswig-Holstein,No,0.67127,902,1030,0.64257,0.69997
2020,Hamburg,Yes,0.11400,75,578,0.08807,0.13993
2020,Hamburg,No,0.71612,503,578,0.67933,0.75291
2020,Lower Saxony,Yes,0.11334,334,2792,0.10157,0.12510
2020,Lower Saxony,No,0.71818,2458,2792,0.70149,0.73488
2020,Bremen,No,0.79402,241,241,0.74285,0.84519
2020,North Rhine-Westphalia,Yes,0.13689,871,6148,0.12830,0.14548
2020,North Rhine-Westphalia,No,0.70224,5277,6148,0.69081,0.71367
2020,Hesse,Yes,0.10075,248,2031,0.08766,0.11385
2020,Hesse,No,0.73050,1783,2031,0.71119,0.74980
2020,"Rhineland-Palatinate, Saarland",Yes,0.13746,212,1516,0.12012,0.15480
2020,"Rhineland-Palatinate, Saarland",No,0.70143,1304,1516,0.67839,0.72447
2020,Baden-Wuerttemberg,Yes,0.10341,369,3156,0.09279,0.11404
2020,Baden-Wuerttemberg,No,0.71569,2787,3156,0.69995,0.73143
2020,Bavaria,Yes,0.11365,583,4336,0.10420,0.12310
2020,Bavaria,No,0.71012,3753,4336,0.69662,0.72363
2020,Berlin,Yes,0.12487,159,1270,0.10668,0.14306
2020,Berlin,No,0.72386,1111,1270,0.69926,0.74846
2020,Brandenburg,Yes,0.11292,168,1145,0.09458,0.13126
2020,Brandenburg,No,0.72403,977,1145,0.69812,0.74993
2020,Mecklenburg-Western Pomerania,Yes,0.12869,68,533,0.10024,0.15715
2020,Mecklenburg-Western Pomerania,No,0.70893,465,533,0.67032,0.74753
2020,Saxony,Yes,0.10817,190,1638,0.09312,0.12322
2020,Saxony,No,0.73668,1448,1638,0.71534,0.75801
2020,Saxony-Anhalt,Yes,0.11536,123,949,0.09502,0.13570
2020,Saxony-Anhalt,No,0.71938,826,949,0.69078,0.74798
2020,Thuringa,Yes,0.12560,117,969,0.10472,0.14647
2020,Thuringa,No,0.71894,852,969,0.69062,0.74725
2021,Schleswig-Holstein,Yes,0.08319,83,708,0.06283,0.10355
2021,Schleswig-Holstein,No,0.68105,625,708,0.64669,0.71540
2021,Hamburg,Yes,0.08852,38,395,0.06047,0.11657
2021,Hamburg,No,0.75809,357,395,0.71581,0.80038
2021,Lower Saxony,Yes,0.09247,171,1673,0.07859,0.10636
2021,Lower Saxony,No,0.72140,1502,1673,0.69991,0.74289
2021,Bremen,No,0.83011,113,113,0.76056,0.89966
2021,North Rhine-Westphalia,Yes,0.11322,471,3572,0.10283,0.12361
2021,North Rhine-Westphalia,No,0.70292,3101,3572,0.68793,0.71791
2021,Hesse,Yes,0.10574,139,1079,0.08739,0.12410
2021,Hesse,No,0.72955,940,1079,0.70303,0.75606
2021,"Rhineland-Palatinate, Saarland",Yes,0.12565,102,871,0.10363,0.14768
2021,"Rhineland-Palatinate, Saarland",No,0.71427,769,871,0.68426,0.74429
2021,Baden-Wuerttemberg,Yes,0.09542,214,1957,0.08240,0.10843
2021,Baden-Wuerttemberg,No,0.71865,1743,1957,0.69872,0.73858
2021,Bavaria,Yes,0.10664,351,2676,0.09495,0.11834
2021,Bavaria,No,0.70909,2325,2676,0.69188,0.72630
2021,Berlin,Yes,0.10407,92,787,0.08273,0.12542
2021,Berlin,No,0.71062,695,787,0.67891,0.74232
2021,Brandenburg,Yes,0.10489,96,659,0.08147,0.12830
2021,Brandenburg,No,0.71140,563,659,0.67678,0.74602
2021,Mecklenburg-Western Pomerania,Yes,0.10018,39,394,0.07050,0.12986
2021,Mecklenburg-Western Pomerania,No,0.75507,355,394,0.71255,0.79759
2021,Saxony,Yes,0.09435,125,1115,0.07718,0.11151
2021,Saxony,No,0.74570,990,1115,0.72013,0.77127
2021,Saxony-Anhalt,Yes,0.10865,72,559,0.08283,0.13447
2021,Saxony-Anhalt,No,0.73753,487,559,0.70103,0.77404
2021,Thuringa,Yes,0.09265,70,595,0.06934,0.11597
2021,Thuringa,No,0.72512,525,595,0.68922,0.76103
