year,age_gr,bula_h,hospitalyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,30-45 y.,Baden-Wuerttemberg,Yes,0.09000,73,644,0.06788,0.11212
1985,30-45 y.,Baden-Wuerttemberg,No,0.91000,571,644,0.88788,0.93212
1985,30-45 y.,Bavaria,Yes,0.11397,66,602,0.08856,0.13937
1985,30-45 y.,Bavaria,No,0.87907,536,602,0.85300,0.90514
1985,30-45 y.,Berlin,No,0.93355,110,110,0.88679,0.98031
1985,46-65 y.,Schleswig-Holstein,No,0.88181,87,87,0.81358,0.95004
1985,46-65 y.,Hamburg,No,0.85572,64,64,0.76895,0.94249
1985,46-65 y.,Lower Saxony,Yes,0.10473,36,327,0.07149,0.13797
1985,46-65 y.,Lower Saxony,No,0.89527,291,327,0.86203,0.92851
1985,46-65 y.,North Rhine-Westphalia,Yes,0.12199,107,859,0.10009,0.14389
1985,46-65 y.,North Rhine-Westphalia,No,0.87663,752,859,0.85463,0.89864
1985,46-65 y.,Hesse,Yes,0.08920,36,369,0.06008,0.11832
1985,46-65 y.,Hesse,No,0.91080,333,369,0.88168,0.93992
1985,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.90927,241,241,0.87293,0.94561
1985,46-65 y.,Baden-Wuerttemberg,Yes,0.10400,73,602,0.07960,0.12841
1985,46-65 y.,Baden-Wuerttemberg,No,0.89600,529,602,0.87159,0.92040
1985,46-65 y.,Bavaria,Yes,0.12589,69,560,0.09839,0.15339
1985,46-65 y.,Bavaria,No,0.87387,491,560,0.84635,0.90139
1985,46-65 y.,Berlin,No,0.90932,103,103,0.85359,0.96505
1985,66 and older,Schleswig-Holstein,No,0.82065,33,33,0.68772,0.95358
1985,66 and older,Hamburg,No,0.88635,39,39,0.78544,0.98726
1985,66 and older,Lower Saxony,No,0.78239,101,101,0.70152,0.86326
1985,66 and older,North Rhine-Westphalia,Yes,0.14430,37,244,0.10012,0.18849
1985,66 and older,North Rhine-Westphalia,No,0.84360,207,244,0.79793,0.88927
1985,66 and older,Hesse,No,0.85690,81,81,0.78016,0.93363
1985,66 and older,"Rhineland-Palatinate, Saarland",No,0.78663,76,76,0.69391,0.87935
1985,66 and older,Baden-Wuerttemberg,No,0.86173,157,157,0.80756,0.91590
1985,66 and older,Bavaria,No,0.85519,177,177,0.80320,0.90718
1985,66 and older,Berlin,No,0.84078,32,32,0.71199,0.96958
1986,17-29 y.,Schleswig-Holstein,No,0.89573,74,74,0.82563,0.96584
1986,17-29 y.,Hamburg,No,0.91015,54,54,0.83316,0.98714
1986,17-29 y.,Lower Saxony,No,0.90779,297,297,0.87483,0.94075
1986,17-29 y.,North Rhine-Westphalia,Yes,0.14039,112,829,0.11673,0.16405
1986,17-29 y.,North Rhine-Westphalia,No,0.85929,717,829,0.83560,0.88297
1986,17-29 y.,Hesse,Yes,0.11103,37,310,0.07600,0.14606
1986,17-29 y.,Hesse,No,0.88897,273,310,0.85394,0.92400
1986,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.85177,204,204,0.80289,0.90065
1986,17-29 y.,Baden-Wuerttemberg,Yes,0.09340,71,615,0.07038,0.11641
1986,17-29 y.,Baden-Wuerttemberg,No,0.90625,544,615,0.88320,0.92931
1986,17-29 y.,Bavaria,Yes,0.10949,57,489,0.08179,0.13720
1986,17-29 y.,Bavaria,No,0.89051,432,489,0.86280,0.91821
1986,17-29 y.,Berlin,No,0.86634,77,77,0.78984,0.94285
1986,30-45 y.,Schleswig-Holstein,No,0.85326,101,101,0.78390,0.92261
1986,30-45 y.,Hamburg,No,0.95116,83,83,0.90451,0.99781
1986,30-45 y.,Lower Saxony,No,0.93266,302,302,0.90434,0.96097
1986,30-45 y.,North Rhine-Westphalia,Yes,0.09935,96,934,0.08016,0.11854
1986,30-45 y.,North Rhine-Westphalia,No,0.89860,838,934,0.87923,0.91797
1986,30-45 y.,Hesse,Yes,0.10137,34,320,0.06825,0.13449
1986,30-45 y.,Hesse,No,0.89791,286,320,0.86469,0.93114
1986,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.90076,161,161,0.85443,0.94709
1986,30-45 y.,Baden-Wuerttemberg,Yes,0.11785,85,601,0.09205,0.14365
1986,30-45 y.,Baden-Wuerttemberg,No,0.87943,516,601,0.85338,0.90549
1986,30-45 y.,Bavaria,Yes,0.11391,72,566,0.08772,0.14011
1986,30-45 y.,Bavaria,No,0.88062,494,566,0.85388,0.90735
1986,30-45 y.,Berlin,No,0.98698,104,104,0.96510,1.00887
1986,46-65 y.,Schleswig-Holstein,No,0.91589,84,84,0.85618,0.97560
1986,46-65 y.,Hamburg,No,0.85900,57,57,0.76785,0.95015
1986,46-65 y.,Lower Saxony,Yes,0.13379,43,338,0.09744,0.17014
1986,46-65 y.,Lower Saxony,No,0.86621,295,338,0.82986,0.90256
1986,46-65 y.,North Rhine-Westphalia,Yes,0.11788,109,856,0.09626,0.13949
1986,46-65 y.,North Rhine-Westphalia,No,0.87930,747,856,0.85746,0.90114
1986,46-65 y.,Hesse,Yes,0.10941,43,327,0.07552,0.14329
1986,46-65 y.,Hesse,No,0.89059,284,327,0.85671,0.92448
1986,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.88076,232,232,0.83897,0.92255
1986,46-65 y.,Baden-Wuerttemberg,Yes,0.11528,74,608,0.08987,0.14068
1986,46-65 y.,Baden-Wuerttemberg,No,0.88221,534,608,0.85657,0.90786
1986,46-65 y.,Bavaria,Yes,0.11927,63,525,0.09152,0.14702
1986,46-65 y.,Bavaria,No,0.87500,462,525,0.84668,0.90331
1986,46-65 y.,Berlin,No,0.88951,104,104,0.82896,0.95005
1986,66 and older,Hamburg,No,0.78665,32,32,0.64244,0.93087
1986,66 and older,Lower Saxony,No,0.82490,101,101,0.75041,0.89939
1986,66 and older,North Rhine-Westphalia,Yes,0.15089,36,235,0.10503,0.19675
1986,66 and older,North Rhine-Westphalia,No,0.84911,199,235,0.80325,0.89497
1986,66 and older,Hesse,No,0.75572,68,68,0.65284,0.85860
1986,66 and older,"Rhineland-Palatinate, Saarland",No,0.76524,75,75,0.66867,0.86181
1986,66 and older,Baden-Wuerttemberg,No,0.81837,132,132,0.75235,0.88439
1986,66 and older,Bavaria,Yes,0.17545,34,186,0.12064,0.23026
1986,66 and older,Bavaria,No,0.82131,152,186,0.76610,0.87651
1987,17-29 y.,Schleswig-Holstein,No,0.88347,77,77,0.81134,0.95561
1987,17-29 y.,Hamburg,No,0.83914,38,38,0.72076,0.95753
1987,17-29 y.,Lower Saxony,Yes,0.10933,38,325,0.07535,0.14331
1987,17-29 y.,Lower Saxony,No,0.88884,287,325,0.85461,0.92307
1987,17-29 y.,North Rhine-Westphalia,Yes,0.11629,99,810,0.09420,0.13838
1987,17-29 y.,North Rhine-Westphalia,No,0.87905,711,810,0.85658,0.90152
1987,17-29 y.,Hesse,Yes,0.11992,36,309,0.08364,0.15621
1987,17-29 y.,Hesse,No,0.87379,273,309,0.83670,0.91087
1987,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.90473,203,203,0.86424,0.94522
1987,17-29 y.,Baden-Wuerttemberg,Yes,0.10554,72,593,0.08079,0.13029
1987,17-29 y.,Baden-Wuerttemberg,No,0.89407,521,593,0.86928,0.91886
1987,17-29 y.,Bavaria,Yes,0.13428,62,494,0.10419,0.16438
1987,17-29 y.,Bavaria,No,0.86279,432,494,0.83242,0.89317
1987,17-29 y.,Berlin,No,0.87118,81,81,0.79777,0.94459
1987,30-45 y.,Schleswig-Holstein,No,0.89419,103,103,0.83449,0.95388
1987,30-45 y.,Hamburg,No,0.90828,70,70,0.84018,0.97639
1987,30-45 y.,Lower Saxony,No,0.90042,274,274,0.86490,0.93594
1987,30-45 y.,North Rhine-Westphalia,Yes,0.09800,95,921,0.07879,0.11722
1987,30-45 y.,North Rhine-Westphalia,No,0.89655,826,921,0.87687,0.91623
1987,30-45 y.,Hesse,No,0.90251,289,289,0.86825,0.93677
1987,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.88824,155,155,0.83848,0.93800
1987,30-45 y.,Baden-Wuerttemberg,Yes,0.14402,82,592,0.11571,0.17233
1987,30-45 y.,Baden-Wuerttemberg,No,0.85296,510,592,0.82440,0.88151
1987,30-45 y.,Bavaria,Yes,0.09133,47,531,0.06680,0.11585
1987,30-45 y.,Bavaria,No,0.90788,484,531,0.88325,0.93250
1987,30-45 y.,Berlin,No,0.94460,103,103,0.90021,0.98900
1987,46-65 y.,Schleswig-Holstein,No,0.91469,87,87,0.85565,0.97373
1987,46-65 y.,Hamburg,No,0.96974,65,65,0.92777,1.01171
1987,46-65 y.,Lower Saxony,Yes,0.12573,44,350,0.09094,0.16051
1987,46-65 y.,Lower Saxony,No,0.87427,306,350,0.83949,0.90906
1987,46-65 y.,North Rhine-Westphalia,Yes,0.11157,97,840,0.09027,0.13287
1987,46-65 y.,North Rhine-Westphalia,No,0.88426,743,840,0.86262,0.90591
1987,46-65 y.,Hesse,Yes,0.10814,36,319,0.07401,0.14227
1987,46-65 y.,Hesse,No,0.88241,283,319,0.84701,0.91782
1987,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.88626,238,238,0.84584,0.92668
1987,46-65 y.,Baden-Wuerttemberg,Yes,0.09959,63,613,0.07586,0.12332
1987,46-65 y.,Baden-Wuerttemberg,No,0.89628,550,613,0.87213,0.92044
1987,46-65 y.,Bavaria,Yes,0.11214,59,506,0.08462,0.13966
1987,46-65 y.,Bavaria,No,0.88147,447,506,0.85328,0.90967
1987,46-65 y.,Berlin,No,0.87070,105,105,0.80622,0.93519
1987,66 and older,Lower Saxony,No,0.84269,105,105,0.77271,0.91266
1987,66 and older,North Rhine-Westphalia,Yes,0.19281,46,242,0.14300,0.24262
1987,66 and older,North Rhine-Westphalia,No,0.80132,196,242,0.75095,0.85170
1987,66 and older,Hesse,No,0.79778,87,87,0.71289,0.88267
1987,66 and older,"Rhineland-Palatinate, Saarland",No,0.84447,88,88,0.76832,0.92063
1987,66 and older,Baden-Wuerttemberg,Yes,0.21530,33,160,0.15141,0.27919
1987,66 and older,Baden-Wuerttemberg,No,0.78470,127,160,0.72081,0.84859
1987,66 and older,Bavaria,Yes,0.21577,36,189,0.15697,0.27457
1987,66 and older,Bavaria,No,0.78423,153,189,0.72543,0.84303
1988,17-29 y.,Schleswig-Holstein,No,0.83316,68,68,0.74389,0.92244
1988,17-29 y.,Hamburg,No,0.97726,37,37,0.92856,1.02596
1988,17-29 y.,Lower Saxony,Yes,0.14522,45,311,0.10600,0.18444
1988,17-29 y.,Lower Saxony,No,0.85478,266,311,0.81556,0.89400
1988,17-29 y.,North Rhine-Westphalia,Yes,0.10682,92,792,0.08530,0.12835
1988,17-29 y.,North Rhine-Westphalia,No,0.89091,700,792,0.86918,0.91263
1988,17-29 y.,Hesse,Yes,0.11572,31,275,0.07785,0.15360
1988,17-29 y.,Hesse,No,0.88428,244,275,0.84640,0.92215
1988,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.87828,190,190,0.83167,0.92490
1988,17-29 y.,Baden-Wuerttemberg,Yes,0.11974,61,579,0.09327,0.14620
1988,17-29 y.,Baden-Wuerttemberg,No,0.87647,518,579,0.84965,0.90330
1988,17-29 y.,Bavaria,Yes,0.09667,50,463,0.06973,0.12362
1988,17-29 y.,Bavaria,No,0.90333,413,463,0.87638,0.93027
1988,17-29 y.,Berlin,No,0.93092,84,84,0.87636,0.98548
1988,30-45 y.,Schleswig-Holstein,No,0.87983,98,98,0.81512,0.94454
1988,30-45 y.,Hamburg,No,0.85168,57,57,0.75859,0.94477
1988,30-45 y.,Lower Saxony,No,0.92887,245,245,0.89661,0.96112
1988,30-45 y.,North Rhine-Westphalia,Yes,0.12395,108,857,0.10187,0.14602
1988,30-45 y.,North Rhine-Westphalia,No,0.87476,749,857,0.85259,0.89694
1988,30-45 y.,Hesse,No,0.91058,278,278,0.87697,0.94418
1988,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.88198,145,145,0.82928,0.93467
1988,30-45 y.,Baden-Wuerttemberg,Yes,0.08226,53,553,0.05934,0.10519
1988,30-45 y.,Baden-Wuerttemberg,No,0.91571,500,553,0.89253,0.93888
1988,30-45 y.,Bavaria,Yes,0.13054,58,502,0.10103,0.16004
1988,30-45 y.,Bavaria,No,0.86363,444,502,0.83358,0.89368
1988,30-45 y.,Berlin,No,0.94966,92,92,0.90474,0.99459
1988,46-65 y.,Schleswig-Holstein,No,0.87853,86,86,0.80909,0.94798
1988,46-65 y.,Hamburg,No,0.86886,53,53,0.77711,0.96061
1988,46-65 y.,Lower Saxony,Yes,0.10342,36,344,0.07120,0.13565
1988,46-65 y.,Lower Saxony,No,0.89628,308,344,0.86401,0.92855
1988,46-65 y.,North Rhine-Westphalia,Yes,0.12674,103,803,0.10371,0.14976
1988,46-65 y.,North Rhine-Westphalia,No,0.86586,700,803,0.84227,0.88945
1988,46-65 y.,Hesse,Yes,0.12707,37,317,0.09035,0.16379
1988,46-65 y.,Hesse,No,0.86627,280,317,0.82874,0.90380
1988,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.87114,226,226,0.82736,0.91492
1988,46-65 y.,Baden-Wuerttemberg,Yes,0.09528,59,585,0.07147,0.11910
1988,46-65 y.,Baden-Wuerttemberg,No,0.89519,526,585,0.87035,0.92003
1988,46-65 y.,Bavaria,Yes,0.11947,63,495,0.09086,0.14807
1988,46-65 y.,Bavaria,No,0.87992,432,495,0.85126,0.90858
1988,46-65 y.,Berlin,No,0.85783,96,96,0.78760,0.92805
1988,66 and older,Lower Saxony,No,0.76275,93,93,0.67582,0.84967
1988,66 and older,North Rhine-Westphalia,Yes,0.16327,38,230,0.11540,0.21114
1988,66 and older,North Rhine-Westphalia,No,0.83052,192,230,0.78193,0.87912
1988,66 and older,Hesse,No,0.89033,93,93,0.82648,0.95418
1988,66 and older,"Rhineland-Palatinate, Saarland",No,0.78474,80,80,0.69410,0.87537
1988,66 and older,Baden-Wuerttemberg,Yes,0.20888,35,161,0.14589,0.27187
1988,66 and older,Baden-Wuerttemberg,No,0.79112,126,161,0.72813,0.85411
1988,66 and older,Bavaria,Yes,0.22020,38,183,0.16000,0.28041
1988,66 and older,Bavaria,No,0.77980,145,183,0.71959,0.84000
1989,17-29 y.,Schleswig-Holstein,No,0.82884,65,65,0.73657,0.92112
1989,17-29 y.,Hamburg,No,0.93781,40,40,0.86201,1.01360
1989,17-29 y.,Lower Saxony,Yes,0.12473,37,288,0.08651,0.16296
1989,17-29 y.,Lower Saxony,No,0.87527,251,288,0.83704,0.91349
1989,17-29 y.,North Rhine-Westphalia,Yes,0.11224,94,777,0.09003,0.13445
1989,17-29 y.,North Rhine-Westphalia,No,0.88404,683,777,0.86151,0.90657
1989,17-29 y.,Hesse,Yes,0.11321,34,283,0.07623,0.15019
1989,17-29 y.,Hesse,No,0.88679,249,283,0.84981,0.92377
1989,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.90157,186,186,0.85864,0.94450
1989,17-29 y.,Baden-Wuerttemberg,Yes,0.12437,65,546,0.09667,0.15208
1989,17-29 y.,Baden-Wuerttemberg,No,0.87563,481,546,0.84792,0.90333
1989,17-29 y.,Bavaria,Yes,0.09612,47,474,0.06955,0.12268
1989,17-29 y.,Bavaria,No,0.90041,427,474,0.87343,0.92740
1989,17-29 y.,Berlin,No,0.96809,87,87,0.93095,1.00524
1989,30-45 y.,Schleswig-Holstein,No,0.85568,85,85,0.78052,0.93083
1989,30-45 y.,Hamburg,No,0.89128,56,56,0.80902,0.97355
1989,30-45 y.,Lower Saxony,No,0.91118,228,228,0.87417,0.94819
1989,30-45 y.,North Rhine-Westphalia,Yes,0.11577,96,833,0.09403,0.13751
1989,30-45 y.,North Rhine-Westphalia,No,0.88423,737,833,0.86249,0.90597
1989,30-45 y.,Hesse,No,0.93482,266,266,0.90511,0.96454
1989,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.90768,144,144,0.86023,0.95512
1989,30-45 y.,Baden-Wuerttemberg,Yes,0.09970,57,540,0.07441,0.12499
1989,30-45 y.,Baden-Wuerttemberg,No,0.90030,483,540,0.87501,0.92559
1989,30-45 y.,Bavaria,Yes,0.10083,49,481,0.07390,0.12777
1989,30-45 y.,Bavaria,No,0.89673,432,481,0.86951,0.92396
1989,30-45 y.,Berlin,No,0.90773,86,86,0.84621,0.96926
1989,46-65 y.,Schleswig-Holstein,No,0.88956,86,86,0.82293,0.95620
1989,46-65 y.,Hamburg,No,0.98351,55,55,0.94954,1.01748
1989,46-65 y.,Lower Saxony,Yes,0.16474,52,331,0.12472,0.20476
1989,46-65 y.,Lower Saxony,No,0.83141,279,331,0.79102,0.87181
1989,46-65 y.,North Rhine-Westphalia,Yes,0.10587,81,766,0.08407,0.12768
1989,46-65 y.,North Rhine-Westphalia,No,0.89176,685,766,0.86975,0.91378
1989,46-65 y.,Hesse,Yes,0.11627,31,317,0.08093,0.15161
1989,46-65 y.,Hesse,No,0.88373,286,317,0.84839,0.91907
1989,46-65 y.,"Rhineland-Palatinate, Saarland",Yes,0.13669,35,239,0.09305,0.18034
1989,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.85895,204,239,0.81473,0.90317
1989,46-65 y.,Baden-Wuerttemberg,Yes,0.11309,65,560,0.08684,0.13935
1989,46-65 y.,Baden-Wuerttemberg,No,0.88401,495,560,0.85746,0.91055
1989,46-65 y.,Bavaria,Yes,0.09475,46,469,0.06821,0.12128
1989,46-65 y.,Bavaria,No,0.90363,423,469,0.87690,0.93037
1989,46-65 y.,Berlin,No,0.91468,98,98,0.85908,0.97027
1989,66 and older,Lower Saxony,Yes,0.29488,34,122,0.21363,0.37613
1989,66 and older,Lower Saxony,No,0.70512,88,122,0.62387,0.78637
1989,66 and older,North Rhine-Westphalia,Yes,0.14397,34,232,0.09870,0.18925
1989,66 and older,North Rhine-Westphalia,No,0.85243,198,232,0.80670,0.89817
1989,66 and older,Hesse,No,0.76899,80,80,0.67605,0.86193
1989,66 and older,"Rhineland-Palatinate, Saarland",No,0.87380,74,74,0.79762,0.94998
1989,66 and older,Baden-Wuerttemberg,No,0.79093,132,132,0.72129,0.86056
1989,66 and older,Bavaria,Yes,0.19589,33,182,0.13807,0.25371
1989,66 and older,Bavaria,No,0.79693,149,182,0.73832,0.85554
1991,17-29 y.,Schleswig-Holstein,No,0.81820,64,64,0.72296,0.91344
1991,17-29 y.,Hamburg,No,0.97640,34,34,0.92460,1.02819
1991,17-29 y.,Lower Saxony,Yes,0.12438,36,286,0.08607,0.16270
1991,17-29 y.,Lower Saxony,No,0.87562,250,286,0.83730,0.91393
1991,17-29 y.,North Rhine-Westphalia,Yes,0.15985,104,734,0.13332,0.18638
1991,17-29 y.,North Rhine-Westphalia,No,0.83011,630,734,0.80292,0.85729
1991,17-29 y.,Hesse,No,0.87439,221,221,0.83060,0.91819
1991,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.81475,156,156,0.75359,0.87591
1991,17-29 y.,Baden-Wuerttemberg,Yes,0.14690,73,539,0.11698,0.17681
1991,17-29 y.,Baden-Wuerttemberg,No,0.84105,466,539,0.81015,0.87195
1991,17-29 y.,Bavaria,Yes,0.13180,54,459,0.10082,0.16278
1991,17-29 y.,Bavaria,No,0.85468,405,459,0.82240,0.88696
1991,17-29 y.,Berlin,No,0.52786,86,86,0.42173,0.63400
1991,30-45 y.,Schleswig-Holstein,No,0.84663,72,72,0.76281,0.93045
1991,30-45 y.,Hamburg,No,0.90271,39,39,0.80849,0.99694
1991,30-45 y.,Lower Saxony,No,0.91773,226,226,0.88182,0.95363
1991,30-45 y.,North Rhine-Westphalia,Yes,0.10459,85,826,0.08371,0.12548
1991,30-45 y.,North Rhine-Westphalia,No,0.88774,741,826,0.86619,0.90928
1991,30-45 y.,Hesse,No,0.90143,264,264,0.86541,0.93746
1991,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.89658,166,166,0.85012,0.94304
1991,30-45 y.,Baden-Wuerttemberg,Yes,0.09736,57,544,0.07243,0.12230
1991,30-45 y.,Baden-Wuerttemberg,No,0.90188,487,544,0.87686,0.92690
1991,30-45 y.,Bavaria,Yes,0.08930,42,475,0.06363,0.11497
1991,30-45 y.,Bavaria,No,0.90813,433,475,0.88213,0.93413
1991,30-45 y.,Berlin,No,0.57958,86,86,0.47464,0.68452
1991,46-65 y.,Schleswig-Holstein,No,0.88975,88,88,0.82393,0.95556
1991,46-65 y.,Hamburg,No,0.79576,40,40,0.66924,0.92229
1991,46-65 y.,Lower Saxony,Yes,0.09604,31,322,0.06380,0.12827
1991,46-65 y.,Lower Saxony,No,0.88840,291,322,0.85396,0.92285
1991,46-65 y.,North Rhine-Westphalia,Yes,0.10976,82,731,0.08709,0.13244
1991,46-65 y.,North Rhine-Westphalia,No,0.89024,649,731,0.86756,0.91291
1991,46-65 y.,Hesse,Yes,0.13185,38,311,0.09418,0.16951
1991,46-65 y.,Hesse,No,0.85787,273,311,0.81900,0.89674
1991,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.88700,180,180,0.84062,0.93338
1991,46-65 y.,Baden-Wuerttemberg,Yes,0.11293,63,539,0.08619,0.13968
1991,46-65 y.,Baden-Wuerttemberg,No,0.88372,476,539,0.85663,0.91081
1991,46-65 y.,Bavaria,Yes,0.13128,52,454,0.10018,0.16238
1991,46-65 y.,Bavaria,No,0.86798,402,454,0.83681,0.89916
1991,46-65 y.,Berlin,No,0.54130,94,94,0.44003,0.64258
1991,66 and older,Lower Saxony,No,0.78246,90,90,0.69674,0.86817
