year,age_gr,quintil_oecd,hospitalyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,17-29 y.,3rd Quintile,No,0.89826,621,693,0.87573,0.92078
1995,17-29 y.,4th Quintile,Yes,0.08944,70,683,0.06802,0.11086
1995,17-29 y.,4th Quintile,No,0.90542,613,683,0.88345,0.92738
1995,17-29 y.,5th Quintile,Yes,0.09423,42,491,0.06836,0.12009
1995,17-29 y.,5th Quintile,No,0.89981,449,491,0.87323,0.92640
1995,30-45 y.,1st Quintile,Yes,0.11029,97,831,0.08898,0.13161
1995,30-45 y.,1st Quintile,No,0.86773,734,831,0.84468,0.89078
1995,30-45 y.,2nd Quintile,Yes,0.11133,104,1011,0.09193,0.13073
1995,30-45 y.,2nd Quintile,No,0.88185,907,1011,0.86195,0.90176
1995,30-45 y.,3rd Quintile,Yes,0.11010,110,953,0.09021,0.12998
1995,30-45 y.,3rd Quintile,No,0.88837,843,953,0.86837,0.90838
1995,30-45 y.,4th Quintile,Yes,0.06479,61,831,0.04804,0.08153
1995,30-45 y.,4th Quintile,No,0.93463,770,831,0.91782,0.95145
1995,30-45 y.,5th Quintile,Yes,0.07944,62,794,0.06062,0.09826
1995,30-45 y.,5th Quintile,No,0.91781,732,794,0.89870,0.93693
1995,46-65 y.,1st Quintile,Yes,0.15531,85,640,0.12722,0.18339
1995,46-65 y.,1st Quintile,No,0.83745,555,640,0.80885,0.86606
1995,46-65 y.,2nd Quintile,Yes,0.11241,82,716,0.08926,0.13556
1995,46-65 y.,2nd Quintile,No,0.87801,634,716,0.85403,0.90200
1995,46-65 y.,3rd Quintile,Yes,0.13109,98,736,0.10669,0.15549
1995,46-65 y.,3rd Quintile,No,0.86388,638,736,0.83909,0.88867
1995,46-65 y.,4th Quintile,Yes,0.10700,97,882,0.08659,0.12741
1995,46-65 y.,4th Quintile,No,0.88444,785,882,0.86333,0.90555
1995,46-65 y.,5th Quintile,Yes,0.11840,112,964,0.09799,0.13881
1995,46-65 y.,5th Quintile,No,0.87441,852,964,0.85348,0.89534
1995,66 and older,1st Quintile,Yes,0.22421,63,299,0.17685,0.27156
1995,66 and older,1st Quintile,No,0.76319,236,299,0.71492,0.81146
1995,66 and older,2nd Quintile,Yes,0.20390,88,408,0.16476,0.24304
1995,66 and older,2nd Quintile,No,0.79610,320,408,0.75696,0.83524
1995,66 and older,3rd Quintile,Yes,0.19768,59,324,0.15425,0.24112
1995,66 and older,3rd Quintile,No,0.79669,265,324,0.75280,0.84058
1995,66 and older,4th Quintile,Yes,0.19025,49,266,0.14299,0.23751
1995,66 and older,4th Quintile,No,0.79166,217,266,0.74276,0.84056
1995,66 and older,5th Quintile,Yes,0.17529,37,217,0.12459,0.22600
1995,66 and older,5th Quintile,No,0.82452,180,217,0.77380,0.87525
1996,17-29 y.,1st Quintile,Yes,0.13293,99,755,0.10870,0.15716
1996,17-29 y.,1st Quintile,No,0.86084,656,755,0.83614,0.88555
1996,17-29 y.,2nd Quintile,Yes,0.10735,78,689,0.08422,0.13048
1996,17-29 y.,2nd Quintile,No,0.89253,611,689,0.86939,0.91568
1996,17-29 y.,3rd Quintile,Yes,0.07993,61,600,0.05821,0.10165
1996,17-29 y.,3rd Quintile,No,0.91564,539,600,0.89339,0.93790
1996,17-29 y.,4th Quintile,Yes,0.07448,52,663,0.05448,0.09448
1996,17-29 y.,4th Quintile,No,0.92190,611,663,0.90146,0.94234
1996,17-29 y.,5th Quintile,Yes,0.08304,40,448,0.05746,0.10862
1996,17-29 y.,5th Quintile,No,0.91623,408,448,0.89055,0.94192
1996,30-45 y.,1st Quintile,Yes,0.13937,109,825,0.11573,0.16302
1996,30-45 y.,1st Quintile,No,0.85598,716,825,0.83201,0.87996
1996,30-45 y.,2nd Quintile,Yes,0.08076,95,1004,0.06390,0.09762
1996,30-45 y.,2nd Quintile,No,0.91521,909,1004,0.89796,0.93245
1996,30-45 y.,3rd Quintile,Yes,0.10773,100,933,0.08783,0.12764
1996,30-45 y.,3rd Quintile,No,0.88871,833,933,0.86852,0.90891
1996,30-45 y.,4th Quintile,Yes,0.09030,86,884,0.07139,0.10920
1996,30-45 y.,4th Quintile,No,0.90822,798,884,0.88918,0.92727
1996,30-45 y.,5th Quintile,Yes,0.08142,66,778,0.06219,0.10065
1996,30-45 y.,5th Quintile,No,0.91688,712,778,0.89747,0.93629
1996,46-65 y.,1st Quintile,Yes,0.15320,89,622,0.12487,0.18153
1996,46-65 y.,1st Quintile,No,0.83389,533,622,0.80462,0.86317
1996,46-65 y.,2nd Quintile,Yes,0.11531,86,648,0.09070,0.13992
1996,46-65 y.,2nd Quintile,No,0.87797,562,648,0.85275,0.90319
1996,46-65 y.,3rd Quintile,Yes,0.12637,94,785,0.10311,0.14963
1996,46-65 y.,3rd Quintile,No,0.86804,691,785,0.84435,0.89173
1996,46-65 y.,4th Quintile,Yes,0.12759,106,868,0.10538,0.14980
1996,46-65 y.,4th Quintile,No,0.86208,762,868,0.83913,0.88504
1996,46-65 y.,5th Quintile,Yes,0.10542,108,961,0.08600,0.12485
1996,46-65 y.,5th Quintile,No,0.88599,853,961,0.86588,0.90610
1996,66 and older,1st Quintile,Yes,0.24411,75,329,0.19762,0.29059
1996,66 and older,1st Quintile,No,0.73876,254,329,0.69121,0.78630
1996,66 and older,2nd Quintile,Yes,0.22571,84,386,0.18395,0.26747
1996,66 and older,2nd Quintile,No,0.76895,302,386,0.72684,0.81105
1996,66 and older,3rd Quintile,Yes,0.19746,67,328,0.15432,0.24061
1996,66 and older,3rd Quintile,No,0.79324,261,328,0.74935,0.83714
1996,66 and older,4th Quintile,Yes,0.16491,48,287,0.12190,0.20792
1996,66 and older,4th Quintile,No,0.83509,239,287,0.79208,0.87810
1996,66 and older,5th Quintile,Yes,0.23027,45,206,0.17263,0.28790
1996,66 and older,5th Quintile,No,0.76462,161,206,0.70654,0.82269
1997,17-29 y.,1st Quintile,Yes,0.11322,85,680,0.08939,0.13705
1997,17-29 y.,1st Quintile,No,0.88107,595,680,0.85672,0.90542
1997,17-29 y.,2nd Quintile,Yes,0.10727,75,674,0.08389,0.13065
1997,17-29 y.,2nd Quintile,No,0.88764,599,674,0.86378,0.91150
1997,17-29 y.,3rd Quintile,Yes,0.13041,69,583,0.10305,0.15777
1997,17-29 y.,3rd Quintile,No,0.86716,514,583,0.83959,0.89473
1997,17-29 y.,4th Quintile,Yes,0.08740,55,637,0.06545,0.10935
1997,17-29 y.,4th Quintile,No,0.91017,582,637,0.88794,0.93239
1997,17-29 y.,5th Quintile,Yes,0.08663,34,441,0.06035,0.11292
1997,17-29 y.,5th Quintile,No,0.91226,407,441,0.88583,0.93870
1997,30-45 y.,1st Quintile,Yes,0.13178,107,768,0.10784,0.15572
1997,30-45 y.,1st Quintile,No,0.85611,661,768,0.83127,0.88095
1997,30-45 y.,2nd Quintile,Yes,0.09930,92,990,0.08066,0.11794
1997,30-45 y.,2nd Quintile,No,0.89809,898,990,0.87923,0.91694
1997,30-45 y.,3rd Quintile,Yes,0.10208,90,915,0.08245,0.12171
1997,30-45 y.,3rd Quintile,No,0.89501,825,915,0.87513,0.91488
1997,30-45 y.,4th Quintile,Yes,0.08929,83,869,0.07032,0.10826
1997,30-45 y.,4th Quintile,No,0.90813,786,869,0.88891,0.92735
1997,30-45 y.,5th Quintile,Yes,0.08415,74,806,0.06498,0.10333
1997,30-45 y.,5th Quintile,No,0.91585,732,806,0.89667,0.93502
1997,46-65 y.,1st Quintile,Yes,0.16351,92,586,0.13354,0.19348
1997,46-65 y.,1st Quintile,No,0.83584,494,586,0.80582,0.86585
1997,46-65 y.,2nd Quintile,Yes,0.13655,83,672,0.11057,0.16253
1997,46-65 y.,2nd Quintile,No,0.85188,589,672,0.82501,0.87876
1997,46-65 y.,3rd Quintile,Yes,0.12612,81,715,0.10177,0.15047
1997,46-65 y.,3rd Quintile,No,0.86153,634,715,0.83619,0.88686
1997,46-65 y.,4th Quintile,Yes,0.10921,106,904,0.08887,0.12956
1997,46-65 y.,4th Quintile,No,0.88953,798,904,0.86908,0.90997
1997,46-65 y.,5th Quintile,Yes,0.10578,113,962,0.08633,0.12523
1997,46-65 y.,5th Quintile,No,0.89364,849,962,0.87415,0.91313
1997,66 and older,1st Quintile,Yes,0.21104,76,336,0.16735,0.25474
1997,66 and older,1st Quintile,No,0.76882,260,336,0.72367,0.81396
1997,66 and older,2nd Quintile,Yes,0.24270,97,419,0.20160,0.28380
1997,66 and older,2nd Quintile,No,0.74665,322,419,0.70495,0.78834
1997,66 and older,3rd Quintile,Yes,0.20558,60,341,0.16262,0.24853
1997,66 and older,3rd Quintile,No,0.79442,281,341,0.75147,0.83738
1997,66 and older,4th Quintile,Yes,0.15932,40,248,0.11367,0.20496
1997,66 and older,4th Quintile,No,0.83174,208,248,0.78509,0.87839
1997,66 and older,5th Quintile,Yes,0.14451,37,230,0.09897,0.19005
1997,66 and older,5th Quintile,No,0.85212,193,230,0.80614,0.89810
1998,17-29 y.,1st Quintile,Yes,0.12565,82,691,0.10092,0.15038
1998,17-29 y.,1st Quintile,No,0.87251,609,691,0.84763,0.89740
1998,17-29 y.,2nd Quintile,Yes,0.13385,82,650,0.10765,0.16004
1998,17-29 y.,2nd Quintile,No,0.86615,568,650,0.83996,0.89235
1998,17-29 y.,3rd Quintile,Yes,0.12889,72,541,0.10063,0.15715
1998,17-29 y.,3rd Quintile,No,0.86585,469,541,0.83710,0.89459
1998,17-29 y.,4th Quintile,Yes,0.07304,49,596,0.05213,0.09395
1998,17-29 y.,4th Quintile,No,0.92696,547,596,0.90605,0.94787
1998,17-29 y.,5th Quintile,No,0.92436,341,341,0.89626,0.95247
1998,30-45 y.,1st Quintile,Yes,0.12815,93,751,0.10423,0.15207
1998,30-45 y.,1st Quintile,No,0.86903,658,751,0.84489,0.89318
1998,30-45 y.,2nd Quintile,Yes,0.09107,94,944,0.07271,0.10944
1998,30-45 y.,2nd Quintile,No,0.90207,850,944,0.88310,0.92104
1998,30-45 y.,3rd Quintile,Yes,0.07984,87,897,0.06209,0.09758
1998,30-45 y.,3rd Quintile,No,0.91523,810,897,0.89699,0.93347
1998,30-45 y.,4th Quintile,Yes,0.09294,74,861,0.07353,0.11234
1998,30-45 y.,4th Quintile,No,0.90539,787,861,0.88583,0.92495
1998,30-45 y.,5th Quintile,Yes,0.10877,77,764,0.08668,0.13086
1998,30-45 y.,5th Quintile,No,0.88837,687,764,0.86603,0.91072
1998,46-65 y.,1st Quintile,Yes,0.16863,88,575,0.13799,0.19926
1998,46-65 y.,1st Quintile,No,0.81956,487,575,0.78810,0.85102
1998,46-65 y.,2nd Quintile,Yes,0.15746,85,615,0.12865,0.18627
1998,46-65 y.,2nd Quintile,No,0.84254,530,615,0.81373,0.87135
1998,46-65 y.,3rd Quintile,Yes,0.11618,89,734,0.09298,0.13938
1998,46-65 y.,3rd Quintile,No,0.88382,645,734,0.86062,0.90702
1998,46-65 y.,4th Quintile,Yes,0.11414,103,863,0.09291,0.13536
1998,46-65 y.,4th Quintile,No,0.88418,760,863,0.86281,0.90554
1998,46-65 y.,5th Quintile,Yes,0.10490,103,918,0.08507,0.12474
1998,46-65 y.,5th Quintile,No,0.89414,815,918,0.87423,0.91405
1998,66 and older,1st Quintile,Yes,0.18110,58,316,0.13857,0.22362
1998,66 and older,1st Quintile,No,0.81633,258,316,0.77357,0.85909
1998,66 and older,2nd Quintile,Yes,0.17556,68,355,0.13593,0.21519
1998,66 and older,2nd Quintile,No,0.82123,287,355,0.78131,0.86114
1998,66 and older,3rd Quintile,Yes,0.20322,75,368,0.16205,0.24439
1998,66 and older,3rd Quintile,No,0.79339,293,368,0.75196,0.83481
1998,66 and older,4th Quintile,Yes,0.21343,56,271,0.16456,0.26231
1998,66 and older,4th Quintile,No,0.78274,215,271,0.73355,0.83193
1998,66 and older,5th Quintile,Yes,0.19409,42,231,0.14298,0.24521
1998,66 and older,5th Quintile,No,0.80591,189,231,0.75479,0.85702
1999,17-29 y.,1st Quintile,Yes,0.12274,96,745,0.09916,0.14632
1999,17-29 y.,1st Quintile,No,0.87726,649,745,0.85368,0.90084
1999,17-29 y.,2nd Quintile,Yes,0.10993,68,646,0.08579,0.13407
1999,17-29 y.,2nd Quintile,No,0.89007,578,646,0.86593,0.91421
1999,17-29 y.,3rd Quintile,Yes,0.08276,49,618,0.06102,0.10450
1999,17-29 y.,3rd Quintile,No,0.91183,569,618,0.88946,0.93421
1999,17-29 y.,4th Quintile,Yes,0.07577,47,562,0.05387,0.09767
1999,17-29 y.,4th Quintile,No,0.92423,515,562,0.90233,0.94613
1999,17-29 y.,5th Quintile,No,0.94136,379,379,0.91768,0.96505
1999,30-45 y.,1st Quintile,Yes,0.12020,100,863,0.09849,0.14191
1999,30-45 y.,1st Quintile,No,0.87881,763,863,0.85703,0.90060
1999,30-45 y.,2nd Quintile,Yes,0.09990,111,1051,0.08176,0.11804
1999,30-45 y.,2nd Quintile,No,0.90010,940,1051,0.88196,0.91824
1999,30-45 y.,3rd Quintile,Yes,0.14187,123,996,0.12019,0.16355
1999,30-45 y.,3rd Quintile,No,0.85486,873,996,0.83297,0.87675
1999,30-45 y.,4th Quintile,Yes,0.08371,78,953,0.06611,0.10130
1999,30-45 y.,4th Quintile,No,0.91629,875,953,0.89870,0.93389
1999,30-45 y.,5th Quintile,Yes,0.06434,64,848,0.04782,0.08086
1999,30-45 y.,5th Quintile,No,0.93566,784,848,0.91914,0.95218
1999,46-65 y.,1st Quintile,Yes,0.16188,90,608,0.13257,0.19118
1999,46-65 y.,1st Quintile,No,0.82612,518,608,0.79596,0.85627
1999,46-65 y.,2nd Quintile,Yes,0.15902,106,723,0.13235,0.18570
1999,46-65 y.,2nd Quintile,No,0.83969,617,723,0.81293,0.86645
1999,46-65 y.,3rd Quintile,Yes,0.12433,106,790,0.10130,0.14735
1999,46-65 y.,3rd Quintile,No,0.87176,684,790,0.84843,0.89509
1999,46-65 y.,4th Quintile,Yes,0.13081,129,966,0.10953,0.15208
1999,46-65 y.,4th Quintile,No,0.86610,837,966,0.84462,0.88759
1999,46-65 y.,5th Quintile,Yes,0.11062,126,1089,0.09198,0.12925
1999,46-65 y.,5th Quintile,No,0.88938,963,1089,0.87075,0.90802
1999,66 and older,1st Quintile,Yes,0.21164,76,363,0.16956,0.25371
1999,66 and older,1st Quintile,No,0.78599,287,363,0.74374,0.82824
1999,66 and older,2nd Quintile,Yes,0.18223,88,454,0.14668,0.21778
1999,66 and older,2nd Quintile,No,0.81235,366,454,0.77640,0.84830
1999,66 and older,3rd Quintile,Yes,0.19559,81,412,0.15724,0.23394
1999,66 and older,3rd Quintile,No,0.80441,331,412,0.76606,0.84276
1999,66 and older,4th Quintile,Yes,0.22584,63,299,0.17837,0.27332
1999,66 and older,4th Quintile,No,0.77416,236,299,0.72668,0.82163
1999,66 and older,5th Quintile,Yes,0.20285,47,268,0.15461,0.25108
1999,66 and older,5th Quintile,No,0.79433,221,268,0.74584,0.84281
2000,17-29 y.,1st Quintile,Yes,0.10485,84,702,0.08217,0.12753
2000,17-29 y.,1st Quintile,No,0.88881,618,702,0.86554,0.91208
2000,17-29 y.,2nd Quintile,Yes,0.09006,61,620,0.06751,0.11261
2000,17-29 y.,2nd Quintile,No,0.90583,559,620,0.88282,0.92884
2000,17-29 y.,3rd Quintile,Yes,0.09260,60,579,0.06897,0.11623
2000,17-29 y.,3rd Quintile,No,0.90740,519,579,0.88377,0.93103
2000,17-29 y.,4th Quintile,Yes,0.07336,39,534,0.05122,0.09549
2000,17-29 y.,4th Quintile,No,0.92664,495,534,0.90451,0.94878
2000,17-29 y.,5th Quintile,No,0.93302,337,337,0.90629,0.95975
2000,30-45 y.,1st Quintile,Yes,0.09090,81,788,0.07082,0.11098
2000,30-45 y.,1st Quintile,No,0.90309,707,788,0.88242,0.92376
2000,30-45 y.,2nd Quintile,Yes,0.10413,96,1029,0.08545,0.12280
2000,30-45 y.,2nd Quintile,No,0.89587,933,1029,0.87720,0.91455
2000,30-45 y.,3rd Quintile,Yes,0.09266,91,947,0.07418,0.11114
2000,30-45 y.,3rd Quintile,No,0.90734,856,947,0.88886,0.92582
2000,30-45 y.,4th Quintile,Yes,0.07902,79,927,0.06165,0.09640
2000,30-45 y.,4th Quintile,No,0.91904,848,927,0.90147,0.93661
2000,30-45 y.,5th Quintile,Yes,0.08707,72,878,0.06841,0.10573
2000,30-45 y.,5th Quintile,No,0.91293,806,878,0.89427,0.93159
2000,46-65 y.,1st Quintile,Yes,0.13842,78,635,0.11154,0.16531
2000,46-65 y.,1st Quintile,No,0.85191,557,635,0.82426,0.87956
2000,46-65 y.,2nd Quintile,Yes,0.12423,94,670,0.09923,0.14922
2000,46-65 y.,2nd Quintile,No,0.86914,576,670,0.84358,0.89470
2000,46-65 y.,3rd Quintile,Yes,0.15232,116,807,0.12751,0.17713
2000,46-65 y.,3rd Quintile,No,0.84768,691,807,0.82287,0.87249
2000,46-65 y.,4th Quintile,Yes,0.10606,108,948,0.08644,0.12567
2000,46-65 y.,4th Quintile,No,0.89394,840,948,0.87433,0.91356
2000,46-65 y.,5th Quintile,Yes,0.10300,112,1041,0.08453,0.12147
2000,46-65 y.,5th Quintile,No,0.89549,929,1041,0.87690,0.91409
2000,66 and older,1st Quintile,Yes,0.19899,86,452,0.16214,0.23584
2000,66 and older,1st Quintile,No,0.80101,366,452,0.76416,0.83786
2000,66 and older,2nd Quintile,Yes,0.19862,87,439,0.16125,0.23598
2000,66 and older,2nd Quintile,No,0.79596,352,439,0.75822,0.83371
2000,66 and older,3rd Quintile,Yes,0.19725,78,379,0.15714,0.23737
2000,66 and older,3rd Quintile,No,0.80275,301,379,0.76263,0.84286
2000,66 and older,4th Quintile,Yes,0.21842,69,285,0.17037,0.26648
2000,66 and older,4th Quintile,No,0.78158,216,285,0.73352,0.82963
2000,66 and older,5th Quintile,Yes,0.18499,46,243,0.13607,0.23391
2000,66 and older,5th Quintile,No,0.81501,197,243,0.76609,0.86393
2001,17-29 y.,1st Quintile,Yes,0.11491,119,992,0.09505,0.13476
2001,17-29 y.,1st Quintile,No,0.88260,873,992,0.86256,0.90264
2001,17-29 y.,2nd Quintile,Yes,0.09811,95,900,0.07867,0.11756
2001,17-29 y.,2nd Quintile,No,0.89916,805,900,0.87948,0.91884
2001,17-29 y.,3rd Quintile,Yes,0.08439,76,832,0.06549,0.10329
2001,17-29 y.,3rd Quintile,No,0.91196,756,832,0.89270,0.93123
2001,17-29 y.,4th Quintile,Yes,0.08800,73,805,0.06841,0.10758
2001,17-29 y.,4th Quintile,No,0.90638,732,805,0.88624,0.92651
2001,17-29 y.,5th Quintile,Yes,0.06187,41,558,0.04186,0.08187
2001,17-29 y.,5th Quintile,No,0.93588,517,558,0.91553,0.95622
2001,30-45 y.,1st Quintile,Yes,0.10524,145,1223,0.08803,0.12244
2001,30-45 y.,1st Quintile,No,0.89409,1078,1223,0.87683,0.91134
2001,30-45 y.,2nd Quintile,Yes,0.09542,141,1520,0.08065,0.11020
2001,30-45 y.,2nd Quintile,No,0.89887,1379,1520,0.88371,0.91404
2001,30-45 y.,3rd Quintile,Yes,0.10231,166,1573,0.08733,0.11730
2001,30-45 y.,3rd Quintile,No,0.89769,1407,1573,0.88270,0.91267
2001,30-45 y.,4th Quintile,Yes,0.07856,124,1541,0.06512,0.09199
2001,30-45 y.,4th Quintile,No,0.91648,1417,1541,0.90266,0.93030
2001,30-45 y.,5th Quintile,Yes,0.08970,124,1459,0.07503,0.10436
2001,30-45 y.,5th Quintile,No,0.91030,1335,1459,0.89564,0.92497
2001,46-65 y.,1st Quintile,Yes,0.15324,147,938,0.13018,0.17630
2001,46-65 y.,1st Quintile,No,0.84510,791,938,0.82193,0.86826
2001,46-65 y.,2nd Quintile,Yes,0.11533,121,1107,0.09650,0.13415
2001,46-65 y.,2nd Quintile,No,0.87822,986,1107,0.85895,0.89750
2001,46-65 y.,3rd Quintile,Yes,0.11409,180,1396,0.09741,0.13077
2001,46-65 y.,3rd Quintile,No,0.88357,1216,1396,0.86674,0.90040
2001,46-65 y.,4th Quintile,Yes,0.13456,207,1659,0.11813,0.15098
2001,46-65 y.,4th Quintile,No,0.86172,1452,1659,0.84511,0.87834
2001,46-65 y.,5th Quintile,Yes,0.10762,204,1961,0.09390,0.12134
2001,46-65 y.,5th Quintile,No,0.88188,1757,1961,0.86759,0.89617
2001,66 and older,1st Quintile,Yes,0.19257,137,704,0.16342,0.22172
2001,66 and older,1st Quintile,No,0.80129,567,704,0.77180,0.83079
2001,66 and older,2nd Quintile,Yes,0.18413,156,837,0.15786,0.21041
2001,66 and older,2nd Quintile,No,0.80991,681,837,0.78331,0.83651
2001,66 and older,3rd Quintile,Yes,0.21808,147,725,0.18800,0.24816
2001,66 and older,3rd Quintile,No,0.77922,578,725,0.74900,0.80943
2001,66 and older,4th Quintile,Yes,0.18944,113,586,0.15768,0.22119
2001,66 and older,4th Quintile,No,0.80587,473,586,0.77382,0.83792
2001,66 and older,5th Quintile,Yes,0.19732,104,534,0.16354,0.23111
2001,66 and older,5th Quintile,No,0.80132,430,534,0.76745,0.83520
2002,17-29 y.,1st Quintile,Yes,0.08800,78,836,0.06878,0.10722
2002,17-29 y.,1st Quintile,No,0.91078,758,836,0.89145,0.93012
2002,17-29 y.,2nd Quintile,Yes,0.12417,97,797,0.10126,0.14708
2002,17-29 y.,2nd Quintile,No,0.86606,700,797,0.84240,0.88972
2002,17-29 y.,3rd Quintile,Yes,0.08055,64,754,0.06111,0.09999
2002,17-29 y.,3rd Quintile,No,0.91784,690,754,0.89822,0.93745
2002,17-29 y.,4th Quintile,Yes,0.07082,55,736,0.05227,0.08936
2002,17-29 y.,4th Quintile,No,0.92631,681,736,0.90742,0.94520
2002,17-29 y.,5th Quintile,Yes,0.06911,50,669,0.04988,0.08835
2002,17-29 y.,5th Quintile,No,0.92805,619,669,0.90846,0.94765
2002,30-45 y.,1st Quintile,Yes,0.08924,100,1040,0.07190,0.10657
2002,30-45 y.,1st Quintile,No,0.90880,940,1040,0.89129,0.92630
2002,30-45 y.,2nd Quintile,Yes,0.08982,114,1236,0.07387,0.10576
2002,30-45 y.,2nd Quintile,No,0.90786,1122,1236,0.89173,0.92399
2002,30-45 y.,3rd Quintile,Yes,0.08677,124,1408,0.07206,0.10148
2002,30-45 y.,3rd Quintile,No,0.90849,1284,1408,0.89342,0.92356
2002,30-45 y.,4th Quintile,Yes,0.09438,136,1521,0.07968,0.10908
2002,30-45 y.,4th Quintile,No,0.90468,1385,1521,0.88992,0.91944
2002,30-45 y.,5th Quintile,Yes,0.07201,114,1640,0.05950,0.08453
2002,30-45 y.,5th Quintile,No,0.92478,1526,1640,0.91201,0.93755
2002,46-65 y.,1st Quintile,Yes,0.13724,129,906,0.11482,0.15966
2002,46-65 y.,1st Quintile,No,0.86027,777,906,0.83769,0.88286
2002,46-65 y.,2nd Quintile,Yes,0.11380,116,1024,0.09434,0.13326
2002,46-65 y.,2nd Quintile,No,0.88297,908,1024,0.86327,0.90267
2002,46-65 y.,3rd Quintile,Yes,0.13334,169,1186,0.11399,0.15270
2002,46-65 y.,3rd Quintile,No,0.86234,1017,1186,0.84272,0.88196
2002,46-65 y.,4th Quintile,Yes,0.10312,159,1479,0.08761,0.11862
2002,46-65 y.,4th Quintile,No,0.89577,1320,1479,0.88019,0.91135
2002,46-65 y.,5th Quintile,Yes,0.13210,248,2109,0.11764,0.14655
2002,46-65 y.,5th Quintile,No,0.86634,1861,2109,0.85181,0.88087
2002,66 and older,1st Quintile,Yes,0.21996,139,668,0.18853,0.25140
2002,66 and older,1st Quintile,No,0.77425,529,668,0.74252,0.80598
2002,66 and older,2nd Quintile,Yes,0.20549,185,880,0.17878,0.23221
2002,66 and older,2nd Quintile,No,0.79081,695,880,0.76392,0.81770
2002,66 and older,3rd Quintile,Yes,0.23588,163,709,0.20460,0.26715
2002,66 and older,3rd Quintile,No,0.76295,546,709,0.73163,0.79428
2002,66 and older,4th Quintile,Yes,0.19391,120,612,0.16256,0.22526
2002,66 and older,4th Quintile,No,0.80186,492,612,0.77025,0.83346
2002,66 and older,5th Quintile,Yes,0.20616,107,544,0.17213,0.24019
2002,66 and older,5th Quintile,No,0.78919,437,544,0.75488,0.82350
2003,17-29 y.,1st Quintile,Yes,0.12469,113,859,0.10258,0.14679
2003,17-29 y.,1st Quintile,No,0.86959,746,859,0.84706,0.89212
2003,17-29 y.,2nd Quintile,Yes,0.08952,72,767,0.06930,0.10974
2003,17-29 y.,2nd Quintile,No,0.90476,695,767,0.88397,0.92555
2003,17-29 y.,3rd Quintile,Yes,0.09347,60,755,0.07270,0.11425
2003,17-29 y.,3rd Quintile,No,0.90550,695,755,0.88462,0.92638
2003,17-29 y.,4th Quintile,Yes,0.06488,57,791,0.04770,0.08205
2003,17-29 y.,4th Quintile,No,0.92881,734,791,0.91088,0.94674
2003,17-29 y.,5th Quintile,Yes,0.05539,54,814,0.03966,0.07111
2003,17-29 y.,5th Quintile,No,0.93562,760,814,0.91875,0.95249
2003,30-45 y.,1st Quintile,Yes,0.11718,112,956,0.09678,0.13758
2003,30-45 y.,1st Quintile,No,0.88097,844,956,0.86044,0.90151
2003,30-45 y.,2nd Quintile,Yes,0.09816,123,1250,0.08166,0.11466
2003,30-45 y.,2nd Quintile,No,0.89773,1127,1250,0.88093,0.91454
2003,30-45 y.,3rd Quintile,Yes,0.08471,128,1363,0.06992,0.09949
2003,30-45 y.,3rd Quintile,No,0.90500,1235,1363,0.88943,0.92057
2003,30-45 y.,4th Quintile,Yes,0.09599,149,1489,0.08102,0.11095
2003,30-45 y.,4th Quintile,No,0.90137,1340,1489,0.88622,0.91652
2003,30-45 y.,5th Quintile,Yes,0.07392,156,1856,0.06202,0.08583
2003,30-45 y.,5th Quintile,No,0.92225,1700,1856,0.91007,0.93444
2003,46-65 y.,1st Quintile,Yes,0.16364,138,879,0.13916,0.18811
2003,46-65 y.,1st Quintile,No,0.82933,741,879,0.80444,0.85421
2003,46-65 y.,2nd Quintile,Yes,0.11602,115,963,0.09579,0.13626
2003,46-65 y.,2nd Quintile,No,0.87666,848,963,0.85588,0.89744
2003,46-65 y.,3rd Quintile,Yes,0.12391,161,1232,0.10551,0.14232
2003,46-65 y.,3rd Quintile,No,0.87434,1071,1232,0.85582,0.89285
2003,46-65 y.,4th Quintile,Yes,0.10694,163,1568,0.09163,0.12224
2003,46-65 y.,4th Quintile,No,0.88820,1405,1568,0.87259,0.90380
2003,46-65 y.,5th Quintile,Yes,0.11901,333,2902,0.10723,0.13080
2003,46-65 y.,5th Quintile,No,0.87575,2569,2902,0.86374,0.88775
2003,66 and older,1st Quintile,Yes,0.18988,125,693,0.16065,0.21910
2003,66 and older,1st Quintile,No,0.80501,568,693,0.77549,0.83453
2003,66 and older,2nd Quintile,Yes,0.18645,161,874,0.16062,0.21229
2003,66 and older,2nd Quintile,No,0.81355,713,874,0.78771,0.83938
2003,66 and older,3rd Quintile,Yes,0.20347,148,763,0.17489,0.23206
2003,66 and older,3rd Quintile,No,0.79224,615,763,0.76343,0.82104
2003,66 and older,4th Quintile,Yes,0.18143,105,565,0.14962,0.21323
2003,66 and older,4th Quintile,No,0.81355,460,565,0.78141,0.84570
2003,66 and older,5th Quintile,Yes,0.18733,143,741,0.15922,0.21545
2003,66 and older,5th Quintile,No,0.79811,598,741,0.76919,0.82703
2004,17-29 y.,1st Quintile,Yes,0.08702,94,903,0.06863,0.10542
2004,17-29 y.,1st Quintile,No,0.90643,809,903,0.88742,0.92543
2004,17-29 y.,2nd Quintile,Yes,0.07868,69,735,0.05920,0.09816
2004,17-29 y.,2nd Quintile,No,0.91471,666,735,0.89450,0.93491
