"pld0045","year","bildungsniveau","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"Sehr oft","2003","Realschule","Thueringen","14","","",""
"Sehr oft","2003","(Fach-)Abitur","Schleswig-Holstein","6","","",""
"Sehr oft","2003","(Fach-)Abitur","Hamburg","1","","",""
"Sehr oft","2003","(Fach-)Abitur","Niedersachsen","10","","",""
"Sehr oft","2003","(Fach-)Abitur","Bremen","","","",""
"Sehr oft","2003","(Fach-)Abitur","Nordrhein-Westfalen","35","0.0437753301649148","0.0284203029386516","0.0591303573911781"
"Sehr oft","2003","(Fach-)Abitur","Hessen","18","","",""
"Sehr oft","2003","(Fach-)Abitur","Rheinland-Pfalz,Saarland","9","","",""
"Sehr oft","2003","(Fach-)Abitur","Baden-Wuerttemberg","16","","",""
"Sehr oft","2003","(Fach-)Abitur","Bayern","26","","",""
"Sehr oft","2003","(Fach-)Abitur","Saarland","","","",""
"Sehr oft","2003","(Fach-)Abitur","Berlin","2","","",""
"Sehr oft","2003","(Fach-)Abitur","Brandenburg","2","","",""
"Sehr oft","2003","(Fach-)Abitur","Mecklenburg-Vorpommern","1","","",""
"Sehr oft","2003","(Fach-)Abitur","Sachsen","5","","",""
"Sehr oft","2003","(Fach-)Abitur","Sachsen-Anhalt","2","","",""
"Sehr oft","2003","(Fach-)Abitur","Thueringen","4","","",""
"Sehr oft","2003","AkademikerIn","Schleswig-Holstein","5","","",""
"Sehr oft","2003","AkademikerIn","Hamburg","9","","",""
"Sehr oft","2003","AkademikerIn","Niedersachsen","23","","",""
"Sehr oft","2003","AkademikerIn","Bremen","1","","",""
"Sehr oft","2003","AkademikerIn","Nordrhein-Westfalen","38","0.0602624265748121","0.0441790697770105","0.0763457833726136"
"Sehr oft","2003","AkademikerIn","Hessen","24","","",""
"Sehr oft","2003","AkademikerIn","Rheinland-Pfalz,Saarland","14","","",""
"Sehr oft","2003","AkademikerIn","Baden-Wuerttemberg","27","","",""
"Sehr oft","2003","AkademikerIn","Bayern","44","0.0686709108003778","0.048142666786164","0.0891991548145915"
"Sehr oft","2003","AkademikerIn","Saarland","","","",""
"Sehr oft","2003","AkademikerIn","Berlin","4","","",""
"Sehr oft","2003","AkademikerIn","Brandenburg","8","","",""
"Sehr oft","2003","AkademikerIn","Mecklenburg-Vorpommern","7","","",""
"Sehr oft","2003","AkademikerIn","Sachsen","14","","",""
"Sehr oft","2003","AkademikerIn","Sachsen-Anhalt","14","","",""
"Sehr oft","2003","AkademikerIn","Thueringen","3","","",""
"Oft","2003","(noch) kein Abschluss","Schleswig-Holstein","1","","",""
"Oft","2003","(noch) kein Abschluss","Hamburg","","","",""
"Oft","2003","(noch) kein Abschluss","Niedersachsen","6","","",""
"Oft","2003","(noch) kein Abschluss","Bremen","1","","",""
"Oft","2003","(noch) kein Abschluss","Nordrhein-Westfalen","15","","",""
"Oft","2003","(noch) kein Abschluss","Hessen","4","","",""
"Oft","2003","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","7","","",""
"Oft","2003","(noch) kein Abschluss","Baden-Wuerttemberg","8","","",""
"Oft","2003","(noch) kein Abschluss","Bayern","5","","",""
"Oft","2003","(noch) kein Abschluss","Saarland","","","",""
"Oft","2003","(noch) kein Abschluss","Berlin","4","","",""
"Oft","2003","(noch) kein Abschluss","Brandenburg","2","","",""
"Oft","2003","(noch) kein Abschluss","Mecklenburg-Vorpommern","1","","",""
"Oft","2003","(noch) kein Abschluss","Sachsen","5","","",""
"Oft","2003","(noch) kein Abschluss","Sachsen-Anhalt","3","","",""
"Oft","2003","(noch) kein Abschluss","Thueringen","2","","",""
"Oft","2003","Hauptschule","Schleswig-Holstein","16","","",""
"Oft","2003","Hauptschule","Hamburg","6","","",""
"Oft","2003","Hauptschule","Niedersachsen","65","0.0721787735764096","0.053756196193525","0.0906013509592941"
"Oft","2003","Hauptschule","Bremen","2","","",""
"Oft","2003","Hauptschule","Nordrhein-Westfalen","102","0.0522308161162399","0.0422238989133175","0.0622377333191623"
"Oft","2003","Hauptschule","Hessen","35","0.052862569656906","0.0341452975516021","0.0715798417622099"
"Oft","2003","Hauptschule","Rheinland-Pfalz,Saarland","55","0.0733184469129678","0.0536254212772017","0.0930114725487338"
"Oft","2003","Hauptschule","Baden-Wuerttemberg","83","0.0652737110176945","0.050966442483264","0.0795809795521249"
"Oft","2003","Hauptschule","Bayern","132","0.083686359525491","0.0692374857245491","0.0981352333264328"
"Oft","2003","Hauptschule","Saarland","","","",""
"Oft","2003","Hauptschule","Berlin","7","","",""
"Oft","2003","Hauptschule","Brandenburg","11","","",""
"Oft","2003","Hauptschule","Mecklenburg-Vorpommern","6","","",""
"Oft","2003","Hauptschule","Sachsen","20","","",""
"Oft","2003","Hauptschule","Sachsen-Anhalt","33","0.106941378814376","0.0711877591515688","0.142694998477184"
"Oft","2003","Hauptschule","Thueringen","12","","",""
"Oft","2003","Realschule","Schleswig-Holstein","11","","",""
"Oft","2003","Realschule","Hamburg","7","","",""
"Oft","2003","Realschule","Niedersachsen","46","0.0756847826608627","0.0534994418231499","0.0978701234985755"
"Oft","2003","Realschule","Bremen","3","","",""
"Oft","2003","Realschule","Nordrhein-Westfalen","58","0.0651170406749582","0.0492596193182847","0.0809744620316317"
"Oft","2003","Realschule","Hessen","28","","",""
"Oft","2003","Realschule","Rheinland-Pfalz,Saarland","25","","",""
"Oft","2003","Realschule","Baden-Wuerttemberg","66","0.133342484188119","0.105508280260587","0.16117668811565"
"Oft","2003","Realschule","Bayern","75","0.083260026810135","0.0627496773775898","0.10377037624268"
"Oft","2003","Realschule","Saarland","","","",""
"Oft","2003","Realschule","Berlin","10","","",""
"Oft","2003","Realschule","Brandenburg","25","","",""
"Oft","2003","Realschule","Mecklenburg-Vorpommern","9","","",""
"Oft","2003","Realschule","Sachsen","53","0.0946293186244892","0.0721101780272827","0.117148459221696"
"Oft","2003","Realschule","Sachsen-Anhalt","38","0.126344050317453","0.0891797021214017","0.163508398513504"
"Oft","2003","Realschule","Thueringen","21","","",""
"Oft","2003","(Fach-)Abitur","Schleswig-Holstein","5","","",""
"Oft","2003","(Fach-)Abitur","Hamburg","2","","",""
"Oft","2003","(Fach-)Abitur","Niedersachsen","27","","",""
"Oft","2003","(Fach-)Abitur","Bremen","3","","",""
"Oft","2003","(Fach-)Abitur","Nordrhein-Westfalen","56","0.0837145052465408","0.0629284696398054","0.104500540853276"
"Oft","2003","(Fach-)Abitur","Hessen","18","","",""
"Oft","2003","(Fach-)Abitur","Rheinland-Pfalz,Saarland","11","","",""
"Oft","2003","(Fach-)Abitur","Baden-Wuerttemberg","34","0.104403092704483","0.0704730998231665","0.138333085585799"
"Oft","2003","(Fach-)Abitur","Bayern","40","0.125474885258279","0.0877379364974495","0.163211834019109"
"Oft","2003","(Fach-)Abitur","Saarland","","","",""
"Oft","2003","(Fach-)Abitur","Berlin","7","","",""
"Oft","2003","(Fach-)Abitur","Brandenburg","3","","",""
"Oft","2003","(Fach-)Abitur","Mecklenburg-Vorpommern","2","","",""
"Oft","2003","(Fach-)Abitur","Sachsen","11","","",""
"Oft","2003","(Fach-)Abitur","Sachsen-Anhalt","6","","",""
"Oft","2003","(Fach-)Abitur","Thueringen","3","","",""
"Oft","2003","AkademikerIn","Schleswig-Holstein","17","","",""
"Oft","2003","AkademikerIn","Hamburg","3","","",""
"Oft","2003","AkademikerIn","Niedersachsen","32","0.0984997932595361","0.0646667913084512","0.132332795210621"
"Oft","2003","AkademikerIn","Bremen","3","","",""
"Oft","2003","AkademikerIn","Nordrhein-Westfalen","82","0.0789882374398981","0.0607591934486933","0.097217281431103"
"Oft","2003","AkademikerIn","Hessen","37","0.100271598711413","0.0675155495356475","0.133027647887179"
"Oft","2003","AkademikerIn","Rheinland-Pfalz,Saarland","19","","",""
"Oft","2003","AkademikerIn","Baden-Wuerttemberg","42","0.0824094423968612","0.0574690888013519","0.107349795992371"
"Oft","2003","AkademikerIn","Bayern","71","0.121246078259941","0.0947500180616853","0.147742138458196"
"Oft","2003","AkademikerIn","Saarland","","","",""
"Oft","2003","AkademikerIn","Berlin","13","","",""
"Oft","2003","AkademikerIn","Brandenburg","17","","",""
"Oft","2003","AkademikerIn","Mecklenburg-Vorpommern","12","","",""
"Oft","2003","AkademikerIn","Sachsen","25","","",""
"Oft","2003","AkademikerIn","Sachsen-Anhalt","16","","",""
"Oft","2003","AkademikerIn","Thueringen","22","","",""
"Manchmal","2003","(noch) kein Abschluss","Schleswig-Holstein","1","","",""
"Manchmal","2003","(noch) kein Abschluss","Hamburg","1","","",""
"Manchmal","2003","(noch) kein Abschluss","Niedersachsen","11","","",""
"Manchmal","2003","(noch) kein Abschluss","Bremen","","","",""
"Manchmal","2003","(noch) kein Abschluss","Nordrhein-Westfalen","22","","",""
"Manchmal","2003","(noch) kein Abschluss","Hessen","5","","",""
"Manchmal","2003","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","6","","",""
"Manchmal","2003","(noch) kein Abschluss","Baden-Wuerttemberg","10","","",""
"Manchmal","2003","(noch) kein Abschluss","Bayern","10","","",""
"Manchmal","2003","(noch) kein Abschluss","Saarland","","","",""
"Manchmal","2003","(noch) kein Abschluss","Berlin","4","","",""
"Manchmal","2003","(noch) kein Abschluss","Brandenburg","4","","",""
"Manchmal","2003","(noch) kein Abschluss","Mecklenburg-Vorpommern","2","","",""
"Manchmal","2003","(noch) kein Abschluss","Sachsen","5","","",""
"Manchmal","2003","(noch) kein Abschluss","Sachsen-Anhalt","4","","",""
"Manchmal","2003","(noch) kein Abschluss","Thueringen","1","","",""
"Manchmal","2003","Hauptschule","Schleswig-Holstein","18","","",""
"Manchmal","2003","Hauptschule","Hamburg","7","","",""
"Manchmal","2003","Hauptschule","Niedersachsen","93","0.121492026266461","0.0982346762068128","0.144749376326109"
"Manchmal","2003","Hauptschule","Bremen","4","","",""
"Manchmal","2003","Hauptschule","Nordrhein-Westfalen","147","0.068621775835666","0.0572512742012261","0.0799922774701059"
"Manchmal","2003","Hauptschule","Hessen","42","0.0721200831493035","0.0504811464917429","0.0937590198068642"
"Manchmal","2003","Hauptschule","Rheinland-Pfalz,Saarland","43","0.0605704938696619","0.0425484843565974","0.0785925033827264"
"Manchmal","2003","Hauptschule","Baden-Wuerttemberg","113","0.0921943943715912","0.0754374805697393","0.108951308173443"
"Manchmal","2003","Hauptschule","Bayern","153","0.0996685999263635","0.0840383845856938","0.115298815267033"
"Manchmal","2003","Hauptschule","Saarland","","","",""
"Manchmal","2003","Hauptschule","Berlin","11","","",""
"Manchmal","2003","Hauptschule","Brandenburg","13","","",""
"Manchmal","2003","Hauptschule","Mecklenburg-Vorpommern","7","","",""
"Manchmal","2003","Hauptschule","Sachsen","28","","",""
"Manchmal","2003","Hauptschule","Sachsen-Anhalt","28","","",""
"Manchmal","2003","Hauptschule","Thueringen","22","","",""
"Manchmal","2003","Realschule","Schleswig-Holstein","13","","",""
"Manchmal","2003","Realschule","Hamburg","9","","",""
"Manchmal","2003","Realschule","Niedersachsen","82","0.157826233707172","0.127245899981145","0.188406567433199"
"Manchmal","2003","Realschule","Bremen","5","","",""
"Manchmal","2003","Realschule","Nordrhein-Westfalen","95","0.0977564634373079","0.078669306369311","0.116843620505305"
"Manchmal","2003","Realschule","Hessen","36","0.0948047570627872","0.0638929253927054","0.125716588732869"
"Manchmal","2003","Realschule","Rheinland-Pfalz,Saarland","27","","",""
"Manchmal","2003","Realschule","Baden-Wuerttemberg","45","0.0739923186984423","0.0525598897254211","0.0954247476714636"
"Manchmal","2003","Realschule","Bayern","76","0.0965750546149859","0.0746464891217837","0.118503620108188"
"Manchmal","2003","Realschule","Saarland","","","",""
"Manchmal","2003","Realschule","Berlin","22","","",""
"Manchmal","2003","Realschule","Brandenburg","37","0.112448543630809","0.0780492698610708","0.146847817400546"
"Manchmal","2003","Realschule","Mecklenburg-Vorpommern","25","","",""
"Manchmal","2003","Realschule","Sachsen","80","0.113020135798948","0.0886610752232865","0.137379196374609"
"Manchmal","2003","Realschule","Sachsen-Anhalt","36","0.130751055726804","0.0930395744636929","0.168462536989915"
"Manchmal","2003","Realschule","Thueringen","50","0.158506583832598","0.121640548909638","0.195372618755558"
"Manchmal","2003","(Fach-)Abitur","Schleswig-Holstein","7","","",""
"Manchmal","2003","(Fach-)Abitur","Hamburg","2","","",""
"Manchmal","2003","(Fach-)Abitur","Niedersachsen","26","","",""
"Manchmal","2003","(Fach-)Abitur","Bremen","1","","",""
"Manchmal","2003","(Fach-)Abitur","Nordrhein-Westfalen","84","0.154507581324921","0.127381587434055","0.181633575215786"
"Manchmal","2003","(Fach-)Abitur","Hessen","24","","",""
"Manchmal","2003","(Fach-)Abitur","Rheinland-Pfalz,Saarland","13","","",""
"Manchmal","2003","(Fach-)Abitur","Baden-Wuerttemberg","39","0.164643007921955","0.123492187709127","0.205793828134783"
"Manchmal","2003","(Fach-)Abitur","Bayern","32","0.127269394383069","0.0893025652786705","0.165236223487467"
"Manchmal","2003","(Fach-)Abitur","Saarland","","","",""
"Manchmal","2003","(Fach-)Abitur","Berlin","13","","",""
"Manchmal","2003","(Fach-)Abitur","Brandenburg","8","","",""
"Manchmal","2003","(Fach-)Abitur","Mecklenburg-Vorpommern","3","","",""
"Manchmal","2003","(Fach-)Abitur","Sachsen","12","","",""
"Manchmal","2003","(Fach-)Abitur","Sachsen-Anhalt","7","","",""
"Manchmal","2003","(Fach-)Abitur","Thueringen","9","","",""
"Manchmal","2003","AkademikerIn","Schleswig-Holstein","9","","",""
"Manchmal","2003","AkademikerIn","Hamburg","7","","",""
"Manchmal","2003","AkademikerIn","Niedersachsen","41","0.0919020043501677","0.0591023845796693","0.124701624120666"
"Manchmal","2003","AkademikerIn","Bremen","4","","",""
"Manchmal","2003","AkademikerIn","Nordrhein-Westfalen","94","0.137269389361697","0.114011272529603","0.16052750619379"
"Manchmal","2003","AkademikerIn","Hessen","47","0.131900062539032","0.0949976981404035","0.16880242693766"
"Manchmal","2003","AkademikerIn","Rheinland-Pfalz,Saarland","18","","",""
"Manchmal","2003","AkademikerIn","Baden-Wuerttemberg","52","0.13168333998867","0.101014727060035","0.162351952917305"
"Manchmal","2003","AkademikerIn","Bayern","87","0.155473751691249","0.126060101104366","0.184887402278132"
"Manchmal","2003","AkademikerIn","Saarland","","","",""
"Manchmal","2003","AkademikerIn","Berlin","20","","",""
"Manchmal","2003","AkademikerIn","Brandenburg","34","0.142967129865482","0.100171603919879","0.185762655811085"
"Manchmal","2003","AkademikerIn","Mecklenburg-Vorpommern","18","","",""
"Manchmal","2003","AkademikerIn","Sachsen","41","0.10162363763725","0.0709602451750083","0.132287030099492"
"Manchmal","2003","AkademikerIn","Sachsen-Anhalt","38","0.149491709749064","0.102691964439325","0.196291455058802"
"Manchmal","2003","AkademikerIn","Thueringen","24","","",""
"Selten","2003","(noch) kein Abschluss","Schleswig-Holstein","3","","",""
"Selten","2003","(noch) kein Abschluss","Hamburg","3","","",""
"Selten","2003","(noch) kein Abschluss","Niedersachsen","15","","",""
"Selten","2003","(noch) kein Abschluss","Bremen","","","",""
"Selten","2003","(noch) kein Abschluss","Nordrhein-Westfalen","51","0.221559943509185","0.168462651730841","0.27465723528753"
"Selten","2003","(noch) kein Abschluss","Hessen","6","","",""
"Selten","2003","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","7","","",""
"Selten","2003","(noch) kein Abschluss","Baden-Wuerttemberg","27","","",""
"Selten","2003","(noch) kein Abschluss","Bayern","12","","",""
"Selten","2003","(noch) kein Abschluss","Saarland","","","",""
"Selten","2003","(noch) kein Abschluss","Berlin","8","","",""
"Selten","2003","(noch) kein Abschluss","Brandenburg","9","","",""
"Selten","2003","(noch) kein Abschluss","Mecklenburg-Vorpommern","7","","",""
"Selten","2003","(noch) kein Abschluss","Sachsen","5","","",""
"Selten","2003","(noch) kein Abschluss","Sachsen-Anhalt","4","","",""
"Selten","2003","(noch) kein Abschluss","Thueringen","6","","",""
"Selten","2003","Hauptschule","Schleswig-Holstein","57","0.214743897115167","0.166730657928377","0.262757136301957"
"Selten","2003","Hauptschule","Hamburg","20","","",""
"Selten","2003","Hauptschule","Niedersachsen","141","0.192704784989367","0.164626154173947","0.220783415804786"
"Selten","2003","Hauptschule","Bremen","8","","",""
"Selten","2003","Hauptschule","Nordrhein-Westfalen","252","0.127924825364134","0.112902402357259","0.142947248371008"
"Selten","2003","Hauptschule","Hessen","81","0.15291854036255","0.122812434881428","0.183024645843671"
"Selten","2003","Hauptschule","Rheinland-Pfalz,Saarland","92","0.137069138751051","0.111085593824783","0.163052683677319"
"Selten","2003","Hauptschule","Baden-Wuerttemberg","171","0.137030255320174","0.117111996742718","0.156948513897631"
"Selten","2003","Hauptschule","Bayern","242","0.172460829482314","0.152749128644655","0.192172530319974"
"Selten","2003","Hauptschule","Saarland","","","",""
"Selten","2003","Hauptschule","Berlin","32","0.180170845285909","0.119470429216545","0.240871261355273"
"Selten","2003","Hauptschule","Brandenburg","38","0.148808548335767","0.103687757049057","0.193929339622477"
"Selten","2003","Hauptschule","Mecklenburg-Vorpommern","16","","",""
"Selten","2003","Hauptschule","Sachsen","65","0.167182943490523","0.131369106481626","0.202996780499421"
"Selten","2003","Hauptschule","Sachsen-Anhalt","48","0.152199520907468","0.11064094911071","0.193758092704226"
"Selten","2003","Hauptschule","Thueringen","47","0.127989005331188","0.0901852645989966","0.165792746063379"
"Selten","2003","Realschule","Schleswig-Holstein","24","","",""
"Selten","2003","Realschule","Hamburg","16","","",""
"Selten","2003","Realschule","Niedersachsen","113","0.195657521364269","0.162382331210805","0.228932711517733"
"Selten","2003","Realschule","Bremen","2","","",""
"Selten","2003","Realschule","Nordrhein-Westfalen","160","0.163699807978667","0.139919810732749","0.187479805224584"
"Selten","2003","Realschule","Hessen","65","0.163239081894835","0.124240276039434","0.202237887750236"
"Selten","2003","Realschule","Rheinland-Pfalz,Saarland","42","0.173856166925939","0.128140084148331","0.219572249703546"
"Selten","2003","Realschule","Baden-Wuerttemberg","102","0.152079279604368","0.122676835880462","0.181481723328273"
"Selten","2003","Realschule","Bayern","154","0.239129612672888","0.207462845925249","0.270796379420528"
"Selten","2003","Realschule","Saarland","","","",""
"Selten","2003","Realschule","Berlin","32","0.09245876092236","0.0559625626884209","0.128954959156299"
"Selten","2003","Realschule","Brandenburg","67","0.189879066572443","0.147173050695334","0.232585082449552"
"Selten","2003","Realschule","Mecklenburg-Vorpommern","35","0.177325754211709","0.125911916867","0.228739591556418"
"Selten","2003","Realschule","Sachsen","104","0.163361095938897","0.134918509306481","0.191803682571314"
"Selten","2003","Realschule","Sachsen-Anhalt","60","0.15837695800992","0.117537148250635","0.199216767769205"
"Selten","2003","Realschule","Thueringen","88","0.229209496742443","0.186780584550521","0.271638408934365"
"Selten","2003","(Fach-)Abitur","Schleswig-Holstein","16","","",""
"Selten","2003","(Fach-)Abitur","Hamburg","14","","",""
"Selten","2003","(Fach-)Abitur","Niedersachsen","36","0.164844981096962","0.112498095438708","0.217191866755216"
"Selten","2003","(Fach-)Abitur","Bremen","5","","",""
"Selten","2003","(Fach-)Abitur","Nordrhein-Westfalen","126","0.174357823830923","0.145882245149507","0.202833402512338"
"Selten","2003","(Fach-)Abitur","Hessen","31","0.158804627676425","0.10864976776857","0.208959487584281"
"Selten","2003","(Fach-)Abitur","Rheinland-Pfalz,Saarland","21","","",""
"Selten","2003","(Fach-)Abitur","Baden-Wuerttemberg","65","0.17752200479517","0.135122670808448","0.219921338781892"
"Selten","2003","(Fach-)Abitur","Bayern","60","0.191902520026579","0.147040951853926","0.236764088199232"
"Selten","2003","(Fach-)Abitur","Saarland","","","",""
"Selten","2003","(Fach-)Abitur","Berlin","25","","",""
"Selten","2003","(Fach-)Abitur","Brandenburg","16","","",""
"Selten","2003","(Fach-)Abitur","Mecklenburg-Vorpommern","3","","",""
"Selten","2003","(Fach-)Abitur","Sachsen","13","","",""
"Selten","2003","(Fach-)Abitur","Sachsen-Anhalt","13","","",""
"Selten","2003","(Fach-)Abitur","Thueringen","11","","",""
"Selten","2003","AkademikerIn","Schleswig-Holstein","15","","",""
"Selten","2003","AkademikerIn","Hamburg","20","","",""
"Selten","2003","AkademikerIn","Niedersachsen","63","0.221228777127568","0.17410221970185","0.268355334553286"
"Selten","2003","AkademikerIn","Bremen","2","","",""
"Selten","2003","AkademikerIn","Nordrhein-Westfalen","147","0.173548731392728","0.147952888243886","0.19914457454157"
"Selten","2003","AkademikerIn","Hessen","54","0.175089303617282","0.133643543878274","0.21653506335629"
"Selten","2003","AkademikerIn","Rheinland-Pfalz,Saarland","32","0.17224222318814","0.117831603411633","0.226652842964646"
"Selten","2003","AkademikerIn","Baden-Wuerttemberg","97","0.190533642049274","0.154915202649266","0.226152081449281"
"Selten","2003","AkademikerIn","Bayern","138","0.230693969128988","0.196497481386569","0.264890456871407"
"Selten","2003","AkademikerIn","Saarland","","","",""
"Selten","2003","AkademikerIn","Berlin","50","0.174776647639005","0.127414970656097","0.222138324621912"
"Selten","2003","AkademikerIn","Brandenburg","65","0.23596724850622","0.184055772017436","0.287878724995003"
"Selten","2003","AkademikerIn","Mecklenburg-Vorpommern","29","","",""
"Selten","2003","AkademikerIn","Sachsen","77","0.214611344006385","0.17294721336321","0.256275474649561"
"Selten","2003","AkademikerIn","Sachsen-Anhalt","52","0.192114955201786","0.140407754023269","0.243822156380304"
"Selten","2003","AkademikerIn","Thueringen","36","0.21111170334298","0.150820261679199","0.271403145006762"
"Nie","2003","(noch) kein Abschluss","Schleswig-Holstein","16","","",""
"Nie","2003","(noch) kein Abschluss","Hamburg","5","","",""
"Nie","2003","(noch) kein Abschluss","Niedersachsen","45","0.617276803801537","0.512710582106293","0.721843025496782"
"Nie","2003","(noch) kein Abschluss","Bremen","2","","",""
"Nie","2003","(noch) kein Abschluss","Nordrhein-Westfalen","135","0.574986991012029","0.511783032252337","0.638190949771721"
"Nie","2003","(noch) kein Abschluss","Hessen","34","0.640918686685277","0.510528685669562","0.771308687700992"
"Nie","2003","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","27","","",""
"Nie","2003","(noch) kein Abschluss","Baden-Wuerttemberg","76","0.605132263723402","0.519439516936374","0.690825010510431"
"Nie","2003","(noch) kein Abschluss","Bayern","64","0.658348398847264","0.56396799183012","0.752728805864409"
"Nie","2003","(noch) kein Abschluss","Saarland","","","",""
"Nie","2003","(noch) kein Abschluss","Berlin","25","","",""
"Nie","2003","(noch) kein Abschluss","Brandenburg","14","","",""
"Nie","2003","(noch) kein Abschluss","Mecklenburg-Vorpommern","6","","",""
"Nie","2003","(noch) kein Abschluss","Sachsen","32","0.639041675236443","0.503172607857751","0.774910742615135"
"Nie","2003","(noch) kein Abschluss","Sachsen-Anhalt","20","","",""
"Nie","2003","(noch) kein Abschluss","Thueringen","17","","",""
"Nie","2003","Hauptschule","Schleswig-Holstein","186","0.596399613055645","0.539035617360475","0.653763608750816"
"Nie","2003","Hauptschule","Hamburg","50","0.657071534079747","0.5561586257149","0.757984442444595"
"Nie","2003","Hauptschule","Niedersachsen","421","0.577375037110957","0.542209272672532","0.612540801549382"
"Nie","2003","Hauptschule","Bremen","46","0.800450884976336","0.699324446238213","0.901577323714459"
"Nie","2003","Hauptschule","Nordrhein-Westfalen","1344","0.723895618438189","0.703788018683411","0.744003218192966"
"Nie","2003","Hauptschule","Hessen","371","0.679250995087897","0.640206508246376","0.718295481929418"
"Nie","2003","Hauptschule","Rheinland-Pfalz,Saarland","453","0.682895424769139","0.647737849557702","0.718052999980577"
"Nie","2003","Hauptschule","Baden-Wuerttemberg","743","0.671826921522625","0.644629638249793","0.699024204795457"
"Nie","2003","Hauptschule","Bayern","784","0.578088760560641","0.552320067386135","0.603857453735147"
"Nie","2003","Hauptschule","Saarland","","","",""
"Nie","2003","Hauptschule","Berlin","101","0.678704844597275","0.604951742147591","0.752457947046959"
"Nie","2003","Hauptschule","Brandenburg","169","0.710050715014246","0.652525950943539","0.767575479084953"
"Nie","2003","Hauptschule","Mecklenburg-Vorpommern","98","0.753681599155001","0.679039217107378","0.828323981202624"
