year,pgisced97,quintil_oecd,pld0045,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,Upper Secondary Level,1st Quintile,Seldom,0.14673,260,1740,0.13010,0.16336
2003,Upper Secondary Level,1st Quintile,Never,0.67198,1153,1740,0.64992,0.69405
2003,Upper Secondary Level,2nd Quintile,Very often,0.03222,82,2247,0.02492,0.03952
2003,Upper Secondary Level,2nd Quintile,Often,0.07759,178,2247,0.06653,0.08866
2003,Upper Secondary Level,2nd Quintile,Sometimes,0.09654,219,2247,0.08433,0.10875
2003,Upper Secondary Level,2nd Quintile,Seldom,0.16004,368,2247,0.14488,0.17521
2003,Upper Secondary Level,2nd Quintile,Never,0.62738,1400,2247,0.60739,0.64738
2003,Upper Secondary Level,3rd Quintile,Very often,0.04824,104,2323,0.03952,0.05695
2003,Upper Secondary Level,3rd Quintile,Often,0.06757,164,2323,0.05736,0.07778
2003,Upper Secondary Level,3rd Quintile,Sometimes,0.09775,227,2323,0.08567,0.10983
2003,Upper Secondary Level,3rd Quintile,Seldom,0.16976,402,2323,0.15449,0.18503
2003,Upper Secondary Level,3rd Quintile,Never,0.61197,1426,2323,0.59215,0.63179
2003,Upper Secondary Level,4th Quintile,Very often,0.04479,114,2265,0.03627,0.05331
2003,Upper Secondary Level,4th Quintile,Often,0.07446,177,2265,0.06365,0.08528
2003,Upper Secondary Level,4th Quintile,Sometimes,0.10009,230,2265,0.08773,0.11245
2003,Upper Secondary Level,4th Quintile,Seldom,0.18436,421,2265,0.16839,0.20033
2003,Upper Secondary Level,4th Quintile,Never,0.59006,1323,2265,0.56980,0.61032
2003,Upper Secondary Level,5th Quintile,Very often,0.03872,93,2461,0.03109,0.04634
2003,Upper Secondary Level,5th Quintile,Often,0.08307,197,2461,0.07216,0.09397
2003,Upper Secondary Level,5th Quintile,Sometimes,0.09237,260,2461,0.08093,0.10381
2003,Upper Secondary Level,5th Quintile,Seldom,0.17060,445,2461,0.15574,0.18547
2003,Upper Secondary Level,5th Quintile,Never,0.60723,1466,2461,0.58793,0.62653
2003,Post-secondary Non-tertiary Level,1st Quintile,Never,0.58610,88,88,0.48260,0.68960
2003,Post-secondary Non-tertiary Level,2nd Quintile,Never,0.57638,90,90,0.47372,0.67905
2003,Post-secondary Non-tertiary Level,3rd Quintile,Seldom,0.15507,34,146,0.09615,0.21399
2003,Post-secondary Non-tertiary Level,3rd Quintile,Never,0.52250,112,146,0.44120,0.60380
2003,Post-secondary Non-tertiary Level,4th Quintile,Sometimes,0.16637,40,217,0.11671,0.21604
2003,Post-secondary Non-tertiary Level,4th Quintile,Seldom,0.18213,52,217,0.13066,0.23360
2003,Post-secondary Non-tertiary Level,4th Quintile,Never,0.48488,125,217,0.41823,0.55153
2003,Post-secondary Non-tertiary Level,5th Quintile,Often,0.10676,44,372,0.07533,0.13818
2003,Post-secondary Non-tertiary Level,5th Quintile,Sometimes,0.12911,48,372,0.09499,0.16323
2003,Post-secondary Non-tertiary Level,5th Quintile,Seldom,0.19983,76,372,0.15914,0.24052
2003,Post-secondary Non-tertiary Level,5th Quintile,Never,0.52452,204,372,0.47370,0.57534
2003,First Stage of Tertiary Education,1st Quintile,Never,0.59509,85,85,0.49012,0.70007
2003,First Stage of Tertiary Education,2nd Quintile,Often,0.14126,35,241,0.09720,0.18533
2003,First Stage of Tertiary Education,2nd Quintile,Sometimes,0.09453,34,241,0.05752,0.13155
2003,First Stage of Tertiary Education,2nd Quintile,Seldom,0.19896,49,241,0.14845,0.24946
2003,First Stage of Tertiary Education,2nd Quintile,Never,0.46460,123,241,0.40150,0.52770
2003,First Stage of Tertiary Education,3rd Quintile,Often,0.09770,34,330,0.06562,0.12978
2003,First Stage of Tertiary Education,3rd Quintile,Sometimes,0.08706,38,330,0.05659,0.11752
2003,First Stage of Tertiary Education,3rd Quintile,Seldom,0.17258,66,330,0.13174,0.21341
2003,First Stage of Tertiary Education,3rd Quintile,Never,0.59415,192,330,0.54109,0.64721
2003,First Stage of Tertiary Education,4th Quintile,Very often,0.09185,33,434,0.06465,0.11905
2003,First Stage of Tertiary Education,4th Quintile,Often,0.05825,36,434,0.03619,0.08031
2003,First Stage of Tertiary Education,4th Quintile,Sometimes,0.12140,49,434,0.09064,0.15216
2003,First Stage of Tertiary Education,4th Quintile,Seldom,0.19371,89,434,0.15649,0.23094
2003,First Stage of Tertiary Education,4th Quintile,Never,0.52929,227,434,0.48228,0.57631
2003,First Stage of Tertiary Education,5th Quintile,Often,0.11160,53,479,0.08337,0.13983
2003,First Stage of Tertiary Education,5th Quintile,Sometimes,0.13799,58,479,0.10707,0.16891
2003,First Stage of Tertiary Education,5th Quintile,Seldom,0.15764,99,479,0.12497,0.19031
2003,First Stage of Tertiary Education,5th Quintile,Never,0.53502,269,479,0.49031,0.57974
2003,Second Stage of Tertiary Education,1st Quintile,Seldom,0.20105,41,160,0.13875,0.26335
2003,Second Stage of Tertiary Education,1st Quintile,Never,0.56681,119,160,0.48979,0.64383
2003,Second Stage of Tertiary Education,2nd Quintile,Sometimes,0.11437,31,238,0.07385,0.15489
2003,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.17279,49,238,0.12466,0.22093
2003,Second Stage of Tertiary Education,2nd Quintile,Never,0.57959,158,238,0.51675,0.64244
2003,Second Stage of Tertiary Education,3rd Quintile,Often,0.08504,43,475,0.05993,0.11015
2003,Second Stage of Tertiary Education,3rd Quintile,Sometimes,0.11812,57,475,0.08906,0.14717
2003,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.17746,91,475,0.14307,0.21186
2003,Second Stage of Tertiary Education,3rd Quintile,Never,0.56219,284,475,0.51753,0.60685
2003,Second Stage of Tertiary Education,4th Quintile,Very often,0.04760,41,875,0.03348,0.06171
2003,Second Stage of Tertiary Education,4th Quintile,Often,0.08721,79,875,0.06851,0.10592
2003,Second Stage of Tertiary Education,4th Quintile,Sometimes,0.14343,130,875,0.12019,0.16666
2003,Second Stage of Tertiary Education,4th Quintile,Seldom,0.17569,182,875,0.15046,0.20092
2003,Second Stage of Tertiary Education,4th Quintile,Never,0.53256,443,875,0.49948,0.56564
2003,Second Stage of Tertiary Education,5th Quintile,Very often,0.05391,141,2467,0.04500,0.06283
2003,Second Stage of Tertiary Education,5th Quintile,Often,0.09378,255,2467,0.08228,0.10529
2003,Second Stage of Tertiary Education,5th Quintile,Sometimes,0.12026,290,2467,0.10742,0.13309
2003,Second Stage of Tertiary Education,5th Quintile,Seldom,0.21156,514,2467,0.19544,0.22768
2003,Second Stage of Tertiary Education,5th Quintile,Never,0.51450,1267,2467,0.49477,0.53422
2008,Pre-primary Level,2nd Quintile,Never,0.28104,31,31,0.12019,0.44189
2008,Pre-primary Level,3rd Quintile,Never,0.39915,52,52,0.26474,0.53356
2008,Pre-primary Level,4th Quintile,Never,0.22577,32,32,0.07859,0.37294
2008,Pre-primary Level,5th Quintile,Never,0.28802,44,44,0.15267,0.42337
2008,Primary Level,1st Quintile,Never,0.67419,71,71,0.56439,0.78398
2008,Lower Secondary Level,1st Quintile,Often,0.07330,44,599,0.05241,0.09419
2008,Lower Secondary Level,1st Quintile,Sometimes,0.08022,55,599,0.05845,0.10199
2008,Lower Secondary Level,1st Quintile,Seldom,0.11887,83,599,0.09293,0.14481
2008,Lower Secondary Level,1st Quintile,Never,0.64323,417,599,0.60484,0.68163
2008,Lower Secondary Level,2nd Quintile,Often,0.05901,34,506,0.03846,0.07957
2008,Lower Secondary Level,2nd Quintile,Sometimes,0.07142,40,506,0.04896,0.09388
2008,Lower Secondary Level,2nd Quintile,Seldom,0.15520,87,506,0.12362,0.18679
2008,Lower Secondary Level,2nd Quintile,Never,0.65541,345,506,0.61396,0.69686
2008,Lower Secondary Level,3rd Quintile,Often,0.07085,32,403,0.04577,0.09593
2008,Lower Secondary Level,3rd Quintile,Sometimes,0.09916,40,403,0.06994,0.12837
2008,Lower Secondary Level,3rd Quintile,Seldom,0.15685,72,403,0.12130,0.19240
2008,Lower Secondary Level,3rd Quintile,Never,0.57832,259,403,0.53005,0.62660
2008,Lower Secondary Level,4th Quintile,Seldom,0.15965,47,214,0.11046,0.20884
2008,Lower Secondary Level,4th Quintile,Never,0.61535,167,214,0.55001,0.68069
2008,Lower Secondary Level,5th Quintile,Never,0.54222,87,87,0.43692,0.64752
2008,Upper Secondary Level,1st Quintile,Very often,0.03585,69,1586,0.02669,0.04500
2008,Upper Secondary Level,1st Quintile,Often,0.07893,118,1586,0.06566,0.09220
2008,Upper Secondary Level,1st Quintile,Sometimes,0.09143,140,1586,0.07725,0.10562
2008,Upper Secondary Level,1st Quintile,Seldom,0.14049,219,1586,0.12338,0.15759
2008,Upper Secondary Level,1st Quintile,Never,0.63966,1040,1586,0.61603,0.66330
2008,Upper Secondary Level,2nd Quintile,Very often,0.04263,96,1971,0.03371,0.05155
2008,Upper Secondary Level,2nd Quintile,Often,0.08065,159,1971,0.06863,0.09268
2008,Upper Secondary Level,2nd Quintile,Sometimes,0.07527,162,1971,0.06362,0.08692
2008,Upper Secondary Level,2nd Quintile,Seldom,0.17073,329,1971,0.15411,0.18734
2008,Upper Secondary Level,2nd Quintile,Never,0.62448,1225,1971,0.60309,0.64586
2008,Upper Secondary Level,3rd Quintile,Very often,0.04976,116,2112,0.04048,0.05903
2008,Upper Secondary Level,3rd Quintile,Often,0.08616,184,2112,0.07419,0.09813
2008,Upper Secondary Level,3rd Quintile,Sometimes,0.10215,209,2112,0.08923,0.11507
2008,Upper Secondary Level,3rd Quintile,Seldom,0.16245,344,2112,0.14671,0.17818
2008,Upper Secondary Level,3rd Quintile,Never,0.59248,1259,2112,0.57152,0.61344
2008,Upper Secondary Level,4th Quintile,Very often,0.04216,93,2073,0.03350,0.05081
2008,Upper Secondary Level,4th Quintile,Often,0.09279,194,2073,0.08030,0.10529
2008,Upper Secondary Level,4th Quintile,Sometimes,0.09906,217,2073,0.08620,0.11193
2008,Upper Secondary Level,4th Quintile,Seldom,0.18724,374,2073,0.17045,0.20404
2008,Upper Secondary Level,4th Quintile,Never,0.57356,1195,2073,0.55227,0.59486
2008,Upper Secondary Level,5th Quintile,Very often,0.06053,126,1923,0.04987,0.07120
2008,Upper Secondary Level,5th Quintile,Often,0.08222,171,1923,0.06994,0.09450
2008,Upper Secondary Level,5th Quintile,Sometimes,0.11969,215,1923,0.10518,0.13420
2008,Upper Secondary Level,5th Quintile,Seldom,0.17703,347,1923,0.15997,0.19410
2008,Upper Secondary Level,5th Quintile,Never,0.55566,1064,1923,0.53345,0.57788
2008,Post-secondary Non-tertiary Level,1st Quintile,Never,0.54410,80,80,0.43427,0.65393
2008,Post-secondary Non-tertiary Level,2nd Quintile,Never,0.57282,87,87,0.46827,0.67737
2008,Post-secondary Non-tertiary Level,3rd Quintile,Never,0.62940,118,118,0.54189,0.71692
2008,Post-secondary Non-tertiary Level,4th Quintile,Seldom,0.21351,57,192,0.15540,0.27163
2008,Post-secondary Non-tertiary Level,4th Quintile,Never,0.48439,135,192,0.41352,0.55527
2008,Post-secondary Non-tertiary Level,5th Quintile,Often,0.09169,37,314,0.05972,0.12366
2008,Post-secondary Non-tertiary Level,5th Quintile,Sometimes,0.08709,36,314,0.05585,0.11833
2008,Post-secondary Non-tertiary Level,5th Quintile,Seldom,0.18647,60,314,0.14332,0.22962
2008,Post-secondary Non-tertiary Level,5th Quintile,Never,0.54953,181,314,0.49441,0.60465
2008,First Stage of Tertiary Education,1st Quintile,Never,0.62028,68,68,0.50407,0.73649
2008,First Stage of Tertiary Education,2nd Quintile,Seldom,0.16120,44,165,0.10492,0.21748
2008,First Stage of Tertiary Education,2nd Quintile,Never,0.61610,121,165,0.54167,0.69053
2008,First Stage of Tertiary Education,3rd Quintile,Sometimes,0.14705,43,271,0.10480,0.18929
2008,First Stage of Tertiary Education,3rd Quintile,Seldom,0.16474,60,271,0.12049,0.20899
2008,First Stage of Tertiary Education,3rd Quintile,Never,0.54726,168,271,0.48788,0.60663
2008,First Stage of Tertiary Education,4th Quintile,Sometimes,0.10939,34,304,0.07425,0.14454
2008,First Stage of Tertiary Education,4th Quintile,Seldom,0.24314,87,304,0.19484,0.29145
2008,First Stage of Tertiary Education,4th Quintile,Never,0.52359,183,304,0.46735,0.57983
2008,First Stage of Tertiary Education,5th Quintile,Often,0.15303,57,397,0.11757,0.18849
2008,First Stage of Tertiary Education,5th Quintile,Sometimes,0.11612,51,397,0.08456,0.14767
2008,First Stage of Tertiary Education,5th Quintile,Seldom,0.15539,70,397,0.11971,0.19107
2008,First Stage of Tertiary Education,5th Quintile,Never,0.51339,219,397,0.46416,0.56262
2008,Second Stage of Tertiary Education,1st Quintile,Often,0.18229,32,138,0.11764,0.24695
2008,Second Stage of Tertiary Education,1st Quintile,Never,0.52502,106,138,0.44140,0.60864
2008,Second Stage of Tertiary Education,2nd Quintile,Sometimes,0.08804,34,288,0.05526,0.12082
2008,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.19571,59,288,0.14981,0.24161
2008,Second Stage of Tertiary Education,2nd Quintile,Never,0.57133,195,288,0.51408,0.62859
2008,Second Stage of Tertiary Education,3rd Quintile,Very often,0.05824,35,592,0.03936,0.07712
2008,Second Stage of Tertiary Education,3rd Quintile,Often,0.08877,59,592,0.06584,0.11170
2008,Second Stage of Tertiary Education,3rd Quintile,Sometimes,0.11509,65,592,0.08936,0.14082
2008,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.18263,117,592,0.15148,0.21378
2008,Second Stage of Tertiary Education,3rd Quintile,Never,0.55109,316,592,0.51098,0.59119
2008,Second Stage of Tertiary Education,4th Quintile,Very often,0.04530,41,780,0.03070,0.05990
2008,Second Stage of Tertiary Education,4th Quintile,Often,0.08051,73,780,0.06141,0.09962
2008,Second Stage of Tertiary Education,4th Quintile,Sometimes,0.11941,104,780,0.09664,0.14218
2008,Second Stage of Tertiary Education,4th Quintile,Seldom,0.21573,165,780,0.18684,0.24461
2008,Second Stage of Tertiary Education,4th Quintile,Never,0.53617,397,780,0.50115,0.57119
2008,Second Stage of Tertiary Education,5th Quintile,Very often,0.05218,120,2261,0.04301,0.06135
2008,Second Stage of Tertiary Education,5th Quintile,Often,0.10791,237,2261,0.09511,0.12070
2008,Second Stage of Tertiary Education,5th Quintile,Sometimes,0.11255,283,2261,0.09952,0.12558
2008,Second Stage of Tertiary Education,5th Quintile,Seldom,0.22022,433,2261,0.20313,0.23730
2008,Second Stage of Tertiary Education,5th Quintile,Never,0.50009,1188,2261,0.47948,0.52071
2013,Pre-primary Level,1st Quintile,Never,0.26805,71,71,0.16428,0.37181
2013,Pre-primary Level,2nd Quintile,Never,0.16712,49,49,0.06157,0.27266
2013,Pre-primary Level,3rd Quintile,Never,0.34109,47,47,0.20409,0.47809
2013,Pre-primary Level,4th Quintile,Never,0.33535,33,33,0.17177,0.49893
2013,Pre-primary Level,5th Quintile,Never,0.29122,41,41,0.15042,0.43201
2013,Primary Level,1st Quintile,Seldom,0.07510,31,154,0.03334,0.11686
2013,Primary Level,1st Quintile,Never,0.63738,123,154,0.56121,0.71356
2013,Primary Level,2nd Quintile,Never,0.63648,42,42,0.48924,0.78372
2013,Lower Secondary Level,1st Quintile,Very often,0.04050,49,1017,0.02838,0.05262
2013,Lower Secondary Level,1st Quintile,Often,0.07660,105,1017,0.06025,0.09295
2013,Lower Secondary Level,1st Quintile,Sometimes,0.08976,92,1017,0.07218,0.10734
2013,Lower Secondary Level,1st Quintile,Seldom,0.14959,147,1017,0.12766,0.17152
2013,Lower Secondary Level,1st Quintile,Never,0.59852,624,1017,0.56838,0.62867
2013,Lower Secondary Level,2nd Quintile,Often,0.05103,53,669,0.03434,0.06772
2013,Lower Secondary Level,2nd Quintile,Sometimes,0.07777,72,669,0.05746,0.09807
2013,Lower Secondary Level,2nd Quintile,Seldom,0.15946,119,669,0.13169,0.18722
2013,Lower Secondary Level,2nd Quintile,Never,0.62312,425,669,0.58637,0.65987
2013,Lower Secondary Level,3rd Quintile,Often,0.07051,40,400,0.04539,0.09563
2013,Lower Secondary Level,3rd Quintile,Sometimes,0.12637,54,400,0.09377,0.15898
2013,Lower Secondary Level,3rd Quintile,Seldom,0.15718,67,400,0.12147,0.19290
2013,Lower Secondary Level,3rd Quintile,Never,0.55848,239,400,0.50976,0.60721
2013,Lower Secondary Level,4th Quintile,Sometimes,0.12389,34,235,0.08167,0.16610
2013,Lower Secondary Level,4th Quintile,Seldom,0.20034,51,235,0.14906,0.25163
2013,Lower Secondary Level,4th Quintile,Never,0.54712,150,235,0.48334,0.61090
2013,Lower Secondary Level,5th Quintile,Never,0.49080,78,78,0.37914,0.60246
2013,Upper Secondary Level,1st Quintile,Very often,0.04919,188,2707,0.04104,0.05734
2013,Upper Secondary Level,1st Quintile,Often,0.08525,260,2707,0.07472,0.09577
2013,Upper Secondary Level,1st Quintile,Sometimes,0.08906,254,2707,0.07832,0.09979
2013,Upper Secondary Level,1st Quintile,Seldom,0.15214,381,2707,0.13861,0.16568
2013,Upper Secondary Level,1st Quintile,Never,0.60756,1624,2707,0.58917,0.62596
2013,Upper Secondary Level,2nd Quintile,Very often,0.05564,210,2948,0.04737,0.06392
2013,Upper Secondary Level,2nd Quintile,Often,0.08432,302,2948,0.07429,0.09435
2013,Upper Secondary Level,2nd Quintile,Sometimes,0.10393,315,2948,0.09291,0.11494
2013,Upper Secondary Level,2nd Quintile,Seldom,0.15792,490,2948,0.14475,0.17109
2013,Upper Secondary Level,2nd Quintile,Never,0.58297,1631,2948,0.56517,0.60078
2013,Upper Secondary Level,3rd Quintile,Very often,0.04389,169,2624,0.03605,0.05173
2013,Upper Secondary Level,3rd Quintile,Often,0.08487,290,2624,0.07421,0.09554
2013,Upper Secondary Level,3rd Quintile,Sometimes,0.08709,259,2624,0.07630,0.09788
2013,Upper Secondary Level,3rd Quintile,Seldom,0.17644,462,2624,0.16186,0.19103
2013,Upper Secondary Level,3rd Quintile,Never,0.59933,1444,2624,0.58057,0.61808
2013,Upper Secondary Level,4th Quintile,Very often,0.06261,159,2314,0.05273,0.07248
2013,Upper Secondary Level,4th Quintile,Often,0.11284,276,2314,0.09995,0.12573
2013,Upper Secondary Level,4th Quintile,Sometimes,0.09357,239,2314,0.08170,0.10544
2013,Upper Secondary Level,4th Quintile,Seldom,0.19734,465,2314,0.18112,0.21356
2013,Upper Secondary Level,4th Quintile,Never,0.52527,1175,2314,0.50492,0.54563
2013,Upper Secondary Level,5th Quintile,Very often,0.04096,98,1749,0.03167,0.05025
2013,Upper Secondary Level,5th Quintile,Often,0.08268,166,1749,0.06976,0.09559
2013,Upper Secondary Level,5th Quintile,Sometimes,0.10436,202,1749,0.09003,0.11870
2013,Upper Secondary Level,5th Quintile,Seldom,0.19141,352,1749,0.17297,0.20986
2013,Upper Secondary Level,5th Quintile,Never,0.56849,931,1749,0.54527,0.59171
2013,Post-secondary Non-tertiary Level,1st Quintile,Often,0.09677,34,240,0.05929,0.13425
2013,Post-secondary Non-tertiary Level,1st Quintile,Seldom,0.16275,40,240,0.11595,0.20954
2013,Post-secondary Non-tertiary Level,1st Quintile,Never,0.57912,166,240,0.51653,0.64171
2013,Post-secondary Non-tertiary Level,2nd Quintile,Very often,0.06020,31,363,0.03570,0.08470
2013,Post-secondary Non-tertiary Level,2nd Quintile,Often,0.09732,49,363,0.06679,0.12786
2013,Post-secondary Non-tertiary Level,2nd Quintile,Sometimes,0.07892,38,363,0.05115,0.10670
2013,Post-secondary Non-tertiary Level,2nd Quintile,Seldom,0.19971,61,363,0.15853,0.24090
2013,Post-secondary Non-tertiary Level,2nd Quintile,Never,0.53300,184,363,0.48160,0.58439
2013,Post-secondary Non-tertiary Level,3rd Quintile,Often,0.14443,47,328,0.10633,0.18253
2013,Post-secondary Non-tertiary Level,3rd Quintile,Sometimes,0.13621,53,328,0.09904,0.17339
2013,Post-secondary Non-tertiary Level,3rd Quintile,Seldom,0.11895,48,328,0.08386,0.15404
2013,Post-secondary Non-tertiary Level,3rd Quintile,Never,0.54529,180,328,0.49132,0.59926
2013,Post-secondary Non-tertiary Level,4th Quintile,Often,0.09210,46,331,0.06090,0.12330
2013,Post-secondary Non-tertiary Level,4th Quintile,Sometimes,0.09424,34,331,0.06272,0.12576
2013,Post-secondary Non-tertiary Level,4th Quintile,Seldom,0.22622,85,331,0.18108,0.27137
2013,Post-secondary Non-tertiary Level,4th Quintile,Never,0.52981,166,331,0.47596,0.58367
2013,Post-secondary Non-tertiary Level,5th Quintile,Often,0.08418,41,361,0.05550,0.11287
2013,Post-secondary Non-tertiary Level,5th Quintile,Sometimes,0.12599,58,361,0.09171,0.16027
2013,Post-secondary Non-tertiary Level,5th Quintile,Seldom,0.21924,80,361,0.17650,0.26198
2013,Post-secondary Non-tertiary Level,5th Quintile,Never,0.49527,182,361,0.44363,0.54692
2013,First Stage of Tertiary Education,1st Quintile,Never,0.60908,78,78,0.50009,0.71808
2013,First Stage of Tertiary Education,2nd Quintile,Often,0.11356,40,281,0.07640,0.15072
2013,First Stage of Tertiary Education,2nd Quintile,Sometimes,0.12214,34,281,0.08379,0.16050
2013,First Stage of Tertiary Education,2nd Quintile,Seldom,0.26450,69,281,0.21283,0.31616
2013,First Stage of Tertiary Education,2nd Quintile,Never,0.45424,138,281,0.39592,0.51256
2013,First Stage of Tertiary Education,3rd Quintile,Often,0.15586,72,362,0.11844,0.19328
2013,First Stage of Tertiary Education,3rd Quintile,Sometimes,0.06205,40,362,0.03716,0.08693
2013,First Stage of Tertiary Education,3rd Quintile,Seldom,0.22100,74,362,0.17819,0.26380
2013,First Stage of Tertiary Education,3rd Quintile,Never,0.48603,176,362,0.43447,0.53758
2013,First Stage of Tertiary Education,4th Quintile,Often,0.10936,55,393,0.07847,0.14026
2013,First Stage of Tertiary Education,4th Quintile,Sometimes,0.12967,48,393,0.09641,0.16292
2013,First Stage of Tertiary Education,4th Quintile,Seldom,0.18121,94,393,0.14307,0.21934
2013,First Stage of Tertiary Education,4th Quintile,Never,0.51763,196,393,0.46816,0.56709
2013,First Stage of Tertiary Education,5th Quintile,Often,0.12918,56,400,0.09627,0.16209
2013,First Stage of Tertiary Education,5th Quintile,Sometimes,0.13692,62,400,0.10319,0.17065
2013,First Stage of Tertiary Education,5th Quintile,Seldom,0.20391,85,400,0.16438,0.24344
2013,First Stage of Tertiary Education,5th Quintile,Never,0.47633,197,400,0.42732,0.52533
2013,Second Stage of Tertiary Education,1st Quintile,Very often,0.09066,36,394,0.06228,0.11905
2013,Second Stage of Tertiary Education,1st Quintile,Often,0.09914,45,394,0.06959,0.12868
2013,Second Stage of Tertiary Education,1st Quintile,Sometimes,0.12227,59,394,0.08988,0.15466
2013,Second Stage of Tertiary Education,1st Quintile,Seldom,0.15532,62,394,0.11951,0.19114
2013,Second Stage of Tertiary Education,1st Quintile,Never,0.51648,192,394,0.46708,0.56589
2013,Second Stage of Tertiary Education,2nd Quintile,Very often,0.03814,34,612,0.02295,0.05333
2013,Second Stage of Tertiary Education,2nd Quintile,Often,0.08656,72,612,0.06426,0.10886
2013,Second Stage of Tertiary Education,2nd Quintile,Sometimes,0.09727,74,612,0.07378,0.12077
2013,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.20259,130,612,0.17072,0.23446
2013,Second Stage of Tertiary Education,2nd Quintile,Never,0.56369,302,612,0.52436,0.60301
2013,Second Stage of Tertiary Education,3rd Quintile,Very often,0.07813,74,865,0.06024,0.09603
2013,Second Stage of Tertiary Education,3rd Quintile,Often,0.10113,114,865,0.08103,0.12124
2013,Second Stage of Tertiary Education,3rd Quintile,Sometimes,0.12893,106,865,0.10658,0.15127
2013,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.16511,158,865,0.14035,0.18987
2013,Second Stage of Tertiary Education,3rd Quintile,Never,0.51172,413,865,0.47839,0.54505
2013,Second Stage of Tertiary Education,4th Quintile,Very often,0.05310,87,1320,0.04100,0.06520
2013,Second Stage of Tertiary Education,4th Quintile,Often,0.13700,182,1320,0.11845,0.15556
2013,Second Stage of Tertiary Education,4th Quintile,Sometimes,0.11297,191,1320,0.09588,0.13005
2013,Second Stage of Tertiary Education,4th Quintile,Seldom,0.17170,249,1320,0.15135,0.19205
2013,Second Stage of Tertiary Education,4th Quintile,Never,0.52065,611,1320,0.49369,0.54761
2013,Second Stage of Tertiary Education,5th Quintile,Very often,0.06527,173,2616,0.05581,0.07474
2013,Second Stage of Tertiary Education,5th Quintile,Often,0.10680,323,2616,0.09496,0.11864
2013,Second Stage of Tertiary Education,5th Quintile,Sometimes,0.11943,342,2616,0.10700,0.13186
2013,Second Stage of Tertiary Education,5th Quintile,Seldom,0.21805,539,2616,0.20222,0.23387
2013,Second Stage of Tertiary Education,5th Quintile,Never,0.47915,1239,2616,0.46000,0.49830
2018,Pre-primary Level,1st Quintile,Never,0.23187,46,46,0.10856,0.35518
2018,Pre-primary Level,2nd Quintile,Never,0.28630,45,45,0.15273,0.41987
2018,Pre-primary Level,3rd Quintile,Never,0.40820,39,39,0.25192,0.56447
2018,Primary Level,1st Quintile,Seldom,0.11153,33,182,0.06567,0.15739
2018,Primary Level,1st Quintile,Never,0.50595,149,182,0.43312,0.57879
