year,bula_h,pgisced97,pld0045,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Never,0.60720,72,72,0.49360,0.72080
2003,Saxony,Lower Secondary Level,Never,0.62724,76,76,0.51780,0.73667
2003,Saxony,Upper Secondary Level,Often,0.06642,56,848,0.04965,0.08319
2003,Saxony,Upper Secondary Level,Sometimes,0.09981,93,848,0.07962,0.11999
2003,Saxony,Upper Secondary Level,Seldom,0.16004,132,848,0.13535,0.18474
2003,Saxony,Upper Secondary Level,Never,0.64416,567,848,0.61191,0.67640
2003,Saxony,First Stage of Tertiary Education,Never,0.58167,75,75,0.46928,0.69406
2003,Saxony,Second Stage of Tertiary Education,Sometimes,0.10165,41,334,0.06919,0.13410
2003,Saxony,Second Stage of Tertiary Education,Seldom,0.21468,77,334,0.17057,0.25878
2003,Saxony,Second Stage of Tertiary Education,Never,0.61293,216,334,0.56061,0.66524
2003,Saxony-Anhalt,Lower Secondary Level,Never,0.51888,38,38,0.35789,0.67988
2003,Saxony-Anhalt,Upper Secondary Level,Often,0.11794,56,441,0.08780,0.14808
2003,Saxony-Anhalt,Upper Secondary Level,Sometimes,0.09020,44,441,0.06343,0.11696
2003,Saxony-Anhalt,Upper Secondary Level,Seldom,0.14285,78,441,0.11016,0.17555
2003,Saxony-Anhalt,Upper Secondary Level,Never,0.62152,263,441,0.57620,0.66684
2003,Saxony-Anhalt,First Stage of Tertiary Education,Never,0.59985,53,53,0.46669,0.73302
2003,Saxony-Anhalt,Second Stage of Tertiary Education,Sometimes,0.14947,38,193,0.09903,0.19990
2003,Saxony-Anhalt,Second Stage of Tertiary Education,Seldom,0.19208,52,193,0.13636,0.24781
2003,Saxony-Anhalt,Second Stage of Tertiary Education,Never,0.53257,103,193,0.46200,0.60315
2003,Thuringa,Lower Secondary Level,Never,0.51982,37,37,0.35661,0.68302
2003,Thuringa,Upper Secondary Level,Sometimes,0.10155,59,532,0.07586,0.12724
2003,Thuringa,Upper Secondary Level,Seldom,0.18545,114,532,0.15239,0.21851
2003,Thuringa,Upper Secondary Level,Never,0.64397,359,532,0.60324,0.68470
2003,Thuringa,First Stage of Tertiary Education,Never,0.53849,42,42,0.38589,0.69109
2003,Thuringa,Second Stage of Tertiary Education,Seldom,0.21108,36,127,0.13982,0.28233
2003,Thuringa,Second Stage of Tertiary Education,Never,0.55718,91,127,0.47045,0.64391
2008,Schleswig-Holstein,Lower Secondary Level,Never,0.56734,36,36,0.40320,0.73149
2008,Schleswig-Holstein,Upper Secondary Level,Seldom,0.23543,57,234,0.18095,0.28991
2008,Schleswig-Holstein,Upper Secondary Level,Never,0.56367,177,234,0.49999,0.62735
2008,Schleswig-Holstein,Second Stage of Tertiary Education,Never,0.40323,47,47,0.26147,0.54499
2008,Hamburg,Upper Secondary Level,Never,0.59854,72,72,0.48451,0.71256
2008,Hamburg,Second Stage of Tertiary Education,Never,0.59217,49,49,0.45315,0.73120
2008,Lower Saxony,Lower Secondary Level,Seldom,0.13705,34,147,0.08127,0.19284
2008,Lower Saxony,Lower Secondary Level,Never,0.58365,113,147,0.50369,0.66361
2008,Lower Saxony,Upper Secondary Level,Very often,0.05325,55,923,0.03876,0.06774
2008,Lower Saxony,Upper Secondary Level,Often,0.10319,89,923,0.08355,0.12282
2008,Lower Saxony,Upper Secondary Level,Sometimes,0.11697,117,923,0.09623,0.13772
2008,Lower Saxony,Upper Secondary Level,Seldom,0.18015,160,923,0.15534,0.20496
2008,Lower Saxony,Upper Secondary Level,Never,0.54644,502,923,0.51430,0.57857
2008,Lower Saxony,Post-secondary Non-tertiary Level,Never,0.54074,54,54,0.40657,0.67491
2008,Lower Saxony,First Stage of Tertiary Education,Never,0.51563,44,44,0.36625,0.66500
2008,Lower Saxony,Second Stage of Tertiary Education,Sometimes,0.15142,54,268,0.10842,0.19442
2008,Lower Saxony,Second Stage of Tertiary Education,Seldom,0.23166,66,268,0.18105,0.28226
2008,Lower Saxony,Second Stage of Tertiary Education,Never,0.48714,148,268,0.42719,0.54710
2008,Bremen,Upper Secondary Level,Never,0.74811,56,56,0.63338,0.86284
2008,North Rhine-Westphalia,No answer / don't know,Never,0.62886,49,49,0.49219,0.76553
2008,North Rhine-Westphalia,Pre-primary Level,Never,0.64239,50,50,0.50819,0.77660
2008,North Rhine-Westphalia,Primary Level,Never,0.86530,45,45,0.76442,0.96618
2008,North Rhine-Westphalia,Lower Secondary Level,Seldom,0.11697,55,393,0.08516,0.14879
2008,North Rhine-Westphalia,Lower Secondary Level,Never,0.72354,338,393,0.67927,0.76782
2008,North Rhine-Westphalia,Upper Secondary Level,Very often,0.03553,80,1898,0.02720,0.04386
2008,North Rhine-Westphalia,Upper Secondary Level,Often,0.06678,130,1898,0.05555,0.07802
2008,North Rhine-Westphalia,Upper Secondary Level,Sometimes,0.08568,156,1898,0.07309,0.09828
2008,North Rhine-Westphalia,Upper Secondary Level,Seldom,0.13841,241,1898,0.12287,0.15395
2008,North Rhine-Westphalia,Upper Secondary Level,Never,0.67359,1291,1898,0.65249,0.69470
2008,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Often,0.11837,34,259,0.07895,0.15779
2008,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Seldom,0.15897,49,259,0.11435,0.20359
2008,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Never,0.60467,176,259,0.54501,0.66433
2008,North Rhine-Westphalia,First Stage of Tertiary Education,Seldom,0.14777,43,215,0.10022,0.19532
2008,North Rhine-Westphalia,First Stage of Tertiary Education,Never,0.61231,172,215,0.54703,0.67759
2008,North Rhine-Westphalia,Second Stage of Tertiary Education,Often,0.12102,77,758,0.09779,0.14426
2008,North Rhine-Westphalia,Second Stage of Tertiary Education,Sometimes,0.09783,75,758,0.07667,0.11899
2008,North Rhine-Westphalia,Second Stage of Tertiary Education,Seldom,0.17445,121,758,0.14742,0.20149
2008,North Rhine-Westphalia,Second Stage of Tertiary Education,Never,0.57496,485,758,0.53974,0.61017
2008,Hesse,Lower Secondary Level,Never,0.75145,95,95,0.66408,0.83881
2008,Hesse,Upper Secondary Level,Very often,0.04599,40,617,0.02944,0.06253
2008,Hesse,Upper Secondary Level,Often,0.10009,57,617,0.07639,0.12379
2008,Hesse,Upper Secondary Level,Sometimes,0.10396,71,617,0.07986,0.12807
2008,Hesse,Upper Secondary Level,Seldom,0.14923,90,617,0.12109,0.17737
2008,Hesse,Upper Secondary Level,Never,0.60073,359,617,0.56205,0.63941
2008,Hesse,Post-secondary Non-tertiary Level,Never,0.47302,51,51,0.33463,0.61141
2008,Hesse,First Stage of Tertiary Education,Never,0.53023,43,43,0.37929,0.68117
2008,Hesse,Second Stage of Tertiary Education,Often,0.11348,41,307,0.07794,0.14901
2008,Hesse,Second Stage of Tertiary Education,Sometimes,0.09548,36,307,0.06256,0.12841
2008,Hesse,Second Stage of Tertiary Education,Seldom,0.19364,58,307,0.14937,0.23792
2008,Hesse,Second Stage of Tertiary Education,Never,0.55843,172,307,0.50279,0.61406
2008,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Never,0.64588,108,108,0.55526,0.73650
2008,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Very often,0.04602,35,530,0.02816,0.06387
2008,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Often,0.07138,40,530,0.04944,0.09332
2008,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Seldom,0.15370,75,530,0.12296,0.18443
2008,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Never,0.67500,380,530,0.63509,0.71491
2008,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Never,0.53278,31,31,0.35424,0.71132
2008,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Never,0.53534,52,52,0.39846,0.67223
2008,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Never,0.58730,97,97,0.48882,0.68579
2008,Baden-Wuerttemberg,No answer / don't know,Never,0.77727,39,39,0.64498,0.90957
2008,Baden-Wuerttemberg,Lower Secondary Level,Seldom,0.19903,68,228,0.14709,0.25097
2008,Baden-Wuerttemberg,Lower Secondary Level,Never,0.50010,160,228,0.43505,0.56514
2008,Baden-Wuerttemberg,Upper Secondary Level,Very often,0.05727,68,1135,0.04375,0.07080
2008,Baden-Wuerttemberg,Upper Secondary Level,Often,0.09037,111,1135,0.07368,0.10705
2008,Baden-Wuerttemberg,Upper Secondary Level,Sometimes,0.12260,127,1135,0.10351,0.14169
2008,Baden-Wuerttemberg,Upper Secondary Level,Seldom,0.19490,226,1135,0.17184,0.21795
2008,Baden-Wuerttemberg,Upper Secondary Level,Never,0.53486,603,1135,0.50583,0.56389
2008,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Never,0.54202,75,75,0.42850,0.65554
2008,Baden-Wuerttemberg,First Stage of Tertiary Education,Seldom,0.20973,45,123,0.13749,0.28197
2008,Baden-Wuerttemberg,First Stage of Tertiary Education,Never,0.51587,78,123,0.42719,0.60455
2008,Baden-Wuerttemberg,Second Stage of Tertiary Education,Very often,0.07963,39,455,0.05473,0.10454
2008,Baden-Wuerttemberg,Second Stage of Tertiary Education,Often,0.09201,35,455,0.06543,0.11860
2008,Baden-Wuerttemberg,Second Stage of Tertiary Education,Sometimes,0.08956,44,455,0.06329,0.11582
2008,Baden-Wuerttemberg,Second Stage of Tertiary Education,Seldom,0.24982,101,455,0.21000,0.28964
2008,Baden-Wuerttemberg,Second Stage of Tertiary Education,Never,0.48897,236,455,0.44299,0.53496
2008,Bavaria,Lower Secondary Level,Sometimes,0.08807,32,257,0.05335,0.12278
2008,Bavaria,Lower Secondary Level,Seldom,0.14082,50,257,0.09821,0.18343
2008,Bavaria,Lower Secondary Level,Never,0.59712,175,257,0.53704,0.65720
2008,Bavaria,Upper Secondary Level,Very often,0.06482,98,1442,0.05211,0.07754
2008,Bavaria,Upper Secondary Level,Often,0.11050,166,1442,0.09431,0.12669
2008,Bavaria,Upper Secondary Level,Sometimes,0.11689,175,1442,0.10030,0.13348
2008,Bavaria,Upper Secondary Level,Seldom,0.20348,309,1442,0.18270,0.22427
2008,Bavaria,Upper Secondary Level,Never,0.50430,694,1442,0.47849,0.53012
2008,Bavaria,Post-secondary Non-tertiary Level,Seldom,0.25668,31,93,0.16742,0.34593
2008,Bavaria,Post-secondary Non-tertiary Level,Never,0.43649,62,93,0.33515,0.53783
2008,Bavaria,First Stage of Tertiary Education,Sometimes,0.16507,33,158,0.10699,0.22314
2008,Bavaria,First Stage of Tertiary Education,Seldom,0.17708,43,158,0.11737,0.23679
2008,Bavaria,First Stage of Tertiary Education,Never,0.44842,82,158,0.37063,0.52622
2008,Bavaria,Second Stage of Tertiary Education,Very often,0.10881,61,551,0.08279,0.13484
2008,Bavaria,Second Stage of Tertiary Education,Often,0.13497,74,551,0.10641,0.16352
2008,Bavaria,Second Stage of Tertiary Education,Sometimes,0.14590,87,551,0.11640,0.17540
2008,Bavaria,Second Stage of Tertiary Education,Seldom,0.18536,108,551,0.15288,0.21783
2008,Bavaria,Second Stage of Tertiary Education,Never,0.42497,221,551,0.38365,0.46628
2008,Berlin,Lower Secondary Level,Never,0.81101,36,36,0.68130,0.94071
2008,Berlin,Upper Secondary Level,Seldom,0.15723,42,243,0.11137,0.20310
2008,Berlin,Upper Secondary Level,Never,0.69748,201,243,0.63960,0.75535
2008,Berlin,First Stage of Tertiary Education,Never,0.75210,36,36,0.60904,0.89515
2008,Berlin,Second Stage of Tertiary Education,Seldom,0.24944,56,205,0.19007,0.30882
2008,Berlin,Second Stage of Tertiary Education,Never,0.56355,149,205,0.49549,0.63161
2008,Brandenburg,Lower Secondary Level,Never,0.63748,39,39,0.48463,0.79033
2008,Brandenburg,Upper Secondary Level,Sometimes,0.12867,48,343,0.09319,0.16416
2008,Brandenburg,Upper Secondary Level,Seldom,0.16783,70,343,0.12822,0.20743
2008,Brandenburg,Upper Secondary Level,Never,0.58314,225,343,0.53089,0.63540
2008,Brandenburg,First Stage of Tertiary Education,Never,0.54747,32,32,0.37225,0.72269
2008,Brandenburg,Second Stage of Tertiary Education,Sometimes,0.14833,35,199,0.09883,0.19784
2008,Brandenburg,Second Stage of Tertiary Education,Seldom,0.15930,49,199,0.10832,0.21027
2008,Brandenburg,Second Stage of Tertiary Education,Never,0.54748,115,199,0.47815,0.61681
2008,Mecklenburg-Western Pomerania,Upper Secondary Level,Never,0.79774,175,175,0.73805,0.85742
2008,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Never,0.57455,70,70,0.45789,0.69121
2008,Saxony,Lower Secondary Level,Never,0.65614,51,51,0.52448,0.78780
2008,Saxony,Upper Secondary Level,Often,0.05871,53,742,0.04179,0.07564
2008,Saxony,Upper Secondary Level,Sometimes,0.08124,64,742,0.06157,0.10091
2008,Saxony,Upper Secondary Level,Seldom,0.20539,150,742,0.17630,0.23448
2008,Saxony,Upper Secondary Level,Never,0.62351,475,742,0.58862,0.65839
2008,Saxony,Post-secondary Non-tertiary Level,Never,0.63613,31,31,0.46397,0.80829
2008,Saxony,First Stage of Tertiary Education,Seldom,0.25044,31,96,0.16331,0.33757
2008,Saxony,First Stage of Tertiary Education,Never,0.56289,65,96,0.46314,0.66264
2008,Saxony,Second Stage of Tertiary Education,Often,0.08261,31,345,0.05352,0.11170
2008,Saxony,Second Stage of Tertiary Education,Sometimes,0.08491,33,345,0.05545,0.11437
2008,Saxony,Second Stage of Tertiary Education,Seldom,0.23286,89,345,0.18820,0.27753
2008,Saxony,Second Stage of Tertiary Education,Never,0.55252,192,345,0.49997,0.60506
2008,Saxony-Anhalt,Lower Secondary Level,Never,0.64478,40,40,0.49457,0.79498
2008,Saxony-Anhalt,Upper Secondary Level,Often,0.10993,43,401,0.07927,0.14058
2008,Saxony-Anhalt,Upper Secondary Level,Sometimes,0.10342,45,401,0.07358,0.13326
2008,Saxony-Anhalt,Upper Secondary Level,Seldom,0.13430,63,401,0.10089,0.16772
2008,Saxony-Anhalt,Upper Secondary Level,Never,0.62021,250,401,0.57265,0.66777
2008,Saxony-Anhalt,First Stage of Tertiary Education,Never,0.62877,46,46,0.48761,0.76993
2008,Saxony-Anhalt,Second Stage of Tertiary Education,Seldom,0.21902,40,145,0.15147,0.28657
2008,Saxony-Anhalt,Second Stage of Tertiary Education,Never,0.54525,105,145,0.46392,0.62658
2008,Thuringa,Lower Secondary Level,Never,0.62498,38,38,0.46898,0.78098
2008,Thuringa,Upper Secondary Level,Often,0.09523,39,490,0.06922,0.12125
2008,Thuringa,Upper Secondary Level,Sometimes,0.09643,44,490,0.07027,0.12260
2008,Thuringa,Upper Secondary Level,Seldom,0.14537,84,490,0.11413,0.17661
2008,Thuringa,Upper Secondary Level,Never,0.62567,323,490,0.58278,0.66857
2008,Thuringa,First Stage of Tertiary Education,Never,0.68752,37,37,0.53610,0.83893
2008,Thuringa,Second Stage of Tertiary Education,Seldom,0.20050,34,130,0.13141,0.26959
2008,Thuringa,Second Stage of Tertiary Education,Never,0.53583,96,130,0.44977,0.62189
2013,Schleswig-Holstein,Lower Secondary Level,Never,0.58237,53,53,0.44832,0.71641
2013,Schleswig-Holstein,Upper Secondary Level,Very often,0.05321,33,468,0.03285,0.07357
2013,Schleswig-Holstein,Upper Secondary Level,Often,0.09154,54,468,0.06538,0.11769
2013,Schleswig-Holstein,Upper Secondary Level,Sometimes,0.11359,52,468,0.08481,0.14237
2013,Schleswig-Holstein,Upper Secondary Level,Seldom,0.20800,88,468,0.17118,0.24481
2013,Schleswig-Holstein,Upper Secondary Level,Never,0.53366,241,468,0.48842,0.57891
2013,Schleswig-Holstein,Post-secondary Non-tertiary Level,Never,0.52993,35,35,0.36216,0.69769
2013,Schleswig-Holstein,Second Stage of Tertiary Education,Never,0.43607,65,65,0.31458,0.55757
2013,Hamburg,Upper Secondary Level,Never,0.70930,114,114,0.62557,0.79302
2013,Hamburg,Second Stage of Tertiary Education,Sometimes,0.23807,31,97,0.15287,0.32326
2013,Hamburg,Second Stage of Tertiary Education,Never,0.59847,66,97,0.50040,0.69653
2013,Lower Saxony,Lower Secondary Level,Often,0.08908,39,293,0.05641,0.12175
