"pld0045","year","bula_h","n","percent","lower_confidence","upper_confidence"
"Selten","2003","Baden-Wuerttemberg","470","0.15821111029508","0.144368673658037","0.172053546932123"
"Selten","2003","Bayern","613","0.195365987431135","0.181438197675099","0.20929377718717"
"Selten","2003","Berlin","149","0.157714313759771","0.132706928943017","0.182721698576526"
"Selten","2003","Brandenburg","196","0.192914415392119","0.167581669276227","0.218247161508011"
"Selten","2003","Mecklenburg-Vorpommern","92","0.170120284554184","0.137979678313214","0.202260890795155"
"Selten","2003","Sachsen","265","0.170773645601069","0.152363486332784","0.189183804869355"
"Selten","2003","Sachsen-Anhalt","179","0.16150015473118","0.137823951037215","0.185176358425144"
"Selten","2003","Thueringen","190","0.186400292824641","0.161701536117877","0.211099049531406"
"Nie","2003","Schleswig-Holstein","419","0.578013281462627","0.540334710471403","0.615691852453852"
"Nie","2003","Hamburg","159","0.602902750913362","0.546684973908227","0.659120527918497"
"Nie","2003","Niedersachsen","975","0.544629293824225","0.522236703556785","0.567021884091665"
"Nie","2003","Bremen","126","0.733891869878204","0.668039690973643","0.799744048782765"
"Nie","2003","Nordrhein-Westfalen","2953","0.647823388081634","0.634073950162485","0.661572826000783"
"Nie","2003","Hessen","877","0.619390376860731","0.594695493836747","0.644085259884716"
"Nie","2003","Rheinland-Pfalz,Saarland","817","0.623122919724504","0.597049418353861","0.649196421095146"
"Nie","2003","Baden-Wuerttemberg","1582","0.608102612135521","0.589585763384259","0.626619460886784"
"Nie","2003","Bayern","1585","0.531022612593926","0.513492246340843","0.548552978847009"
"Nie","2003","Berlin","534","0.672292716181644","0.640087570960851","0.704497861402437"
"Nie","2003","Brandenburg","552","0.600539236680211","0.569094505057138","0.631983968303284"
"Nie","2003","Mecklenburg-Vorpommern","331","0.662848912872634","0.622411068578925","0.703286757166343"
"Nie","2003","Sachsen","1003","0.634327655411722","0.610765584759511","0.657889726063933"
"Nie","2003","Sachsen-Anhalt","498","0.588678315784454","0.557018825026917","0.62033780654199"
"Nie","2003","Thueringen","569","0.60970658652484","0.578767858145742","0.640645314903938"
"Sehr oft","2004","Schleswig-Holstein","","","",""
"Sehr oft","2004","Hamburg","","","",""
"Sehr oft","2004","Niedersachsen","","","",""
"Sehr oft","2004","Bremen","","","",""
"Sehr oft","2004","Nordrhein-Westfalen","","","",""
"Sehr oft","2004","Hessen","","","",""
"Sehr oft","2004","Rheinland-Pfalz,Saarland","","","",""
"Sehr oft","2004","Baden-Wuerttemberg","","","",""
"Sehr oft","2004","Bayern","","","",""
"Sehr oft","2004","Berlin","","","",""
"Sehr oft","2004","Brandenburg","","","",""
"Sehr oft","2004","Mecklenburg-Vorpommern","","","",""
"Sehr oft","2004","Sachsen","","","",""
"Sehr oft","2004","Sachsen-Anhalt","","","",""
"Sehr oft","2004","Thueringen","","","",""
"Oft","2004","Schleswig-Holstein","","","",""
"Oft","2004","Hamburg","","","",""
"Oft","2004","Niedersachsen","","","",""
"Oft","2004","Bremen","","","",""
"Oft","2004","Nordrhein-Westfalen","","","",""
"Oft","2004","Hessen","","","",""
"Oft","2004","Rheinland-Pfalz,Saarland","","","",""
"Oft","2004","Baden-Wuerttemberg","","","",""
"Oft","2004","Bayern","","","",""
"Oft","2004","Berlin","","","",""
"Oft","2004","Brandenburg","","","",""
"Oft","2004","Mecklenburg-Vorpommern","","","",""
"Oft","2004","Sachsen","","","",""
"Oft","2004","Sachsen-Anhalt","","","",""
"Oft","2004","Thueringen","","","",""
"Manchmal","2004","Schleswig-Holstein","","","",""
"Manchmal","2004","Hamburg","","","",""
"Manchmal","2004","Niedersachsen","","","",""
"Manchmal","2004","Bremen","","","",""
"Manchmal","2004","Nordrhein-Westfalen","","","",""
"Manchmal","2004","Hessen","","","",""
"Manchmal","2004","Rheinland-Pfalz,Saarland","","","",""
"Manchmal","2004","Baden-Wuerttemberg","","","",""
"Manchmal","2004","Bayern","","","",""
"Manchmal","2004","Berlin","","","",""
"Manchmal","2004","Brandenburg","","","",""
"Manchmal","2004","Mecklenburg-Vorpommern","","","",""
"Manchmal","2004","Sachsen","","","",""
"Manchmal","2004","Sachsen-Anhalt","","","",""
"Manchmal","2004","Thueringen","","","",""
"Selten","2004","Schleswig-Holstein","","","",""
"Selten","2004","Hamburg","","","",""
"Selten","2004","Niedersachsen","","","",""
"Selten","2004","Bremen","","","",""
"Selten","2004","Nordrhein-Westfalen","","","",""
"Selten","2004","Hessen","","","",""
"Selten","2004","Rheinland-Pfalz,Saarland","","","",""
"Selten","2004","Baden-Wuerttemberg","","","",""
"Selten","2004","Bayern","","","",""
"Selten","2004","Berlin","","","",""
"Selten","2004","Brandenburg","","","",""
"Selten","2004","Mecklenburg-Vorpommern","","","",""
"Selten","2004","Sachsen","","","",""
"Selten","2004","Sachsen-Anhalt","","","",""
"Selten","2004","Thueringen","","","",""
"Nie","2004","Schleswig-Holstein","","","",""
"Nie","2004","Hamburg","","","",""
"Nie","2004","Niedersachsen","","","",""
"Nie","2004","Bremen","","","",""
"Nie","2004","Nordrhein-Westfalen","","","",""
"Nie","2004","Hessen","","","",""
"Nie","2004","Rheinland-Pfalz,Saarland","","","",""
"Nie","2004","Baden-Wuerttemberg","","","",""
"Nie","2004","Bayern","","","",""
"Nie","2004","Berlin","","","",""
"Nie","2004","Brandenburg","","","",""
"Nie","2004","Mecklenburg-Vorpommern","","","",""
"Nie","2004","Sachsen","","","",""
"Nie","2004","Sachsen-Anhalt","","","",""
"Nie","2004","Thueringen","","","",""
"Sehr oft","2005","Schleswig-Holstein","","","",""
"Sehr oft","2005","Hamburg","","","",""
"Sehr oft","2005","Niedersachsen","","","",""
"Sehr oft","2005","Bremen","","","",""
"Sehr oft","2005","Nordrhein-Westfalen","","","",""
"Sehr oft","2005","Hessen","","","",""
"Sehr oft","2005","Rheinland-Pfalz,Saarland","","","",""
"Sehr oft","2005","Baden-Wuerttemberg","","","",""
"Sehr oft","2005","Bayern","","","",""
"Sehr oft","2005","Berlin","","","",""
"Sehr oft","2005","Brandenburg","","","",""
"Sehr oft","2005","Mecklenburg-Vorpommern","","","",""
"Sehr oft","2005","Sachsen","","","",""
"Sehr oft","2005","Sachsen-Anhalt","","","",""
"Sehr oft","2005","Thueringen","","","",""
"Oft","2005","Schleswig-Holstein","","","",""
"Oft","2005","Hamburg","","","",""
"Oft","2005","Niedersachsen","","","",""
"Oft","2005","Bremen","","","",""
"Oft","2005","Nordrhein-Westfalen","","","",""
"Oft","2005","Hessen","","","",""
"Oft","2005","Rheinland-Pfalz,Saarland","","","",""
"Oft","2005","Baden-Wuerttemberg","","","",""
"Oft","2005","Bayern","","","",""
"Oft","2005","Berlin","","","",""
"Oft","2005","Brandenburg","","","",""
"Oft","2005","Mecklenburg-Vorpommern","","","",""
"Oft","2005","Sachsen","","","",""
"Oft","2005","Sachsen-Anhalt","","","",""
"Oft","2005","Thueringen","","","",""
"Manchmal","2005","Schleswig-Holstein","","","",""
"Manchmal","2005","Hamburg","","","",""
"Manchmal","2005","Niedersachsen","","","",""
"Manchmal","2005","Bremen","","","",""
"Manchmal","2005","Nordrhein-Westfalen","","","",""
"Manchmal","2005","Hessen","","","",""
"Manchmal","2005","Rheinland-Pfalz,Saarland","","","",""
"Manchmal","2005","Baden-Wuerttemberg","","","",""
"Manchmal","2005","Bayern","","","",""
"Manchmal","2005","Berlin","","","",""
"Manchmal","2005","Brandenburg","","","",""
"Manchmal","2005","Mecklenburg-Vorpommern","","","",""
"Manchmal","2005","Sachsen","","","",""
"Manchmal","2005","Sachsen-Anhalt","","","",""
"Manchmal","2005","Thueringen","","","",""
"Selten","2005","Schleswig-Holstein","","","",""
"Selten","2005","Hamburg","","","",""
"Selten","2005","Niedersachsen","","","",""
"Selten","2005","Bremen","","","",""
"Selten","2005","Nordrhein-Westfalen","","","",""
"Selten","2005","Hessen","","","",""
"Selten","2005","Rheinland-Pfalz,Saarland","","","",""
"Selten","2005","Baden-Wuerttemberg","","","",""
"Selten","2005","Bayern","","","",""
"Selten","2005","Berlin","","","",""
"Selten","2005","Brandenburg","","","",""
"Selten","2005","Mecklenburg-Vorpommern","","","",""
"Selten","2005","Sachsen","","","",""
"Selten","2005","Sachsen-Anhalt","","","",""
"Selten","2005","Thueringen","","","",""
"Nie","2005","Schleswig-Holstein","","","",""
"Nie","2005","Hamburg","","","",""
"Nie","2005","Niedersachsen","","","",""
"Nie","2005","Bremen","","","",""
"Nie","2005","Nordrhein-Westfalen","","","",""
"Nie","2005","Hessen","","","",""
"Nie","2005","Rheinland-Pfalz,Saarland","","","",""
"Nie","2005","Baden-Wuerttemberg","","","",""
"Nie","2005","Bayern","","","",""
"Nie","2005","Berlin","","","",""
"Nie","2005","Brandenburg","","","",""
"Nie","2005","Mecklenburg-Vorpommern","","","",""
"Nie","2005","Sachsen","","","",""
"Nie","2005","Sachsen-Anhalt","","","",""
"Nie","2005","Thueringen","","","",""
"Sehr oft","2006","Schleswig-Holstein","","","",""
"Sehr oft","2006","Hamburg","","","",""
"Sehr oft","2006","Niedersachsen","","","",""
"Sehr oft","2006","Bremen","","","",""
"Sehr oft","2006","Nordrhein-Westfalen","","","",""
"Sehr oft","2006","Hessen","","","",""
"Sehr oft","2006","Rheinland-Pfalz,Saarland","","","",""
"Sehr oft","2006","Baden-Wuerttemberg","","","",""
"Sehr oft","2006","Bayern","","","",""
"Sehr oft","2006","Berlin","","","",""
"Sehr oft","2006","Brandenburg","","","",""
"Sehr oft","2006","Mecklenburg-Vorpommern","","","",""
"Sehr oft","2006","Sachsen","","","",""
"Sehr oft","2006","Sachsen-Anhalt","","","",""
"Sehr oft","2006","Thueringen","","","",""
"Oft","2006","Schleswig-Holstein","","","",""
"Oft","2006","Hamburg","","","",""
"Oft","2006","Niedersachsen","","","",""
"Oft","2006","Bremen","","","",""
"Oft","2006","Nordrhein-Westfalen","","","",""
"Oft","2006","Hessen","","","",""
"Oft","2006","Rheinland-Pfalz,Saarland","","","",""
"Oft","2006","Baden-Wuerttemberg","","","",""
"Oft","2006","Bayern","","","",""
"Oft","2006","Berlin","","","",""
"Oft","2006","Brandenburg","","","",""
"Oft","2006","Mecklenburg-Vorpommern","","","",""
"Oft","2006","Sachsen","","","",""
"Oft","2006","Sachsen-Anhalt","","","",""
"Oft","2006","Thueringen","","","",""
"Manchmal","2006","Schleswig-Holstein","","","",""
"Manchmal","2006","Hamburg","","","",""
"Manchmal","2006","Niedersachsen","","","",""
"Manchmal","2006","Bremen","","","",""
"Manchmal","2006","Nordrhein-Westfalen","","","",""
"Manchmal","2006","Hessen","","","",""
"Manchmal","2006","Rheinland-Pfalz,Saarland","","","",""
"Manchmal","2006","Baden-Wuerttemberg","","","",""
"Manchmal","2006","Bayern","","","",""
"Manchmal","2006","Berlin","","","",""
"Manchmal","2006","Brandenburg","","","",""
"Manchmal","2006","Mecklenburg-Vorpommern","","","",""
"Manchmal","2006","Sachsen","","","",""
"Manchmal","2006","Sachsen-Anhalt","","","",""
"Manchmal","2006","Thueringen","","","",""
"Selten","2006","Schleswig-Holstein","","","",""
"Selten","2006","Hamburg","","","",""
"Selten","2006","Niedersachsen","","","",""
"Selten","2006","Bremen","","","",""
"Selten","2006","Nordrhein-Westfalen","","","",""
"Selten","2006","Hessen","","","",""
"Selten","2006","Rheinland-Pfalz,Saarland","","","",""
"Selten","2006","Baden-Wuerttemberg","","","",""
"Selten","2006","Bayern","","","",""
"Selten","2006","Berlin","","","",""
"Selten","2006","Brandenburg","","","",""
"Selten","2006","Mecklenburg-Vorpommern","","","",""
"Selten","2006","Sachsen","","","",""
"Selten","2006","Sachsen-Anhalt","","","",""
"Selten","2006","Thueringen","","","",""
"Nie","2006","Schleswig-Holstein","","","",""
"Nie","2006","Hamburg","","","",""
"Nie","2006","Niedersachsen","","","",""
"Nie","2006","Bremen","","","",""
"Nie","2006","Nordrhein-Westfalen","","","",""
"Nie","2006","Hessen","","","",""
"Nie","2006","Rheinland-Pfalz,Saarland","","","",""
"Nie","2006","Baden-Wuerttemberg","","","",""
"Nie","2006","Bayern","","","",""
"Nie","2006","Berlin","","","",""
"Nie","2006","Brandenburg","","","",""
"Nie","2006","Mecklenburg-Vorpommern","","","",""
"Nie","2006","Sachsen","","","",""
"Nie","2006","Sachsen-Anhalt","","","",""
"Nie","2006","Thueringen","","","",""
"Sehr oft","2007","Schleswig-Holstein","","","",""
"Sehr oft","2007","Hamburg","","","",""
"Sehr oft","2007","Niedersachsen","","","",""
"Sehr oft","2007","Bremen","","","",""
"Sehr oft","2007","Nordrhein-Westfalen","","","",""
"Sehr oft","2007","Hessen","","","",""
"Sehr oft","2007","Rheinland-Pfalz,Saarland","","","",""
"Sehr oft","2007","Baden-Wuerttemberg","","","",""
"Sehr oft","2007","Bayern","","","",""
"Sehr oft","2007","Berlin","","","",""
"Sehr oft","2007","Brandenburg","","","",""
"Sehr oft","2007","Mecklenburg-Vorpommern","","","",""
"Sehr oft","2007","Sachsen","","","",""
"Sehr oft","2007","Sachsen-Anhalt","","","",""
"Sehr oft","2007","Thueringen","","","",""
"Oft","2007","Schleswig-Holstein","","","",""
"Oft","2007","Hamburg","","","",""
"Oft","2007","Niedersachsen","","","",""
"Oft","2007","Bremen","","","",""
"Oft","2007","Nordrhein-Westfalen","","","",""
"Oft","2007","Hessen","","","",""
"Oft","2007","Rheinland-Pfalz,Saarland","","","",""
"Oft","2007","Baden-Wuerttemberg","","","",""
"Oft","2007","Bayern","","","",""
"Oft","2007","Berlin","","","",""
"Oft","2007","Brandenburg","","","",""
"Oft","2007","Mecklenburg-Vorpommern","","","",""
"Oft","2007","Sachsen","","","",""
"Oft","2007","Sachsen-Anhalt","","","",""
"Oft","2007","Thueringen","","","",""
"Manchmal","2007","Schleswig-Holstein","","","",""
"Manchmal","2007","Hamburg","","","",""
"Manchmal","2007","Niedersachsen","","","",""
"Manchmal","2007","Bremen","","","",""
"Manchmal","2007","Nordrhein-Westfalen","","","",""
"Manchmal","2007","Hessen","","","",""
"Manchmal","2007","Rheinland-Pfalz,Saarland","","","",""
"Manchmal","2007","Baden-Wuerttemberg","","","",""
"Manchmal","2007","Bayern","","","",""
"Manchmal","2007","Berlin","","","",""
"Manchmal","2007","Brandenburg","","","",""
"Manchmal","2007","Mecklenburg-Vorpommern","","","",""
"Manchmal","2007","Sachsen","","","",""
"Manchmal","2007","Sachsen-Anhalt","","","",""
"Manchmal","2007","Thueringen","","","",""
"Selten","2007","Schleswig-Holstein","","","",""
"Selten","2007","Hamburg","","","",""
"Selten","2007","Niedersachsen","","","",""
"Selten","2007","Bremen","","","",""
"Selten","2007","Nordrhein-Westfalen","","","",""
"Selten","2007","Hessen","","","",""
"Selten","2007","Rheinland-Pfalz,Saarland","","","",""
"Selten","2007","Baden-Wuerttemberg","","","",""
"Selten","2007","Bayern","","","",""
"Selten","2007","Berlin","","","",""
"Selten","2007","Brandenburg","","","",""
"Selten","2007","Mecklenburg-Vorpommern","","","",""
"Selten","2007","Sachsen","","","",""
"Selten","2007","Sachsen-Anhalt","","","",""
"Selten","2007","Thueringen","","","",""
"Nie","2007","Schleswig-Holstein","","","",""
"Nie","2007","Hamburg","","","",""
"Nie","2007","Niedersachsen","","","",""
"Nie","2007","Bremen","","","",""
"Nie","2007","Nordrhein-Westfalen","","","",""
"Nie","2007","Hessen","","","",""
"Nie","2007","Rheinland-Pfalz,Saarland","","","",""
"Nie","2007","Baden-Wuerttemberg","","","",""
"Nie","2007","Bayern","","","",""
"Nie","2007","Berlin","","","",""
"Nie","2007","Brandenburg","","","",""
"Nie","2007","Mecklenburg-Vorpommern","","","",""
"Nie","2007","Sachsen","","","",""
"Nie","2007","Sachsen-Anhalt","","","",""
"Nie","2007","Thueringen","","","",""
"Sehr oft","2008","Schleswig-Holstein","","","",""
"Sehr oft","2008","Hamburg","","","",""
"Sehr oft","2008","Niedersachsen","99","0.0534413241088373","0.0428307209853059","0.0640519272323688"
"Sehr oft","2008","Bremen","","","",""
"Sehr oft","2008","Nordrhein-Westfalen","145","0.036212640007168","0.0303614061464258","0.0420638738679102"
"Sehr oft","2008","Hessen","78","0.0494285030585382","0.0376363836653438","0.0612206224517326"
"Sehr oft","2008","Rheinland-Pfalz,Saarland","63","0.054994560093194","0.0414547936919699","0.0685343264944182"
"Sehr oft","2008","Baden-Wuerttemberg","144","0.0658352095017943","0.0557936121083205","0.0758768068952682"
"Sehr oft","2008","Bayern","214","0.0755774774016275","0.065664167201179","0.0854907876020759"
"Sehr oft","2008","Berlin","","","",""
"Sehr oft","2008","Brandenburg","48","0.0528922890900751","0.0375355544676986","0.0682490237124517"
"Sehr oft","2008","Mecklenburg-Vorpommern","","","",""
"Sehr oft","2008","Sachsen","57","0.035906677955732","0.026253212316754","0.04556014359471"
"Sehr oft","2008","Sachsen-Anhalt","37","0.0463727262495611","0.0318818557167259","0.0608635967823963"
"Sehr oft","2008","Thueringen","44","0.0383166670702712","0.0255684655258804","0.051064868614662"
"Oft","2008","Schleswig-Holstein","51","0.087374485079931","0.0637318200212921","0.11101715013857"
"Oft","2008","Hamburg","","","",""
"Oft","2008","Niedersachsen","170","0.0985900067732308","0.0845261210851568","0.112653892461305"
"Oft","2008","Bremen","","","",""
"Oft","2008","Nordrhein-Westfalen","302","0.0806996393983045","0.0721688099050824","0.0892304688915267"
"Oft","2008","Hessen","133","0.0977510694852674","0.0815950379728659","0.113907100997669"
"Oft","2008","Rheinland-Pfalz,Saarland","81","0.0650666313042953","0.0504177775708741","0.0797154850377166"
"Oft","2008","Baden-Wuerttemberg","217","0.0963216277795563","0.0843753998249044","0.108267855734208"
"Oft","2008","Bayern","321","0.111799220199004","0.09998072445362","0.123617715944389"
"Oft","2008","Berlin","57","0.0735981813960048","0.0544854941058891","0.0927108686861206"
"Oft","2008","Brandenburg","65","0.0689718150000106","0.0515849911883101","0.0863586388117111"
"Oft","2008","Mecklenburg-Vorpommern","35","0.0556251110591231","0.0351638577121364","0.0760863644061099"
"Oft","2008","Sachsen","108","0.0663079768180797","0.0533981380845603","0.0792178155515991"
"Oft","2008","Sachsen-Anhalt","72","0.089504562514497","0.0698331609399799","0.109175964089014"
"Oft","2008","Thueringen","74","0.0938201220552168","0.0744561602445196","0.113184083865914"
"Manchmal","2008","Schleswig-Holstein","59","0.110660371399273","0.0843947490350958","0.13692599376345"
"Manchmal","2008","Hamburg","","","",""
"Manchmal","2008","Niedersachsen","242","0.127180735100318","0.111462617908292","0.142898852292344"
"Manchmal","2008","Bremen","","","",""
"Manchmal","2008","Nordrhein-Westfalen","321","0.0820124898117512","0.0734186919538609","0.0906062876696415"
"Manchmal","2008","Hessen","145","0.101727773874578","0.0852827502717963","0.118172797477361"
"Manchmal","2008","Rheinland-Pfalz,Saarland","91","0.0794880109779731","0.0634223095836848","0.0955537123722615"
"Manchmal","2008","Baden-Wuerttemberg","244","0.109693917152238","0.0970400610999366","0.122347773204539"
"Manchmal","2008","Bayern","355","0.124132248036031","0.111765690582158","0.136498805489903"
"Manchmal","2008","Berlin","51","0.0637900234508503","0.0459024460297258","0.0816776008719748"
"Manchmal","2008","Brandenburg","107","0.133279655458255","0.109959876058576","0.156599434857934"
"Manchmal","2008","Mecklenburg-Vorpommern","43","0.067538501778242","0.0451350086987836","0.0899419948577004"
"Manchmal","2008","Sachsen","126","0.0825443820107351","0.0682662169954234","0.0968225470260467"
"Manchmal","2008","Sachsen-Anhalt","88","0.110886257761101","0.0892495412401561","0.132522974282046"
"Manchmal","2008","Thueringen","82","0.106600090147024","0.0861054285544347","0.127094751739613"
"Selten","2008","Schleswig-Holstein","98","0.208550133941667","0.174534798876509","0.242565469006826"
"Selten","2008","Hamburg","50","0.182495333273321","0.137009180217998","0.227981486328644"
"Selten","2008","Niedersachsen","324","0.185487717980648","0.167150472744088","0.203824963217208"
"Selten","2008","Bremen","","","",""
"Selten","2008","Nordrhein-Westfalen","542","0.143333511945006","0.132358461893533","0.15430856199648"
"Selten","2008","Hessen","195","0.157181593682304","0.137380982557814","0.176982204806794"
"Selten","2008","Rheinland-Pfalz,Saarland","154","0.155538623383704","0.134013622794166","0.177063623973241"
"Selten","2008","Baden-Wuerttemberg","497","0.201566618336837","0.185322707587742","0.217810529085931"
"Selten","2008","Bayern","561","0.19590321525467","0.181017757803388","0.210788672705951"
"Selten","2008","Berlin","121","0.174815674454252","0.147015073551311","0.202616275357193"
"Selten","2008","Brandenburg","152","0.175062851217823","0.148988684322417","0.201137018113229"
"Selten","2008","Mecklenburg-Vorpommern","60","0.106191145075821","0.0786874496330646","0.133694840518578"
"Selten","2008","Sachsen","299","0.209380674102354","0.18827067988604","0.230490668318668"
"Selten","2008","Sachsen-Anhalt","133","0.153701965771455","0.1288491725049","0.178554759038011"
"Selten","2008","Thueringen","151","0.1574029637071","0.133217443682563","0.181588483731637"
"Nie","2008","Schleswig-Holstein","320","0.539727086263371","0.497996678563354","0.581457493963389"
"Nie","2008","Hamburg","174","0.619274348797697","0.562092812256662","0.676455885338733"
"Nie","2008","Niedersachsen","891","0.535300216036966","0.511770719212029","0.558829712861903"
"Nie","2008","Bremen","100","0.744712050394828","0.671699561074407","0.817724539715249"
"Nie","2008","Nordrhein-Westfalen","2606","0.65774171883777","0.642881287124232","0.672602150551308"
"Nie","2008","Hessen","747","0.593911059899312","0.567194407995207","0.620627711803416"
"Nie","2008","Rheinland-Pfalz,Saarland","700","0.644912174240834","0.616490325085294","0.673334023396374"
"Nie","2008","Baden-Wuerttemberg","1241","0.526582627229575","0.506365599549969","0.54679965490918"
"Nie","2008","Bayern","1280","0.492587839108668","0.47383748302827","0.511338195189066"
"Nie","2008","Berlin","466","0.663377778545513","0.628788590782006","0.697966966309021"
"Nie","2008","Brandenburg","444","0.569793389233836","0.535823020998703","0.60376375746897"
"Nie","2008","Mecklenburg-Vorpommern","325","0.74173640764901","0.70266302917992","0.7808097861181"
"Nie","2008","Sachsen","837","0.605860289113099","0.580506233115652","0.631214345110547"
"Nie","2008","Sachsen-Anhalt","479","0.599534487703386","0.56576974256055","0.633299232846221"
"Nie","2008","Thueringen","520","0.603860157020388","0.57137900202717","0.636341312013606"
"Sehr oft","2009","Schleswig-Holstein","","","",""
"Sehr oft","2009","Hamburg","","","",""
"Sehr oft","2009","Niedersachsen","","","",""
"Sehr oft","2009","Bremen","","","",""
"Sehr oft","2009","Nordrhein-Westfalen","","","",""
"Sehr oft","2009","Hessen","","","",""
"Sehr oft","2009","Rheinland-Pfalz,Saarland","","","",""
"Sehr oft","2009","Baden-Wuerttemberg","","","",""
"Sehr oft","2009","Bayern","","","",""
"Sehr oft","2009","Berlin","","","",""
"Sehr oft","2009","Brandenburg","","","",""
"Sehr oft","2009","Mecklenburg-Vorpommern","","","",""
"Sehr oft","2009","Sachsen","","","",""
"Sehr oft","2009","Sachsen-Anhalt","","","",""
"Sehr oft","2009","Thueringen","","","",""
"Oft","2009","Schleswig-Holstein","","","",""
"Oft","2009","Hamburg","","","",""
"Oft","2009","Niedersachsen","","","",""
"Oft","2009","Bremen","","","",""
"Oft","2009","Nordrhein-Westfalen","","","",""
"Oft","2009","Hessen","","","",""
"Oft","2009","Rheinland-Pfalz,Saarland","","","",""
"Oft","2009","Baden-Wuerttemberg","","","",""
"Oft","2009","Bayern","","","",""
"Oft","2009","Berlin","","","",""
"Oft","2009","Brandenburg","","","",""
