year,age_gr,bula_h,hospitalyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1998,46-65 y.,Saxony,No,0.87811,348,388,0.84552,0.91071
1998,46-65 y.,Saxony-Anhalt,Yes,0.14831,38,247,0.10390,0.19273
1998,46-65 y.,Saxony-Anhalt,No,0.85169,209,247,0.80727,0.89610
1998,46-65 y.,Thuringa,Yes,0.16024,31,220,0.11166,0.20883
1998,46-65 y.,Thuringa,No,0.83976,189,220,0.79117,0.88834
1998,66 and older,Schleswig-Holstein,No,0.81046,45,45,0.69465,0.92627
1998,66 and older,Lower Saxony,No,0.79401,119,119,0.72104,0.86698
1998,66 and older,North Rhine-Westphalia,Yes,0.17987,63,349,0.13952,0.22023
1998,66 and older,North Rhine-Westphalia,No,0.82013,286,349,0.77977,0.86048
1998,66 and older,Hesse,No,0.84800,103,103,0.77832,0.91767
1998,66 and older,"Rhineland-Palatinate, Saarland",No,0.85985,108,108,0.79407,0.92562
1998,66 and older,Baden-Wuerttemberg,Yes,0.20589,46,211,0.15120,0.26057
1998,66 and older,Baden-Wuerttemberg,No,0.79411,165,211,0.73943,0.84880
1998,66 and older,Bavaria,Yes,0.23595,56,276,0.18577,0.28614
1998,66 and older,Bavaria,No,0.76405,220,276,0.71386,0.81423
1998,66 and older,Berlin,No,0.82022,57,57,0.71965,0.92080
1998,66 and older,Brandenburg,No,0.81749,55,55,0.71446,0.92051
1998,66 and older,Saxony,No,0.82589,124,124,0.75887,0.89290
1998,66 and older,Saxony-Anhalt,No,0.78705,70,70,0.69045,0.88365
1998,66 and older,Thuringa,No,0.73145,66,66,0.62370,0.83920
1999,17-29 y.,Schleswig-Holstein,No,0.84846,48,48,0.74595,0.95098
1999,17-29 y.,Lower Saxony,No,0.90632,233,233,0.86882,0.94381
1999,17-29 y.,North Rhine-Westphalia,Yes,0.09822,55,588,0.07415,0.12230
1999,17-29 y.,North Rhine-Westphalia,No,0.90178,533,588,0.87770,0.92585
1999,17-29 y.,Hesse,No,0.93304,169,169,0.89524,0.97084
1999,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.84688,119,119,0.78190,0.91185
1999,17-29 y.,Baden-Wuerttemberg,Yes,0.09359,36,416,0.06557,0.12161
1999,17-29 y.,Baden-Wuerttemberg,No,0.90641,380,416,0.87839,0.93443
1999,17-29 y.,Bavaria,No,0.93782,351,351,0.91252,0.96312
1999,17-29 y.,Berlin,No,0.93768,103,103,0.89076,0.98459
1999,17-29 y.,Brandenburg,No,0.80713,111,111,0.73340,0.88087
1999,17-29 y.,Mecklenburg-Western Pomerania,No,0.90035,90,90,0.83811,0.96258
1999,17-29 y.,Saxony,No,0.89726,221,221,0.85714,0.93738
1999,17-29 y.,Saxony-Anhalt,No,0.93289,144,144,0.89188,0.97390
1999,17-29 y.,Thuringa,No,0.92586,140,140,0.88230,0.96941
1999,30-45 y.,Schleswig-Holstein,No,0.90782,113,113,0.85425,0.96140
1999,30-45 y.,Hamburg,No,0.97260,36,36,0.91852,1.02668
1999,30-45 y.,Lower Saxony,Yes,0.09209,39,418,0.06434,0.11985
1999,30-45 y.,Lower Saxony,No,0.90791,379,418,0.88015,0.93566
1999,30-45 y.,North Rhine-Westphalia,Yes,0.11155,104,936,0.09137,0.13173
1999,30-45 y.,North Rhine-Westphalia,No,0.88845,832,936,0.86827,0.90863
1999,30-45 y.,Hesse,No,0.92293,266,266,0.89082,0.95504
1999,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.89942,267,267,0.86327,0.93556
1999,30-45 y.,Baden-Wuerttemberg,Yes,0.09521,60,628,0.07224,0.11819
1999,30-45 y.,Baden-Wuerttemberg,No,0.90479,568,628,0.88181,0.92776
1999,30-45 y.,Bavaria,Yes,0.10425,66,640,0.08056,0.12795
1999,30-45 y.,Bavaria,No,0.89575,574,640,0.87205,0.91944
1999,30-45 y.,Berlin,No,0.87022,158,158,0.81766,0.92279
1999,30-45 y.,Brandenburg,No,0.91438,165,165,0.87155,0.95720
1999,30-45 y.,Mecklenburg-Western Pomerania,No,0.88734,111,111,0.82826,0.94643
1999,30-45 y.,Saxony,No,0.92817,354,354,0.90123,0.95510
1999,30-45 y.,Saxony-Anhalt,No,0.86547,179,179,0.81534,0.91560
1999,30-45 y.,Thuringa,No,0.84379,212,212,0.79480,0.89278
1999,46-65 y.,Schleswig-Holstein,No,0.91401,94,94,0.85703,0.97099
1999,46-65 y.,Hamburg,No,0.92009,45,45,0.83996,1.00021
1999,46-65 y.,Lower Saxony,Yes,0.15743,53,343,0.11883,0.19603
1999,46-65 y.,Lower Saxony,No,0.84257,290,343,0.80397,0.88117
1999,46-65 y.,North Rhine-Westphalia,Yes,0.13881,108,842,0.11545,0.16218
1999,46-65 y.,North Rhine-Westphalia,No,0.86119,734,842,0.83782,0.88455
1999,46-65 y.,Hesse,Yes,0.13373,44,294,0.09476,0.17271
1999,46-65 y.,Hesse,No,0.86627,250,294,0.82729,0.90524
1999,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.88399,182,182,0.83734,0.93065
1999,46-65 y.,Baden-Wuerttemberg,Yes,0.14216,72,473,0.11065,0.17366
1999,46-65 y.,Baden-Wuerttemberg,No,0.85784,401,473,0.82634,0.88935
1999,46-65 y.,Bavaria,Yes,0.13066,61,507,0.10129,0.16002
1999,46-65 y.,Bavaria,No,0.86934,446,507,0.83998,0.89871
1999,46-65 y.,Berlin,No,0.91554,144,144,0.86996,0.96112
1999,46-65 y.,Brandenburg,Yes,0.12826,31,206,0.08249,0.17403
1999,46-65 y.,Brandenburg,No,0.87174,175,206,0.82597,0.91751
1999,46-65 y.,Mecklenburg-Western Pomerania,No,0.84124,112,112,0.77325,0.90922
1999,46-65 y.,Saxony,Yes,0.11809,42,370,0.08517,0.15102
1999,46-65 y.,Saxony,No,0.88191,328,370,0.84898,0.91483
1999,46-65 y.,Saxony-Anhalt,Yes,0.14758,36,244,0.10299,0.19218
1999,46-65 y.,Saxony-Anhalt,No,0.85242,208,244,0.80782,0.89701
1999,46-65 y.,Thuringa,Yes,0.15563,33,227,0.10837,0.20289
1999,46-65 y.,Thuringa,No,0.84437,194,227,0.79711,0.89163
1999,66 and older,Schleswig-Holstein,No,0.89250,35,35,0.78838,0.99662
1999,66 and older,Lower Saxony,No,0.84300,121,121,0.77790,0.90809
1999,66 and older,North Rhine-Westphalia,Yes,0.23266,67,324,0.18658,0.27873
1999,66 and older,North Rhine-Westphalia,No,0.76734,257,324,0.72127,0.81342
1999,66 and older,Hesse,No,0.82772,105,105,0.75514,0.90030
1999,66 and older,"Rhineland-Palatinate, Saarland",No,0.83176,102,102,0.75880,0.90471
1999,66 and older,Baden-Wuerttemberg,Yes,0.16553,34,210,0.11514,0.21591
1999,66 and older,Baden-Wuerttemberg,No,0.83447,176,210,0.78409,0.88486
1999,66 and older,Bavaria,Yes,0.24636,59,268,0.19468,0.29805
1999,66 and older,Bavaria,No,0.75364,209,268,0.70195,0.80532
1999,66 and older,Berlin,No,0.78724,53,53,0.67600,0.89847
1999,66 and older,Brandenburg,No,0.72118,57,57,0.60373,0.83863
1999,66 and older,Mecklenburg-Western Pomerania,No,0.87147,36,36,0.76059,0.98235
1999,66 and older,Saxony,No,0.79252,122,122,0.72027,0.86478
1999,66 and older,Saxony-Anhalt,No,0.80601,70,70,0.71271,0.89931
1999,66 and older,Thuringa,No,0.70273,64,64,0.58987,0.81560
2000,17-29 y.,Schleswig-Holstein,No,0.95112,96,96,0.90777,0.99448
2000,17-29 y.,Hamburg,No,0.85732,41,41,0.74893,0.96570
2000,17-29 y.,Lower Saxony,Yes,0.08903,38,392,0.06081,0.11726
2000,17-29 y.,Lower Saxony,No,0.91097,354,392,0.88274,0.93919
2000,17-29 y.,North Rhine-Westphalia,Yes,0.10446,96,942,0.08492,0.12401
2000,17-29 y.,North Rhine-Westphalia,No,0.89554,846,942,0.87599,0.91508
2000,17-29 y.,Hesse,No,0.93809,278,278,0.90971,0.96647
2000,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.90047,203,203,0.85919,0.94176
2000,17-29 y.,Baden-Wuerttemberg,Yes,0.08878,56,621,0.06639,0.11117
2000,17-29 y.,Baden-Wuerttemberg,No,0.91122,565,621,0.88883,0.93361
2000,17-29 y.,Bavaria,Yes,0.08666,57,622,0.06453,0.10879
2000,17-29 y.,Bavaria,No,0.91334,565,622,0.89121,0.93547
2000,17-29 y.,Berlin,No,0.90625,136,136,0.85708,0.95542
2000,17-29 y.,Brandenburg,Yes,0.14858,33,217,0.10115,0.19601
2000,17-29 y.,Brandenburg,No,0.85142,184,217,0.80399,0.89885
2000,17-29 y.,Mecklenburg-Western Pomerania,No,0.92155,116,116,0.87241,0.97069
2000,17-29 y.,Saxony,Yes,0.09646,35,344,0.06521,0.12770
2000,17-29 y.,Saxony,No,0.90354,309,344,0.87230,0.93479
2000,17-29 y.,Saxony-Anhalt,No,0.90808,192,192,0.86711,0.94905
2000,17-29 y.,Thuringa,No,0.87641,194,194,0.82997,0.92284
2000,30-45 y.,Schleswig-Holstein,No,0.87397,207,207,0.82865,0.91929
2000,30-45 y.,Hamburg,No,0.93341,83,83,0.87944,0.98737
2000,30-45 y.,Lower Saxony,Yes,0.09490,60,699,0.07316,0.11664
2000,30-45 y.,Lower Saxony,No,0.90510,639,699,0.88336,0.92684
2000,30-45 y.,Bremen,No,0.86552,43,43,0.76233,0.96870
2000,30-45 y.,North Rhine-Westphalia,Yes,0.08996,156,1711,0.07640,0.10352
2000,30-45 y.,North Rhine-Westphalia,No,0.91004,1555,1711,0.89648,0.92360
2000,30-45 y.,Hesse,Yes,0.05871,41,589,0.03971,0.07771
2000,30-45 y.,Hesse,No,0.94129,548,589,0.92229,0.96029
2000,30-45 y.,"Rhineland-Palatinate, Saarland",Yes,0.10111,60,562,0.07617,0.12606
2000,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.89889,502,562,0.87394,0.92383
2000,30-45 y.,Baden-Wuerttemberg,Yes,0.09104,101,1069,0.07378,0.10829
2000,30-45 y.,Baden-Wuerttemberg,No,0.90896,968,1069,0.89171,0.92622
2000,30-45 y.,Bavaria,Yes,0.08858,111,1184,0.07239,0.10477
2000,30-45 y.,Bavaria,No,0.91142,1073,1184,0.89523,0.92761
2000,30-45 y.,Berlin,No,0.91050,251,251,0.87512,0.94589
2000,30-45 y.,Brandenburg,No,0.91859,273,273,0.88610,0.95109
2000,30-45 y.,Mecklenburg-Western Pomerania,No,0.91247,155,155,0.86783,0.95711
2000,30-45 y.,Saxony,Yes,0.07755,45,587,0.05590,0.09921
2000,30-45 y.,Saxony,No,0.92245,542,587,0.90079,0.94410
2000,30-45 y.,Saxony-Anhalt,No,0.91437,262,262,0.88042,0.94832
2000,30-45 y.,Thuringa,No,0.91103,307,307,0.87913,0.94293
2000,46-65 y.,Schleswig-Holstein,No,0.90881,223,223,0.87094,0.94668
2000,46-65 y.,Hamburg,No,0.93236,109,109,0.88500,0.97972
2000,46-65 y.,Lower Saxony,Yes,0.12952,80,616,0.10298,0.15606
2000,46-65 y.,Lower Saxony,No,0.87048,536,616,0.84394,0.89702
2000,46-65 y.,Bremen,No,0.87318,52,52,0.78185,0.96451
2000,46-65 y.,North Rhine-Westphalia,Yes,0.11780,207,1721,0.10257,0.13304
2000,46-65 y.,North Rhine-Westphalia,No,0.88220,1514,1721,0.86696,0.89743
2000,46-65 y.,Hesse,Yes,0.14506,78,546,0.11549,0.17462
2000,46-65 y.,Hesse,No,0.85494,468,546,0.82538,0.88451
2000,46-65 y.,"Rhineland-Palatinate, Saarland",Yes,0.11822,49,411,0.08697,0.14948
2000,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.88178,362,411,0.85052,0.91303
2000,46-65 y.,Baden-Wuerttemberg,Yes,0.12953,119,862,0.10710,0.15196
2000,46-65 y.,Baden-Wuerttemberg,No,0.87047,743,862,0.84804,0.89290
2000,46-65 y.,Bavaria,Yes,0.11026,122,1063,0.09142,0.12910
2000,46-65 y.,Bavaria,No,0.88974,941,1063,0.87090,0.90858
2000,46-65 y.,Berlin,Yes,0.11882,35,276,0.08058,0.15707
2000,46-65 y.,Berlin,No,0.88118,241,276,0.84293,0.91942
2000,46-65 y.,Brandenburg,Yes,0.13320,44,339,0.09697,0.16942
2000,46-65 y.,Brandenburg,No,0.86680,295,339,0.83058,0.90303
2000,46-65 y.,Mecklenburg-Western Pomerania,No,0.87567,162,162,0.82470,0.92664
2000,46-65 y.,Saxony,Yes,0.12514,64,574,0.09804,0.15223
2000,46-65 y.,Saxony,No,0.87486,510,574,0.84777,0.90196
2000,46-65 y.,Saxony-Anhalt,Yes,0.15049,60,399,0.11536,0.18562
2000,46-65 y.,Saxony-Anhalt,No,0.84951,339,399,0.81438,0.88464
2000,46-65 y.,Thuringa,Yes,0.14531,45,336,0.10757,0.18305
2000,46-65 y.,Thuringa,No,0.85469,291,336,0.81695,0.89243
2000,66 and older,Schleswig-Holstein,No,0.81854,107,107,0.74517,0.89191
2000,66 and older,Hamburg,No,0.82415,37,37,0.69979,0.94851
2000,66 and older,Lower Saxony,Yes,0.24069,73,315,0.19341,0.28798
2000,66 and older,Lower Saxony,No,0.75931,242,315,0.71202,0.80659
2000,66 and older,Bremen,No,0.82266,36,36,0.69611,0.94920
2000,66 and older,North Rhine-Westphalia,Yes,0.19858,151,761,0.17022,0.22695
2000,66 and older,North Rhine-Westphalia,No,0.80142,610,761,0.77305,0.82978
2000,66 and older,Hesse,Yes,0.16825,45,235,0.12031,0.21618
2000,66 and older,Hesse,No,0.83175,190,235,0.78382,0.87969
2000,66 and older,"Rhineland-Palatinate, Saarland",Yes,0.22728,62,260,0.17624,0.27832
2000,66 and older,"Rhineland-Palatinate, Saarland",No,0.77272,198,260,0.72168,0.82376
2000,66 and older,Baden-Wuerttemberg,Yes,0.17166,66,388,0.13409,0.20923
2000,66 and older,Baden-Wuerttemberg,No,0.82834,322,388,0.79077,0.86591
2000,66 and older,Bavaria,Yes,0.18894,96,498,0.15452,0.22335
2000,66 and older,Bavaria,No,0.81106,402,498,0.77665,0.84548
2000,66 and older,Berlin,No,0.88466,92,92,0.81903,0.95029
2000,66 and older,Brandenburg,No,0.81556,134,134,0.74964,0.88147
2000,66 and older,Mecklenburg-Western Pomerania,No,0.73907,59,59,0.62605,0.85209
2000,66 and older,Saxony,Yes,0.15060,43,264,0.10737,0.19383
2000,66 and older,Saxony,No,0.84940,221,264,0.80617,0.89263
2000,66 and older,Saxony-Anhalt,Yes,0.23740,38,159,0.17105,0.30374
2000,66 and older,Saxony-Anhalt,No,0.76260,121,159,0.69626,0.82895
2000,66 and older,Thuringa,Yes,0.19828,31,158,0.13591,0.26065
2000,66 and older,Thuringa,No,0.80172,127,158,0.73935,0.86409
2001,17-29 y.,Schleswig-Holstein,No,0.93368,84,84,0.88015,0.98722
2001,17-29 y.,Hamburg,No,0.88773,34,34,0.78001,0.99544
2001,17-29 y.,Lower Saxony,Yes,0.11468,40,344,0.08096,0.14840
2001,17-29 y.,Lower Saxony,No,0.88532,304,344,0.85160,0.91904
2001,17-29 y.,Bremen,No,0.89819,32,32,0.79174,1.00464
2001,17-29 y.,North Rhine-Westphalia,Yes,0.07979,80,827,0.06131,0.09827
2001,17-29 y.,North Rhine-Westphalia,No,0.92021,747,827,0.90173,0.93869
2001,17-29 y.,Hesse,No,0.88733,231,231,0.84647,0.92820
2001,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.89777,188,188,0.85435,0.94119
2001,17-29 y.,Baden-Wuerttemberg,Yes,0.08535,46,533,0.06161,0.10909
2001,17-29 y.,Baden-Wuerttemberg,No,0.91465,487,533,0.89091,0.93839
2001,17-29 y.,Bavaria,Yes,0.08367,48,560,0.06072,0.10663
2001,17-29 y.,Bavaria,No,0.91633,512,560,0.89337,0.93928
2001,17-29 y.,Berlin,No,0.93059,146,146,0.88922,0.97196
2001,17-29 y.,Brandenburg,No,0.90020,176,176,0.85580,0.94461
2001,17-29 y.,Mecklenburg-Western Pomerania,No,0.90864,95,95,0.85040,0.96689
2001,17-29 y.,Saxony,Yes,0.12443,37,317,0.08804,0.16083
2001,17-29 y.,Saxony,No,0.87557,280,317,0.83917,0.91196
2001,17-29 y.,Saxony-Anhalt,No,0.86665,176,176,0.81628,0.91702
2001,17-29 y.,Thuringa,No,0.92424,191,191,0.88662,0.96187
2001,30-45 y.,Schleswig-Holstein,No,0.93908,183,183,0.90433,0.97383
2001,30-45 y.,Hamburg,No,0.85548,71,71,0.77311,0.93785
2001,30-45 y.,Lower Saxony,Yes,0.10286,71,636,0.07923,0.12649
2001,30-45 y.,Lower Saxony,No,0.89714,565,636,0.87351,0.92077
2001,30-45 y.,Bremen,No,0.88088,39,39,0.77788,0.98387
2001,30-45 y.,North Rhine-Westphalia,Yes,0.09290,141,1569,0.07854,0.10727
2001,30-45 y.,North Rhine-Westphalia,No,0.90710,1428,1569,0.89273,0.92146
2001,30-45 y.,Hesse,Yes,0.10068,47,505,0.07441,0.12695
2001,30-45 y.,Hesse,No,0.89932,458,505,0.87305,0.92559
2001,30-45 y.,"Rhineland-Palatinate, Saarland",Yes,0.12459,58,508,0.09585,0.15334
2001,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.87541,450,508,0.84666,0.90415
2001,30-45 y.,Baden-Wuerttemberg,Yes,0.08345,87,933,0.06570,0.10121
2001,30-45 y.,Baden-Wuerttemberg,No,0.91655,846,933,0.89879,0.93430
2001,30-45 y.,Bavaria,Yes,0.08834,105,1059,0.07124,0.10544
2001,30-45 y.,Bavaria,No,0.91166,954,1059,0.89456,0.92876
2001,30-45 y.,Berlin,No,0.91279,238,238,0.87687,0.94871
2001,30-45 y.,Brandenburg,No,0.94283,249,249,0.91393,0.97172
2001,30-45 y.,Mecklenburg-Western Pomerania,No,0.91213,146,146,0.86605,0.95821
2001,30-45 y.,Saxony,Yes,0.10568,49,519,0.07920,0.13215
2001,30-45 y.,Saxony,No,0.89432,470,519,0.86785,0.92080
2001,30-45 y.,Saxony-Anhalt,No,0.91818,250,250,0.88414,0.95223
2001,30-45 y.,Thuringa,No,0.90963,268,268,0.87524,0.94402
2001,46-65 y.,Schleswig-Holstein,No,0.90162,218,218,0.86199,0.94125
2001,46-65 y.,Hamburg,No,0.80737,91,91,0.72589,0.88885
2001,46-65 y.,Lower Saxony,Yes,0.14725,83,563,0.11796,0.17655
2001,46-65 y.,Lower Saxony,No,0.85275,480,563,0.82345,0.88204
2001,46-65 y.,Bremen,No,0.89806,43,43,0.80656,0.98957
2001,46-65 y.,North Rhine-Westphalia,Yes,0.11620,175,1527,0.10012,0.13228
2001,46-65 y.,North Rhine-Westphalia,No,0.88380,1352,1527,0.86772,0.89988
2001,46-65 y.,Hesse,Yes,0.10959,54,483,0.08170,0.13748
2001,46-65 y.,Hesse,No,0.89041,429,483,0.86252,0.91830
2001,46-65 y.,"Rhineland-Palatinate, Saarland",Yes,0.12008,46,393,0.08790,0.15226
2001,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.87992,347,393,0.84774,0.91210
2001,46-65 y.,Baden-Wuerttemberg,Yes,0.13139,98,761,0.10737,0.15541
2001,46-65 y.,Baden-Wuerttemberg,No,0.86861,663,761,0.84459,0.89263
2001,46-65 y.,Bavaria,Yes,0.13422,121,941,0.11242,0.15601
2001,46-65 y.,Bavaria,No,0.86578,820,941,0.84399,0.88758
2001,46-65 y.,Berlin,No,0.90901,247,247,0.87307,0.94495
2001,46-65 y.,Brandenburg,Yes,0.12768,43,329,0.09157,0.16380
2001,46-65 y.,Brandenburg,No,0.87232,286,329,0.83620,0.90843
2001,46-65 y.,Mecklenburg-Western Pomerania,No,0.87362,144,144,0.81916,0.92808
2001,46-65 y.,Saxony,Yes,0.10817,61,540,0.08195,0.13439
2001,46-65 y.,Saxony,No,0.89183,479,540,0.86561,0.91805
2001,46-65 y.,Saxony-Anhalt,Yes,0.11576,47,370,0.08311,0.14840
2001,46-65 y.,Saxony-Anhalt,No,0.88424,323,370,0.85160,0.91689
2001,46-65 y.,Thuringa,Yes,0.14985,42,324,0.11093,0.18878
2001,46-65 y.,Thuringa,No,0.85015,282,324,0.81122,0.88907
2001,66 and older,Schleswig-Holstein,No,0.82947,99,99,0.75500,0.90393
2001,66 and older,Hamburg,No,0.76098,31,31,0.60836,0.91359
2001,66 and older,Lower Saxony,Yes,0.20356,58,307,0.15845,0.24868
2001,66 and older,Lower Saxony,No,0.79644,249,307,0.75132,0.84155
2001,66 and older,North Rhine-Westphalia,Yes,0.19844,145,706,0.16900,0.22788
2001,66 and older,North Rhine-Westphalia,No,0.80156,561,706,0.77212,0.83100
2001,66 and older,Hesse,Yes,0.21150,53,230,0.15860,0.26439
2001,66 and older,Hesse,No,0.78850,177,230,0.73561,0.84140
2001,66 and older,"Rhineland-Palatinate, Saarland",Yes,0.23238,50,237,0.17849,0.28626
2001,66 and older,"Rhineland-Palatinate, Saarland",No,0.76762,187,237,0.71374,0.82151
2001,66 and older,Baden-Wuerttemberg,Yes,0.21305,71,364,0.17092,0.25517
2001,66 and older,Baden-Wuerttemberg,No,0.78695,293,364,0.74483,0.82908
2001,66 and older,Bavaria,Yes,0.19171,91,468,0.15601,0.22741
2001,66 and older,Bavaria,No,0.80829,377,468,0.77259,0.84399
2001,66 and older,Berlin,No,0.89198,81,81,0.82396,0.96000
2001,66 and older,Brandenburg,No,0.82727,134,134,0.76303,0.89152
2001,66 and older,Mecklenburg-Western Pomerania,No,0.77391,59,59,0.66626,0.88156
2001,66 and older,Saxony,Yes,0.16141,43,262,0.11678,0.20605
2001,66 and older,Saxony,No,0.83859,219,262,0.79395,0.88322
2001,66 and older,Saxony-Anhalt,Yes,0.22256,34,151,0.15599,0.28913
2001,66 and older,Saxony-Anhalt,No,0.77744,117,151,0.71087,0.84401
2001,66 and older,Thuringa,No,0.82288,117,117,0.75340,0.89235
2002,17-29 y.,Schleswig-Holstein,No,0.93667,105,105,0.88987,0.98348
2002,17-29 y.,Hamburg,No,0.86171,49,49,0.76404,0.95937
2002,17-29 y.,Lower Saxony,No,0.91408,323,323,0.88347,0.94469
2002,17-29 y.,North Rhine-Westphalia,Yes,0.08442,73,819,0.06537,0.10348
2002,17-29 y.,North Rhine-Westphalia,No,0.91558,746,819,0.89652,0.93463
2002,17-29 y.,Hesse,Yes,0.11494,32,274,0.07711,0.15278
2002,17-29 y.,Hesse,No,0.88506,242,274,0.84722,0.92289
2002,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.88217,196,196,0.83691,0.92742
2002,17-29 y.,Baden-Wuerttemberg,Yes,0.08212,46,539,0.05892,0.10532
2002,17-29 y.,Baden-Wuerttemberg,No,0.91788,493,539,0.89468,0.94108
2002,17-29 y.,Bavaria,Yes,0.07952,47,573,0.05735,0.10169
2002,17-29 y.,Bavaria,No,0.92048,526,573,0.89831,0.94265
2002,17-29 y.,Berlin,No,0.92882,154,154,0.88807,0.96956
2002,17-29 y.,Brandenburg,No,0.87651,172,172,0.82719,0.92582
2002,17-29 y.,Mecklenburg-Western Pomerania,No,0.89087,89,89,0.82572,0.95601
2002,17-29 y.,Saxony,No,0.91755,289,289,0.88578,0.94931
2002,17-29 y.,Saxony-Anhalt,No,0.93053,169,169,0.89208,0.96898
2002,17-29 y.,Thuringa,No,0.89890,188,188,0.85570,0.94211
2002,30-45 y.,Schleswig-Holstein,No,0.94650,193,193,0.91466,0.97833
2002,30-45 y.,Hamburg,No,0.88795,80,80,0.81840,0.95751
2002,30-45 y.,Lower Saxony,Yes,0.08622,51,666,0.06488,0.10755
2002,30-45 y.,Lower Saxony,No,0.91378,615,666,0.89245,0.93512
2002,30-45 y.,Bremen,No,0.97385,43,43,0.92559,1.02211
2002,30-45 y.,North Rhine-Westphalia,Yes,0.07986,135,1578,0.06648,0.09324
2002,30-45 y.,North Rhine-Westphalia,No,0.92014,1443,1578,0.90676,0.93352
2002,30-45 y.,Hesse,Yes,0.08017,47,556,0.05758,0.10276
2002,30-45 y.,Hesse,No,0.91983,509,556,0.89724,0.94242
2002,30-45 y.,"Rhineland-Palatinate, Saarland",Yes,0.08361,40,468,0.05850,0.10871
2002,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.91639,428,468,0.89129,0.94150
2002,30-45 y.,Baden-Wuerttemberg,Yes,0.09560,86,1009,0.07744,0.11375
2002,30-45 y.,Baden-Wuerttemberg,No,0.90440,923,1009,0.88625,0.92256
2002,30-45 y.,Bavaria,Yes,0.09977,112,1093,0.08199,0.11754
2002,30-45 y.,Bavaria,No,0.90023,981,1093,0.88246,0.91801
2002,30-45 y.,Berlin,No,0.93605,237,237,0.90484,0.96727
2002,30-45 y.,Brandenburg,No,0.92818,242,242,0.89558,0.96077
2002,30-45 y.,Mecklenburg-Western Pomerania,No,0.91982,140,140,0.87467,0.96497
2002,30-45 y.,Saxony,Yes,0.09748,40,512,0.07177,0.12320
2002,30-45 y.,Saxony,No,0.90252,472,512,0.87680,0.92823
2002,30-45 y.,Saxony-Anhalt,No,0.88429,230,230,0.84286,0.92572
2002,30-45 y.,Thuringa,Yes,0.12180,33,278,0.08328,0.16031
2002,30-45 y.,Thuringa,No,0.87820,245,278,0.83969,0.91672
2002,46-65 y.,Schleswig-Holstein,No,0.91885,246,246,0.88466,0.95305
2002,46-65 y.,Hamburg,No,0.91077,125,125,0.86059,0.96095
2002,46-65 y.,Lower Saxony,Yes,0.12953,84,634,0.10337,0.15569
2002,46-65 y.,Lower Saxony,No,0.87047,550,634,0.84431,0.89663
2002,46-65 y.,Bremen,No,0.81172,54,54,0.70647,0.91697
2002,46-65 y.,North Rhine-Westphalia,Yes,0.13453,223,1709,0.11835,0.15071
2002,46-65 y.,North Rhine-Westphalia,No,0.86547,1486,1709,0.84929,0.88165
2002,46-65 y.,Hesse,Yes,0.12880,70,562,0.10108,0.15652
2002,46-65 y.,Hesse,No,0.87120,492,562,0.84348,0.89892
2002,46-65 y.,"Rhineland-Palatinate, Saarland",Yes,0.11084,57,434,0.08127,0.14040
2002,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.88916,377,434,0.85960,0.91873
2002,46-65 y.,Baden-Wuerttemberg,Yes,0.12088,102,870,0.09920,0.14255
2002,46-65 y.,Baden-Wuerttemberg,No,0.87912,768,870,0.85745,0.90080
2002,46-65 y.,Bavaria,Yes,0.12420,120,1086,0.10458,0.14383
2002,46-65 y.,Bavaria,No,0.87580,966,1086,0.85617,0.89542
2002,46-65 y.,Berlin,No,0.89564,272,272,0.85924,0.93204
2002,46-65 y.,Brandenburg,Yes,0.12540,44,330,0.08961,0.16118
2002,46-65 y.,Brandenburg,No,0.87460,286,330,0.83882,0.91039
2002,46-65 y.,Mecklenburg-Western Pomerania,No,0.87464,161,161,0.82333,0.92595
2002,46-65 y.,Saxony,Yes,0.11610,59,549,0.08928,0.14292
2002,46-65 y.,Saxony,No,0.88390,490,549,0.85708,0.91072
2002,46-65 y.,Saxony-Anhalt,Yes,0.13626,49,367,0.10112,0.17141
2002,46-65 y.,Saxony-Anhalt,No,0.86374,318,367,0.82859,0.89888
2002,46-65 y.,Thuringa,Yes,0.12854,40,338,0.09281,0.16428
2002,46-65 y.,Thuringa,No,0.87146,298,338,0.83572,0.90719
2002,66 and older,Schleswig-Holstein,No,0.76600,106,106,0.68502,0.84698
2002,66 and older,Hamburg,No,0.82122,33,33,0.68846,0.95398
2002,66 and older,Lower Saxony,Yes,0.24441,81,325,0.19762,0.29121
2002,66 and older,Lower Saxony,No,0.75559,244,325,0.70879,0.80238
2002,66 and older,North Rhine-Westphalia,Yes,0.19203,138,745,0.16373,0.22034
2002,66 and older,North Rhine-Westphalia,No,0.80797,607,745,0.77966,0.83627
