year,quintil_oecd,hospitalyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1988,5th Quintile,No,0.88050,1706,1935,0.86605,0.89496
1989,1st Quintile,Yes,0.14191,240,1914,0.12627,0.15754
1989,1st Quintile,No,0.85809,1674,1914,0.84246,0.87373
1989,2nd Quintile,Yes,0.15120,268,1958,0.13533,0.16707
1989,2nd Quintile,No,0.84880,1690,1958,0.83293,0.86467
1989,3rd Quintile,Yes,0.12219,224,1890,0.10742,0.13696
1989,3rd Quintile,No,0.87781,1666,1890,0.86304,0.89258
1989,4th Quintile,Yes,0.11973,247,2006,0.10552,0.13394
1989,4th Quintile,No,0.88027,1759,2006,0.86606,0.89448
1989,5th Quintile,Yes,0.08775,166,1861,0.07489,0.10061
1989,5th Quintile,No,0.91225,1695,1861,0.89939,0.92511
1991,1st Quintile,Yes,0.18610,288,1834,0.16828,0.20391
1991,1st Quintile,No,0.81390,1546,1834,0.79609,0.83172
1991,2nd Quintile,Yes,0.13110,238,1885,0.11586,0.14634
1991,2nd Quintile,No,0.86890,1647,1885,0.85366,0.88414
1991,3rd Quintile,Yes,0.12971,234,1876,0.11450,0.14492
1991,3rd Quintile,No,0.87029,1642,1876,0.85508,0.88550
1991,4th Quintile,Yes,0.11643,210,1939,0.10215,0.13071
1991,4th Quintile,No,0.88357,1729,1939,0.86929,0.89785
1991,5th Quintile,Yes,0.11037,199,1844,0.09607,0.12468
1991,5th Quintile,No,0.88963,1645,1844,0.87532,0.90393
1992,1st Quintile,Yes,0.14562,343,2754,0.13245,0.15880
1992,1st Quintile,No,0.85438,2411,2754,0.84120,0.86755
1992,2nd Quintile,Yes,0.12023,300,2856,0.10830,0.13216
1992,2nd Quintile,No,0.87977,2556,2856,0.86784,0.89170
1992,3rd Quintile,Yes,0.13237,301,2661,0.11950,0.14525
1992,3rd Quintile,No,0.86763,2360,2661,0.85475,0.88050
1992,4th Quintile,Yes,0.10643,287,2596,0.09456,0.11829
1992,4th Quintile,No,0.89357,2309,2596,0.88171,0.90544
1992,5th Quintile,Yes,0.10789,250,2391,0.09545,0.12032
1992,5th Quintile,No,0.89211,2141,2391,0.87968,0.90455
1994,1st Quintile,Yes,0.16392,355,2514,0.14944,0.17839
1994,1st Quintile,No,0.83608,2159,2514,0.82161,0.85056
1994,2nd Quintile,Yes,0.12849,299,2658,0.11577,0.14122
1994,2nd Quintile,No,0.87151,2359,2658,0.85878,0.88423
1994,3rd Quintile,Yes,0.12945,313,2702,0.11679,0.14211
1994,3rd Quintile,No,0.87055,2389,2702,0.85789,0.88321
1994,4th Quintile,Yes,0.11628,275,2537,0.10381,0.12876
1994,4th Quintile,No,0.88372,2262,2537,0.87124,0.89619
1994,5th Quintile,Yes,0.11481,254,2415,0.10209,0.12753
1994,5th Quintile,No,0.88519,2161,2415,0.87247,0.89791
1995,1st Quintile,Yes,0.15628,353,2520,0.14210,0.17046
1995,1st Quintile,No,0.84372,2167,2520,0.82954,0.85790
1995,2nd Quintile,Yes,0.13248,346,2869,0.12007,0.14489
1995,2nd Quintile,No,0.86752,2523,2869,0.85511,0.87993
1995,3rd Quintile,Yes,0.13383,347,2715,0.12102,0.14664
1995,3rd Quintile,No,0.86617,2368,2715,0.85336,0.87898
1995,4th Quintile,Yes,0.10493,269,2651,0.09326,0.11659
1995,4th Quintile,No,0.89507,2382,2651,0.88341,0.90674
1995,5th Quintile,Yes,0.10916,251,2456,0.09682,0.12149
1995,5th Quintile,No,0.89084,2205,2456,0.87851,0.90318
1996,1st Quintile,Yes,0.16476,379,2565,0.15040,0.17912
1996,1st Quintile,No,0.83524,2186,2565,0.82088,0.84960
1996,2nd Quintile,Yes,0.13515,335,2619,0.12206,0.14825
1996,2nd Quintile,No,0.86485,2284,2619,0.85175,0.87794
1996,3rd Quintile,Yes,0.12794,317,2676,0.11529,0.14060
1996,3rd Quintile,No,0.87206,2359,2676,0.85940,0.88471
1996,4th Quintile,Yes,0.10489,286,2704,0.09334,0.11644
1996,4th Quintile,No,0.89511,2418,2704,0.88356,0.90666
1996,5th Quintile,Yes,0.11597,271,2435,0.10325,0.12869
1996,5th Quintile,No,0.88403,2164,2435,0.87131,0.89675
1997,1st Quintile,Yes,0.16134,371,2374,0.14654,0.17614
1997,1st Quintile,No,0.83866,2003,2374,0.82386,0.85346
1997,2nd Quintile,Yes,0.14390,336,2724,0.13071,0.15708
1997,2nd Quintile,No,0.85610,2388,2724,0.84292,0.86929
1997,3rd Quintile,Yes,0.13439,306,2615,0.12132,0.14747
1997,3rd Quintile,No,0.86561,2309,2615,0.85253,0.87868
1997,4th Quintile,Yes,0.10505,283,2653,0.09338,0.11672
1997,4th Quintile,No,0.89495,2370,2653,0.88328,0.90662
1997,5th Quintile,Yes,0.10431,253,2410,0.09210,0.11652
1997,5th Quintile,No,0.89569,2157,2410,0.88348,0.90790
1998,1st Quintile,Yes,0.14592,322,2332,0.13158,0.16025
1998,1st Quintile,No,0.85408,2010,2332,0.83975,0.86842
1998,2nd Quintile,Yes,0.13742,319,2501,0.12393,0.15092
1998,2nd Quintile,No,0.86258,2182,2501,0.84908,0.87607
1998,3rd Quintile,Yes,0.12832,325,2578,0.11541,0.14123
1998,3rd Quintile,No,0.87168,2253,2578,0.85877,0.88459
1998,4th Quintile,Yes,0.12059,294,2602,0.10808,0.13311
1998,4th Quintile,No,0.87941,2308,2602,0.86689,0.89192
1998,5th Quintile,Yes,0.11324,245,2297,0.10028,0.12620
1998,5th Quintile,No,0.88676,2052,2297,0.87380,0.89972
1999,1st Quintile,Yes,0.15354,365,2591,0.13966,0.16742
1999,1st Quintile,No,0.84646,2226,2591,0.83258,0.86034
1999,2nd Quintile,Yes,0.13751,375,2870,0.12491,0.15012
1999,2nd Quintile,No,0.86249,2495,2870,0.84988,0.87509
1999,3rd Quintile,Yes,0.13452,348,2821,0.12192,0.14711
1999,3rd Quintile,No,0.86548,2473,2821,0.85289,0.87808
1999,4th Quintile,Yes,0.12124,322,2762,0.10907,0.13342
1999,4th Quintile,No,0.87876,2440,2762,0.86658,0.89093
1999,5th Quintile,Yes,0.10793,259,2610,0.09602,0.11983
1999,5th Quintile,No,0.89207,2351,2610,0.88017,0.90398
2000,1st Quintile,Yes,0.13647,332,2571,0.12319,0.14974
2000,1st Quintile,No,0.86353,2239,2571,0.85026,0.87681
2000,2nd Quintile,Yes,0.12626,330,2737,0.11381,0.13870
2000,2nd Quintile,No,0.87374,2407,2737,0.86130,0.88619
2000,3rd Quintile,Yes,0.13687,350,2732,0.12398,0.14976
2000,3rd Quintile,No,0.86313,2382,2732,0.85024,0.87602
2000,4th Quintile,Yes,0.10859,300,2691,0.09683,0.12035
2000,4th Quintile,No,0.89141,2391,2691,0.87965,0.90317
2000,5th Quintile,Yes,0.10381,254,2538,0.09194,0.11568
2000,5th Quintile,No,0.89619,2284,2538,0.88432,0.90806
2001,1st Quintile,Yes,0.14031,550,3872,0.12937,0.15125
2001,1st Quintile,No,0.85969,3322,3872,0.84875,0.87063
2001,2nd Quintile,Yes,0.12535,514,4330,0.11549,0.13521
2001,2nd Quintile,No,0.87465,3816,4330,0.86479,0.88451
2001,3rd Quintile,Yes,0.13159,575,4535,0.12175,0.14143
2001,3rd Quintile,No,0.86841,3960,4535,0.85857,0.87825
2001,4th Quintile,Yes,0.11474,508,4599,0.10553,0.12395
2001,4th Quintile,No,0.88526,4091,4599,0.87605,0.89447
2001,5th Quintile,Yes,0.11122,473,4513,0.10205,0.12040
2001,5th Quintile,No,0.88878,4040,4513,0.87960,0.89795
2002,1st Quintile,Yes,0.13118,448,3460,0.11993,0.14243
2002,1st Quintile,No,0.86882,3012,3460,0.85757,0.88007
2002,2nd Quintile,Yes,0.13479,509,3918,0.12409,0.14548
2002,2nd Quintile,No,0.86521,3409,3918,0.85452,0.87591
2002,3rd Quintile,Yes,0.13155,516,4026,0.12111,0.14199
2002,3rd Quintile,No,0.86845,3510,4026,0.85801,0.87889
2002,4th Quintile,Yes,0.11400,480,4361,0.10456,0.12343
2002,4th Quintile,No,0.88600,3881,4361,0.87657,0.89544
2002,5th Quintile,Yes,0.11988,514,4989,0.11086,0.12889
2002,5th Quintile,No,0.88012,4475,4989,0.87111,0.88914
2003,1st Quintile,Yes,0.15200,492,3394,0.13992,0.16408
2003,1st Quintile,No,0.84800,2902,3394,0.83592,0.86008
2003,2nd Quintile,Yes,0.12549,474,3845,0.11502,0.13597
2003,2nd Quintile,No,0.87451,3371,3845,0.86403,0.88498
2003,3rd Quintile,Yes,0.11808,470,4055,0.10815,0.12801
2003,3rd Quintile,No,0.88192,3585,4055,0.87199,0.89185
2003,4th Quintile,Yes,0.11519,487,4451,0.10581,0.12457
2003,4th Quintile,No,0.88481,3964,4451,0.87543,0.89419
2003,5th Quintile,Yes,0.11105,693,6335,0.10331,0.11879
2003,5th Quintile,No,0.88895,5642,6335,0.88121,0.89669
2004,1st Quintile,Yes,0.14813,479,3252,0.13592,0.16034
2004,1st Quintile,No,0.85187,2773,3252,0.83966,0.86408
2004,2nd Quintile,Yes,0.12275,457,3774,0.11228,0.13322
2004,2nd Quintile,No,0.87725,3317,3774,0.86678,0.88772
2004,3rd Quintile,Yes,0.12375,476,4002,0.11355,0.13396
2004,3rd Quintile,No,0.87625,3526,4002,0.86604,0.88645
2004,4th Quintile,Yes,0.13107,505,4338,0.12102,0.14111
2004,4th Quintile,No,0.86893,3833,4338,0.85889,0.87898
2004,5th Quintile,Yes,0.11382,659,6181,0.10591,0.12174
2004,5th Quintile,No,0.88618,5522,6181,0.87826,0.89409
2005,1st Quintile,Yes,0.13901,422,3141,0.12691,0.15111
2005,1st Quintile,No,0.86099,2719,3141,0.84889,0.87309
2005,2nd Quintile,Yes,0.11899,419,3617,0.10843,0.12954
2005,2nd Quintile,No,0.88101,3198,3617,0.87046,0.89157
2005,3rd Quintile,Yes,0.11937,427,3743,0.10898,0.12976
2005,3rd Quintile,No,0.88063,3316,3743,0.87024,0.89102
2005,4th Quintile,Yes,0.10853,434,4292,0.09923,0.11784
2005,4th Quintile,No,0.89147,3858,4292,0.88216,0.90077
2005,5th Quintile,Yes,0.10289,578,5829,0.09509,0.11069
2005,5th Quintile,No,0.89711,5251,5829,0.88931,0.90491
2006,1st Quintile,Yes,0.13614,397,2940,0.12374,0.14853
2006,1st Quintile,No,0.86386,2543,2940,0.85147,0.87626
2006,2nd Quintile,Yes,0.13686,416,3316,0.12516,0.14856
2006,2nd Quintile,No,0.86314,2900,3316,0.85144,0.87484
2006,3rd Quintile,Yes,0.12017,418,3576,0.10951,0.13083
2006,3rd Quintile,No,0.87983,3158,3576,0.86917,0.89049
2006,4th Quintile,Yes,0.11666,432,3966,0.10666,0.12665
2006,4th Quintile,No,0.88334,3534,3966,0.87335,0.89334
2006,5th Quintile,Yes,0.10493,554,5514,0.09684,0.11302
2006,5th Quintile,No,0.89507,4960,5514,0.88698,0.90316
2007,1st Quintile,Yes,0.13683,436,3187,0.12490,0.14876
2007,1st Quintile,No,0.86317,2751,3187,0.85124,0.87510
2007,2nd Quintile,Yes,0.13200,442,3505,0.12079,0.14320
2007,2nd Quintile,No,0.86800,3063,3505,0.85680,0.87921
2007,3rd Quintile,Yes,0.12064,471,3865,0.11037,0.13091
2007,3rd Quintile,No,0.87936,3394,3865,0.86909,0.88963
2007,4th Quintile,Yes,0.11672,472,4303,0.10712,0.12631
2007,4th Quintile,No,0.88328,3831,4303,0.87369,0.89288
2007,5th Quintile,Yes,0.11079,614,5589,0.10256,0.11902
2007,5th Quintile,No,0.88921,4975,5589,0.88098,0.89744
2008,1st Quintile,Yes,0.12962,395,2958,0.11751,0.14172
2008,1st Quintile,No,0.87038,2563,2958,0.85828,0.88249
2008,2nd Quintile,Yes,0.12231,429,3364,0.11124,0.13338
2008,2nd Quintile,No,0.87769,2935,3364,0.86662,0.88876
2008,3rd Quintile,Yes,0.11424,434,3804,0.10413,0.12435
2008,3rd Quintile,No,0.88576,3370,3804,0.87565,0.89587
2008,4th Quintile,Yes,0.11080,432,3870,0.10091,0.12069
2008,4th Quintile,No,0.88920,3438,3870,0.87931,0.89909
2008,5th Quintile,Yes,0.10462,554,5252,0.09634,0.11290
2008,5th Quintile,No,0.89538,4698,5252,0.88710,0.90366
2009,1st Quintile,Yes,0.14885,410,2861,0.13580,0.16189
2009,1st Quintile,No,0.85115,2451,2861,0.83811,0.86420
2009,2nd Quintile,Yes,0.13735,444,3153,0.12534,0.14937
2009,2nd Quintile,No,0.86265,2709,3153,0.85063,0.87466
2009,3rd Quintile,Yes,0.13118,455,3401,0.11983,0.14252
2009,3rd Quintile,No,0.86882,2946,3401,0.85748,0.88017
2009,4th Quintile,Yes,0.11890,462,3758,0.10855,0.12925
2009,4th Quintile,No,0.88110,3296,3758,0.87075,0.89145
2009,5th Quintile,Yes,0.10918,522,4798,0.10035,0.11800
2009,5th Quintile,No,0.89082,4276,4798,0.88200,0.89965
2010,1st Quintile,Yes,0.13303,356,2569,0.11990,0.14617
2010,1st Quintile,No,0.86697,2213,2569,0.85383,0.88010
2010,2nd Quintile,Yes,0.15201,459,3004,0.13917,0.16485
2010,2nd Quintile,No,0.84799,2545,3004,0.83515,0.86083
2010,3rd Quintile,Yes,0.12793,424,3195,0.11635,0.13952
2010,3rd Quintile,No,0.87207,2771,3195,0.86048,0.88365
2010,4th Quintile,Yes,0.11732,423,3469,0.10661,0.12803
2010,4th Quintile,No,0.88268,3046,3469,0.87197,0.89339
2010,5th Quintile,Yes,0.09273,434,4357,0.08411,0.10134
2010,5th Quintile,No,0.90727,3923,4357,0.89866,0.91589
2011,1st Quintile,Yes,0.15868,737,4583,0.14810,0.16926
2011,1st Quintile,No,0.84132,3846,4583,0.83074,0.85190
2011,2nd Quintile,Yes,0.14853,649,4321,0.13793,0.15914
2011,2nd Quintile,No,0.85147,3672,4321,0.84086,0.86207
2011,3rd Quintile,Yes,0.12383,551,4125,0.11378,0.13389
2011,3rd Quintile,No,0.87617,3574,4125,0.86611,0.88622
2011,4th Quintile,Yes,0.11695,505,4128,0.10714,0.12675
2011,4th Quintile,No,0.88305,3623,4128,0.87325,0.89286
2011,5th Quintile,Yes,0.11595,544,4719,0.10681,0.12509
2011,5th Quintile,No,0.88405,4175,4719,0.87491,0.89319
2012,1st Quintile,Yes,0.17701,842,5319,0.16675,0.18727
2012,1st Quintile,No,0.82299,4477,5319,0.81273,0.83325
2012,2nd Quintile,Yes,0.14594,666,4938,0.13610,0.15579
2012,2nd Quintile,No,0.85406,4272,4938,0.84421,0.86390
2012,3rd Quintile,Yes,0.14137,643,4825,0.13154,0.15120
2012,3rd Quintile,No,0.85863,4182,4825,0.84880,0.86846
2012,4th Quintile,Yes,0.12254,583,4798,0.11326,0.13182
2012,4th Quintile,No,0.87746,4215,4798,0.86818,0.88674
2012,5th Quintile,Yes,0.11265,592,5252,0.10410,0.12121
2012,5th Quintile,No,0.88735,4660,5252,0.87879,0.89590
2013,1st Quintile,Yes,0.17843,840,5156,0.16798,0.18888
2013,1st Quintile,No,0.82157,4316,5156,0.81112,0.83202
2013,2nd Quintile,Yes,0.15811,703,5238,0.14823,0.16800
2013,2nd Quintile,No,0.84189,4535,5238,0.83200,0.85177
2013,3rd Quintile,Yes,0.15314,684,4898,0.14305,0.16323
2013,3rd Quintile,No,0.84686,4214,4898,0.83677,0.85695
2013,4th Quintile,Yes,0.13861,629,4855,0.12889,0.14834
2013,4th Quintile,No,0.86139,4226,4855,0.85166,0.87111
2013,5th Quintile,Yes,0.10575,589,5500,0.09762,0.11388
2013,5th Quintile,No,0.89425,4911,5500,0.88612,0.90238
2014,1st Quintile,Yes,0.17539,971,5809,0.16561,0.18517
2014,1st Quintile,No,0.82461,4838,5809,0.81483,0.83439
2014,2nd Quintile,Yes,0.15798,776,5505,0.14834,0.16761
2014,2nd Quintile,No,0.84202,4729,5505,0.83239,0.85166
2014,3rd Quintile,Yes,0.13180,673,5157,0.12257,0.14104
2014,3rd Quintile,No,0.86820,4484,5157,0.85896,0.87743
2014,4th Quintile,Yes,0.11743,580,5153,0.10864,0.12622
2014,4th Quintile,No,0.88257,4573,5153,0.87378,0.89136
2014,5th Quintile,Yes,0.11125,548,5398,0.10286,0.11964
2014,5th Quintile,No,0.88875,4850,5398,0.88036,0.89714
2015,1st Quintile,Yes,0.16025,762,5065,0.15015,0.17036
2015,1st Quintile,No,0.83975,4303,5065,0.82964,0.84985
2015,2nd Quintile,Yes,0.15573,766,5247,0.14592,0.16555
2015,2nd Quintile,No,0.84427,4481,5247,0.83445,0.85408
2015,3rd Quintile,Yes,0.14548,648,4828,0.13553,0.15542
2015,3rd Quintile,No,0.85452,4180,4828,0.84458,0.86447
2015,4th Quintile,Yes,0.13694,577,4751,0.12717,0.14672
2015,4th Quintile,No,0.86306,4174,4751,0.85328,0.87283
2015,5th Quintile,Yes,0.10413,564,5097,0.09575,0.11252
2015,5th Quintile,No,0.89587,4533,5097,0.88748,0.90425
2016,1st Quintile,Yes,0.16586,799,4994,0.15554,0.17618
2016,1st Quintile,No,0.83414,4195,4994,0.82382,0.84446
2016,2nd Quintile,Yes,0.15094,721,5053,0.14107,0.16081
2016,2nd Quintile,No,0.84906,4332,5053,0.83919,0.85893
2016,3rd Quintile,Yes,0.14462,616,4602,0.13446,0.15478
2016,3rd Quintile,No,0.85538,3986,4602,0.84522,0.86554
2016,4th Quintile,Yes,0.11079,529,4616,0.10173,0.11985
2016,4th Quintile,No,0.88921,4087,4616,0.88015,0.89827
2016,5th Quintile,Yes,0.10727,519,4850,0.09856,0.11598
2016,5th Quintile,No,0.89273,4331,4850,0.88402,0.90144
2017,1st Quintile,Yes,0.17951,801,4649,0.16848,0.19055
2017,1st Quintile,No,0.82049,3848,4649,0.80945,0.83152
2017,2nd Quintile,Yes,0.16243,689,4763,0.15195,0.17291
2017,2nd Quintile,No,0.83757,4074,4763,0.82709,0.84805
2017,3rd Quintile,Yes,0.14186,576,4388,0.13154,0.15219
2017,3rd Quintile,No,0.85814,3812,4388,0.84781,0.86846
2017,4th Quintile,Yes,0.12327,506,4338,0.11349,0.13306
2017,4th Quintile,No,0.87673,3832,4338,0.86694,0.88651
2017,5th Quintile,Yes,0.11886,527,4536,0.10944,0.12828
2017,5th Quintile,No,0.88114,4009,4536,0.87172,0.89056
2018,1st Quintile,Yes,0.17618,748,4701,0.16529,0.18707
2018,1st Quintile,No,0.82382,3953,4701,0.81293,0.83471
2018,2nd Quintile,Yes,0.15003,705,5100,0.14023,0.15983
2018,2nd Quintile,No,0.84997,4395,5100,0.84017,0.85977
2018,3rd Quintile,Yes,0.14400,621,4732,0.13399,0.15400
2018,3rd Quintile,No,0.85600,4111,4732,0.84600,0.86601
2018,4th Quintile,Yes,0.12237,549,4698,0.11299,0.13174
2018,4th Quintile,No,0.87763,4149,4698,0.86826,0.88701
2018,5th Quintile,Yes,0.11244,566,5048,0.10372,0.12115
2018,5th Quintile,No,0.88756,4482,5048,0.87885,0.89628
2019,1st Quintile,Yes,0.17172,752,4436,0.16062,0.18282
2019,1st Quintile,No,0.82828,3684,4436,0.81718,0.83938
2019,2nd Quintile,Yes,0.14188,670,4762,0.13197,0.15179
2019,2nd Quintile,No,0.85812,4092,4762,0.84821,0.86803
2019,3rd Quintile,Yes,0.13830,582,4415,0.12812,0.14849
2019,3rd Quintile,No,0.86170,3833,4415,0.85151,0.87188
2019,4th Quintile,Yes,0.12239,506,4261,0.11254,0.13223
2019,4th Quintile,No,0.87761,3755,4261,0.86777,0.88746
2019,5th Quintile,Yes,0.12902,555,4812,0.11954,0.13849
2019,5th Quintile,No,0.87098,4257,4812,0.86151,0.88046
2020,1st Quintile,Yes,0.17604,1012,6563,0.16683,0.18526
2020,1st Quintile,No,0.82396,5551,6563,0.81474,0.83317
2020,2nd Quintile,Yes,0.15223,691,4831,0.14210,0.16236
2020,2nd Quintile,No,0.84777,4140,4831,0.83764,0.85790
2020,3rd Quintile,Yes,0.15233,603,4264,0.14154,0.16312
2020,3rd Quintile,No,0.84767,3661,4264,0.83688,0.85846
2020,4th Quintile,Yes,0.11981,527,4521,0.11034,0.12928
2020,4th Quintile,No,0.88019,3994,4521,0.87072,0.88966
2020,5th Quintile,Yes,0.11506,649,5946,0.10694,0.12317
2020,5th Quintile,No,0.88494,5297,5946,0.87683,0.89306
2021,1st Quintile,Yes,0.15947,466,3228,0.14683,0.17210
2021,1st Quintile,No,0.84053,2762,3228,0.82790,0.85317
2021,2nd Quintile,Yes,0.12756,425,3328,0.11622,0.13889
2021,2nd Quintile,No,0.87244,2903,3328,0.86111,0.88378
2021,3rd Quintile,Yes,0.12913,373,3094,0.11731,0.14095
2021,3rd Quintile,No,0.87087,2721,3094,0.85905,0.88269
2021,4th Quintile,Yes,0.10838,330,3179,0.09757,0.11918
2021,4th Quintile,No,0.89162,2849,3179,0.88082,0.90243
2021,5th Quintile,Yes,0.11164,468,4275,0.10220,0.12108
2021,5th Quintile,No,0.88836,3807,4275,0.87892,0.89780
2022,1st Quintile,Yes,0.16211,641,4248,0.15103,0.17320
2022,1st Quintile,No,0.83789,3607,4248,0.82680,0.84897
2022,2nd Quintile,Yes,0.14365,405,3224,0.13154,0.15576
2022,2nd Quintile,No,0.85635,2819,3224,0.84424,0.86846
2022,3rd Quintile,Yes,0.15031,343,2963,0.13744,0.16318
2022,3rd Quintile,No,0.84969,2620,2963,0.83682,0.86256
2022,4th Quintile,Yes,0.11627,330,3115,0.10502,0.12753
2022,4th Quintile,No,0.88373,2785,3115,0.87247,0.89498
2022,5th Quintile,Yes,0.10479,383,4007,0.09531,0.11428
2022,5th Quintile,No,0.89521,3624,4007,0.88572,0.90469
