year,bula_h,migback,hospitalyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,Saxony-Anhalt,No migration background,No,0.74055,665,762,0.70941,0.77170
2016,Saxony-Anhalt,Direct migration background,No,0.59422,42,42,0.44391,0.74453
2016,Thuringa,No migration background,Yes,0.13967,121,814,0.11584,0.16350
2016,Thuringa,No migration background,No,0.72159,693,814,0.69078,0.75240
2016,Thuringa,Direct migration background,No,0.68864,58,58,0.56843,0.80886
2017,Schleswig-Holstein,No migration background,Yes,0.12790,110,750,0.10398,0.15181
2017,Schleswig-Holstein,No migration background,No,0.71185,640,750,0.67941,0.74428
2017,Schleswig-Holstein,Direct migration background,No,0.75716,132,132,0.68373,0.83059
2017,Schleswig-Holstein,Indirect migration background,No,0.36675,32,32,0.19710,0.53640
2017,Hamburg,No migration background,Yes,0.13317,48,319,0.09583,0.17052
2017,Hamburg,No migration background,No,0.73176,271,319,0.68307,0.78046
2017,Hamburg,Direct migration background,No,0.77233,90,90,0.68521,0.85945
2017,Hamburg,Indirect migration background,No,0.47940,39,39,0.32056,0.63824
2017,Lower Saxony,No migration background,Yes,0.12314,275,2085,0.10903,0.13725
2017,Lower Saxony,No migration background,No,0.73796,1810,2085,0.71908,0.75684
2017,Lower Saxony,Direct migration background,Yes,0.14686,60,472,0.11489,0.17883
2017,Lower Saxony,Direct migration background,No,0.73238,412,472,0.69239,0.77236
2017,Lower Saxony,Indirect migration background,No,0.34478,111,111,0.25595,0.43360
2017,Bremen,No migration background,No,0.78382,127,127,0.71194,0.85570
2017,Bremen,Direct migration background,No,0.77717,58,58,0.66914,0.88521
2017,North Rhine-Westphalia,No migration background,Yes,0.13029,550,3758,0.11953,0.14106
2017,North Rhine-Westphalia,No migration background,No,0.73075,3208,3758,0.71657,0.74494
2017,North Rhine-Westphalia,Direct migration background,Yes,0.12285,173,1242,0.10459,0.14112
2017,North Rhine-Westphalia,Direct migration background,No,0.77019,1069,1242,0.74678,0.79360
2017,North Rhine-Westphalia,Indirect migration background,Yes,0.06859,51,481,0.04598,0.09121
2017,North Rhine-Westphalia,Indirect migration background,No,0.46904,430,481,0.42439,0.51368
2017,Hesse,No migration background,Yes,0.11581,159,1241,0.09800,0.13362
2017,Hesse,No migration background,No,0.73387,1082,1241,0.70927,0.75847
2017,Hesse,Direct migration background,Yes,0.15356,58,387,0.11760,0.18953
2017,Hesse,Direct migration background,No,0.74174,329,387,0.69808,0.78541
2017,Hesse,Indirect migration background,No,0.44662,120,120,0.35730,0.53594
2017,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.13604,164,1042,0.11521,0.15686
2017,"Rhineland-Palatinate, Saarland",No migration background,No,0.71943,878,1042,0.69214,0.74673
2017,"Rhineland-Palatinate, Saarland",Direct migration background,Yes,0.12325,42,371,0.08975,0.15674
2017,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.77218,329,371,0.72944,0.81491
2017,"Rhineland-Palatinate, Saarland",Indirect migration background,No,0.43696,89,89,0.33333,0.54060
2017,Baden-Wuerttemberg,No migration background,Yes,0.10956,233,2090,0.09616,0.12295
2017,Baden-Wuerttemberg,No migration background,No,0.74360,1857,2090,0.72487,0.76232
2017,Baden-Wuerttemberg,Direct migration background,Yes,0.14182,77,638,0.11472,0.16891
2017,Baden-Wuerttemberg,Direct migration background,No,0.78217,561,638,0.75011,0.81422
2017,Baden-Wuerttemberg,Indirect migration background,Yes,0.04364,32,274,0.01940,0.06787
2017,Baden-Wuerttemberg,Indirect migration background,No,0.47773,242,274,0.41848,0.53699
2017,Bavaria,No migration background,Yes,0.11793,418,3103,0.10658,0.12928
2017,Bavaria,No migration background,No,0.73690,2685,3103,0.72140,0.75239
2017,Bavaria,Direct migration background,Yes,0.13597,111,832,0.11267,0.15928
2017,Bavaria,Direct migration background,No,0.77140,721,832,0.74285,0.79995
2017,Bavaria,Indirect migration background,Yes,0.09034,32,239,0.05392,0.12676
2017,Bavaria,Indirect migration background,No,0.41405,207,239,0.35147,0.47663
2017,Berlin,No migration background,Yes,0.11019,105,770,0.08806,0.13232
2017,Berlin,No migration background,No,0.77558,665,770,0.74609,0.80507
2017,Berlin,Direct migration background,No,0.77143,142,142,0.70212,0.84074
2017,Berlin,Indirect migration background,No,0.47325,54,54,0.33883,0.60767
2017,Brandenburg,No migration background,Yes,0.16004,147,916,0.13629,0.18380
2017,Brandenburg,No migration background,No,0.67870,769,916,0.64844,0.70895
2017,Brandenburg,Direct migration background,No,0.56302,78,78,0.45223,0.67381
2017,Mecklenburg-Western Pomerania,No migration background,Yes,0.12003,80,543,0.09267,0.14739
2017,Mecklenburg-Western Pomerania,No migration background,No,0.71054,463,543,0.67236,0.74872
2017,Saxony,No migration background,Yes,0.10075,182,1549,0.08576,0.11575
2017,Saxony,No migration background,No,0.75486,1367,1549,0.73343,0.77629
2017,Saxony,Direct migration background,No,0.65383,62,62,0.53444,0.77322
2017,Saxony-Anhalt,No migration background,Yes,0.15095,128,856,0.12696,0.17495
2017,Saxony-Anhalt,No migration background,No,0.70356,728,856,0.67295,0.73418
2017,Saxony-Anhalt,Direct migration background,No,0.45963,37,37,0.29683,0.62243
2017,Thuringa,No migration background,Yes,0.08817,118,888,0.06951,0.10683
2017,Thuringa,No migration background,No,0.78245,770,888,0.75530,0.80961
2017,Thuringa,Direct migration background,No,0.66112,64,64,0.54423,0.77800
2018,Schleswig-Holstein,No migration background,Yes,0.12378,108,726,0.09981,0.14775
2018,Schleswig-Holstein,No migration background,No,0.71145,618,726,0.67847,0.74443
2018,Schleswig-Holstein,Direct migration background,No,0.83629,136,136,0.77387,0.89871
2018,Schleswig-Holstein,Indirect migration background,No,0.36319,37,37,0.20609,0.52028
2018,Hamburg,No migration background,Yes,0.11799,48,319,0.08253,0.15344
2018,Hamburg,No migration background,No,0.74632,271,319,0.69850,0.79415
2018,Hamburg,Direct migration background,No,0.73120,101,101,0.64430,0.81809
2018,Hamburg,Indirect migration background,No,0.46026,44,44,0.31129,0.60924
2018,Lower Saxony,No migration background,Yes,0.11044,235,1943,0.09650,0.12438
2018,Lower Saxony,No migration background,No,0.75877,1708,1943,0.73974,0.77780
2018,Lower Saxony,Direct migration background,Yes,0.11117,55,452,0.08216,0.14019
2018,Lower Saxony,Direct migration background,No,0.75443,397,452,0.71471,0.79416
2018,Lower Saxony,Indirect migration background,No,0.37135,119,119,0.28417,0.45852
2018,Bremen,No migration background,No,0.78156,127,127,0.70941,0.85370
2018,Bremen,Direct migration background,No,0.74591,59,59,0.63387,0.85795
2018,North Rhine-Westphalia,No migration background,Yes,0.13275,505,3645,0.12174,0.14377
2018,North Rhine-Westphalia,No migration background,No,0.74367,3140,3645,0.72949,0.75785
2018,North Rhine-Westphalia,Direct migration background,Yes,0.13372,186,1255,0.11488,0.15255
2018,North Rhine-Westphalia,Direct migration background,No,0.76175,1069,1255,0.73817,0.78533
2018,North Rhine-Westphalia,Indirect migration background,Yes,0.08555,55,492,0.06081,0.11030
2018,North Rhine-Westphalia,Indirect migration background,No,0.47288,437,492,0.42872,0.51705
2018,Hesse,No migration background,Yes,0.11236,136,1208,0.09454,0.13017
2018,Hesse,No migration background,No,0.75331,1072,1208,0.72899,0.77763
2018,Hesse,Direct migration background,Yes,0.11642,41,349,0.08272,0.15012
2018,Hesse,Direct migration background,No,0.79212,308,349,0.74949,0.83476
2018,Hesse,Indirect migration background,No,0.48798,119,119,0.39779,0.57817
2018,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.14867,166,1041,0.12705,0.17029
2018,"Rhineland-Palatinate, Saarland",No migration background,No,0.70597,875,1041,0.67828,0.73366
2018,"Rhineland-Palatinate, Saarland",Direct migration background,Yes,0.08919,36,339,0.05881,0.11958
2018,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.78462,303,339,0.74080,0.82845
2018,"Rhineland-Palatinate, Saarland",Indirect migration background,No,0.34057,75,75,0.23260,0.44855
2018,Baden-Wuerttemberg,No migration background,Yes,0.11815,234,1946,0.10380,0.13249
2018,Baden-Wuerttemberg,No migration background,No,0.73657,1712,1946,0.71700,0.75615
2018,Baden-Wuerttemberg,Direct migration background,Yes,0.10107,73,589,0.07671,0.12543
2018,Baden-Wuerttemberg,Direct migration background,No,0.80586,516,589,0.77389,0.83783
2018,Baden-Wuerttemberg,Indirect migration background,No,0.49372,219,219,0.42735,0.56009
2018,Bavaria,No migration background,Yes,0.11290,387,2949,0.10147,0.12432
2018,Bavaria,No migration background,No,0.74504,2562,2949,0.72931,0.76077
2018,Bavaria,Direct migration background,Yes,0.12612,100,766,0.10259,0.14964
2018,Bavaria,Direct migration background,No,0.79914,666,766,0.77075,0.82753
2018,Bavaria,Indirect migration background,Yes,0.05307,43,250,0.02523,0.08092
2018,Bavaria,Indirect migration background,No,0.46436,207,250,0.40241,0.52630
2018,Berlin,No migration background,Yes,0.12663,111,777,0.10323,0.15003
2018,Berlin,No migration background,No,0.75225,666,777,0.72188,0.78263
2018,Berlin,Direct migration background,No,0.74350,145,145,0.67218,0.81483
2018,Berlin,Indirect migration background,No,0.40365,49,49,0.26485,0.54245
2018,Brandenburg,No migration background,Yes,0.14017,150,914,0.11765,0.16269
2018,Brandenburg,No migration background,No,0.68440,764,914,0.65426,0.71455
2018,Brandenburg,Direct migration background,No,0.59300,72,72,0.47873,0.70728
2018,Mecklenburg-Western Pomerania,No migration background,Yes,0.14539,91,565,0.11630,0.17448
2018,Mecklenburg-Western Pomerania,No migration background,No,0.69208,474,565,0.65398,0.73018
2018,Saxony,No migration background,Yes,0.10568,178,1499,0.09012,0.12125
2018,Saxony,No migration background,No,0.74913,1321,1499,0.72717,0.77108
2018,Saxony,Direct migration background,No,0.70615,61,61,0.59088,0.82141
2018,Saxony,Indirect migration background,No,0.60799,34,34,0.44142,0.77456
2018,Saxony-Anhalt,No migration background,Yes,0.14724,133,842,0.12329,0.17119
2018,Saxony-Anhalt,No migration background,No,0.70712,709,842,0.67636,0.73788
2018,Saxony-Anhalt,Direct migration background,No,0.64043,47,47,0.50176,0.77911
2018,Thuringa,No migration background,Yes,0.15081,127,840,0.12660,0.17503
2018,Thuringa,No migration background,No,0.69387,713,840,0.66268,0.72505
2018,Thuringa,Direct migration background,No,0.66470,63,63,0.54719,0.78222
2019,Schleswig-Holstein,No migration background,Yes,0.14264,117,775,0.11800,0.16727
2019,Schleswig-Holstein,No migration background,No,0.67093,658,775,0.63783,0.70404
2019,Schleswig-Holstein,Direct migration background,No,0.74492,116,116,0.66525,0.82459
2019,Schleswig-Holstein,Indirect migration background,No,0.34810,41,41,0.20048,0.49573
2019,Hamburg,No migration background,Yes,0.11928,49,372,0.08629,0.15226
2019,Hamburg,No migration background,No,0.73274,323,372,0.68771,0.77777
2019,Hamburg,Direct migration background,No,0.84900,93,93,0.77583,0.92216
2019,Hamburg,Indirect migration background,No,0.45627,45,45,0.30910,0.60345
2019,Lower Saxony,No migration background,Yes,0.11271,246,1988,0.09880,0.12661
2019,Lower Saxony,No migration background,No,0.74653,1742,1988,0.72740,0.76565
2019,Lower Saxony,Direct migration background,Yes,0.13233,61,383,0.09835,0.16631
2019,Lower Saxony,Direct migration background,No,0.74089,322,383,0.69695,0.78483
2019,Lower Saxony,Indirect migration background,No,0.36321,102,102,0.26942,0.45701
2019,Bremen,No migration background,No,0.79261,129,129,0.72237,0.86285
2019,Bremen,Direct migration background,No,0.87317,56,56,0.78522,0.96112
2019,North Rhine-Westphalia,No migration background,Yes,0.13692,548,3815,0.12601,0.14783
2019,North Rhine-Westphalia,No migration background,No,0.73331,3267,3815,0.71928,0.74735
2019,North Rhine-Westphalia,Direct migration background,Yes,0.09784,145,1104,0.08031,0.11537
2019,North Rhine-Westphalia,Direct migration background,No,0.80093,959,1104,0.77737,0.82450
2019,North Rhine-Westphalia,Indirect migration background,Yes,0.07559,60,477,0.05184,0.09933
2019,North Rhine-Westphalia,Indirect migration background,No,0.46958,417,477,0.42475,0.51442
2019,Hesse,No migration background,Yes,0.11535,165,1285,0.09788,0.13282
2019,Hesse,No migration background,No,0.74509,1120,1285,0.72125,0.76893
2019,Hesse,Direct migration background,Yes,0.10082,33,301,0.06675,0.13489
2019,Hesse,Direct migration background,No,0.81532,268,301,0.77141,0.85923
2019,Hesse,Indirect migration background,No,0.48285,110,110,0.38903,0.57666
2019,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.14397,151,1054,0.12276,0.16517
2019,"Rhineland-Palatinate, Saarland",No migration background,No,0.72299,903,1054,0.69596,0.75002
2019,"Rhineland-Palatinate, Saarland",Direct migration background,Yes,0.08065,38,312,0.05039,0.11092
2019,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.82610,274,312,0.78398,0.86823
2019,"Rhineland-Palatinate, Saarland",Indirect migration background,No,0.38905,82,82,0.28288,0.49523
2019,Baden-Wuerttemberg,No migration background,Yes,0.09927,224,2032,0.08626,0.11227
2019,Baden-Wuerttemberg,No migration background,No,0.74727,1808,2032,0.72837,0.76617
2019,Baden-Wuerttemberg,Direct migration background,Yes,0.13512,83,531,0.10601,0.16422
2019,Baden-Wuerttemberg,Direct migration background,No,0.78974,448,531,0.75505,0.82443
2019,Baden-Wuerttemberg,Indirect migration background,No,0.47152,204,204,0.40285,0.54019
2019,Bavaria,No migration background,Yes,0.12835,422,3025,0.11643,0.14027
2019,Bavaria,No migration background,No,0.71897,2603,3025,0.70295,0.73499
2019,Bavaria,Direct migration background,Yes,0.14728,98,673,0.12048,0.17407
2019,Bavaria,Direct migration background,No,0.78205,575,673,0.75084,0.81327
2019,Bavaria,Indirect migration background,No,0.47402,218,218,0.40758,0.54046
2019,Berlin,No migration background,Yes,0.13865,128,809,0.11482,0.16247
2019,Berlin,No migration background,No,0.74594,681,809,0.71593,0.77596
2019,Berlin,Direct migration background,No,0.75741,136,136,0.68510,0.82972
2019,Berlin,Indirect migration background,No,0.38250,56,56,0.25406,0.51094
2019,Brandenburg,No migration background,Yes,0.10499,149,1007,0.08605,0.12393
2019,Brandenburg,No migration background,No,0.71369,858,1007,0.68575,0.74162
2019,Brandenburg,Direct migration background,No,0.61392,71,71,0.49987,0.72798
2019,Mecklenburg-Western Pomerania,No migration background,Yes,0.16727,83,579,0.13684,0.19769
2019,Mecklenburg-Western Pomerania,No migration background,No,0.66984,496,579,0.63150,0.70818
2019,Saxony,No migration background,Yes,0.12077,195,1525,0.10441,0.13713
2019,Saxony,No migration background,No,0.74372,1330,1525,0.72180,0.76564
2019,Saxony,Direct migration background,No,0.73003,60,60,0.61675,0.84331
2019,Saxony,Indirect migration background,No,0.49074,34,34,0.32017,0.66130
2019,Saxony-Anhalt,No migration background,Yes,0.10646,102,831,0.08547,0.12744
2019,Saxony-Anhalt,No migration background,No,0.74875,729,831,0.71924,0.77826
2019,Saxony-Anhalt,Direct migration background,No,0.61996,36,36,0.45915,0.78078
2019,Thuringa,No migration background,Yes,0.13749,123,849,0.11431,0.16067
2019,Thuringa,No migration background,No,0.73498,726,849,0.70528,0.76469
2019,Thuringa,Direct migration background,No,0.76111,55,55,0.64737,0.87484
2020,Schleswig-Holstein,No migration background,Yes,0.13022,95,711,0.10547,0.15498
2020,Schleswig-Holstein,No migration background,No,0.68574,616,711,0.65159,0.71989
2020,Schleswig-Holstein,Direct migration background,Yes,0.10490,31,272,0.06841,0.14138
2020,Schleswig-Holstein,Direct migration background,No,0.75232,241,272,0.70092,0.80371
2020,Schleswig-Holstein,Indirect migration background,No,0.32744,45,45,0.18877,0.46610
2020,Hamburg,No migration background,Yes,0.12955,50,351,0.09437,0.16473
2020,Hamburg,No migration background,No,0.74043,301,351,0.69450,0.78636
2020,Hamburg,Direct migration background,No,0.85172,154,154,0.79540,0.90803
2020,Hamburg,Indirect migration background,No,0.47113,48,48,0.32842,0.61384
2020,Lower Saxony,No migration background,Yes,0.11709,227,1817,0.10230,0.13188
2020,Lower Saxony,No migration background,No,0.73574,1590,1817,0.71546,0.75602
2020,Lower Saxony,Direct migration background,Yes,0.10884,94,845,0.08783,0.12985
2020,Lower Saxony,Direct migration background,No,0.80971,751,845,0.78323,0.83619
2020,Lower Saxony,Indirect migration background,No,0.37690,117,117,0.28871,0.46509
2020,Bremen,No migration background,No,0.84799,121,121,0.78376,0.91223
2020,Bremen,Direct migration background,No,0.85280,108,108,0.78567,0.91993
2020,North Rhine-Westphalia,No migration background,Yes,0.14693,526,3508,0.13521,0.15864
2020,North Rhine-Westphalia,No migration background,No,0.72251,2982,3508,0.70769,0.73733
2020,North Rhine-Westphalia,Direct migration background,Yes,0.11727,292,2195,0.10381,0.13073
2020,North Rhine-Westphalia,Direct migration background,No,0.82077,1903,2195,0.80472,0.83682
2020,North Rhine-Westphalia,Indirect migration background,Yes,0.10057,53,445,0.07260,0.12855
2020,North Rhine-Westphalia,Indirect migration background,No,0.41983,392,445,0.37392,0.46574
2020,Hesse,No migration background,Yes,0.11219,153,1186,0.09422,0.13016
2020,Hesse,No migration background,No,0.74683,1033,1186,0.72207,0.77159
2020,Hesse,Direct migration background,Yes,0.08954,86,724,0.06873,0.11035
2020,Hesse,Direct migration background,No,0.85853,638,724,0.83312,0.88393
2020,Hesse,Indirect migration background,No,0.49449,112,112,0.40148,0.58750
2020,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.14718,145,934,0.12445,0.16991
2020,"Rhineland-Palatinate, Saarland",No migration background,No,0.72165,789,934,0.69289,0.75041
2020,"Rhineland-Palatinate, Saarland",Direct migration background,Yes,0.13296,57,493,0.10296,0.16296
2020,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.75261,436,493,0.71448,0.79073
2020,"Rhineland-Palatinate, Saarland",Indirect migration background,No,0.41702,79,79,0.30760,0.52644
2020,Baden-Wuerttemberg,No migration background,Yes,0.11018,233,1905,0.09611,0.12424
2020,Baden-Wuerttemberg,No migration background,No,0.73618,1672,1905,0.71639,0.75598
2020,Baden-Wuerttemberg,Direct migration background,Yes,0.13092,123,1040,0.11041,0.15143
2020,Baden-Wuerttemberg,Direct migration background,No,0.81763,917,1040,0.79415,0.84111
2020,Baden-Wuerttemberg,Indirect migration background,No,0.46085,198,198,0.39124,0.53045
2020,Bavaria,No migration background,Yes,0.12027,375,2788,0.10819,0.13235
2020,Bavaria,No migration background,No,0.71779,2413,2788,0.70108,0.73450
2020,Bavaria,Direct migration background,Yes,0.11946,175,1288,0.10174,0.13718
2020,Bavaria,Direct migration background,No,0.82142,1113,1288,0.80050,0.84235
2020,Bavaria,Indirect migration background,Yes,0.05227,33,260,0.02516,0.07938
2020,Bavaria,Indirect migration background,No,0.46733,227,260,0.40657,0.52810
2020,Berlin,No migration background,Yes,0.13823,112,764,0.11374,0.16272
2020,Berlin,No migration background,No,0.74096,652,764,0.70987,0.77204
2020,Berlin,Direct migration background,Yes,0.07604,40,438,0.05119,0.10090
2020,Berlin,Direct migration background,No,0.81458,398,438,0.77815,0.85102
2020,Berlin,Indirect migration background,No,0.45573,61,61,0.32971,0.58175
2020,Brandenburg,No migration background,Yes,0.11399,148,930,0.09355,0.13442
2020,Brandenburg,No migration background,No,0.72905,782,930,0.70047,0.75763
2020,Brandenburg,Direct migration background,No,0.70323,178,178,0.63593,0.77054
2020,Mecklenburg-Western Pomerania,No migration background,Yes,0.12817,61,456,0.09745,0.15888
2020,Mecklenburg-Western Pomerania,No migration background,No,0.71279,395,456,0.67122,0.75437
2020,Mecklenburg-Western Pomerania,Direct migration background,No,0.64993,64,64,0.53215,0.76772
2020,Saxony,No migration background,Yes,0.11050,168,1409,0.09412,0.12688
2020,Saxony,No migration background,No,0.74374,1241,1409,0.72093,0.76654
2020,Saxony,Direct migration background,No,0.79396,174,174,0.73368,0.85423
2020,Saxony,Indirect migration background,No,0.46365,33,33,0.29087,0.63643
2020,Saxony-Anhalt,No migration background,Yes,0.12177,104,797,0.09906,0.14449
2020,Saxony-Anhalt,No migration background,No,0.72194,693,797,0.69082,0.75307
2020,Saxony-Anhalt,Direct migration background,No,0.76923,115,115,0.69189,0.84658
2020,Thuringa,No migration background,Yes,0.13299,101,794,0.10936,0.15663
2020,Thuringa,No migration background,No,0.72368,693,794,0.69255,0.75480
2020,Thuringa,Direct migration background,No,0.76572,148,148,0.69725,0.83419
2021,Schleswig-Holstein,No migration background,Yes,0.09427,68,568,0.07022,0.11833
2021,Schleswig-Holstein,No migration background,No,0.71239,500,568,0.67513,0.74965
2021,Schleswig-Holstein,Direct migration background,No,0.68122,93,93,0.58599,0.77644
2021,Schleswig-Holstein,Indirect migration background,No,0.26944,32,32,0.11326,0.42563
2021,Hamburg,No migration background,No,0.77812,250,250,0.72651,0.82973
2021,Hamburg,Direct migration background,No,0.87358,81,81,0.80076,0.94640
2021,Lower Saxony,No migration background,Yes,0.10246,140,1324,0.08612,0.11880
2021,Lower Saxony,No migration background,No,0.75290,1184,1324,0.72966,0.77615
2021,Lower Saxony,Direct migration background,No,0.77801,245,245,0.72586,0.83015
2021,Lower Saxony,Indirect migration background,No,0.31302,73,73,0.20590,0.42013
2021,Bremen,No migration background,No,0.88338,80,80,0.81260,0.95416
2021,North Rhine-Westphalia,No migration background,Yes,0.12847,341,2501,0.11535,0.14159
2021,North Rhine-Westphalia,No migration background,No,0.74415,2160,2501,0.72704,0.76125
2021,North Rhine-Westphalia,Direct migration background,Yes,0.09385,103,821,0.07389,0.11381
2021,North Rhine-Westphalia,Direct migration background,No,0.76095,718,821,0.73175,0.79014
2021,North Rhine-Westphalia,Indirect migration background,No,0.39902,223,223,0.33460,0.46344
2021,Hesse,No migration background,Yes,0.10742,101,791,0.08583,0.12902
2021,Hesse,No migration background,No,0.74756,690,791,0.71726,0.77785
2021,Hesse,Direct migration background,Yes,0.14641,32,228,0.10042,0.19240
2021,Hesse,Direct migration background,No,0.75556,196,228,0.69965,0.81146
2021,Hesse,Indirect migration background,No,0.57218,54,54,0.43898,0.70538
2021,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.13363,77,629,0.10702,0.16024
2021,"Rhineland-Palatinate, Saarland",No migration background,No,0.74055,552,629,0.70626,0.77483
2021,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.73618,169,169,0.66954,0.80282
2021,"Rhineland-Palatinate, Saarland",Indirect migration background,No,0.45451,48,48,0.31215,0.59686
2021,Baden-Wuerttemberg,No migration background,Yes,0.10673,159,1370,0.09037,0.12309
2021,Baden-Wuerttemberg,No migration background,No,0.73722,1211,1370,0.71390,0.76054
2021,Baden-Wuerttemberg,Direct migration background,Yes,0.08333,41,441,0.05751,0.10916
2021,Baden-Wuerttemberg,Direct migration background,No,0.83192,400,441,0.79698,0.86686
2021,Baden-Wuerttemberg,Indirect migration background,No,0.45520,132,132,0.36993,0.54048
2021,Bavaria,No migration background,Yes,0.11406,258,1981,0.10006,0.12806
2021,Bavaria,No migration background,No,0.72723,1723,1981,0.70761,0.74685
2021,Bavaria,Direct migration background,Yes,0.10384,70,533,0.07792,0.12976
2021,Bavaria,Direct migration background,No,0.80639,463,533,0.77281,0.83996
2021,Bavaria,Indirect migration background,No,0.41028,139,139,0.32821,0.49235
2021,Berlin,No migration background,Yes,0.11093,72,568,0.08508,0.13678
2021,Berlin,No migration background,No,0.74103,496,568,0.70497,0.77709
2021,Berlin,Direct migration background,No,0.73606,154,154,0.66622,0.80590
2021,Berlin,Indirect migration background,No,0.40026,45,45,0.25549,0.54503
2021,Brandenburg,No migration background,Yes,0.10713,89,596,0.08228,0.13198
2021,Brandenburg,No migration background,No,0.72974,507,596,0.69406,0.76542
2021,Brandenburg,Direct migration background,No,0.50845,42,42,0.35542,0.66148
2021,Mecklenburg-Western Pomerania,No migration background,Yes,0.10415,37,372,0.07307,0.13523
2021,Mecklenburg-Western Pomerania,No migration background,No,0.76423,335,372,0.72104,0.80742
2021,Saxony,No migration background,Yes,0.10122,122,1019,0.08269,0.11975
2021,Saxony,No migration background,No,0.75417,897,1019,0.72771,0.78062
2021,Saxony,Direct migration background,No,0.77484,69,69,0.67556,0.87411
2021,Saxony-Anhalt,No migration background,Yes,0.11692,69,508,0.08895,0.14489
2021,Saxony-Anhalt,No migration background,No,0.74170,439,508,0.70360,0.77980
2021,Saxony-Anhalt,Direct migration background,No,0.74750,36,36,0.60357,0.89143
2021,Thuringa,No migration background,Yes,0.09871,65,538,0.07348,0.12394
2021,Thuringa,No migration background,No,0.73160,473,538,0.69412,0.76908
2021,Thuringa,Direct migration background,No,0.69680,47,47,0.56397,0.82963
2022,Schleswig-Holstein,No migration background,Yes,0.10263,74,736,0.08069,0.12457
2022,Schleswig-Holstein,No migration background,No,0.74099,662,736,0.70931,0.77266
2022,Schleswig-Holstein,Direct migration background,No,0.71139,200,200,0.64843,0.77434
2022,Schleswig-Holstein,Indirect migration background,No,0.41891,46,46,0.27475,0.56306
2022,Hamburg,No migration background,No,0.80760,337,337,0.76545,0.84975
2022,Hamburg,Direct migration background,No,0.91098,216,216,0.87291,0.94904
2022,Hamburg,Indirect migration background,No,0.45510,32,32,0.27980,0.63040
2022,Lower Saxony,No migration background,Yes,0.11282,196,1664,0.09762,0.12803
2022,Lower Saxony,No migration background,No,0.72981,1468,1664,0.70846,0.75115
2022,Lower Saxony,Direct migration background,Yes,0.13405,82,666,0.10816,0.15995
2022,Lower Saxony,Direct migration background,No,0.77615,584,666,0.74447,0.80783
2022,Lower Saxony,Indirect migration background,No,0.34684,95,95,0.25062,0.44306
2022,Bremen,No migration background,No,0.76604,102,102,0.68348,0.84861
2022,Bremen,Direct migration background,No,0.82922,75,75,0.74348,0.91497
2022,North Rhine-Westphalia,No migration background,Yes,0.11769,442,3611,0.10718,0.12820
2022,North Rhine-Westphalia,No migration background,No,0.72985,3169,3611,0.71536,0.74433
2022,North Rhine-Westphalia,Direct migration background,Yes,0.10019,201,2007,0.08705,0.11333
2022,North Rhine-Westphalia,Direct migration background,No,0.81851,1806,2007,0.80165,0.83538
2022,North Rhine-Westphalia,Indirect migration background,Yes,0.07484,46,379,0.04832,0.10137
2022,North Rhine-Westphalia,Indirect migration background,No,0.47489,333,379,0.42455,0.52523
2022,Hesse,No migration background,Yes,0.08887,120,1072,0.07183,0.10591
2022,Hesse,No migration background,No,0.76856,952,1072,0.74330,0.79382
2022,Hesse,Direct migration background,Yes,0.21372,76,664,0.18252,0.24493
2022,Hesse,Direct migration background,No,0.71607,588,664,0.68175,0.75040
2022,Hesse,Indirect migration background,No,0.58705,73,73,0.47332,0.70078
2022,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.10648,98,835,0.08555,0.12742
2022,"Rhineland-Palatinate, Saarland",No migration background,No,0.77884,737,835,0.75067,0.80701
2022,"Rhineland-Palatinate, Saarland",Direct migration background,Yes,0.13972,58,413,0.10624,0.17320
2022,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.80355,355,413,0.76519,0.84192
2022,"Rhineland-Palatinate, Saarland",Indirect migration background,No,0.44562,78,78,0.33460,0.55664
2022,Baden-Wuerttemberg,No migration background,Yes,0.09757,204,1926,0.08431,0.11082
2022,Baden-Wuerttemberg,No migration background,No,0.71842,1722,1926,0.69832,0.73851
2022,Baden-Wuerttemberg,Direct migration background,Yes,0.11387,95,1146,0.09547,0.13227
2022,Baden-Wuerttemberg,Direct migration background,No,0.81941,1051,1146,0.79713,0.84169
2022,Baden-Wuerttemberg,Indirect migration background,No,0.51437,199,199,0.44475,0.58399
2022,Bavaria,No migration background,Yes,0.11728,327,2867,0.10550,0.12906
2022,Bavaria,No migration background,No,0.72587,2540,2867,0.70953,0.74220
2022,Bavaria,Direct migration background,Yes,0.09257,109,1288,0.07674,0.10841
2022,Bavaria,Direct migration background,No,0.84267,1179,1288,0.82278,0.86257
2022,Bavaria,Indirect migration background,No,0.48505,238,238,0.42142,0.54868
