year,bula_h,pgisced97,hospitalyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1997,Berlin,First Stage of Tertiary Education,No,0.79111,31,31,0.64564,0.93658
1997,Berlin,Second Stage of Tertiary Education,No,0.93643,131,131,0.89449,0.97837
1997,Brandenburg,Lower Secondary Level,No,0.88242,52,52,0.79401,0.97082
1997,Brandenburg,Upper Secondary Level,Yes,0.14309,42,301,0.10347,0.18272
1997,Brandenburg,Upper Secondary Level,No,0.85398,259,301,0.81402,0.89394
1997,Brandenburg,First Stage of Tertiary Education,No,0.90977,35,35,0.81346,1.00608
1997,Brandenburg,Second Stage of Tertiary Education,No,0.85995,133,133,0.80074,0.91915
1997,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.89271,194,194,0.84905,0.93637
1997,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,0.84061,79,79,0.75937,0.92184
1997,Saxony,Lower Secondary Level,No,0.83404,98,98,0.76001,0.90808
1997,Saxony,Upper Secondary Level,Yes,0.09804,57,602,0.07426,0.12181
1997,Saxony,Upper Secondary Level,No,0.89899,545,602,0.87489,0.92308
1997,Saxony,First Stage of Tertiary Education,No,0.89526,57,57,0.81506,0.97547
1997,Saxony,Second Stage of Tertiary Education,Yes,0.16200,31,242,0.11548,0.20852
1997,Saxony,Second Stage of Tertiary Education,No,0.83800,211,242,0.79148,0.88452
1997,Saxony-Anhalt,Lower Secondary Level,No,0.80700,60,60,0.70629,0.90770
1997,Saxony-Anhalt,Upper Secondary Level,Yes,0.15439,50,352,0.11659,0.19219
1997,Saxony-Anhalt,Upper Secondary Level,No,0.84497,302,352,0.80710,0.88283
1997,Saxony-Anhalt,First Stage of Tertiary Education,No,0.90038,46,46,0.81288,0.98789
1997,Saxony-Anhalt,Second Stage of Tertiary Education,No,0.83886,123,123,0.77362,0.90410
1997,Thuringa,Lower Secondary Level,No,0.89381,57,57,0.81312,0.97450
1997,Thuringa,Upper Secondary Level,Yes,0.13020,49,407,0.09746,0.16293
1997,Thuringa,Upper Secondary Level,No,0.86980,358,407,0.83707,0.90254
1997,Thuringa,Second Stage of Tertiary Education,No,0.91052,108,108,0.85643,0.96460
1998,Schleswig-Holstein,Lower Secondary Level,No,0.87186,41,41,0.76828,0.97545
1998,Schleswig-Holstein,Upper Secondary Level,No,0.88958,165,165,0.84161,0.93755
1998,Schleswig-Holstein,Second Stage of Tertiary Education,No,0.95272,34,34,0.88031,1.02513
1998,Hamburg,Lower Secondary Level,No,0.92314,31,31,0.82782,1.01846
1998,Hamburg,Upper Secondary Level,No,0.80630,70,70,0.71306,0.89955
1998,Lower Saxony,Lower Secondary Level,No,0.86560,205,205,0.81879,0.91240
1998,Lower Saxony,Upper Secondary Level,Yes,0.13067,73,576,0.10312,0.15821
1998,Lower Saxony,Upper Secondary Level,No,0.86933,503,576,0.84179,0.89688
1998,Lower Saxony,Post-secondary Non-tertiary Level,No,0.80128,55,55,0.69485,0.90772
1998,Lower Saxony,First Stage of Tertiary Education,No,0.94540,75,75,0.89363,0.99716
1998,Lower Saxony,Second Stage of Tertiary Education,No,0.88135,116,116,0.82225,0.94046
1998,Bremen,Upper Secondary Level,No,0.89488,46,46,0.80527,0.98449
1998,North Rhine-Westphalia,Pre-primary Level,No,0.83378,61,61,0.73958,0.92798
1998,North Rhine-Westphalia,Primary Level,No,0.88193,111,111,0.82163,0.94223
1998,North Rhine-Westphalia,Lower Secondary Level,Yes,0.13735,69,534,0.10812,0.16657
1998,North Rhine-Westphalia,Lower Secondary Level,No,0.85917,465,534,0.82964,0.88870
1998,North Rhine-Westphalia,Upper Secondary Level,Yes,0.11920,151,1353,0.10193,0.13647
1998,North Rhine-Westphalia,Upper Secondary Level,No,0.87882,1202,1353,0.86142,0.89622
1998,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.89271,111,111,0.83487,0.95054
1998,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.86180,145,145,0.80544,0.91817
1998,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.90357,285,285,0.86924,0.93790
1998,Hesse,Primary Level,No,0.71042,37,37,0.56225,0.85858
1998,Hesse,Lower Secondary Level,Yes,0.14877,33,201,0.09945,0.19809
1998,Hesse,Lower Secondary Level,No,0.85123,168,201,0.80191,0.90055
1998,Hesse,Upper Secondary Level,Yes,0.10089,47,436,0.07259,0.12919
1998,Hesse,Upper Secondary Level,No,0.89170,389,436,0.86249,0.92090
1998,Hesse,Post-secondary Non-tertiary Level,No,0.89210,35,35,0.78781,0.99639
1998,Hesse,First Stage of Tertiary Education,No,0.91916,31,31,0.82162,1.01671
1998,Hesse,Second Stage of Tertiary Education,No,0.88152,106,106,0.81970,0.94334
1998,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.85451,185,185,0.80356,0.90546
1998,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.12523,48,392,0.09242,0.15804
1998,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.87477,344,392,0.84196,0.90758
1998,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,No,0.77588,35,35,0.63571,0.91605
1998,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,0.97347,61,61,0.93281,1.01414
1998,Baden-Wuerttemberg,Pre-primary Level,No,0.94313,33,33,0.86289,1.02337
1998,Baden-Wuerttemberg,Primary Level,No,0.87303,104,104,0.80873,0.93733
1998,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.15089,60,448,0.11770,0.18407
1998,Baden-Wuerttemberg,Lower Secondary Level,No,0.84911,388,448,0.81593,0.88230
1998,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.12035,104,803,0.09783,0.14287
1998,Baden-Wuerttemberg,Upper Secondary Level,No,0.87965,699,803,0.85713,0.90217
1998,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,0.91217,64,64,0.84227,0.98206
1998,Baden-Wuerttemberg,First Stage of Tertiary Education,No,0.95619,92,92,0.91414,0.99824
1998,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.91936,136,136,0.87343,0.96529
1998,Bavaria,Primary Level,No,0.94065,50,50,0.87449,1.00681
1998,Bavaria,Lower Secondary Level,Yes,0.16435,63,387,0.12738,0.20132
1998,Bavaria,Lower Secondary Level,No,0.83565,324,387,0.79868,0.87262
1998,Bavaria,Upper Secondary Level,Yes,0.14523,125,920,0.12245,0.16801
1998,Bavaria,Upper Secondary Level,No,0.84974,795,920,0.82664,0.87284
1998,Bavaria,Post-secondary Non-tertiary Level,No,0.84520,59,59,0.75211,0.93829
1998,Bavaria,First Stage of Tertiary Education,No,0.83046,98,98,0.75578,0.90513
1998,Bavaria,Second Stage of Tertiary Education,No,0.82959,173,173,0.77340,0.88578
1998,Berlin,Lower Secondary Level,No,0.91907,53,53,0.84494,0.99320
1998,Berlin,Upper Secondary Level,No,0.89871,202,202,0.85699,0.94042
1998,Berlin,First Stage of Tertiary Education,No,0.87160,31,31,0.75188,0.99131
1998,Berlin,Second Stage of Tertiary Education,No,0.88659,148,148,0.83533,0.93785
1998,Brandenburg,Lower Secondary Level,No,0.85421,49,49,0.75437,0.95404
1998,Brandenburg,Upper Secondary Level,Yes,0.16477,47,318,0.12393,0.20561
1998,Brandenburg,Upper Secondary Level,No,0.83204,271,318,0.79089,0.87319
1998,Brandenburg,First Stage of Tertiary Education,No,0.90084,36,36,0.80183,0.99986
1998,Brandenburg,Second Stage of Tertiary Education,No,0.83152,126,126,0.76590,0.89713
1998,Mecklenburg-Western Pomerania,Lower Secondary Level,No,0.82370,31,31,0.68733,0.96006
1998,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.14340,33,223,0.09729,0.18950
1998,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.85056,190,223,0.80366,0.89746
1998,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,0.87374,82,82,0.80141,0.94607
1998,Saxony,Lower Secondary Level,No,0.87387,107,107,0.81067,0.93708
1998,Saxony,Upper Secondary Level,Yes,0.09878,52,653,0.07588,0.12168
1998,Saxony,Upper Secondary Level,No,0.89373,601,653,0.87007,0.91738
1998,Saxony,First Stage of Tertiary Education,No,0.74857,53,53,0.63065,0.86649
1998,Saxony,Second Stage of Tertiary Education,No,0.88500,220,220,0.84274,0.92725
1998,Saxony-Anhalt,Lower Secondary Level,No,0.79449,64,64,0.69471,0.89427
1998,Saxony-Anhalt,Upper Secondary Level,Yes,0.16010,53,356,0.12195,0.19824
1998,Saxony-Anhalt,Upper Secondary Level,No,0.83990,303,356,0.80176,0.87805
1998,Saxony-Anhalt,First Stage of Tertiary Education,No,0.83631,43,43,0.72441,0.94821
1998,Saxony-Anhalt,Second Stage of Tertiary Education,No,0.89471,134,134,0.84255,0.94687
1998,Thuringa,Lower Secondary Level,No,0.86224,57,57,0.77198,0.95251
1998,Thuringa,Upper Secondary Level,Yes,0.16202,66,444,0.12770,0.19633
1998,Thuringa,Upper Secondary Level,No,0.83798,378,444,0.80367,0.87230
1998,Thuringa,First Stage of Tertiary Education,No,0.86184,33,33,0.74228,0.98140
1998,Thuringa,Second Stage of Tertiary Education,No,0.82490,111,111,0.75387,0.89592
1999,Schleswig-Holstein,Lower Secondary Level,No,0.76586,34,34,0.62137,0.91034
1999,Schleswig-Holstein,Upper Secondary Level,No,0.92103,173,173,0.88073,0.96134
1999,Schleswig-Holstein,Second Stage of Tertiary Education,No,0.89571,31,31,0.78633,1.00508
1999,Hamburg,Upper Secondary Level,No,0.93930,71,71,0.88337,0.99524
1999,Lower Saxony,Primary Level,No,0.94127,33,33,0.85981,1.02273
1999,Lower Saxony,Lower Secondary Level,Yes,0.20356,42,240,0.15251,0.25461
1999,Lower Saxony,Lower Secondary Level,No,0.79644,198,240,0.74539,0.84749
1999,Lower Saxony,Upper Secondary Level,Yes,0.11921,74,586,0.09295,0.14547
1999,Lower Saxony,Upper Secondary Level,No,0.88079,512,586,0.85453,0.90705
1999,Lower Saxony,Post-secondary Non-tertiary Level,No,0.93588,59,59,0.87283,0.99892
1999,Lower Saxony,First Stage of Tertiary Education,No,0.94102,63,63,0.88238,0.99966
1999,Lower Saxony,Second Stage of Tertiary Education,No,0.88352,115,115,0.82463,0.94241
1999,Bremen,Upper Secondary Level,No,0.85729,40,40,0.74752,0.96707
1999,North Rhine-Westphalia,Pre-primary Level,No,0.88147,66,66,0.80289,0.96005
1999,North Rhine-Westphalia,Primary Level,No,0.87177,103,103,0.80688,0.93665
1999,North Rhine-Westphalia,Lower Secondary Level,Yes,0.15950,69,498,0.12731,0.19169
1999,North Rhine-Westphalia,Lower Secondary Level,No,0.83245,429,498,0.79961,0.86528
1999,North Rhine-Westphalia,Upper Secondary Level,Yes,0.14172,160,1321,0.12291,0.16054
1999,North Rhine-Westphalia,Upper Secondary Level,No,0.85647,1161,1321,0.83756,0.87539
1999,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.81056,118,118,0.73955,0.88156
1999,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.87383,137,137,0.81803,0.92964
1999,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.90392,284,284,0.86958,0.93826
1999,Hesse,Primary Level,No,0.93512,38,38,0.85575,1.01449
1999,Hesse,Lower Secondary Level,No,0.87979,170,170,0.83076,0.92882
1999,Hesse,Upper Secondary Level,Yes,0.11603,48,424,0.08551,0.14655
1999,Hesse,Upper Secondary Level,No,0.88397,376,424,0.85345,0.91449
1999,Hesse,Post-secondary Non-tertiary Level,No,0.86255,33,33,0.74325,0.98185
1999,Hesse,Second Stage of Tertiary Education,No,0.91883,111,111,0.86779,0.96986
1999,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.85597,170,170,0.80304,0.90891
1999,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.13963,52,384,0.10492,0.17435
1999,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.85752,332,384,0.82251,0.89253
1999,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,No,0.98841,45,45,0.95679,1.02004
1999,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,0.91456,55,55,0.84000,0.98912
1999,Baden-Wuerttemberg,Primary Level,No,0.90338,112,112,0.84842,0.95834
1999,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.13207,59,430,0.10003,0.16411
1999,Baden-Wuerttemberg,Lower Secondary Level,No,0.86793,371,430,0.83589,0.89997
1999,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.12585,92,774,0.10247,0.14924
1999,Baden-Wuerttemberg,Upper Secondary Level,No,0.86984,682,774,0.84612,0.89356
1999,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,0.86977,58,58,0.78239,0.95714
1999,Baden-Wuerttemberg,First Stage of Tertiary Education,No,0.88210,84,84,0.81272,0.95148
1999,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.91058,142,142,0.86348,0.95768
1999,Bavaria,Primary Level,No,0.92056,45,45,0.84066,1.00047
1999,Bavaria,Lower Secondary Level,Yes,0.17856,53,374,0.13970,0.21743
1999,Bavaria,Lower Secondary Level,No,0.81832,321,374,0.77919,0.85745
1999,Bavaria,Upper Secondary Level,Yes,0.12064,100,926,0.09965,0.14163
1999,Bavaria,Upper Secondary Level,No,0.87910,826,926,0.85809,0.90011
1999,Bavaria,Post-secondary Non-tertiary Level,No,0.80814,52,52,0.70007,0.91621
1999,Bavaria,First Stage of Tertiary Education,No,0.86154,100,100,0.79350,0.92957
1999,Bavaria,Second Stage of Tertiary Education,No,0.85703,179,179,0.80561,0.90845
1999,Berlin,Lower Secondary Level,No,0.87784,51,51,0.78708,0.96861
1999,Berlin,Upper Secondary Level,No,0.88522,195,195,0.84037,0.93008
1999,Berlin,Second Stage of Tertiary Education,No,0.88095,137,137,0.82653,0.93538
1999,Brandenburg,Lower Secondary Level,No,0.76059,46,46,0.63591,0.88527
1999,Brandenburg,Upper Secondary Level,Yes,0.17082,49,314,0.12913,0.21252
1999,Brandenburg,Upper Secondary Level,No,0.82918,265,314,0.78748,0.87087
1999,Brandenburg,First Stage of Tertiary Education,No,0.90394,36,36,0.80631,1.00157
1999,Brandenburg,Second Stage of Tertiary Education,No,0.85766,127,127,0.79665,0.91867
1999,Mecklenburg-Western Pomerania,Lower Secondary Level,No,0.84935,32,32,0.72343,0.97527
1999,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.86218,193,193,0.81342,0.91094
1999,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,0.84467,83,83,0.76627,0.92307
1999,Saxony,Lower Secondary Level,No,0.77768,95,95,0.69362,0.86174
1999,Saxony,Upper Secondary Level,Yes,0.09953,55,640,0.07632,0.12274
1999,Saxony,Upper Secondary Level,No,0.89642,585,640,0.87279,0.92005
1999,Saxony,First Stage of Tertiary Education,No,0.89136,61,61,0.81262,0.97010
1999,Saxony,Second Stage of Tertiary Education,Yes,0.15095,34,243,0.10584,0.19605
1999,Saxony,Second Stage of Tertiary Education,No,0.84905,209,243,0.80395,0.89416
1999,Saxony-Anhalt,Lower Secondary Level,No,0.87695,69,69,0.79887,0.95503
1999,Saxony-Anhalt,Upper Secondary Level,Yes,0.16192,54,362,0.12392,0.19992
1999,Saxony-Anhalt,Upper Secondary Level,No,0.83808,308,362,0.80008,0.87608
1999,Saxony-Anhalt,First Stage of Tertiary Education,No,0.82826,46,46,0.71806,0.93845
1999,Saxony-Anhalt,Second Stage of Tertiary Education,No,0.89164,132,132,0.83841,0.94487
1999,Thuringa,Lower Secondary Level,No,0.85719,57,57,0.76555,0.94883
1999,Thuringa,Upper Secondary Level,Yes,0.17663,64,440,0.14095,0.21230
1999,Thuringa,Upper Secondary Level,No,0.81837,376,440,0.78230,0.85443
1999,Thuringa,First Stage of Tertiary Education,No,0.91495,37,37,0.82382,1.00607
1999,Thuringa,Second Stage of Tertiary Education,No,0.80045,110,110,0.72542,0.87548
2000,Schleswig-Holstein,Lower Secondary Level,No,0.84014,87,87,0.76268,0.91759
2000,Schleswig-Holstein,Upper Secondary Level,Yes,0.12064,43,389,0.08823,0.15305
2000,Schleswig-Holstein,Upper Secondary Level,No,0.87702,346,389,0.84434,0.90970
2000,Schleswig-Holstein,Post-secondary Non-tertiary Level,No,0.96373,36,36,0.90180,1.02567
2000,Schleswig-Holstein,First Stage of Tertiary Education,No,0.91157,52,52,0.83364,0.98949
2000,Schleswig-Holstein,Second Stage of Tertiary Education,No,0.87982,87,87,0.81109,0.94854
2000,Hamburg,Lower Secondary Level,No,0.93521,31,31,0.84712,1.02329
2000,Hamburg,Upper Secondary Level,No,0.88569,135,135,0.83181,0.93956
2000,Hamburg,Second Stage of Tertiary Education,No,0.89011,63,63,0.81226,0.96796
2000,Lower Saxony,Pre-primary Level,No,0.96316,35,35,0.89984,1.02648
2000,Lower Saxony,Lower Secondary Level,Yes,0.15687,50,323,0.11715,0.19659
2000,Lower Saxony,Lower Secondary Level,No,0.84313,273,323,0.80341,0.88285
2000,Lower Saxony,Upper Secondary Level,Yes,0.13659,142,1143,0.11667,0.15651
2000,Lower Saxony,Upper Secondary Level,No,0.85900,1001,1143,0.83881,0.87918
2000,Lower Saxony,Post-secondary Non-tertiary Level,No,0.82714,100,100,0.75266,0.90163
2000,Lower Saxony,First Stage of Tertiary Education,No,0.90527,120,120,0.85266,0.95789
2000,Lower Saxony,Second Stage of Tertiary Education,No,0.89520,215,215,0.85416,0.93624
2000,Bremen,Upper Secondary Level,No,0.90912,79,79,0.84533,0.97291
2000,North Rhine-Westphalia,Pre-primary Level,No,0.95690,107,107,0.91824,0.99556
2000,North Rhine-Westphalia,Primary Level,No,0.91829,139,139,0.87259,0.96400
2000,North Rhine-Westphalia,Lower Secondary Level,Yes,0.15145,116,794,0.12650,0.17640
2000,North Rhine-Westphalia,Lower Secondary Level,No,0.84618,678,794,0.82107,0.87129
2000,North Rhine-Westphalia,Upper Secondary Level,Yes,0.12610,318,2630,0.11341,0.13879
2000,North Rhine-Westphalia,Upper Secondary Level,No,0.87322,2312,2630,0.86050,0.88594
2000,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.11898,41,339,0.08446,0.15349
2000,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.87875,298,339,0.84395,0.91355
2000,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.13951,53,401,0.10555,0.17346
2000,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.85766,348,401,0.82342,0.89190
2000,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.08552,58,690,0.06463,0.10640
2000,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.91448,632,690,0.89360,0.93537
2000,Hesse,Pre-primary Level,No,0.97172,31,31,0.91241,1.03104
2000,Hesse,Lower Secondary Level,Yes,0.14730,40,283,0.10594,0.18867
2000,Hesse,Lower Secondary Level,No,0.84499,243,283,0.80275,0.88723
2000,Hesse,Upper Secondary Level,Yes,0.12087,101,838,0.09879,0.14296
2000,Hesse,Upper Secondary Level,No,0.87913,737,838,0.85704,0.90121
2000,Hesse,Post-secondary Non-tertiary Level,No,0.92885,98,98,0.87769,0.98001
2000,Hesse,First Stage of Tertiary Education,No,0.90920,88,88,0.84882,0.96957
2000,Hesse,Second Stage of Tertiary Education,No,0.94003,253,253,0.91071,0.96934
2000,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Yes,0.12312,35,297,0.08569,0.16056
2000,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.87383,262,297,0.83600,0.91165
2000,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.14160,113,787,0.11723,0.16597
2000,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.85840,674,787,0.83403,0.88277
2000,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,No,0.85022,52,52,0.75228,0.94816
2000,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,No,0.86590,100,100,0.79878,0.93303
2000,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,0.86829,128,128,0.80947,0.92710
2000,Baden-Wuerttemberg,Pre-primary Level,No,0.96250,62,62,0.91483,1.01018
2000,Baden-Wuerttemberg,Primary Level,No,0.81065,65,65,0.71466,0.90664
2000,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.15066,77,609,0.12222,0.17909
2000,Baden-Wuerttemberg,Lower Secondary Level,No,0.84551,532,609,0.81678,0.87424
2000,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.12256,180,1418,0.10549,0.13964
2000,Baden-Wuerttemberg,Upper Secondary Level,No,0.87164,1238,1418,0.85422,0.88905
2000,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,0.90614,107,107,0.85063,0.96166
2000,Baden-Wuerttemberg,First Stage of Tertiary Education,No,0.87398,213,213,0.82931,0.91866
2000,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.94056,377,377,0.91666,0.96446
2000,Bavaria,Pre-primary Level,No,0.98164,46,46,0.94242,1.02086
2000,Bavaria,Primary Level,No,0.78907,32,32,0.64545,0.93269
2000,Bavaria,Lower Secondary Level,Yes,0.12386,65,513,0.09533,0.15240
2000,Bavaria,Lower Secondary Level,No,0.87382,448,513,0.84505,0.90258
2000,Bavaria,Upper Secondary Level,Yes,0.11167,212,1899,0.09750,0.12584
2000,Bavaria,Upper Secondary Level,No,0.88585,1687,1899,0.87154,0.90016
2000,Bavaria,Post-secondary Non-tertiary Level,No,0.87466,129,129,0.81730,0.93202
2000,Bavaria,First Stage of Tertiary Education,Yes,0.12892,32,253,0.08755,0.17030
2000,Bavaria,First Stage of Tertiary Education,No,0.87108,221,253,0.82970,0.91245
2000,Bavaria,Second Stage of Tertiary Education,Yes,0.10862,53,466,0.08034,0.13690
2000,Bavaria,Second Stage of Tertiary Education,No,0.88826,413,466,0.85963,0.91690
2000,Berlin,Lower Secondary Level,No,0.85899,67,67,0.77502,0.94295
2000,Berlin,Upper Secondary Level,Yes,0.10414,42,355,0.07232,0.13596
2000,Berlin,Upper Secondary Level,No,0.89098,313,355,0.85851,0.92345
2000,Berlin,Post-secondary Non-tertiary Level,No,0.92999,35,35,0.84422,1.01576
2000,Berlin,First Stage of Tertiary Education,No,0.95094,66,66,0.89843,1.00345
2000,Berlin,Second Stage of Tertiary Education,No,0.86996,203,203,0.82358,0.91635
2000,Brandenburg,Lower Secondary Level,No,0.82501,92,92,0.74694,0.90308
2000,Brandenburg,Upper Secondary Level,Yes,0.14934,71,514,0.11849,0.18018
2000,Brandenburg,Upper Secondary Level,No,0.85066,443,514,0.81982,0.88151
2000,Brandenburg,First Stage of Tertiary Education,No,0.91344,75,75,0.84938,0.97751
2000,Brandenburg,Second Stage of Tertiary Education,No,0.90512,235,235,0.86757,0.94267
2000,Mecklenburg-Western Pomerania,Lower Secondary Level,No,0.76720,35,35,0.62514,0.90925
2000,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.11589,43,327,0.08114,0.15063
2000,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.88411,284,327,0.84937,0.91886
2000,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,No,0.86630,37,37,0.75512,0.97747
2000,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,0.83648,107,107,0.76607,0.90689
2000,Saxony,Pre-primary Level,No,0.94386,32,32,0.86283,1.02489
2000,Saxony,Lower Secondary Level,No,0.84328,136,136,0.78195,0.90460
2000,Saxony,Upper Secondary Level,Yes,0.10729,101,1005,0.08815,0.12643
2000,Saxony,Upper Secondary Level,No,0.88600,904,1005,0.86634,0.90566
2000,Saxony,Post-secondary Non-tertiary Level,No,0.95305,44,44,0.88982,1.01627
2000,Saxony,First Stage of Tertiary Education,No,0.86862,127,127,0.80964,0.92761
2000,Saxony,Second Stage of Tertiary Education,Yes,0.10574,36,371,0.07441,0.13708
2000,Saxony,Second Stage of Tertiary Education,No,0.88329,335,371,0.85058,0.91601
2000,Saxony-Anhalt,Lower Secondary Level,No,0.80555,80,80,0.71827,0.89282
2000,Saxony-Anhalt,Upper Secondary Level,Yes,0.12905,72,559,0.10123,0.15686
2000,Saxony-Anhalt,Upper Secondary Level,No,0.86791,487,559,0.83982,0.89601
2000,Saxony-Anhalt,First Stage of Tertiary Education,No,0.82139,93,93,0.74312,0.89966
2000,Saxony-Anhalt,Second Stage of Tertiary Education,No,0.84276,203,203,0.79256,0.89296
2000,Thuringa,Lower Secondary Level,No,0.91582,70,70,0.85030,0.98133
2000,Thuringa,Upper Secondary Level,Yes,0.14175,87,667,0.11526,0.16824
2000,Thuringa,Upper Secondary Level,No,0.85701,580,667,0.83042,0.88360
2000,Thuringa,First Stage of Tertiary Education,No,0.82166,75,75,0.73445,0.90888
2000,Thuringa,Second Stage of Tertiary Education,No,0.87589,154,154,0.82364,0.92813
2001,Schleswig-Holstein,Lower Secondary Level,No,0.91670,83,83,0.85689,0.97651
2001,Schleswig-Holstein,Upper Secondary Level,Yes,0.08460,34,364,0.05597,0.11323
2001,Schleswig-Holstein,Upper Secondary Level,No,0.90734,330,364,0.87751,0.93717
2001,Schleswig-Holstein,First Stage of Tertiary Education,No,0.81269,46,46,0.69870,0.92669
2001,Schleswig-Holstein,Second Stage of Tertiary Education,No,0.86193,71,71,0.78112,0.94275
2001,Hamburg,Upper Secondary Level,No,0.80854,114,114,0.73600,0.88109
2001,Hamburg,Second Stage of Tertiary Education,No,0.86291,60,60,0.77515,0.95068
2001,Lower Saxony,Pre-primary Level,No,0.95959,46,46,0.90206,1.01713
2001,Lower Saxony,Lower Secondary Level,Yes,0.18190,51,293,0.13766,0.22615
2001,Lower Saxony,Lower Secondary Level,No,0.80694,242,293,0.76167,0.85221
2001,Lower Saxony,Upper Secondary Level,Yes,0.14070,140,1014,0.11929,0.16211
2001,Lower Saxony,Upper Secondary Level,No,0.85930,874,1014,0.83789,0.88071
2001,Lower Saxony,Post-secondary Non-tertiary Level,No,0.81207,90,90,0.73090,0.89323
2001,Lower Saxony,First Stage of Tertiary Education,No,0.87457,107,107,0.81152,0.93762
2001,Lower Saxony,Second Stage of Tertiary Education,No,0.90478,207,207,0.86469,0.94486
2001,Bremen,Upper Secondary Level,No,0.86870,72,72,0.79014,0.94726
2001,North Rhine-Westphalia,Pre-primary Level,No,0.95966,115,115,0.92355,0.99578
2001,North Rhine-Westphalia,Primary Level,No,0.91447,106,106,0.86097,0.96796
2001,North Rhine-Westphalia,Lower Secondary Level,Yes,0.12944,93,693,0.10443,0.15445
2001,North Rhine-Westphalia,Lower Secondary Level,No,0.86311,600,693,0.83750,0.88872
2001,North Rhine-Westphalia,Upper Secondary Level,Yes,0.12685,293,2360,0.11342,0.14028
2001,North Rhine-Westphalia,Upper Secondary Level,No,0.86697,2067,2360,0.85327,0.88068
2001,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.08229,32,320,0.05213,0.11244
2001,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.91334,288,320,0.88247,0.94422
2001,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.12742,38,354,0.09263,0.16220
2001,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.87258,316,354,0.83780,0.90737
2001,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.10707,63,636,0.08302,0.13112
2001,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.89012,573,636,0.86580,0.91445
2001,Hesse,Pre-primary Level,No,0.92607,31,31,0.83243,1.01970
2001,Hesse,Lower Secondary Level,Yes,0.14778,35,236,0.10241,0.19316
2001,Hesse,Lower Secondary Level,No,0.85222,201,236,0.80684,0.89759
