year,pgisced97,quintil_oecd,hospitalyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,Lower Secondary Level,4th Quintile,Yes,0.10221,57,547,0.07680,0.12762
1992,Lower Secondary Level,4th Quintile,No,0.89240,490,547,0.86641,0.91839
1992,Lower Secondary Level,5th Quintile,Yes,0.13941,43,294,0.09975,0.17907
1992,Lower Secondary Level,5th Quintile,No,0.84854,251,294,0.80749,0.88959
1992,Upper Secondary Level,1st Quintile,Yes,0.15424,185,1382,0.13519,0.17329
1992,Upper Secondary Level,1st Quintile,No,0.83811,1197,1382,0.81869,0.85754
1992,Upper Secondary Level,2nd Quintile,Yes,0.11714,149,1437,0.10051,0.13378
1992,Upper Secondary Level,2nd Quintile,No,0.88064,1288,1437,0.86387,0.89741
1992,Upper Secondary Level,3rd Quintile,Yes,0.14362,169,1321,0.12471,0.16254
1992,Upper Secondary Level,3rd Quintile,No,0.84804,1152,1321,0.82867,0.86741
1992,Upper Secondary Level,4th Quintile,Yes,0.09976,144,1368,0.08387,0.11564
1992,Upper Secondary Level,4th Quintile,No,0.89833,1224,1368,0.88231,0.91435
1992,Upper Secondary Level,5th Quintile,Yes,0.10968,121,1187,0.09189,0.12746
1992,Upper Secondary Level,5th Quintile,No,0.88633,1066,1187,0.86826,0.90439
1992,Post-secondary Non-tertiary Level,1st Quintile,No,0.92801,64,64,0.86419,0.99184
1992,Post-secondary Non-tertiary Level,2nd Quintile,No,0.82079,53,53,0.71655,0.92504
1992,Post-secondary Non-tertiary Level,3rd Quintile,No,0.82597,57,57,0.72667,0.92527
1992,Post-secondary Non-tertiary Level,4th Quintile,No,0.89648,77,77,0.82799,0.96497
1992,Post-secondary Non-tertiary Level,5th Quintile,No,0.87197,90,90,0.80255,0.94138
1992,First Stage of Tertiary Education,1st Quintile,No,0.92280,83,83,0.86503,0.98057
1992,First Stage of Tertiary Education,2nd Quintile,No,0.86168,134,134,0.80301,0.92036
1992,First Stage of Tertiary Education,3rd Quintile,No,0.85522,137,137,0.79608,0.91436
1992,First Stage of Tertiary Education,4th Quintile,No,0.83823,125,125,0.77342,0.90305
1992,First Stage of Tertiary Education,5th Quintile,No,0.90452,197,197,0.86337,0.94566
1992,Second Stage of Tertiary Education,1st Quintile,No,0.86888,212,212,0.82334,0.91443
1992,Second Stage of Tertiary Education,2nd Quintile,No,0.90302,288,288,0.86878,0.93726
1992,Second Stage of Tertiary Education,3rd Quintile,No,0.90542,302,302,0.87236,0.93848
1992,Second Stage of Tertiary Education,4th Quintile,No,0.88155,250,250,0.84141,0.92169
1992,Second Stage of Tertiary Education,5th Quintile,Yes,0.09014,45,490,0.06475,0.11552
1992,Second Stage of Tertiary Education,5th Quintile,No,0.90723,445,490,0.88152,0.93294
1994,Pre-primary Level,1st Quintile,No,0.99012,46,46,0.96122,1.01902
1994,Pre-primary Level,2nd Quintile,No,0.87745,52,52,0.78746,0.96745
1994,Pre-primary Level,3rd Quintile,No,0.86473,62,62,0.77890,0.95056
1994,Pre-primary Level,4th Quintile,No,0.99157,35,35,0.96084,1.02230
1994,Primary Level,1st Quintile,No,0.86343,180,180,0.81312,0.91373
1994,Primary Level,2nd Quintile,No,0.85574,117,117,0.79180,0.91968
1994,Primary Level,3rd Quintile,No,0.84702,91,91,0.77265,0.92139
1994,Primary Level,4th Quintile,No,0.93333,61,61,0.87020,0.99645
1994,Primary Level,5th Quintile,No,0.80929,31,31,0.66871,0.94988
1994,Lower Secondary Level,1st Quintile,Yes,0.17456,104,722,0.14686,0.20227
1994,Lower Secondary Level,1st Quintile,No,0.82033,618,722,0.79230,0.84835
1994,Lower Secondary Level,2nd Quintile,Yes,0.12052,62,571,0.09380,0.14725
1994,Lower Secondary Level,2nd Quintile,No,0.87140,509,571,0.84391,0.89888
1994,Lower Secondary Level,3rd Quintile,Yes,0.11952,65,527,0.09180,0.14725
1994,Lower Secondary Level,3rd Quintile,No,0.86717,462,527,0.83816,0.89617
1994,Lower Secondary Level,4th Quintile,Yes,0.14071,56,407,0.10689,0.17454
1994,Lower Secondary Level,4th Quintile,No,0.85032,351,407,0.81562,0.88502
1994,Lower Secondary Level,5th Quintile,No,0.88214,225,225,0.83991,0.92437
1994,Upper Secondary Level,1st Quintile,Yes,0.14593,152,1197,0.12592,0.16594
1994,Upper Secondary Level,1st Quintile,No,0.84549,1045,1197,0.82501,0.86598
1994,Upper Secondary Level,2nd Quintile,Yes,0.14033,163,1409,0.12219,0.15847
1994,Upper Secondary Level,2nd Quintile,No,0.85967,1246,1409,0.84153,0.87781
1994,Upper Secondary Level,3rd Quintile,Yes,0.13949,168,1368,0.12113,0.15786
1994,Upper Secondary Level,3rd Quintile,No,0.85120,1200,1368,0.83233,0.87007
1994,Upper Secondary Level,4th Quintile,Yes,0.12366,155,1373,0.10624,0.14108
1994,Upper Secondary Level,4th Quintile,No,0.87584,1218,1373,0.85839,0.89329
1994,Upper Secondary Level,5th Quintile,Yes,0.12703,132,1200,0.10818,0.14588
1994,Upper Secondary Level,5th Quintile,No,0.86691,1068,1200,0.84768,0.88613
1994,Post-secondary Non-tertiary Level,1st Quintile,No,0.83839,55,55,0.74021,0.93657
1994,Post-secondary Non-tertiary Level,2nd Quintile,No,0.97784,50,50,0.93662,1.01906
1994,Post-secondary Non-tertiary Level,3rd Quintile,No,0.87156,71,71,0.79318,0.94994
1994,Post-secondary Non-tertiary Level,4th Quintile,No,0.88005,86,86,0.81098,0.94912
1994,Post-secondary Non-tertiary Level,5th Quintile,No,0.85543,77,77,0.77636,0.93449
1994,First Stage of Tertiary Education,1st Quintile,No,0.76090,71,71,0.66098,0.86082
1994,First Stage of Tertiary Education,2nd Quintile,No,0.84822,116,116,0.78264,0.91380
1994,First Stage of Tertiary Education,3rd Quintile,No,0.85859,146,146,0.80187,0.91530
1994,First Stage of Tertiary Education,4th Quintile,No,0.90218,142,142,0.85314,0.95121
1994,First Stage of Tertiary Education,5th Quintile,No,0.85477,176,176,0.80257,0.90697
1994,Second Stage of Tertiary Education,1st Quintile,No,0.76736,96,96,0.68240,0.85232
1994,Second Stage of Tertiary Education,2nd Quintile,No,0.89364,223,223,0.85308,0.93420
1994,Second Stage of Tertiary Education,3rd Quintile,No,0.91499,323,323,0.88453,0.94546
1994,Second Stage of Tertiary Education,4th Quintile,No,0.90263,332,332,0.87069,0.93457
1994,Second Stage of Tertiary Education,5th Quintile,Yes,0.07408,46,571,0.05258,0.09558
1994,Second Stage of Tertiary Education,5th Quintile,No,0.92144,525,571,0.89935,0.94353
1995,Pre-primary Level,1st Quintile,No,0.97024,60,60,0.92688,1.01360
1995,Pre-primary Level,2nd Quintile,No,0.94512,60,60,0.88700,1.00323
1995,Pre-primary Level,3rd Quintile,No,0.88018,65,65,0.80061,0.95974
1995,Pre-primary Level,4th Quintile,No,0.97364,38,38,0.92202,1.02526
1995,Pre-primary Level,5th Quintile,No,0.88662,42,42,0.78957,0.98367
1995,Primary Level,1st Quintile,No,0.87683,171,171,0.82743,0.92623
1995,Primary Level,2nd Quintile,No,0.85749,138,138,0.79895,0.91603
1995,Primary Level,3rd Quintile,No,0.93805,74,74,0.88274,0.99335
1995,Primary Level,4th Quintile,No,0.90943,55,55,0.83288,0.98598
1995,Lower Secondary Level,1st Quintile,Yes,0.20778,119,711,0.17793,0.23762
1995,Lower Secondary Level,1st Quintile,No,0.78162,592,711,0.75123,0.81201
1995,Lower Secondary Level,2nd Quintile,Yes,0.14861,74,589,0.11986,0.17736
1995,Lower Secondary Level,2nd Quintile,No,0.84349,515,589,0.81412,0.87286
1995,Lower Secondary Level,3rd Quintile,Yes,0.13982,63,513,0.10978,0.16986
1995,Lower Secondary Level,3rd Quintile,No,0.85649,450,513,0.82613,0.88686
1995,Lower Secondary Level,4th Quintile,Yes,0.12015,53,410,0.08864,0.15166
1995,Lower Secondary Level,4th Quintile,No,0.87031,357,410,0.83774,0.90287
1995,Lower Secondary Level,5th Quintile,Yes,0.15677,37,253,0.11188,0.20167
1995,Lower Secondary Level,5th Quintile,No,0.83542,216,253,0.78964,0.88120
1995,Upper Secondary Level,1st Quintile,Yes,0.14542,160,1169,0.12520,0.16564
1995,Upper Secondary Level,1st Quintile,No,0.84401,1009,1169,0.82320,0.86482
1995,Upper Secondary Level,2nd Quintile,Yes,0.12834,187,1511,0.11147,0.14521
1995,Upper Secondary Level,2nd Quintile,No,0.86722,1324,1511,0.85010,0.88434
1995,Upper Secondary Level,3rd Quintile,Yes,0.13780,194,1422,0.11988,0.15572
1995,Upper Secondary Level,3rd Quintile,No,0.85826,1228,1422,0.84012,0.87639
1995,Upper Secondary Level,4th Quintile,Yes,0.10644,135,1420,0.09039,0.12249
1995,Upper Secondary Level,4th Quintile,No,0.88888,1285,1420,0.87253,0.90524
1995,Upper Secondary Level,5th Quintile,Yes,0.10113,118,1168,0.08383,0.11843
1995,Upper Secondary Level,5th Quintile,No,0.89580,1050,1168,0.87827,0.91333
1995,Post-secondary Non-tertiary Level,1st Quintile,No,0.85831,84,84,0.78328,0.93333
1995,Post-secondary Non-tertiary Level,2nd Quintile,No,0.93917,84,84,0.88775,0.99059
1995,Post-secondary Non-tertiary Level,3rd Quintile,No,0.91761,86,86,0.85915,0.97606
1995,Post-secondary Non-tertiary Level,4th Quintile,No,0.82545,84,84,0.74378,0.90711
1995,Post-secondary Non-tertiary Level,5th Quintile,No,0.87750,73,73,0.80177,0.95323
1995,First Stage of Tertiary Education,1st Quintile,No,0.90731,62,62,0.83454,0.98009
1995,First Stage of Tertiary Education,2nd Quintile,No,0.82949,118,118,0.76135,0.89764
1995,First Stage of Tertiary Education,3rd Quintile,No,0.86142,152,152,0.80631,0.91653
1995,First Stage of Tertiary Education,4th Quintile,No,0.87656,157,157,0.82495,0.92818
1995,First Stage of Tertiary Education,5th Quintile,No,0.86613,180,180,0.81625,0.91601
1995,Second Stage of Tertiary Education,1st Quintile,No,0.88185,121,121,0.82410,0.93961
1995,Second Stage of Tertiary Education,2nd Quintile,Yes,0.13654,32,259,0.09465,0.17844
1995,Second Stage of Tertiary Education,2nd Quintile,No,0.85887,227,259,0.81638,0.90135
1995,Second Stage of Tertiary Education,3rd Quintile,Yes,0.12021,35,316,0.08429,0.15612
1995,Second Stage of Tertiary Education,3rd Quintile,No,0.87979,281,316,0.84388,0.91571
1995,Second Stage of Tertiary Education,4th Quintile,Yes,0.06995,31,397,0.04483,0.09507
1995,Second Stage of Tertiary Education,4th Quintile,No,0.91947,366,397,0.89267,0.94627
1995,Second Stage of Tertiary Education,5th Quintile,Yes,0.09668,52,633,0.07364,0.11972
1995,Second Stage of Tertiary Education,5th Quintile,No,0.89721,581,633,0.87354,0.92089
1996,Pre-primary Level,1st Quintile,No,0.95722,60,60,0.90558,1.00885
1996,Pre-primary Level,2nd Quintile,No,0.87392,57,57,0.78699,0.96086
1996,Pre-primary Level,3rd Quintile,No,0.96333,59,59,0.91496,1.01170
1996,Pre-primary Level,4th Quintile,No,0.92766,52,52,0.85656,0.99876
1996,Pre-primary Level,5th Quintile,No,0.95309,45,45,0.89061,1.01557
1996,Primary Level,1st Quintile,No,0.82635,162,162,0.76784,0.88487
1996,Primary Level,2nd Quintile,No,0.87945,110,110,0.81832,0.94058
1996,Primary Level,3rd Quintile,No,0.93038,69,69,0.86989,0.99087
1996,Primary Level,4th Quintile,No,0.77252,53,53,0.65858,0.88646
1996,Lower Secondary Level,1st Quintile,Yes,0.18317,121,753,0.15552,0.21082
1996,Lower Secondary Level,1st Quintile,No,0.80961,632,753,0.78155,0.83767
1996,Lower Secondary Level,2nd Quintile,Yes,0.11831,67,525,0.09065,0.14596
1996,Lower Secondary Level,2nd Quintile,No,0.88169,458,525,0.85404,0.90935
1996,Lower Secondary Level,3rd Quintile,Yes,0.15382,70,478,0.12144,0.18619
1996,Lower Secondary Level,3rd Quintile,No,0.83723,408,478,0.80410,0.87036
1996,Lower Secondary Level,4th Quintile,Yes,0.10179,34,398,0.07205,0.13154
1996,Lower Secondary Level,4th Quintile,No,0.89821,364,398,0.86846,0.92795
1996,Lower Secondary Level,5th Quintile,No,0.87314,201,201,0.82701,0.91926
1996,Upper Secondary Level,1st Quintile,Yes,0.15527,166,1182,0.13462,0.17593
1996,Upper Secondary Level,1st Quintile,No,0.83254,1016,1182,0.81124,0.85383
1996,Upper Secondary Level,2nd Quintile,Yes,0.14294,188,1421,0.12474,0.16115
1996,Upper Secondary Level,2nd Quintile,No,0.84988,1233,1421,0.83131,0.86846
1996,Upper Secondary Level,3rd Quintile,Yes,0.13188,169,1425,0.11431,0.14946
1996,Upper Secondary Level,3rd Quintile,No,0.86183,1256,1425,0.84390,0.87975
1996,Upper Secondary Level,4th Quintile,Yes,0.10422,153,1419,0.08831,0.12012
1996,Upper Secondary Level,4th Quintile,No,0.88697,1266,1419,0.87049,0.90345
1996,Upper Secondary Level,5th Quintile,Yes,0.11032,121,1141,0.09213,0.12850
1996,Upper Secondary Level,5th Quintile,No,0.88714,1020,1141,0.86877,0.90551
1996,Post-secondary Non-tertiary Level,1st Quintile,No,0.83228,78,78,0.74882,0.91573
1996,Post-secondary Non-tertiary Level,2nd Quintile,No,0.87601,74,74,0.80040,0.95161
1996,Post-secondary Non-tertiary Level,3rd Quintile,No,0.88490,78,78,0.81362,0.95619
1996,Post-secondary Non-tertiary Level,4th Quintile,No,0.95689,102,102,0.91728,0.99650
1996,Post-secondary Non-tertiary Level,5th Quintile,No,0.84591,80,80,0.76629,0.92552
1996,First Stage of Tertiary Education,1st Quintile,No,0.74391,56,56,0.62856,0.85927
1996,First Stage of Tertiary Education,2nd Quintile,No,0.84777,109,109,0.78001,0.91552
1996,First Stage of Tertiary Education,3rd Quintile,No,0.87758,162,162,0.82695,0.92821
1996,First Stage of Tertiary Education,4th Quintile,Yes,0.14249,31,190,0.09265,0.19232
1996,First Stage of Tertiary Education,4th Quintile,No,0.84817,159,190,0.79701,0.89933
1996,First Stage of Tertiary Education,5th Quintile,No,0.88723,174,174,0.84009,0.93437
1996,Second Stage of Tertiary Education,1st Quintile,No,0.92144,116,116,0.87226,0.97061
1996,Second Stage of Tertiary Education,2nd Quintile,No,0.87088,190,190,0.82307,0.91868
1996,Second Stage of Tertiary Education,3rd Quintile,Yes,0.11086,36,321,0.07646,0.14526
1996,Second Stage of Tertiary Education,3rd Quintile,No,0.88823,285,321,0.85371,0.92276
1996,Second Stage of Tertiary Education,4th Quintile,Yes,0.09205,39,428,0.06463,0.11947
1996,Second Stage of Tertiary Education,4th Quintile,No,0.90795,389,428,0.88053,0.93537
1996,Second Stage of Tertiary Education,5th Quintile,Yes,0.13165,82,669,0.10601,0.15729
1996,Second Stage of Tertiary Education,5th Quintile,No,0.86835,587,669,0.84271,0.89399
1997,Pre-primary Level,1st Quintile,No,0.91254,62,62,0.84164,0.98343
1997,Pre-primary Level,2nd Quintile,No,0.93965,73,73,0.88465,0.99466
1997,Pre-primary Level,3rd Quintile,No,0.87314,66,66,0.79223,0.95405
1997,Pre-primary Level,4th Quintile,No,0.93006,43,43,0.85293,1.00720
1997,Pre-primary Level,5th Quintile,No,0.85892,46,46,0.75721,0.96063
1997,Primary Level,1st Quintile,No,0.84803,155,155,0.79133,0.90473
1997,Primary Level,2nd Quintile,No,0.89184,120,120,0.83604,0.94764
1997,Primary Level,3rd Quintile,No,0.85525,60,60,0.76547,0.94503
1997,Primary Level,4th Quintile,No,0.80891,46,46,0.69404,0.92378
1997,Lower Secondary Level,1st Quintile,Yes,0.16812,118,704,0.14048,0.19577
1997,Lower Secondary Level,1st Quintile,No,0.81693,586,704,0.78834,0.84552
1997,Lower Secondary Level,2nd Quintile,Yes,0.18056,82,572,0.14901,0.21211
1997,Lower Secondary Level,2nd Quintile,No,0.81556,490,572,0.78375,0.84738
1997,Lower Secondary Level,3rd Quintile,Yes,0.18893,64,438,0.15223,0.22563
1997,Lower Secondary Level,3rd Quintile,No,0.80703,374,438,0.77002,0.84403
1997,Lower Secondary Level,4th Quintile,Yes,0.12995,45,377,0.09596,0.16394
1997,Lower Secondary Level,4th Quintile,No,0.87005,332,377,0.83606,0.90404
1997,Lower Secondary Level,5th Quintile,No,0.90987,194,194,0.86947,0.95028
1997,Upper Secondary Level,1st Quintile,Yes,0.15780,174,1084,0.13609,0.17951
1997,Upper Secondary Level,1st Quintile,No,0.83264,910,1084,0.81041,0.85487
1997,Upper Secondary Level,2nd Quintile,Yes,0.13914,183,1429,0.12119,0.15709
1997,Upper Secondary Level,2nd Quintile,No,0.85278,1246,1429,0.83440,0.87115
1997,Upper Secondary Level,3rd Quintile,Yes,0.12828,157,1425,0.11091,0.14565
1997,Upper Secondary Level,3rd Quintile,No,0.86355,1268,1425,0.84572,0.88138
1997,Upper Secondary Level,4th Quintile,Yes,0.10101,144,1400,0.08522,0.11680
1997,Upper Secondary Level,4th Quintile,No,0.89654,1256,1400,0.88058,0.91250
1997,Upper Secondary Level,5th Quintile,Yes,0.11023,126,1117,0.09185,0.12860
1997,Upper Secondary Level,5th Quintile,No,0.88896,991,1117,0.87053,0.90740
1997,Post-secondary Non-tertiary Level,1st Quintile,No,0.92584,76,76,0.86654,0.98515
1997,Post-secondary Non-tertiary Level,2nd Quintile,No,0.90749,74,74,0.84103,0.97396
1997,Post-secondary Non-tertiary Level,3rd Quintile,No,0.86454,67,67,0.78198,0.94710
1997,Post-secondary Non-tertiary Level,4th Quintile,No,0.88568,99,99,0.82268,0.94868
1997,Post-secondary Non-tertiary Level,5th Quintile,No,0.83869,77,77,0.75600,0.92139
1997,First Stage of Tertiary Education,1st Quintile,No,0.77231,47,47,0.65112,0.89349
1997,First Stage of Tertiary Education,2nd Quintile,No,0.84431,115,115,0.77776,0.91087
1997,First Stage of Tertiary Education,3rd Quintile,No,0.90904,157,157,0.86391,0.95416
1997,First Stage of Tertiary Education,4th Quintile,No,0.91388,168,168,0.87133,0.95643
1997,First Stage of Tertiary Education,5th Quintile,No,0.90849,179,179,0.86613,0.95085
1997,Second Stage of Tertiary Education,1st Quintile,No,0.82131,99,99,0.74546,0.89715
1997,Second Stage of Tertiary Education,2nd Quintile,No,0.88778,206,206,0.84458,0.93099
1997,Second Stage of Tertiary Education,3rd Quintile,Yes,0.10954,31,303,0.07432,0.14477
1997,Second Stage of Tertiary Education,3rd Quintile,No,0.88432,272,303,0.84824,0.92039
1997,Second Stage of Tertiary Education,4th Quintile,Yes,0.09062,39,439,0.06373,0.11750
1997,Second Stage of Tertiary Education,4th Quintile,No,0.90667,400,439,0.87943,0.93391
1997,Second Stage of Tertiary Education,5th Quintile,Yes,0.08751,55,676,0.06619,0.10883
1997,Second Stage of Tertiary Education,5th Quintile,No,0.91082,621,676,0.88931,0.93232
1998,Pre-primary Level,1st Quintile,No,0.87660,66,66,0.79664,0.95656
1998,Pre-primary Level,2nd Quintile,No,0.88474,71,71,0.80993,0.95955
1998,Pre-primary Level,3rd Quintile,No,0.90379,67,67,0.83265,0.97493
1998,Pre-primary Level,4th Quintile,No,0.97113,47,47,0.92275,1.01952
1998,Pre-primary Level,5th Quintile,No,0.92861,37,37,0.84450,1.01272
1998,Primary Level,1st Quintile,Yes,0.19222,33,183,0.13497,0.24946
1998,Primary Level,1st Quintile,No,0.80778,150,183,0.75054,0.86503
1998,Primary Level,2nd Quintile,No,0.86716,86,86,0.79501,0.93931
1998,Primary Level,3rd Quintile,No,0.96447,60,60,0.91724,1.01171
1998,Primary Level,4th Quintile,No,0.83473,50,50,0.73074,0.93873
1998,Lower Secondary Level,1st Quintile,Yes,0.13928,88,654,0.11272,0.16583
1998,Lower Secondary Level,1st Quintile,No,0.85834,566,654,0.83159,0.88508
1998,Lower Secondary Level,2nd Quintile,Yes,0.14713,75,545,0.11736,0.17690
1998,Lower Secondary Level,2nd Quintile,No,0.85287,470,545,0.82310,0.88264
1998,Lower Secondary Level,3rd Quintile,Yes,0.12435,55,458,0.09410,0.15461
1998,Lower Secondary Level,3rd Quintile,No,0.87565,403,458,0.84539,0.90590
1998,Lower Secondary Level,4th Quintile,Yes,0.17272,59,364,0.13384,0.21161
1998,Lower Secondary Level,4th Quintile,No,0.82307,305,364,0.78381,0.86233
1998,Lower Secondary Level,5th Quintile,No,0.84737,165,165,0.79233,0.90241
1998,Upper Secondary Level,1st Quintile,Yes,0.15296,150,1087,0.13155,0.17437
1998,Upper Secondary Level,1st Quintile,No,0.84125,937,1087,0.81951,0.86298
1998,Upper Secondary Level,2nd Quintile,Yes,0.14195,177,1325,0.12315,0.16075
1998,Upper Secondary Level,2nd Quintile,No,0.85530,1148,1325,0.83635,0.87425
1998,Upper Secondary Level,3rd Quintile,Yes,0.13426,185,1391,0.11634,0.15219
1998,Upper Secondary Level,3rd Quintile,No,0.86168,1206,1391,0.84353,0.87983
1998,Upper Secondary Level,4th Quintile,Yes,0.11209,145,1355,0.09528,0.12889
1998,Upper Secondary Level,4th Quintile,No,0.88586,1210,1355,0.86893,0.90280
1998,Upper Secondary Level,5th Quintile,Yes,0.11545,112,1060,0.09621,0.13470
1998,Upper Secondary Level,5th Quintile,No,0.88367,948,1060,0.86436,0.90298
1998,Post-secondary Non-tertiary Level,1st Quintile,No,0.87617,69,69,0.79788,0.95446
1998,Post-secondary Non-tertiary Level,2nd Quintile,No,0.92152,61,61,0.85348,0.98957
1998,Post-secondary Non-tertiary Level,3rd Quintile,No,0.86170,73,73,0.78195,0.94144
1998,Post-secondary Non-tertiary Level,4th Quintile,No,0.83491,101,101,0.76215,0.90768
1998,Post-secondary Non-tertiary Level,5th Quintile,No,0.91083,76,76,0.84633,0.97533
1998,First Stage of Tertiary Education,1st Quintile,No,0.79469,52,52,0.68383,0.90555
1998,First Stage of Tertiary Education,2nd Quintile,No,0.90982,115,115,0.85724,0.96240
1998,First Stage of Tertiary Education,3rd Quintile,No,0.86987,140,140,0.81393,0.92580
1998,First Stage of Tertiary Education,4th Quintile,No,0.92347,176,176,0.88409,0.96286
1998,First Stage of Tertiary Education,5th Quintile,No,0.89485,165,165,0.84790,0.94179
1998,Second Stage of Tertiary Education,1st Quintile,No,0.92657,99,99,0.87493,0.97822
1998,Second Stage of Tertiary Education,2nd Quintile,No,0.84611,178,178,0.79295,0.89927
1998,Second Stage of Tertiary Education,3rd Quintile,Yes,0.11330,37,308,0.07785,0.14876
1998,Second Stage of Tertiary Education,3rd Quintile,No,0.88670,271,308,0.85124,0.92215
1998,Second Stage of Tertiary Education,4th Quintile,Yes,0.12010,40,425,0.08916,0.15105
1998,Second Stage of Tertiary Education,4th Quintile,No,0.87990,385,425,0.84895,0.91084
1998,Second Stage of Tertiary Education,5th Quintile,Yes,0.11140,75,687,0.08785,0.13494
1998,Second Stage of Tertiary Education,5th Quintile,No,0.88860,612,687,0.86506,0.91215
1999,Pre-primary Level,1st Quintile,No,0.89869,63,63,0.82358,0.97380
1999,Pre-primary Level,2nd Quintile,No,0.90995,83,83,0.84799,0.97191
1999,Pre-primary Level,3rd Quintile,No,0.88724,52,52,0.80042,0.97405
1999,Pre-primary Level,4th Quintile,No,0.87052,38,38,0.76234,0.97870
1999,Pre-primary Level,5th Quintile,No,0.87340,53,53,0.78302,0.96378
1999,Primary Level,1st Quintile,No,0.88762,157,157,0.83805,0.93718
1999,Primary Level,2nd Quintile,No,0.88815,93,93,0.82375,0.95256
1999,Primary Level,3rd Quintile,No,0.91451,65,65,0.84600,0.98301
1999,Primary Level,4th Quintile,No,0.86289,46,46,0.76240,0.96339
1999,Lower Secondary Level,1st Quintile,Yes,0.17206,117,728,0.14463,0.19950
1999,Lower Secondary Level,1st Quintile,No,0.82599,611,728,0.79843,0.85355
1999,Lower Secondary Level,2nd Quintile,Yes,0.16522,88,606,0.13562,0.19481
1999,Lower Secondary Level,2nd Quintile,No,0.82894,518,606,0.79894,0.85895
1999,Lower Secondary Level,3rd Quintile,Yes,0.12305,55,490,0.09394,0.15217
1999,Lower Secondary Level,3rd Quintile,No,0.87282,435,490,0.84329,0.90235
1999,Lower Secondary Level,4th Quintile,Yes,0.16897,59,371,0.13079,0.20716
1999,Lower Secondary Level,4th Quintile,No,0.83103,312,371,0.79284,0.86921
1999,Lower Secondary Level,5th Quintile,Yes,0.16538,32,239,0.11818,0.21258
1999,Lower Secondary Level,5th Quintile,No,0.82970,207,239,0.78194,0.87745
1999,Upper Secondary Level,1st Quintile,Yes,0.14831,156,1224,0.12839,0.16823
1999,Upper Secondary Level,1st Quintile,No,0.84539,1068,1224,0.82513,0.86565
1999,Upper Secondary Level,2nd Quintile,Yes,0.13467,203,1553,0.11768,0.15165
1999,Upper Secondary Level,2nd Quintile,No,0.86533,1350,1553,0.84835,0.88232
1999,Upper Secondary Level,3rd Quintile,Yes,0.14142,195,1526,0.12393,0.15891
1999,Upper Secondary Level,3rd Quintile,No,0.85612,1331,1526,0.83850,0.87373
1999,Upper Secondary Level,4th Quintile,Yes,0.11815,161,1430,0.10141,0.13488
1999,Upper Secondary Level,4th Quintile,No,0.88104,1269,1430,0.86425,0.89782
1999,Upper Secondary Level,5th Quintile,Yes,0.09618,113,1190,0.07942,0.11294
1999,Upper Secondary Level,5th Quintile,No,0.90382,1077,1190,0.88706,0.92058
1999,Post-secondary Non-tertiary Level,1st Quintile,No,0.83977,65,65,0.74990,0.92964
1999,Post-secondary Non-tertiary Level,2nd Quintile,No,0.83438,71,71,0.74730,0.92147
1999,Post-secondary Non-tertiary Level,3rd Quintile,No,0.88361,82,82,0.81377,0.95345
1999,Post-secondary Non-tertiary Level,4th Quintile,No,0.87314,124,124,0.81432,0.93196
1999,Post-secondary Non-tertiary Level,5th Quintile,No,0.89649,105,105,0.83795,0.95504
1999,First Stage of Tertiary Education,1st Quintile,No,0.82819,66,66,0.73649,0.91989
1999,First Stage of Tertiary Education,2nd Quintile,No,0.85904,111,111,0.79401,0.92407
1999,First Stage of Tertiary Education,3rd Quintile,No,0.88740,171,171,0.83988,0.93492
1999,First Stage of Tertiary Education,4th Quintile,No,0.89801,188,188,0.85463,0.94138
1999,First Stage of Tertiary Education,5th Quintile,No,0.92014,177,177,0.88009,0.96019
1999,Second Stage of Tertiary Education,1st Quintile,No,0.84375,112,112,0.77620,0.91130
1999,Second Stage of Tertiary Education,2nd Quintile,No,0.90968,215,215,0.87127,0.94808
1999,Second Stage of Tertiary Education,3rd Quintile,Yes,0.15011,51,352,0.11275,0.18748
1999,Second Stage of Tertiary Education,3rd Quintile,No,0.84989,301,352,0.81252,0.88725
1999,Second Stage of Tertiary Education,4th Quintile,Yes,0.09895,48,469,0.07190,0.12600
1999,Second Stage of Tertiary Education,4th Quintile,No,0.90016,421,469,0.87300,0.92732
1999,Second Stage of Tertiary Education,5th Quintile,Yes,0.11423,79,766,0.09169,0.13678
1999,Second Stage of Tertiary Education,5th Quintile,No,0.88577,687,766,0.86322,0.90831
2000,Pre-primary Level,1st Quintile,No,0.90769,61,61,0.83445,0.98094
2000,Pre-primary Level,2nd Quintile,No,0.95809,69,69,0.91046,1.00572
2000,Pre-primary Level,3rd Quintile,No,0.92564,67,67,0.86234,0.98894
2000,Pre-primary Level,4th Quintile,No,0.94701,45,45,0.88082,1.01320
2000,Pre-primary Level,5th Quintile,No,0.95281,48,48,0.89219,1.01343
2000,Primary Level,1st Quintile,No,0.89909,100,100,0.83976,0.95843
2000,Primary Level,2nd Quintile,No,0.86654,54,54,0.77499,0.95810
2000,Lower Secondary Level,1st Quintile,Yes,0.12452,80,715,0.10030,0.14874
2000,Lower Secondary Level,1st Quintile,No,0.87204,635,715,0.84754,0.89654
2000,Lower Secondary Level,2nd Quintile,Yes,0.16174,72,498,0.12937,0.19411
2000,Lower Secondary Level,2nd Quintile,No,0.83387,426,498,0.80115,0.86659
