year,migback,quintil_oecd,hospitalyn,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2000,Indirect migration background,5th Quintile,No,1.00000,65,13201,1.00000,1.00000
2001,No migration background,1st Quintile,Yes,0.14463,389,21771,0.14440,0.14486
2001,No migration background,1st Quintile,No,0.85537,2336,21771,0.85514,0.85560
2001,No migration background,2nd Quintile,Yes,0.13006,422,21771,0.12985,0.13026
2001,No migration background,2nd Quintile,No,0.86994,3018,21771,0.86974,0.87015
2001,No migration background,3rd Quintile,Yes,0.13073,488,21771,0.13053,0.13092
2001,No migration background,3rd Quintile,No,0.86927,3354,21771,0.86908,0.86947
2001,No migration background,4th Quintile,Yes,0.12221,464,21771,0.12203,0.12239
2001,No migration background,4th Quintile,No,0.87779,3586,21771,0.87761,0.87797
2001,No migration background,5th Quintile,Yes,0.10929,431,21771,0.10912,0.10945
2001,No migration background,5th Quintile,No,0.89071,3693,21771,0.89055,0.89088
2001,Direct migration background,1st Quintile,Yes,0.12894,132,21771,0.12856,0.12933
2001,Direct migration background,1st Quintile,No,0.87106,820,21771,0.87067,0.87144
2001,Direct migration background,2nd Quintile,Yes,0.09599,73,21771,0.09557,0.09641
2001,Direct migration background,2nd Quintile,No,0.90401,655,21771,0.90359,0.90443
2001,Direct migration background,3rd Quintile,Yes,0.11384,68,21771,0.11335,0.11433
2001,Direct migration background,3rd Quintile,No,0.88616,468,21771,0.88567,0.88665
2001,Direct migration background,4th Quintile,Yes,0.10114,42,21771,0.10060,0.10168
2001,Direct migration background,4th Quintile,No,0.89886,361,21771,0.89832,0.89940
2001,Direct migration background,5th Quintile,Yes,0.15184,32,21771,0.15109,0.15260
2001,Direct migration background,5th Quintile,No,0.84816,255,21771,0.84740,0.84891
2001,Indirect migration background,1st Quintile,No,1.00000,153,21771,1.00000,1.00000
2001,Indirect migration background,2nd Quintile,No,1.00000,178,21771,1.00000,1.00000
2001,Indirect migration background,3rd Quintile,No,1.00000,135,21771,1.00000,1.00000
2001,Indirect migration background,4th Quintile,No,1.00000,127,21771,1.00000,1.00000
2001,Indirect migration background,5th Quintile,No,1.00000,91,21771,1.00000,1.00000
2002,No migration background,1st Quintile,Yes,0.13901,329,20653,0.13878,0.13923
2002,No migration background,1st Quintile,No,0.86099,2127,20653,0.86077,0.86122
2002,No migration background,2nd Quintile,Yes,0.13794,395,20653,0.13773,0.13815
2002,No migration background,2nd Quintile,No,0.86206,2659,20653,0.86185,0.86227
2002,No migration background,3rd Quintile,Yes,0.13596,452,20653,0.13576,0.13615
2002,No migration background,3rd Quintile,No,0.86404,3047,20653,0.86385,0.86424
2002,No migration background,4th Quintile,Yes,0.11200,407,20653,0.11182,0.11218
2002,No migration background,4th Quintile,No,0.88800,3415,20653,0.88782,0.88818
2002,No migration background,5th Quintile,Yes,0.12235,488,20653,0.12216,0.12254
2002,No migration background,5th Quintile,No,0.87765,4021,20653,0.87746,0.87784
2002,Direct migration background,1st Quintile,Yes,0.11608,94,20653,0.11571,0.11645
2002,Direct migration background,1st Quintile,No,0.88392,724,20653,0.88355,0.88429
2002,Direct migration background,2nd Quintile,Yes,0.12668,95,20653,0.12624,0.12711
2002,Direct migration background,2nd Quintile,No,0.87332,620,20653,0.87289,0.87376
2002,Direct migration background,3rd Quintile,Yes,0.10355,56,20653,0.10302,0.10407
2002,Direct migration background,3rd Quintile,No,0.89645,375,20653,0.89593,0.89698
2002,Direct migration background,4th Quintile,Yes,0.14023,50,20653,0.13961,0.14085
2002,Direct migration background,4th Quintile,No,0.85977,340,20653,0.85915,0.86039
2002,Direct migration background,5th Quintile,No,1.00000,311,20653,1.00000,1.00000
2002,Indirect migration background,1st Quintile,No,1.00000,153,20653,1.00000,1.00000
2002,Indirect migration background,2nd Quintile,No,1.00000,146,20653,1.00000,1.00000
2002,Indirect migration background,3rd Quintile,No,1.00000,115,20653,1.00000,1.00000
2002,Indirect migration background,4th Quintile,No,1.00000,123,20653,1.00000,1.00000
2002,Indirect migration background,5th Quintile,No,1.00000,111,20653,1.00000,1.00000
2003,No migration background,1st Quintile,Yes,0.15126,361,22007,0.15103,0.15149
2003,No migration background,1st Quintile,No,0.84874,2101,22007,0.84851,0.84897
2003,No migration background,2nd Quintile,Yes,0.13127,395,22007,0.13107,0.13148
2003,No migration background,2nd Quintile,No,0.86873,2684,22007,0.86852,0.86893
2003,No migration background,3rd Quintile,Yes,0.12704,427,22007,0.12685,0.12723
2003,No migration background,3rd Quintile,No,0.87296,3071,22007,0.87277,0.87315
2003,No migration background,4th Quintile,Yes,0.10628,414,22007,0.10611,0.10645
2003,No migration background,4th Quintile,No,0.89372,3457,22007,0.89355,0.89389
2003,No migration background,5th Quintile,Yes,0.11249,642,22007,0.11232,0.11266
2003,No migration background,5th Quintile,No,0.88751,5161,22007,0.88734,0.88768
2003,Direct migration background,1st Quintile,Yes,0.14167,100,22007,0.14127,0.14207
2003,Direct migration background,1st Quintile,No,0.85833,653,22007,0.85793,0.85873
2003,Direct migration background,2nd Quintile,Yes,0.11825,69,22007,0.11781,0.11869
2003,Direct migration background,2nd Quintile,No,0.88175,548,22007,0.88131,0.88219
2003,Direct migration background,3rd Quintile,Yes,0.11006,53,22007,0.10954,0.11058
2003,Direct migration background,3rd Quintile,No,0.88994,411,22007,0.88942,0.89046
2003,Direct migration background,4th Quintile,Yes,0.13419,45,22007,0.13361,0.13478
2003,Direct migration background,4th Quintile,No,0.86581,359,22007,0.86522,0.86639
2003,Direct migration background,5th Quintile,Yes,0.12338,37,22007,0.12272,0.12404
2003,Direct migration background,5th Quintile,No,0.87662,321,22007,0.87596,0.87728
2003,Indirect migration background,1st Quintile,No,1.00000,145,22007,1.00000,1.00000
2003,Indirect migration background,2nd Quintile,No,1.00000,151,22007,1.00000,1.00000
2003,Indirect migration background,3rd Quintile,No,1.00000,134,22007,1.00000,1.00000
2003,Indirect migration background,4th Quintile,No,1.00000,123,22007,1.00000,1.00000
2003,Indirect migration background,5th Quintile,No,1.00000,145,22007,1.00000,1.00000
2004,No migration background,1st Quintile,Yes,0.14595,343,21501,0.14572,0.14618
2004,No migration background,1st Quintile,No,0.85405,2027,21501,0.85382,0.85428
2004,No migration background,2nd Quintile,Yes,0.13396,391,21501,0.13376,0.13417
2004,No migration background,2nd Quintile,No,0.86604,2630,21501,0.86583,0.86624
2004,No migration background,3rd Quintile,Yes,0.12749,411,21501,0.12729,0.12768
2004,No migration background,3rd Quintile,No,0.87251,2912,21501,0.87232,0.87271
2004,No migration background,4th Quintile,Yes,0.13608,446,21501,0.13589,0.13627
2004,No migration background,4th Quintile,No,0.86392,3385,21501,0.86373,0.86411
2004,No migration background,5th Quintile,Yes,0.11277,608,21501,0.11260,0.11294
2004,No migration background,5th Quintile,No,0.88723,5085,21501,0.88706,0.88740
2004,Direct migration background,1st Quintile,Yes,0.14793,107,21501,0.14753,0.14833
2004,Direct migration background,1st Quintile,No,0.85207,629,21501,0.85167,0.85247
2004,Direct migration background,2nd Quintile,Yes,0.09581,68,21501,0.09542,0.09621
2004,Direct migration background,2nd Quintile,No,0.90419,560,21501,0.90379,0.90458
2004,Direct migration background,3rd Quintile,Yes,0.10962,46,21501,0.10912,0.11012
2004,Direct migration background,3rd Quintile,No,0.89038,392,21501,0.88988,0.89088
2004,Direct migration background,4th Quintile,Yes,0.09192,37,21501,0.09143,0.09242
2004,Direct migration background,4th Quintile,No,0.90808,331,21501,0.90758,0.90857
2004,Direct migration background,5th Quintile,Yes,0.15767,42,21501,0.15691,0.15843
2004,Direct migration background,5th Quintile,No,0.84233,307,21501,0.84157,0.84309
2004,Indirect migration background,1st Quintile,Yes,0.16121,31,21501,0.16029,0.16213
2004,Indirect migration background,1st Quintile,No,0.83879,152,21501,0.83787,0.83971
2004,Indirect migration background,2nd Quintile,No,1.00000,140,21501,1.00000,1.00000
2004,Indirect migration background,3rd Quintile,No,1.00000,154,21501,1.00000,1.00000
2004,Indirect migration background,4th Quintile,No,1.00000,133,21501,1.00000,1.00000
2004,Indirect migration background,5th Quintile,No,1.00000,134,21501,1.00000,1.00000
2005,No migration background,1st Quintile,Yes,0.13804,310,20558,0.13782,0.13826
2005,No migration background,1st Quintile,No,0.86196,1992,20558,0.86174,0.86218
2005,No migration background,2nd Quintile,Yes,0.12464,356,20558,0.12444,0.12484
2005,No migration background,2nd Quintile,No,0.87536,2564,20558,0.87516,0.87556
2005,No migration background,3rd Quintile,Yes,0.11932,358,20558,0.11913,0.11951
2005,No migration background,3rd Quintile,No,0.88068,2779,20558,0.88049,0.88087
2005,No migration background,4th Quintile,Yes,0.11702,403,20558,0.11684,0.11720
2005,No migration background,4th Quintile,No,0.88298,3280,20558,0.88280,0.88316
2005,No migration background,5th Quintile,Yes,0.10227,533,20558,0.10210,0.10243
2005,No migration background,5th Quintile,No,0.89773,4875,20558,0.89757,0.89790
2005,Direct migration background,1st Quintile,Yes,0.12782,90,20558,0.12744,0.12820
2005,Direct migration background,1st Quintile,No,0.87218,551,20558,0.87180,0.87256
2005,Direct migration background,2nd Quintile,Yes,0.11381,60,20558,0.11339,0.11423
2005,Direct migration background,2nd Quintile,No,0.88619,538,20558,0.88577,0.88661
2005,Direct migration background,3rd Quintile,Yes,0.10022,41,20558,0.09974,0.10070
2005,Direct migration background,3rd Quintile,No,0.89978,380,20558,0.89930,0.90026
2005,Direct migration background,4th Quintile,Yes,0.11588,31,20558,0.11532,0.11645
2005,Direct migration background,4th Quintile,No,0.88412,336,20558,0.88355,0.88468
2005,Direct migration background,5th Quintile,Yes,0.08378,34,20558,0.08323,0.08433
2005,Direct migration background,5th Quintile,No,0.91622,295,20558,0.91567,0.91677
2005,Indirect migration background,1st Quintile,No,1.00000,176,20558,1.00000,1.00000
2005,Indirect migration background,2nd Quintile,No,1.00000,147,20558,1.00000,1.00000
2005,Indirect migration background,3rd Quintile,No,1.00000,157,20558,1.00000,1.00000
2005,Indirect migration background,4th Quintile,No,1.00000,131,20558,1.00000,1.00000
2005,Indirect migration background,5th Quintile,No,1.00000,141,20558,1.00000,1.00000
2006,No migration background,1st Quintile,Yes,0.13814,283,19243,0.13790,0.13839
2006,No migration background,1st Quintile,No,0.86186,1848,19243,0.86161,0.86210
2006,No migration background,2nd Quintile,Yes,0.14373,358,19243,0.14351,0.14396
2006,No migration background,2nd Quintile,No,0.85627,2307,19243,0.85604,0.85649
2006,No migration background,3rd Quintile,Yes,0.12336,368,19243,0.12316,0.12357
2006,No migration background,3rd Quintile,No,0.87664,2704,19243,0.87643,0.87684
2006,No migration background,4th Quintile,Yes,0.12144,399,19243,0.12124,0.12164
2006,No migration background,4th Quintile,No,0.87856,3078,19243,0.87836,0.87876
2006,No migration background,5th Quintile,Yes,0.10374,499,19243,0.10356,0.10391
2006,No migration background,5th Quintile,No,0.89626,4551,19243,0.89609,0.89644
2006,Direct migration background,1st Quintile,Yes,0.13285,84,19243,0.13245,0.13326
2006,Direct migration background,1st Quintile,No,0.86715,530,19243,0.86674,0.86755
2006,Direct migration background,2nd Quintile,Yes,0.11271,54,19243,0.11224,0.11317
2006,Direct migration background,2nd Quintile,No,0.88729,446,19243,0.88683,0.88776
2006,Direct migration background,3rd Quintile,Yes,0.10440,39,19243,0.10390,0.10489
2006,Direct migration background,3rd Quintile,No,0.89560,363,19243,0.89511,0.89610
2006,Direct migration background,4th Quintile,Yes,0.12944,32,19243,0.12882,0.13006
2006,Direct migration background,4th Quintile,No,0.87056,289,19243,0.86994,0.87118
2006,Direct migration background,5th Quintile,Yes,0.10579,32,19243,0.10516,0.10643
2006,Direct migration background,5th Quintile,No,0.89421,283,19243,0.89357,0.89484
2006,Indirect migration background,1st Quintile,No,1.00000,178,19243,1.00000,1.00000
2006,Indirect migration background,2nd Quintile,No,1.00000,111,19243,1.00000,1.00000
2006,Indirect migration background,3rd Quintile,No,1.00000,158,19243,1.00000,1.00000
2006,Indirect migration background,4th Quintile,No,1.00000,120,19243,1.00000,1.00000
2006,Indirect migration background,5th Quintile,No,1.00000,129,19243,1.00000,1.00000
2007,No migration background,1st Quintile,Yes,0.14043,331,20385,0.14021,0.14065
2007,No migration background,1st Quintile,No,0.85957,2053,20385,0.85935,0.85979
2007,No migration background,2nd Quintile,Yes,0.14413,392,20385,0.14392,0.14435
2007,No migration background,2nd Quintile,No,0.85587,2488,20385,0.85565,0.85608
2007,No migration background,3rd Quintile,Yes,0.12707,411,20385,0.12688,0.12727
2007,No migration background,3rd Quintile,No,0.87293,2871,20385,0.87273,0.87312
2007,No migration background,4th Quintile,Yes,0.11797,433,20385,0.11779,0.11815
2007,No migration background,4th Quintile,No,0.88203,3409,20385,0.88185,0.88221
2007,No migration background,5th Quintile,Yes,0.11085,567,20385,0.11068,0.11102
2007,No migration background,5th Quintile,No,0.88915,4606,20385,0.88898,0.88932
2007,Direct migration background,1st Quintile,Yes,0.11957,78,20385,0.11920,0.11995
2007,Direct migration background,1st Quintile,No,0.88043,528,20385,0.88005,0.88080
2007,Direct migration background,2nd Quintile,Yes,0.09607,54,20385,0.09568,0.09647
2007,Direct migration background,2nd Quintile,No,0.90393,458,20385,0.90353,0.90432
2007,Direct migration background,3rd Quintile,Yes,0.09596,39,20385,0.09550,0.09642
2007,Direct migration background,3rd Quintile,No,0.90404,344,20385,0.90358,0.90450
2007,Direct migration background,4th Quintile,Yes,0.10964,32,20385,0.10907,0.11020
2007,Direct migration background,4th Quintile,No,0.89036,291,20385,0.88980,0.89093
2007,Direct migration background,5th Quintile,Yes,0.09862,34,20385,0.09802,0.09922
2007,Direct migration background,5th Quintile,No,0.90138,255,20385,0.90078,0.90198
2007,Indirect migration background,1st Quintile,No,1.00000,156,20385,1.00000,1.00000
2007,Indirect migration background,2nd Quintile,No,1.00000,142,20385,1.00000,1.00000
2007,Indirect migration background,3rd Quintile,No,1.00000,161,20385,1.00000,1.00000
2007,Indirect migration background,4th Quintile,No,1.00000,131,20385,1.00000,1.00000
2007,Indirect migration background,5th Quintile,No,1.00000,121,20385,1.00000,1.00000
2008,No migration background,1st Quintile,Yes,0.14009,308,19128,0.13986,0.14032
2008,No migration background,1st Quintile,No,0.85991,1933,19128,0.85968,0.86014
2008,No migration background,2nd Quintile,Yes,0.12393,352,19128,0.12373,0.12413
2008,No migration background,2nd Quintile,No,0.87607,2418,19128,0.87587,0.87627
2008,No migration background,3rd Quintile,Yes,0.12421,389,19128,0.12402,0.12441
2008,No migration background,3rd Quintile,No,0.87579,2840,19128,0.87559,0.87598
2008,No migration background,4th Quintile,Yes,0.11928,401,19128,0.11910,0.11946
2008,No migration background,4th Quintile,No,0.88072,3107,19128,0.88054,0.88090
2008,No migration background,5th Quintile,Yes,0.10218,513,19128,0.10201,0.10234
2008,No migration background,5th Quintile,No,0.89782,4327,19128,0.89766,0.89799
2008,Direct migration background,1st Quintile,Yes,0.11733,77,19128,0.11698,0.11769
2008,Direct migration background,1st Quintile,No,0.88267,502,19128,0.88231,0.88302
2008,Direct migration background,2nd Quintile,Yes,0.11113,53,19128,0.11069,0.11157
2008,Direct migration background,2nd Quintile,No,0.88887,371,19128,0.88843,0.88931
2008,Direct migration background,3rd Quintile,No,1.00000,343,19128,1.00000,1.00000
2008,Direct migration background,4th Quintile,Yes,0.10009,31,19128,0.09955,0.10063
2008,Direct migration background,4th Quintile,No,0.89991,260,19128,0.89937,0.90045
2008,Direct migration background,5th Quintile,No,1.00000,214,19128,1.00000,1.00000
2008,Indirect migration background,1st Quintile,No,1.00000,162,19128,1.00000,1.00000
2008,Indirect migration background,2nd Quintile,No,1.00000,136,19128,1.00000,1.00000
2008,Indirect migration background,3rd Quintile,No,1.00000,149,19128,1.00000,1.00000
2008,Indirect migration background,4th Quintile,No,1.00000,114,19128,1.00000,1.00000
2008,Indirect migration background,5th Quintile,No,1.00000,128,19128,1.00000,1.00000
2009,No migration background,1st Quintile,Yes,0.15913,321,17851,0.15889,0.15936
2009,No migration background,1st Quintile,No,0.84087,1864,17851,0.84064,0.84111
2009,No migration background,2nd Quintile,Yes,0.14702,399,17851,0.14680,0.14723
2009,No migration background,2nd Quintile,No,0.85298,2225,17851,0.85277,0.85320
2009,No migration background,3rd Quintile,Yes,0.13587,416,17851,0.13567,0.13606
2009,No migration background,3rd Quintile,No,0.86413,2605,17851,0.86394,0.86433
2009,No migration background,4th Quintile,Yes,0.12270,418,17851,0.12251,0.12288
2009,No migration background,4th Quintile,No,0.87730,2916,17851,0.87712,0.87749
2009,No migration background,5th Quintile,Yes,0.10987,480,17851,0.10970,0.11004
2009,No migration background,5th Quintile,No,0.89013,3965,17851,0.88996,0.89030
2009,Direct migration background,1st Quintile,Yes,0.11082,64,17851,0.11046,0.11119
2009,Direct migration background,1st Quintile,No,0.88918,442,17851,0.88881,0.88954
2009,Direct migration background,2nd Quintile,Yes,0.09670,39,17851,0.09630,0.09710
2009,Direct migration background,2nd Quintile,No,0.90330,350,17851,0.90290,0.90370
2009,Direct migration background,3rd Quintile,Yes,0.14417,36,17851,0.14358,0.14475
2009,Direct migration background,3rd Quintile,No,0.85583,247,17851,0.85525,0.85642
2009,Direct migration background,4th Quintile,No,1.00000,229,17851,1.00000,1.00000
2009,Direct migration background,5th Quintile,No,1.00000,191,17851,1.00000,1.00000
2009,Indirect migration background,1st Quintile,No,1.00000,158,17851,1.00000,1.00000
2009,Indirect migration background,2nd Quintile,No,1.00000,130,17851,1.00000,1.00000
2009,Indirect migration background,3rd Quintile,No,1.00000,115,17851,1.00000,1.00000
2009,Indirect migration background,4th Quintile,No,1.00000,119,17851,1.00000,1.00000
2009,Indirect migration background,5th Quintile,No,1.00000,122,17851,1.00000,1.00000
2010,No migration background,1st Quintile,Yes,0.14540,297,16477,0.14516,0.14564
2010,No migration background,1st Quintile,No,0.85460,1736,16477,0.85436,0.85484
2010,No migration background,2nd Quintile,Yes,0.15556,384,16477,0.15533,0.15579
2010,No migration background,2nd Quintile,No,0.84444,2129,16477,0.84421,0.84467
2010,No migration background,3rd Quintile,Yes,0.14037,398,16477,0.14016,0.14059
2010,No migration background,3rd Quintile,No,0.85963,2374,16477,0.85941,0.85984
2010,No migration background,4th Quintile,Yes,0.11882,378,16477,0.11863,0.11900
2010,No migration background,4th Quintile,No,0.88118,2725,16477,0.88100,0.88137
2010,No migration background,5th Quintile,Yes,0.09780,416,16477,0.09764,0.09797
2010,No migration background,5th Quintile,No,0.90220,3644,16477,0.90203,0.90236
2010,Direct migration background,1st Quintile,Yes,0.13087,62,16477,0.13045,0.13130
2010,Direct migration background,1st Quintile,No,0.86913,386,16477,0.86870,0.86955
2010,Direct migration background,2nd Quintile,Yes,0.10952,44,16477,0.10905,0.10999
2010,Direct migration background,2nd Quintile,No,0.89048,295,16477,0.89001,0.89095
2010,Direct migration background,3rd Quintile,No,1.00000,232,16477,1.00000,1.00000
2010,Direct migration background,4th Quintile,No,1.00000,203,16477,1.00000,1.00000
2010,Direct migration background,5th Quintile,No,1.00000,174,16477,1.00000,1.00000
2010,Indirect migration background,1st Quintile,No,1.00000,147,16477,1.00000,1.00000
2010,Indirect migration background,2nd Quintile,No,1.00000,126,16477,1.00000,1.00000
2010,Indirect migration background,3rd Quintile,No,1.00000,125,16477,1.00000,1.00000
2010,Indirect migration background,4th Quintile,No,1.00000,90,16477,1.00000,1.00000
2010,Indirect migration background,5th Quintile,No,1.00000,112,16477,1.00000,1.00000
2011,No migration background,1st Quintile,Yes,0.16204,514,21775,0.16177,0.16231
2011,No migration background,1st Quintile,No,0.83796,2742,21775,0.83769,0.83823
2011,No migration background,2nd Quintile,Yes,0.15942,537,21775,0.15917,0.15968
2011,No migration background,2nd Quintile,No,0.84058,3063,21775,0.84032,0.84083
2011,No migration background,3rd Quintile,Yes,0.13010,485,21775,0.12988,0.13033
2011,No migration background,3rd Quintile,No,0.86990,3080,21775,0.86967,0.87012
2011,No migration background,4th Quintile,Yes,0.11687,436,21775,0.11667,0.11708
2011,No migration background,4th Quintile,No,0.88313,3154,21775,0.88292,0.88333
2011,No migration background,5th Quintile,Yes,0.11998,506,21775,0.11978,0.12019
2011,No migration background,5th Quintile,No,0.88002,3866,21775,0.87981,0.88022
2011,Direct migration background,1st Quintile,Yes,0.14868,174,21775,0.14821,0.14915
2011,Direct migration background,1st Quintile,No,0.85132,798,21775,0.85085,0.85179
2011,Direct migration background,2nd Quintile,Yes,0.12643,90,21775,0.12592,0.12694
2011,Direct migration background,2nd Quintile,No,0.87357,525,21775,0.87306,0.87408
2011,Direct migration background,3rd Quintile,Yes,0.08697,47,21775,0.08645,0.08749
2011,Direct migration background,3rd Quintile,No,0.91303,308,21775,0.91251,0.91355
2011,Direct migration background,4th Quintile,Yes,0.13083,51,21775,0.13012,0.13155
2011,Direct migration background,4th Quintile,No,0.86917,229,21775,0.86845,0.86988
2011,Direct migration background,5th Quintile,No,1.00000,229,21775,1.00000,1.00000
2011,Indirect migration background,1st Quintile,Yes,0.12329,45,21775,0.12237,0.12421
2011,Indirect migration background,1st Quintile,No,0.87671,246,21775,0.87579,0.87763
2011,Indirect migration background,2nd Quintile,No,1.00000,189,21775,1.00000,1.00000
2011,Indirect migration background,3rd Quintile,No,1.00000,165,21775,1.00000,1.00000
2011,Indirect migration background,4th Quintile,No,1.00000,145,21775,1.00000,1.00000
2011,Indirect migration background,5th Quintile,No,1.00000,151,21775,1.00000,1.00000
2012,No migration background,1st Quintile,Yes,0.18789,656,25066,0.18763,0.18816
2012,No migration background,1st Quintile,No,0.81211,3353,25066,0.81184,0.81237
2012,No migration background,2nd Quintile,Yes,0.15284,565,25066,0.15261,0.15308
2012,No migration background,2nd Quintile,No,0.84716,3409,25066,0.84692,0.84739
2012,No migration background,3rd Quintile,Yes,0.14333,555,25066,0.14311,0.14355
2012,No migration background,3rd Quintile,No,0.85667,3634,25066,0.85645,0.85689
2012,No migration background,4th Quintile,Yes,0.12210,519,25066,0.12190,0.12229
2012,No migration background,4th Quintile,No,0.87790,3745,25066,0.87771,0.87810
2012,No migration background,5th Quintile,Yes,0.11516,537,25066,0.11498,0.11535
2012,No migration background,5th Quintile,No,0.88484,4237,25066,0.88465,0.88502
2012,Direct migration background,1st Quintile,Yes,0.14019,141,25066,0.13976,0.14062
2012,Direct migration background,1st Quintile,No,0.85981,903,25066,0.85938,0.86024
2012,Direct migration background,2nd Quintile,Yes,0.13107,88,25066,0.13061,0.13152
2012,Direct migration background,2nd Quintile,No,0.86893,601,25066,0.86848,0.86939
2012,Direct migration background,3rd Quintile,Yes,0.12142,53,25066,0.12089,0.12195
2012,Direct migration background,3rd Quintile,No,0.87858,388,25066,0.87805,0.87911
2012,Direct migration background,4th Quintile,Yes,0.11154,42,25066,0.11095,0.11214
2012,Direct migration background,4th Quintile,No,0.88846,295,25066,0.88786,0.88905
2012,Direct migration background,5th Quintile,Yes,0.10030,32,25066,0.09970,0.10089
2012,Direct migration background,5th Quintile,No,0.89970,255,25066,0.89911,0.90030
2012,Indirect migration background,1st Quintile,Yes,0.13982,42,25066,0.13885,0.14078
2012,Indirect migration background,1st Quintile,No,0.86018,285,25066,0.85922,0.86115
2012,Indirect migration background,2nd Quintile,No,1.00000,239,25066,1.00000,1.00000
2012,Indirect migration background,3rd Quintile,Yes,0.17895,31,25066,0.17791,0.17998
2012,Indirect migration background,3rd Quintile,No,0.82105,162,25066,0.82002,0.82209
2012,Indirect migration background,4th Quintile,No,1.00000,143,25066,1.00000,1.00000
2012,Indirect migration background,5th Quintile,No,1.00000,156,25066,1.00000,1.00000
2013,No migration background,1st Quintile,Yes,0.17802,635,25538,0.17777,0.17828
2013,No migration background,1st Quintile,No,0.82198,3240,25538,0.82172,0.82223
2013,No migration background,2nd Quintile,Yes,0.16601,610,25538,0.16578,0.16625
2013,No migration background,2nd Quintile,No,0.83399,3624,25538,0.83375,0.83422
2013,No migration background,3rd Quintile,Yes,0.16025,602,25538,0.16004,0.16047
2013,No migration background,3rd Quintile,No,0.83975,3656,25538,0.83953,0.83996
2013,No migration background,4th Quintile,Yes,0.13450,564,25538,0.13431,0.13470
2013,No migration background,4th Quintile,No,0.86550,3835,25538,0.86530,0.86569
2013,No migration background,5th Quintile,Yes,0.11032,557,25538,0.11015,0.11049
2013,No migration background,5th Quintile,No,0.88968,4384,25538,0.88951,0.88985
2013,Direct migration background,1st Quintile,Yes,0.19123,154,25538,0.19063,0.19183
2013,Direct migration background,1st Quintile,No,0.80877,833,25538,0.80817,0.80937
2013,Direct migration background,2nd Quintile,Yes,0.13339,84,25538,0.13282,0.13396
2013,Direct migration background,2nd Quintile,No,0.86661,616,25538,0.86604,0.86718
2013,Direct migration background,3rd Quintile,Yes,0.07779,50,25538,0.07725,0.07833
2013,Direct migration background,3rd Quintile,No,0.92221,411,25538,0.92167,0.92275
2013,Direct migration background,4th Quintile,Yes,0.12905,36,25538,0.12829,0.12980
2013,Direct migration background,4th Quintile,No,0.87095,285,25538,0.87020,0.87171
2013,Direct migration background,5th Quintile,No,1.00000,298,25538,1.00000,1.00000
2013,Indirect migration background,1st Quintile,Yes,0.13336,44,25538,0.13229,0.13443
2013,Indirect migration background,1st Quintile,No,0.86664,275,25538,0.86557,0.86771
2013,Indirect migration background,2nd Quintile,No,1.00000,225,25538,1.00000,1.00000
2013,Indirect migration background,3rd Quintile,No,1.00000,189,25538,1.00000,1.00000
2013,Indirect migration background,4th Quintile,No,1.00000,143,25538,1.00000,1.00000
2013,Indirect migration background,5th Quintile,No,1.00000,188,25538,1.00000,1.00000
2014,No migration background,1st Quintile,Yes,0.18250,548,26941,0.18224,0.18276
2014,No migration background,1st Quintile,No,0.81750,2770,26941,0.81724,0.81776
2014,No migration background,2nd Quintile,Yes,0.15646,551,26941,0.15623,0.15668
2014,No migration background,2nd Quintile,No,0.84354,3267,26941,0.84332,0.84377
2014,No migration background,3rd Quintile,Yes,0.14254,552,26941,0.14233,0.14275
2014,No migration background,3rd Quintile,No,0.85746,3446,26941,0.85725,0.85767
2014,No migration background,4th Quintile,Yes,0.11998,478,26941,0.11980,0.12016
2014,No migration background,4th Quintile,No,0.88002,3795,26941,0.87984,0.88020
2014,No migration background,5th Quintile,Yes,0.11087,474,26941,0.11070,0.11105
2014,No migration background,5th Quintile,No,0.88913,4210,26941,0.88895,0.88930
2014,Direct migration background,1st Quintile,Yes,0.16542,333,26941,0.16501,0.16583
2014,Direct migration background,1st Quintile,No,0.83458,1608,26941,0.83417,0.83499
2014,Direct migration background,2nd Quintile,Yes,0.13310,169,26941,0.13267,0.13354
2014,Direct migration background,2nd Quintile,No,0.86690,1132,26941,0.86646,0.86733
2014,Direct migration background,3rd Quintile,Yes,0.09647,96,26941,0.09603,0.09691
2014,Direct migration background,3rd Quintile,No,0.90353,790,26941,0.90309,0.90397
2014,Direct migration background,4th Quintile,Yes,0.12506,78,26941,0.12446,0.12566
2014,Direct migration background,4th Quintile,No,0.87494,522,26941,0.87434,0.87554
2014,Direct migration background,5th Quintile,Yes,0.14530,56,26941,0.14465,0.14595
2014,Direct migration background,5th Quintile,No,0.85470,433,26941,0.85405,0.85535
2014,Indirect migration background,1st Quintile,Yes,0.16122,81,26941,0.16048,0.16195
2014,Indirect migration background,1st Quintile,No,0.83878,445,26941,0.83805,0.83952
2014,Indirect migration background,2nd Quintile,Yes,0.12910,51,26941,0.12828,0.12992
2014,Indirect migration background,2nd Quintile,No,0.87090,342,26941,0.87008,0.87172
2014,Indirect migration background,3rd Quintile,No,1.00000,260,26941,1.00000,1.00000
2014,Indirect migration background,4th Quintile,No,1.00000,250,26941,1.00000,1.00000
2014,Indirect migration background,5th Quintile,No,1.00000,204,26941,1.00000,1.00000
2015,No migration background,1st Quintile,Yes,0.16844,456,24944,0.16818,0.16869
2015,No migration background,1st Quintile,No,0.83156,2533,24944,0.83131,0.83182
