year,bula_h,sex,hospitalyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1988,Schleswig-Holstein,female,No,0.65146,137,137,0.57138,0.73155
1988,Hamburg,male,No,0.79251,87,87,0.70680,0.87821
1988,Hamburg,female,No,0.78175,89,89,0.69545,0.86806
1988,Lower Saxony,male,Yes,0.09848,60,512,0.07265,0.12432
1988,Lower Saxony,male,No,0.75257,452,512,0.71515,0.78998
1988,Lower Saxony,female,Yes,0.12245,75,535,0.09465,0.15025
1988,Lower Saxony,female,No,0.72120,460,535,0.68317,0.75924
1988,Bremen,male,No,0.78516,39,39,0.65457,0.91574
1988,Bremen,female,No,0.81195,48,48,0.70024,0.92366
1988,North Rhine-Westphalia,male,Yes,0.10266,154,1344,0.08643,0.11890
1988,North Rhine-Westphalia,male,No,0.71442,1190,1344,0.69026,0.73858
1988,North Rhine-Westphalia,female,Yes,0.10689,187,1338,0.09033,0.12346
1988,North Rhine-Westphalia,female,No,0.72537,1151,1338,0.70145,0.74930
1988,Hesse,male,Yes,0.08055,40,497,0.05660,0.10451
1988,Hesse,male,No,0.73623,457,497,0.69745,0.77501
1988,Hesse,female,Yes,0.10173,65,503,0.07528,0.12817
1988,Hesse,female,No,0.74378,438,503,0.70560,0.78197
1988,"Rhineland-Palatinate, Saarland",male,Yes,0.10317,36,358,0.07162,0.13472
1988,"Rhineland-Palatinate, Saarland",male,No,0.74788,322,358,0.70283,0.79292
1988,"Rhineland-Palatinate, Saarland",female,Yes,0.12791,57,376,0.09410,0.16171
1988,"Rhineland-Palatinate, Saarland",female,No,0.73562,319,376,0.69099,0.78026
1988,Baden-Wuerttemberg,male,Yes,0.07401,84,949,0.05735,0.09068
1988,Baden-Wuerttemberg,male,No,0.73284,865,949,0.70467,0.76101
1988,Baden-Wuerttemberg,female,Yes,0.11713,124,929,0.09644,0.13782
1988,Baden-Wuerttemberg,female,No,0.70916,805,929,0.67994,0.73838
1988,Bavaria,male,Yes,0.09586,88,794,0.07537,0.11635
1988,Bavaria,male,No,0.71481,706,794,0.68339,0.74624
1988,Bavaria,female,Yes,0.12873,121,849,0.10619,0.15127
1988,Bavaria,female,No,0.71669,728,849,0.68636,0.74702
1988,Berlin,male,No,0.79638,156,156,0.73298,0.85977
1988,Berlin,female,No,0.73433,143,143,0.66168,0.80698
1989,Schleswig-Holstein,male,No,0.70918,133,133,0.63170,0.78665
1989,Schleswig-Holstein,female,No,0.64966,128,128,0.56668,0.73263
1989,Hamburg,male,No,0.83266,89,89,0.75467,0.91065
1989,Hamburg,female,No,0.79445,87,87,0.70904,0.87986
1989,Lower Saxony,male,Yes,0.13155,64,484,0.10141,0.16170
1989,Lower Saxony,male,No,0.72097,420,484,0.68097,0.76097
1989,Lower Saxony,female,Yes,0.14236,82,508,0.11195,0.17278
1989,Lower Saxony,female,No,0.70420,426,508,0.66447,0.74393
1989,Bremen,male,No,0.74043,45,45,0.61090,0.86997
1989,Bremen,female,No,0.74816,47,47,0.62272,0.87360
1989,North Rhine-Westphalia,male,Yes,0.07467,109,1291,0.06033,0.08901
1989,North Rhine-Westphalia,male,No,0.73793,1182,1291,0.71394,0.76193
1989,North Rhine-Westphalia,female,Yes,0.11703,196,1317,0.09966,0.13440
1989,North Rhine-Westphalia,female,No,0.72827,1121,1317,0.70423,0.75230
1989,Hesse,male,Yes,0.09931,53,495,0.07293,0.12568
1989,Hesse,male,No,0.72265,442,495,0.68317,0.76213
1989,Hesse,female,Yes,0.10957,61,500,0.08217,0.13698
1989,Hesse,female,No,0.74756,439,500,0.70944,0.78567
1989,"Rhineland-Palatinate, Saarland",male,Yes,0.10433,39,337,0.07164,0.13701
1989,"Rhineland-Palatinate, Saarland",male,No,0.76502,298,337,0.71969,0.81036
1989,"Rhineland-Palatinate, Saarland",female,Yes,0.08777,43,353,0.05821,0.11733
1989,"Rhineland-Palatinate, Saarland",female,No,0.76523,310,353,0.72095,0.80951
1989,Baden-Wuerttemberg,male,Yes,0.08017,82,906,0.06248,0.09786
1989,Baden-Wuerttemberg,male,No,0.73093,824,906,0.70204,0.75983
1989,Baden-Wuerttemberg,female,Yes,0.12941,135,902,0.10749,0.15132
1989,Baden-Wuerttemberg,female,No,0.70006,767,902,0.67014,0.72998
1989,Bavaria,male,Yes,0.06809,62,781,0.05041,0.08577
1989,Bavaria,male,No,0.74990,719,781,0.71951,0.78029
1989,Bavaria,female,Yes,0.12339,113,825,0.10094,0.14585
1989,Bavaria,female,No,0.71852,712,825,0.68782,0.74923
1989,Berlin,male,No,0.81159,146,146,0.74794,0.87524
1989,Berlin,female,No,0.74881,150,150,0.67917,0.81845
1991,Schleswig-Holstein,male,No,0.68967,127,127,0.60889,0.77045
1991,Schleswig-Holstein,female,No,0.64708,124,124,0.56262,0.73153
1991,Hamburg,male,No,0.78966,69,69,0.69279,0.88653
1991,Hamburg,female,No,0.76071,72,72,0.66147,0.85995
1991,Lower Saxony,male,Yes,0.08749,44,477,0.06210,0.11287
1991,Lower Saxony,male,No,0.75676,433,477,0.71822,0.79530
1991,Lower Saxony,female,Yes,0.11564,68,492,0.08735,0.14393
1991,Lower Saxony,female,No,0.72130,424,492,0.68164,0.76096
1991,Bremen,male,No,0.75054,38,38,0.61112,0.88997
1991,Bremen,female,No,0.72376,42,42,0.58689,0.86063
1991,North Rhine-Westphalia,male,Yes,0.09494,144,1249,0.07868,0.11121
1991,North Rhine-Westphalia,male,No,0.70812,1105,1249,0.68289,0.73334
1991,North Rhine-Westphalia,female,Yes,0.13473,183,1286,0.11606,0.15340
1991,North Rhine-Westphalia,female,No,0.69476,1103,1286,0.66959,0.71994
1991,Hesse,male,Yes,0.07041,37,482,0.04754,0.09327
1991,Hesse,male,No,0.74106,445,482,0.70191,0.78021
1991,Hesse,female,Yes,0.13658,73,477,0.10573,0.16743
1991,Hesse,female,No,0.71850,404,477,0.67810,0.75890
1991,"Rhineland-Palatinate, Saarland",male,Yes,0.09652,34,318,0.06401,0.12903
1991,"Rhineland-Palatinate, Saarland",male,No,0.74187,284,318,0.69369,0.79004
1991,"Rhineland-Palatinate, Saarland",female,Yes,0.15991,60,347,0.12129,0.19853
1991,"Rhineland-Palatinate, Saarland",female,No,0.68047,287,347,0.63133,0.72960
1991,Baden-Wuerttemberg,male,Yes,0.08544,91,888,0.06704,0.10384
1991,Baden-Wuerttemberg,male,No,0.70431,797,888,0.67427,0.73434
1991,Baden-Wuerttemberg,female,Yes,0.11484,130,897,0.09396,0.13571
1991,Baden-Wuerttemberg,female,No,0.70600,767,897,0.67617,0.73583
1991,Bavaria,male,Yes,0.08898,73,788,0.06909,0.10888
1991,Bavaria,male,No,0.72125,715,788,0.68993,0.75258
1991,Bavaria,female,Yes,0.13458,118,800,0.11092,0.15824
1991,Bavaria,female,No,0.69537,682,800,0.66346,0.72728
1991,Berlin,male,No,0.47667,141,141,0.39394,0.55940
1991,Berlin,female,No,0.47331,150,150,0.39314,0.55348
1992,Schleswig-Holstein,male,No,0.65791,108,108,0.56802,0.74780
1992,Schleswig-Holstein,female,No,0.65370,120,120,0.56821,0.73919
1992,Hamburg,male,No,0.77827,63,63,0.67487,0.88168
1992,Hamburg,female,No,0.74160,73,73,0.64048,0.84271
1992,Lower Saxony,male,Yes,0.09164,54,476,0.06569,0.11758
1992,Lower Saxony,male,No,0.74179,422,476,0.70244,0.78115
1992,Lower Saxony,female,Yes,0.12947,71,484,0.09953,0.15941
1992,Lower Saxony,female,No,0.68395,413,484,0.64249,0.72542
1992,Bremen,male,No,0.69654,35,35,0.54200,0.85108
1992,Bremen,female,No,0.79497,44,44,0.67429,0.91564
1992,North Rhine-Westphalia,male,Yes,0.08572,131,1232,0.07008,0.10135
1992,North Rhine-Westphalia,male,No,0.71517,1101,1232,0.68996,0.74039
1992,North Rhine-Westphalia,female,Yes,0.12684,179,1279,0.10859,0.14508
1992,North Rhine-Westphalia,female,No,0.70187,1100,1279,0.67679,0.72695
1992,Hesse,male,Yes,0.08244,42,469,0.05752,0.10735
1992,Hesse,male,No,0.73918,427,469,0.69940,0.77896
1992,Hesse,female,Yes,0.09888,53,478,0.07209,0.12567
1992,Hesse,female,No,0.76601,425,478,0.72801,0.80400
1992,"Rhineland-Palatinate, Saarland",male,Yes,0.09611,41,312,0.06335,0.12887
1992,"Rhineland-Palatinate, Saarland",male,No,0.73350,271,312,0.68436,0.78264
1992,"Rhineland-Palatinate, Saarland",female,Yes,0.12097,46,348,0.08666,0.15528
1992,"Rhineland-Palatinate, Saarland",female,No,0.72796,302,348,0.68114,0.77478
1992,Baden-Wuerttemberg,male,Yes,0.06924,74,873,0.05239,0.08609
1992,Baden-Wuerttemberg,male,No,0.72414,799,873,0.69447,0.75380
1992,Baden-Wuerttemberg,female,Yes,0.11340,124,882,0.09246,0.13434
1992,Baden-Wuerttemberg,female,No,0.70174,758,882,0.67153,0.73195
1992,Bavaria,male,Yes,0.09362,75,814,0.07360,0.11365
1992,Bavaria,male,No,0.72476,739,814,0.69406,0.75547
1992,Bavaria,female,Yes,0.11966,118,824,0.09749,0.14184
1992,Bavaria,female,No,0.71012,706,824,0.67912,0.74111
1992,Berlin,male,No,0.72668,250,250,0.67133,0.78204
1992,Berlin,female,No,0.76159,288,288,0.71229,0.81089
1992,Brandenburg,male,No,0.73755,293,293,0.68709,0.78802
1992,Brandenburg,female,Yes,0.09213,39,342,0.06144,0.12283
1992,Brandenburg,female,No,0.72293,303,342,0.67543,0.77044
1992,Mecklenburg-Western Pomerania,male,No,0.73892,190,190,0.67630,0.80154
1992,Mecklenburg-Western Pomerania,female,No,0.68990,186,186,0.62324,0.75655
1992,Saxony,male,Yes,0.04755,34,533,0.02946,0.06563
1992,Saxony,male,No,0.74067,499,533,0.70343,0.77792
1992,Saxony,female,Yes,0.09312,63,622,0.07026,0.11597
1992,Saxony,female,No,0.74143,559,622,0.70699,0.77587
1992,Saxony-Anhalt,male,No,0.78041,345,345,0.73667,0.82416
1992,Saxony-Anhalt,female,Yes,0.10582,46,402,0.07571,0.13592
1992,Saxony-Anhalt,female,No,0.72592,356,402,0.68226,0.76958
1992,Thuringa,male,No,0.71124,300,300,0.65987,0.76261
1992,Thuringa,female,Yes,0.12037,52,355,0.08647,0.15427
1992,Thuringa,female,No,0.68401,303,355,0.63558,0.73244
1994,Schleswig-Holstein,male,No,0.75826,123,123,0.68229,0.83423
1994,Schleswig-Holstein,female,No,0.69054,134,134,0.61197,0.76910
1994,Hamburg,male,No,0.72766,57,57,0.61107,0.84426
1994,Hamburg,female,No,0.71900,60,60,0.60431,0.83370
1994,Lower Saxony,male,Yes,0.08536,41,479,0.06031,0.11041
1994,Lower Saxony,male,No,0.74221,438,479,0.70300,0.78143
1994,Lower Saxony,female,Yes,0.11493,64,485,0.08652,0.14334
1994,Lower Saxony,female,No,0.70437,421,485,0.66371,0.74502
1994,Bremen,male,No,0.76798,37,37,0.63009,0.90587
1994,Bremen,female,No,0.69878,37,37,0.54891,0.84865
1994,North Rhine-Westphalia,male,Yes,0.08603,114,1176,0.07000,0.10206
1994,North Rhine-Westphalia,male,No,0.70644,1062,1176,0.68040,0.73248
1994,North Rhine-Westphalia,female,Yes,0.13678,193,1262,0.11782,0.15575
1994,North Rhine-Westphalia,female,No,0.68757,1069,1262,0.66199,0.71315
1994,Hesse,male,Yes,0.09231,40,445,0.06538,0.11923
1994,Hesse,male,No,0.71829,405,445,0.67645,0.76013
1994,Hesse,female,Yes,0.13301,58,468,0.10221,0.16381
1994,Hesse,female,No,0.74008,410,468,0.70030,0.77986
1994,"Rhineland-Palatinate, Saarland",male,Yes,0.12387,41,300,0.08653,0.16121
1994,"Rhineland-Palatinate, Saarland",male,No,0.69268,259,300,0.64039,0.74498
1994,"Rhineland-Palatinate, Saarland",female,Yes,0.14774,55,333,0.10957,0.18591
1994,"Rhineland-Palatinate, Saarland",female,No,0.68139,278,333,0.63127,0.73151
1994,Baden-Wuerttemberg,male,Yes,0.06381,68,860,0.04746,0.08015
1994,Baden-Wuerttemberg,male,No,0.73301,792,860,0.70342,0.76259
1994,Baden-Wuerttemberg,female,Yes,0.11909,127,867,0.09752,0.14067
1994,Baden-Wuerttemberg,female,No,0.69694,740,867,0.66633,0.72754
1994,Bavaria,male,Yes,0.09925,80,767,0.07808,0.12042
1994,Bavaria,male,No,0.70311,687,767,0.67075,0.73546
1994,Bavaria,female,Yes,0.13685,116,816,0.11325,0.16045
1994,Bavaria,female,No,0.69658,700,816,0.66501,0.72814
1994,Berlin,male,No,0.75221,241,241,0.69759,0.80683
1994,Berlin,female,Yes,0.11810,46,290,0.08090,0.15531
1994,Berlin,female,No,0.71118,244,290,0.65892,0.76343
1994,Brandenburg,male,No,0.77556,280,280,0.72660,0.82452
1994,Brandenburg,female,Yes,0.12603,45,312,0.08914,0.16291
1994,Brandenburg,female,No,0.71015,267,312,0.65973,0.76058
1994,Mecklenburg-Western Pomerania,male,No,0.71967,184,184,0.65460,0.78475
1994,Mecklenburg-Western Pomerania,female,Yes,0.12322,32,208,0.07844,0.16800
1994,Mecklenburg-Western Pomerania,female,No,0.65459,176,208,0.58981,0.71937
1994,Saxony,male,Yes,0.07113,45,527,0.04916,0.09310
1994,Saxony,male,No,0.73751,482,527,0.69991,0.77511
1994,Saxony,female,Yes,0.11196,69,599,0.08668,0.13723
1994,Saxony,female,No,0.72584,530,599,0.69009,0.76160
1994,Saxony-Anhalt,male,No,0.76521,307,307,0.71772,0.81270
1994,Saxony-Anhalt,female,Yes,0.09748,40,373,0.06734,0.12762
1994,Saxony-Anhalt,female,No,0.74518,333,373,0.70089,0.78946
1994,Thuringa,male,Yes,0.11052,39,315,0.07584,0.14520
1994,Thuringa,male,No,0.67684,276,315,0.62511,0.72857
1994,Thuringa,female,Yes,0.09897,40,347,0.06750,0.13043
1994,Thuringa,female,No,0.71837,307,347,0.67097,0.76576
1995,Schleswig-Holstein,male,No,0.71292,118,118,0.63094,0.79489
1995,Schleswig-Holstein,female,No,0.66631,132,132,0.58556,0.74706
1995,Hamburg,male,No,0.76698,55,55,0.65423,0.87974
1995,Hamburg,female,No,0.80304,62,62,0.70323,0.90284
1995,Lower Saxony,male,Yes,0.07656,42,517,0.05362,0.09950
1995,Lower Saxony,male,No,0.72945,475,517,0.69112,0.76778
1995,Lower Saxony,female,Yes,0.09862,62,519,0.07294,0.12430
1995,Lower Saxony,female,No,0.70208,457,519,0.66269,0.74146
1995,Bremen,male,No,0.78526,37,37,0.65111,0.91940
1995,Bremen,female,No,0.74608,44,44,0.61599,0.87618
1995,North Rhine-Westphalia,male,Yes,0.07729,122,1232,0.06237,0.09221
1995,North Rhine-Westphalia,male,No,0.71574,1110,1232,0.69054,0.74093
1995,North Rhine-Westphalia,female,Yes,0.13273,190,1335,0.11452,0.15094
1995,North Rhine-Westphalia,female,No,0.70084,1145,1335,0.67626,0.72541
1995,Hesse,male,Yes,0.10692,48,455,0.07849,0.13534
1995,Hesse,male,No,0.69562,407,455,0.65330,0.73795
1995,Hesse,female,Yes,0.13568,72,487,0.10524,0.16613
1995,Hesse,female,No,0.75099,415,487,0.71254,0.78943
1995,"Rhineland-Palatinate, Saarland",male,Yes,0.08774,38,341,0.05767,0.11781
1995,"Rhineland-Palatinate, Saarland",male,No,0.68929,303,341,0.64010,0.73848
1995,"Rhineland-Palatinate, Saarland",female,Yes,0.11558,49,367,0.08282,0.14834
1995,"Rhineland-Palatinate, Saarland",female,No,0.69818,318,367,0.65115,0.74521
1995,Baden-Wuerttemberg,male,Yes,0.07709,76,877,0.05943,0.09476
1995,Baden-Wuerttemberg,male,No,0.71438,801,877,0.68447,0.74430
1995,Baden-Wuerttemberg,female,Yes,0.12077,138,907,0.09955,0.14199
1995,Baden-Wuerttemberg,female,No,0.69873,769,907,0.66886,0.72861
1995,Bavaria,male,Yes,0.08380,83,819,0.06481,0.10279
1995,Bavaria,male,No,0.73285,736,819,0.70252,0.76317
1995,Bavaria,female,Yes,0.14133,128,857,0.11800,0.16467
1995,Bavaria,female,No,0.67381,729,857,0.64241,0.70522
1995,Berlin,male,No,0.76751,249,249,0.71493,0.82008
1995,Berlin,female,Yes,0.10006,35,298,0.06593,0.13419
1995,Berlin,female,No,0.73900,263,298,0.68906,0.78895
1995,Brandenburg,male,No,0.74191,255,255,0.68809,0.79572
1995,Brandenburg,female,Yes,0.14010,46,307,0.10121,0.17899
1995,Brandenburg,female,No,0.70846,261,307,0.65753,0.75938
1995,Mecklenburg-Western Pomerania,male,No,0.72305,181,181,0.65767,0.78842
1995,Mecklenburg-Western Pomerania,female,Yes,0.11639,31,212,0.07311,0.15966
1995,Mecklenburg-Western Pomerania,female,No,0.69744,181,212,0.63546,0.75942
1995,Saxony,male,Yes,0.06937,43,517,0.04745,0.09130
1995,Saxony,male,No,0.74110,474,517,0.70331,0.77890
1995,Saxony,female,Yes,0.09890,65,576,0.07450,0.12330
1995,Saxony,female,No,0.73263,511,576,0.69646,0.76881
1995,Saxony-Anhalt,male,Yes,0.10192,33,317,0.06856,0.13528
1995,Saxony-Anhalt,male,No,0.74388,284,317,0.69576,0.79201
1995,Saxony-Anhalt,female,Yes,0.12110,56,366,0.08763,0.15457
1995,Saxony-Anhalt,female,No,0.71627,310,366,0.67002,0.76252
1995,Thuringa,male,Yes,0.09149,33,311,0.05939,0.12358
1995,Thuringa,male,No,0.69565,278,311,0.64443,0.74688
1995,Thuringa,female,Yes,0.12059,49,337,0.08577,0.15542
1995,Thuringa,female,No,0.69734,288,337,0.64821,0.74646
1996,Schleswig-Holstein,male,No,0.67764,117,117,0.59258,0.76269
1996,Schleswig-Holstein,female,No,0.69043,131,131,0.61096,0.76991
1996,Hamburg,male,No,0.79148,53,53,0.68106,0.90190
1996,Hamburg,female,No,0.74742,57,57,0.63362,0.86122
1996,Lower Saxony,male,Yes,0.06857,41,506,0.04653,0.09061
1996,Lower Saxony,male,No,0.73644,465,506,0.69802,0.77487
1996,Lower Saxony,female,Yes,0.12581,83,532,0.09760,0.15402
1996,Lower Saxony,female,No,0.68454,449,532,0.64501,0.72407
1996,Bremen,male,No,0.77781,42,42,0.65056,0.90506
1996,Bremen,female,No,0.74982,43,43,0.61883,0.88081
1996,North Rhine-Westphalia,male,Yes,0.07565,123,1215,0.06078,0.09053
1996,North Rhine-Westphalia,male,No,0.72552,1092,1215,0.70041,0.75062
